ILOC_CODE_2021,S_Eng_on_Sp_Eng_on,S_Eng_o_UAILE_Vw_w,S_Eng_o_UAILE_Nw_nal,S_Eng_o_UAILE_Tot,S_Eng_o_Ns,S_Eng_o_Tot,UAIL_AIL_nfd_Sp_Eng_on,UAIL_AIL_nfd_UAILE_Vw_w,UAIL_AIL_nfd_UAILE_Nw_nal,UAIL_AIL_nfd_UAILE_Tot,UAIL_AIL_nfd_Ns,UAIL_AIL_nfd_Tot,UAIL_ALDRRL_Sp_Eng_on,UAIL_ALDRRL_UAILE_Vw_w,UAIL_ALDRRL_UAILE_Nw_nal,UAIL_ALDRRL_UAILE_Tot,UAIL_ALDRRL_Ns,UAIL_ALDRRL_Tot,UAIL_Yol_Mat_Sp_Eng_on,UAIL_Yol_Mat_UAILE_Vw_w,UAIL_Yol_Mat_UAILE_Nw_nal,UAIL_Yol_Mat_UAILE_Tot,UAIL_Yol_Mat_Ns,UAIL_Yol_Mat_Tot,UAIL_CYPL_Sp_Eng_on,UAIL_CYPL_UAILE_Vw_w,UAIL_CYPL_UAILE_Nw_nal,UAIL_CYPL_UAILE_Tot,UAIL_CYPL_Ns,UAIL_CYPL_Tot,UAIL_TSIL_Sp_Eng_on,UAIL_TSIL_UAILE_Vw_w,UAIL_TSIL_UAILE_Nw_nal,UAIL_TSIL_UAILE_Tot,UAIL_TSIL_Ns,UAIL_TSIL_Tot,UAIL_NDFAL_Sp_Eng_on,UAIL_NDFAL_UAILE_Vw_w,UAIL_NDFAL_UAILE_Nw_nal,UAIL_NDFAL_UAILE_Tot,UAIL_NDFAL_Ns,UAIL_NDFAL_Tot,UAIL_Arand_Sp_Eng_on,UAIL_Arand_UAILE_Vw_w,UAIL_Arand_UAILE_Nw_nal,UAIL_Arand_UAILE_Tot,UAIL_Arand_Ns,UAIL_Arand_Tot,UAIL_WDL_Sp_Eng_on,UAIL_WDL_UAILE_Vw_w,UAIL_WDL_UAILE_Nw_nal,UAIL_WDL_UAILE_Tot,UAIL_WDL_UAILE_Ns,UAIL_WDL_Tot,UAIL_KAL_Sp_Eng_on,UAIL_KAL_UAILE_Vw_w,UAIL_KAL_UAILE_Nw_nal,UAIL_KAL_UAILE_Tot,UAIL_KAL_Ns,UAIL_KAL_Tot,UAIL_OAIL_Sp_Eng_on,UAIL_OAIL_UAILE_Vw_w,UAIL_OAIL_UAILE_Nw_nal,UAIL_OAIL_UAILE_Tot,UAIL_OAIL_Ns,UAIL_OAIL_Tot,UAIL_TAIL_Sp_Eng_on,UAIL_TAIL_UAILE_Vw_w,UAIL_TAIL_UAILE_Nw_nal,UAIL_TAIL_UAILE_Tot,UAIL_TAIL_Ns,UAIL_TAIL_Tot,Uol_Sp_Eng_on,Uol_UAILE_Vw_w,Uol_UAILE_Nw_nal,Uol_UAILE_Tot,Uol_NS,Uol_Tot,Luah_ns_Sp_Eng_on,Luah_ns_UAILE_Vw_w,Luah_ns_UAILE_Nw_nal,Luah_ns_UAILE_Tot,Luah_ns_Ns,Luah_ns_Tot,Tot_Sp_Eng_on,Tot_UAILE_Vw_w,Tot_UAILE_Nw_nal,Tot_UAILE_Tot,Tot_Ns,Tot_Tot
ILOC50400301,499,..,..,..,..,499,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,86,8,98,0,98,..,0,0,0,0,0,..,4,3,3,0,3,..,36,0,37,5,45,..,28,0,28,17,47,..,155,14,176,20,194,..,0,4,4,4,6,..,20,3,20,31,47,499,172,21,196,47,745
ILOC50400302,160,..,..,..,..,160,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,63,3,61,0,62,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,4,22,0,22,..,74,10,83,0,82,..,0,0,0,0,0,..,0,0,0,7,7,160,76,10,82,9,253
ILOC50400303,90,..,..,..,..,90,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,19,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,15,0,15,0,15,..,40,0,39,0,39,..,0,0,0,0,0,..,0,0,0,6,9,90,34,5,44,6,136
ILOC50400401,55,..,..,..,..,55,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,18,13,35,..,0,0,0,0,0,..,4,0,4,0,4,..,133,9,141,0,141,..,54,7,56,0,56,..,207,13,221,13,237,..,4,0,4,0,4,..,15,0,14,36,51,55,224,17,242,53,349
ILOC50400501,271,..,..,..,..,271,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,4,25,0,25,..,22,3,22,0,24,..,45,5,44,0,51,..,0,0,0,0,0,..,17,5,21,0,21,271,63,7,73,0,343
ILOC50400601,907,..,..,..,..,907,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,32,0,32,..,0,0,0,0,0,..,0,0,0,0,0,..,39,0,39,0,43,..,39,0,39,0,39,..,116,0,120,0,119,..,21,3,24,0,19,..,33,0,36,62,96,907,166,5,174,68,1149
ILOC50400602,43,..,..,..,..,43,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,58,0,58,0,58,..,0,0,0,0,0,..,67,0,67,0,67,..,0,0,0,0,0,..,0,0,0,3,3,43,67,0,66,3,114
ILOC50400603,32,..,..,..,..,32,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,11,18,..,0,0,0,0,0,..,15,0,15,11,19,..,0,0,0,0,0,..,0,0,0,0,0,32,15,0,15,7,60
ILOC50400701,126,..,..,..,..,126,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,6,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,3,3,..,20,6,24,3,28,..,0,0,0,0,0,..,0,0,0,0,0,126,20,3,25,3,152
ILOC50400702,48,..,..,..,..,48,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,4,22,0,22,..,0,0,0,0,0,..,19,4,22,0,22,..,0,0,0,0,0,..,0,0,0,5,7,48,19,6,18,5,73
ILOC50400801,384,..,..,..,..,384,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,19,0,19,..,46,0,46,0,46,..,3,0,3,0,3,..,4,0,4,11,14,384,56,0,56,11,448
ILOC50500101,703,..,..,..,..,703,..,8,0,8,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,40,0,40,0,40,..,50,0,50,4,52,..,5,0,5,0,5,..,34,6,40,27,63,703,95,6,97,28,828
ILOC50500102,792,..,..,..,..,792,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,16,0,16,..,30,0,25,0,29,..,10,0,8,0,8,..,22,0,22,4,26,792,57,0,57,10,865
ILOC50500103,349,..,..,..,..,349,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,17,0,17,0,17,..,4,0,0,0,6,..,10,0,10,5,20,349,30,0,32,7,392
ILOC50500104,434,..,..,..,..,434,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,16,0,16,0,16,..,0,0,0,0,0,..,12,0,12,10,16,434,31,0,31,10,470
ILOC50500105,214,..,..,..,..,214,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,7,..,12,0,12,0,11,..,0,0,0,0,0,..,14,0,13,0,11,214,22,0,21,0,235
ILOC50500201,362,..,..,..,..,362,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,14,0,14,0,14,..,12,0,8,0,8,..,7,0,7,4,9,362,30,0,37,4,399
ILOC50500301,479,..,..,..,..,479,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,18,0,17,0,17,..,25,0,27,0,27,..,13,6,20,0,18,..,12,0,12,3,14,479,53,7,58,6,537
ILOC50500302,461,..,..,..,..,461,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,18,0,18,0,18,..,5,0,3,0,3,..,17,0,17,6,22,461,39,0,40,6,504
ILOC50500401,422,..,..,..,..,422,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,12,0,15,..,27,0,22,0,28,..,6,4,12,0,14,..,9,0,9,20,30,422,40,8,47,22,484
ILOC50500402,245,..,..,..,..,245,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,13,0,13,..,3,0,3,0,3,..,10,0,10,7,8,245,20,0,19,7,272
ILOC50500403,89,..,..,..,..,89,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,3,0,3,..,15,0,17,0,17,..,5,0,5,0,5,..,10,0,10,0,10,89,25,0,25,0,115
ILOC50500404,229,..,..,..,..,229,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,7,0,7,0,7,..,13,0,13,4,11,229,24,0,24,4,255
ILOC50500501,332,..,..,..,..,332,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,3,..,21,0,22,0,22,..,30,0,32,0,32,..,0,0,0,0,3,..,4,0,4,0,6,332,41,0,43,3,378
ILOC50500502,688,..,..,..,..,688,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,29,0,29,0,29,..,44,0,44,0,43,..,21,0,21,0,21,..,28,5,31,3,35,688,91,0,96,4,784
ILOC50500503,61,..,..,..,..,61,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,7,0,10,61,13,0,12,0,76
ILOC50500601,508,..,..,..,..,508,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,22,..,28,0,28,0,30,..,5,0,8,0,4,..,16,0,22,5,21,508,54,3,55,10,564
ILOC50500602,349,..,..,..,..,349,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,6,0,6,..,9,0,9,3,14,349,18,0,20,3,372
ILOC50500603,739,..,..,..,..,739,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,24,0,19,0,19,..,22,0,24,0,24,..,4,0,4,0,4,..,11,0,14,9,19,739,39,5,45,9,794
ILOC50500604,153,..,..,..,..,153,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,6,6,153,9,0,9,6,174
ILOC50500605,287,..,..,..,..,287,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,20,0,20,0,20,..,32,0,35,0,35,..,8,0,8,0,8,..,6,0,9,3,16,287,50,0,53,3,343
ILOC50500701,558,..,..,..,..,558,..,0,3,3,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,24,0,24,..,23,3,23,0,26,..,8,0,4,0,4,..,8,3,11,18,24,558,41,7,45,22,621
ILOC50500801,204,..,..,..,..,204,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,13,0,13,0,13,..,6,0,4,0,4,..,7,0,10,3,13,204,22,4,27,3,230
ILOC50500802,260,..,..,..,..,260,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,8,0,8,..,17,0,19,0,19,..,5,0,5,0,5,..,6,0,6,422,426,260,33,0,33,422,713
ILOC50500803,737,..,..,..,..,737,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,15,0,15,..,21,0,25,0,28,..,0,4,8,0,8,..,29,3,28,19,49,737,50,11,57,23,819
ILOC50500804,257,..,..,..,..,257,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,9,..,8,0,8,0,11,..,3,0,3,0,3,..,3,0,3,6,11,257,16,0,18,7,284
ILOC50500805,192,..,..,..,..,192,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,18,0,18,0,20,..,0,0,0,0,5,..,12,0,12,19,27,192,34,0,34,19,245
ILOC50500806,125,..,..,..,..,125,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,9,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,125,10,0,10,0,144
ILOC50500807,398,..,..,..,..,398,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,3,29,0,29,..,33,3,33,0,33,..,4,0,4,0,3,..,18,0,18,5,23,398,50,4,49,10,454
ILOC50500808,501,..,..,..,..,501,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,3,30,0,30,..,30,3,30,0,30,..,9,0,14,0,14,..,9,0,9,5,14,501,51,5,58,5,562
ILOC50500901,483,..,..,..,..,483,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,6,0,6,0,6,..,15,0,15,0,15,..,3,4,11,0,11,..,5,0,7,0,11,483,21,5,29,0,516
ILOC50500902,806,..,..,..,..,806,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,24,0,25,0,25,..,12,3,15,0,15,..,13,0,15,7,23,806,47,6,55,7,869
ILOC50501001,398,..,..,..,..,398,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,25,0,25,0,25,..,3,0,3,0,3,..,12,0,13,24,32,398,40,0,41,24,464
ILOC50501002,388,..,..,..,..,388,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,10,0,10,0,10,..,5,0,5,0,5,..,7,0,6,3,17,388,20,0,24,3,414
ILOC50501003,430,..,..,..,..,430,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,23,0,23,0,23,..,4,0,4,0,4,..,13,0,13,0,16,430,39,0,39,0,471
ILOC50501101,868,..,..,..,..,868,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,33,..,36,0,36,0,35,..,7,0,7,0,7,..,28,0,28,16,43,868,66,0,66,20,953
ILOC50501102,529,..,..,..,..,529,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,12,0,12,0,12,..,30,0,30,0,30,..,9,0,9,0,9,..,9,0,9,488,504,529,46,0,46,488,1060
ILOC50501201,426,..,..,..,..,426,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,10,0,10,..,10,7,15,0,17,..,17,4,18,21,43,426,37,10,45,25,493
ILOC50501202,396,..,..,..,..,396,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,11,0,11,..,4,0,3,0,4,..,0,0,0,18,20,396,14,0,11,21,428
ILOC50501301,513,..,..,..,..,513,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,20,0,20,0,20,..,20,0,24,0,21,..,8,5,19,0,19,..,10,0,10,593,608,513,48,5,49,598,1166
ILOC50501302,382,..,..,..,..,382,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,27,..,33,0,33,0,33,..,3,0,5,0,5,..,9,0,12,3,16,382,44,0,50,3,430
ILOC50501401,467,..,..,..,..,467,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,30,0,30,0,30,..,46,0,46,0,46,..,21,3,19,0,21,..,16,0,16,10,25,467,74,3,77,7,558
ILOC50501402,547,..,..,..,..,547,..,14,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,6,..,16,0,16,0,16,..,34,0,42,0,38,..,7,3,13,0,14,..,11,0,11,5,16,547,61,7,60,5,609
ILOC50501501,1437,..,..,..,..,1437,..,14,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,4,33,0,30,..,46,5,46,0,51,..,18,10,24,4,34,..,41,5,45,39,85,1437,104,19,120,46,1605
ILOC50501502,505,..,..,..,..,505,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,15,0,15,0,15,..,6,0,5,0,5,..,9,3,12,4,17,505,30,0,39,4,544
ILOC50501503,1316,..,..,..,..,1316,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,43,0,45,0,45,..,59,0,60,0,60,..,11,5,15,0,17,..,32,0,31,6,34,1316,101,6,107,3,1432
ILOC50501601,796,..,..,..,..,796,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,13,0,13,0,13,..,21,0,21,0,21,..,9,0,12,0,12,..,25,0,25,67,92,796,54,0,62,67,920
ILOC50501701,543,..,..,..,..,543,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,20,0,20,0,20,..,30,0,30,0,28,..,10,0,12,0,10,..,15,0,20,27,49,543,60,0,58,30,631
ILOC50501702,566,..,..,..,..,566,..,5,0,5,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,17,0,15,0,15,..,21,0,23,0,22,..,11,3,10,0,18,..,29,0,31,32,59,566,58,4,66,28,664
ILOC50501801,589,..,..,..,..,589,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,19,0,19,..,26,0,25,0,25,..,12,3,16,0,15,..,5,0,5,9,17,589,42,5,43,9,642
ILOC50501802,569,..,..,..,..,569,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,20,0,20,..,25,0,26,0,26,..,5,0,7,0,3,..,20,0,20,12,26,569,48,3,51,7,635
ILOC50501803,378,..,..,..,..,378,..,5,0,6,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,14,3,19,0,19,..,26,0,28,0,27,..,3,0,4,0,4,..,10,3,16,15,21,378,40,4,47,11,443
ILOC50501804,875,..,..,..,..,875,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,0,0,0,0,0,..,19,0,19,0,19,..,38,0,40,0,40,..,23,0,24,0,26,..,31,0,36,15,46,875,88,8,96,15,984
ILOC50501901,397,..,..,..,..,397,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,10,0,10,0,10,..,0,0,3,0,3,..,10,0,10,0,12,397,20,0,25,0,423
ILOC50501902,810,..,..,..,..,810,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,20,0,24,0,24,..,32,0,34,0,34,..,4,0,7,3,9,..,11,4,21,23,43,810,53,8,62,25,892
