ILOC_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
ILOC50400401,0,0,0,5,0,0,9,12,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,9,0,0,0,11,0,0,11,13,0,0,0,5,0,0,3,5,0,0,0,3,0,0,0,8,0,0,0,0,0,0,4,4,0,0,0,19,3,0,40,63,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,4,3,6,14,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,5,0,0,10,12
ILOC50400501,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,13,13,0,0,0,0,0,0,4,4
ILOC50400601,0,0,0,0,0,0,11,15,0,0,0,0,3,0,12,11,0,3,0,19,0,0,11,37,0,0,3,13,0,0,11,28,0,0,0,3,0,0,8,16,0,5,0,8,0,0,3,21,0,0,4,0,0,0,8,18,7,6,7,42,5,7,56,141,0,0,0,3,0,0,0,13,0,13,8,19,0,0,9,43,17,58,29,80,0,0,10,192,12,34,25,74,0,3,5,149,7,22,8,81,0,0,3,124,18,16,11,53,3,0,7,115,4,13,3,34,0,0,10,68,58,152,85,344,8,13,52,705,0,0,0,0,0,0,13,13,0,0,0,0,0,0,18,18,0,0,0,0,0,0,75,74,0,0,0,0,0,0,49,48,0,0,0,0,0,0,43,43,0,0,0,0,0,0,37,37,0,0,0,0,0,0,28,30,0,6,0,0,0,0,269,273,0,0,0,4,4,0,29,38
ILOC50400602,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3
ILOC50400603,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6
ILOC50400701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,16,0,0,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,10,0,0,0,20,4,8,0,25,0,0,0,37,4,0,4,32,0,0,4,45,3,5,8,23,0,4,0,43,0,5,0,13,0,0,0,25,18,33,18,98,3,3,7,180,0,0,0,0,0,0,6,6,0,0,0,0,0,0,13,13,0,0,0,0,0,0,8,6,0,0,0,0,0,0,16,14,0,0,0,0,0,0,21,21,0,0,0,0,0,0,18,16,0,0,0,0,0,0,12,12,0,0,4,0,0,0,84,88,0,0,0,0,0,0,6,4
ILOC50400702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,8,0,0,3,9,0,0,0,7,0,5,0,9,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,6,5,4,7,22,0,0,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,28,26,0,0,0,0,0,0,3,5
ILOC50400801,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,15,0,0,0,4,0,0,3,4,0,0,0,9,6,0,3,16,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,20,6,9,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,5,5,6,0,0,0,19,0,0,0,10,0,0,0,13,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,9,5,7,8,30,6,0,4,62,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,15,15,0,0,0,0,0,0,11,11,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,47,47,0,0,0,0,3,0,3,8
ILOC50500101,0,0,0,0,0,0,11,10,0,0,0,9,0,0,0,9,0,0,3,16,0,0,3,26,0,0,0,10,0,0,7,16,0,4,0,4,0,0,4,13,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,4,4,4,7,40,7,0,19,89,0,0,0,19,15,0,13,54,0,7,14,85,36,5,20,166,19,51,63,252,27,3,26,437,26,56,54,198,13,10,33,383,23,43,34,189,4,9,28,329,13,27,47,188,0,13,22,318,24,40,62,278,6,16,126,554,109,220,277,1218,104,56,264,2240,0,0,0,0,0,0,33,33,0,0,0,0,0,0,48,47,0,0,0,0,0,0,95,95,0,0,0,3,0,0,66,67,0,0,0,0,0,0,63,65,0,0,0,0,0,0,58,63,0,0,0,4,0,0,48,49,0,0,4,11,0,0,405,422,0,0,0,19,16,0,51,94
ILOC50500102,0,0,0,6,5,0,0,10,0,0,0,7,0,0,0,11,0,9,10,35,0,5,0,51,3,0,3,14,0,0,0,26,0,0,4,5,0,0,3,15,0,0,0,7,0,0,0,10,0,0,0,0,0,0,3,0,4,11,15,73,6,9,9,121,0,0,11,94,65,4,23,193,16,127,85,293,73,15,27,633,238,677,409,1180,68,34,95,2702,697,1193,660,1127,42,53,131,3895,273,544,404,871,22,39,82,2240,145,262,284,761,10,39,68,1570,116,242,229,714,8,59,113,1476,1491,3050,2077,5030,284,249,539,12714,0,0,0,0,0,0,43,43,0,0,0,0,0,0,39,39,0,0,0,0,0,0,157,160,5,0,0,0,0,0,208,214,3,0,3,5,0,0,159,162,0,0,0,5,0,0,106,111,0,0,0,0,0,0,67,72,6,4,4,9,0,0,777,797,0,0,11,98,65,4,70,250
ILOC50500103,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,10,0,0,0,4,0,0,4,10,0,0,0,8,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,5,0,0,0,9,0,4,6,26,0,0,10,46,0,0,3,23,17,0,6,48,0,26,8,80,21,0,8,148,17,74,56,221,23,10,23,427,38,70,58,194,4,16,22,395,28,56,53,186,9,18,21,374,30,61,52,194,4,13,21,375,19,43,70,254,4,20,80,497,126,330,303,1159,76,71,181,2263,0,0,0,0,0,0,19,19,0,0,0,0,0,0,28,28,0,0,0,0,0,0,53,53,0,0,0,0,0,0,45,45,0,0,0,0,0,0,47,47,0,0,0,0,0,0,50,51,0,0,0,0,0,0,42,45,0,0,0,0,0,0,274,279,0,0,3,23,17,0,26,65
ILOC50500104,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,20,0,0,5,5,0,0,0,11,0,0,0,4,0,0,0,6,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,33,4,0,4,46,0,0,0,17,23,0,6,50,0,23,11,75,18,6,12,141,19,60,69,254,15,5,24,447,41,94,124,266,8,9,34,573,28,66,51,183,3,7,18,351,10,22,33,137,4,3,14,219,9,19,11,121,0,13,32,202,103,280,301,1045,79,50,140,1995,0,0,0,0,0,0,25,22,0,0,0,0,0,0,16,16,0,0,0,0,0,0,50,50,0,0,0,0,0,0,68,68,0,0,0,4,0,0,42,44,0,0,0,0,0,0,28,28,0,0,0,0,0,0,8,8,0,0,0,0,0,0,240,240,0,0,0,18,23,0,32,78
ILOC50500105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,6,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,6,0,3,25,0,0,0,9,5,0,3,24,0,5,6,21,5,0,0,51,0,24,31,90,8,7,0,154,11,18,19,82,0,5,4,146,4,20,10,61,0,0,14,111,7,12,11,87,0,5,11,128,3,9,8,97,3,4,8,137,33,83,95,447,25,20,55,751,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,17,17,0,0,0,0,0,0,18,18,0,0,0,0,0,0,14,14,0,0,0,0,0,0,10,10,0,0,0,0,0,0,12,9,0,0,0,0,0,0,92,87,0,0,0,14,5,0,14,35
ILOC50500201,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,9,0,3,3,7,0,0,0,13,0,0,0,3,0,0,0,9,0,0,3,5,0,0,0,10,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,8,29,4,0,3,50,0,0,4,24,19,4,0,48,6,50,18,84,17,7,16,197,89,270,97,260,18,0,31,761,136,245,122,280,13,8,19,830,102,174,115,266,11,19,22,696,71,109,91,245,11,11,20,566,43,91,98,329,3,20,65,651,454,934,543,1484,87,66,168,3748,0,0,0,0,0,0,15,15,0,0,0,0,0,0,25,25,0,0,0,0,0,0,83,83,0,0,0,0,0,0,76,76,0,0,0,0,0,0,57,56,0,0,0,3,0,0,41,45,0,0,0,6,0,0,66,64,0,0,0,3,0,0,359,365,0,0,4,28,19,4,20,66
ILOC50500301,0,0,0,4,0,0,0,6,0,4,0,6,0,0,0,8,0,7,0,12,5,0,0,27,0,3,4,7,0,0,0,17,0,5,0,4,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,17,8,36,4,0,5,75,0,0,11,35,30,0,12,87,24,131,79,185,41,6,39,507,217,591,250,584,32,25,77,1777,237,559,245,451,13,30,78,1610,117,295,232,459,17,32,68,1220,90,203,167,500,5,28,56,1048,107,240,264,723,16,48,121,1524,783,2025,1245,2946,156,164,448,7770,0,0,0,0,0,0,25,25,0,0,0,0,0,0,46,46,0,0,0,0,0,0,113,113,0,0,0,0,0,0,96,98,0,0,0,0,0,0,86,81,0,0,0,0,0,0,72,76,0,0,3,4,0,0,83,93,0,0,6,4,0,0,521,525,0,0,11,41,31,0,37,117
ILOC50500302,0,0,0,0,4,0,0,5,0,7,0,9,0,0,0,19,0,9,3,16,0,0,0,28,0,3,5,13,0,0,0,24,0,4,5,4,0,0,0,11,0,4,0,8,0,0,5,15,0,0,6,0,0,0,3,12,7,20,18,46,4,3,9,102,0,0,3,36,29,4,4,88,25,144,102,132,33,5,22,460,355,995,295,557,25,33,65,2318,463,928,303,525,19,25,69,2328,277,567,264,363,24,27,52,1564,209,336,204,375,9,29,54,1213,139,296,220,463,6,47,134,1306,1472,3258,1398,2450,138,163,401,9282,0,0,0,0,0,0,22,22,0,0,0,0,0,0,40,44,0,0,0,0,0,0,168,165,0,0,0,0,0,0,152,151,0,0,0,0,0,0,107,108,0,0,0,3,0,0,88,91,0,0,0,4,0,0,122,133,0,4,7,9,0,0,699,717,0,0,5,36,32,4,27,112
ILOC50500401,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,13,0,0,5,9,5,0,7,27,0,3,0,7,0,0,4,16,4,0,0,7,0,0,6,10,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,5,4,4,41,10,0,17,87,0,0,5,25,15,0,6,52,4,63,33,83,21,3,25,238,111,295,124,267,21,10,50,878,125,230,141,213,9,14,44,779,77,156,101,239,8,12,32,624,59,84,102,219,9,12,30,506,33,88,81,263,7,13,115,602,400,907,591,1312,89,67,301,3671,0,0,0,0,0,0,27,27,0,0,0,0,0,0,35,35,0,0,0,0,0,0,107,107,0,0,0,0,0,0,102,99,0,0,0,0,0,0,82,84,0,0,0,0,0,0,70,72,0,0,0,3,0,0,44,46,0,0,0,3,0,0,471,474,0,0,5,30,12,0,33,78
ILOC50500402,0,0,0,0,3,0,0,9,0,0,0,10,0,0,0,6,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,17,3,0,0,32,0,0,3,17,18,3,5,40,6,28,31,68,15,9,15,162,59,201,107,173,10,6,28,585,57,137,74,160,5,11,30,480,26,72,48,105,3,7,20,289,13,40,28,106,0,11,19,220,13,28,28,146,0,7,26,247,175,508,328,771,59,41,142,2028,0,0,0,0,0,0,13,13,0,0,0,0,0,0,28,28,0,0,0,0,0,0,71,71,0,0,0,4,0,0,48,51,0,0,0,0,0,0,41,43,0,0,0,0,0,0,31,31,0,0,0,0,0,0,28,30,0,0,0,3,0,0,256,261,0,0,3,21,16,3,17,57
ILOC50500403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,19,5,0,0,23,3,18,21,33,6,0,5,92,76,140,58,127,6,6,20,424,115,141,71,110,7,7,16,462,35,69,48,116,0,9,17,292,16,41,31,110,0,9,9,219,13,38,33,126,0,13,32,255,252,448,264,636,30,36,107,1775,0,0,0,0,0,0,8,8,0,0,0,0,0,0,22,22,0,0,0,0,0,0,36,36,0,0,0,0,0,0,33,34,0,0,0,0,0,0,31,33,0,0,0,0,0,0,14,21,0,0,0,0,0,0,18,19,0,0,0,3,0,0,155,157,0,0,0,19,5,0,5,31
ILOC50500404,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,7,0,6,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,7,0,8,8,18,3,0,6,45,0,0,0,6,14,0,5,26,17,82,46,81,16,5,14,259,188,429,180,255,22,15,39,1127,162,224,118,144,7,10,37,700,63,111,47,132,0,10,22,393,36,67,74,128,4,15,9,326,36,52,47,118,0,15,39,303,489,967,518,860,70,74,149,3126,0,0,0,0,0,0,3,3,0,0,0,0,0,0,20,20,0,0,0,0,0,0,81,82,0,0,0,4,0,0,70,71,0,0,0,0,0,0,49,48,0,0,0,0,0,0,29,31,0,0,0,0,0,0,32,32,0,0,0,6,0,0,285,292,0,0,0,11,20,0,4,34
ILOC50500501,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,3,0,5,3,0,0,17,0,0,0,4,0,0,5,3,3,0,0,5,0,0,0,12,0,0,0,3,0,0,0,12,0,0,0,5,0,0,0,7,3,5,6,36,4,3,6,56,0,0,10,83,52,6,18,174,36,301,89,190,63,4,29,716,280,706,198,417,36,20,56,1713,696,1033,362,488,14,25,71,2689,618,958,309,560,16,39,78,2581,392,548,248,560,12,44,52,1859,324,631,487,866,13,65,195,2583,2350,4175,1698,3169,206,206,507,12312,0,0,0,0,0,0,22,27,0,0,0,0,0,0,45,47,0,0,0,0,0,0,74,74,0,0,3,0,0,0,103,106,0,0,0,0,0,0,97,94,0,4,0,0,0,0,76,79,0,0,0,9,0,0,77,90,4,8,6,13,0,0,486,518,0,0,10,85,52,6,40,201
ILOC50500502,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,11,0,0,4,19,0,0,4,30,0,0,3,9,0,0,4,19,0,0,0,5,0,4,5,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,6,7,9,41,3,9,20,87,0,0,8,63,45,5,17,140,50,357,274,282,74,9,83,1138,798,1435,607,570,50,40,205,3703,491,831,341,384,21,26,119,2214,176,359,177,352,11,25,73,1179,111,191,137,315,7,23,65,849,85,164,107,350,6,29,95,843,1709,3336,1652,2317,211,162,667,10059,0,0,0,0,0,0,38,38,0,0,0,0,0,0,140,140,0,3,0,0,0,0,303,307,0,0,0,0,0,0,168,173,0,0,0,0,0,0,111,112,0,0,0,0,0,0,83,88,0,0,0,0,0,0,56,58,3,5,0,9,0,0,898,913,0,0,8,62,41,9,58,186
ILOC50500503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,11,0,0,0,15,15,3,3,35,11,76,14,53,17,0,9,190,48,158,41,78,10,9,27,363,79,165,56,112,7,8,19,442,94,165,77,143,4,13,24,521,74,158,98,174,8,12,24,551,43,123,64,184,3,12,24,450,355,844,353,760,52,52,128,2550,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,21,18,0,0,0,0,0,0,19,19,0,0,0,0,0,0,24,22,0,0,0,0,0,0,25,31,0,0,0,0,0,0,7,11,0,3,0,0,0,0,107,114,0,0,0,15,15,3,6,37
ILOC50500601,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,8,0,3,0,13,0,0,0,15,3,0,4,11,0,0,0,20,0,0,0,6,0,0,0,5,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,3,5,5,37,4,3,3,57,0,0,4,50,47,3,12,113,13,84,44,218,40,9,23,423,118,401,173,673,30,12,47,1449,201,432,245,713,29,29,55,1708,134,296,189,570,20,32,56,1296,85,166,164,504,11,27,38,997,70,107,159,437,5,31,80,886,615,1483,979,3166,182,149,301,6875,0,0,0,0,0,0,23,23,0,0,0,0,0,0,32,31,0,0,0,0,0,0,99,99,0,0,0,0,0,0,122,130,0,0,0,0,0,0,80,83,0,0,0,5,0,0,47,53,0,3,0,0,0,0,42,51,0,0,0,8,0,0,445,456,0,0,4,51,50,6,26,134
ILOC50500602,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,4,12,0,0,0,14,0,0,0,6,0,0,0,13,0,0,4,4,0,0,0,11,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,4,4,3,11,38,3,0,0,61,0,0,4,42,9,7,8,74,5,84,37,205,30,4,15,380,81,284,129,506,19,18,48,1083,107,268,198,515,18,28,60,1180,98,211,183,515,20,25,45,1103,97,141,154,501,7,26,37,970,49,115,166,598,8,37,162,1137,443,1098,857,2892,110,143,377,5922,0,0,0,0,0,0,31,31,0,0,0,0,0,0,176,179,0,0,0,0,0,0,197,199,0,0,0,0,0,0,105,108,0,0,0,0,0,0,97,101,0,0,0,0,0,0,73,76,0,0,0,4,0,0,84,86,0,3,4,6,0,0,767,786,0,0,4,49,9,7,42,113
