ILOC_CODE_2021,Age_14_IndSt_nsP,Age_14_TotM,Age_14_TotF,Age_14_TotP,Age_10_14_Indig_M,Age_10_14_Indig_F,Age_10_14_Indig_P,Age_10_14_NonInd_M,Age_10_14_NonInd_F,Age_10_14_NonInd_P,Age_10_14_Indig_st_nsM,Age_10_14_Indig_st_nsF,Age_10_14_Indig_st_nsP,Age_10_14_TotM,Age_10_14_TotF,Age_10_14_TotP,Age_15_Indig_M,Age_15_Indig_F,Age_15_Indig_P,Age_15_NonInd_M,Age_15_NonInd_F,Age_15_NonInd_P,Age_15_Indig_st_nsM,Age_15_Indig_st_nsF,Age_15_Indig_st_nsP,Age_15_TotM,Age_15_TotF,Age_15_TotP,Age_16_Indig_M,Age_16_Indig_F,Age_16_Indig_P,Age_16_NonInd_M,Age_16_NonInd_F,Age_16_NonInd_P,Age_16_IndigStat_nsM,Age_16_IndigStat_nsF,Age_16_IndigStat_nsP,Age_16_TotM,Age_16_TotF,Age_16_TotP,Age_17_Indig_M,Age_17_Indig_F,Age_17_Indig_P,Age_17_NonInd_M,Age_17_NonInd_F,Age_17_NonInd_P,Age_17_IndigStat_nsM,Age_17_IndigStat_nsF,Age_17_IndigStat_nsP,Age_17_TotM,Age_17_TotF,Age_17_TotP,Age_18_Indig_M,Age_18_Indig_F,Age_18_Indig_P,Age_18_NonInd_M,Age_18_NonInd_F,Age_18_NonInd_P,Age_18_IndigStat_nsM,Age_18_IndigStat_nsF,Age_18_IndigStat_nsP,Age_18_TotM,Age_18_TotF,Age_18_TotP,Age_19_Indig_M,Age_19_Indig_F,Age_19_Indig_P,Age_19_NonInd_M,Age_19_NonInd_F,Age_19_NonInd_P,Age_19_IndigStat_nsM,Age_19_IndigStat_nsF,Age_19_IndigStat_nsP,Age_19_TotM,Age_19_TotF,Age_19_TotP,Age_15_19_Indig_M,Age_15_19_Indig_F,Age_15_19_Indig_P,Age_15_19_NonInd_M,Age_15_19_NonInd_F,Age_15_19_NonInd_P,Age_15_19_IndSt_nsM,Age_15_19_IndSt_nsF,Age_15_19_IndSt_nsP,Age_15_19_TotM,Age_15_19_TotF,Age_15_19_TotP,Age_20_Indig_M,Age_20_Indig_F,Age_20_Indig_P,Age_20_NonInd_M,Age_20_NonInd_F,Age_20_NonInd_P,Age_20_Ind_status_nsM,Age_20_Ind_status_nsF,Age_20_Ind_status_nsP,Age_20_TotM,Age_20_TotF,Age_20_TotP,Age_21_Indig_M,Age_21_Indig_F,Age_21_Indig_P,Age_21_NonInd_M,Age_21_NonInd_F,Age_21_NonInd_P,Age_21_Ind_status_nsM,Age_21_Ind_status_nsF,Age_21_Ind_status_nsP,Age_21_TotM,Age_21_TotF,Age_21_TotP,Age_22_Indig_M,Age_22_Indig_F,Age_22_Indig_P,Age_22_NonInd_M,Age_22_NonInd_F,Age_22_NonInd_P,Age_22_Indig_st_nsM,Age_22_Indig_st_nsF,Age_22_Indig_st_nsP,Age_22_TotM,Age_22_TotF,Age_22_TotP,Age_23_Indig_M,Age_23_Indig_F,Age_23_Indig_P,Age_23_NonInd_M,Age_23_NonInd_F,Age_23_NonInd_P,Age_23_Indig_st_nsM,Age_23_Indig_st_nsF,Age_23_Indig_st_nsP,Age_23_TotM,Age_23_TotF,Age_23_TotP,Age_24_Indig_M,Age_24_Indig_F,Age_24_Indig_P,Age_24_NonInd_M,Age_24_NonInd_F,Age_24_NonInd_P,Age_24_Indig_st_nsM,Age_24_Indig_st_nsF,Age_24_Indig_st_nsP,Age_24_TotM,Age_24_TotF,Age_24_TotP,Age_20_24_Indig_M,Age_20_24_Indig_F,Age_20_24_Indig_P,Age_20_24_NonInd_M,Age_20_24_NonInd_F,Age_20_24_NonInd_P,Age_20_24_Indig_st_nsM,Age_20_24_Indig_st_nsF,Age_20_24_Indig_st_nsP,Age_20_24_TotM,Age_20_24_TotF,Age_20_24_TotP,Age_25_29_Indig_M,Age_25_29_Indig_F,Age_25_29_Indig_P,Age_25_29_NonInd_M,Age_25_29_NonInd_F,Age_25_29_NonInd_P,Age_25_29_Indig_st_nsM,Age_25_29_Indig_st_nsF,Age_25_29_Indig_st_nsP,Age_25_29_TotM,Age_25_29_TotF,Age_25_29_TotP,Age_30_34_Indig_M,Age_30_34_Indig_F,Age_30_34_Indig_P,Age_30_34_NonInd_M,Age_30_34_NonInd_F,Age_30_34_NonInd_P,Age_30_34_Indig_st_nsM,Age_30_34_Indig_st_nsF,Age_30_34_Indig_st_nsP,Age_30_34_TotM,Age_30_34_TotF,Age_30_34_TotP,Age_35_39_Indig_M,Age_35_39_Indig_F,Age_35_39_Indig_P,Age_35_39_NonInd_M,Age_35_39_NonInd_F,Age_35_39_NonInd_P,Age_35_39_Indig_st_nsM,Age_35_39_Indig_st_nsF,Age_35_39_Indig_st_nsP,Age_35_39_TotM,Age_35_39_TotF,Age_35_39_TotP,Age_40_44_Indig_M,Age_40_44_Indig_F,Age_40_44_Indig_P,Age_40_44_NonInd_M
ILOC50400102,0,0,0,0,0,9,4,0,0,0,0,0,0,0,7,6,0,6,5,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,3,3,0,0,0,0,6,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,5,0
ILOC50400103,0,0,3,5,5,16,24,0,0,0,0,0,0,5,16,24,3,0,11,0,0,0,0,0,0,3,0,11,7,3,6,0,0,0,0,0,0,7,3,6,10,7,11,0,0,0,0,0,0,10,7,11,8,6,10,0,0,0,0,0,0,8,6,10,8,0,12,0,0,0,0,0,0,8,0,12,33,16,48,0,0,0,0,0,0,33,16,48,4,5,7,0,0,0,0,0,0,4,5,7,6,9,15,0,0,0,0,0,0,6,9,15,0,8,8,0,0,0,0,0,0,0,8,8,0,4,8,0,0,0,0,0,0,0,4,8,3,11,14,0,5,4,0,0,0,4,14,17,15,30,49,0,5,4,0,0,0,18,36,53,23,17,43,0,0,0,0,0,0,23,19,45,20,21,39,0,0,0,0,0,0,20,21,39,18,12,27,0,3,3,0,0,0,16,16,30,14,14,24,0
ILOC50400201,0,3,3,6,20,23,41,0,0,0,0,0,0,20,23,41,3,0,3,0,0,0,0,0,0,3,0,3,3,3,10,0,0,0,0,0,0,3,3,10,6,4,8,0,0,0,0,0,0,6,4,8,5,0,11,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,0,0,0,0,5,7,25,17,38,0,0,5,0,0,0,27,13,39,13,7,16,0,0,0,0,0,0,13,7,16,6,3,6,0,0,0,0,0,0,6,3,6,3,6,8,0,0,0,0,0,0,3,3,12,8,3,9,0,0,0,0,0,0,8,4,10,3,0,6,0,0,4,0,0,0,3,8,6,25,19,50,0,3,4,0,0,0,29,27,54,11,17,34,0,4,6,0,0,0,13,29,40,24,15,44,3,3,10,0,0,0,29,22,47,14,20,31,0,0,0,0,0,0,13,20,40,18,13,30,0
ILOC50400202,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,3,3,0,0,0,0,9,9,0,5,8,0,8,9,0,0,0,3,14,13,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,7,3,4,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,6,4,9,0,0,5,9,10,18,4,0,4,0,0,4,6,0,6,6,0,10,0,4,3,3,0,7,0,0,0,6,10,16,4,0,8,4,0,6,4,4,3,10,9,15,0,0,0,3
ILOC50400203,0,0,0,0,14,4,14,0,0,0,0,0,0,14,4,14,3,0,0,0,0,0,0,0,0,3,0,0,7,3,3,0,0,0,0,0,0,7,3,3,0,0,4,0,0,0,0,0,0,0,0,4,0,3,9,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,0,0,0,0,0,0,8,9,16,4,0,7,0,0,0,0,0,0,4,0,7,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,0,0,0,0,0,0,4,10,15,4,7,7,0,0,0,0,0,0,5,7,15,0,3,7,0,0,6,0,0,0,0,10,9,7,7,16,0,0,0,0,0,0,7,7,16,5,5,7,0
ILOC50400204,0,0,0,0,5,7,15,0,0,0,0,0,0,5,7,15,3,3,5,0,0,0,0,0,0,3,3,5,0,0,3,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,0,0,6,4,3,3,4,0,0,0,0,0,0,3,3,4,0,0,3,0,0,0,0,0,0,0,0,3,7,10,20,0,0,0,0,0,0,7,10,20,0,5,7,0,0,0,0,0,0,0,5,7,0,0,4,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,3,3,3,0,4,4,0,0,0,0,0,0,0,4,4,6,15,19,0,0,0,0,0,0,6,15,19,13,15,24,0,0,0,0,0,0,13,15,24,5,4,13,0,0,3,0,0,0,7,5,15,5,3,5,0,0,4,0,0,0,7,5,11,3,5,9,0
ILOC50400205,0,0,0,0,4,5,11,0,0,0,0,0,0,4,5,11,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,0,0,0,0,11,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,9,7,16,15,5,16,0,0,0,0,0,0,15,10,18,9,3,8,0,0,0,0,0,0,9,3,8,3,0,6,0,0,0,0,0,0,3,3,12,4,3,6,0
ILOC50400301,8,5,7,15,35,33,70,4,0,3,6,6,14,49,45,92,12,12,22,0,0,0,0,0,0,12,12,22,6,7,15,0,0,0,0,0,0,6,7,13,4,15,21,0,0,0,0,0,0,7,15,19,9,8,14,0,0,0,0,0,0,6,8,16,3,6,13,0,0,0,0,0,0,3,6,17,40,39,80,0,0,0,3,0,3,41,48,87,3,10,13,0,0,0,3,0,4,7,9,17,10,7,20,0,0,0,0,0,0,10,10,13,5,4,12,0,0,0,0,0,0,11,5,13,3,7,14,4,0,4,0,0,4,9,12,18,3,0,9,4,4,3,4,0,6,11,4,20,30,33,60,7,3,12,8,5,15,41,49,84,27,27,54,12,28,41,5,7,11,44,57,108,17,28,41,23,28,51,9,8,18,51,58,105,21,30,47,13,13,25,6,8,16,39,44,83,21,35,58,10
ILOC50400302,0,3,3,4,9,13,24,0,0,0,0,0,0,9,14,23,3,3,11,0,0,0,0,0,0,3,3,11,5,5,5,0,0,0,0,0,0,5,3,11,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,4,5,3,12,13,25,0,0,0,0,0,0,12,17,25,0,3,0,0,0,0,0,0,0,0,3,4,4,0,6,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,0,0,0,0,0,0,9,7,19,12,15,24,0,0,0,0,0,0,13,15,27,5,17,19,0,0,0,0,4,4,5,16,21,4,9,12,0,0,0,0,0,0,4,9,12,6,7,18,0
ILOC50400303,0,6,0,9,8,8,17,0,0,0,0,0,0,8,8,17,0,5,3,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,9,4,5,0,0,0,0,0,0,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,12,8,18,0,0,0,0,0,0,12,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,3,10,5,4,10,0,0,0,0,0,0,5,4,10,0,3,4,0,0,0,0,0,0,0,3,4,3,6,14,0,0,0,0,0,0,10,6,13,8,6,13,0
ILOC50400401,0,5,5,11,23,19,38,0,0,0,0,0,0,26,16,39,12,4,20,0,0,0,0,0,0,12,11,19,8,7,11,0,0,0,0,0,0,9,7,12,8,5,13,0,0,0,0,0,0,9,5,16,6,0,6,0,0,0,0,0,0,6,0,7,3,0,5,0,0,0,0,0,0,3,0,5,32,22,57,0,0,0,0,4,5,36,28,63,4,3,10,0,0,0,3,0,3,7,3,8,0,4,0,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,6,0,6,3,0,3,0,0,0,0,0,0,3,0,3,6,0,4,0,0,0,0,0,0,0,0,8,12,13,25,5,0,5,0,0,0,18,13,27,7,3,14,6,0,6,0,0,0,13,3,19,15,22,38,0,0,6,0,0,0,15,27,41,20,16,33,0,0,0,3,3,7,17,18,39,8,10,14,3
ILOC50400501,0,0,4,5,9,17,27,0,0,0,0,0,0,9,17,27,9,5,12,0,0,0,0,0,0,9,5,12,4,7,12,0,0,0,0,0,0,4,7,12,4,3,6,0,0,0,0,0,0,4,3,6,5,4,4,0,0,0,0,0,0,5,4,4,5,7,8,0,0,0,0,0,0,5,7,8,22,20,41,0,0,0,0,0,0,22,20,41,4,7,14,0,0,0,0,0,0,4,7,14,5,4,5,0,0,0,0,0,0,5,4,5,3,3,8,0,0,0,0,0,0,3,3,8,3,3,9,0,0,0,0,0,0,3,3,9,0,5,8,0,0,0,0,0,0,0,5,8,20,21,42,0,0,0,0,0,0,20,21,42,13,12,24,0,0,0,0,0,0,13,13,28,9,13,17,6,0,6,0,0,0,10,13,16,20,10,29,0,0,0,0,0,0,20,10,29,10,14,18,0
ILOC50400601,7,25,28,54,78,69,142,66,55,129,31,30,60,175,157,330,11,9,17,5,11,17,4,4,10,23,15,41,13,12,28,8,11,18,0,3,10,29,27,50,9,11,17,8,8,17,6,0,4,20,24,41,8,8,13,4,3,8,0,4,5,19,10,29,0,7,7,7,7,20,7,14,14,13,27,41,43,44,92,42,43,81,13,18,34,104,107,208,11,9,11,6,14,17,3,4,11,20,20,43,3,9,18,7,15,24,6,8,9,19,34,49,6,7,21,17,16,29,0,4,10,22,29,48,14,15,29,14,17,36,3,10,11,30,42,77,10,14,19,24,18,41,3,3,13,37,30,72,38,55,92,69,77,147,20,34,48,125,160,288,33,37,76,118,149,269,41,31,70,185,219,413,42,58,99,122,168,290,37,46,89,207,275,485,27,37,67,103,133,234,25,39,62,161,204,362,30,35,67,84
ILOC50400602,0,0,3,3,3,5,13,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,4,0,6,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,7,5,15,0,0,0,0,0,0,7,5,15,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,7,6,7,15,0,0,0,0,0,0,6,7,15,9,4,5,0,0,0,0,0,0,9,4,14,6,3,9,0,0,0,0,0,0,7,3,13,6,5,9,0
ILOC50400603,0,0,0,0,6,5,8,0,0,0,0,0,0,6,5,8,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ILOC50400701,0,4,3,7,12,5,17,13,37,48,5,6,9,26,52,78,0,0,0,3,4,5,0,0,0,3,6,6,0,3,3,0,0,3,0,4,4,0,6,9,0,0,0,6,3,10,0,5,5,3,5,8,0,0,0,8,6,11,3,0,5,4,8,13,0,0,0,3,4,11,0,0,0,3,4,11,0,7,6,16,18,31,6,8,6,19,27,45,0,0,0,4,3,9,5,0,5,13,0,15,0,0,3,0,4,9,3,0,3,9,6,14,0,0,3,0,0,0,4,0,3,3,7,10,4,4,3,5,0,8,0,0,0,5,4,8,0,0,0,0,0,4,0,0,0,4,0,3,5,10,15,14,12,26,13,0,13,31,20,53,4,0,10,16,19,35,3,3,10,22,26,49,10,11,16,20,16,34,6,8,10,34,28,66,6,6,15,19,26,42,8,12,16,31,39,72,6,8,13,27
ILOC50400702,0,3,0,6,4,8,12,0,0,0,4,4,8,5,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,3,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,4,0,4,4,0,5,4,3,6,3,0,3,4,0,4,8,3,15,0,0,5,10,0,9,0,0,0,14,0,15,3,0,10,10,5,13,5,3,6,8,13,22,4,3,3,7,8,14,9,0,6,22,7,28,0,0,3,9
ILOC50400801,0,8,6,10,24,25,50,4,3,11,0,3,4,33,31,59,3,4,4,0,0,0,0,0,0,3,4,4,4,0,0,0,0,5,0,3,3,4,8,7,0,4,4,0,0,0,3,0,3,7,5,12,0,3,3,0,0,0,0,0,0,0,9,9,5,6,6,3,0,3,0,0,0,3,7,11,8,22,26,7,8,12,3,9,8,14,33,42,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,4,0,0,0,6,3,11,6,4,3,5,0,5,0,0,0,3,4,12,0,5,6,0,0,0,0,0,0,0,5,6,3,3,5,4,0,4,0,0,0,6,3,12,9,14,22,6,0,8,4,0,4,20,17,36,16,22,33,3,9,9,5,6,7,21,32,51,11,9,25,7,10,14,0,5,7,17,29,50,13,30,43,16,3,20,11,3,15,48,34,76,10,12,27,6
ILOC50500101,11,75,54,133,44,31,82,324,258,581,45,23,64,411,315,724,4,10,15,71,56,135,9,3,14,90,69,162,9,20,28,51,56,109,9,3,9,64,77,146,3,3,7,66,50,122,5,5,16,84,60,146,10,5,11,52,59,114,9,5,13,70,68,140,4,6,17,48,65,116,3,7,15,61,86,148,39,40,77,301,297,596,34,30,67,368,362,734,15,5,17,69,64,137,10,12,28,90,89,178,5,11,14,75,69,142,9,5,15,90,85,176,11,13,18,66,82,145,9,6,16,82,95,177,5,10,16,69,85,154,7,18,20,85,109,194,4,3,13,72,81,152,15,11,21,88,98,181,37,45,80,352,383,729,47,49,98,436,475,911,38,27,65,411,407,819,53,51,104,501,488,987,27,24,54,365,374,741,49,44,92,438,445,879,14,17,33,371,395,767,44,43,78,432,456,880,9,22,33,319
ILOC50500102,17,357,357,711,53,72,123,1951,1905,3851,48,58,111,2050,2032,4084,9,8,20,314,330,639,15,11,30,340,352,693,11,10,19,300,310,608,11,7,19,317,330,647,7,6,14,288,273,557,6,7,14,301,287,587,9,7,15,246,255,504,8,3,13,265,273,529,3,5,6,260,242,503,10,10,17,281,252,529,42,35,84,1409,1404,2812,47,46,93,1502,1488,2989,6,12,16,251,262,511,8,8,12,256,279,535,0,3,6,235,267,503,3,4,7,241,281,519,4,3,11,279,243,524,13,11,21,296,252,553,11,3,15,282,276,565,9,12,17,307,295,596,0,8,12,249,277,523,4,3,12,261,291,547,25,36,60,1298,1321,2621,38,34,69,1357,1395,2755,46,30,78,1550,1787,3340,77,58,141,1672,1885,3560,44,39,78,2116,2576,4694,85,76,157,2237,2693,4935,27,30,52,2654,2789,5442,125,71,193,2796,2896,5692,21,20,42,2094
ILOC50500103,8,62,68,125,22,22,39,289,289,575,18,28,43,326,337,665,8,9,13,60,64,122,11,3,13,72,73,143,0,0,5,52,47,102,0,5,7,60,55,112,0,5,9,57,61,110,4,3,3,56,67,127,5,0,10,57,48,105,0,0,4,62,51,113,0,0,0,54,61,120,7,3,3,57,69,123,14,14,22,282,280,558,18,18,34,311,312,622,3,3,5,49,48,97,5,0,9,55,52,113,8,3,14,60,54,113,5,5,9,74,58,131,0,4,4,65,53,125,0,3,8,74,63,136,7,3,8,65,53,120,8,0,3,74,59,129,3,9,12,49,62,117,11,9,14,68,70,138,18,20,35,292,278,568,26,19,42,344,308,649,14,13,27,335,304,647,26,16,44,376,341,710,11,19,34,300,291,591,29,19,53,344,332,673,16,9,26,327,318,644,26,25,49,366,355,719,11,18,28,274
ILOC50500104,4,107,88,195,27,28,53,453,397,854,37,25,60,520,451,967,3,7,11,84,62,152,4,8,12,94,79,174,12,9,12,59,65,125,3,3,9,74,73,148,9,3,8,62,75,138,6,6,4,71,78,156,0,5,11,63,75,139,9,10,13,70,87,163,7,0,6,73,56,127,4,0,9,84,60,142,21,23,49,343,332,680,25,28,51,393,387,773,4,4,8,61,64,125,3,0,8,70,68,136,0,5,5,67,50,122,3,0,3,75,59,133,0,6,5,78,79,156,3,5,8,85,90,173,10,3,7,75,65,142,4,10,15,86,81,164,0,5,4,66,71,138,4,6,8,67,82,150,19,16,30,343,334,678,16,22,44,383,371,750,16,17,34,358,393,751,30,17,44,401,428,825,22,20,43,402,487,885,28,30,57,449,536,986,14,10,30,438,498,938,41,32,76,504,541,1041,5,4,11,403
ILOC50500105,3,35,31,58,6,12,16,134,132,265,15,13,28,157,154,304,0,3,7,15,20,35,0,0,0,18,26,48,4,6,6,21,28,54,4,0,5,31,33,62,3,0,5,30,34,60,0,4,4,33,38,66,0,0,0,40,20,57,0,0,0,40,21,58,0,0,9,23,20,46,0,0,3,25,24,52,11,8,19,132,125,257,5,5,9,146,138,287,5,0,3,29,18,51,0,0,5,33,18,57,3,3,4,17,26,46,0,5,8,29,31,61,3,3,8,21,23,51,0,0,0,25,30,59,0,0,3,22,20,40,0,0,0,27,21,47,6,4,7,29,23,47,0,4,6,33,25,57,15,9,27,126,106,233,4,15,20,151,129,280,7,17,28,110,118,230,8,10,17,137,141,273,6,5,14,150,130,284,4,10,17,158,149,310,9,7,16,137,137,268,12,8,12,157,148,303,0,6,3,137
ILOC50500201,10,96,78,175,33,25,54,404,383,789,22,11,35,456,419,876,4,5,9,82,65,146,3,3,4,89,77,165,9,0,9,65,63,129,0,0,0,75,63,137,4,3,5,65,58,123,4,3,8,73,68,134,4,0,5,59,75,134,0,0,0,74,70,143,3,8,12,71,64,136,5,4,12,84,69,152,27,16,40,348,322,670,15,13,26,386,346,736,5,9,9,86,75,168,3,5,8,93,87,184,3,4,11,76,64,137,8,0,7,86,71,157,4,3,5,76,66,145,6,0,6,86,68,152,3,7,10,97,61,159,10,6,14,104,77,183,8,8,14,72,100,175,3,0,9,86,108,193,20,23,42,408,372,780,25,16,41,459,405,867,14,12,29,433,482,919,41,33,72,492,526,1023,12,13,28,572,562,1128,34,17,53,620,595,1215,7,16,25,566,661,1232,37,26,62,615,705,1320,5,9,8,492
ILOC50500301,17,181,156,331,31,33,60,819,697,1520,31,31,62,883,763,1645,7,3,11,155,135,294,9,8,13,172,146,318,6,9,14,168,160,326,0,6,11,177,176,352,7,4,13,176,144,319,10,3,14,193,155,350,3,5,9,154,156,311,0,3,7,161,165,328,10,3,16,171,134,306,9,7,10,187,141,332,35,29,68,824,728,1554,32,31,60,890,783,1679,0,9,12,183,169,347,3,5,8,186,173,365,0,12,13,206,171,377,14,7,16,219,186,402,5,0,12,190,179,371,8,9,15,204,187,390,7,3,9,202,163,365,8,4,14,223,167,388,9,7,14,212,206,424,12,9,17,229,220,450,27,27,49,983,892,1874,45,23,66,1057,939,1992,17,26,49,1147,1052,2199,48,27,84,1217,1110,2328,24,18,39,1225,1266,2485,67,49,112,1314,1324,2641,15,17,32,1203,1179,2377,57,43,102,1269,1236,2509,11,14,22,951
ILOC50500302,5,204,144,348,20,17,40,828,730,1557,29,23,54,872,770,1643,4,8,11,149,141,287,10,6,15,162,157,316,4,0,3,138,109,253,3,5,3,146,118,258,6,3,6,116,126,238,0,3,9,114,137,254,0,8,6,125,126,250,4,0,3,131,132,259,0,5,9,136,138,276,7,9,11,148,151,298,11,22,38,663,642,1301,22,24,49,699,693,1390,4,6,10,158,166,322,6,5,13,170,178,347,4,4,10,171,168,341,8,8,16,182,177,359,12,3,20,174,182,357,4,9,18,194,199,391,3,8,15,187,208,399,9,7,17,203,229,428,8,8,9,216,259,470,15,13,24,235,274,510,32,29,62,910,980,1887,44,45,85,982,1051,2033,21,24,45,1248,1415,2665,84,82,163,1353,1517,2871,16,28,45,1594,1691,3290,85,66,152,1702,1786,3486,18,14,42,1531,1490,3021,89,75,167,1639,1588,3221,13,11,20,1269
ILOC50500401,11,78,67,140,21,16,38,311,300,608,26,15,47,359,331,690,5,6,12,85,43,126,3,9,11,93,58,146,7,4,11,46,49,100,0,0,3,56,57,111,6,4,9,66,41,106,3,5,6,78,48,126,6,4,8,56,59,113,3,3,10,66,70,132,3,5,9,65,61,129,9,0,11,77,67,140,30,20,44,317,260,580,27,14,39,366,293,661,4,0,3,80,82,163,12,5,17,96,89,187,4,6,11,84,87,171,7,7,8,94,94,187,11,0,9,99,72,173,3,7,19,117,80,193,0,7,11,84,90,169,10,6,16,96,99,196,4,3,9,110,98,204,6,12,16,118,110,227,24,18,45,459,425,885,35,38,70,525,475,999,21,19,39,623,507,1135,62,43,105,704,577,1283,27,22,50,587,622,1208,48,46,94,662,687,1345,15,20,32,567,548,1112,53,46,95,637,607,1245,13,9,23,469
