POW_SA2_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
501021011,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,12,470,658,745,832,644,144,13,3512,104,76,37,42,15,10,0,284,0,13,11,13,7,0,0,47,0,5,0,3,4,0,0,14,0,4,3,4,4,0,0,11,0,10,4,5,0,0,0,13,0,0,0,5,0,0,0,9,584,786,802,912,681,157,13,3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,8,6,3,4,6,0,0,0,13,4,10,7,8,0,0,0,26
501021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,213,277,327,304,233,59,7,1416,134,22,12,5,8,0,0,183,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,7,0,3,0,0,0,0,6,0,0,0,3,0,0,0,8,23,7,4,4,7,3,0,47,383,307,347,325,254,67,7,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,19,9,11,0,3,0,0,0,26
501021014,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,7,343,645,732,692,546,121,19,3091,96,98,55,44,31,5,0,324,0,3,3,6,8,3,0,36,0,6,0,3,0,0,0,9,3,0,3,0,0,0,0,10,7,18,16,4,3,10,0,67,14,21,25,20,21,25,0,126,479,839,890,826,659,168,24,3885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,44,26,28,0,0,147,0,0,6,0,0,0,0,3,0,3,3,0,0,0,0,3,12,40,45,27,26,3,0,162,7,10,11,9,10,0,0,40,21,49,60,39,30,3,0,197
501021015,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,515,703,852,885,715,169,10,3855,136,43,29,23,15,0,0,247,0,6,5,0,8,4,0,31,6,0,0,6,0,0,0,16,8,6,0,7,6,0,0,28,3,3,0,8,6,0,0,18,9,16,5,10,3,4,0,44,688,790,907,941,757,183,10,4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,4,3,7,0,0,27,13,8,9,6,7,0,0,37
501021016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,266,337,461,339,52,7,1634,26,17,18,23,16,0,0,104,0,5,3,0,8,4,0,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,3,8,10,4,41,210,292,378,497,371,60,14,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,7,0,0,0,20,4,3,4,5,0,0,0,21
501021251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,139,185,212,141,29,6,825,64,13,3,9,9,0,0,101,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,9,0,0,3,0,0,0,4,0,0,4,0,0,0,0,4,7,0,0,0,0,0,3,17,198,154,198,227,157,33,4,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,15,4,3,0,5,3,0,0,17
501021252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,63,104,112,76,20,3,431,13,6,0,0,3,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,6,6,10,0,0,25,69,71,108,125,91,23,3,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,5,5,0,0,0,0,3
501021253,0,0,0,0,0,0,0,0,4,0,8,3,0,3,0,20,1069,1597,1847,2053,1416,345,36,8364,296,86,75,69,62,13,0,601,0,4,6,4,8,3,0,24,6,7,4,3,0,0,0,16,17,12,16,18,16,4,0,81,3,8,9,11,8,6,0,40,25,52,36,47,52,24,3,235,1445,1777,2004,2218,1578,401,43,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,11,4,0,0,0,0,0,21,13,9,9,6,10,3,0,56,23,15,15,14,15,3,0,78
501021254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,69,71,96,56,20,0,362,15,4,0,4,4,0,0,24,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,12,66,82,77,99,59,23,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
501031017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,255,327,442,384,109,10,1666,57,18,10,14,16,8,0,127,0,5,7,4,10,0,0,27,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,6,3,0,4,4,0,3,3,23,28,9,13,16,32,17,4,117,235,301,378,498,454,138,19,2031,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,3,0,0,3,3,18,0,3,5,4,5,8,3,25
501031018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,159,228,254,224,82,10,1062,53,20,17,5,16,10,0,119,0,0,3,4,3,0,0,15,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,3,4,0,4,5,3,0,0,16,11,16,11,24,20,14,8,110,172,202,264,302,272,110,25,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,3,0,0,3,0,0,12,6,0,3,3,3,0,0,17
501031019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,301,376,462,473,122,16,1991,88,30,17,19,17,3,0,164,0,3,3,3,5,7,0,22,0,0,0,0,6,0,0,8,0,9,0,4,5,0,0,17,0,0,0,0,3,0,0,7,12,14,10,10,22,9,0,87,345,365,414,506,525,146,12,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,5,0,0,0,0,14
501031020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,145,170,247,244,93,13,995,40,19,13,13,11,10,0,105,0,0,3,6,6,0,0,18,0,0,0,4,4,0,0,11,0,3,4,5,4,0,0,19,0,4,0,6,4,3,0,28,17,26,28,33,50,39,20,199,148,200,221,317,324,144,26,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,11,6,0,0,3,4,0,0,10
502011021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,68,89,97,63,16,0,364,14,0,0,3,6,0,0,22,0,0,3,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,3,7,7,0,22,57,73,91,108,75,15,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
502011022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,181,187,218,187,34,8,1034,91,7,10,8,12,0,0,124,0,4,0,0,5,0,0,9,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,8,0,0,3,0,0,0,0,14,4,0,0,8,5,0,0,22,346,195,201,235,216,33,10,1235,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,14,0,6,0,0,0,0,21
502011023,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,15,412,654,750,856,725,161,14,3581,84,29,26,28,26,3,0,197,0,0,3,12,5,4,0,25,4,0,0,0,5,0,0,12,0,7,0,5,3,0,0,13,0,6,4,4,5,0,0,16,9,0,9,13,3,0,0,41,533,713,800,921,773,177,16,3942,8,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,6,9,3,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,6,4,6,4,5,0,0,22,13,8,7,6,9,0,0,50
502011024,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,362,318,411,407,328,75,7,1899,92,19,17,22,8,3,0,165,0,0,0,0,0,8,0,16,5,0,0,0,0,0,0,3,0,4,0,0,5,0,0,8,0,4,5,5,3,0,0,17,12,6,6,8,12,3,0,42,491,361,440,445,362,87,7,2187,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,9,0,0,0,3,0,0,12,0,4,3,0,3,0,0,15,7,5,3,3,6,0,0,36
502011025,0,0,0,0,0,0,0,0,11,3,4,0,0,0,0,18,1165,1354,1541,1597,1255,288,28,7221,327,79,60,53,40,12,6,576,0,7,6,0,5,3,0,23,6,3,0,8,3,0,0,22,8,14,8,17,8,3,0,50,5,8,10,6,11,0,0,34,40,22,21,24,24,0,0,138,1636,1517,1666,1716,1365,306,32,8233,28,8,8,10,7,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,7,8,11,9,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,4,0,0,0,0,0,17,0,0,0,0,0,0,0,4,17,6,5,0,0,3,0,27,15,15,8,9,7,0,0,57,60,29,19,19,16,4,0,148
502011026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,66,81,96,64,15,4,399,24,8,0,0,0,3,0,35,0,0,3,3,3,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,9,0,4,0,5,4,0,16,107,78,98,106,80,21,6,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,3,0,0,0,3
502011027,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,330,406,398,479,317,59,0,1990,118,16,19,21,9,3,0,191,0,0,7,5,4,5,0,15,4,0,0,0,0,0,0,7,4,0,0,0,0,0,0,3,3,3,5,0,5,0,0,18,22,4,0,4,0,5,0,44,503,439,437,516,340,66,0,2303,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,7,8,5,5,3,0,0,0,22,12,10,9,3,0,0,0,42
502011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,159,213,237,202,41,4,905,5,6,6,0,5,0,0,26,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,5,4,5,0,12,68,170,224,252,222,48,4,980,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,12
502011029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,618,743,833,670,144,11,3442,82,29,26,21,19,3,0,188,5,0,12,8,12,7,0,34,0,4,0,0,0,0,0,14,0,3,4,0,0,0,0,9,0,4,4,3,4,4,0,25,16,9,11,13,11,6,3,71,529,674,806,890,725,167,12,3807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,8,8,4,0,0,0,28,3,9,6,4,0,0,0,35
503011030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,165,160,131,146,124,23,14,755,28,7,4,9,0,0,0,48,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,10,10,3,5,3,8,0,0,29,219,178,147,153,138,22,15,876,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11
503011031,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,12,736,914,751,733,617,201,28,3984,122,40,24,23,24,7,0,242,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,6,12,4,0,5,4,0,0,26,0,9,0,0,0,0,0,9,44,16,19,5,18,15,5,122,1046,1064,832,807,696,238,36,4713,29,33,18,12,15,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,4,3,0,28,4,4,3,0,0,0,0,11,0,6,0,3,0,0,0,4,31,53,21,13,11,9,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,13,12,11,3,4,0,0,0,32,58,63,25,20,19,8,0,192
503011032,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,346,388,322,340,251,87,19,1755,46,20,15,10,3,3,0,93,0,0,4,0,6,0,0,9,0,0,0,0,0,0,0,4,7,5,0,0,3,6,0,22,0,3,0,0,5,0,0,12,28,4,15,9,18,7,0,82,452,447,376,369,287,103,21,2050,12,12,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,6,3,0,0,0,0,6,0,5,0,0,0,0,0,4,17,16,6,8,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,9,28,17,8,7,0,0,0,57
503011033,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,231,219,217,221,170,59,6,1121,40,15,5,8,9,0,0,87,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,10,21,9,7,4,3,0,0,50,315,257,236,247,191,61,15,1322,3,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,10,0,3,0,0,0,0,0,10,12,11,4,0,4,0,0,35
