POW_SA2_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
501011001,12,0,30,0,0,0,0,8,0,53,6,0,9,5,0,0,9,9,0,42,7,0,7,3,0,3,0,0,0,18,3,0,13,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,95,14,160,51,31,24,22,68,9,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,8,0,0,4,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501011003,28,0,74,11,15,3,10,15,0,153,19,0,56,3,13,0,4,8,3,104,14,0,33,0,7,0,4,5,0,64,14,0,33,0,4,0,0,6,3,64,7,0,8,0,0,0,0,0,0,13,6,0,6,0,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,10,186,31,419,111,105,56,49,158,18,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,3,0,8,0,19,0,0,0,4,5,4,0,6,0,17,0,0,0,6,0,3,0,6,0,19,5,3,3,3,0,6,0,3,0,21,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5
501011004,13,0,55,6,7,0,7,8,3,107,11,3,46,0,4,0,3,9,0,72,12,0,24,0,3,0,0,0,0,39,8,8,24,0,5,0,3,0,0,47,5,0,5,0,0,0,0,0,0,11,0,3,0,0,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,7,113,30,348,150,60,77,42,86,14,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,10,0,0,0,3,0,0,0,0,0,8,0,0,3,0,8,0,0,3,0,15,0,0,8,3,0,4,0,0,0,11,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
501011293,30,3,94,14,28,3,16,8,0,202,15,8,50,9,15,8,12,11,0,124,9,3,25,7,4,0,10,6,0,62,21,5,42,6,0,4,6,5,0,81,5,0,4,0,0,3,0,0,0,12,3,0,8,0,0,0,0,0,0,13,3,0,5,3,0,0,0,0,3,17,151,53,480,173,199,165,102,138,13,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,3,0,3,4,0,0,15,0,0,0,6,0,5,0,0,0,20,0,0,0,9,0,14,4,7,0,31,0,0,0,0,3,9,3,0,0,16,0,0,5,4,3,4,0,0,0,24,0,3,3,0,4,4,0,0,0,23,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
501011294,18,5,65,23,17,6,4,7,0,141,17,4,43,15,13,3,9,5,5,102,6,0,31,0,3,0,4,0,0,50,9,0,49,8,7,0,0,0,4,79,4,0,7,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,11,100,39,406,371,132,63,50,126,17,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,4,0,9,0,0,0,0,3,0,0,4,0,11,0,0,0,3,0,0,0,0,0,8,0,0,3,6,3,7,0,9,0,28,0,0,3,5,5,3,0,9,0,18,0,0,5,4,4,4,0,4,0,17,0,0,0,3,5,0,0,0,0,10,0,0,0,0,3,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
501021005,4,0,42,16,15,0,9,4,0,95,4,0,28,6,7,0,5,5,0,62,6,5,36,3,0,8,9,4,0,61,5,4,59,0,5,0,9,7,5,95,0,0,11,0,3,0,0,0,5,19,5,0,8,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,5,57,29,317,231,85,66,48,70,22,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,6,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,3,0,3,0,10,0,0,0,8,0,9,0,4,0,23,3,0,0,0,3,5,0,4,0,13,3,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
501021007,0,0,15,0,0,0,4,8,0,26,9,0,11,0,0,0,9,4,0,36,5,0,18,0,5,0,10,0,0,41,7,0,32,3,0,0,14,5,0,63,0,0,9,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,47,14,139,35,35,15,43,60,9,384,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
501021008,0,11,11,23,13,4,0,3,0,72,4,13,13,35,6,0,4,8,0,87,0,13,6,25,7,0,0,6,0,48,10,7,15,20,3,0,3,4,0,59,0,4,7,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,26,68,135,272,99,40,31,50,5,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,6,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,5,3,0,0,0,0,12,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4
501021009,7,4,50,3,14,0,28,22,3,135,6,5,83,3,17,0,51,9,0,178,3,3,119,0,0,0,74,17,7,228,28,17,422,5,11,0,135,15,13,656,6,4,100,0,6,0,11,0,6,136,16,0,57,0,0,0,8,0,3,87,0,0,7,0,0,0,0,0,3,15,99,47,966,147,124,41,351,132,42,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,5,4,3,0,9,0,19,0,0,0,5,0,3,0,0,0,12,0,0,8,6,3,6,0,4,0,14,0,0,0,0,0,0,0,3,0,6,0,0,3,3,5,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,5,0,3
501021010,4,0,20,0,3,0,19,3,0,53,3,0,31,0,8,0,18,3,0,63,9,0,40,0,0,0,21,0,4,64,15,3,50,0,0,0,17,0,4,90,3,0,4,0,0,0,0,0,0,9,3,0,0,0,0,0,4,0,0,8,4,0,5,0,0,0,0,0,0,9,58,12,204,24,45,4,117,48,5,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,6,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
