POW_SA2_CODE_2021,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000_3499_A_15_19,ClAW_3000_3499_A_20_24,ClAW_3000_3499_A_25_34,ClAW_3000_3499_A_35_44,ClAW_3000_3499_A_45_54,ClAW_3000_3499_A_55_64,ClAW_3000_3499_A_65_74,ClAW_3000_3499_A_75ov,ClAW_3000_3499_Tot,ClAW_3500mo_A_15_19,ClAW_3500mo_A_20_24,ClAW_3500mo_A_25_34,ClAW_3500mo_A_35_44,ClAW_3500mo_A_45_54,ClAW_3500mo_A_55_64,ClAW_3500mo_A_65_74,ClAW_3500mo_A_75ov,ClAW_3500mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov
501011001,0,0,0,32,23,39,38,28,40,3,0,207,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,6,0,0,10,0,0,0,12,0,6,3,0,20,0,0,0,3,8,5,0,0,16,0,0,4,5,6,7,6,0,28,0,0,3,7,7,9,3,0,28,0,0,5,11,5,0,4,0,23,0,3,0,6,5,7,5,0,21,0,0,0,3,0,8,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,14,53,33,55,19,0,193,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,5,0,0,0,0,0,4,0,6,0,0,3,4,0,5,0,0
501011003,0,0,7,122,66,116,96,75,46,15,0,537,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,0,3,0,0,0,8,0,5,4,0,26,0,0,0,0,3,4,3,0,16,0,0,3,7,10,7,4,0,32,0,3,4,15,8,13,3,0,54,0,0,11,11,18,12,4,0,61,0,4,5,14,19,12,8,0,60,0,0,16,9,36,15,5,0,84,0,0,8,13,22,9,0,0,52,0,0,0,14,20,9,4,0,50,0,0,0,4,9,4,0,0,18,0,0,0,3,3,3,0,0,15,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,3,5,10,55,115,158,102,36,6,480,5,0,0,0,0,0,0,0,4,60,0,0,3,0,0,0,0,59,11,0,6,6,0,4,5,0,26,3,0,0,7,4,9,0,0
501011004,0,0,6,72,45,128,143,112,76,11,0,591,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,5,7,0,0,0,12,0,0,6,3,7,9,5,0,15,0,0,4,10,7,4,4,0,26,0,4,5,15,15,9,7,0,60,0,0,4,23,11,22,0,0,68,0,0,15,12,9,15,5,0,56,0,4,8,19,17,25,0,0,78,0,0,5,6,13,10,6,0,44,0,0,0,4,11,6,0,0,24,0,0,0,4,4,3,0,0,11,0,0,0,4,3,5,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,9,51,99,115,104,28,4,424,0,0,0,0,0,0,0,0,4,67,0,0,0,0,0,3,0,70,17,0,3,4,3,5,0,0,33,5,3,3,0,4,4,0,0
501011293,0,0,9,129,54,106,135,138,81,25,0,674,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,14,0,0,3,3,10,5,4,0,21,4,0,3,5,3,7,3,0,31,0,3,0,17,17,9,7,0,56,0,0,9,18,20,15,7,0,74,0,12,23,23,38,29,5,0,133,0,3,23,32,58,27,9,0,151,0,6,8,27,33,25,6,0,97,0,0,7,16,16,21,3,0,55,0,0,0,8,9,14,0,0,26,0,0,0,8,6,8,4,0,31,0,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,85,157,201,165,46,5,700,6,0,0,0,0,0,0,0,12,126,0,0,0,4,0,0,0,127,50,3,3,6,8,14,4,0,79,15,3,4,13,10,7,7,0
501011294,0,0,13,113,68,154,209,227,216,29,3,1017,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,9,0,0,4,8,4,8,3,0,24,0,0,6,4,4,4,4,0,16,0,5,14,12,13,14,8,3,65,0,7,8,18,26,17,4,0,80,0,0,14,27,18,17,3,0,86,4,0,13,20,28,23,13,0,96,0,0,4,5,21,19,0,0,51,0,0,0,17,5,3,0,0,25,0,0,4,5,4,0,0,0,24,0,0,4,3,8,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,20,69,124,144,125,32,6,521,0,0,0,0,0,0,0,0,3,66,6,0,0,0,0,0,0,71,30,0,0,4,0,4,0,0,39,9,0,3,5,0,0,3,0
501021005,0,0,9,58,62,97,119,147,87,11,0,574,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,0,0,4,0,12,0,3,0,8,5,3,0,4,18,0,0,0,3,3,6,0,0,19,0,0,0,3,10,6,0,0,29,0,0,8,8,5,5,4,0,38,6,3,3,14,12,4,3,0,43,0,4,6,5,18,10,3,0,48,0,0,7,9,11,5,0,0,31,0,0,0,4,3,3,0,0,13,0,0,0,0,0,3,0,0,9,0,0,0,3,3,4,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,17,32,74,76,53,16,4,278,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,57,36,0,4,5,3,0,0,0,42,16,5,3,3,4,4,0,0
501021007,0,0,0,17,11,20,23,33,8,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,14,0,0,3,0,0,4,0,0,10,0,0,3,0,4,4,0,0,14,0,0,3,3,4,8,3,0,16,0,0,3,6,10,5,0,0,27,0,0,4,3,0,0,0,0,14,0,0,0,4,3,6,0,0,9,0,0,0,0,3,0,0,0,7,0,0,0,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,41,32,13,0,136,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0
501021008,0,0,8,30,50,96,152,191,204,40,0,764,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,5,0,0,6,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,4,8,4,0,0,19,3,4,3,0,4,7,0,0,31,0,4,11,14,4,10,0,0,42,0,0,11,6,23,15,7,0,61,0,0,10,13,22,21,0,0,79,0,4,6,12,19,22,0,0,66,0,0,5,8,8,10,4,0,32,0,0,0,3,4,8,0,0,14,0,0,4,8,9,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,10,22,54,78,101,109,20,0,391,4,0,0,0,0,0,0,0,4,52,0,0,0,0,0,0,0,52,19,0,0,5,0,0,0,0,26,8,0,0,3,0,0,0,0
501021009,0,0,5,33,26,63,78,87,67,15,0,373,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,11,0,0,6,8,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,6,6,0,3,0,0,23,0,0,0,3,8,3,0,0,25,5,0,5,14,13,4,0,0,28,0,7,4,3,13,4,0,0,31,0,3,3,14,14,16,3,0,66,0,3,10,5,15,9,0,0,39,0,4,8,10,11,5,0,0,31,0,0,0,4,3,0,0,0,15,0,0,4,7,12,3,0,0,30,0,0,0,4,3,3,0,0,12,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,7,24,53,81,97,60,6,0,337,0,0,0,0,0,0,0,0,0,37,0,0,0,3,0,0,0,39,9,4,0,0,0,3,0,0,31,5,3,3,0,0,0,0,0
501021010,0,0,4,18,9,9,13,8,7,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,6,3,6,6,9,0,19,0,0,0,0,0,0,0,0,10,0,3,0,0,8,10,0,0,25,0,3,4,9,10,8,0,0,24,0,0,5,11,3,8,0,0,26,0,0,0,5,0,7,0,0,11,0,0,0,3,4,0,0,0,6,0,0,3,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,24,32,27,38,13,3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
