POW_SA2_CODE_2021,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20mo_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20mo_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20mo_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20mo_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20mo_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20mo_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20mo_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20mo_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20mo_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20mo_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20mo_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20mo_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20mo_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20mo_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20mo_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20mo_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20mo_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20mo_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20mo_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20mo_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20mo_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20mo_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20mo_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20mo_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20mo_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20mo_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20mo_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20mo_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20mo_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20mo_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20mo_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20mo_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20mo_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20mo_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20mo_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20mo_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20mo_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20mo_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20mo_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20mo_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
501011001,25,29,3,0,53,0,3,0,0,5,7,19,3,0,24,0,0,0,0,0,7,23,0,0,32,0,0,0,0,4,5,10,0,0,16,8,10,0,0,24,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,4,0,0,17,0,3,0,0,4,0,0,0,0,0,0,5,0,0,3,7,0,0,0,7,4,0,0,0,4,0,5,0,0,7,5,3,0,0,6,86,120,7,4,220,78,28,0,0,107,0,0,0,0,0,25,5,0,0,29,0,0,0,0,0,44,9,0,6,52,0,0,0,0,0,5,7,0,0,14,17,9,0,0,31,9,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,32,26,3,0,0,25,0,0,0,0,0,10,0,0,0,8,8,0,0,0,11,7,3,0,0,11,22,0,0,0,20
501011003,17,32,3,0,54,7,0,0,0,12,14,48,6,0,72,0,5,0,0,4,28,73,3,0,111,3,9,0,0,15,6,19,4,0,28,8,47,25,0,84,0,4,0,0,13,0,0,0,0,3,9,14,0,0,22,8,18,0,0,22,31,27,3,0,61,6,14,4,0,24,0,0,0,0,0,3,3,4,0,6,7,17,0,0,24,6,9,0,0,15,6,12,0,0,17,5,17,0,0,29,183,363,51,0,605,63,36,5,3,103,0,0,0,0,0,38,11,0,0,51,0,0,0,0,0,121,51,0,0,170,3,0,0,0,6,19,20,0,0,39,54,17,4,0,77,14,0,0,0,17,5,0,0,0,4,3,0,0,0,3,12,4,0,0,11,87,8,0,0,92,43,11,3,0,58,4,0,0,0,3,13,3,0,0,18,37,4,0,0,42,28,3,0,0,26,42,10,0,0,51
501011004,4,0,4,0,12,3,0,0,0,5,10,16,3,0,27,0,4,0,0,4,20,44,3,0,68,3,6,0,0,4,4,29,3,0,39,10,37,10,0,57,0,9,0,0,9,4,0,0,0,4,5,0,0,0,4,0,0,5,0,5,17,30,0,0,43,6,5,3,0,9,0,0,0,0,0,6,3,0,0,6,7,7,3,0,21,0,0,0,0,3,6,17,0,0,17,4,10,0,0,14,103,207,27,0,342,13,3,0,0,16,3,0,0,0,4,35,5,0,0,37,0,0,0,0,0,95,22,0,0,116,5,0,0,0,5,14,15,0,0,29,44,21,0,0,67,8,4,0,0,12,10,0,0,0,10,4,0,0,0,4,16,0,0,0,15,68,9,0,0,77,34,6,0,0,45,0,0,0,0,0,39,5,0,0,41,83,3,0,0,83,22,0,0,0,22,43,12,0,0,51
501011293,3,6,0,0,10,0,0,0,0,4,5,11,4,0,17,0,0,0,0,0,18,47,5,0,58,0,8,0,0,7,0,42,4,0,46,5,19,11,0,32,7,3,0,0,13,0,0,0,0,0,10,21,0,0,28,4,10,5,0,18,10,24,3,0,38,0,8,0,0,12,0,0,0,0,0,3,0,0,0,3,0,10,6,0,15,0,3,0,0,3,4,30,0,0,34,0,13,0,0,19,79,253,35,0,362,11,6,0,0,10,0,0,0,0,3,22,8,0,0,29,0,0,0,0,0,67,20,0,0,84,3,4,0,0,10,17,19,3,0,43,4,18,0,0,28,15,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28,14,0,0,38,19,8,0,0,30,4,0,0,0,4,19,4,0,0,23,26,10,3,0,42,4,0,0,0,7,46,26,0,0,70
501011294,3,9,0,0,12,0,5,0,0,3,0,11,0,0,10,0,0,0,0,0,18,52,0,0,69,3,0,0,0,7,0,18,5,0,28,0,17,10,0,27,0,9,0,0,5,0,0,0,0,0,0,3,0,0,3,0,5,0,0,6,16,15,0,0,25,7,10,3,0,18,0,0,0,0,0,0,4,0,0,10,9,12,0,0,21,0,0,0,0,0,7,5,0,0,10,3,0,0,0,9,74,182,20,0,276,18,5,0,0,27,0,0,0,0,0,28,12,0,0,35,0,0,0,0,0,93,43,0,0,137,0,0,0,0,5,13,21,5,0,33,11,10,0,0,26,15,4,0,0,17,4,0,0,0,4,8,0,0,0,8,4,0,0,0,4,58,7,0,0,65,37,10,0,0,48,0,0,0,0,0,17,0,0,0,18,67,24,0,0,89,10,3,0,0,10,45,0,0,0,48
501021005,0,0,0,0,0,0,8,5,0,10,0,3,0,0,3,0,0,0,0,0,12,18,8,0,40,0,3,0,0,3,0,11,0,0,12,0,5,0,0,13,0,3,0,0,7,0,0,0,0,0,6,0,0,0,10,3,3,0,0,8,5,7,0,0,19,0,4,0,0,4,0,0,0,0,0,4,3,0,0,4,3,14,6,0,19,0,0,0,0,0,3,14,0,0,17,3,6,0,0,9,52,109,11,0,172,4,0,0,0,4,0,0,0,0,0,7,0,0,0,11,0,0,0,0,5,42,23,0,0,62,3,0,0,0,3,14,0,3,0,22,6,0,0,0,7,6,0,0,0,6,4,0,0,0,4,4,0,0,0,4,0,0,0,0,5,22,3,0,0,23,13,8,0,0,21,0,0,0,0,0,11,3,0,0,12,27,3,0,0,30,9,0,0,0,14,44,4,0,0,46
501021007,3,15,0,5,22,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0,0,0,0,6,0,0,12,0,4,3,0,4,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,4,0,3,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,29,66,5,5,102,36,22,0,0,56,0,0,0,0,0,4,7,0,0,6,0,0,0,0,0,21,4,0,0,29,5,0,0,0,0,6,0,0,0,10,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,7,5,0,0,16,0,0,0,0,0,5,0,0,0,5,6,0,0,0,6,9,6,0,0,16,9,4,0,0,19
501021008,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,17,28,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,4,0,0,0,4,20,11,0,0,30,6,0,0,0,6,8,0,0,0,3
501021009,5,5,0,0,3,3,9,0,0,8,0,3,0,0,3,0,0,0,0,3,0,6,5,0,11,0,4,0,0,4,0,10,0,0,11,0,5,0,0,8,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,13,0,0,12,0,3,0,0,5,22,65,14,0,91,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,5,0,0,16,0,0,0,0,0,3,18,0,0,22,5,8,0,0,15,11,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9,13,0,0,0,17,3,0,0,0,3,7,0,0,0,7,6,3,0,0,10,0,0,0,0,4,8,8,0,0,20
501021010,12,7,4,0,21,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,3,20,6,0,27,3,0,0,0,3,4,3,0,0,6,0,5,0,0,5,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,3,0,0,0,3,31,67,11,0,111,37,16,0,0,58,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,22,8,0,0,33,0,0,0,0,0,3,3,0,0,7,3,8,0,0,12,6,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,3,4,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,7,0,0,0,7,5,3,0,0,9
