POW_SA2_CODE_2021,Tot_65_69_HW_0,Tot_65_69_HW_1_19,Tot_65_69_HW_20_29,Tot_65_69_HW_30_34,Tot_65_69_HW_35_39,Tot_65_69_HW_40_44,Tot_65_69_HW_45_49,Tot_65_69_HW_50mor,Tot_65_69_HW_NS,Tot_65_69_Tot,Tot_70_74_HW_0,Tot_70_74_HW_1_19,Tot_70_74_HW_20_29,Tot_70_74_HW_30_34,Tot_70_74_HW_35_39,Tot_70_74_HW_40_44,Tot_70_74_HW_45_49,Tot_70_74_HW_50mor,Tot_70_74_HW_NS,Tot_70_74_Tot,Tot_75ov_HW_0,Tot_75ov_HW_1_19,Tot_75ov_HW_20_29,Tot_75ov_HW_30_34,Tot_75ov_HW_35_39,Tot_75ov_HW_40_44,Tot_75ov_HW_45_49,Tot_75ov_HW_50mor,Tot_75ov_HW_NS,Tot_75ov_Tot,Tot_Tot_HW_0,Tot_Tot_HW_1_19,Tot_Tot_HW_20_29,Tot_Tot_HW_30_34,Tot_Tot_HW_35_39,Tot_Tot_HW_40_44,Tot_Tot_HW_45_49,Tot_Tot_HW_50mor,Tot_Tot_HW_NS,Tot_Tot_Tot
501011001,12,39,19,20,9,11,3,30,0,135,6,13,15,3,0,12,4,14,5,77,3,16,3,5,5,7,3,7,3,58,128,401,336,204,293,354,114,355,37,2224
501011003,6,78,51,21,23,20,7,21,3,218,8,32,22,11,5,5,8,14,0,102,3,17,11,3,0,5,3,9,0,56,258,914,765,498,736,916,294,622,100,5109
501011004,13,57,24,13,25,12,6,16,0,170,9,25,26,12,3,3,3,10,0,96,0,18,0,0,0,0,0,0,0,19,238,874,680,464,603,722,217,399,62,4258
501011293,16,91,44,13,31,29,4,27,4,257,3,52,16,9,4,7,0,10,0,94,4,14,6,0,0,3,0,0,0,41,260,1123,781,544,1022,949,338,580,69,5664
501011294,16,59,46,14,16,14,7,15,0,185,3,28,12,3,5,4,6,7,0,69,0,19,0,4,0,4,0,0,6,41,276,1024,854,603,803,796,234,480,76,5145
501021005,3,26,9,19,4,8,5,16,5,91,3,13,4,3,4,5,0,0,0,34,3,7,0,0,0,5,0,0,0,20,143,642,494,319,430,526,192,425,46,3224
501021007,6,12,13,10,4,3,4,18,0,59,0,16,11,4,4,3,0,9,0,45,0,10,0,0,0,5,0,4,0,15,69,219,179,102,154,254,104,258,30,1371
501021008,19,42,21,17,21,14,3,10,4,154,3,9,9,0,0,4,0,0,0,26,0,4,0,0,0,0,0,0,0,8,293,545,527,501,630,644,152,326,55,3678
501021009,8,30,20,6,17,29,9,22,3,150,4,13,9,0,0,3,0,0,0,31,0,3,0,4,0,5,0,9,3,29,289,527,433,245,612,1328,436,800,115,4774
501021010,0,20,14,3,3,13,4,18,0,75,4,11,7,0,5,5,6,0,0,34,4,3,9,0,0,5,0,6,3,30,63,190,141,81,140,272,256,424,27,1603
501021011,4,23,17,12,20,21,18,16,0,130,0,17,11,4,0,8,4,3,0,43,3,14,7,0,0,5,0,0,0,19,151,320,289,251,835,1069,438,862,70,4295
501021012,8,20,13,9,5,0,0,5,0,57,0,19,5,0,7,0,0,0,0,37,6,10,0,0,0,0,0,0,0,13,101,610,415,250,300,271,75,145,31,2202
501021014,13,45,20,14,19,32,9,44,7,201,3,24,7,3,5,9,3,12,6,73,5,19,11,9,0,4,0,10,0,53,182,552,382,255,725,963,320,1331,79,4786
501021015,12,30,26,10,15,32,14,38,4,163,3,11,7,4,0,3,0,12,0,53,0,8,0,0,0,0,0,3,4,16,238,609,469,307,870,993,436,971,80,4974
501021016,8,24,9,4,5,7,6,16,3,76,0,8,4,5,0,8,0,3,0,28,0,10,0,0,0,3,0,5,6,31,129,236,182,124,546,337,235,481,57,2327
501021251,0,11,12,3,0,4,3,0,0,35,0,5,5,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,46,320,182,123,210,170,57,121,22,1257
501021252,3,4,8,4,5,5,0,8,0,36,0,4,7,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,26,82,70,53,100,129,58,118,10,642
501021253,25,99,61,50,43,29,15,39,0,364,6,70,18,21,6,19,3,9,0,157,0,34,7,0,3,5,0,0,0,61,516,1926,1623,1069,2409,1944,643,1097,159,11380
501021254,0,5,8,3,0,0,4,0,0,21,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,105,87,52,94,66,12,48,10,498
501031017,12,39,27,13,15,20,6,46,6,178,3,22,15,13,0,17,4,14,0,101,3,12,9,5,6,12,3,22,0,76,149,400,333,184,311,484,156,775,72,2866
501031018,10,32,15,16,7,17,5,21,3,132,0,28,13,5,3,3,0,9,0,70,4,14,4,4,0,6,0,5,0,46,79,361,208,188,227,290,108,349,39,1851
