POW_SA2_CODE_2021,P_OthSvs_H_0,P_OthSvs_H_1_19,P_OthSvs_H_20_29,P_OthSvs_H_30_34,P_OthSvs_H_35_39,P_OthSvs_H_40_44,P_OthSvs_H_45_49,P_OthSvs_H_50ov,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_19,P_IDNS_H_20_29,P_IDNS_H_30_34,P_IDNS_H_35_39,P_IDNS_H_40_44,P_IDNS_H_45_49,P_IDNS_H_50ov,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_19,P_Tot_H_20_29,P_Tot_H_30_34,P_Tot_H_35_39,P_Tot_H_40_44,P_Tot_H_45_49,P_Tot_H_50ov,P_Tot_H_NS,P_Tot_H_Tot
510031273,7,6,3,9,12,7,3,25,0,68,32,19,12,13,23,44,32,121,26,322,686,313,214,173,494,895,608,2918,123,6426
511011274,9,29,30,23,49,76,31,35,0,291,12,32,14,14,30,32,15,41,44,225,297,702,573,379,798,1016,348,866,109,5078
511011275,3,12,6,3,0,7,4,13,0,39,11,13,4,5,7,5,4,19,22,85,177,244,174,131,177,316,181,1245,69,2712
511021276,0,12,7,0,9,20,4,12,0,62,0,15,10,0,18,12,5,15,17,85,103,203,203,148,428,403,116,460,61,2122
511021277,6,4,7,7,18,18,7,17,0,71,6,13,12,3,9,23,5,18,30,125,122,280,259,184,394,529,195,552,76,2587
511031278,5,14,7,7,13,21,17,54,4,129,4,10,11,7,9,12,11,22,18,106,82,155,149,83,212,350,159,656,36,1886
511031279,18,40,35,20,72,109,48,190,4,531,20,33,35,23,51,100,27,104,79,475,441,1007,872,575,1546,1792,745,2786,199,9959
511031280,3,8,10,0,7,6,4,17,0,57,0,5,4,0,0,6,4,11,9,41,60,107,137,78,195,281,90,243,20,1213
511031281,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,0,10,3,3,23,28,10,27,6,99
511031282,0,0,0,0,3,0,0,17,0,25,13,12,6,5,18,9,5,32,42,144,348,244,199,95,290,435,569,2671,130,4975
511031283,0,4,3,6,7,6,5,41,0,73,11,16,7,7,11,15,3,45,54,160,816,290,257,91,377,401,667,4552,188,7641
511031284,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,7,10,24,67,35,23,13,26,98,89,507,25,878
511041285,19,68,59,45,123,164,39,102,11,616,17,56,47,27,65,81,37,60,79,458,589,1834,1489,1119,2426,2255,815,1672,178,12372
511041286,5,7,12,5,5,18,3,37,0,97,4,9,7,6,10,17,3,32,17,107,118,226,193,144,299,549,211,640,45,2414
511041287,0,6,4,4,0,8,0,5,0,28,0,8,3,3,0,3,0,0,3,22,37,135,110,88,82,99,37,92,7,683
511041288,0,10,4,6,3,4,3,4,0,41,0,4,4,4,3,0,0,6,0,24,29,202,163,93,109,113,39,104,10,863
511041289,3,5,3,0,10,6,0,0,0,32,3,11,0,3,5,10,0,11,10,53,55,210,140,78,131,173,58,178,35,1062
511041290,0,5,4,0,4,0,0,16,0,32,4,19,4,6,10,9,4,30,44,140,500,184,153,70,258,256,315,2957,138,4835
511041291,0,3,4,3,3,6,7,6,0,35,4,5,0,4,10,5,4,23,17,66,155,181,167,112,171,314,170,976,44,2298
511041292,0,5,4,0,9,8,0,10,0,40,10,12,10,3,7,5,3,16,16,80,101,308,232,163,207,355,134,552,41,2089
597979799,0,0,0,0,0,0,0,6,0,3,26,4,4,0,3,6,5,110,8,167,235,39,21,17,40,63,31,905,27,1386
599999499,146,629,380,219,293,353,98,352,33,2503,254,515,290,196,330,456,117,433,505,3109,4409,11147,7411,4605,6534,10124,3133,11844,1359,60566
