POW_SA2_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
501021011,3,6,9,26,19,46,0,0,0,3,3,8,0,0,3,3,3,12,39,27,73,31,8,38,0,0,0,0,0,0,19,0,25,0,0,0,17,0,17,71,13,84,51,17,63,311,145,459,0,0,0,0,8,8,7,0,10,0,0,0,0,0,0,0,0,0,11,3,16,9,3,17,34,10,43,52,19,73,60,9,66,25,8,31,48,11,62,20,5,27,643,232,877,0,0,0,20,5,20,8,0,8,29,12,39,24,8,34,84,20,100,40,18,55,141,38,174,136,34,171,489,93,587,806,182,988,0,0,7,47,28,75,58,16,71,13,4,20,25,6,32,4,0,4,12,0,11,159,56,216,7,0,5,8,4,18,0,0,0,28,4,33,33,18,54,0,0,0,77,35,108,0,0,0,3,0,10,8,24,28,12,22,37,8,5,11,188,69,257,0,0,0,0,0,0,12,0,10,0,0
501021012,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,9,4,14,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,4,0,6,11,4,13,10,0,8,55,8,58,78,13,89,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,7,17,0,4,3,0,0,0,3,10,15,74,158,233,31,208,240,0,0,0,112,383,496,0,0,0,11,27,36,123,196,320,137,226,360,0,5,5,4,6,7,0,0,0,0,0,0,0,0,0,0,0
501021014,0,0,6,350,197,549,3,4,3,6,0,4,0,0,0,25,10,34,392,210,601,34,0,35,4,0,4,0,0,8,103,12,115,192,60,249,26,0,30,355,79,432,31,10,38,380,199,580,94,42,139,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,148,24,166,3,0,4,8,0,4,29,0,33,12,4,15,0,0,0,28,4,34,4,0,4,735,286,1026,0,0,0,3,0,10,0,0,0,42,11,52,9,11,19,60,18,77,54,9,64,90,13,104,285,19,305,310,47,355,737,80,820,0,0,0,11,12,20,0,0,7,0,0,0,12,4,17,3,0,3,0,0,0,28,15,45,3,6,9,9,0,17,7,25,30,33,55,90,15,37,50,0,0,0,65,122,192,0,0,0,12,20,28,33,94,125,44,110,153,5,3,6,80,18,95,0,0,0,0,0,0,0,5,3,0,3
501021015,0,0,0,18,20,37,0,0,0,31,7,44,3,0,3,3,5,9,61,28,95,42,3,49,0,0,0,0,0,0,95,17,117,0,0,0,4,3,9,152,28,181,17,12,22,123,62,181,5,5,9,0,6,6,26,3,29,0,0,0,0,0,4,6,0,4,7,0,10,4,0,4,7,0,9,62,14,74,13,3,13,18,0,16,106,20,128,13,6,14,396,131,527,0,0,0,82,7,96,0,0,0,32,29,58,57,10,70,176,45,224,36,4,40,35,10,48,77,6,80,446,65,515,586,95,681,0,10,10,45,11,56,26,11,44,31,9,42,27,5,32,3,0,9,0,0,0,131,57,186,17,11,28,40,16,56,8,7,13,129,189,318,129,306,434,0,0,0,315,532,849,0,0,0,3,6,6,114,153,266,114,161,276,6,5,12,215,36,252,101,24,121,4,0,4,0,0,0,0,0
501021016,0,0,0,79,37,117,0,0,0,0,0,0,0,0,0,5,0,3,85,39,122,20,6,27,0,0,0,0,4,4,210,54,263,0,0,0,6,0,9,239,65,304,7,3,12,0,4,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,125,730,3,0,5,0,0,0,8,0,5,0,0,0,629,138,763,0,0,0,5,0,6,0,0,0,0,0,0,34,0,42,40,3,44,9,5,11,14,0,17,36,8,42,243,35,285,300,50,352,0,0,0,6,3,12,3,0,7,0,0,0,0,0,0,3,0,3,0,0,0,22,5,22,0,0,0,0,0,0,5,15,15,13,28,39,6,20,29,0,0,0,24,65,88,0,0,0,4,13,18,11,24,36,17,42,52,4,0,5,40,9,50,5,3,9,0,0,0,0,0,0,0,0
501021251,0,0,0,3,4,9,0,0,0,3,0,3,0,0,0,0,0,3,4,8,13,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,7,0,6,0,0,0,45,32,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,48,34,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,8,0,8,45,7,57,69,7,73,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,11,0,3,3,0,0,0,0,0,0,39,67,98,14,29,39,0,0,0,45,92,143,0,0,0,0,0,0,80,82,164,86,82,170,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0
501021252,0,0,0,13,12,20,0,0,0,4,0,3,0,0,0,8,3,3,17,14,35,4,0,4,0,0,0,0,0,0,3,0,3,6,0,11,0,0,4,12,3,15,3,4,13,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,46,9,0,9,68,8,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,3,18,3,20,4,5,9,58,13,66,81,18,102,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,6,3,4,8,0,0,0,3,15,24,6,4,5,13,9,16,0,0,0,22,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0
501021253,0,0,0,8,3,7,0,0,0,12,6,18,4,0,4,6,0,4,24,13,37,20,0,20,5,0,6,0,0,0,72,17,90,7,0,8,3,0,6,106,28,129,8,0,8,25,33,63,4,6,9,0,0,0,16,8,26,0,0,0,5,11,16,0,0,0,5,0,3,0,0,0,6,4,5,10,0,10,3,4,5,13,4,19,8,5,11,5,4,8,117,73,193,0,0,0,7,8,11,0,0,0,31,22,53,6,5,12,50,27,80,12,4,16,189,82,275,54,12,60,273,29,299,528,131,657,4,0,4,29,25,57,25,15,36,27,8,34,6,3,8,4,6,11,0,4,4,98,52,153,16,23,40,154,72,226,9,9,22,114,180,289,290,658,948,4,7,9,577,948,1526,0,4,4,46,143,183,283,533,815,325,682,1004,12,0,15,74,16,83,7,3,5,0,0,4,6,4,5,0,0
501021254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,4,13,0,18,20,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,11,24,37,3,15,16,0,0,0,14,42,57,0,0,0,0,4,7,10,11,27,13,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501031017,3,0,3,345,154,492,0,0,0,28,0,38,0,0,0,12,7,24,390,161,549,18,3,29,0,0,0,0,0,0,56,11,61,318,94,414,30,4,34,431,108,536,4,0,5,7,5,6,8,5,15,0,0,0,68,12,78,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,5,0,3,3,0,5,97,32,131,0,0,0,22,0,23,0,0,0,12,0,14,3,0,3,38,4,41,16,3,15,30,5,33,31,0,26,95,19,111,167,29,194,0,0,0,12,11,25,5,4,12,0,0,0,0,0,0,4,0,4,4,0,4,25,13,40,0,8,11,0,10,9,8,15,19,25,52,83,14,49,65,0,0,0,52,135,184,0,0,0,9,40,50,31,75,111,42,113,164,0,0,0,30,13,34,0,0,0,0,0,0,0,0,0,0,0
501031018,0,0,0,240,128,367,4,3,4,12,4,15,0,0,0,19,14,33,271,146,418,9,0,9,0,0,0,0,0,0,7,4,9,14,8,20,5,0,5,30,10,38,0,0,5,6,9,17,9,5,21,0,0,0,12,0,12,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,5,0,5,50,26,83,0,0,0,0,0,0,0,0,0,0,0,4,10,3,13,12,3,16,6,0,6,23,3,30,24,5,22,103,19,118,156,22,179,0,0,0,3,13,16,7,5,6,0,0,0,3,0,0,0,7,5,0,0,0,14,19,37,0,0,0,3,3,4,3,13,15,42,75,120,14,28,48,0,0,0,70,118,182,0,0,0,12,23,41,33,64,95,45,94,135,0,0,0,36,13,43,0,0,0,0,0,0,0,0,0,0,0
501031019,3,0,3,214,117,323,0,0,0,76,7,86,0,0,0,26,6,34,313,128,444,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,3,19,16,31,4,8,12,0,0,0,25,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,0,0,0,0,0,0,9,3,12,4,0,4,80,27,107,0,0,0,0,0,0,0,0,0,13,4,11,9,0,13,21,5,25,0,0,0,27,9,33,17,0,12,101,17,120,143,23,167,4,4,5,30,16,47,4,7,10,0,0,0,5,5,16,0,0,0,3,0,4,46,29,77,4,0,3,37,14,55,9,9,16,47,99,145,31,80,109,0,0,0,127,203,327,0,0,0,13,27,39,36,86,121,46,110,158,3,3,9,84,17,102,0,0,0,0,0,0,0,0,0,0,0
501031020,3,3,7,385,218,607,9,0,15,11,5,14,0,0,0,17,11,29,431,229,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,22,21,40,30,14,45,0,0,0,43,4,52,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,6,110,45,159,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,4,0,8,16,3,14,4,0,4,49,9,56,68,15,80,0,0,0,3,6,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,3,11,0,6,5,0,0,0,4,7,6,17,34,54,12,40,54,0,0,0,36,84,121,0,0,0,60,98,152,32,69,107,86,170,259,0,0,0,29,8,42,0,0,0,4,0,3,0,0,0,0,0
502011021,0,0,0,3,0,0,0,0,0,0,0,0,5,0,9,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,6,11,4,13,0,0,4,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,9,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,10,0,0,0,14,5,17,0,0,3,74,22,98,94,22,116,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,10,0,0,0,0,0,0,0,5,6,7,14,17,5,16,20,0,0,0,10,39,49,0,0,0,9,11,14,8,32,37,16,40,54,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0
502011022,0,0,0,4,3,8,0,0,0,0,0,0,3,0,3,0,0,4,4,5,13,0,0,4,0,0,0,4,0,4,8,0,8,0,0,0,0,0,4,13,5,16,0,0,6,0,0,7,0,0,4,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,21,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,4,5,6,0,0,0,27,13,35,5,0,5,97,27,122,126,32,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7,4,3,5,7,0,7,3,12,9,57,90,147,26,59,83,0,0,0,89,162,256,0,0,0,5,10,7,139,201,339,146,207,349,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0
502011023,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,6,0,6,17,0,17,0,0,0,0,0,0,8,0,8,0,0,0,5,0,3,27,0,26,29,14,41,31,36,67,3,0,4,10,11,15,7,0,7,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,12,31,6,39,73,21,96,23,4,34,21,5,24,6,0,12,259,96,356,0,0,0,0,0,0,0,0,0,3,0,6,5,3,10,7,4,17,7,0,6,47,8,52,17,5,21,165,42,203,235,55,287,0,0,0,9,4,15,0,3,8,12,0,14,3,0,12,4,3,7,0,0,0,33,17,48,0,0,0,31,9,46,8,13,19,61,121,178,147,242,386,0,3,5,252,388,639,0,0,0,3,12,11,60,73,129,62,80,142,4,0,4,72,48,122,0,0,0,0,0,0,0,0,0,0,0
502011024,0,0,0,9,3,8,0,0,0,0,0,0,5,0,0,0,0,0,9,6,14,0,0,0,0,0,0,0,0,0,10,3,10,0,0,0,0,0,0,12,5,18,0,0,0,7,24,28,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,7,22,31,59,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,4,6,7,5,4,9,28,3,35,3,0,9,121,25,144,158,33,195,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,6,10,3,5,8,12,3,11,4,16,23,126,236,360,108,294,402,0,0,3,258,553,804,0,0,0,3,4,13,78,130,211,79,137,219,3,0,3,11,3,14,0,0,0,0,0,0,0,0,0,0,0
502011025,0,0,0,0,0,6,0,0,0,0,0,0,4,0,4,0,0,0,9,11,17,4,0,5,0,0,0,0,0,0,17,3,18,0,0,0,0,0,3,31,8,40,5,12,14,20,37,60,3,3,9,3,19,23,9,0,9,0,0,0,29,11,38,0,0,0,3,3,3,8,4,10,15,0,21,6,0,6,7,3,11,15,0,20,4,7,9,12,0,11,136,95,232,0,0,0,0,0,0,0,0,0,18,0,20,56,24,84,75,25,104,11,5,11,102,31,128,17,4,23,273,56,325,400,92,494,0,0,4,17,10,36,19,3,29,30,3,30,3,5,3,9,13,23,0,0,3,77,41,124,17,40,57,166,71,236,15,32,49,126,202,329,297,1001,1296,5,0,5,623,1345,1967,4,0,4,41,97,142,521,767,1285,565,864,1429,6,4,9,106,34,139,77,18,96,0,5,8,0,0,0,3,9
502011026,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,5,0,7,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,3,4,7,18,6,27,6,0,3,66,9,71,88,21,112,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,11,13,0,3,0,0,0,4,3,3,10,32,57,96,7,8,18,0,0,0,44,81,125,0,0,0,9,11,15,18,44,62,22,56,73,0,0,0,20,7,25,0,0,0,0,0,0,0,0,0,0,0
502011027,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,0,0,0,7,3,9,0,0,0,4,0,3,0,0,0,9,0,16,3,0,3,4,0,4,19,5,28,0,0,0,12,17,32,0,0,0,6,0,4,4,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,25,30,55,0,0,0,0,0,0,0,0,0,0,0,0,11,5,11,12,5,11,7,0,9,40,10,51,6,0,13,160,38,193,215,45,265,0,0,0,4,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,5,12,5,4,4,4,0,4,3,8,13,101,144,243,33,161,192,0,0,3,144,315,461,0,0,0,0,0,4,179,205,379,182,209,389,0,3,7,18,7,20,0,0,0,0,0,0,0,0,0,0,0
502011028,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,3,0,3,7,7,13,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,0,10,0,0,0,45,8,52,65,7,75,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,10,10,0,0,3,0,0,0,0,0,3,3,5,7,0,0,0,8,17,27,0,0,0,6,0,3,0,23,23,8,23,30,0,7,7,11,3,7,0,0,0,0,0,0,0,0,0,0,0
502011029,0,0,0,169,79,252,0,0,0,0,0,0,0,0,0,3,0,6,181,81,259,41,3,45,0,0,0,0,0,0,221,36,259,0,0,0,35,6,39,297,45,344,20,9,33,27,38,61,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,7,8,6,0,3,11,0,11,1083,235,1317,11,0,15,5,5,6,81,15,94,11,3,13,1258,303,1560,0,0,0,54,3,63,0,0,0,0,0,0,57,19,73,114,23,134,12,0,17,28,5,35,57,4,58,148,21,170,250,37,280,0,0,0,29,17,40,0,0,0,3,0,3,0,5,7,4,6,6,0,0,0,36,25,56,3,0,8,3,0,9,6,57,63,47,97,143,31,70,105,0,0,0,93,231,328,0,0,0,9,9,23,100,191,286,112,201,308,3,3,3,16,5,23,4,0,9,0,0,0,0,0,0,0,0
503011030,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,5,0,5,0,0,0,0,0,0,5,0,4,0,0,0,6,0,7,13,3,18,0,0,0,12,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,6,24,10,37,4,0,4,46,6,48,74,19,98,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,31,43,73,7,22,28,0,0,0,41,61,106,0,0,0,3,10,12,136,152,290,138,157,301,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
503011031,0,0,0,5,11,20,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,0,0,0,0,0,0,0,0,0,13,4,14,0,0,0,11,3,16,25,13,37,3,3,5,11,31,41,0,0,0,3,10,14,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,10,32,49,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,5,8,72,18,84,20,5,18,76,13,88,171,29,201,3,0,4,14,12,22,9,7,18,3,0,3,3,0,4,12,19,27,0,0,0,41,39,78,12,16,27,8,6,11,0,0,5,168,138,312,247,768,1015,0,5,5,432,938,1371,0,0,3,4,10,12,222,294,517,230,299,528,0,3,4,28,5,31,3,0,3,0,0,0,0,0,0,0,0
503011032,0,0,0,15,12,24,0,0,0,0,0,0,0,0,0,5,0,4,22,11,31,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,11,0,13,22,4,27,0,0,4,12,11,16,6,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,22,24,46,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,5,5,3,8,75,17,98,4,0,3,107,12,116,191,39,230,0,0,0,3,0,3,0,0,3,0,0,0,5,0,5,0,4,4,0,0,0,7,4,15,8,11,18,0,0,0,0,0,0,77,80,150,33,136,167,0,4,4,120,224,341,4,0,4,32,45,74,224,286,511,256,330,589,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0
503011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,8,5,7,14,10,20,0,0,0,6,9,20,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,18,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,29,10,37,5,0,4,77,5,82,112,19,124,0,3,3,0,0,3,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,6,4,8,0,5,8,0,0,0,6,0,0,114,129,246,21,113,132,0,0,0,138,250,384,0,0,0,0,0,0,99,114,209,99,114,212,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
