POW_SA2_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
501011001,0,0,3,278,141,423,12,0,12,10,3,14,7,0,12,8,4,14,322,151,472,0,0,0,6,3,7,0,0,0,5,0,3,3,3,7,0,0,0,12,4,21,0,0,0,57,41,101,127,93,220,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,0,0,0,4,0,4,0,0,0,9,0,15,204,146,348,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,7,0,8,38,8,50,9,0,9,110,23,134,164,33,200,0,0,0,9,8,14,0,3,0,0,0,0,7,3,7,0,0,0,0,0,0,17,13,31,9,0,9,0,0,0,7,18,21,20,58,86,23,50,74,0,0,0,57,133,186,0,0,0,36,72,105,51,90,142,91,163,247,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,4,0
501011003,9,3,7,312,154,464,0,0,0,0,3,7,5,0,5,31,13,41,357,167,521,4,5,4,0,0,0,5,0,5,33,11,40,0,0,0,6,7,12,43,16,60,9,6,9,60,76,135,296,185,479,3,4,0,8,0,8,0,0,0,5,0,4,0,0,0,3,3,6,0,0,0,3,0,3,0,0,0,7,3,8,4,3,3,4,0,3,21,13,32,412,290,700,3,0,3,0,0,0,0,0,0,7,3,11,7,3,9,12,9,18,16,5,24,139,37,181,21,3,30,272,57,331,459,111,564,0,3,3,10,14,23,15,9,20,0,0,0,4,8,8,4,10,14,0,0,4,30,43,76,12,18,22,0,0,0,6,0,5,82,131,219,47,149,196,0,0,0,141,301,446,0,4,6,143,249,392,261,308,567,406,557,965,3,0,4,20,3,28,0,0,0,0,0,0,4,0,4,7,4
501011004,0,5,6,89,20,108,0,0,0,0,0,0,0,0,0,15,0,16,106,22,133,3,0,3,0,0,0,0,0,0,12,0,12,0,0,0,5,0,8,15,0,19,0,5,4,29,25,49,103,70,178,0,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,7,5,4,6,8,4,10,8,0,8,0,0,0,0,0,0,0,0,0,20,4,19,179,109,290,0,0,0,0,0,0,0,0,0,4,0,6,9,0,4,14,0,14,15,4,20,86,15,104,11,4,21,185,26,212,304,44,345,6,0,3,33,18,51,5,4,7,0,0,0,9,3,21,5,7,10,0,0,0,54,34,92,8,18,18,8,5,9,5,0,5,103,172,276,73,187,256,0,0,0,191,377,570,8,0,8,77,167,244,205,197,396,283,368,648,5,0,3,30,11,38,0,0,0,5,0,5,0,0,0,5,6
501011293,0,0,0,28,19,42,0,0,0,0,0,0,3,0,4,4,4,8,38,22,60,0,0,0,0,0,0,0,0,0,40,6,39,0,0,0,10,0,10,51,6,58,9,4,11,27,24,52,32,13,40,0,9,11,18,8,29,0,0,0,7,3,17,0,0,0,3,3,7,4,0,4,18,0,16,10,0,12,18,0,16,9,0,9,3,4,6,14,5,16,182,71,255,0,0,0,0,0,0,0,0,0,28,12,37,16,0,21,49,18,61,14,0,19,81,30,114,27,3,37,240,41,282,368,82,449,3,0,3,33,19,52,27,9,37,3,0,3,6,3,7,4,3,7,0,0,0,73,33,107,4,11,22,40,18,61,13,19,30,144,228,372,158,424,587,0,0,0,369,705,1070,0,0,0,36,88,117,245,305,553,280,393,673,13,6,18,109,42,151,0,0,0,0,0,0,7,0,8,0,0
501011294,0,0,0,53,24,78,0,0,0,4,0,4,4,0,4,3,0,9,65,24,93,3,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,3,10,0,3,7,13,16,29,15,12,25,0,0,0,16,4,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,4,5,3,0,3,0,0,0,4,0,4,0,0,0,22,4,26,77,43,121,0,0,0,48,6,58,0,0,0,18,4,23,8,4,7,72,10,81,11,0,11,84,20,100,9,6,18,237,56,290,332,80,416,0,0,0,0,7,8,0,0,0,0,3,4,3,3,8,3,5,7,0,0,0,9,12,27,0,4,8,54,22,75,4,18,16,93,84,177,82,154,236,0,0,0,235,279,517,0,0,0,117,195,313,146,194,337,264,386,652,0,4,4,24,7,32,0,0,0,0,0,0,0,0,0,5,0
501021005,0,0,0,7,9,11,0,0,0,0,0,0,0,0,0,0,0,3,11,8,15,5,4,9,0,0,0,0,0,0,170,52,223,16,9,21,7,0,7,209,58,267,0,0,0,3,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,22,3,0,8,25,0,23,4,0,3,4,3,3,3,0,3,0,0,0,0,0,0,71,28,96,0,0,0,0,0,0,0,0,0,4,0,4,12,5,18,21,8,21,25,4,30,55,11,67,66,7,73,156,20,174,296,43,343,3,0,3,10,4,10,0,0,0,0,0,0,0,0,7,8,0,8,0,0,0,19,4,26,0,5,11,11,7,12,10,9,21,61,138,203,48,143,194,0,0,0,134,306,441,0,0,0,0,3,9,123,185,305,119,195,314,0,0,0,24,4,24,0,0,0,0,5,5,0,0,0,0,0
501021007,0,0,0,122,86,207,7,3,6,3,0,5,0,0,0,9,0,7,137,88,227,9,0,9,0,0,0,0,0,3,151,34,185,9,0,5,3,0,3,169,38,204,4,6,8,4,8,15,4,4,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,4,12,8,0,8,0,0,0,3,0,4,0,0,4,37,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,6,3,0,6,17,9,20,16,3,25,77,10,89,118,19,133,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,24,0,3,3,0,0,0,0,9,7,16,29,47,6,27,27,0,0,0,23,64,86,0,0,0,3,7,14,16,37,49,21,41,67,0,0,0,15,6,24,0,0,0,0,0,0,0,0,0,0,0
501021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,11,0,11,0,0,0,4,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,0,11,38,9,47,38,4,47,93,21,104,0,0,0,0,0,0,51,12,61,0,0,0,0,0,0,0,0,0,0,0,0,51,12,58,0,7,7,3,3,9,0,0,0,32,69,109,23,82,100,0,0,0,61,155,213,0,0,0,4,0,7,56,94,158,66,97,160,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0
501021009,0,0,0,19,11,36,0,0,0,0,0,0,0,0,0,3,0,3,27,11,39,17,8,21,545,89,631,0,0,0,79,12,98,0,0,0,4,0,4,650,108,756,17,4,17,3,9,13,0,3,3,5,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,5,931,150,1080,4,0,4,5,0,5,3,0,3,0,0,0,974,167,1138,0,0,0,366,49,416,0,0,0,9,6,8,74,10,90,458,65,523,15,0,15,32,7,39,83,9,94,131,27,156,259,35,298,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,4,0,0,0,11,5,11,7,4,11,6,7,13,3,12,14,50,113,157,17,79,95,0,0,0,74,216,296,0,0,0,27,64,90,60,112,172,88,174,264,4,3,6,28,18,45,7,0,7,0,0,0,0,0,0,0,0
501021010,0,0,0,113,64,170,0,0,0,24,0,20,0,0,0,7,5,13,136,65,202,9,0,7,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,16,5,19,16,5,23,10,12,20,11,15,29,0,0,0,284,49,334,0,0,0,0,0,0,17,4,18,0,0,0,20,3,24,0,0,0,11,0,11,3,0,3,0,0,0,10,3,17,3,0,6,390,93,486,0,0,0,0,0,0,3,0,3,0,0,0,22,10,31,26,8,36,14,4,12,12,0,15,21,11,28,69,23,92,117,37,152,0,0,0,8,4,16,8,0,13,0,0,0,3,0,3,0,0,0,3,0,3,24,4,32,3,5,5,0,0,5,0,9,8,3,7,13,3,11,12,0,0,0,12,24,41,0,0,0,13,15,32,27,27,59,34,45,87,10,0,10,162,23,186,0,0,0,0,0,0,0,0,0,0,0
