POW_SA2_CODE_2021,F_IDNS_H_0,F_IDNS_H_1_19,F_IDNS_H_20_29,F_IDNS_H_30_34,F_IDNS_H_35_39,F_IDNS_H_40_44,F_IDNS_H_45_49,F_IDNS_H_50ov,F_IDNS_H_NS,F_IDNS_H_Tot,F_Tot_H_0,F_Tot_H_1_19,F_Tot_H_20_29,F_Tot_H_30_34,F_Tot_H_35_39,F_Tot_H_40_44,F_Tot_H_45_49,F_Tot_H_50ov,F_Tot_H_NS,F_Tot_H_Tot,P_AgFF_H_0,P_AgFF_H_1_19,P_AgFF_H_20_29,P_AgFF_H_30_34,P_AgFF_H_35_39,P_AgFF_H_40_44,P_AgFF_H_45_49,P_AgFF_H_50ov,P_AgFF_H_NS,P_AgFF_H_Tot,P_Min_H_0,P_Min_H_1_19,P_Min_H_20_29,P_Min_H_30_34,P_Min_H_35_39,P_Min_H_40_44,P_Min_H_45_49,P_Min_H_50ov,P_Min_H_NS,P_Min_H_Tot,P_Mnf_H_0,P_Mnf_H_1_19,P_Mnf_H_20_29,P_Mnf_H_30_34,P_Mnf_H_35_39,P_Mnf_H_40_44,P_Mnf_H_45_49,P_Mnf_H_50ov,P_Mnf_H_NS,P_Mnf_H_Tot,P_EGWWS_H_0,P_EGWWS_H_1_19,P_EGWWS_H_20_29,P_EGWWS_H_30_34,P_EGWWS_H_35_39,P_EGWWS_H_40_44,P_EGWWS_H_45_49,P_EGWWS_H_50ov,P_EGWWS_H_NS,P_EGWWS_H_Tot,P_Const_H_0,P_Const_H_1_19,P_Const_H_20_29,P_Const_H_30_34,P_Const_H_35_39,P_Const_H_40_44,P_Const_H_45_49,P_Const_H_50ov,P_Const_H_NS,P_Const_H_Tot,P_WST_H_0,P_WST_H_1_19,P_WST_H_20_29,P_WST_H_30_34,P_WST_H_35_39,P_WST_H_40_44,P_WST_H_45_49,P_WST_H_50ov,P_WST_H_NS,P_WST_H_Tot,P_RetT_H_0,P_RetT_H_1_19,P_RetT_H_20_29,P_RetT_H_30_34,P_RetT_H_35_39,P_RetT_H_40_44,P_RetT_H_45_49,P_RetT_H_50ov,P_RetT_H_NS,P_RetT_H_Tot,P_AcFd_H_0,P_AcFd_H_1_19,P_AcFd_H_20_29,P_AcFd_H_30_34,P_AcFd_H_35_39,P_AcFd_H_40_44,P_AcFd_H_45_49,P_AcFd_H_50ov,P_AcFd_H_NS,P_AcFd_H_Tot,P_TPW_H_0,P_TPW_H_1_19,P_TPW_H_20_29,P_TPW_H_30_34,P_TPW_H_35_39,P_TPW_H_40_44,P_TPW_H_45_49,P_TPW_H_50ov,P_TPW_H_NS,P_TPW_H_Tot,P_IMT_H_0,P_IMT_H_1_19,P_IMT_H_20_29,P_IMT_H_30_34,P_IMT_H_35_39,P_IMT_H_40_44,P_IMT_H_45_49,P_IMT_H_50ov,P_IMT_H_NS,P_IMT_H_Tot,P_FinIns_H_0,P_FinIns_H_1_19,P_FinIns_H_20_29,P_FinIns_H_30_34,P_FinIns_H_35_39,P_FinIns_H_40_44,P_FinIns_H_45_49,P_FinIns_H_50ov,P_FinIns_H_NS,P_FinIns_H_Tot,P_RHRE_H_0,P_RHRE_H_1_19,P_RHRE_H_20_29,P_RHRE_H_30_34,P_RHRE_H_35_39,P_RHRE_H_40_44,P_RHRE_H_45_49,P_RHRE_H_50ov,P_RHRE_H_NS,P_RHRE_H_Tot,P_ProSTS_H_0,P_ProSTS_H_1_19,P_ProSTS_H_20_29,P_ProSTS_H_30_34,P_ProSTS_H_35_39,P_ProSTS_H_40_44,P_ProSTS_H_45_49,P_ProSTS_H_50ov,P_ProSTS_H_NS,P_ProSTS_H_Tot,P_AdSup_H_0,P_AdSup_H_1_19,P_AdSup_H_20_29,P_AdSup_H_30_34,P_AdSup_H_35_39,P_AdSup_H_40_44,P_AdSup_H_45_49,P_AdSup_H_50ov,P_AdSup_H_NS,P_AdSup_H_Tot,P_PubAS_H_0,P_PubAS_H_1_19,P_PubAS_H_20_29,P_PubAS_H_30_34,P_PubAS_H_35_39,P_PubAS_H_40_44,P_PubAS_H_45_49,P_PubAS_H_50ov,P_PubAS_H_NS,P_PubAS_H_Tot,P_EdTrn_H_0,P_EdTrn_H_1_19,P_EdTrn_H_20_29,P_EdTrn_H_30_34,P_EdTrn_H_35_39,P_EdTrn_H_40_44,P_EdTrn_H_45_49,P_EdTrn_H_50ov,P_EdTrn_H_NS,P_EdTrn_H_Tot,P_HltHC_SA_H_0,P_HltHC_SA_H_1_19,P_HltHC_SA_H_20_29,P_HltHC_SA_H_30_34,P_HltHC_SA_H_35_39,P_HltHC_SA_H_40_44,P_HltHC_SA_H_45_49,P_HltHC_SA_H_50ov,P_HltHC_SA_H_NS,P_HltHC_SA_H_Tot,P_ArtsR_H_0,P_ArtsR_H_1_19,P_ArtsR_H_20_29,P_ArtsR_H_30_34,P_ArtsR_H_35_39,P_ArtsR_H_40_44,P_ArtsR_H_45_49,P_ArtsR_H_50ov,P_ArtsR_H_NS,P_ArtsR_H_Tot
506031128,0,14,5,0,0,0,0,0,12,35,41,347,261,160,171,122,32,63,15,1218,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,13,0,16,7,0,7,0,0,3,3,34,0,0,0,0,0,0,0,0,0,7,0,9,14,8,11,32,7,12,0,95,0,0,4,0,0,0,0,0,0,9,21,173,98,49,59,48,14,10,0,453,5,71,41,14,13,16,5,3,0,157,0,10,6,6,9,4,0,4,0,46,0,3,0,0,0,0,0,0,0,11,0,5,8,6,8,0,3,3,0,28,0,3,4,4,3,6,0,8,0,32,0,20,23,9,5,12,3,6,0,80,0,13,9,9,6,10,0,6,0,56,0,4,0,0,8,7,4,0,0,22,20,93,76,64,63,62,34,50,0,468,6,57,70,48,72,22,0,17,8,299,0,9,9,3,4,4,0,4,0,31
506031129,0,9,5,0,0,9,0,0,5,30,42,447,248,126,143,113,29,67,13,1221,0,0,0,0,0,0,0,3,0,3,0,7,4,0,0,0,0,4,0,23,0,8,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,10,11,0,14,22,6,17,0,85,0,4,6,0,0,5,0,0,0,12,11,62,35,12,15,16,4,9,3,160,4,120,31,16,7,8,3,8,0,204,0,8,7,8,3,0,4,3,0,41,5,9,3,0,0,6,0,3,0,17,0,11,10,0,10,14,5,3,0,53,0,10,9,4,12,12,4,9,3,69,3,26,27,17,19,21,3,21,0,129,0,19,10,0,3,3,0,3,0,41,9,54,24,14,19,15,0,0,0,124,13,114,63,47,40,33,19,35,3,356,8,94,82,48,70,43,8,26,4,380,0,10,0,0,0,0,0,0,0,21
506031130,18,56,56,30,92,91,16,17,67,444,184,470,547,347,1125,1096,251,421,93,4532,4,10,3,12,17,36,8,21,4,112,117,43,42,40,198,419,163,768,30,1823,95,184,179,127,927,1082,359,565,16,3530,7,8,13,15,70,77,31,74,3,310,56,77,83,84,345,644,210,547,21,2053,80,96,105,78,582,702,240,505,14,2410,24,58,47,36,238,256,63,120,0,839,0,25,12,6,18,13,7,26,0,119,97,225,289,162,629,779,362,720,39,3295,0,3,7,0,33,14,4,5,0,77,0,7,6,3,39,31,14,16,0,112,14,25,29,13,79,118,51,96,3,427,18,32,36,31,104,187,60,71,0,545,14,44,56,23,91,105,34,51,4,413,10,21,14,15,71,70,29,30,3,272,9,12,11,12,34,18,4,18,0,117,9,42,38,20,48,23,7,19,0,212,7,15,15,14,56,37,11,15,0,162
506031131,3,30,17,12,12,12,5,3,7,105,85,829,543,291,373,311,76,154,31,2692,0,0,0,0,0,0,0,4,0,4,3,0,5,0,0,4,0,8,0,25,3,37,24,18,59,52,19,25,0,239,0,0,0,0,0,0,0,0,0,8,4,37,38,18,45,125,26,65,3,366,0,11,8,10,5,13,4,19,0,73,17,238,132,58,77,60,25,41,9,651,0,242,88,22,41,31,14,38,0,483,0,17,11,8,14,16,5,15,4,87,0,19,4,6,9,0,0,4,0,41,6,0,11,11,6,18,4,4,0,66,3,19,8,11,24,23,5,22,0,108,9,68,38,23,53,84,28,43,0,344,0,27,11,5,19,25,5,7,5,108,3,18,14,6,18,14,3,5,0,69,33,227,155,112,132,134,46,112,9,956,25,129,104,64,91,62,14,14,7,507,4,71,16,7,3,5,0,10,0,115
506041132,3,23,18,9,16,9,0,3,15,92,72,362,380,188,365,248,57,116,25,1816,0,0,4,0,3,0,0,4,0,17,5,4,6,0,24,28,9,13,5,90,5,12,21,15,45,58,17,39,3,214,0,0,0,0,3,11,8,9,0,35,8,33,38,25,125,200,52,123,7,615,6,17,13,14,43,37,24,17,0,182,17,132,137,39,155,117,42,62,0,692,3,73,32,14,14,15,0,17,0,163,13,36,40,34,120,141,68,121,11,583,0,0,3,0,4,13,4,0,0,27,7,0,4,0,21,11,5,4,0,56,3,8,3,3,31,28,7,16,0,102,0,10,11,15,30,23,7,13,0,117,3,36,23,0,12,12,0,3,3,99,12,5,14,10,38,14,4,5,0,98,25,90,102,74,121,113,23,56,4,614,7,50,69,41,67,30,6,14,0,281,5,18,7,0,6,10,3,0,0,43
506041133,4,15,18,3,12,10,6,6,10,85,94,503,402,199,477,382,92,147,38,2336,0,0,0,0,0,0,0,5,0,7,5,0,0,0,4,3,0,0,0,18,0,17,18,9,30,29,8,26,0,142,0,3,0,0,0,0,0,0,0,4,9,21,22,15,54,64,23,44,3,241,0,16,12,3,17,17,0,5,0,77,8,86,66,35,52,42,15,13,3,324,6,144,47,13,28,25,8,10,3,274,0,16,17,6,15,24,8,12,0,107,0,6,4,0,10,9,3,0,0,29,0,10,9,8,8,11,4,4,0,56,0,14,5,0,8,11,4,0,0,41,0,33,24,14,34,34,6,20,3,158,3,32,32,15,14,16,4,10,0,112,111,44,43,14,193,415,91,133,16,1053,23,143,97,58,127,104,33,52,4,652,26,100,122,73,159,88,19,39,9,635,3,7,7,3,9,6,0,3,0,46
506041134,3,8,6,0,3,3,0,3,11,42,105,441,487,275,422,257,69,132,22,2216,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,11,0,7,0,4,5,7,0,3,0,33,0,0,0,0,0,0,0,0,0,0,4,27,16,14,27,35,11,24,0,156,0,0,5,0,3,0,0,0,0,11,24,101,89,40,59,52,10,33,8,408,11,178,88,24,32,17,3,18,3,383,4,4,15,10,15,18,4,21,6,106,0,0,0,0,0,0,0,0,0,5,0,5,5,4,4,4,0,5,0,16,0,4,4,3,3,8,0,6,0,30,0,14,16,14,14,26,4,11,0,109,5,22,30,14,38,12,0,5,4,123,9,19,21,13,36,47,14,14,0,171,17,59,81,71,79,73,36,59,0,477,53,147,226,146,270,134,22,61,6,1072,0,3,0,3,5,0,0,7,0,14
506041135,0,5,4,7,8,0,0,0,6,31,46,351,283,127,237,130,47,64,19,1313,0,5,4,4,13,3,0,3,0,33,0,0,0,0,0,0,0,0,0,11,0,7,5,4,6,4,0,0,0,34,0,0,0,0,0,0,0,0,0,8,4,21,24,14,24,62,21,52,9,226,0,6,0,0,8,0,0,0,0,20,8,86,77,33,60,24,13,15,0,315,6,83,37,10,30,14,4,3,5,189,0,11,15,3,6,18,5,12,0,83,0,0,6,0,0,0,0,0,0,5,0,7,4,0,0,6,0,5,0,27,0,11,9,3,13,6,0,5,0,48,0,32,18,6,13,27,6,15,0,111,3,13,15,3,11,15,5,0,0,66,0,12,3,6,4,3,0,0,0,38,28,82,87,47,74,70,38,43,6,463,13,68,61,28,73,24,6,19,0,284,0,7,4,0,3,4,0,3,0,29
506041136,6,44,36,8,29,31,4,8,33,192,181,739,697,406,793,583,136,220,57,3825,0,5,4,9,7,18,5,20,0,57,27,11,14,6,50,113,47,175,3,451,31,67,85,53,258,282,101,192,10,1069,0,5,6,7,14,15,11,11,0,59,38,80,87,60,211,393,149,329,12,1355,4,17,18,16,71,95,14,53,3,286,44,294,175,85,218,138,45,110,9,1112,10,126,46,18,33,11,5,14,5,266,21,33,54,37,78,122,49,158,12,570,0,0,6,0,7,5,3,4,0,14,4,5,17,8,4,12,4,0,0,59,0,9,7,7,16,18,12,18,0,88,20,28,42,37,185,142,42,94,3,600,4,38,33,18,25,41,13,23,0,187,39,54,50,37,211,119,34,37,3,593,25,77,79,56,95,85,41,55,4,524,53,156,214,168,247,138,24,57,8,1075,3,9,8,3,10,8,4,3,0,43
506041137,0,12,11,8,8,3,0,0,10,54,57,573,343,231,300,174,50,104,31,1872,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,0,4,0,15,0,11,11,4,7,6,0,9,0,43,0,0,0,0,0,0,0,0,0,4,10,34,21,11,22,45,22,33,3,199,0,5,0,3,0,0,0,3,0,11,15,173,102,48,64,44,20,19,3,499,14,220,73,27,36,34,7,23,5,431,6,19,23,13,13,18,8,12,6,111,0,3,0,5,3,0,0,0,0,11,4,6,4,8,6,8,0,0,0,31,0,9,4,10,15,10,5,5,0,60,4,19,10,7,8,11,3,9,0,65,0,30,16,15,13,14,0,3,0,88,0,30,6,9,25,7,0,3,3,85,36,145,140,97,217,138,42,72,7,892,10,85,66,56,59,34,6,24,3,338,0,17,5,3,3,3,0,0,0,36
506051138,4,18,19,21,37,26,4,4,18,154,98,535,420,276,537,488,144,170,52,2718,0,8,5,6,11,13,3,15,0,58,23,13,12,6,44,82,31,149,3,355,15,29,40,15,270,307,143,215,4,1035,10,6,10,7,54,59,12,36,0,199,21,40,38,32,66,155,66,150,5,572,9,26,22,20,130,141,57,67,0,477,23,136,102,51,83,64,31,32,7,520,12,172,70,19,31,19,5,18,4,352,42,103,101,87,249,489,229,445,29,1765,0,3,3,0,8,9,4,0,0,28,0,8,3,0,26,17,11,8,0,74,0,3,8,3,29,22,16,49,0,131,0,28,20,18,18,43,11,27,0,167,13,32,31,13,61,67,13,32,3,256,8,9,14,6,24,57,24,18,3,160,21,116,75,66,88,101,39,60,3,568,5,61,57,50,79,29,10,17,6,304,4,7,9,5,0,11,6,0,0,40
506051139,0,8,10,5,3,7,0,0,7,42,34,292,238,119,195,135,35,58,21,1131,0,6,10,0,9,3,0,0,7,39,8,3,5,4,6,13,3,32,3,69,0,9,7,12,9,11,5,22,0,74,0,0,4,0,0,3,0,0,0,8,4,26,31,19,47,97,50,92,4,364,0,3,13,4,14,16,6,7,0,64,5,67,52,16,33,15,7,28,0,227,10,119,51,16,18,15,6,5,0,247,5,20,9,21,32,62,35,101,6,288,0,0,0,3,0,0,0,0,0,4,0,0,0,4,4,4,0,0,0,16,0,6,6,8,23,16,9,15,0,83,0,13,6,3,5,13,4,13,0,53,0,16,16,6,19,17,3,0,3,75,0,4,0,5,9,0,0,0,0,13,7,51,37,19,35,22,13,21,3,203,12,54,65,47,67,44,15,18,4,326,0,0,3,0,0,0,3,0,0,14
506051140,0,12,4,4,0,5,0,0,6,32,93,587,403,251,334,224,76,119,17,2111,0,5,0,0,0,8,0,4,0,23,0,5,4,5,3,0,5,10,0,28,4,16,12,8,12,23,10,11,0,92,0,0,0,0,0,0,0,0,0,4,8,53,32,22,38,66,5,50,0,271,4,3,3,0,3,8,0,0,0,32,26,161,108,57,86,69,33,28,8,565,13,156,63,24,36,24,7,27,0,350,3,6,10,7,8,12,7,9,0,65,0,6,5,3,0,3,0,0,0,19,0,5,5,0,11,10,5,8,0,51,4,14,8,7,17,14,3,16,0,83,4,58,37,21,27,39,10,31,3,232,4,30,14,7,7,13,0,6,0,87,12,22,18,11,60,29,5,11,0,167,21,107,74,71,73,67,35,44,0,502,27,107,106,81,87,74,20,27,0,531,4,18,9,7,16,8,0,4,0,67
506051141,0,11,4,5,8,7,0,0,11,53,69,377,300,156,209,162,66,104,26,1469,4,27,23,14,21,16,4,36,3,148,0,4,0,0,3,4,0,5,0,19,3,21,19,4,15,29,17,23,3,139,0,0,0,0,5,8,0,3,0,20,8,46,27,11,36,69,13,40,4,249,0,7,6,3,10,10,8,5,0,54,7,51,23,11,15,11,3,12,0,136,6,61,27,11,13,12,3,17,0,154,0,15,12,10,36,27,17,19,3,132,0,3,0,0,0,3,0,0,0,17,0,10,0,0,0,9,0,4,0,24,0,12,7,3,4,4,0,0,0,27,11,31,15,11,15,23,9,12,0,124,5,14,9,0,8,16,0,0,0,61,8,8,4,4,28,6,6,3,0,66,36,105,110,71,119,110,62,89,0,697,15,61,64,51,62,32,4,12,10,308,0,36,8,0,3,9,0,0,0,55
506061142,0,20,9,3,5,5,0,4,7,59,83,548,406,249,304,178,66,137,31,2002,0,4,0,0,4,0,7,0,0,18,0,7,0,0,9,0,3,15,0,31,0,15,11,7,17,21,4,20,0,91,0,0,0,0,4,0,0,0,0,4,8,36,24,26,37,100,34,70,5,337,0,4,5,0,0,5,0,3,0,17,20,129,92,50,58,28,11,22,7,415,12,217,70,34,40,29,14,20,6,438,0,19,15,9,8,21,8,13,3,87,0,0,0,0,3,0,0,3,0,7,0,5,5,0,0,4,0,9,0,23,0,4,4,3,0,6,0,0,0,17,0,24,22,14,17,13,11,12,0,117,3,28,13,15,3,11,5,4,5,85,0,3,3,0,4,0,0,0,0,16,30,96,109,103,130,97,51,100,6,728,19,76,98,61,69,35,5,22,5,397,0,37,13,0,6,7,0,9,0,69
506061143,5,9,7,6,11,5,4,0,11,59,44,186,148,92,148,144,27,70,14,871,10,27,28,21,62,60,16,42,3,263,0,0,8,0,0,0,3,11,0,28,6,24,13,10,40,30,14,26,0,159,0,0,0,0,0,7,0,0,0,10,13,35,25,19,55,112,80,121,0,453,7,11,10,4,13,13,9,4,0,72,8,21,19,11,12,9,7,5,0,92,3,30,12,4,10,9,0,0,5,75,3,6,9,3,8,14,8,20,0,73,0,0,0,4,5,3,3,5,0,13,0,0,0,0,0,0,3,0,0,6,0,3,6,4,11,4,0,11,0,34,0,9,11,15,7,8,0,13,0,60,4,18,16,5,10,11,7,17,0,82,18,6,13,8,66,83,11,11,0,218,10,21,24,12,26,39,14,21,0,158,0,9,7,9,6,5,4,6,0,42,0,6,5,3,7,7,0,12,0,35
506061144,0,4,9,3,5,4,0,0,0,22,27,128,82,48,66,70,14,37,12,486,12,26,27,22,12,39,8,54,0,202,3,5,0,0,8,0,0,10,4,36,0,8,4,0,9,8,10,3,0,33,0,4,0,0,0,0,0,0,0,3,6,7,8,5,11,27,14,21,0,90,0,5,3,0,0,0,0,0,0,14,0,15,3,5,3,3,0,3,0,35,4,24,15,8,7,7,0,3,3,69,5,11,7,7,3,9,0,12,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,11,0,4,0,0,0,0,0,3,0,8,0,12,12,5,3,11,0,6,0,44,0,10,6,0,3,3,0,0,0,27,27,7,7,7,32,82,13,19,0,194,4,11,15,8,20,10,4,5,0,77,0,13,4,4,7,0,5,3,0,40,4,14,7,6,5,5,3,14,0,53
506071145,0,12,3,3,4,14,0,0,4,51,84,479,425,239,357,253,85,131,22,2081,4,3,4,0,6,8,0,0,0,19,6,11,3,3,3,9,15,23,3,79,0,8,6,0,6,7,0,4,0,28,0,0,0,0,0,0,0,0,0,0,5,13,20,8,20,57,15,35,0,169,0,0,0,3,4,0,0,6,0,13,6,68,27,14,21,28,12,17,7,198,5,136,67,29,49,45,14,19,6,363,0,6,5,3,8,6,0,5,0,28,3,3,8,0,10,10,0,0,0,45,3,11,23,6,22,38,0,24,0,135,0,20,19,14,32,25,5,28,0,132,13,39,42,29,49,68,9,50,0,299,5,32,23,4,24,30,9,13,0,136,6,11,4,6,43,14,3,9,0,95,35,103,111,52,88,83,49,87,3,604,34,154,166,128,175,96,23,51,11,837,3,12,9,4,6,3,4,7,0,47
506071146,6,7,5,7,3,9,0,3,6,46,71,421,356,207,294,168,59,83,14,1666,0,4,0,0,4,0,0,0,0,8,0,8,4,0,3,7,3,7,0,23,0,4,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,5,8,14,10,11,33,7,18,5,101,0,9,4,0,0,0,0,0,0,6,17,88,39,17,27,21,16,16,3,243,7,184,77,33,26,36,10,4,6,380,0,10,7,0,5,8,0,3,0,34,0,0,4,0,0,0,0,0,0,7,0,6,5,0,12,9,0,4,0,41,0,8,0,0,4,6,0,3,0,29,6,28,32,19,30,28,8,29,0,169,0,14,17,7,6,5,0,0,0,47,0,7,4,0,21,0,0,9,0,40,16,118,77,40,102,80,41,73,0,548,32,137,161,133,203,77,20,40,3,813,0,21,9,0,0,0,0,4,0,38
506071147,0,29,31,7,24,19,6,16,31,158,220,932,868,493,892,713,163,321,56,4651,0,7,6,3,17,14,3,9,4,64,31,23,22,28,36,85,30,120,3,381,0,9,16,6,19,13,0,8,0,68,0,0,0,0,9,11,0,6,0,23,14,26,32,30,41,132,54,86,3,412,3,7,9,7,10,20,0,9,0,57,13,135,72,16,45,42,18,32,0,381,15,233,141,57,96,97,50,42,14,745,3,11,3,8,14,19,0,14,0,74,3,7,10,7,6,7,0,4,0,40,3,45,56,20,51,78,21,41,4,318,6,35,36,18,43,67,20,51,0,274,43,131,110,66,286,286,69,140,5,1137,3,42,36,28,26,51,9,13,0,197,73,72,100,82,415,224,55,62,0,1089,42,210,159,99,152,132,49,129,7,978,39,211,250,160,231,141,35,72,6,1134,14,57,35,26,52,59,16,38,0,292
507011148,4,10,11,0,4,4,0,4,11,43,64,408,346,189,280,174,69,103,23,1668,0,3,3,3,3,4,0,0,0,19,4,0,0,0,4,0,0,8,0,18,0,15,8,0,3,8,5,11,0,50,0,0,0,0,3,0,0,0,0,5,3,36,22,25,27,62,26,54,4,256,0,0,3,3,6,7,0,3,0,30,9,117,73,23,48,28,16,16,0,335,0,34,21,6,14,4,0,3,0,92,5,7,7,7,9,8,7,8,0,54,0,0,0,0,6,0,0,0,0,9,4,5,11,0,0,7,0,10,0,33,0,10,3,3,3,5,3,5,0,40,3,22,10,7,13,28,6,21,0,113,0,18,12,9,12,18,4,8,0,81,0,13,6,6,10,7,0,7,0,45,24,113,118,68,90,97,49,65,3,631,24,85,110,64,124,59,15,32,8,524,0,8,0,0,4,0,4,8,0,23
507011150,12,43,41,32,65,71,8,9,30,304,83,479,435,242,649,588,115,172,49,2816,3,12,7,11,18,40,0,12,0,106,19,15,15,7,38,86,35,135,5,366,42,115,125,99,583,567,226,411,16,2182,3,18,14,11,61,82,28,75,0,288,39,70,72,60,294,542,211,477,17,1774,32,60,47,50,210,283,78,137,7,901,12,66,54,27,134,153,31,78,5,558,3,35,25,9,18,22,3,18,6,141,31,49,61,43,187,215,110,241,11,945,0,3,0,3,0,9,0,5,0,19,0,0,5,0,6,3,0,3,0,19,0,13,5,6,9,18,11,14,0,75,24,49,41,30,77,186,45,99,3,562,10,81,50,23,51,47,11,17,4,296,6,18,17,14,91,81,20,40,0,289,3,84,34,22,33,26,14,14,0,226,0,21,23,8,17,18,0,5,7,99,6,53,22,4,20,29,11,21,3,161
507011151,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,5,13,0,0,3,0,0,0,3,20,31,177,119,58,87,80,16,33,7,601,0,10,0,4,0,6,0,0,0,18,0,0,0,0,3,3,0,3,5,15,0,6,0,0,5,9,0,6,0,29,5,0,0,0,12,11,5,4,0,30,0,17,16,14,23,29,13,19,0,126,0,0,5,0,4,0,0,0,0,9,4,7,4,3,9,0,0,6,0,37,0,40,23,7,24,7,3,9,0,123,3,9,7,3,5,18,10,17,0,67,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,6,0,3,0,18,0,8,5,0,3,0,0,6,0,21,3,11,10,9,26,91,7,21,0,181,0,11,3,9,6,3,0,4,0,34,9,4,0,0,11,8,0,0,0,32,11,47,40,28,46,33,12,18,0,234,3,19,18,9,8,3,4,5,0,73,0,4,0,0,3,0,0,3,0,12
507011153,0,3,7,0,0,0,0,0,0,13,30,133,104,58,70,67,12,17,3,498,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,5,3,4,0,4,0,7,0,26,0,0,0,0,0,0,0,0,0,4,3,7,7,4,5,23,0,14,0,67,0,0,5,0,3,3,0,3,0,16,10,43,34,13,27,14,7,0,0,152,0,6,5,4,5,7,0,0,0,24,0,11,3,0,7,0,0,5,0,27,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,13,0,4,0,3,0,4,3,0,0,10,0,13,10,3,4,12,6,0,0,48,0,9,13,0,4,3,0,3,0,37,0,4,3,0,7,0,0,0,0,21,5,23,26,18,22,13,6,7,0,113,16,37,29,24,20,18,4,8,0,150,0,6,3,0,0,0,0,0,0,11
507011154,0,15,10,6,5,9,4,0,3,46,50,287,264,141,174,139,36,77,17,1186,0,5,3,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,24,11,12,24,23,15,14,3,121,0,0,0,4,0,5,0,0,0,8,6,14,14,16,17,41,15,23,0,143,0,5,9,8,12,13,7,9,0,75,3,62,40,16,30,42,16,25,3,241,4,49,27,13,10,12,4,11,4,125,0,12,10,9,20,15,6,8,0,71,0,7,0,0,0,0,3,0,0,17,0,0,0,0,0,3,0,0,0,11,0,3,3,5,7,10,4,5,0,35,0,15,26,13,25,25,15,12,0,130,5,17,10,4,15,14,0,7,0,69,4,4,0,0,14,7,0,0,0,29,15,72,64,30,44,39,14,29,0,307,20,71,79,45,51,42,11,25,0,357,0,25,14,9,0,3,0,7,0,65
507011155,8,11,15,13,33,25,4,9,14,122,53,61,111,83,225,361,88,109,20,1118,0,0,0,0,0,0,0,0,0,0,9,7,9,11,67,79,15,90,6,289,78,46,82,88,489,1248,340,499,17,2896,3,3,0,7,17,30,14,33,0,104,28,28,36,36,149,343,143,610,15,1396,6,9,3,0,39,44,11,26,0,136,0,4,0,0,3,12,4,4,0,33,0,7,7,3,4,5,0,4,0,32,0,9,10,6,13,40,4,30,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,14,0,5,0,28,10,14,17,16,70,173,37,97,0,441,3,11,12,8,17,40,12,17,0,125,11,11,5,3,80,138,47,89,3,382,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5
507011158,0,0,0,10,0,3,0,0,0,19,17,103,93,63,90,54,10,22,3,462,0,5,0,3,3,4,3,9,0,25,0,0,4,0,0,7,0,0,0,7,3,4,6,6,12,11,5,5,0,47,0,0,0,0,0,3,0,0,0,3,0,0,5,3,11,23,3,10,0,69,0,6,0,0,4,8,4,0,0,23,6,45,27,15,20,9,4,5,0,120,7,30,8,6,9,5,0,7,0,68,0,3,0,3,8,5,0,10,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,9,0,0,3,0,0,0,0,15,3,11,8,8,5,30,5,26,0,100,0,9,3,0,13,3,0,0,0,29,0,0,0,0,4,0,0,3,0,11,0,5,0,5,6,0,0,0,0,23,12,36,52,30,40,26,5,14,4,214,0,0,0,0,0,0,0,0,0,0
