POW_SA2_CODE_2021,F_IDNS_H_0,F_IDNS_H_1_19,F_IDNS_H_20_29,F_IDNS_H_30_34,F_IDNS_H_35_39,F_IDNS_H_40_44,F_IDNS_H_45_49,F_IDNS_H_50ov,F_IDNS_H_NS,F_IDNS_H_Tot,F_Tot_H_0,F_Tot_H_1_19,F_Tot_H_20_29,F_Tot_H_30_34,F_Tot_H_35_39,F_Tot_H_40_44,F_Tot_H_45_49,F_Tot_H_50ov,F_Tot_H_NS,F_Tot_H_Tot,P_AgFF_H_0,P_AgFF_H_1_19,P_AgFF_H_20_29,P_AgFF_H_30_34,P_AgFF_H_35_39,P_AgFF_H_40_44,P_AgFF_H_45_49,P_AgFF_H_50ov,P_AgFF_H_NS,P_AgFF_H_Tot,P_Min_H_0,P_Min_H_1_19,P_Min_H_20_29,P_Min_H_30_34,P_Min_H_35_39,P_Min_H_40_44,P_Min_H_45_49,P_Min_H_50ov,P_Min_H_NS,P_Min_H_Tot,P_Mnf_H_0,P_Mnf_H_1_19,P_Mnf_H_20_29,P_Mnf_H_30_34,P_Mnf_H_35_39,P_Mnf_H_40_44,P_Mnf_H_45_49,P_Mnf_H_50ov,P_Mnf_H_NS,P_Mnf_H_Tot,P_EGWWS_H_0,P_EGWWS_H_1_19,P_EGWWS_H_20_29,P_EGWWS_H_30_34,P_EGWWS_H_35_39,P_EGWWS_H_40_44,P_EGWWS_H_45_49,P_EGWWS_H_50ov,P_EGWWS_H_NS,P_EGWWS_H_Tot,P_Const_H_0,P_Const_H_1_19,P_Const_H_20_29,P_Const_H_30_34,P_Const_H_35_39,P_Const_H_40_44,P_Const_H_45_49,P_Const_H_50ov,P_Const_H_NS,P_Const_H_Tot,P_WST_H_0,P_WST_H_1_19,P_WST_H_20_29,P_WST_H_30_34,P_WST_H_35_39,P_WST_H_40_44,P_WST_H_45_49,P_WST_H_50ov,P_WST_H_NS,P_WST_H_Tot,P_RetT_H_0,P_RetT_H_1_19,P_RetT_H_20_29,P_RetT_H_30_34,P_RetT_H_35_39,P_RetT_H_40_44,P_RetT_H_45_49,P_RetT_H_50ov,P_RetT_H_NS,P_RetT_H_Tot,P_AcFd_H_0,P_AcFd_H_1_19,P_AcFd_H_20_29,P_AcFd_H_30_34,P_AcFd_H_35_39,P_AcFd_H_40_44,P_AcFd_H_45_49,P_AcFd_H_50ov,P_AcFd_H_NS,P_AcFd_H_Tot,P_TPW_H_0,P_TPW_H_1_19,P_TPW_H_20_29,P_TPW_H_30_34,P_TPW_H_35_39,P_TPW_H_40_44,P_TPW_H_45_49,P_TPW_H_50ov,P_TPW_H_NS,P_TPW_H_Tot,P_IMT_H_0,P_IMT_H_1_19,P_IMT_H_20_29,P_IMT_H_30_34,P_IMT_H_35_39,P_IMT_H_40_44,P_IMT_H_45_49,P_IMT_H_50ov,P_IMT_H_NS,P_IMT_H_Tot,P_FinIns_H_0,P_FinIns_H_1_19,P_FinIns_H_20_29,P_FinIns_H_30_34,P_FinIns_H_35_39,P_FinIns_H_40_44,P_FinIns_H_45_49,P_FinIns_H_50ov,P_FinIns_H_NS,P_FinIns_H_Tot,P_RHRE_H_0,P_RHRE_H_1_19,P_RHRE_H_20_29,P_RHRE_H_30_34,P_RHRE_H_35_39,P_RHRE_H_40_44,P_RHRE_H_45_49,P_RHRE_H_50ov,P_RHRE_H_NS,P_RHRE_H_Tot,P_ProSTS_H_0,P_ProSTS_H_1_19,P_ProSTS_H_20_29,P_ProSTS_H_30_34,P_ProSTS_H_35_39,P_ProSTS_H_40_44,P_ProSTS_H_45_49,P_ProSTS_H_50ov,P_ProSTS_H_NS,P_ProSTS_H_Tot,P_AdSup_H_0,P_AdSup_H_1_19,P_AdSup_H_20_29,P_AdSup_H_30_34,P_AdSup_H_35_39,P_AdSup_H_40_44,P_AdSup_H_45_49,P_AdSup_H_50ov,P_AdSup_H_NS,P_AdSup_H_Tot,P_PubAS_H_0,P_PubAS_H_1_19,P_PubAS_H_20_29,P_PubAS_H_30_34,P_PubAS_H_35_39,P_PubAS_H_40_44,P_PubAS_H_45_49,P_PubAS_H_50ov,P_PubAS_H_NS,P_PubAS_H_Tot,P_EdTrn_H_0,P_EdTrn_H_1_19,P_EdTrn_H_20_29,P_EdTrn_H_30_34,P_EdTrn_H_35_39,P_EdTrn_H_40_44,P_EdTrn_H_45_49,P_EdTrn_H_50ov,P_EdTrn_H_NS,P_EdTrn_H_Tot,P_HltHC_SA_H_0,P_HltHC_SA_H_1_19,P_HltHC_SA_H_20_29,P_HltHC_SA_H_30_34,P_HltHC_SA_H_35_39,P_HltHC_SA_H_40_44,P_HltHC_SA_H_45_49,P_HltHC_SA_H_50ov,P_HltHC_SA_H_NS,P_HltHC_SA_H_Tot,P_ArtsR_H_0,P_ArtsR_H_1_19,P_ArtsR_H_20_29,P_ArtsR_H_30_34,P_ArtsR_H_35_39,P_ArtsR_H_40_44,P_ArtsR_H_45_49,P_ArtsR_H_50ov,P_ArtsR_H_NS,P_ArtsR_H_Tot
505011081,0,12,0,0,6,3,4,0,3,20,39,233,223,146,243,166,58,80,11,1207,0,6,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,0,0,13,0,0,0,0,0,9,0,3,0,12,0,0,0,0,0,0,0,0,0,5,0,18,17,7,14,42,9,20,0,123,0,0,0,0,0,4,0,3,0,15,4,29,19,5,11,8,4,10,0,97,0,45,14,7,12,11,4,14,0,100,3,4,4,0,3,0,0,0,0,20,0,3,4,0,0,0,0,5,0,12,4,0,3,0,0,0,0,0,0,14,0,0,3,3,4,5,0,0,0,21,0,10,9,5,8,12,3,9,0,57,0,18,3,5,3,7,0,0,0,40,0,0,0,6,7,12,0,3,0,24,35,90,121,90,177,146,57,78,7,800,6,45,46,28,36,19,3,11,3,190,0,0,0,0,0,3,0,0,0,6
505011082,0,13,3,0,3,0,0,0,7,31,30,252,166,99,99,115,43,48,12,865,0,4,0,0,0,0,3,3,0,9,0,0,5,0,0,10,0,0,0,18,0,3,6,0,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,4,3,22,23,10,17,53,9,25,0,165,0,3,0,4,0,8,0,7,0,22,5,44,24,7,13,15,5,3,0,115,0,65,32,16,25,13,8,12,0,170,5,5,0,4,0,7,0,0,0,24,0,3,3,3,0,0,0,5,0,13,0,7,11,4,5,17,0,0,0,49,0,16,3,4,3,9,5,3,0,53,3,42,23,13,20,37,9,21,0,171,0,8,3,5,0,4,0,3,0,24,0,0,0,0,3,0,0,0,0,12,17,45,55,30,38,80,35,49,4,350,4,35,20,17,24,10,3,0,0,117,0,6,8,0,0,0,0,0,0,10
505011083,0,6,0,0,0,3,0,0,0,20,35,295,211,96,145,89,35,61,12,981,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,7,0,12,0,13,0,8,6,4,7,0,0,42,0,0,0,0,0,0,0,0,0,4,10,16,16,17,9,22,3,16,3,112,0,6,3,0,4,0,0,0,0,12,3,94,53,19,31,20,5,13,0,247,8,76,37,13,22,18,10,16,0,205,0,3,3,5,0,3,0,0,0,15,0,0,0,0,0,6,0,0,0,8,0,0,3,0,3,7,0,0,0,18,0,0,3,0,4,0,0,4,0,21,0,26,5,5,4,13,6,13,0,77,0,12,4,0,4,7,3,5,3,32,3,4,3,4,14,6,3,0,0,36,10,66,60,35,61,53,27,52,0,365,5,61,49,32,45,18,6,8,0,226,0,8,3,0,0,0,0,0,0,15
505021084,10,43,53,20,46,41,3,10,45,263,207,839,837,487,1129,852,208,312,76,4948,4,5,13,7,16,25,11,13,0,90,8,0,11,0,28,43,20,74,0,197,21,47,72,57,293,275,78,93,8,948,32,35,39,45,257,165,58,97,3,719,43,97,130,99,378,787,232,453,23,2241,16,58,52,38,117,145,30,67,0,535,41,240,162,86,239,183,55,98,8,1109,54,109,55,40,122,152,39,198,11,774,6,26,44,13,42,68,17,22,3,242,3,11,10,8,37,35,17,21,0,142,3,28,40,22,51,53,11,43,0,246,3,8,16,9,26,42,16,26,0,139,32,100,111,59,366,372,101,162,11,1317,23,73,76,36,93,135,30,73,8,537,28,29,31,36,160,115,39,50,8,502,23,139,110,58,113,99,49,49,4,646,27,146,148,104,205,97,33,52,11,817,4,44,23,16,9,10,0,17,0,123
505021085,0,9,3,3,0,0,0,0,12,35,42,276,230,163,199,156,47,96,25,1242,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,9,3,0,3,19,0,8,4,50,0,0,0,0,0,0,0,0,0,3,8,14,3,14,22,21,11,18,0,110,0,0,0,0,0,6,0,0,0,4,0,44,29,14,24,13,3,16,0,146,0,12,3,4,4,4,0,8,0,42,0,12,24,16,13,20,11,14,5,122,0,3,0,5,0,6,0,0,0,8,3,0,0,0,8,8,0,5,0,15,0,0,4,0,6,4,3,5,0,19,5,18,13,3,3,14,0,11,3,67,0,35,11,7,9,3,5,0,0,69,0,20,5,6,8,3,0,5,0,52,36,158,157,122,183,146,48,87,4,944,14,39,44,24,65,27,13,19,0,248,0,8,7,0,3,4,0,0,0,13
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
505021088,0,17,15,3,7,5,0,3,5,54,115,888,533,229,361,259,73,95,21,2576,0,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,4,3,0,15,5,11,5,0,3,7,0,6,0,35,0,0,0,0,0,0,0,0,0,4,6,18,14,22,26,48,8,37,0,182,0,6,0,3,3,5,0,4,0,21,71,643,266,101,187,117,27,39,4,1460,18,291,117,41,58,44,15,32,9,622,0,14,10,9,3,11,0,9,0,52,0,4,9,0,5,9,3,0,0,32,6,15,12,10,23,25,4,14,0,103,0,19,13,7,16,17,3,10,0,87,10,54,37,13,60,77,25,41,0,319,6,25,30,12,16,19,3,9,0,118,3,6,3,4,12,11,3,6,0,51,10,67,45,25,41,47,24,22,0,274,23,118,119,82,103,63,11,32,3,555,4,22,13,9,9,3,0,9,0,68
505021089,0,23,15,8,5,14,0,0,18,80,163,1204,922,436,657,384,144,246,55,4211,0,4,3,0,0,0,0,3,0,10,6,3,3,0,0,8,0,10,0,32,0,21,14,9,19,12,3,15,0,93,0,6,0,0,3,0,0,4,0,7,20,43,42,23,59,166,54,153,4,571,0,18,5,9,15,18,0,8,0,76,48,633,365,141,238,101,45,41,20,1646,12,147,66,33,39,43,8,16,3,368,7,18,23,18,60,88,46,38,0,307,0,10,7,0,6,4,0,3,0,31,8,5,15,13,11,15,3,18,0,91,4,13,13,6,8,18,10,24,0,93,6,67,46,31,42,64,10,45,0,310,4,42,32,21,27,16,10,20,0,166,0,13,9,9,18,17,5,6,0,78,54,250,180,95,181,183,98,163,11,1211,53,221,266,157,220,90,19,47,7,1081,0,26,10,0,15,8,3,6,0,69
505021090,0,10,6,0,3,0,0,0,9,34,35,290,208,110,182,124,33,54,15,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,8,3,0,4,12,0,6,0,29,0,0,0,0,3,0,0,0,0,3,4,16,17,10,10,30,4,25,0,116,0,0,0,0,4,3,0,0,0,8,14,111,70,37,55,52,12,19,4,375,0,22,13,8,10,6,0,5,0,77,0,18,29,8,14,18,5,20,6,129,0,4,0,0,3,0,0,0,0,7,0,7,0,6,7,8,8,3,0,31,0,0,3,0,3,3,0,0,0,14,0,20,13,9,11,29,11,6,0,104,6,15,10,3,4,7,0,3,3,50,0,3,3,4,11,7,0,4,0,26,5,55,51,42,42,37,16,30,4,285,9,70,62,32,79,41,9,23,7,337,0,12,0,0,5,8,0,3,0,33
505021091,15,71,80,50,125,113,18,26,70,570,472,1405,1569,1070,2785,2007,487,677,146,10610,3,17,22,25,49,82,12,14,3,225,28,14,12,15,54,131,44,134,7,438,43,113,130,128,482,471,137,227,20,1752,8,3,12,9,56,40,9,19,0,158,80,147,198,163,626,1454,440,910,45,4049,36,76,78,62,362,375,109,176,4,1284,87,299,372,221,580,500,156,268,15,2497,11,67,49,15,48,62,13,48,4,325,19,77,86,28,82,88,39,50,5,475,38,87,89,89,239,203,72,127,3,948,10,40,44,40,94,140,38,89,0,500,5,22,24,24,58,75,23,64,0,293,37,132,155,114,466,585,151,257,3,1905,27,146,91,61,168,148,46,76,3,770,105,86,145,116,826,408,95,100,14,1900,27,103,46,35,193,109,20,34,0,565,152,496,527,354,928,380,121,204,35,3200,23,63,46,46,134,121,26,40,3,502
505021092,7,9,9,4,4,9,0,6,7,46,65,483,358,206,260,171,51,88,18,1711,0,5,3,0,0,0,0,0,0,9,3,3,4,0,9,4,0,5,0,32,0,5,8,3,10,0,0,4,0,40,0,0,0,0,0,3,0,0,0,3,5,28,18,15,38,66,12,32,3,210,0,4,3,0,0,0,0,4,0,14,8,70,48,17,25,23,14,13,0,219,21,286,180,87,123,81,34,56,6,880,0,8,4,0,4,4,0,4,0,27,0,0,4,0,5,4,5,0,0,19,0,4,7,12,9,7,3,12,0,52,0,17,13,4,25,31,6,18,0,122,8,50,47,37,35,67,16,30,5,281,6,23,23,14,16,3,0,12,0,101,4,17,19,9,13,41,3,13,0,120,10,61,28,25,22,17,4,18,0,189,20,71,79,56,69,36,20,27,0,378,0,27,9,6,4,6,0,0,0,58
505021093,4,25,20,6,25,18,3,9,20,144,180,626,606,461,873,609,145,187,50,3730,0,5,3,0,7,4,0,3,0,16,0,4,6,0,10,16,7,24,0,75,12,60,28,25,247,153,37,44,3,610,0,0,5,7,4,13,0,5,0,31,25,51,62,49,128,310,88,194,8,919,5,15,11,13,34,48,15,31,0,163,12,99,68,36,113,96,19,82,0,527,14,54,49,18,26,35,8,29,4,232,3,17,17,5,22,26,3,12,0,110,0,3,6,6,17,24,5,4,0,65,7,23,35,28,56,67,23,38,0,283,3,13,16,16,26,35,9,22,0,144,8,63,78,45,148,166,37,85,4,640,17,69,67,43,58,55,12,17,5,340,25,55,58,53,311,164,33,35,6,739,7,58,35,27,38,29,10,20,0,227,106,206,233,243,358,264,62,95,14,1575,0,16,7,0,10,9,3,6,0,59
505021094,0,3,0,5,5,0,0,4,0,24,39,295,157,85,91,84,30,50,9,838,0,3,0,0,0,5,0,0,0,11,0,6,3,0,0,7,0,4,0,11,0,3,0,0,0,5,0,3,0,26,0,0,0,0,0,0,0,0,0,0,3,33,23,6,9,41,4,24,4,140,0,0,0,0,0,0,0,3,0,7,8,62,21,8,10,11,3,12,0,141,15,129,54,22,27,22,12,12,4,297,0,4,0,0,0,4,0,0,0,12,0,4,0,0,0,3,0,4,0,14,0,6,3,10,5,13,0,11,0,52,0,6,14,15,13,20,7,19,0,92,0,38,20,13,14,35,5,20,0,150,0,24,5,0,3,9,0,0,0,43,3,7,10,3,12,3,3,0,0,33,7,41,31,19,9,24,10,16,4,167,3,31,6,11,10,6,3,4,0,78,0,26,4,7,5,6,0,4,0,45
505021095,0,6,7,6,11,3,0,0,3,33,42,213,169,112,190,110,33,77,14,964,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,0,14,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,10,7,9,12,53,13,30,0,133,0,0,4,0,0,5,0,0,0,6,0,19,21,3,13,16,0,16,0,89,14,112,47,25,35,19,5,18,0,274,0,10,4,5,5,6,0,6,0,31,0,0,0,0,0,3,0,0,0,11,0,5,4,4,7,5,5,3,0,32,0,9,4,4,13,4,3,3,0,35,0,14,12,7,12,22,4,7,0,89,0,11,9,7,10,11,0,0,0,49,0,11,8,10,8,9,0,4,0,42,10,57,51,45,59,64,24,58,0,372,11,55,46,34,61,13,6,13,4,247,0,33,13,3,25,18,6,12,0,128
505021096,0,13,10,3,4,3,0,0,5,46,64,510,366,200,237,230,93,143,18,1856,0,0,3,0,0,0,0,0,0,8,0,3,0,3,0,5,0,8,0,22,0,20,6,3,4,14,3,0,0,50,0,0,0,0,0,0,0,0,0,0,4,14,14,10,15,23,9,29,4,119,0,4,4,9,8,9,0,6,0,29,8,125,67,24,31,35,21,19,4,330,5,95,40,15,20,15,4,12,0,214,0,5,4,0,5,4,0,6,0,20,3,33,7,3,6,9,3,0,0,69,3,9,5,9,8,7,0,7,0,42,0,13,9,4,6,6,0,3,0,52,3,64,32,16,10,43,9,29,0,210,5,27,10,3,6,5,0,3,0,59,0,10,3,4,8,3,0,0,4,31,47,224,154,102,152,239,105,189,8,1220,7,74,103,47,66,42,8,26,5,379,0,21,12,7,8,11,5,8,0,71
505021097,0,8,14,8,3,4,0,0,12,50,85,469,443,296,393,234,67,128,29,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,12,3,5,6,13,3,0,0,50,0,0,0,0,0,4,0,0,0,5,0,27,22,23,23,35,15,22,8,175,0,0,3,4,0,0,3,3,0,18,10,118,74,41,49,34,9,23,3,368,7,95,37,13,28,20,8,14,5,224,0,7,13,6,3,9,7,8,0,47,0,3,0,0,0,0,0,0,0,15,0,18,9,0,11,10,0,3,0,52,0,7,14,3,13,17,0,8,0,64,4,44,29,20,29,47,4,25,3,202,0,23,21,5,11,11,0,8,0,81,0,12,4,0,0,9,0,0,0,30,12,75,60,50,62,45,23,38,4,371,57,188,252,189,328,156,42,94,7,1320,6,14,5,3,3,10,3,6,0,49
505021301,0,14,11,3,3,4,0,0,19,64,129,651,506,272,612,298,84,129,47,2720,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,14,0,4,5,0,8,9,4,9,0,33,0,0,0,0,0,0,0,0,0,3,5,17,15,7,20,33,12,30,0,134,0,0,0,0,0,7,0,4,0,10,43,314,183,74,126,64,13,27,12,854,7,174,57,20,22,32,3,12,3,333,0,10,4,6,6,7,0,0,0,35,0,0,0,0,4,0,0,0,0,10,5,5,8,8,7,14,0,3,0,41,5,20,7,4,28,19,5,14,0,105,0,28,15,14,29,23,6,20,3,143,3,17,26,14,59,18,6,12,3,156,29,34,36,29,127,111,24,28,4,434,24,98,88,56,92,65,36,39,4,504,42,138,163,96,294,130,20,60,6,953,0,5,9,4,11,0,0,3,0,32
505021302,0,12,12,0,0,4,0,3,4,39,34,245,201,97,164,109,32,62,13,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,15,6,9,12,5,3,8,0,55,0,0,0,0,0,0,0,0,0,0,5,16,17,8,21,31,22,21,0,154,0,0,3,7,0,3,0,0,0,20,8,115,60,31,39,30,9,13,5,310,4,35,14,8,15,6,5,15,0,102,0,6,4,0,3,6,0,3,0,32,0,0,0,0,0,0,0,0,0,5,0,3,4,4,7,5,0,5,0,35,0,5,7,4,0,3,0,5,0,36,0,23,18,6,4,20,3,15,0,88,0,12,11,0,0,8,0,5,0,42,0,5,10,3,10,21,0,4,0,49,14,67,57,20,72,61,21,31,3,350,10,30,41,13,38,19,3,10,0,160,0,3,3,7,9,5,4,0,0,33
505031098,5,7,4,0,3,0,0,4,5,18,34,195,163,87,144,101,30,79,13,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,6,0,5,3,3,0,5,0,28,3,0,3,0,8,0,0,0,0,16,0,17,18,11,19,30,9,19,0,130,0,0,3,0,0,3,0,0,0,13,9,102,70,20,47,25,4,11,8,299,0,50,26,3,8,9,6,12,0,110,0,9,8,5,4,0,3,11,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,0,5,0,0,0,4,0,0,0,8,0,4,7,0,6,4,0,7,0,30,0,12,4,6,3,5,0,3,0,34,0,0,0,6,6,0,0,0,0,10,19,47,67,40,73,83,20,70,0,421,8,28,33,29,41,15,0,12,3,165,0,5,0,0,0,0,0,0,0,7
505031099,0,9,7,7,4,10,3,4,16,69,89,659,508,290,390,252,78,136,40,2445,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,11,0,20,0,9,5,5,0,23,7,12,0,58,0,0,0,0,0,0,0,0,0,4,3,27,16,20,38,71,5,63,7,259,0,0,0,0,4,0,0,0,0,6,18,269,132,59,94,41,33,22,9,676,14,240,86,19,32,21,3,11,4,434,10,18,8,14,16,47,13,18,5,142,0,0,0,0,0,6,0,0,0,11,0,0,0,3,5,9,3,5,0,29,0,3,4,0,7,11,0,3,0,28,6,10,12,8,14,27,0,12,0,86,3,37,16,9,15,11,7,12,0,110,6,14,14,7,12,16,8,4,0,90,43,126,144,121,179,149,44,110,4,925,27,107,144,104,130,67,16,31,6,626,0,35,5,3,8,4,3,0,3,63
505031100,3,13,8,11,8,7,0,0,17,74,69,451,359,170,268,219,64,106,25,1731,0,13,12,12,7,19,11,8,3,90,14,5,3,5,8,14,9,46,0,103,10,17,22,10,75,101,96,70,3,401,0,0,13,3,7,15,10,12,0,47,17,28,31,40,63,135,45,97,3,462,0,4,11,5,16,19,4,6,0,59,14,170,119,39,67,34,12,17,0,478,7,173,66,19,31,29,10,15,0,348,6,14,4,0,18,13,9,32,0,93,0,0,0,0,0,5,0,9,0,13,0,0,4,6,3,6,6,3,0,27,0,0,0,0,7,0,0,4,0,12,8,26,24,7,14,34,4,8,0,126,0,15,28,6,9,8,3,7,0,86,6,10,3,0,5,20,4,4,0,49,19,84,75,37,82,119,28,79,0,523,5,43,46,38,56,23,7,10,0,222,0,17,9,7,14,10,4,5,0,59
505031101,3,14,8,9,6,3,4,3,11,52,85,683,461,223,338,212,48,82,27,2147,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,6,0,10,7,7,10,14,7,6,0,66,0,4,0,10,6,15,4,3,0,44,8,18,22,24,39,58,14,34,3,216,0,4,0,3,9,10,0,3,0,39,49,363,203,82,193,97,32,56,9,1081,9,209,85,38,36,30,9,14,7,431,3,18,16,7,15,25,11,9,0,94,0,3,4,3,6,0,0,0,0,11,0,5,12,0,15,14,0,3,0,56,0,5,7,9,6,12,0,8,0,46,3,13,9,8,12,15,5,17,3,79,3,34,34,4,40,11,0,11,0,143,6,15,6,4,20,33,5,9,4,99,12,70,57,33,54,62,11,20,0,325,13,63,80,52,69,54,5,10,0,367,3,19,9,3,4,8,0,3,0,54
505031102,0,7,5,0,0,6,0,3,3,25,31,201,166,90,111,104,28,64,12,797,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,17,8,3,12,24,3,7,6,77,0,0,5,0,0,0,0,0,0,4,3,55,41,14,34,26,9,20,0,197,5,96,32,8,11,11,5,11,5,192,0,0,4,8,0,0,0,9,3,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,11,0,0,0,0,3,3,0,0,0,9,0,4,0,4,5,3,3,3,0,26,0,10,11,4,4,4,0,4,0,32,0,7,6,4,9,0,0,0,0,26,16,69,73,47,57,68,19,44,4,386,6,32,33,26,33,28,7,12,0,181,0,8,6,0,0,3,0,0,0,17
505031104,0,3,3,0,0,0,0,0,0,11,23,123,162,107,110,55,10,46,10,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,7,4,0,14,7,16,0,75,0,0,0,0,4,0,0,0,0,0,0,8,13,9,6,3,0,0,0,29,0,18,3,3,6,0,0,5,0,37,0,8,6,8,8,6,4,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,5,0,0,3,0,6,0,8,3,5,3,6,6,7,0,35,9,10,7,0,6,0,0,5,0,35,0,0,0,0,3,0,0,0,0,7,6,13,19,12,27,13,7,12,0,119,18,66,123,85,97,45,4,30,7,479,0,7,0,0,0,0,0,0,0,16
505031105,0,20,12,7,7,5,0,6,14,74,84,517,414,205,270,267,74,128,31,1984,0,9,0,6,0,0,0,4,4,18,4,0,6,0,0,5,0,6,0,27,0,13,12,4,4,10,0,9,0,55,0,0,0,0,0,0,0,3,0,10,10,45,51,33,47,119,22,71,10,400,0,0,3,0,0,0,0,4,0,11,20,79,52,33,24,32,13,14,3,261,17,275,114,41,44,39,8,26,15,578,0,13,3,4,6,6,0,4,0,41,0,3,0,0,3,3,0,0,0,16,0,5,8,8,3,10,4,9,0,52,0,3,10,4,7,10,4,11,0,39,3,28,28,20,20,51,12,30,0,193,4,44,23,12,7,19,4,7,0,118,3,3,3,0,0,3,0,7,0,25,26,95,111,67,138,161,58,83,3,737,16,85,108,71,81,54,16,22,6,453,0,9,8,0,0,6,3,4,0,29
505031106,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,6,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,25,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,3,12,6,0,3,0,0,0,0,28,39,242,182,77,144,101,32,65,12,896,4,25,21,15,16,23,6,27,5,152,0,0,3,3,0,5,0,3,0,19,0,10,15,8,3,9,0,4,0,53,0,4,0,0,4,0,0,0,0,10,7,25,12,23,40,53,6,37,9,209,0,0,4,0,8,6,0,5,0,21,0,43,19,8,12,20,13,13,0,125,3,53,12,7,4,0,8,4,0,88,0,9,7,3,3,3,0,5,0,32,0,0,0,0,0,3,0,0,0,4,0,0,6,0,4,3,0,5,0,16,0,4,0,7,5,3,0,3,0,19,5,20,13,4,13,9,0,7,0,77,0,20,16,5,10,11,0,8,0,74,10,7,11,6,89,34,4,11,0,171,18,39,64,20,45,62,20,39,6,303,6,20,19,8,40,8,3,6,0,115,0,3,0,0,7,3,0,0,0,19
505031255,0,12,7,0,0,4,0,0,10,36,46,244,188,103,187,127,40,59,22,1017,0,0,0,4,5,0,0,4,4,18,3,0,5,0,0,0,0,0,0,4,0,5,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,35,14,14,40,79,34,59,10,296,0,0,0,0,0,4,0,3,0,12,4,61,52,19,23,17,9,4,0,193,5,63,23,13,15,16,5,12,4,153,0,0,0,0,0,3,5,7,0,19,0,3,0,0,3,0,5,5,0,11,3,0,5,0,4,8,0,0,0,15,0,6,0,0,0,6,0,3,0,13,0,15,7,5,0,12,5,8,0,51,0,23,10,3,5,8,0,8,0,59,0,0,0,0,0,0,0,4,0,9,23,53,61,40,92,95,32,56,0,448,5,35,55,30,56,25,10,13,0,221,0,7,3,3,0,0,0,0,0,17
