POW_SA2_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
502011026,0,31,24,9,6,0,0,33,27,15,8,0,0,49,26,7,8,0,0,41,23,5,3,3,0,39,12,7,7,4,0,30,5,5,3,0,0,10,0,0,0,0,0,0,0,7,0,0,0,3,214,59,41,8,0,325,61,0,0,0,0,65,27,0,4,0,0,29,15,0,7,0,0,18,11,6,7,0,0,20,24,0,4,0,0,33,23,6,5,0,0,30,18,0,5,0,0,31,11,3,3,0,0,18,13,8,11,0,0,28,13,7,6,0,0,27,5,0,6,3,0,15,4,0,7,0,0,17,0,0,3,0,0,8,239,26,54,18,0,341,16,0,6,0,0,23,9,0,0,0,0,7,476,84,106,24,7,698
502011027,0,138,117,17,13,0,0,146,139,9,18,0,0,167,133,17,29,0,4,180,91,18,23,0,0,129,66,8,6,0,0,83,13,3,4,0,0,19,3,0,4,0,0,7,0,0,0,0,0,0,1028,113,135,10,9,1298,349,0,0,0,0,347,149,0,10,0,0,156,89,0,15,0,0,107,119,3,21,4,0,145,95,9,23,0,0,131,108,4,21,8,0,142,115,13,22,7,0,152,108,11,22,3,0,148,78,7,19,4,3,104,62,6,18,3,0,90,33,3,7,4,0,53,9,0,12,0,0,25,3,0,0,0,0,4,1321,59,180,33,9,1609,95,6,6,0,3,108,37,0,3,0,11,57,2487,177,329,45,29,3067
502011028,0,67,61,0,6,0,0,68,73,3,0,0,0,82,83,6,8,0,0,97,50,5,11,0,0,68,41,3,11,0,0,62,11,0,0,0,0,13,0,6,0,0,0,4,0,0,0,0,0,0,506,28,64,0,0,603,12,0,0,0,0,12,33,0,0,0,0,34,27,0,3,0,0,35,47,0,4,5,0,55,55,0,10,0,0,70,43,4,3,0,3,53,48,0,5,0,0,59,54,7,12,0,3,75,59,0,8,0,0,76,53,6,13,5,0,64,21,5,9,0,0,42,9,4,4,0,0,21,6,0,6,3,0,12,471,34,79,18,4,610,49,0,7,3,0,59,14,0,0,0,0,22,1042,63,152,28,8,1288
502011029,0,362,295,19,21,0,4,344,359,24,17,4,0,404,372,21,16,3,0,420,343,17,26,7,0,392,191,6,19,4,0,218,58,4,13,3,0,82,11,4,3,12,0,25,0,0,5,0,0,11,2778,121,156,42,15,3111,239,0,0,0,0,241,129,0,3,0,0,137,91,0,7,0,0,103,95,6,7,4,0,118,121,6,14,3,0,141,97,3,13,0,0,117,81,4,13,5,0,105,92,3,12,3,0,114,117,8,9,4,5,139,87,12,15,9,4,123,55,9,11,3,0,77,17,0,8,10,0,36,3,0,7,9,0,25,1231,55,123,50,17,1471,215,0,6,5,4,233,65,5,0,10,11,82,4286,182,290,105,39,4894
503011030,0,52,42,11,7,0,0,58,39,14,10,0,0,66,41,21,6,3,0,73,45,18,8,0,0,78,32,11,8,0,0,52,5,7,5,0,0,20,0,3,0,6,0,8,0,0,0,0,0,6,408,112,62,15,0,591,140,0,0,0,0,144,110,0,4,0,0,112,37,0,3,0,0,47,28,0,4,0,0,33,41,5,4,0,0,52,36,4,12,0,0,52,40,8,8,0,0,57,41,13,9,9,0,70,30,11,17,4,0,61,23,9,19,6,0,62,11,11,4,3,0,32,11,4,5,0,0,20,10,4,6,9,0,37,556,77,103,32,0,770,29,0,5,6,0,35,11,0,4,3,0,23,1002,193,173,50,3,1422
503011031,0,314,220,46,18,3,0,287,229,57,14,0,0,303,174,51,28,6,0,261,188,29,23,4,3,246,129,34,19,0,0,183,54,10,10,0,0,77,14,7,8,0,0,33,4,5,6,0,0,17,2207,313,181,25,10,2736,471,0,7,0,0,479,618,0,7,0,0,636,272,0,16,0,0,284,227,3,8,3,0,247,204,8,15,5,0,226,151,14,11,0,0,185,150,17,27,12,0,206,170,24,27,0,0,217,204,10,21,5,0,245,165,17,13,7,3,201,92,19,18,5,0,140,50,20,9,3,0,87,27,12,13,9,0,61,2786,157,201,37,11,3197,193,5,5,6,0,205,49,0,8,0,10,70,5236,472,397,69,32,6200
503011032,0,171,95,17,19,0,0,134,92,28,11,7,0,137,91,40,16,5,0,146,68,40,22,0,3,131,39,22,13,0,0,70,14,8,4,0,0,36,5,3,4,0,0,11,3,4,4,0,0,11,941,200,124,19,4,1282,200,0,0,0,0,203,260,0,7,0,0,273,94,5,6,0,0,103,97,6,15,0,0,114,65,8,10,4,0,84,72,14,15,4,0,104,69,7,17,3,0,97,65,34,15,4,0,112,63,15,21,10,0,119,37,17,26,3,0,90,32,22,20,7,0,90,10,16,13,6,0,43,8,10,10,8,0,29,1087,142,175,56,8,1467,61,0,7,3,5,81,28,4,0,3,3,42,2121,350,301,76,21,2871
503011033,0,75,50,14,12,0,0,79,50,27,7,0,0,90,55,37,12,0,0,108,41,24,5,6,0,77,34,14,9,0,0,53,18,4,3,0,0,26,3,0,0,0,0,7,0,0,3,3,0,8,505,155,70,10,0,748,199,0,0,0,0,203,165,0,0,0,0,169,80,0,5,0,0,87,64,4,5,0,0,72,55,6,17,7,0,82,50,4,21,4,0,79,49,14,16,0,0,79,61,3,11,0,0,84,55,13,20,0,0,89,44,14,14,4,0,79,23,15,14,3,0,42,13,0,8,0,0,24,5,6,4,3,0,17,862,77,144,20,3,1106,45,5,3,0,0,56,22,0,0,0,4,29,1433,237,224,35,12,1937
503011034,0,193,153,23,7,0,0,190,168,27,14,4,0,214,189,41,23,3,0,253,151,23,17,0,0,191,91,17,14,3,0,118,25,8,7,0,0,45,4,9,5,0,0,19,0,6,0,0,0,3,1449,191,125,15,9,1789,224,0,4,0,0,230,269,0,5,0,0,274,110,0,8,0,0,124,112,6,14,0,0,140,124,6,16,3,0,156,94,7,11,4,0,124,105,14,20,6,0,139,114,17,28,8,0,166,95,22,26,6,0,144,91,15,29,9,0,141,68,17,16,8,0,105,24,11,12,3,0,58,15,4,7,9,0,35,1452,124,193,56,6,1828,104,6,9,9,0,125,40,4,0,0,3,50,3056,325,333,75,18,3798
503011035,0,1730,1490,67,42,6,0,1604,1474,92,48,4,6,1627,1419,97,53,10,0,1579,1209,87,52,8,3,1355,838,72,45,8,4,965,308,52,20,3,0,379,80,25,15,0,0,115,9,10,3,3,0,32,12953,628,341,46,22,13987,454,0,4,3,0,463,1229,0,26,0,0,1258,840,4,26,0,0,869,996,8,14,0,0,1022,1156,17,41,8,0,1222,950,22,38,3,0,1012,775,28,49,8,0,861,721,25,55,16,6,827,673,31,51,7,0,761,619,33,45,11,0,706,395,38,52,3,0,484,143,34,29,15,0,218,75,27,17,19,4,143,9042,277,435,90,15,9860,1328,4,21,10,11,1363,215,16,13,11,26,284,23534,919,811,150,71,25487
503011036,0,360,258,12,8,0,0,280,271,27,14,0,0,309,275,22,9,3,0,309,267,18,18,0,0,306,159,20,7,7,0,184,65,5,4,0,0,74,14,7,4,0,0,30,4,0,0,0,0,7,2573,120,83,6,0,2790,242,0,4,0,0,244,255,0,5,0,0,262,118,0,7,0,0,123,102,4,16,4,0,121,125,13,14,0,0,151,113,10,12,0,0,141,113,15,10,4,0,147,103,6,26,4,0,139,102,12,24,3,0,138,100,10,18,0,0,131,63,15,24,0,0,104,29,12,10,5,0,49,13,6,6,5,0,24,1486,96,170,23,4,1779,196,10,3,5,4,217,48,3,4,5,0,59,4296,235,270,45,10,4847
503021037,0,62,52,0,0,0,0,53,32,0,0,0,0,32,29,0,0,0,0,34,16,0,0,0,0,25,6,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,375,11,5,0,0,383,30,0,0,0,0,30,39,0,0,0,0,39,32,0,0,0,0,30,25,0,0,0,0,24,17,0,0,0,0,23,9,0,0,0,0,9,10,0,0,0,0,14,9,0,4,0,0,18,7,0,0,0,0,11,10,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,204,3,6,4,0,217,21,0,0,0,0,21,7,0,0,0,0,7,598,16,5,3,0,627
503021038,0,799,655,107,38,6,0,800,580,71,32,0,0,679,521,103,37,4,3,662,390,59,32,0,0,482,266,34,12,3,0,318,101,20,15,0,0,138,25,5,0,0,0,34,3,4,0,0,3,12,5142,510,231,18,9,5914,303,0,0,0,0,306,421,6,11,0,0,441,251,0,10,0,0,267,297,11,25,10,4,344,278,20,31,7,3,338,257,23,34,9,0,326,199,24,37,3,0,262,177,21,23,0,0,221,150,20,28,4,3,208,136,14,30,3,0,181,80,14,7,7,0,105,40,8,4,0,0,48,13,7,4,0,0,23,2611,168,245,39,14,3070,300,7,12,0,0,320,93,5,6,0,6,112,8146,682,493,61,35,9413
503021039,0,334,252,55,34,0,4,346,270,60,40,0,0,375,235,81,38,8,0,357,202,41,24,0,6,272,160,20,27,0,0,202,46,23,12,0,0,83,11,0,7,0,0,21,0,4,0,0,0,7,2377,381,258,22,13,3050,400,0,3,3,0,409,499,0,8,0,0,512,303,5,35,0,0,337,255,11,34,0,0,292,228,16,31,3,0,276,213,10,34,3,0,264,206,14,30,10,0,255,202,18,29,6,0,266,159,16,33,10,0,214,184,19,37,7,0,244,110,22,41,11,0,186,47,15,27,8,3,98,20,4,0,0,4,31,2823,151,336,65,4,3384,196,9,14,0,3,219,77,6,6,0,8,97,5477,544,618,87,33,6758
503021040,6,189,109,46,17,0,0,174,95,47,23,0,0,168,108,34,29,3,0,180,71,46,23,4,0,140,50,24,17,0,0,95,21,10,9,0,0,41,8,12,0,0,0,18,0,5,0,0,0,9,1091,292,188,19,7,1601,193,0,0,0,0,194,225,0,17,0,0,244,134,0,24,0,0,155,120,3,20,0,4,151,102,13,24,3,0,146,101,12,17,3,0,133,92,8,23,6,0,125,85,10,19,0,0,113,87,11,19,0,0,118,66,8,20,0,0,90,37,14,23,8,0,70,16,12,9,0,0,35,10,9,5,0,0,20,1263,102,206,23,7,1602,84,0,11,0,0,103,38,4,4,6,8,57,2484,398,409,47,22,3359
503021042,0,1635,1255,162,59,8,6,1491,1254,177,67,8,6,1518,1089,204,96,8,4,1414,901,153,91,5,0,1148,547,128,57,3,5,744,206,65,32,4,3,312,52,23,10,0,4,86,22,11,9,3,0,45,11170,1217,549,44,30,13009,713,0,8,0,3,724,965,0,22,0,0,994,598,0,30,0,0,636,694,26,36,8,0,753,784,35,48,3,8,877,669,36,54,6,3,767,572,38,59,7,0,679,535,43,71,15,0,660,458,43,62,4,0,572,402,47,55,9,0,517,234,50,40,4,5,333,114,34,28,12,0,187,51,11,16,12,4,96,6788,367,523,89,24,7796,737,27,15,4,8,793,224,11,10,13,19,288,18919,1619,1103,151,80,21876
503021043,0,656,507,77,37,0,0,614,464,109,49,3,4,628,498,84,74,0,0,659,417,83,48,3,0,550,250,44,36,0,0,325,88,30,16,0,0,135,25,11,9,0,0,40,8,5,9,0,0,16,4621,548,357,13,6,5549,279,0,3,0,0,280,451,0,20,4,0,475,325,4,16,0,0,342,416,17,17,4,0,454,479,20,35,0,0,537,409,28,53,7,0,491,394,20,46,0,0,465,334,27,43,10,0,411,313,28,34,7,0,374,313,22,41,5,0,384,193,17,26,8,0,245,78,15,20,5,0,117,27,6,13,3,0,50,4004,196,366,42,12,4622,413,16,14,3,7,447,83,4,11,0,11,112,9119,766,752,62,31,10729
503021295,5,1956,1636,61,15,4,5,1722,1512,61,26,4,0,1590,1500,60,33,3,0,1587,1207,39,22,0,3,1276,771,44,21,0,0,833,289,19,10,3,0,320,59,13,0,0,0,76,8,6,0,0,0,13,12417,428,187,13,20,13067,148,0,0,0,0,149,366,0,7,0,0,376,390,4,18,0,0,418,417,13,19,0,0,446,534,13,17,9,0,564,408,13,8,0,0,428,363,12,11,5,0,391,276,13,10,0,0,298,237,5,10,5,10,265,228,18,20,4,6,270,132,13,9,0,0,162,71,5,7,9,3,90,11,4,8,6,3,37,3581,107,151,41,14,3895,855,6,5,3,8,879,199,10,5,10,20,234,17054,549,351,65,64,18079
503021296,0,887,628,94,31,4,0,755,549,101,31,3,0,689,559,74,44,6,0,675,466,57,30,0,0,548,299,51,34,4,4,393,117,38,18,6,0,176,25,12,7,0,0,47,7,3,8,3,0,20,5314,605,308,32,14,6271,220,0,3,0,0,229,437,0,21,4,0,471,341,11,20,0,5,379,331,27,30,0,3,386,286,23,38,7,0,360,224,34,33,12,0,305,215,15,16,0,0,254,198,15,20,3,0,232,205,14,21,0,0,243,173,27,26,0,0,226,84,16,19,5,0,118,37,16,9,5,0,65,14,8,6,4,0,33,2775,202,264,48,14,3302,347,13,4,4,7,375,108,4,12,3,3,127,8543,822,581,85,34,10067
503021297,14,15116,12872,500,204,15,13,13604,11608,526,240,21,20,12417,9974,445,222,17,16,10666,7219,417,188,10,13,7845,4164,265,136,15,11,4589,1434,153,81,6,5,1675,310,49,37,0,6,396,56,22,15,0,0,97,92746,3104,1453,114,127,97545,1374,0,9,9,0,1402,3902,8,30,7,7,3959,2747,22,56,8,0,2827,3146,41,77,8,6,3280,3820,87,95,22,3,4029,3083,74,69,19,5,3248,2297,83,63,9,0,2456,1849,86,79,16,12,2042,1642,65,66,15,4,1788,1416,73,74,21,3,1585,877,71,51,12,8,1023,377,40,44,10,4,481,117,30,23,10,0,173,26649,673,735,169,54,28280,6132,52,44,14,32,6281,1388,66,66,47,130,1693,126916,3897,2295,346,335,133799
504011044,5,524,444,33,15,4,0,499,395,45,36,3,3,476,447,38,31,3,0,525,378,39,29,0,0,442,229,26,25,0,0,287,99,16,9,0,0,126,23,5,3,0,0,36,0,0,0,0,0,3,3729,268,214,16,20,4241,199,0,0,0,0,203,202,0,6,0,0,212,121,4,13,0,0,133,137,9,17,0,0,163,159,8,40,4,0,214,142,6,33,0,0,180,133,16,25,4,0,173,107,15,25,0,0,154,143,13,20,4,0,182,101,14,20,0,0,138,71,14,10,3,3,98,28,10,4,0,3,48,4,4,3,8,0,19,1545,104,223,32,10,1922,133,11,12,0,4,157,79,9,8,0,12,99,5497,381,441,50,45,6420
504011045,3,624,522,71,38,5,3,643,483,113,57,4,8,666,513,97,52,3,0,672,412,86,52,5,3,557,269,60,51,0,0,383,104,41,17,4,4,170,27,9,5,3,0,47,6,3,8,4,0,10,4444,629,363,37,29,5507,197,0,0,3,0,204,317,0,15,5,6,343,223,9,25,0,3,258,192,10,24,0,0,231,224,19,46,6,0,294,174,29,29,12,0,242,189,19,37,0,0,247,191,21,39,5,0,256,170,25,48,12,5,257,154,19,41,3,6,213,91,29,31,11,0,157,48,20,22,7,0,99,15,11,16,6,5,44,2194,204,367,67,23,2847,232,12,12,0,6,269,98,5,9,0,14,133,6972,856,757,106,66,8752
504011046,0,197,149,28,14,0,3,198,119,21,16,0,0,154,137,11,20,0,0,171,115,12,21,0,5,155,57,16,9,0,0,86,21,5,7,0,0,30,8,5,0,0,0,14,0,0,0,0,0,0,1195,140,149,7,9,1499,197,0,3,0,0,196,157,0,8,0,0,164,114,4,12,0,0,130,69,6,18,3,0,95,104,8,17,5,0,137,89,8,22,0,0,120,83,9,13,3,0,105,58,4,21,0,0,87,45,7,16,5,0,71,50,7,19,0,0,72,23,0,24,0,0,46,15,0,10,0,0,25,3,4,5,0,3,10,1015,60,169,23,9,1265,102,0,10,0,0,106,36,0,4,0,4,49,2348,193,328,28,19,2919
504011047,0,447,281,61,31,0,0,376,275,45,49,6,0,373,289,67,46,8,0,411,233,48,41,4,0,329,155,36,41,4,3,237,54,17,16,4,0,88,8,11,9,5,0,30,0,3,3,0,0,7,2877,391,349,42,12,3665,718,6,3,0,0,728,622,0,17,5,0,637,301,4,17,7,0,335,240,18,37,6,0,307,250,19,35,7,4,316,218,20,29,4,0,271,199,25,34,3,5,255,212,15,31,4,0,259,219,12,31,0,3,269,169,15,48,9,4,233,81,14,22,4,4,127,34,6,13,11,0,57,13,3,9,6,3,30,3271,147,327,62,21,3829,212,5,9,6,4,233,111,15,4,4,9,143,6474,556,690,105,41,7876
504011048,0,53,45,9,4,0,0,60,37,7,3,0,0,46,33,8,11,0,0,52,37,4,9,0,0,51,43,7,8,0,0,59,5,0,9,0,0,16,0,0,3,0,0,3,0,0,0,0,0,4,334,53,62,3,0,457,110,0,0,0,0,116,67,0,6,0,0,71,37,0,0,0,0,41,27,0,11,0,0,39,33,3,10,0,0,55,51,8,6,0,0,61,27,0,7,0,0,41,43,8,12,0,0,66,27,0,16,0,0,45,45,3,15,5,0,60,22,4,17,4,3,48,14,4,8,0,0,27,0,0,4,4,0,11,509,33,111,13,5,670,35,0,3,0,0,44,14,0,0,4,0,22,893,85,183,22,6,1195
504021049,0,95,73,3,0,0,0,78,84,4,3,0,0,94,105,4,10,0,0,118,118,7,4,0,0,135,76,3,13,4,0,93,29,6,0,0,0,31,5,0,0,0,0,9,0,0,0,4,0,10,765,39,42,9,3,854,6,0,0,0,0,6,20,0,0,0,0,16,14,0,0,0,0,14,16,0,3,0,0,21,7,0,0,0,0,10,6,0,7,0,0,8,16,0,4,0,0,17,21,4,3,0,0,25,28,0,5,0,0,31,16,8,3,3,0,29,9,5,0,0,0,28,0,4,0,0,0,8,0,0,0,0,0,7,158,16,36,8,3,221,61,0,0,0,0,67,9,0,0,5,4,18,996,48,76,25,5,1152
504021050,0,48,31,16,11,0,0,59,42,20,18,0,0,81,32,17,19,3,0,72,32,15,14,0,0,67,16,3,11,0,0,28,10,5,3,0,0,25,0,3,6,0,0,3,0,0,0,0,0,3,260,86,93,14,0,455,49,0,6,0,0,53,28,0,7,0,0,34,18,0,3,0,0,28,15,4,7,0,0,23,28,7,22,4,0,55,30,6,15,0,0,47,49,3,13,3,0,67,32,9,23,0,0,62,28,10,17,4,0,58,22,9,15,3,0,52,17,8,19,4,0,51,6,0,10,3,0,18,0,0,12,4,0,22,320,57,167,20,4,568,21,5,4,0,0,23,8,0,0,0,5,15,603,149,265,30,7,1062
504021051,0,33,8,0,7,0,0,18,15,0,6,5,0,22,21,9,3,0,0,37,15,11,14,0,0,35,10,3,0,0,0,18,6,0,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,151,38,42,8,0,238,31,0,5,0,0,32,20,0,5,0,0,25,9,0,7,0,0,15,19,0,0,0,0,19,10,3,6,3,0,21,19,8,5,0,0,31,20,5,6,0,0,34,20,3,7,0,0,26,21,7,7,0,0,32,13,10,4,0,0,24,0,7,10,0,0,13,0,4,8,0,0,7,0,0,6,0,0,7,179,42,68,10,0,294,12,0,5,0,0,17,7,0,3,0,0,14,349,78,113,13,0,560
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
504021053,0,130,105,27,24,0,0,153,123,19,32,3,0,176,135,20,28,6,0,185,121,32,38,0,0,193,95,24,24,0,5,141,26,10,10,5,0,48,3,3,11,0,0,16,0,4,3,0,0,3,1020,164,193,20,11,1412,338,0,6,0,0,346,139,0,6,0,0,144,78,3,7,4,0,88,65,8,22,0,0,97,79,6,16,3,0,107,100,6,23,7,0,135,79,10,26,6,0,118,103,13,25,7,0,146,98,11,30,3,0,147,77,13,29,6,0,127,41,9,20,5,6,76,19,9,16,4,0,46,10,8,11,0,0,24,1229,81,231,53,8,1593,94,3,15,8,0,117,23,0,4,0,5,41,2370,251,445,74,25,3167
504021054,0,259,224,28,16,3,0,271,190,39,26,0,0,269,203,49,19,0,0,277,171,39,22,0,3,238,110,24,10,0,0,150,52,13,7,0,0,71,11,8,3,3,0,24,3,4,0,0,0,11,1901,243,154,18,3,2317,253,0,0,0,0,252,154,0,6,0,0,163,87,0,11,0,0,99,73,4,10,0,0,85,106,9,17,0,0,129,60,4,17,6,3,82,69,11,18,0,0,100,82,4,15,4,0,109,76,12,14,8,0,118,57,15,20,0,0,94,58,6,25,0,0,87,20,4,6,0,0,33,8,0,5,0,0,15,1100,72,169,22,6,1369,127,10,14,0,0,147,48,5,0,6,4,64,3167,331,333,49,14,3897
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,10
504031056,0,129,94,14,17,3,4,126,110,19,15,0,0,147,98,25,29,3,0,160,91,16,25,5,0,134,72,12,17,0,0,105,17,6,10,0,0,31,4,0,0,0,0,5,0,0,0,0,0,3,890,132,150,17,8,1199,171,0,4,0,0,177,121,0,6,0,0,127,75,3,13,5,0,89,67,9,17,5,0,89,71,3,15,4,0,97,78,6,9,5,0,99,81,10,22,4,0,115,59,8,21,6,0,102,79,15,24,4,0,119,73,6,27,6,0,112,39,11,4,6,0,59,16,0,9,0,0,21,4,7,0,3,0,14,931,68,168,36,12,1209,62,0,13,0,0,76,34,0,3,5,0,43,1916,201,329,63,18,2525
504031057,0,152,102,16,19,6,0,140,106,15,18,0,0,139,101,20,19,0,0,136,70,21,24,0,0,118,64,6,7,0,0,80,25,5,4,0,0,33,4,0,0,0,0,8,0,0,0,0,0,3,905,125,158,9,5,1203,306,0,0,0,4,311,165,4,7,0,0,171,79,3,10,0,0,94,85,10,21,4,0,123,91,8,30,0,0,138,87,9,13,3,0,107,67,6,6,3,0,82,56,15,18,0,0,87,79,3,21,0,4,106,48,0,16,8,0,75,31,0,14,0,0,51,11,3,6,4,3,26,6,0,3,0,0,7,1107,55,173,36,15,1383,106,0,3,6,0,115,39,4,6,0,6,54,2153,186,342,44,20,2750
504031058,0,145,122,11,7,0,0,152,133,16,17,5,0,168,144,19,10,9,4,172,113,9,12,3,0,140,69,3,7,0,3,85,31,4,6,3,0,46,3,6,4,8,0,14,5,0,3,0,0,9,1258,95,93,33,10,1495,49,0,0,0,0,49,63,0,3,0,0,63,47,0,7,0,0,52,47,0,7,0,0,59,57,3,3,0,0,61,34,0,10,0,4,52,42,5,8,5,0,64,38,4,12,0,0,51,42,7,9,3,0,65,34,0,10,4,0,46,17,10,8,0,0,32,15,5,6,5,0,22,0,0,0,6,0,8,479,42,69,33,9,630,68,3,5,8,0,83,33,0,5,3,5,42,1838,144,170,72,20,2248
