POW_SA2_CODE_2021,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_19,OM_IEs_45_49_HW_20_29,OM_IEs_45_49_HW_30_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40_44,OM_IEs_45_49_HW_45_49,OM_IEs_45_49_HW_50mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_19,OM_IEs_50_54_HW_20_29,OM_IEs_50_54_HW_30_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40_44,OM_IEs_50_54_HW_45_49,OM_IEs_50_54_HW_50mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_19,OM_IEs_55_59_HW_20_29,OM_IEs_55_59_HW_30_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40_44,OM_IEs_55_59_HW_45_49,OM_IEs_55_59_HW_50mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_19,OM_IEs_60_64_HW_20_29,OM_IEs_60_64_HW_30_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40_44,OM_IEs_60_64_HW_45_49,OM_IEs_60_64_HW_50mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_19,OM_IEs_65_69_HW_20_29,OM_IEs_65_69_HW_30_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40_44,OM_IEs_65_69_HW_45_49,OM_IEs_65_69_HW_50mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_19,OM_IEs_70_74_HW_20_29,OM_IEs_70_74_HW_30_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40_44,OM_IEs_70_74_HW_45_49,OM_IEs_70_74_HW_50mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_19,OM_IEs_75ov_HW_20_29,OM_IEs_75ov_HW_30_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40_44,OM_IEs_75ov_HW_45_49,OM_IEs_75ov_HW_50mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_19,OM_IEs_Tot_HW_20_29,OM_IEs_Tot_HW_30_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40_44,OM_IEs_Tot_HW_45_49,OM_IEs_Tot_HW_50mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_19,OM_UIE_15_19_HW_20_29,OM_UIE_15_19_HW_30_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40_44,OM_UIE_15_19_HW_45_49,OM_UIE_15_19_HW_50mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_19,OM_UIE_20_24_HW_20_29,OM_UIE_20_24_HW_30_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40_44,OM_UIE_20_24_HW_45_49,OM_UIE_20_24_HW_50mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_19,OM_UIE_25_29_HW_20_29,OM_UIE_25_29_HW_30_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40_44,OM_UIE_25_29_HW_45_49,OM_UIE_25_29_HW_50mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_19,OM_UIE_30_34_HW_20_29,OM_UIE_30_34_HW_30_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40_44,OM_UIE_30_34_HW_45_49,OM_UIE_30_34_HW_50mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_19,OM_UIE_35_39_HW_20_29,OM_UIE_35_39_HW_30_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40_44,OM_UIE_35_39_HW_45_49,OM_UIE_35_39_HW_50mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_19,OM_UIE_40_44_HW_20_29,OM_UIE_40_44_HW_30_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40_44,OM_UIE_40_44_HW_45_49,OM_UIE_40_44_HW_50mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_19,OM_UIE_45_49_HW_20_29,OM_UIE_45_49_HW_30_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40_44,OM_UIE_45_49_HW_45_49,OM_UIE_45_49_HW_50mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_19,OM_UIE_50_54_HW_20_29,OM_UIE_50_54_HW_30_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40_44,OM_UIE_50_54_HW_45_49,OM_UIE_50_54_HW_50mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_19,OM_UIE_55_59_HW_20_29,OM_UIE_55_59_HW_30_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40_44,OM_UIE_55_59_HW_45_49,OM_UIE_55_59_HW_50mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_19,OM_UIE_60_64_HW_20_29,OM_UIE_60_64_HW_30_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40_44,OM_UIE_60_64_HW_45_49,OM_UIE_60_64_HW_50mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_19,OM_UIE_65_69_HW_20_29,OM_UIE_65_69_HW_30_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40_44,OM_UIE_65_69_HW_45_49,OM_UIE_65_69_HW_50mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_19,OM_UIE_70_74_HW_20_29,OM_UIE_70_74_HW_30_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40_44,OM_UIE_70_74_HW_45_49,OM_UIE_70_74_HW_50mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
501021011,0,3,0,0,0,6,3,15,0,42,0,3,6,0,4,0,0,17,0,38,3,0,4,0,0,6,3,18,0,36,0,0,0,0,3,3,0,17,0,26,0,0,0,0,0,4,0,3,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,9,13,19,11,13,39,17,104,4,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,3,0,4,0,15,0,0,0,0,0,0,0,6,0,10,0,0,0,0,5,5,3,8,0,21,0,0,0,0,0,8,0,9,0,24,0,0,0,0,3,4,0,6,0,20,0,0,3,0,0,5,0,4,0,18,0,0,0,4,0,0,3,6,0,16,0,0,0,0,0,0,0,0,0,4
501021012,0,0,0,0,0,0,7,6,0,8,0,0,4,0,0,0,0,3,0,9,0,0,0,0,3,3,0,4,0,13,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,6,10,9,3,18,8,11,25,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,4,4,4,0,13,0,5,0,0,5,0,0,0,0,13,0,8,0,5,0,4,0,0,0,21,0,8,5,0,3,4,0,3,0,25,0,0,4,4,0,0,3,3,0,19,0,3,0,4,3,4,0,10,0,21,0,0,3,0,0,0,0,5,0,13,0,4,7,0,0,0,0,6,0,23,0,4,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,8
501021014,0,5,0,0,0,0,0,8,0,22,0,4,4,0,4,11,0,8,0,33,0,8,0,0,0,0,5,13,0,26,4,0,0,0,0,4,3,22,0,27,3,0,4,0,0,4,0,3,0,16,0,0,0,0,0,6,5,0,0,11,0,0,4,0,0,0,0,0,0,13,8,21,14,12,14,35,14,72,4,197,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,3,6,0,4,0,0,0,0,13,0,4,0,3,0,6,0,4,0,13,0,0,0,0,0,9,0,7,0,30,0,4,0,0,0,8,0,4,0,19,4,4,4,5,0,11,0,3,0,27,0,0,0,7,0,4,0,8,0,28,0,8,3,0,3,3,3,17,0,47,0,8,5,9,0,6,0,13,0,39,0,6,8,4,0,8,0,10,0,31,0,9,0,0,0,5,0,3,0,20
501021015,0,5,0,0,3,3,4,8,0,24,0,0,0,3,5,4,0,17,0,26,4,0,5,0,0,7,0,11,0,23,0,5,0,0,0,10,5,13,0,31,0,4,0,0,0,6,0,7,0,16,0,0,3,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,3,8,18,11,6,22,36,11,77,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,15,0,3,4,5,0,0,0,8,0,23,0,6,3,0,0,3,0,6,3,22,0,0,0,0,5,4,0,10,0,24,0,3,0,0,0,8,0,5,0,18,0,6,7,0,0,9,0,9,0,32,3,4,0,10,5,8,0,5,0,30,0,0,8,0,0,5,0,11,0,24,0,6,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,8
501021016,0,0,3,0,0,0,0,7,0,10,0,0,0,0,0,5,0,4,0,14,0,0,0,0,0,4,0,3,0,6,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,4,4,9,6,13,4,38,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,10,0,0,3,0,0,3,0,3,0,7,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,4,3,0,0,7,0,0,5,3,0,7,0,0,0,16,0,5,5,0,0,3,0,3,0,14,4,3,6,0,0,0,0,9,0,17,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,7,0,0,0,5
501021251,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,11,4,19,0,52,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,11,0,7,5,0,0,0,0,4,0,16,0,9,5,5,0,3,0,0,0,19,0,4,3,0,0,9,0,0,0,25,0,0,0,0,0,3,0,0,0,11,0,3,3,4,0,0,0,0,0,15,0,6,0,0,3,0,0,3,0,16,0,5,5,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7
501021252,0,0,0,0,0,4,0,5,0,7,0,0,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,3,4,18,4,11,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,8,0,5,0,0,4,0,4,5,0,16,0,0,0,3,0,4,0,3,0,9,3,4,0,3,0,0,0,6,0,12,0,0,3,0,0,0,0,4,0,14,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
501021253,5,3,8,0,10,29,13,28,0,89,4,0,3,8,8,25,6,37,0,94,0,11,5,6,5,19,9,22,0,78,0,8,9,3,8,8,3,20,0,61,0,3,8,4,0,3,0,7,0,34,3,6,0,7,0,0,0,4,0,25,0,4,0,0,0,0,0,0,0,7,12,52,45,50,53,126,65,164,4,564,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,12,4,5,0,7,9,6,0,4,0,38,0,9,3,0,6,11,6,3,0,37,0,13,10,8,4,11,4,5,4,68,0,10,6,6,6,12,4,20,3,74,0,12,10,6,3,18,15,19,0,85,0,12,9,6,7,10,11,26,0,75,0,7,7,6,12,18,0,17,0,76,3,13,13,8,11,10,8,12,0,83,0,12,5,11,0,3,0,4,0,41,4,11,9,4,5,0,0,4,0,38
501021254,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,4,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
501031017,0,0,0,0,0,13,0,13,0,27,0,0,0,0,4,6,0,8,0,15,0,0,0,0,0,0,0,14,0,23,0,3,3,0,0,0,0,11,0,18,4,9,3,0,0,0,3,6,0,21,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,7,19,9,8,6,27,3,81,0,165,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,0,11,0,7,7,0,4,0,0,6,0,23,0,4,10,4,0,7,0,3,0,25,0,8,0,0,4,7,4,15,4,32,0,4,5,3,3,14,0,21,0,59,0,4,8,6,5,0,0,13,0,43,4,14,11,3,0,17,6,17,0,65,3,9,4,6,0,11,5,15,0,56,6,4,8,3,0,6,3,19,0,46,0,5,4,0,0,11,0,4,3,33
501031018,0,0,0,8,0,4,0,16,0,23,0,9,0,0,0,12,0,10,0,32,0,0,0,0,0,0,4,9,0,13,0,4,3,0,0,4,3,6,0,21,0,6,3,0,0,0,0,0,0,11,0,3,3,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,23,8,9,13,27,13,59,5,161,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,0,0,11,0,0,7,3,0,3,7,6,0,25,0,0,3,0,0,0,3,8,0,23,0,5,0,0,5,6,0,4,0,22,0,3,0,4,0,3,0,15,3,33,0,7,0,5,4,5,0,13,0,37,0,8,0,5,0,6,4,7,0,28,0,16,3,4,3,3,3,8,0,40,0,7,0,3,0,0,0,3,0,21
501031019,0,0,0,0,0,3,3,11,0,22,0,0,5,0,4,7,0,10,0,30,0,0,0,0,0,3,5,9,0,17,3,0,0,0,0,6,4,13,0,27,0,0,3,0,3,3,0,3,0,11,0,0,0,0,0,0,0,5,0,10,0,7,0,0,0,0,0,0,0,8,14,9,15,8,8,41,17,73,3,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,4,0,0,5,5,0,4,0,12,0,0,0,0,0,8,0,4,0,13,0,6,0,3,0,4,0,3,0,24,0,3,4,0,0,5,0,7,0,21,0,0,0,0,3,0,0,8,0,16,0,0,4,0,4,4,5,3,0,28,0,7,5,0,3,9,0,13,0,43,3,0,4,3,3,4,0,8,0,30,0,6,5,3,0,7,0,0,0,25,5,5,0,0,4,3,0,5,0,19
501031020,0,0,5,0,0,6,3,15,0,26,0,3,0,7,4,3,3,9,0,29,0,0,0,0,4,3,4,10,0,28,0,0,4,3,0,9,0,8,0,27,6,3,0,0,0,0,0,8,0,20,0,3,0,0,0,0,0,8,0,11,0,3,4,0,0,0,0,3,0,15,5,11,11,13,12,28,9,88,3,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,4,0,14,0,24,0,0,0,0,3,5,4,8,0,29,0,4,12,0,5,11,0,17,0,49,3,7,6,0,4,9,6,11,0,41,4,13,3,4,0,3,0,20,6,51,5,18,5,7,6,10,0,8,0,53,7,10,3,10,0,8,0,10,0,45
502011021,0,0,0,0,0,6,0,9,0,14,0,6,7,0,0,5,0,6,0,12,0,5,0,4,0,0,0,0,0,12,0,3,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,11,3,16,0,22,0,87,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,13,0,5,5,0,0,0,0,3,0,13,0,3,3,0,0,0,0,0,0,17,0,5,0,0,4,0,0,0,0,15,0,8,3,3,0,4,0,3,0,16,0,5,8,0,0,4,0,9,0,20,0,3,0,0,0,0,5,0,3,16,3,11,6,4,4,0,0,0,0,25,0,9,0,0,3,0,0,0,0,15,0,0,4,0,0,0,0,0,0,6
502011022,0,0,0,0,0,7,4,0,0,20,0,3,0,3,3,3,0,3,0,15,0,0,4,0,0,4,0,8,0,20,0,0,7,4,0,3,0,3,0,23,0,7,5,3,4,0,0,0,0,17,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,8,18,19,16,14,35,13,32,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,12,0,12,0,4,0,0,5,0,3,21,0,3,0,4,8,3,6,4,0,27,3,3,6,3,5,4,0,4,0,25,0,5,0,0,0,15,0,4,0,37,0,5,6,3,7,6,5,4,0,35,3,8,3,8,4,14,4,4,0,49,0,12,7,3,3,4,0,4,0,21,0,7,3,0,0,0,0,0,0,11,0,3,4,0,0,0,0,0,0,7
502011023,0,5,0,0,7,8,10,15,0,39,0,4,0,0,3,5,0,17,3,38,0,0,0,3,0,7,7,16,0,42,0,0,4,4,3,4,0,10,0,27,0,5,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,20,18,21,22,54,23,87,7,252,0,4,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,10,0,6,5,3,6,8,3,4,0,35,0,11,0,10,3,3,0,0,0,27,0,7,3,3,8,6,0,5,0,32,0,3,0,10,3,8,4,7,0,35,0,8,6,4,3,5,0,6,0,39,0,4,9,0,0,5,0,10,0,33,0,11,3,0,5,9,3,5,0,37,0,7,3,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0
502011024,0,0,0,0,9,7,0,10,0,30,0,4,0,4,7,4,0,10,0,30,4,8,6,4,4,6,0,5,0,32,0,4,0,0,0,3,4,11,0,25,0,5,3,0,0,0,0,0,0,16,0,6,0,0,0,0,0,5,0,9,0,3,0,0,0,0,0,0,0,6,6,32,22,14,28,38,12,47,0,199,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,4,0,0,0,12,0,7,6,3,5,6,0,7,0,29,0,7,4,0,0,4,3,0,0,30,0,9,5,3,5,3,0,5,0,32,0,7,9,0,4,12,4,6,0,45,0,11,7,3,3,5,0,6,0,36,4,10,6,5,6,10,5,13,0,56,0,10,4,4,5,4,0,12,0,50,0,8,4,6,4,4,0,9,4,53,0,10,10,6,6,0,0,0,0,30,0,9,5,4,4,4,0,0,0,15
502011025,0,0,9,0,8,19,4,32,0,71,0,4,5,5,7,11,6,29,0,65,0,6,8,0,3,16,10,19,0,58,0,9,4,6,5,13,0,16,0,48,0,9,5,0,4,7,3,3,0,37,0,6,4,0,0,8,0,5,0,15,0,3,0,0,0,0,0,0,0,4,3,42,42,22,71,109,40,147,4,484,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,3,0,12,0,11,4,7,5,7,0,6,5,36,6,5,10,3,3,11,0,11,0,51,0,9,14,6,7,17,3,7,0,67,0,13,9,4,4,14,0,11,4,59,3,7,12,3,8,8,4,11,0,60,0,4,4,4,8,6,6,14,0,52,0,12,9,7,7,8,3,19,0,74,0,12,13,10,12,3,5,15,0,65,0,7,4,0,5,3,0,3,0,29,0,9,3,0,0,0,0,0,0,20
502011026,0,0,0,0,4,7,0,5,0,13,0,0,0,0,0,0,0,6,0,11,0,0,4,4,3,4,0,4,0,14,0,4,0,3,0,3,0,5,0,12,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,9,9,7,15,20,3,22,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,4,0,0,0,0,8,0,3,0,4,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,8,0,6,0,0,0,0,0,5,0,16,0,0,0,0,0,3,0,0,0,10,0,3,0,3,0,0,4,0,0,13,0,3,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,7
502011027,0,3,3,4,0,0,0,0,0,22,0,6,3,6,0,7,0,6,0,29,0,0,3,3,5,7,0,9,0,26,0,3,0,0,3,3,0,3,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,26,17,20,19,31,7,47,0,177,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,14,0,4,5,3,0,6,0,0,0,20,0,9,7,3,3,5,0,5,0,35,3,11,4,8,5,5,0,0,0,39,0,18,0,0,0,6,0,4,0,36,0,9,7,7,4,8,0,7,0,39,6,8,10,0,6,7,6,6,0,52,0,6,3,6,5,9,6,6,0,44,0,9,9,3,0,5,0,3,0,29,0,9,5,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,11
502011028,0,0,0,0,3,0,0,0,0,3,0,3,4,0,0,3,0,3,0,12,0,0,0,0,4,0,0,0,0,9,0,0,3,0,0,0,0,0,0,12,0,5,4,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,14,7,8,8,5,9,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,5,5,0,0,0,11,0,3,0,3,0,5,5,0,0,11,0,7,0,0,3,0,0,3,0,14,0,0,3,5,0,6,0,3,0,15,0,0,0,4,5,0,0,0,0,8,0,11,5,0,0,3,0,0,0,18,0,4,4,0,5,3,0,0,0,24,0,6,4,0,0,0,3,0,0,21,3,9,4,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,4
502011029,0,0,0,5,4,3,6,13,0,24,0,0,0,0,3,4,0,15,0,26,0,5,3,7,4,0,4,9,0,26,0,3,3,0,0,0,0,7,0,17,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,20,13,10,28,9,68,5,182,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,13,0,5,0,3,0,6,0,8,0,25,0,10,3,0,3,8,0,5,0,32,0,7,4,3,0,6,0,12,0,35,0,8,5,4,8,7,4,10,0,36,0,3,6,0,0,0,4,14,0,33,5,6,0,0,4,4,0,18,0,40,0,3,7,0,0,3,0,9,0,30,4,6,5,0,4,3,0,7,0,25,0,0,5,0,0,0,0,0,0,11
503011030,0,4,0,0,0,12,0,5,0,23,0,4,8,4,0,7,0,15,0,40,0,4,7,0,0,14,0,6,0,30,0,3,3,5,0,5,0,3,0,26,0,5,3,0,0,5,0,0,0,18,0,4,0,0,0,3,0,0,0,12,0,4,0,0,0,0,0,0,0,8,0,29,31,20,10,44,8,47,0,193,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,8,0,0,0,0,0,6,0,0,0,9,0,0,0,0,3,0,0,0,0,9,0,4,5,3,5,7,0,0,0,13,0,3,3,3,0,0,0,0,0,18,0,4,3,0,0,3,5,7,0,19,0,7,5,0,0,0,0,3,0,20,0,0,8,3,0,0,0,6,0,27,0,10,5,0,0,4,0,6,0,26,0,3,0,4,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,5
503011031,0,3,9,3,9,14,7,31,0,67,0,8,8,8,6,9,5,31,0,76,0,5,3,7,8,9,0,9,0,40,0,0,7,3,0,5,4,19,0,48,0,3,8,9,6,0,0,4,0,32,0,9,5,8,4,4,0,8,0,34,3,3,5,7,0,0,0,4,0,24,5,47,62,50,42,85,33,146,0,472,0,3,0,0,0,0,0,0,0,6,0,5,4,6,0,3,0,0,0,12,0,4,5,0,3,3,4,0,0,23,0,7,4,3,4,8,0,4,0,31,0,5,3,3,8,4,0,0,0,28,0,12,0,0,10,4,0,3,0,29,0,13,13,4,3,7,4,7,0,45,0,5,12,6,5,10,3,12,0,55,0,8,4,6,5,4,0,13,0,48,0,5,7,0,3,5,0,11,0,33,0,7,10,8,0,0,0,11,0,34,0,5,9,3,0,0,0,4,0,28
503011032,0,4,4,0,0,12,4,11,4,44,0,12,12,6,5,14,6,15,0,70,0,9,3,0,3,15,4,20,0,55,0,10,0,4,0,9,0,12,0,37,0,6,7,0,4,0,0,5,0,33,0,7,7,0,0,0,0,3,0,15,0,6,3,0,0,0,0,3,0,12,0,59,49,34,26,55,17,98,4,350,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,6,0,0,0,0,3,3,0,6,0,10,0,5,4,5,4,7,0,4,0,26,3,4,4,0,0,3,0,9,0,25,0,10,3,0,0,10,3,3,0,30,5,9,4,3,8,0,0,6,0,23,0,0,6,5,3,7,0,8,0,32,0,11,8,6,7,10,0,11,0,47,0,5,13,4,3,8,0,0,0,35,0,8,9,3,0,0,0,0,0,25,0,5,3,5,0,0,4,0,0,20
503011033,0,8,0,6,0,8,5,9,0,37,0,0,8,0,9,16,0,16,0,47,0,3,3,4,6,7,0,12,0,36,0,6,5,3,6,3,0,4,0,27,0,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,5,23,30,21,29,47,19,57,0,237,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,6,0,0,0,15,0,5,4,0,0,4,3,0,0,18,0,10,9,4,0,0,0,0,0,22,0,4,8,0,0,4,0,8,0,27,0,7,7,0,3,8,0,0,0,26,3,9,0,4,3,0,0,4,0,25,0,9,3,5,4,0,0,0,0,25,0,6,4,5,0,5,0,4,0,26,0,6,10,0,0,0,0,0,0,17,0,6,3,0,0,0,0,0,0,7
