POW_SA2_CODE_2021,TaTW_650_799_H_0,TaTW_650_799_H_1_19,TaTW_650_799_H_20_29,TaTW_650_799_H_30_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40_44,TaTW_650_799_H_45_49,TaTW_650_799_H_50ov,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_19,TaTW_800_999_H_20_29,TaTW_800_999_H_30_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40_44,TaTW_800_999_H_45_49,TaTW_800_999_H_50ov,TaTW_800_999_H_NS,TaTW_800_999_H_Tot,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_19,TaTW_1000_1249_H_20_29,TaTW_1000_1249_H_30_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40_44,TaTW_1000_1249_H_45_49,TaTW_1000_1249_H_50ov,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_19,TaTW_1250_1499_H_20_29,TaTW_1250_1499_H_30_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40_44,TaTW_1250_1499_H_45_49,TaTW_1250_1499_H_50ov,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_19,TaTW_1500_1749_H_20_29,TaTW_1500_1749_H_30_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40_44,TaTW_1500_1749_H_45_49,TaTW_1500_1749_H_50ov,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_19,TaTW_1750_1999_H_20_29,TaTW_1750_1999_H_30_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40_44,TaTW_1750_1999_H_45_49,TaTW_1750_1999_H_50ov,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_19,TaTW_2000_2999_H_20_29,TaTW_2000_2999_H_30_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40_44,TaTW_2000_2999_H_45_49,TaTW_2000_2999_H_50ov,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000_3499_H_0,TaTW_3000_3499_H_1_19,TaTW_3000_3499_H_20_29,TaTW_3000_3499_H_30_34,TaTW_3000_3499_H_35_39,TaTW_3000_3499_H_40_44,TaTW_3000_3499_H_45_49,TaTW_3000_3499_H_50ov,TaTW_3000_3499_H_NS,TaTW_3000_3499_H_Tot,TaTW_3500mo_H_0,TaTW_3500mo_H_1_19,TaTW_3500mo_H_20_29,TaTW_3500mo_H_30_34,TaTW_3500mo_H_35_39,TaTW_3500mo_H_40_44,TaTW_3500mo_H_45_49,TaTW_3500mo_H_50ov,TaTW_3500mo_H_NS,TaTW_3500mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_19,TaTW_PINS_H_20_29,TaTW_PINS_H_30_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40_44,TaTW_PINS_H_45_49,TaTW_PINS_H_50ov,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_19,TaTW_Tot_H_20_29,TaTW_Tot_H_30_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40_44,TaTW_Tot_H_45_49,TaTW_Tot_H_50ov,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_19,CoPSW_NNI_H_20_29,CoPSW_NNI_H_30_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40_44,CoPSW_NNI_H_45_49,CoPSW_NNI_H_50ov,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_19,CoPSW_1_149_H_20_29,CoPSW_1_149_H_30_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40_44,CoPSW_1_149_H_45_49,CoPSW_1_149_H_50ov,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_19,CoPSW_150_299_H_20_29,CoPSW_150_299_H_30_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40_44,CoPSW_150_299_H_45_49,CoPSW_150_299_H_50ov,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_19,CoPSW_300_399_H_20_29,CoPSW_300_399_H_30_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40_44,CoPSW_300_399_H_45_49,CoPSW_300_399_H_50ov,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_19,CoPSW_400_499_H_20_29,CoPSW_400_499_H_30_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40_44,CoPSW_400_499_H_45_49,CoPSW_400_499_H_50ov,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_19,CoPSW_500_649_H_20_29,CoPSW_500_649_H_30_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40_44,CoPSW_500_649_H_45_49,CoPSW_500_649_H_50ov,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_19,CoPSW_650_799_H_20_29,CoPSW_650_799_H_30_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40_44,CoPSW_650_799_H_45_49,CoPSW_650_799_H_50ov,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_19,CoPSW_800_999_H_20_29,CoPSW_800_999_H_30_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40_44,CoPSW_800_999_H_45_49,CoPSW_800_999_H_50ov,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_19,CoPSW_1000_1249_H_20_29,CoPSW_1000_1249_H_30_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40_44,CoPSW_1000_1249_H_45_49,CoPSW_1000_1249_H_50ov,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot
501011001,0,4,10,4,3,4,8,3,0,32,6,0,12,8,9,14,3,8,0,45,3,3,3,6,14,18,4,4,0,51,3,0,0,4,8,11,11,11,0,42,0,0,0,0,5,7,0,9,0,19,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,0,0,0,11,35,40,23,40,64,27,49,3,303,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,26,0,6,4,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,7,0,8,9,0,0,0,0,0,0,21,4,3,11,3,0,3,0,0,0,24,3,3,12,10,5,0,0,3,0,32,0,3,7,4,3,8,0,6,0,28,0,0,4,4,9,3,0,4,0,25
501011003,3,6,19,14,13,9,0,4,0,70,7,3,12,10,33,28,6,11,0,120,4,5,9,14,48,54,9,24,0,174,7,3,11,13,24,42,13,21,0,125,6,4,4,0,11,30,8,12,0,77,4,0,0,3,13,14,0,5,0,47,4,3,0,3,0,11,3,24,4,50,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,7,28,62,81,80,168,210,59,127,12,834,0,3,0,0,0,0,0,0,0,3,10,57,0,0,0,0,0,0,0,69,3,18,10,3,0,0,0,0,0,32,0,18,4,0,3,3,0,0,0,29,0,25,17,0,0,0,0,0,0,43,3,8,27,10,3,3,3,0,0,58,5,17,30,18,11,5,0,6,0,93,4,6,21,23,26,11,5,0,0,96,0,5,16,10,18,7,0,5,0,57
501011004,4,8,13,5,11,16,6,11,0,77,6,9,13,17,18,21,0,9,0,96,6,3,10,4,28,33,10,15,5,122,3,0,7,6,20,30,12,7,3,86,3,0,0,0,6,31,3,15,0,66,0,0,0,3,11,16,4,4,0,39,0,0,0,0,5,12,5,9,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,32,60,70,57,113,176,43,79,14,658,0,8,0,0,0,0,0,0,0,7,9,47,0,0,0,0,0,4,0,60,6,19,0,0,0,0,0,0,0,22,0,24,8,6,0,0,0,0,0,41,6,18,14,6,0,0,0,0,0,45,6,19,22,12,5,3,0,0,0,65,5,15,30,20,15,8,0,3,0,91,6,6,24,25,21,14,0,4,0,100,3,7,16,13,12,15,8,3,0,73
501011293,3,5,15,12,17,23,3,6,0,80,4,7,8,15,32,29,6,13,0,105,5,9,8,9,49,43,17,16,0,156,0,0,0,3,34,55,17,12,0,121,0,0,3,0,22,28,7,10,0,84,0,0,0,3,7,17,7,12,0,45,0,0,3,4,5,10,6,20,0,50,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,5,25,75,68,61,192,234,76,103,8,836,0,0,0,0,0,0,0,0,0,3,7,61,0,0,0,0,0,0,0,68,0,42,0,0,0,0,0,0,0,49,0,20,18,0,0,0,0,0,0,40,7,25,16,5,4,0,0,0,0,54,5,21,30,8,11,3,3,0,0,72,9,22,26,33,14,9,0,0,0,104,6,6,21,17,24,9,0,6,3,96,0,9,10,12,21,14,0,9,0,77
501011294,6,7,13,3,21,20,4,0,0,70,0,3,6,16,32,20,3,4,0,89,6,3,8,17,29,48,6,12,0,127,9,3,3,6,20,39,11,20,0,97,3,3,3,0,9,24,11,13,0,69,3,0,0,0,4,24,5,12,0,45,0,4,0,5,5,32,8,8,0,67,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,3,0,0,3,5,34,61,54,51,133,226,56,79,5,709,0,0,0,0,0,0,0,0,0,8,8,40,0,0,0,0,0,0,0,47,3,33,9,0,0,0,0,0,0,47,0,38,11,0,6,4,0,3,4,60,0,32,27,6,3,7,0,0,0,73,6,34,40,21,7,8,6,0,0,119,7,29,60,53,23,6,0,9,0,186,11,20,43,44,37,19,3,11,5,188,9,15,27,33,40,29,8,11,0,164
501021005,3,0,4,9,8,3,9,7,0,40,0,4,5,7,17,12,4,6,0,57,0,6,0,0,24,20,4,12,0,72,0,5,4,5,9,17,6,15,0,55,0,0,3,3,5,8,3,14,0,46,3,0,0,8,6,13,3,15,0,52,5,0,0,0,13,22,3,30,0,78,0,0,0,0,0,8,0,10,0,19,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,4,0,0,0,4,20,49,43,30,87,112,33,122,3,507,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,41,0,25,8,0,0,0,0,0,0,34,0,22,6,7,0,0,0,0,0,33,0,20,16,3,0,0,0,0,0,39,0,21,39,4,3,0,5,4,0,80,6,13,44,24,11,0,0,5,0,101,0,7,20,23,27,8,5,6,0,93,0,5,9,14,19,6,0,5,0,61
501021007,0,0,3,0,6,9,0,0,0,17,0,0,0,0,3,4,4,6,0,25,3,0,0,0,4,8,0,3,0,26,0,0,0,0,5,11,0,9,0,25,4,0,0,4,3,9,4,5,0,25,0,0,0,0,0,16,6,3,0,25,4,3,0,0,4,17,9,11,0,48,0,0,0,0,4,3,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,25,18,12,32,83,26,44,6,258,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,3,4,6,0,0,0,0,0,13,0,0,11,3,6,0,0,0,0,21,5,4,8,6,0,3,0,0,0,19,0,0,5,0,3,0,0,0,0,13,0,0,7,0,5,0,0,0,0,10
501021008,3,8,4,4,6,4,0,0,0,26,0,0,5,0,11,4,3,0,0,29,0,0,5,8,7,8,0,6,0,45,0,0,0,8,10,3,5,5,0,28,0,0,0,5,9,4,3,7,0,31,0,0,0,0,6,7,0,9,0,20,0,0,0,0,0,3,0,13,0,21,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,3,0,0,0,3,12,25,24,26,52,49,9,54,5,259,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,10,0,8,3,0,0,0,0,0,0,11,4,19,8,0,0,0,0,0,0,35,3,21,24,9,3,3,0,3,0,67,4,16,32,21,9,3,0,4,0,96,4,13,19,37,27,3,0,5,3,101,19,9,15,36,29,19,0,11,0,139
501021009,4,0,11,3,7,13,0,12,0,50,0,0,3,7,12,9,8,7,0,48,4,0,4,0,13,27,0,13,0,64,8,0,4,0,11,28,5,15,0,67,6,0,5,0,21,33,11,25,0,104,10,0,3,0,17,48,13,36,0,138,35,5,10,10,56,201,77,110,9,511,14,0,4,5,22,47,26,37,0,145,9,0,3,0,20,29,21,24,0,105,0,0,0,0,0,3,0,4,0,9,93,44,67,30,195,443,165,284,19,1342,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,17,5,11,3,0,0,0,0,0,0,20,0,15,7,0,0,0,0,0,4,27,0,14,9,0,0,0,0,0,0,26,0,26,19,13,4,5,0,7,0,67,7,8,27,5,8,0,0,0,4,59,0,3,12,17,13,3,0,3,0,60,0,3,5,4,7,10,7,3,3,38
501021010,0,0,0,3,0,3,0,3,0,15,0,3,0,0,3,11,3,9,0,24,0,0,0,0,6,11,10,4,0,30,0,0,0,5,0,3,11,12,0,33,0,0,0,0,9,4,15,12,0,37,0,0,3,0,0,3,18,18,0,50,4,0,0,0,0,13,15,29,0,61,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,20,10,7,19,58,66,97,3,298,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,3,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,3,5,0,0,0,0,0,12
