POW_SA2_CODE_2021,NFANS_75ov_EWFT,NFANS_75ov_EWPT,NFANS_75ov_EAFW,NFANS_75ov_EHW_NS,NFANS_75ov_Tot,NFANS_Tot_EWFT,NFANS_Tot_EWPT,NFANS_Tot_EAFW,NFANS_Tot_EHW_NS,NFANS_Tot_Tot,Tot_15_19_EWFT,Tot_15_19_EWPT,Tot_15_19_EAFW,Tot_15_19_EHW_NS,Tot_15_19_Tot,Tot_20_24_EWFT,Tot_20_24_EWPT,Tot_20_24_EAFW,Tot_20_24_EHW_NS,Tot_20_24_Tot,Tot_25_29_EWFT,Tot_25_29_EWPT,Tot_25_29_EAFW,Tot_25_29_EHW_NS,Tot_25_29_Tot,Tot_30_34_EWFT,Tot_30_34_EWPT,Tot_30_34_EAFW,Tot_30_34_EHW_NS,Tot_30_34_Tot,Tot_35_39_EWFT,Tot_35_39_EWPT,Tot_35_39_EAFW,Tot_35_39_EHW_NS,Tot_35_39_Tot,Tot_40_44_EWFT,Tot_40_44_EWPT,Tot_40_44_EAFW,Tot_40_44_EHW_NS,Tot_40_44_Tot,Tot_45_49_EWFT,Tot_45_49_EWPT,Tot_45_49_EAFW,Tot_45_49_EHW_NS,Tot_45_49_Tot,Tot_50_54_EWFT,Tot_50_54_EWPT,Tot_50_54_EAFW,Tot_50_54_EHW_NS,Tot_50_54_Tot,Tot_55_59_EWFT,Tot_55_59_EWPT,Tot_55_59_EAFW,Tot_55_59_EHW_NS,Tot_55_59_Tot,Tot_60_64_EWFT,Tot_60_64_EWPT,Tot_60_64_EAFW,Tot_60_64_EHW_NS,Tot_60_64_Tot,Tot_65_69_EWFT,Tot_65_69_EWPT,Tot_65_69_EAFW,Tot_65_69_EHW_NS,Tot_65_69_Tot,Tot_70_74_EWFT,Tot_70_74_EWPT,Tot_70_74_EAFW,Tot_70_74_EHW_NS,Tot_70_74_Tot,Tot_75ov_EWFT,Tot_75ov_EWPT,Tot_75ov_EAFW,Tot_75ov_EHW_NS,Tot_75ov_Tot,Tot_Tot_EWFT,Tot_Tot_EWPT,Tot_Tot_EAFW,Tot_Tot_EHW_NS,Tot_Tot_Tot
501021011,0,0,0,0,0,29,7,0,0,34,123,47,8,3,184,359,73,15,4,458,332,66,18,8,425,332,91,6,13,448,341,98,14,6,464,315,73,5,5,396,378,90,10,6,492,395,66,18,10,480,296,83,21,5,403,241,86,25,3,353,76,50,4,0,130,14,22,0,0,43,0,15,3,0,19,3209,863,151,70,4295
501021012,0,0,0,0,0,9,13,0,0,20,33,274,14,3,325,67,97,10,9,179,82,79,5,5,172,94,115,13,0,221,79,134,12,3,225,94,113,7,0,219,109,99,6,4,215,90,104,10,3,211,80,89,11,0,179,54,88,11,3,153,9,40,8,0,57,3,28,0,0,37,0,10,6,0,13,796,1272,101,31,2202
501021014,0,0,0,0,0,18,9,0,0,30,92,121,11,7,222,267,67,10,5,348,345,98,13,11,468,392,93,8,5,495,418,119,14,11,559,381,108,9,11,509,378,108,21,10,514,328,123,25,8,480,336,117,25,9,479,267,94,20,7,383,103,76,13,7,201,33,34,3,6,73,13,33,5,0,53,3331,1184,182,79,4786
501021015,0,0,0,0,0,21,7,0,0,32,132,255,15,10,407,299,111,17,11,434,322,104,18,6,449,328,111,21,3,468,358,114,21,15,504,362,126,13,7,511,341,120,18,13,491,422,115,18,8,554,354,122,31,6,515,241,117,49,3,406,92,65,12,4,163,21,26,3,0,53,3,10,0,4,16,3267,1390,238,80,4974
501021016,0,0,0,3,4,16,3,3,4,27,37,45,3,0,83,126,35,3,9,177,132,41,3,8,179,122,41,11,8,180,173,50,5,10,235,178,38,17,6,229,228,62,11,3,300,238,57,18,4,317,204,59,26,0,289,120,56,25,0,203,35,31,8,3,76,8,15,0,0,28,9,12,0,6,31,1604,540,129,57,2327
501021251,0,0,0,0,0,3,4,0,0,8,21,151,11,0,187,40,42,5,3,94,46,35,5,3,90,59,45,4,0,101,64,59,5,0,128,63,68,0,5,133,93,56,3,5,156,73,49,6,4,124,52,49,3,4,106,35,40,6,4,82,12,26,0,0,35,0,6,0,0,15,0,3,0,0,4,557,626,46,22,1257
501021252,0,0,0,0,0,0,0,0,0,3,17,19,0,0,38,31,14,0,0,44,24,9,3,0,39,31,12,9,0,51,34,19,5,0,61,51,23,0,0,80,57,24,0,0,82,60,13,0,0,74,40,22,5,0,67,36,23,4,0,58,14,15,3,0,36,0,3,0,0,8,0,4,0,0,3,400,208,26,10,642
501021253,0,0,0,0,0,37,35,7,6,76,198,607,41,18,861,519,376,42,22,954,618,312,50,23,1007,609,422,63,16,1108,603,511,46,19,1182,707,454,40,15,1223,765,452,43,13,1274,816,433,43,9,1297,640,347,50,11,1050,437,353,57,0,854,128,209,25,0,364,44,105,6,0,157,10,43,0,0,61,6092,4616,516,159,11380
501021254,0,0,0,0,0,0,3,0,0,7,8,30,0,0,42,21,22,0,0,44,24,13,0,0,41,26,21,0,4,51,19,22,0,0,41,22,24,0,0,51,35,29,0,0,72,26,25,3,0,56,19,23,5,0,52,12,16,7,0,34,7,14,0,0,21,3,3,0,0,8,0,0,0,0,0,227,244,21,10,498
501031017,0,0,0,0,0,13,6,0,0,24,34,82,8,6,126,113,39,17,8,176,120,38,9,6,174,137,66,15,4,219,156,71,8,5,239,181,68,7,5,269,233,91,11,6,343,205,83,15,7,314,206,111,19,4,348,166,113,22,4,310,85,74,12,6,178,37,49,3,0,101,41,30,3,0,76,1726,918,149,72,2866
501031018,0,0,0,0,0,7,7,0,0,12,32,86,0,8,119,55,38,3,0,97,64,34,0,0,98,100,42,9,0,150,101,71,7,4,178,99,50,5,0,157,112,72,9,0,195,111,78,12,4,209,113,67,15,4,200,103,88,9,0,200,60,62,10,3,132,18,48,0,0,70,19,25,4,0,46,978,757,79,39,1851
501031019,0,0,0,0,0,12,14,5,0,24,79,116,0,8,208,133,52,13,6,207,134,62,18,9,221,119,72,8,3,209,135,88,14,3,238,147,89,7,8,245,180,95,7,0,288,178,96,15,6,297,213,94,22,6,334,163,114,25,0,298,59,62,8,4,142,25,29,5,0,56,7,22,0,0,35,1569,998,141,57,2772
501031020,0,0,0,0,0,16,8,5,0,29,36,63,5,4,110,52,19,5,0,81,65,37,5,4,115,74,55,4,0,134,91,43,8,0,144,107,47,3,5,165,124,64,3,0,193,144,92,12,6,250,142,101,17,0,262,101,98,18,6,215,67,85,19,0,170,39,47,7,3,94,25,24,3,3,62,1062,790,103,34,1990
502011021,0,0,0,0,0,5,7,0,0,6,7,23,0,0,30,15,21,0,0,44,28,17,0,0,53,27,30,0,0,63,41,40,0,0,78,35,32,7,0,70,47,28,0,0,83,46,40,4,0,86,34,41,0,0,73,10,51,4,0,67,5,20,0,0,28,5,13,0,0,12,0,5,0,0,5,301,356,25,9,696
502011022,0,0,0,0,0,4,13,0,0,17,28,234,12,6,276,54,117,3,4,183,52,69,3,3,132,44,69,6,3,125,61,72,4,0,142,74,65,3,6,146,80,75,10,0,172,74,85,0,0,163,93,75,9,6,175,42,91,8,0,143,15,46,0,0,64,6,24,0,0,31,6,8,0,0,12,620,1025,72,37,1753
502011023,0,0,0,0,0,24,20,0,3,42,78,195,5,5,282,194,179,8,5,388,230,145,22,10,405,220,202,36,14,466,232,217,26,8,478,244,202,16,7,465,298,202,14,4,524,296,236,20,5,564,287,208,39,0,527,169,186,29,0,395,64,92,16,5,175,16,34,0,0,47,7,17,4,3,28,2327,2111,234,74,4752
502011024,0,0,0,0,0,8,15,0,0,21,36,264,11,7,319,84,215,12,13,315,113,107,13,6,238,94,124,16,8,249,116,130,15,0,263,135,156,6,0,300,150,125,12,12,293,140,159,14,0,311,120,159,20,7,305,85,121,10,4,221,26,69,14,0,112,15,33,7,3,57,8,7,0,4,22,1115,1678,154,63,3008
502011025,0,0,0,0,3,28,30,0,5,71,154,865,37,22,1070,423,656,35,27,1134,515,372,38,18,947,450,376,56,15,892,531,444,41,15,1037,514,361,29,14,922,587,391,32,10,1026,601,341,33,11,980,499,361,34,13,905,346,329,38,7,720,115,158,13,4,290,38,69,3,0,111,8,38,0,6,50,4772,4757,387,174,10080
502011026,0,0,0,0,0,3,0,0,0,3,8,65,5,0,79,29,29,4,0,62,30,18,3,3,57,27,20,0,0,47,31,33,3,0,66,33,30,3,0,69,49,31,0,0,85,41,18,0,0,59,39,28,3,0,65,30,27,3,0,61,10,15,0,0,28,0,17,0,0,17,3,8,0,0,13,325,341,23,7,698
502011027,0,0,0,0,0,10,7,0,0,21,36,347,8,3,398,106,156,9,10,282,133,107,16,10,265,145,145,13,0,305,138,131,9,4,287,146,142,6,0,300,167,152,12,3,339,180,148,6,0,333,129,104,8,4,250,83,90,9,0,188,19,53,5,0,78,7,25,0,0,27,0,4,0,0,11,1298,1609,108,57,3067
502011028,0,0,0,0,0,0,0,0,0,4,13,12,0,0,25,25,34,4,0,61,47,35,7,0,92,64,55,10,0,123,67,70,6,5,147,68,53,3,3,132,82,59,6,6,150,97,75,4,0,173,68,76,10,0,152,62,64,8,0,134,13,42,3,7,61,4,21,0,0,29,0,12,0,0,13,603,610,59,22,1288
502011029,0,0,0,0,0,24,14,0,5,35,82,241,13,9,342,207,137,6,6,361,273,103,18,5,399,295,118,18,7,437,362,141,14,6,526,344,117,18,9,483,404,105,12,11,534,420,114,28,8,569,392,139,39,7,577,218,123,37,9,388,82,77,17,0,177,25,36,0,0,67,11,25,0,5,32,3111,1471,233,82,4894
503011030,0,0,0,0,0,6,3,0,0,5,0,144,6,0,155,45,112,3,8,166,64,47,0,0,109,65,33,7,5,115,52,52,0,0,107,58,52,0,0,111,66,57,0,5,128,73,70,3,5,150,78,61,4,0,139,52,62,3,0,113,20,32,5,0,53,8,20,0,0,26,6,37,0,0,41,591,770,35,23,1422
503011031,0,6,0,0,6,14,19,0,0,34,40,479,23,4,544,223,636,26,12,893,361,284,22,7,680,385,247,34,6,669,314,226,18,4,562,287,185,12,5,487,303,206,8,9,524,261,217,11,7,493,246,245,14,4,508,183,201,20,0,405,77,140,10,0,226,33,87,4,3,126,17,61,5,5,83,2736,3197,205,70,6200
503011032,0,0,0,0,0,11,16,0,0,22,17,203,8,0,232,84,273,15,3,375,148,103,6,4,260,189,114,8,0,310,171,84,6,3,268,134,104,5,8,251,137,97,6,3,240,146,112,8,9,277,131,119,3,0,255,70,90,6,0,165,36,90,3,0,130,11,43,4,0,53,11,29,4,4,45,1282,1467,81,42,2871
503011033,0,0,0,0,0,3,6,0,0,11,15,203,10,0,227,53,169,7,5,234,77,87,4,11,176,86,72,3,0,164,75,82,3,3,165,79,79,0,0,159,90,79,0,0,175,108,84,4,0,193,77,89,6,0,177,53,79,5,0,132,26,42,4,0,78,7,24,0,0,29,8,17,0,0,25,748,1106,56,29,1937
503011034,0,0,0,0,0,11,12,0,0,16,14,230,8,0,250,107,274,9,8,407,231,124,10,8,370,205,140,18,12,379,193,156,17,8,371,190,124,6,0,321,214,139,9,4,363,253,166,13,0,435,191,144,15,3,349,118,141,10,4,281,45,105,5,0,153,19,58,6,3,86,3,35,0,0,39,1789,1828,125,50,3798
503011035,0,0,0,0,0,71,46,11,8,138,58,463,24,6,556,825,1258,80,39,2198,1866,869,170,51,2963,1848,1022,299,37,3209,1730,1222,234,27,3210,1604,1012,101,23,2746,1627,861,81,20,2594,1579,827,82,20,2504,1355,761,105,14,2235,965,706,109,19,1799,379,484,47,10,922,115,218,28,4,356,32,143,7,5,196,13987,9860,1363,284,25487
503011036,0,0,0,0,0,15,9,0,0,27,17,244,13,0,275,169,262,11,7,451,401,123,28,10,557,344,121,34,13,505,360,151,30,6,552,280,141,11,9,433,309,147,12,4,471,309,139,13,5,475,306,138,23,3,468,184,131,20,0,335,74,104,13,0,193,30,49,3,0,82,7,24,4,0,37,2790,1779,217,59,4847
503021037,0,0,0,0,0,0,0,0,0,0,9,30,0,0,40,29,39,0,0,67,63,30,0,0,105,70,24,7,0,100,62,23,5,0,87,53,9,0,0,65,32,14,0,0,44,34,18,0,0,46,25,11,0,0,32,12,10,0,0,21,6,4,0,0,16,0,6,0,0,8,3,0,0,0,4,383,217,21,7,627
503021038,0,0,0,0,0,32,19,0,0,59,65,306,6,6,378,407,441,17,19,892,744,267,35,15,1069,777,344,50,15,1189,799,338,63,13,1218,800,326,23,18,1156,679,262,21,3,970,662,221,15,3,906,482,208,31,5,719,318,181,29,7,535,138,105,17,5,259,34,48,3,0,89,12,23,3,0,35,5914,3070,320,112,9413
503021039,0,0,0,0,0,11,15,0,3,31,35,409,13,4,465,230,512,31,11,781,392,337,24,17,767,392,292,38,13,744,334,276,22,16,648,346,264,15,12,635,375,255,11,10,649,357,266,18,11,641,272,214,20,4,515,202,244,11,0,463,83,186,14,0,285,21,98,3,0,121,7,31,0,0,36,3050,3384,219,97,6758
503021040,0,0,0,0,0,13,7,0,3,25,27,194,12,4,235,136,244,15,11,401,193,155,14,7,369,242,151,14,7,411,189,146,8,13,358,174,133,7,4,316,168,125,0,4,296,180,113,3,4,295,140,118,3,0,268,95,90,7,0,189,41,70,4,5,117,18,35,5,4,64,9,20,4,0,32,1601,1602,103,57,3359
503021042,0,4,0,0,3,67,38,3,6,115,80,724,18,18,849,908,994,46,28,1971,1744,636,93,41,2513,1884,753,155,42,2842,1635,877,128,36,2675,1491,767,57,29,2340,1518,679,49,20,2262,1414,660,53,19,2144,1148,572,72,15,1812,744,517,70,9,1340,312,333,31,4,685,86,187,9,0,284,45,96,5,4,153,13009,7796,793,288,21876
503021043,0,0,0,0,0,27,19,0,4,58,44,280,4,0,342,380,475,23,12,890,732,342,45,10,1134,763,454,91,24,1334,656,537,64,12,1270,614,491,31,7,1144,628,465,27,4,1125,659,411,30,10,1108,550,374,35,12,978,325,384,53,9,764,135,245,23,4,401,40,117,8,4,169,16,50,3,0,74,5549,4622,447,112,10729
503021295,0,0,0,0,5,78,19,6,8,112,59,149,6,14,231,579,376,35,31,1020,1341,418,90,36,1879,1708,446,149,37,2345,1956,564,151,25,2695,1722,428,82,19,2254,1590,391,72,24,2081,1587,298,88,12,1990,1276,265,87,8,1641,833,270,69,13,1188,320,162,39,3,525,76,90,13,0,181,13,37,0,8,55,13067,3895,879,234,18079
503021296,0,0,0,0,0,44,19,0,3,70,71,229,18,10,318,399,471,24,9,899,708,379,46,25,1160,893,386,68,24,1372,887,360,50,14,1312,755,305,40,10,1111,689,254,23,12,984,675,232,23,10,936,548,243,39,8,840,393,226,24,3,650,176,118,12,3,311,47,65,7,0,117,20,33,6,0,59,6271,3302,375,127,10067
503021297,0,3,5,5,8,505,153,23,66,755,377,1402,75,82,1937,5463,3959,300,193,9917,11820,2827,610,256,15510,13479,3280,1344,277,18382,15116,4029,1236,204,20580,13604,3248,585,164,17592,12417,2456,437,161,15467,10666,2042,522,123,13354,7845,1788,519,76,10228,4589,1585,411,66,6643,1675,1023,170,34,2898,396,481,50,17,942,97,173,20,37,329,97545,28280,6281,1693,133799
504011044,0,0,0,0,0,20,9,0,5,33,110,203,5,5,310,352,212,10,22,590,422,133,12,14,582,450,163,26,12,645,524,214,17,11,766,499,180,10,10,703,476,173,11,10,676,525,154,13,6,699,442,182,20,9,653,287,138,17,0,443,126,98,12,3,238,36,48,4,3,89,3,19,5,0,25,4241,1922,157,99,6420
504011045,0,0,0,0,0,36,20,6,4,64,129,204,17,3,349,407,343,22,21,792,571,258,27,19,880,617,231,38,24,908,624,294,31,20,974,643,242,24,14,922,666,247,19,5,933,672,256,24,8,953,557,257,29,5,845,383,213,24,7,623,170,157,12,5,344,47,99,0,0,156,10,44,3,0,63,5507,2847,269,133,8752
504011046,0,0,0,0,0,11,3,0,3,15,25,196,11,0,230,113,164,8,6,288,149,130,3,9,299,205,95,17,6,320,197,137,9,9,353,198,120,8,6,328,154,105,13,7,276,171,87,10,0,270,155,71,12,3,241,86,72,11,0,176,30,46,4,0,81,14,25,0,0,41,0,10,0,0,22,1499,1265,106,49,2919
504011047,0,0,0,0,0,24,10,0,4,40,78,728,25,21,850,359,637,31,28,1050,462,335,32,20,846,466,307,26,26,824,447,316,17,9,786,376,271,24,12,676,373,255,8,8,650,411,259,19,6,690,329,269,18,3,617,237,233,15,5,502,88,127,15,0,231,30,57,7,0,98,7,30,0,4,41,3665,3829,233,143,7876
504011048,0,0,0,0,0,3,7,0,0,11,5,116,0,0,126,23,71,0,3,99,52,41,0,7,99,36,39,0,5,81,53,55,5,4,117,60,61,0,0,123,46,41,5,0,92,52,66,5,3,124,51,45,7,0,99,59,60,5,0,121,16,48,6,0,68,3,27,5,0,34,4,11,0,0,13,457,670,44,22,1195
504021049,0,0,0,0,0,4,3,0,0,4,13,6,0,4,19,33,16,0,3,48,64,14,3,0,86,81,21,12,0,108,95,10,4,0,114,78,8,0,0,95,94,17,8,0,117,118,25,10,0,155,135,31,10,4,175,93,29,10,3,136,31,28,6,0,67,9,8,0,0,12,10,7,0,0,10,854,221,67,18,1152
504021050,0,0,0,0,0,0,0,0,0,6,4,53,6,0,63,23,34,0,0,54,19,28,3,4,45,31,23,0,0,62,48,55,6,0,103,59,47,0,0,103,81,67,5,8,144,72,62,0,0,137,67,58,4,0,129,28,52,0,0,82,25,51,5,0,70,3,18,0,0,26,3,22,4,0,23,455,568,23,15,1062
504021051,0,0,0,0,0,4,4,0,0,6,0,32,0,0,37,14,25,0,0,39,22,15,5,0,41,26,19,0,0,53,33,21,4,0,57,18,31,3,0,48,22,34,0,0,57,37,26,0,0,63,35,32,0,3,71,18,24,0,0,44,5,13,0,0,24,7,7,0,0,20,0,7,0,0,8,238,294,17,14,560
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12
504021053,0,0,0,0,0,9,10,0,3,19,36,346,5,0,387,88,144,4,7,248,111,88,10,0,215,129,97,20,9,250,130,107,10,0,245,153,135,4,0,300,176,118,9,4,307,185,146,13,7,348,193,147,11,4,353,141,127,25,0,299,48,76,13,0,133,16,46,0,0,62,3,24,0,0,32,1412,1593,117,41,3167
504021054,0,0,0,0,0,17,4,3,3,33,73,252,7,3,334,185,163,13,6,367,266,99,5,5,377,245,85,26,0,355,259,129,13,3,399,271,82,12,4,373,269,100,9,8,384,277,109,11,6,402,238,118,18,11,378,150,94,17,5,262,71,87,3,0,170,24,33,4,0,61,11,15,3,0,28,2317,1369,147,64,3897
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10
504031056,0,0,0,0,0,8,11,0,0,17,11,177,3,3,197,79,127,10,5,225,118,89,14,4,225,138,89,8,0,246,129,97,6,11,233,126,99,7,4,241,147,115,3,3,271,160,102,10,6,269,134,119,6,0,264,105,112,5,0,224,31,59,5,0,89,5,21,0,0,38,3,14,0,0,14,1199,1209,76,43,2525
504031057,0,0,0,0,0,4,7,0,0,9,30,311,16,0,360,74,171,6,9,267,140,94,14,7,250,154,123,12,4,294,152,138,12,5,309,140,107,4,4,257,139,82,9,11,239,136,87,13,7,235,118,106,4,0,225,80,75,16,9,170,33,51,5,4,95,8,26,0,0,31,3,7,0,0,10,1203,1383,115,54,2750
504031058,0,0,0,0,0,7,0,5,0,13,36,49,8,0,94,139,63,8,4,211,181,52,6,9,248,204,59,9,0,278,145,61,5,7,217,152,52,5,7,212,168,64,6,4,240,172,51,14,4,245,140,65,9,5,227,85,46,7,0,140,46,32,7,0,85,14,22,5,0,35,9,8,0,0,13,1495,630,83,42,2248
504031060,0,0,0,0,0,0,3,0,0,7,6,32,0,0,35,7,18,0,0,26,22,10,0,3,27,8,10,0,3,13,13,15,0,0,28,16,19,0,0,30,27,13,4,0,49,36,26,0,0,61,33,23,3,0,60,19,25,0,0,43,12,21,0,0,30,7,12,0,0,23,15,11,0,0,25,215,225,8,7,453
504031061,0,0,0,0,0,35,9,0,3,43,155,76,6,8,240,516,145,24,15,694,727,100,42,13,883,813,105,47,18,985,819,131,30,10,994,784,87,21,18,904,734,90,29,9,862,730,70,18,7,825,545,62,28,11,640,371,76,19,4,470,126,41,17,0,185,30,22,0,3,57,13,12,0,0,21,6361,1002,286,111,7762
504031062,0,0,0,0,0,8,6,0,0,14,20,117,4,5,145,57,104,5,5,169,99,88,7,8,194,127,95,9,3,249,125,84,11,0,223,105,77,3,3,183,92,57,5,6,159,93,48,10,0,154,79,65,9,0,147,51,41,5,5,102,11,34,0,0,42,11,10,0,0,24,0,9,0,0,15,865,836,65,32,1797
504031063,0,0,0,0,0,70,30,0,13,110,312,406,19,4,741,969,485,37,47,1534,1354,312,39,41,1752,1539,377,52,50,2011,1544,408,43,36,2027,1428,323,30,29,1814,1451,339,37,22,1848,1473,320,51,19,1862,1213,321,37,13,1587,810,318,44,9,1192,303,197,11,3,519,70,99,7,3,174,32,49,9,0,90,12488,3953,410,293,17146
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,5,0,22
504031065,0,0,0,0,0,12,6,0,0,23,22,103,9,3,134,83,70,7,0,165,130,56,11,0,195,170,83,21,3,283,166,67,6,3,239,161,86,0,7,255,202,90,14,0,307,214,67,4,3,293,189,98,11,4,293,111,76,6,0,195,57,52,7,0,115,8,23,0,0,28,12,15,0,0,28,1518,893,93,25,2531
504031066,0,0,0,0,0,66,48,4,4,124,183,1042,40,23,1288,716,952,36,49,1749,1075,600,102,38,1822,1000,600,127,33,1762,1022,638,84,36,1775,1075,550,49,19,1691,1021,532,46,18,1615,1085,515,58,21,1681,983,470,84,19,1558,635,439,62,16,1151,220,251,26,3,507,57,107,9,5,177,13,63,4,3,86,9101,6747,732,285,16867
