POW_SA2_CODE_2021,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
501031020,3,7,12,15,0,0,0,0,0,0,45,24,68,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,5,0,0,0,0,3,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,10,12,4,8,18,0,0,0,16,21,37,5,5,4,19,26,44,0,0,0,15,14,26,13,9,22,25,20,48,0,0,0,61,35,96,0,0,0,12,0,12,69,35,104,0,4,4,18,84,95,0,0,0,0,3,4,14,85,105,3,6,14,13,38,49,4,15,23,0,7,7,11,51,61,27,114,149,0,0,0,10,9,20,6,5,9,0,7,7,0,0,0,17,18,38,0,0,0,16,0,15,6,13,15,0,0,0,17,11,32,21,17,40,16,15,35,1040,945,1990
502011021,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,5,3,3,3,9,9,0,0,0,0,0,0,4,7,3,4,8,8,0,0,0,20,15,29,7,5,8,24,19,44,0,0,0,0,0,7,4,8,16,8,14,20,0,0,0,7,3,9,0,0,0,6,0,4,8,5,16,0,0,0,7,133,139,0,3,3,0,3,3,7,139,151,0,0,0,0,0,0,8,19,24,3,5,7,4,17,21,8,45,56,0,0,0,0,0,0,3,3,5,13,5,18,0,0,0,10,10,21,0,0,0,3,3,11,0,18,21,0,0,0,7,23,33,13,16,30,6,0,9,282,421,696
502011022,0,6,8,13,0,0,5,0,0,0,18,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,4,3,3,6,5,9,14,0,0,0,0,5,8,13,18,27,15,16,34,0,0,0,20,43,62,9,0,7,27,39,64,0,0,0,3,17,22,28,36,63,34,55,85,0,0,0,0,18,18,0,0,0,0,0,7,3,17,28,0,0,4,13,97,104,0,0,0,3,8,13,15,105,119,5,3,7,0,0,0,24,101,128,3,11,12,31,156,193,63,270,331,0,0,0,0,0,0,3,5,8,5,12,13,0,0,0,6,18,24,0,0,0,24,9,29,13,84,100,0,0,0,34,89,122,30,28,56,8,6,18,660,1095,1753
502011023,0,63,41,97,16,4,18,4,5,7,161,94,255,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,5,9,0,0,0,9,5,15,3,8,9,14,12,27,0,0,0,41,43,80,4,0,4,39,43,84,0,0,0,34,20,49,33,46,81,66,66,128,0,0,0,3,17,20,0,0,0,49,17,67,53,36,87,0,6,6,66,308,372,20,54,77,5,12,19,94,377,468,3,20,29,100,676,776,61,377,436,14,185,195,37,143,177,214,1396,1610,0,0,0,0,0,0,3,0,7,6,26,32,0,3,4,13,28,44,0,0,0,153,48,198,20,76,95,0,0,0,172,119,294,109,50,158,33,29,56,1852,2903,4752
502011024,0,13,4,13,0,0,0,0,0,0,25,10,35,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,3,0,6,0,0,0,0,0,0,11,5,11,7,0,8,0,0,6,0,5,5,5,4,15,17,19,30,0,0,0,3,6,3,11,10,20,10,16,26,0,0,0,32,56,86,11,5,10,41,56,101,0,0,0,8,11,23,24,46,67,32,62,88,0,0,0,6,5,8,0,0,0,0,0,7,5,8,14,0,0,0,80,389,469,0,5,5,13,30,44,97,426,523,0,5,5,0,3,3,60,212,276,14,100,113,12,123,137,88,449,540,0,0,0,0,0,0,3,0,4,15,27,47,0,0,0,21,33,53,0,0,0,25,7,32,16,97,115,0,0,0,38,104,146,40,38,78,29,17,47,1001,2006,3008
502011025,9,19,17,36,5,0,8,5,7,8,221,90,310,0,0,0,0,14,18,5,8,14,15,18,31,0,0,0,7,3,11,0,3,3,0,0,5,40,49,89,0,3,5,16,95,106,8,27,34,27,37,61,47,163,207,0,0,0,10,11,21,87,235,320,90,247,344,0,0,0,91,227,314,21,9,32,109,233,345,0,0,0,36,108,141,65,91,158,105,199,300,0,0,0,254,419,677,0,0,0,150,87,240,411,508,917,4,14,22,43,273,318,10,30,43,18,33,50,80,348,430,8,26,27,5,21,25,122,520,644,19,251,267,106,583,682,252,1402,1652,0,0,0,9,12,25,0,4,5,49,101,149,6,8,11,72,127,195,0,0,0,150,43,197,42,263,308,0,0,0,195,307,501,141,144,283,61,50,113,3732,6347,10080
502011026,0,0,3,7,0,0,0,3,3,3,26,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,3,3,5,9,14,0,0,0,0,6,5,0,11,11,9,10,18,0,0,0,5,24,30,0,0,0,16,24,34,0,0,0,0,0,4,18,5,27,16,13,32,0,0,0,4,0,3,0,0,0,0,0,5,0,0,3,0,0,0,25,65,79,0,0,0,0,4,4,25,64,87,0,5,5,0,0,0,3,7,12,0,0,0,5,12,15,8,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,11,0,16,0,14,18,0,0,0,14,20,32,16,15,28,5,8,12,323,379,698
502011027,0,7,8,12,3,0,3,0,0,0,26,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,7,10,0,0,3,0,5,6,6,4,6,7,4,9,16,10,26,0,0,0,5,3,7,3,6,13,3,11,14,0,0,0,15,32,43,7,5,15,26,35,59,0,0,0,3,5,11,32,52,88,42,60,97,0,0,0,3,6,11,0,9,17,10,4,11,13,25,35,3,5,8,130,673,806,7,0,7,9,28,35,146,705,849,0,7,6,0,5,5,7,58,68,16,194,207,15,151,169,35,418,458,0,3,9,8,8,16,0,3,5,15,6,20,0,0,0,24,21,50,0,0,0,7,0,7,10,71,81,0,0,0,18,74,89,44,35,72,13,17,40,1021,2048,3067
502011028,0,5,0,5,0,0,0,0,0,0,15,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,4,0,0,0,0,3,7,6,8,13,0,0,0,0,0,0,3,10,17,3,10,16,0,0,0,9,9,18,5,4,3,18,12,32,0,0,0,4,8,9,15,18,31,14,27,44,0,0,0,13,17,32,0,0,0,0,0,3,15,20,35,0,0,5,117,329,448,0,0,0,3,3,11,121,337,461,3,4,6,0,3,3,16,8,21,30,274,305,19,57,75,58,350,406,0,0,0,0,3,3,0,3,4,3,0,3,0,0,0,7,8,14,0,0,0,8,6,11,12,21,35,0,0,0,10,27,41,13,15,30,10,5,14,392,893,1288
502011029,0,3,10,14,0,0,0,15,0,16,39,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,6,6,0,0,0,0,9,15,3,15,19,0,0,0,11,13,20,5,17,26,19,26,44,0,0,0,50,56,103,0,3,6,51,58,109,0,0,0,11,10,22,17,44,59,28,53,80,0,0,0,64,76,145,0,0,0,18,15,38,86,87,180,0,3,8,59,225,279,0,0,0,4,12,20,66,243,307,0,6,7,4,35,39,17,77,92,9,95,107,23,84,110,55,302,352,0,0,0,0,13,9,0,0,0,40,52,92,0,3,4,45,66,110,0,0,0,83,18,99,17,40,59,0,0,0,98,57,159,91,49,138,31,24,53,2946,1950,4894
503011030,0,0,0,0,0,0,0,0,0,0,5,5,8,0,4,4,0,5,5,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,16,0,0,0,8,5,15,0,4,5,9,3,13,26,14,35,0,0,0,0,0,0,17,29,49,17,29,49,0,0,0,57,50,107,21,4,17,75,57,124,0,0,0,5,13,19,8,10,20,13,24,41,0,0,0,64,72,131,0,0,0,0,0,0,64,72,131,0,3,3,19,101,123,0,0,6,15,30,41,35,134,178,5,0,0,4,0,4,12,53,62,10,22,33,8,27,29,30,95,127,3,0,3,3,0,4,7,5,5,12,23,36,0,0,0,24,28,46,0,0,0,0,0,0,14,36,50,0,0,0,18,42,58,24,16,39,5,3,6,633,792,1422
503011031,0,6,3,11,0,0,0,0,0,0,42,15,51,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,10,5,11,0,0,0,0,0,0,14,8,24,3,0,5,36,45,75,0,4,9,35,14,49,74,63,136,0,0,0,7,0,13,84,106,188,93,107,205,0,0,0,124,137,260,31,12,45,157,146,305,0,0,0,28,32,58,34,28,64,63,60,120,0,0,0,40,81,120,9,0,12,22,0,24,73,80,154,3,12,13,265,542,805,7,42,52,44,95,140,318,690,1006,13,22,34,76,296,381,109,434,544,49,181,224,6,51,55,255,983,1237,4,0,8,4,5,8,3,14,15,47,44,88,0,0,0,57,58,116,0,4,4,45,19,68,64,178,242,0,10,10,112,206,320,78,79,158,28,25,57,2300,3902,6200
503011032,0,3,4,8,3,0,6,0,0,4,18,10,24,0,0,0,3,4,11,5,4,7,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,7,14,26,9,7,10,20,27,48,3,3,12,35,24,60,67,58,129,0,0,0,0,4,4,48,74,131,48,78,132,0,0,0,110,123,238,19,5,25,130,128,259,0,0,0,0,9,15,16,15,29,17,28,42,0,0,0,34,35,68,0,0,0,17,14,28,54,49,100,6,0,5,12,74,82,0,3,4,14,27,34,27,99,129,9,22,31,4,4,9,36,177,215,30,103,128,11,61,71,80,367,448,0,0,0,0,0,0,3,17,20,12,9,20,0,0,0,15,23,40,0,0,0,6,3,14,14,92,106,0,18,17,22,108,133,53,51,107,13,11,24,1193,1684,2871
503011033,0,0,5,7,0,0,0,0,0,0,3,6,12,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,9,17,0,0,0,13,25,37,0,4,5,11,14,28,26,40,63,0,0,0,0,0,0,7,8,13,7,12,19,0,0,0,71,71,146,24,8,28,93,82,176,0,0,0,3,23,24,21,7,32,23,33,55,0,0,0,5,24,30,0,0,0,4,0,4,7,24,35,0,10,13,19,157,176,5,10,11,24,23,47,48,196,245,0,10,10,0,3,5,36,107,143,0,7,10,23,62,83,56,190,250,0,0,0,0,0,0,0,4,9,12,7,22,0,0,0,14,18,37,0,0,0,5,0,3,34,112,150,0,7,7,42,119,161,29,25,54,14,13,26,762,1172,1937
503011034,0,3,0,7,0,0,3,0,0,0,15,5,18,0,0,0,3,0,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,15,4,4,6,16,12,26,4,0,4,15,10,29,42,29,68,0,0,0,4,0,4,42,60,100,42,60,102,0,0,0,107,109,215,30,7,36,135,121,250,0,0,0,8,18,26,33,42,70,44,53,96,0,0,0,39,60,95,6,0,6,9,0,12,51,61,111,6,12,17,166,758,926,0,0,0,42,40,85,216,815,1028,5,17,19,5,0,11,36,200,236,31,134,163,132,304,434,207,659,861,0,0,0,0,4,5,5,4,15,24,29,52,3,0,0,35,37,79,0,0,0,8,10,16,20,68,90,0,16,16,31,85,115,48,40,87,15,17,30,1392,2406,3798
503011035,3,61,20,84,3,0,3,4,0,4,76,26,106,0,0,0,8,11,21,10,14,20,3,0,3,0,5,0,4,5,10,5,4,7,0,3,0,24,37,64,9,0,12,20,31,51,5,14,15,88,79,166,121,124,240,0,0,3,0,0,0,138,178,311,138,176,315,0,5,3,706,1196,1908,128,39,170,837,1247,2080,0,0,0,61,116,174,62,57,118,122,172,296,0,0,0,132,215,352,3,0,4,23,9,31,157,229,386,10,27,37,102,337,438,1637,2122,3760,46,84,132,1797,2575,4371,35,141,177,2717,8714,11437,367,1172,1537,70,240,315,56,288,345,3245,10558,13807,4,3,7,3,8,10,19,31,48,68,51,119,0,0,0,92,96,184,0,0,0,62,8,70,140,394,532,0,9,9,200,416,614,218,214,434,135,87,221,8451,17037,25487
503011036,0,8,0,12,0,0,0,0,0,0,63,14,84,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,3,6,7,14,0,9,13,19,13,25,28,29,55,0,0,0,5,4,3,19,16,38,21,17,46,0,0,6,141,128,267,21,3,26,169,131,298,0,0,0,12,9,23,29,11,39,42,23,63,0,0,0,38,58,92,605,119,725,22,16,42,669,193,860,7,9,17,292,545,837,19,9,31,80,94,174,400,649,1048,7,13,22,175,381,553,42,113,150,16,81,97,10,52,61,249,634,884,4,5,6,0,0,0,7,15,16,300,190,492,0,0,0,305,210,511,0,0,0,6,0,7,88,128,212,0,5,5,92,130,223,46,37,84,21,16,38,2528,2318,4847
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,20,13,29,0,0,0,6,10,15,27,25,53,0,0,0,0,0,0,9,8,16,9,8,16,0,0,0,17,6,23,5,0,5,19,6,26,0,0,0,3,0,4,0,0,0,8,0,9,0,0,0,17,16,32,0,0,0,0,0,0,17,16,32,0,0,0,7,21,36,0,5,5,0,0,9,16,28,42,0,0,0,0,0,0,0,3,3,0,0,0,28,60,90,28,65,94,0,0,0,27,44,70,0,0,0,10,28,33,0,0,0,38,68,102,0,0,0,0,0,0,13,11,27,0,0,0,13,11,27,13,17,28,0,6,3,260,359,627
503021038,0,9,10,12,0,0,6,3,0,3,28,9,39,3,0,3,4,0,0,38,26,59,0,0,5,0,4,6,5,4,3,0,0,0,0,14,19,54,45,97,9,6,16,13,33,49,13,18,29,99,84,187,139,143,282,0,0,0,3,3,3,126,192,318,126,199,320,5,5,5,399,432,834,226,77,301,627,514,1135,0,0,0,43,62,109,37,29,62,79,92,172,0,3,3,121,190,316,0,0,0,13,14,25,135,212,342,11,16,28,114,476,586,59,125,192,33,54,81,216,670,887,5,19,20,12,24,36,86,316,403,35,142,183,56,238,292,193,742,939,0,0,0,8,8,12,11,8,19,31,37,70,0,0,0,55,56,107,0,0,0,22,10,30,88,197,283,0,4,4,111,213,324,121,105,227,47,41,84,4372,5041,9413
503021039,0,5,10,18,0,0,5,3,0,5,26,17,47,0,0,0,0,8,4,5,10,18,3,4,8,3,0,3,0,0,0,0,0,0,0,0,0,17,18,36,0,0,0,15,28,40,11,12,21,36,26,61,64,65,125,0,0,0,0,0,0,42,70,111,42,75,115,0,0,0,207,219,426,47,12,61,252,232,487,0,0,0,11,19,35,59,53,112,71,72,145,0,0,0,31,59,90,0,0,0,19,23,37,46,86,134,10,17,24,154,550,706,203,384,587,13,49,68,383,997,1378,5,29,29,125,540,673,131,500,625,31,196,226,47,195,236,337,1455,1791,3,3,8,0,0,3,22,30,47,29,24,51,0,3,4,55,56,113,0,0,0,10,6,19,65,218,289,0,6,6,75,228,309,66,61,129,31,24,55,2413,4345,6758
503021040,0,4,0,4,3,0,3,0,0,0,17,4,19,0,0,0,0,4,4,7,8,13,0,0,0,0,0,0,6,6,9,0,3,3,0,0,0,19,12,35,0,0,0,5,7,12,6,5,7,18,25,39,30,36,67,0,0,0,5,0,5,52,77,126,61,77,139,0,0,0,126,150,278,56,9,68,183,165,344,0,0,0,15,28,43,30,32,67,47,58,101,0,0,0,4,13,17,0,0,0,51,28,77,64,39,97,4,12,16,11,130,139,5,4,8,32,56,90,51,199,252,3,20,17,3,4,7,55,252,305,23,176,201,22,121,141,107,572,678,0,9,10,6,4,10,21,17,35,38,66,96,0,0,0,66,91,150,0,0,0,47,13,60,62,174,231,0,11,11,108,196,301,51,61,109,23,20,49,1371,1985,3359
503021042,3,6,7,15,6,4,13,7,3,10,149,41,190,5,3,13,20,19,42,35,13,45,93,119,212,11,0,10,11,10,17,175,50,219,0,0,0,346,216,565,21,26,42,141,183,322,66,109,174,272,210,481,497,527,1028,0,0,0,23,21,40,346,382,732,375,400,769,14,10,18,1517,1436,2947,377,147,527,1903,1589,3494,0,0,0,134,238,374,84,83,173,223,319,545,0,0,0,145,225,375,0,0,0,101,101,206,255,325,581,22,49,67,234,647,887,32,40,77,71,133,207,359,869,1232,32,119,151,288,1747,2036,388,1322,1711,127,503,637,206,735,938,1043,4425,5477,8,6,11,19,39,64,36,45,79,92,132,226,114,138,257,263,365,633,0,0,0,66,15,85,317,824,1138,0,15,15,383,853,1234,347,330,676,105,90,195,9336,12537,21876
503021043,0,10,4,19,0,0,0,0,0,4,40,9,49,0,0,0,0,3,4,12,10,19,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,27,19,39,6,6,12,24,45,70,21,21,35,122,108,233,168,180,352,0,0,0,0,0,3,75,79,151,74,84,155,5,5,4,440,433,874,200,83,277,640,521,1161,0,0,0,33,90,123,41,40,77,77,126,205,0,0,0,36,86,123,0,0,0,69,29,93,107,115,220,10,22,33,150,599,755,7,27,33,39,73,108,202,720,925,12,63,79,393,1724,2113,319,1269,1586,74,401,476,136,487,624,935,3943,4876,0,0,0,5,4,9,11,13,29,18,23,47,0,0,3,38,49,78,0,0,0,23,3,26,43,164,202,0,10,10,72,177,247,136,118,254,51,41,91,3752,6976,10729
503021295,7,21,5,21,385,220,601,5,0,10,832,312,1143,5,0,8,6,3,8,31,29,55,125,98,229,0,0,0,3,3,11,3,3,8,0,0,0,181,140,318,9,8,10,67,70,130,13,24,39,77,50,127,156,149,310,0,0,0,14,7,16,88,102,188,103,109,207,9,0,7,694,488,1181,291,85,379,990,578,1567,0,0,0,113,225,339,65,96,165,175,328,503,11,7,13,1271,2262,3532,13,5,16,880,520,1406,2177,2796,4971,22,29,48,163,202,363,73,101,178,27,34,63,282,368,651,3,30,34,92,241,337,95,263,356,23,80,104,265,659,920,477,1271,1745,0,4,4,0,0,0,9,17,25,108,78,186,10,8,18,129,107,240,0,0,0,31,9,43,82,226,310,0,0,0,113,232,349,236,163,401,83,83,164,9424,8658,18079
503021296,4,41,3,44,3,4,5,58,25,87,875,400,1270,4,3,4,0,16,16,9,13,20,5,0,6,0,0,8,11,0,9,10,7,16,0,0,0,38,41,76,9,5,14,8,16,27,6,8,12,61,66,125,91,96,181,0,0,0,0,3,4,90,103,192,96,104,199,7,0,11,492,482,977,135,40,173,632,526,1159,0,0,0,89,231,318,67,93,160,155,326,482,0,3,6,86,149,237,0,0,0,191,71,263,278,223,506,14,29,36,50,172,222,74,116,190,27,55,82,163,372,532,15,50,65,7,26,31,85,257,343,29,201,229,125,424,556,261,958,1217,0,5,9,9,16,26,45,29,75,64,58,124,0,0,0,118,107,226,0,0,0,127,25,149,186,392,579,0,0,0,312,415,733,190,154,344,54,37,88,4974,5096,10067
503021297,234,89,64,161,278,139,415,99,52,154,1407,610,2015,30,29,49,152,80,227,47,23,75,59,65,117,61,35,91,729,314,1043,175,67,243,36,107,144,1291,711,1998,94,64,154,2842,3468,6312,1552,2543,4093,1668,1450,3118,6156,7521,13681,0,3,5,48,35,78,902,897,1798,947,933,1880,66,32,96,15345,12429,27767,4311,1418,5731,19720,13876,33598,0,10,10,1610,2315,3930,444,681,1125,2061,3005,5066,24,31,57,4457,6996,11448,34,50,80,2474,1778,4250,6982,8855,15840,78,173,245,112,336,447,500,762,1257,94,148,245,778,1412,2194,52,160,210,1758,4875,6629,529,1662,2189,208,656,860,257,912,1171,2797,8252,11049,22,38,62,74,143,220,218,311,533,127,127,254,107,73,186,549,702,1250,0,0,0,292,120,406,681,1113,1794,0,4,4,972,1243,2210,2319,1478,3796,730,595,1328,69831,63964,133799
504011044,0,83,26,108,5,8,12,58,7,68,220,54,271,0,0,0,3,0,10,3,0,4,0,0,0,0,0,3,0,0,3,5,0,5,0,5,5,16,10,27,0,0,0,8,17,24,0,3,3,4,10,13,12,25,37,0,0,0,66,21,87,18,39,60,77,63,145,4,0,4,108,80,184,19,10,28,127,87,222,0,0,0,23,24,41,47,27,73,72,46,119,0,0,0,54,96,153,0,0,0,29,11,39,86,102,191,3,12,11,74,339,410,4,8,9,14,22,28,91,370,461,4,8,15,0,3,3,38,120,157,35,131,167,67,172,235,147,431,579,0,0,0,0,0,0,11,16,30,24,7,33,0,6,7,37,32,69,0,0,0,154,21,176,30,84,111,0,0,0,180,106,287,281,112,392,43,31,81,3978,2444,6420
504011045,3,36,10,43,7,0,7,38,14,53,319,57,376,3,0,3,0,0,0,3,4,10,17,5,19,0,0,0,22,4,25,0,0,3,0,0,0,50,12,60,0,4,4,8,10,18,8,10,17,8,13,25,27,35,59,4,0,4,62,21,88,26,19,46,89,48,141,0,0,4,174,173,345,39,14,58,218,184,398,0,3,3,53,30,81,91,45,131,144,68,213,0,0,0,98,80,178,0,0,0,61,31,89,154,109,268,11,17,21,149,572,720,12,12,28,31,46,80,199,647,845,0,12,11,8,7,20,49,139,185,80,388,471,34,199,232,173,745,920,7,7,13,10,0,10,21,19,36,36,41,78,0,0,3,71,63,133,0,0,0,376,71,447,96,157,245,0,3,3,472,226,695,434,169,599,55,44,100,5344,3411,8752
504011046,0,14,3,18,0,0,0,0,5,9,46,13,57,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,11,5,20,0,0,0,0,4,7,0,0,4,0,3,3,7,12,14,0,0,0,0,3,0,20,18,37,23,24,40,0,0,0,65,90,156,17,5,28,83,92,177,0,0,0,8,12,16,20,14,36,25,27,52,0,0,0,23,24,50,0,0,0,294,91,388,320,117,436,6,12,25,76,157,235,7,11,14,26,55,80,120,232,353,0,3,11,0,3,3,21,59,74,18,126,143,24,73,99,65,265,332,0,4,8,0,0,0,46,69,116,17,19,38,4,0,7,68,99,172,0,0,0,27,12,35,29,61,91,0,3,3,57,81,138,54,39,95,17,19,32,1447,1468,2919
