POW_SA2_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
501011001,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,4,5,0,8,9,0,40,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,17,3,0,3,0,3,0,0,9,0,15,5,0,7,6,5,0,0,5,0,30,7,0,10,12,3,5,3,10,0,49,7,0,14,8,3,8,3,12,0,60,12,0,29,11,0,5,0,10,4,72,20,8,29,11,5,0,5,8,0,78
501011003,0,0,4,0,0,3,0,0,0,14,4,0,0,3,0,4,0,3,0,18,3,0,3,3,0,5,0,3,0,21,7,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,26,6,5,16,17,24,4,18,0,120,5,0,6,0,0,0,0,0,0,7,0,0,4,5,0,4,0,3,0,10,6,0,4,0,3,4,4,7,0,27,9,0,11,0,6,0,0,7,0,32,5,0,11,10,6,0,4,14,0,47,12,3,23,18,6,10,0,19,0,92,13,9,26,24,15,12,0,24,0,125,19,3,49,18,9,7,5,34,4,154,34,4,88,22,21,6,12,16,3,199
501011004,0,0,0,4,0,3,0,0,0,7,5,0,0,3,3,0,0,3,0,13,9,0,0,0,3,4,0,5,0,17,0,0,0,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,28,20,19,7,10,0,107,0,0,0,3,0,0,0,0,0,0,3,5,0,8,0,0,0,4,0,13,0,0,5,6,7,0,0,7,0,22,0,0,3,12,4,4,0,4,0,30,3,0,10,10,5,11,0,6,0,52,0,3,23,17,11,14,0,13,3,88,9,0,25,25,10,13,10,4,0,101,19,4,44,26,6,8,5,19,0,131,21,8,79,26,17,11,12,11,3,184
501011293,0,4,0,4,0,5,0,0,0,19,0,0,6,3,5,6,0,5,0,24,0,0,0,4,4,0,0,4,0,19,0,0,0,3,8,0,0,0,0,13,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,8,26,22,18,11,17,3,132,0,0,5,0,0,0,0,0,0,10,0,0,3,0,3,9,0,5,0,25,0,0,7,11,5,7,0,5,0,42,3,4,8,6,4,17,3,10,0,44,4,3,23,12,9,15,0,11,6,69,9,0,29,18,25,24,11,17,0,137,11,3,33,30,27,36,5,19,3,169,20,4,53,33,42,21,17,21,0,213,31,10,92,20,48,22,17,22,0,263
501011294,0,0,0,6,0,0,0,0,0,12,0,0,0,10,5,0,0,0,0,21,3,0,0,7,0,0,4,4,0,21,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,46,15,8,8,14,0,108,0,0,0,0,0,0,0,6,0,11,3,0,3,6,0,0,0,3,0,14,0,0,5,12,0,9,3,5,0,35,3,0,8,19,4,0,0,10,0,48,4,0,20,24,3,7,0,15,0,70,3,8,21,46,18,7,4,28,0,129,5,4,32,74,21,10,6,23,0,180,7,6,37,87,22,12,6,12,3,183,18,9,71,63,23,8,7,19,0,213
501021005,0,0,0,3,0,0,0,3,0,9,0,0,0,0,6,4,0,8,0,13,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,7,12,3,11,0,67,0,0,3,0,0,0,0,0,0,6,0,0,0,11,5,5,0,0,0,21,0,0,0,7,0,3,0,0,0,24,0,5,4,7,4,3,0,5,0,38,0,0,6,24,4,7,0,4,0,50,3,0,13,30,3,7,0,8,3,73,3,0,18,50,21,7,0,8,0,112,9,0,27,42,8,16,6,13,7,124,10,6,44,33,15,3,8,9,5,122
501021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,0,0,5,0,7,0,0,5,0,0,0,0,0,0,9,4,0,6,0,6,3,0,3,0,22,0,0,5,4,3,3,0,3,0,25,6,0,3,7,3,0,3,11,0,32,5,0,15,0,3,3,0,3,0,38,10,3,13,7,8,0,0,13,0,48
501021008,0,0,0,3,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,9,0,0,0,3,0,0,0,0,0,16,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,31,14,5,0,3,0,63,0,0,0,5,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,13,0,0,3,4,0,3,0,0,0,15,0,0,5,3,0,0,0,0,0,5,0,0,3,15,3,4,0,4,0,33,0,4,4,28,11,7,4,9,0,64,0,6,7,27,12,8,0,12,0,71,0,5,21,43,13,4,6,11,0,103,0,9,19,45,29,3,10,4,0,112
501021009,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,4,7,0,0,4,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,12,0,4,3,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,11,11,16,11,3,13,7,5,93,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,5,0,14,0,0,3,0,3,3,0,6,0,25,0,0,6,13,5,3,0,6,0,35,0,0,13,11,6,3,0,9,0,50,3,0,20,27,3,5,4,8,0,69,3,0,19,30,11,7,5,12,0,91,6,7,28,23,16,6,11,15,0,103,5,9,33,16,25,9,18,13,3,122
501021010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,10,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,9,0,0,0,0,0,0,0,5,0,9,0,0,5,0,0,0,0,0,0,11,0,0,6,3,4,0,0,6,0,19,0,0,3,4,3,0,4,7,0,27,0,0,9,3,5,0,0,4,0,23,0,0,8,9,8,0,0,12,0,43,7,0,24,3,6,0,19,11,0,78
