POW_SA2_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
501011001,0,12,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,21,0,15,9,0,4,0,0,4,0,28,3,11,8,8,0,3,0,0,0,29,3,12,18,8,6,0,0,0,0,47,4,11,18,5,23,13,3,0,0,72,5,3,9,6,17,17,4,11,0,66,5,3,5,7,15,8,5,10,0,50,0,0,5,0,7,4,0,7,0,27,0,0,0,3,6,5,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,86,70,39,83,51,15,37,3,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
501011003,9,49,4,0,0,0,0,0,0,60,0,21,10,3,0,0,0,0,0,41,5,25,5,0,0,0,0,5,4,47,0,29,21,3,0,3,0,0,0,60,7,27,28,8,3,6,0,6,0,84,4,16,22,27,30,19,0,6,3,115,4,8,20,18,43,33,8,10,6,149,3,3,9,8,25,31,9,8,0,97,0,6,5,9,7,14,7,14,3,58,0,0,3,0,0,9,0,7,4,32,0,0,0,0,3,0,5,8,0,19,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,13,35,193,134,88,114,124,35,62,21,795,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
501011004,4,35,0,0,0,0,0,0,0,45,0,24,3,4,4,0,0,0,0,37,0,27,8,0,0,0,0,0,0,38,4,22,10,6,0,0,0,0,0,45,0,21,31,10,7,0,0,0,0,69,0,6,19,16,9,13,0,0,0,64,3,5,7,11,24,12,3,3,0,63,0,3,4,11,14,65,0,0,0,107,0,3,0,5,6,9,0,7,0,30,3,0,0,0,3,0,3,0,0,14,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20,157,97,55,66,107,8,13,8,540,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
501011293,6,53,0,0,0,0,0,0,0,59,3,29,3,3,6,0,0,0,0,46,0,28,11,3,0,4,0,0,0,45,5,40,19,0,0,0,0,0,4,61,0,31,33,5,7,0,0,0,0,81,4,13,19,16,14,6,0,0,4,82,0,9,8,14,22,11,6,0,0,72,3,3,8,6,25,13,8,9,0,74,0,0,0,0,15,11,5,8,0,34,0,5,0,0,0,8,3,0,0,17,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,8,34,211,98,50,94,60,27,34,14,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
501011294,0,35,0,0,0,0,0,0,4,43,0,38,6,0,0,0,0,0,0,45,4,33,10,0,0,0,0,0,0,49,0,36,27,0,0,0,0,0,0,66,3,17,43,17,4,0,0,0,3,96,4,25,26,26,18,3,0,0,3,105,0,13,12,9,18,11,3,5,0,72,5,6,4,9,17,9,3,0,3,55,0,0,0,4,4,0,0,0,0,21,0,0,6,0,0,4,0,0,0,8,0,0,0,0,0,8,0,3,0,8,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,20,203,136,69,73,42,12,24,14,597,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7
501021005,0,40,0,0,0,0,0,0,0,42,3,21,0,4,0,0,0,0,0,35,0,12,10,0,0,0,0,0,0,25,4,5,3,0,0,0,0,0,0,14,0,20,12,5,0,0,0,0,0,42,0,12,12,15,12,3,5,0,0,59,3,3,8,12,8,16,0,0,0,52,4,0,0,4,3,3,6,3,0,27,0,0,0,0,4,6,0,11,0,18,0,0,0,0,0,0,0,5,0,12,5,0,0,0,0,3,0,7,0,17,4,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,26,128,45,38,34,41,13,47,8,381,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
501021007,0,15,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,13,0,9,5,4,0,0,0,0,0,14,0,6,0,0,3,0,0,0,0,10,4,4,8,0,0,0,0,0,0,22,3,4,8,8,4,7,0,0,0,29,0,5,3,9,6,5,0,0,0,26,0,0,3,0,6,10,0,3,0,27,3,0,0,0,0,3,0,6,0,17,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,52,23,22,26,30,9,30,5,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021008,3,28,0,0,0,0,0,0,0,34,0,18,3,0,0,0,0,0,0,19,0,7,7,0,0,0,0,0,0,13,0,10,10,0,0,0,0,0,0,23,4,6,19,11,0,3,0,0,3,37,3,3,13,9,7,0,0,0,0,38,0,0,6,8,16,3,0,0,0,31,0,0,3,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,75,48,30,25,10,6,15,9,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021009,0,32,0,0,0,0,0,0,0,37,4,11,0,0,0,0,0,0,0,18,0,25,11,0,0,0,0,0,0,38,0,27,17,0,0,3,0,0,0,45,0,17,18,9,3,0,0,0,3,44,0,7,15,12,5,5,0,0,0,50,0,9,6,11,14,12,5,3,0,51,4,3,4,3,14,17,5,4,0,57,0,0,0,0,13,14,8,13,0,45,0,0,0,3,3,9,3,19,0,41,0,0,3,0,3,14,6,16,4,50,7,0,0,0,3,10,9,22,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,24,137,68,40,59,88,40,88,14,557,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6
501021010,6,16,0,0,0,0,0,0,0,18,0,15,4,0,0,0,0,0,0,14,0,8,6,0,0,0,0,0,0,9,0,3,3,0,0,0,0,0,0,12,0,6,9,0,0,0,0,0,0,24,0,0,4,0,0,4,0,0,0,16,0,4,3,3,11,6,8,3,0,39,0,4,0,4,5,9,6,6,0,31,4,0,0,0,0,5,10,0,0,18,0,0,0,0,0,0,3,9,0,11,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,47,25,14,19,32,33,28,4,213,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
