POW_SA2_CODE_2021,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000_3499_A_15_19,Tot_3000_3499_A_20_24,Tot_3000_3499_A_25_34,Tot_3000_3499_A_35_44,Tot_3000_3499_A_45_54,Tot_3000_3499_A_55_64,Tot_3000_3499_A_65_74,Tot_3000_3499_A_75ov,Tot_3000_3499_Tot,Tot_3500mo_A_15_19,Tot_3500mo_A_20_24,Tot_3500mo_A_25_34,Tot_3500mo_A_35_44,Tot_3500mo_A_45_54,Tot_3500mo_A_55_64,Tot_3500mo_A_65_74,Tot_3500mo_A_75ov,Tot_3500mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
501011001,6,12,0,78,9,0,7,29,15,33,15,5,108,17,7,21,26,28,46,21,3,164,11,22,30,41,46,35,16,7,211,8,15,54,59,48,71,29,0,275,9,16,58,70,62,56,26,11,312,6,7,62,70,64,59,21,3,301,0,20,37,57,41,34,9,5,194,0,0,18,45,39,38,19,0,156,0,0,11,22,23,27,10,4,99,0,0,13,37,27,29,12,3,123,0,0,0,9,4,9,0,0,22,0,0,4,9,13,14,13,0,49,3,0,0,4,6,12,0,4,28,120,95,331,501,440,463,212,58,2224
501011003,35,20,6,162,25,11,14,39,36,31,11,0,161,35,25,35,50,46,49,24,7,266,34,42,67,73,82,78,48,11,436,36,64,97,113,94,97,41,4,551,21,83,150,170,119,100,41,3,694,9,44,169,194,178,128,34,5,759,5,22,119,143,128,97,23,0,529,3,0,72,94,105,69,16,0,363,0,9,33,79,83,46,12,5,267,0,9,52,99,114,65,14,0,335,0,0,10,30,33,25,7,0,94,0,0,9,24,56,49,19,6,149,5,3,6,10,9,18,3,0,55,400,313,855,1170,1113,885,323,56,5109
501011004,21,4,7,141,16,15,25,40,34,27,16,0,170,43,16,33,44,54,48,20,0,255,23,34,56,87,67,79,27,4,380,8,43,81,113,92,95,27,0,461,4,45,120,128,134,87,28,3,545,0,35,138,178,164,102,36,0,663,0,13,78,109,93,88,18,0,404,0,7,56,105,90,54,21,4,334,0,0,30,61,78,33,20,0,215,0,0,46,77,79,70,23,0,295,0,0,4,9,25,7,6,0,56,0,0,4,20,26,16,13,0,76,0,0,7,7,4,5,0,0,27,301,234,700,1038,971,735,261,19,4258
501011293,28,14,0,223,35,21,24,36,40,36,23,3,228,45,31,49,48,41,60,36,3,310,58,45,71,91,107,86,48,7,510,29,91,104,102,126,112,38,0,604,23,81,124,124,159,147,35,0,702,6,60,154,182,216,146,44,3,813,0,22,95,138,165,108,32,3,567,7,5,56,115,133,88,20,3,429,0,7,50,59,100,61,6,0,290,0,0,49,122,122,74,21,0,390,0,0,3,18,33,23,6,0,91,0,0,7,24,35,29,13,0,107,3,7,12,15,10,8,5,0,61,581,400,835,1114,1335,1013,350,41,5664
501011294,18,6,0,186,27,8,30,38,33,39,21,3,203,33,19,39,57,36,57,19,0,269,45,34,57,88,93,100,43,5,479,31,66,87,120,139,131,37,3,621,15,44,129,136,130,136,34,0,630,6,37,111,166,196,146,28,4,694,0,25,104,111,127,106,18,0,484,0,5,75,119,107,74,11,0,398,0,0,55,78,105,67,9,0,325,0,4,53,108,129,85,8,0,396,0,0,5,19,28,15,3,0,68,0,0,9,32,36,26,3,4,122,3,0,3,16,11,8,5,0,49,404,271,809,1143,1204,1024,256,41,5145
501021005,8,6,0,151,27,13,26,35,20,24,9,4,152,23,12,26,31,37,26,9,6,161,20,26,36,62,62,46,12,0,266,17,43,65,88,83,51,15,0,359,14,46,73,79,95,68,15,0,388,4,42,78,83,76,59,13,0,364,0,12,70,55,59,45,7,0,256,0,9,59,51,69,44,7,0,230,0,5,47,58,59,54,9,5,225,0,0,44,109,95,76,7,0,337,0,0,4,18,18,16,4,0,63,0,0,5,18,23,12,7,0,71,8,0,3,8,6,3,0,0,30,313,217,565,726,724,537,121,20,3224
501021007,12,6,0,46,7,5,7,10,11,8,13,0,55,7,3,10,7,13,15,10,3,74,11,16,19,8,19,21,4,6,103,11,13,13,13,33,30,16,0,125,11,17,21,28,34,24,10,0,148,3,12,31,35,39,26,11,0,158,0,9,19,28,36,24,6,0,125,0,13,15,17,34,23,3,0,107,0,0,13,29,37,20,3,0,107,0,0,18,52,51,31,16,0,173,0,0,4,6,11,11,8,0,31,0,0,5,3,9,12,7,3,37,6,0,4,5,0,9,0,0,25,103,83,199,259,339,262,107,15,1371
501021008,5,5,0,89,14,7,7,18,11,8,0,0,75,5,14,22,19,24,29,11,0,128,19,23,48,47,39,44,16,0,232,10,28,58,68,67,57,30,0,324,0,21,58,81,80,88,23,0,354,12,35,83,110,124,112,14,6,489,0,26,92,96,111,87,17,0,429,0,22,99,111,113,100,20,0,461,0,0,60,76,88,83,12,0,322,0,0,73,109,116,114,19,0,426,0,0,19,16,11,17,0,0,60,0,0,5,41,44,20,7,0,124,4,0,5,6,3,8,6,0,28,202,190,659,812,853,777,181,8,3678
501021009,18,6,0,104,22,14,24,21,22,19,19,4,135,8,16,36,36,30,28,10,4,169,19,16,46,46,48,55,15,6,245,25,31,41,58,59,48,11,0,286,9,46,57,55,63,53,11,0,304,15,47,62,77,73,78,27,0,374,4,33,71,69,92,66,9,0,336,0,31,105,99,87,78,7,0,416,0,33,101,125,117,84,15,0,474,0,24,196,352,391,219,28,0,1206,0,3,36,76,98,61,12,0,280,0,0,25,68,95,65,8,3,255,4,4,10,14,11,4,0,0,45,228,311,823,1127,1202,879,177,29,4774
501021010,5,6,0,44,0,0,4,11,4,4,8,0,37,16,3,3,7,9,10,10,4,56,12,7,13,13,15,20,18,6,106,9,10,14,16,8,7,8,0,75,3,21,22,25,31,33,14,3,145,9,26,49,43,53,29,4,6,209,0,21,42,40,35,42,5,0,188,0,8,34,45,39,47,14,3,186,0,0,23,50,41,47,8,3,175,0,9,33,49,64,60,6,4,226,0,0,5,11,9,9,5,0,28,0,0,4,0,11,14,6,3,31,5,0,0,4,3,0,0,3,18,96,113,253,337,326,335,117,30,1603
