POW_SA2_CODE_2021,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000_3499_A_15_19,Tot_3000_3499_A_20_24,Tot_3000_3499_A_25_34,Tot_3000_3499_A_35_44,Tot_3000_3499_A_45_54,Tot_3000_3499_A_55_64,Tot_3000_3499_A_65_74,Tot_3000_3499_A_75ov,Tot_3000_3499_Tot,Tot_3500mo_A_15_19,Tot_3500mo_A_20_24,Tot_3500mo_A_25_34,Tot_3500mo_A_35_44,Tot_3500mo_A_45_54,Tot_3500mo_A_55_64,Tot_3500mo_A_65_74,Tot_3500mo_A_75ov,Tot_3500mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
501021011,12,5,0,54,8,5,13,20,16,11,7,0,76,28,16,18,10,15,24,10,3,119,38,33,34,29,34,33,6,4,215,36,73,67,45,68,51,18,4,367,21,128,148,108,131,79,17,5,631,12,101,168,153,180,152,34,5,794,8,46,138,107,129,107,11,0,543,0,16,83,123,114,83,8,0,438,0,8,64,68,94,62,13,0,308,0,12,86,127,119,97,16,0,451,0,0,14,16,33,26,4,0,94,0,0,7,24,33,23,6,0,100,4,6,4,3,9,0,0,0,32,184,458,866,867,969,759,170,19,4295
501021012,6,3,0,141,32,15,21,30,13,19,3,0,136,9,18,23,27,22,29,13,0,150,30,20,42,39,44,43,19,4,243,6,40,61,41,75,42,19,5,293,12,42,61,69,61,44,10,5,303,0,12,58,41,51,41,11,0,212,0,9,34,44,30,15,0,0,145,0,5,22,39,30,16,0,0,117,0,0,15,19,15,18,0,0,76,0,0,17,25,34,26,3,0,111,0,0,5,9,8,3,0,0,27,0,0,5,6,7,14,0,0,31,0,4,4,7,3,0,0,0,20,325,179,395,442,425,336,91,13,2202
501021014,16,13,0,98,17,10,7,22,20,21,9,6,117,9,10,23,20,23,32,14,4,138,28,23,40,54,54,48,23,5,273,17,48,73,73,61,58,22,7,353,22,72,127,89,75,65,25,4,482,10,67,176,134,110,106,28,0,631,5,28,125,96,94,76,21,6,453,0,41,108,107,111,91,24,6,478,0,18,81,97,110,89,18,0,411,0,17,131,222,205,156,27,4,769,0,5,35,54,53,40,9,3,184,0,3,9,52,56,46,16,3,178,0,3,12,5,5,12,4,0,44,222,348,966,1067,997,869,271,53,4786
501021015,14,0,0,137,34,12,26,20,19,46,10,0,152,32,19,23,32,25,21,14,5,177,62,43,62,43,51,47,19,0,338,50,52,75,64,79,50,15,0,387,28,103,133,107,99,72,21,0,556,10,92,154,122,126,110,30,0,642,4,43,122,119,130,108,26,0,552,0,19,83,133,109,113,19,0,466,0,12,91,120,109,97,16,0,436,0,15,102,173,201,170,26,0,686,0,0,14,31,37,29,6,0,106,0,3,9,16,27,35,16,0,103,8,0,0,3,10,8,4,0,46,407,434,919,1015,1046,923,213,16,4974
501021016,4,0,0,33,0,5,9,8,12,6,8,5,41,9,9,15,12,11,26,3,0,89,11,15,10,17,17,18,18,3,113,14,20,13,21,28,24,8,0,129,4,33,22,22,29,30,8,3,147,4,21,34,39,50,28,10,0,187,0,13,42,32,42,39,11,0,183,0,20,32,33,57,32,4,0,186,0,11,36,57,49,56,13,5,224,0,25,107,146,199,159,13,0,650,0,0,23,38,60,28,4,0,150,0,0,12,29,45,26,4,3,122,0,3,0,12,4,7,0,0,29,83,177,363,464,619,491,105,31,2327
501021251,4,0,0,68,10,8,12,11,4,9,0,0,56,13,0,11,14,6,19,7,0,69,13,11,6,22,31,9,4,0,95,3,18,27,30,32,17,4,3,131,8,21,39,28,51,27,7,0,165,0,3,33,31,40,23,3,0,142,0,7,19,24,24,22,6,0,104,0,3,15,29,21,14,4,0,85,0,0,15,19,11,16,3,0,67,0,0,13,29,35,18,4,0,99,0,0,0,3,3,0,0,0,7,0,0,0,7,7,0,0,0,15,0,0,3,4,0,0,0,0,11,187,94,191,259,283,193,44,4,1257
501021252,0,0,0,15,0,0,0,7,6,6,0,0,26,3,0,4,0,8,6,0,0,24,5,4,5,8,5,13,0,0,40,5,4,10,6,10,8,3,0,50,4,13,12,14,20,9,0,3,70,3,7,18,21,16,23,5,0,95,0,6,16,16,20,13,0,0,70,0,0,9,19,18,19,6,0,66,0,0,4,15,12,10,3,0,41,0,0,7,25,35,15,3,0,85,0,0,0,0,3,3,3,0,6,0,0,0,3,3,4,0,0,11,0,0,0,3,0,0,3,0,13,38,44,93,141,154,132,41,3,642
501021253,29,18,0,349,77,48,64,83,53,49,29,0,405,86,69,92,113,99,76,30,9,573,107,132,165,179,172,148,47,6,969,61,178,222,226,236,164,52,11,1139,32,197,338,298,283,214,60,4,1420,14,146,360,322,350,248,71,10,1527,5,70,258,299,280,226,39,0,1167,4,29,203,226,278,185,42,5,967,0,15,135,161,209,141,21,7,694,0,19,147,273,348,244,45,9,1081,0,0,11,42,68,51,14,0,184,0,0,22,87,108,85,36,0,343,9,7,20,25,21,18,4,4,101,861,954,2110,2399,2573,1901,519,61,11380
501021254,6,0,0,19,5,4,5,4,0,3,0,0,21,9,8,5,6,10,3,4,0,35,7,5,5,4,13,6,3,0,47,4,8,18,10,15,9,0,0,60,5,14,17,14,22,13,8,0,89,0,9,14,11,22,6,3,0,64,0,5,12,3,10,5,4,0,34,0,0,10,11,9,8,0,0,39,0,0,7,3,11,7,0,0,24,0,0,5,10,10,7,0,0,39,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,42,44,92,85,128,79,31,0,498
501031017,17,18,9,103,3,4,19,18,23,33,20,0,112,10,8,22,17,30,28,19,12,147,17,6,21,23,39,57,23,11,200,10,16,19,34,41,52,32,7,217,4,35,34,55,85,79,36,6,341,7,24,46,57,71,88,36,4,328,0,27,42,44,59,55,20,3,253,0,17,48,48,66,54,11,5,247,0,6,38,51,62,46,12,3,213,0,9,64,82,109,70,21,4,355,0,0,12,12,21,26,10,0,79,0,0,5,29,20,25,15,4,96,0,6,0,0,5,9,4,0,28,126,176,393,500,654,658,279,76,2866
501031018,19,12,9,99,5,4,13,7,12,24,13,0,79,19,6,8,15,21,27,14,4,113,9,15,18,21,41,35,28,8,172,18,15,34,40,37,48,29,0,229,3,12,51,49,37,46,20,9,230,0,16,31,41,45,62,28,0,221,0,9,25,32,42,34,12,3,158,0,0,20,28,32,13,10,0,112,0,4,13,16,31,27,11,0,100,0,0,20,40,35,23,12,3,138,0,0,6,5,11,0,6,0,30,0,0,3,12,10,11,7,3,52,0,0,0,0,6,9,0,0,21,119,97,247,340,399,397,207,46,1851
501031019,17,12,0,92,9,4,19,15,16,17,13,0,94,19,6,16,25,24,34,13,5,135,40,24,35,44,38,46,21,7,260,25,27,45,45,50,64,28,8,290,10,51,72,70,78,89,20,5,400,9,48,81,72,95,100,25,0,424,0,16,48,61,70,80,8,0,282,0,3,41,57,66,69,20,0,260,0,3,26,29,40,42,10,5,141,0,0,14,50,73,49,12,0,196,0,0,4,7,5,0,0,0,18,0,0,5,8,6,9,3,0,36,5,4,5,0,3,4,3,0,23,208,207,428,488,583,632,192,35,2772
501031020,26,18,4,107,3,4,14,14,18,32,19,5,109,13,4,12,8,22,31,21,7,113,9,3,22,32,47,52,46,4,219,11,20,38,36,50,40,27,4,223,8,18,57,53,61,55,24,8,290,0,8,37,39,71,69,20,10,260,0,3,27,29,35,39,17,6,159,0,6,14,23,34,24,11,8,123,0,0,5,12,31,22,10,0,85,0,0,3,24,29,32,16,3,111,0,0,5,6,7,3,6,3,25,0,0,4,5,15,10,6,0,38,3,3,3,8,0,4,6,0,31,110,81,254,305,442,481,270,62,1990
502011021,8,0,0,29,4,0,4,8,8,6,0,0,35,8,5,3,8,3,5,6,0,40,3,8,9,18,22,21,8,0,83,0,11,14,15,12,17,9,0,74,0,6,16,14,24,12,3,0,66,0,3,15,10,24,18,4,0,81,0,4,13,12,17,6,0,0,55,0,0,12,17,15,8,0,0,53,0,0,8,10,9,6,0,0,38,0,0,9,17,18,13,0,0,60,0,0,5,6,3,3,0,0,13,0,0,4,5,5,3,0,0,17,0,0,4,0,3,0,0,0,12,30,44,116,156,166,143,44,5,696
502011022,16,5,3,125,28,17,18,13,13,12,9,0,108,20,23,15,17,14,19,7,0,114,17,29,37,35,38,27,7,5,193,10,37,32,25,37,38,13,0,199,3,33,45,41,39,33,15,0,199,0,14,29,50,56,49,15,0,211,0,10,12,27,34,29,6,4,118,0,5,18,15,22,21,5,0,85,0,0,16,11,25,16,3,0,71,0,5,11,20,25,25,4,3,85,0,0,0,9,7,8,0,0,18,0,0,4,7,5,9,8,0,37,4,3,3,3,10,0,0,0,18,276,183,258,287,336,316,87,12,1753
502011023,10,3,0,139,35,16,35,26,35,37,13,4,189,37,33,43,48,48,44,21,0,272,38,56,71,70,75,74,32,3,424,17,79,103,100,112,98,41,3,556,14,72,140,124,132,116,27,0,629,4,40,135,143,177,173,16,0,700,7,25,107,90,128,99,11,0,470,0,13,81,90,95,87,15,0,386,0,0,47,73,73,50,9,0,251,0,6,52,97,120,78,11,0,366,0,0,16,18,18,13,4,0,61,0,0,14,26,38,36,10,0,120,0,6,10,7,13,7,0,0,43,282,388,871,946,1084,921,230,28,4752
502011024,19,10,0,195,39,30,38,28,30,30,10,0,203,26,38,40,35,34,38,13,4,227,32,56,46,69,59,67,23,0,354,15,56,67,64,81,73,21,0,383,0,43,63,81,82,52,21,0,352,4,24,63,67,76,59,20,3,308,0,9,47,39,42,31,10,4,182,0,3,30,44,28,31,5,0,146,0,3,24,22,36,24,3,0,112,0,4,24,56,71,57,14,0,224,0,0,3,13,7,9,4,0,38,0,0,4,18,15,21,8,6,71,5,4,8,3,4,11,0,0,31,319,315,482,571,604,529,171,22,3008
502011025,34,13,0,532,117,108,90,81,74,58,33,6,558,114,126,95,97,96,109,44,9,683,78,175,183,162,160,160,38,12,953,35,182,229,207,190,169,53,4,1065,15,188,269,264,265,174,47,3,1219,14,109,313,339,296,244,44,4,1355,0,56,199,184,210,169,35,3,849,0,33,147,175,200,155,29,4,740,0,3,89,121,172,81,8,5,485,0,8,86,156,180,147,28,0,601,0,0,17,30,31,28,0,0,103,0,0,21,51,63,39,20,4,197,14,15,14,19,19,21,6,0,93,1070,1134,1836,1955,2005,1615,398,50,10080
502011026,3,4,0,40,8,10,9,5,0,10,4,0,40,12,3,11,9,11,14,3,0,60,9,13,8,14,8,15,3,4,61,3,7,16,19,13,13,4,0,79,3,10,10,24,19,20,4,0,82,0,9,15,12,21,11,3,4,78,0,4,7,10,9,12,0,0,39,0,0,7,4,11,9,5,0,46,0,0,6,7,5,5,0,0,28,0,0,9,16,18,12,6,0,60,0,0,0,0,6,0,0,0,6,0,0,0,7,6,7,0,0,23,0,0,0,0,0,5,0,3,7,79,62,104,133,141,128,39,13,698
502011027,22,5,0,224,39,23,28,18,18,20,11,0,150,19,26,30,32,22,29,8,0,171,27,38,54,50,66,51,18,0,297,11,41,67,84,69,47,13,0,333,9,47,70,72,84,50,13,0,348,8,25,83,63,106,56,13,0,354,0,28,61,57,63,34,8,0,258,0,16,51,58,45,37,4,0,195,0,0,42,26,50,19,5,0,141,0,0,27,67,90,46,3,0,239,0,0,10,3,12,9,3,0,36,0,0,3,10,10,14,4,0,35,7,3,10,10,3,4,0,0,32,398,282,572,589,672,438,109,11,3067
502011028,8,3,0,38,0,7,12,9,11,5,5,0,49,0,0,15,8,8,13,12,0,59,3,4,10,19,26,35,10,0,111,3,11,25,37,27,30,10,6,149,5,13,21,32,49,37,6,0,162,0,5,41,39,54,53,3,4,202,0,6,33,25,30,18,6,0,116,0,3,22,26,24,24,5,0,105,0,0,10,19,23,14,6,0,78,0,0,18,48,41,29,6,0,144,0,0,0,0,4,5,4,0,13,0,0,0,3,7,6,0,0,20,0,3,0,3,0,0,0,0,10,25,61,209,276,322,292,85,13,1288
502011029,17,7,0,147,26,23,16,27,28,25,7,0,156,22,25,30,33,24,29,14,4,170,33,41,45,49,51,62,47,3,332,42,47,54,47,62,43,21,0,324,16,49,65,65,63,65,19,8,353,6,51,88,101,89,75,20,3,431,0,36,81,74,79,64,21,3,357,0,20,92,95,90,98,12,3,405,0,7,84,79,114,87,15,0,393,0,25,210,271,339,256,30,0,1133,0,0,38,82,64,51,3,0,235,0,5,9,52,69,50,7,0,191,3,3,8,5,11,14,5,0,44,342,361,838,1015,1106,961,234,32,4894
503011030,4,0,0,65,14,25,0,8,3,6,0,0,63,4,23,15,14,10,12,6,3,78,12,23,21,20,20,13,0,0,106,0,27,13,23,11,15,3,6,108,0,21,30,16,23,27,6,5,134,0,12,56,27,35,24,11,7,167,0,0,27,22,27,20,4,4,119,0,6,23,26,29,24,6,7,110,0,0,12,15,10,26,8,3,75,0,0,13,17,33,30,9,4,101,0,0,0,10,15,25,6,0,54,0,0,3,20,48,30,17,3,118,0,0,7,0,3,0,0,0,13,155,166,224,224,277,252,76,41,1422
503011031,19,8,0,391,57,116,49,32,25,37,15,0,322,46,109,73,38,34,35,22,3,353,28,134,111,73,60,68,35,8,512,13,108,135,75,57,84,34,7,516,11,101,187,91,104,92,40,10,640,12,70,241,134,113,122,32,6,723,6,35,191,117,106,94,21,8,573,0,20,101,96,90,80,37,3,429,0,5,65,81,72,65,15,4,312,0,7,117,162,148,111,37,8,585,0,3,11,48,44,19,16,3,146,0,0,22,72,119,65,36,15,330,0,5,9,5,8,7,3,5,50,544,893,1349,1049,1012,910,352,83,6200
503011032,9,3,0,131,26,52,12,9,7,7,10,3,127,17,42,15,14,23,11,5,3,135,19,59,52,28,32,25,12,11,239,15,49,65,31,28,35,11,0,237,5,49,70,65,36,42,14,0,279,6,37,111,78,59,52,21,3,363,0,14,84,60,45,34,13,4,254,0,4,42,59,53,32,15,3,212,0,4,30,35,34,23,15,6,151,0,0,35,71,72,39,9,0,232,0,0,12,13,18,22,10,6,80,0,0,18,58,82,71,29,10,272,0,0,8,3,9,10,0,0,25,232,375,571,522,523,419,187,45,2871
503011033,15,0,5,129,10,33,18,10,19,15,4,0,107,22,28,17,18,9,13,6,0,116,11,31,43,27,16,29,3,4,161,6,31,35,28,28,25,13,7,168,0,18,46,45,34,31,9,0,190,0,18,59,41,38,31,15,0,201,0,13,31,28,31,21,14,0,137,0,10,33,31,23,24,10,0,130,0,0,22,21,30,15,3,0,95,0,0,12,40,46,42,11,0,155,0,0,0,6,13,12,0,0,42,0,0,6,19,49,26,6,0,109,0,6,3,8,3,4,0,0,18,227,234,339,329,367,308,107,25,1937
503011034,16,4,0,174,26,47,18,32,23,12,12,0,175,17,44,37,26,19,26,12,5,188,9,58,54,28,45,31,15,0,245,3,58,66,53,58,56,16,4,312,3,52,105,70,68,64,34,3,401,7,36,126,105,83,86,34,0,480,0,18,89,70,84,56,17,3,341,0,9,76,66,76,67,13,4,317,0,6,64,50,76,35,8,0,242,6,6,60,107,137,90,21,3,426,0,0,3,18,24,28,6,0,83,0,0,5,32,82,55,28,8,216,0,5,8,3,4,3,3,0,26,250,407,744,687,798,626,240,39,3798
503011035,35,26,0,530,66,168,109,71,51,40,29,9,538,45,161,144,107,62,68,41,6,644,36,246,294,247,163,143,82,20,1233,17,212,375,309,228,243,106,14,1514,22,226,484,435,347,301,119,18,1953,9,300,808,713,610,570,143,18,3164,8,340,966,714,573,445,132,18,3185,0,132,985,779,646,495,110,15,3166,0,34,784,664,519,358,97,7,2461,0,23,858,1139,1026,656,165,24,3894,0,4,116,221,203,180,51,13,776,5,3,110,442,594,452,159,31,1796,0,22,33,27,40,24,11,0,163,556,2198,6171,5955,5096,4029,1279,196,25487
