POW_SA2_CODE_2021,AgFF_Mng,AgFF_Pro,AgFF_Tech_trds_wks,AgFF_Com_persl_svce_wks,AgFF_Cler_admin_wks,AgFF_Sales_wks,AgFF_Mach_ops_dvrs,AgFF_Labourers,AgFF_IDNS,AgFF_Tot,Min_Mng,Min_Pro,Min_Tech_trds_wks,Min_Com_persl_svce_wks,Min_Cler_admin_wks,Min_Sales_wks,Min_Mach_ops_dvrs,Min_Labourers,Min_IDNS,Min_Tot,Mnf_Mng,Mnf_Pro,Mnf_Tech_trds_wks,Mnf_Com_persl_svce_wks,Mnf_Cler_admin_wks,Mnf_Sales_wks,Mnf_Mach_ops_dvrs,Mnf_Labourers,Mnf_IDNS,Mnf_Tot,EGWWS_Mng,EGWWS_Pro,EGWWS_Tech_trds_wks,EGWWS_Com_persl_svce_wks,EGWWS_Cler_admin_wks,EGWWS_Sales_wks,EGWWS_Mach_ops_dvrs,EGWWS_Labourers,EGWWS_IDNS,EGWWS_Tot,Const_Mng,Const_Pro,Const_Tech_trds_wks,Const_Com_persl_svce_wks,Const_Cler_admin_wks,Const_Sales_wks,Const_Mach_ops_dvrs,Const_Labourers,Const_IDNS,Const_Tot,WST_Mng,WST_Pro,WST_Tech_trds_wks,WST_Com_persl_svce_wks,WST_Cler_admin_wks,WST_Sales_wks,WST_Mach_ops_dvrs,WST_Labourers,WST_IDNS,WST_Tot,RetT_Mng,RetT_Pro,RetT_Tech_trds_wks,RetT_Com_persl_svce_wks,RetT_Cler_admin_wks,RetT_Sales_wks,RetT_Mach_ops_dvrs,RetT_Labourers,RetT_IDNS,RetT_Tot,AcFd_Mng,AcFd_Pro,AcFd_Tech_trds_wks,AcFd_Com_persl_svce_wks,AcFd_Cler_admin_wks,AcFd_Sales_wks,AcFd_Mach_ops_dvrs,AcFd_Labourers,AcFd_IDNS,AcFd_Tot,TPW_Mng,TPW_Pro,TPW_Tech_trds_wks,TPW_Com_persl_svce_wks,TPW_Cler_admin_wks,TPW_Sales_wks,TPW_Mach_ops_dvrs,TPW_Labourers,TPW_IDNS,TPW_Tot,IMT_Mng,IMT_Pro,IMT_Tech_trds_wks,IMT_Com_persl_svce_wks,IMT_Cler_admin_wks,IMT_Sales_wks,IMT_Mach_ops_dvrs,IMT_Labourers,IMT_IDNS,IMT_Tot,FinIns_Mng,FinIns_Pro,FinIns_Tech_trds_wks,FinIns_Com_persl_svce_wks,FinIns_Cler_admin_wks,FinIns_Sales_wks,FinIns_Mach_ops_dvrs,FinIns_Labourers,FinIns_IDNS,FinIns_Tot,RHRE_Mng,RHRE_Pro,RHRE_Tech_trds_wks,RHRE_Com_persl_svce_wks,RHRE_Cler_admin_wks,RHRE_Sales_wks,RHRE_Mach_ops_dvrs,RHRE_Labourers,RHRE_IDNS,RHRE_Tot,ProSTS_Mng,ProSTS_Pro,ProSTS_Tech_trds_wks,ProSTS_Com_persl_svce_wks,ProSTS_Cler_admin_wks,ProSTS_Sales_wks,ProSTS_Mach_ops_dvrs,ProSTS_Labourers,ProSTS_IDNS,ProSTS_Tot,AdSup_Mng,AdSup_Pro,AdSup_Tech_trds_wks,AdSup_Com_persl_svce_wks,AdSup_Cler_admin_wks,AdSup_Sales_wks,AdSup_Mach_ops_dvrs,AdSup_Labourers,AdSup_IDNS,AdSup_Tot,PubAS_Mng,PubAS_Pro,PubAS_Tech_trds_wks,PubAS_Com_persl_svce_wks,PubAS_Cler_admin_wks,PubAS_Sales_wks,PubAS_Mach_ops_dvrs,PubAS_Labourers,PubAS_IDNS,PubAS_Tot,EdTrn_Mng,EdTrn_Pro,EdTrn_Tech_trds_wks,EdTrn_Com_persl_svce_wks,EdTrn_Cler_admin_wks,EdTrn_Sales_wks,EdTrn_Mach_ops_dvrs,EdTrn_Labourers,EdTrn_IDNS,EdTrn_Tot,HltHC_SA_Mng,HltHC_SA_Pro,HltHC_SA_Tech_trds_wks,HltHC_SA_Com_persl_svce_wks,HltHC_SA_Cler_admin_wks,HltHC_SA_Sales_wks,HltHC_SA_Mach_ops_dvrs,HltHC_SA_Labourers,HltHC_SA_IDNS,HltHC_SA_Tot,ArtsR_Mng,ArtsR_Pro,ArtsR_Tech_trds_wks,ArtsR_Com_persl_svce_wks,ArtsR_Cler_admin_wks,ArtsR_Sales_wks,ArtsR_Mach_ops_dvrs,ArtsR_Labourers,ArtsR_IDNS,ArtsR_Tot,OthSvs_Mng,OthSvs_Pro,OthSvs_Tech_trds_wks,OthSvs_Com_persl_svce_wks,OthSvs_Cler_admin_wks,OthSvs_Sales_wks,OthSvs_Mach_ops_dvrs,OthSvs_Labourers,OthSvs_IDNS,OthSvs_Tot,IDNS_Mng,IDNS_Pro,IDNS_Tech_trds_wks,IDNS_Com_persl_svce_wks,IDNS_Cler_admin_wks,IDNS_Sales_wks,IDNS_Mach_ops_dvrs,IDNS_Labourers,IDNS_IDNS,IDNS_Tot
501011001,283,5,19,3,13,0,18,115,9,472,6,6,0,0,0,0,7,3,0,21,66,53,52,10,27,19,18,108,0,348,4,0,0,0,0,0,0,0,0,6,23,0,89,0,23,0,39,20,0,200,5,0,0,0,7,9,0,9,0,31,47,14,12,0,8,82,5,11,0,186,56,3,46,54,21,10,0,48,0,247,11,0,0,3,7,3,10,0,0,39,0,4,0,0,3,0,0,0,0,5,3,0,0,0,6,0,0,0,0,14,7,3,0,0,6,9,0,0,0,24,7,41,10,0,9,0,0,0,5,73,9,4,13,4,3,0,0,32,0,63,4,6,5,3,8,0,0,8,0,35,20,66,3,54,11,0,0,7,0,160,0,35,9,41,10,0,0,3,0,101,0,15,0,8,4,0,0,0,0,30,0,4,30,9,9,0,0,5,6,54,17,8,14,7,9,10,0,18,15,101
501011003,281,10,21,0,23,8,24,158,5,521,11,7,13,0,3,0,17,5,0,60,168,88,107,29,52,83,17,159,0,700,0,0,0,0,4,0,0,4,0,18,74,12,306,0,71,7,35,52,5,564,18,6,0,0,10,23,4,10,0,76,97,18,28,5,16,223,3,48,3,446,212,15,167,248,62,59,8,189,5,965,7,7,4,3,14,7,26,0,3,65,0,5,9,0,0,0,0,0,0,11,4,35,0,0,17,0,0,0,6,57,9,15,0,0,24,57,3,8,5,123,15,142,37,0,50,4,0,3,0,257,37,13,32,18,26,6,13,106,0,249,6,6,3,14,6,0,4,4,0,42,12,131,6,67,12,0,0,7,6,244,16,74,3,75,37,4,0,4,0,208,14,35,9,26,5,4,0,0,0,94,18,10,67,36,14,4,4,14,0,160,37,25,26,23,29,18,14,34,45,241
501011004,31,9,8,0,11,6,7,73,0,133,3,7,4,0,3,0,4,0,0,19,63,23,75,21,15,23,12,59,0,290,0,0,0,0,0,0,9,0,0,14,49,5,191,0,37,3,22,36,0,345,12,7,6,0,19,27,13,6,0,92,101,18,31,9,23,302,18,72,0,570,162,8,113,144,48,36,0,128,5,648,7,4,0,4,27,12,37,6,0,97,4,5,3,0,0,0,0,0,0,15,8,10,0,0,26,0,0,0,0,46,8,4,0,0,15,43,0,5,0,74,9,123,30,0,37,0,0,0,0,208,35,9,21,30,14,5,0,76,0,185,28,51,21,21,45,0,11,10,0,189,32,243,13,114,22,0,0,17,0,447,10,192,10,172,48,0,0,13,0,453,8,31,15,18,5,3,0,8,0,80,12,7,89,41,8,0,0,14,0,173,33,23,27,16,21,9,7,14,30,173
501011293,26,0,4,0,4,5,0,15,0,60,4,10,19,0,0,0,23,0,0,58,40,8,99,13,17,29,26,28,0,255,12,4,10,0,13,0,19,9,6,61,51,3,203,0,56,14,48,70,3,449,25,18,8,0,15,30,6,3,3,107,137,27,49,7,47,636,37,119,4,1070,89,3,101,216,24,66,12,154,4,673,17,8,3,7,70,13,159,10,0,283,12,13,7,0,7,15,0,5,0,48,15,54,0,0,74,7,0,0,0,150,11,13,3,0,40,73,4,0,0,139,19,115,14,4,58,3,4,8,0,217,15,18,10,25,8,4,10,79,0,176,51,93,39,54,95,3,16,30,7,390,23,211,15,100,22,0,0,12,3,400,19,191,31,177,81,8,0,31,0,543,8,7,22,15,14,0,0,9,0,75,30,13,178,29,35,4,4,23,6,316,20,11,27,12,18,9,25,28,36,187
501011294,51,0,12,0,7,5,6,14,0,93,3,0,3,0,0,0,0,0,0,10,26,7,44,7,8,3,7,9,0,121,0,0,56,0,16,0,11,3,0,81,42,7,230,0,67,8,25,35,6,416,4,5,0,0,10,6,3,3,0,27,93,12,42,3,36,263,21,43,0,517,103,6,75,122,58,66,5,208,5,652,7,0,6,0,8,5,23,7,0,59,0,0,0,0,0,6,0,0,0,10,0,5,0,0,0,0,0,0,0,9,8,0,0,0,8,14,4,0,0,29,10,89,42,5,47,4,3,0,0,201,16,15,36,13,20,5,0,101,5,201,0,4,5,14,11,0,5,5,0,39,36,409,26,206,47,0,0,33,4,762,51,604,47,570,155,0,9,79,11,1511,11,4,7,29,9,5,0,5,0,67,16,13,78,36,16,0,3,18,0,173,13,10,26,14,11,16,15,19,43,166
501021005,0,3,0,0,0,0,0,4,0,15,26,50,104,6,21,0,41,16,7,267,5,5,27,0,10,13,22,9,0,96,0,0,3,0,3,0,10,7,0,21,27,8,148,0,44,3,33,76,11,343,8,0,0,0,0,7,3,3,0,26,53,13,15,8,17,266,13,61,0,441,37,0,31,72,7,64,8,93,0,314,4,0,0,0,8,3,22,6,0,38,5,4,0,0,0,0,0,0,0,7,0,18,0,0,12,0,0,0,0,27,0,0,0,0,6,14,0,0,0,26,4,52,17,0,19,0,0,0,0,94,0,3,3,4,4,0,4,41,0,58,8,5,16,29,14,0,0,3,0,71,37,382,23,200,38,0,0,40,0,726,22,59,9,187,53,3,0,4,0,341,5,17,5,17,5,0,0,3,0,54,11,9,83,43,11,0,0,13,0,161,6,3,18,0,9,4,13,12,22,103
501021007,124,0,12,0,7,0,14,72,0,227,17,30,77,0,10,0,64,5,0,204,11,0,15,4,7,3,9,10,5,63,0,0,0,0,0,0,0,0,0,6,15,4,59,0,14,0,26,17,0,133,7,0,0,0,4,0,0,0,0,24,19,7,4,0,3,41,0,3,0,86,17,0,9,27,3,3,0,9,0,67,11,0,0,0,11,4,19,0,0,46,0,0,3,0,0,0,0,0,0,4,0,5,0,0,9,0,0,0,0,16,4,0,0,0,3,8,3,0,0,19,0,16,6,0,4,0,0,0,0,31,5,0,0,0,3,0,0,28,0,43,8,20,22,15,25,0,3,10,0,99,14,63,5,32,0,0,0,13,0,128,0,5,3,17,11,0,0,0,0,35,3,4,13,3,0,0,0,17,0,45,7,0,22,6,3,0,0,0,0,47,4,6,10,0,11,4,0,9,9,51
501021008,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,11,4,0,6,0,0,6,0,5,0,19,0,0,0,0,0,0,0,0,0,3,9,14,39,0,9,0,17,19,0,104,6,3,29,0,3,4,5,0,0,58,17,8,8,0,5,126,8,42,0,213,10,0,10,25,3,52,0,60,0,160,7,13,10,0,11,0,6,0,0,53,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,8,0,0,0,0,29,4,5,10,0,0,0,0,14,0,32,12,66,6,198,36,0,0,14,3,326,30,266,24,51,68,0,0,10,0,447,51,1129,73,476,233,5,33,55,15,2077,3,3,4,3,0,0,0,3,0,20,6,5,12,0,0,0,0,7,0,31,8,7,9,10,4,0,6,8,18,72
501021009,26,0,0,0,4,0,5,3,0,39,23,49,233,0,12,0,381,40,19,756,95,139,455,6,33,6,317,57,20,1138,36,53,273,0,44,4,38,61,10,523,10,5,118,0,32,0,40,89,5,298,4,0,3,0,3,0,0,3,0,11,40,4,5,3,12,176,4,46,0,296,32,6,28,44,10,27,8,94,3,264,10,0,0,3,19,0,51,0,0,83,0,0,0,0,0,4,0,0,0,9,6,3,0,0,22,0,0,0,0,28,0,0,0,0,3,5,4,0,0,17,9,18,25,0,10,0,0,7,0,71,3,0,12,5,9,0,0,44,3,74,15,29,23,34,35,0,11,14,6,170,21,130,10,100,17,0,0,21,0,311,12,97,15,139,38,0,0,33,0,339,7,0,5,0,10,0,0,4,0,27,17,8,74,18,12,0,5,14,0,143,13,4,45,9,13,8,21,29,41,181
501021010,114,0,7,0,10,0,20,40,4,202,0,0,8,0,0,0,0,0,0,19,59,36,124,6,44,8,151,50,4,486,7,0,5,0,4,0,14,4,0,36,17,0,41,0,24,0,33,31,0,152,0,0,7,0,3,9,5,0,0,32,12,0,0,0,3,19,0,4,0,41,20,0,6,22,0,0,0,31,0,87,20,5,14,0,34,4,137,3,5,213,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,6,0,0,13,5,8,14,0,3,0,0,0,0,33,0,0,0,0,8,0,5,15,0,26,0,0,6,0,4,0,0,9,0,20,10,45,9,19,5,0,0,10,0,87,0,0,0,4,0,0,0,0,0,6,0,5,4,0,0,0,0,5,0,8,4,8,29,0,5,0,0,6,3,44,4,8,23,0,6,0,29,6,12,94
