POW_SA2_CODE_2021,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
501011001,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,19,33,74,11,0,114,55,30,5,0,95,85,52,12,5,149,95,70,5,4,177,120,88,14,0,226,139,104,13,5,263,110,75,6,0,199,145,82,3,3,233,112,84,20,4,219,99,117,23,0,237,50,71,12,0,134,30,38,6,5,76,21,24,3,3,58,1103,913,128,40,2181,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,5,0,0,0,0,0
501011003,0,11,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,10,10,18,0,3,34,84,256,31,13,386,167,123,14,5,313,207,106,16,10,337,306,170,26,7,512,281,239,31,13,553,334,230,26,19,601,335,220,20,9,589,305,184,13,4,512,252,204,19,8,483,166,187,33,3,392,62,139,6,0,214,28,63,8,0,102,16,26,3,0,46,2543,2147,257,94,5031,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,4,0,0,0,9,4,4,0,0,7,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
501011004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,6,23,0,0,24,44,228,24,5,297,112,105,11,4,230,164,110,7,4,294,191,169,21,6,390,243,223,24,5,492,253,241,23,5,524,293,217,17,4,538,211,171,33,3,426,188,157,23,5,376,126,192,32,0,355,54,98,13,0,160,28,56,9,0,90,0,20,0,0,19,1919,1986,236,57,4196,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,4,0,4,0,0,3,4,0,0,0,8,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501011293,0,15,0,0,16,5,7,0,0,12,0,7,0,0,10,3,5,0,0,7,5,7,0,0,11,3,6,4,0,10,0,7,0,0,8,4,6,0,0,4,0,9,0,0,9,3,0,0,0,3,0,0,0,0,0,0,6,0,0,6,0,6,0,0,3,18,71,4,0,92,112,407,36,5,563,212,143,24,9,391,242,120,19,5,388,254,142,32,8,432,269,221,24,7,520,324,214,19,4,564,418,225,16,9,661,404,225,18,6,658,310,203,26,8,537,200,224,28,7,451,89,149,16,4,254,14,69,3,0,89,7,19,4,0,34,2849,2364,254,65,5532,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,6,6,0,0,4,0,0,0,0,3,4,0,0,0,7,6,0,0,0,7,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0
501011294,0,0,0,0,8,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,0,4,0,0,4,0,5,0,0,5,0,4,0,0,4,0,0,0,0,3,5,6,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,29,3,0,43,70,295,15,6,393,152,113,8,10,270,196,132,21,3,344,233,182,22,9,449,249,254,26,10,538,295,263,21,10,590,290,278,23,8,596,288,261,36,7,593,265,256,41,3,568,180,232,36,4,452,53,116,16,0,182,21,46,3,0,73,8,20,0,6,37,2295,2434,271,72,5076,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,7,0,0,0,0,3,5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021005,0,3,0,0,5,0,3,0,0,9,0,0,0,0,3,0,3,0,0,3,0,4,0,0,4,0,5,0,0,8,0,6,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,27,4,0,40,49,242,9,3,309,106,91,4,4,213,145,92,17,3,259,153,112,14,6,285,189,160,9,3,358,191,150,9,3,349,200,135,9,3,351,202,139,19,3,363,180,103,19,5,301,107,107,22,3,234,32,53,0,5,84,3,24,3,0,34,3,8,0,0,14,1557,1424,140,47,3158,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,31,59,10,3,103,45,26,0,0,76,67,20,5,0,97,52,40,9,5,107,72,37,9,0,113,95,40,0,5,142,107,51,3,4,164,95,62,10,3,166,83,41,10,4,140,64,43,11,0,120,27,27,6,0,58,17,22,0,0,41,6,9,0,0,15,763,489,65,26,1349,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021008,0,5,0,0,5,0,0,0,0,5,0,4,3,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,17,9,0,29,29,154,15,5,194,81,89,6,6,185,170,94,27,3,296,167,142,55,6,360,183,177,45,3,405,202,172,12,9,401,219,165,21,8,411,239,157,29,8,429,227,159,28,5,416,169,138,34,3,341,45,81,21,4,152,3,24,3,0,26,3,4,0,0,9,1736,1546,289,50,3622,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,5,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021009,0,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,0,0,10,0,0,0,0,5,0,4,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,12,25,4,0,39,78,126,15,0,224,206,76,12,11,301,249,87,18,8,357,294,120,34,16,459,372,135,37,12,555,414,115,21,15,563,424,113,24,14,572,461,106,33,12,612,367,115,41,5,530,198,96,32,7,337,74,58,8,3,141,8,19,4,0,31,16,8,0,3,29,3146,1172,283,110,4708,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
501021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,0,0,9,38,47,7,0,94,90,13,4,0,112,89,14,6,0,104,109,18,7,3,143,106,51,4,0,164,114,49,5,4,167,121,30,4,4,154,119,29,10,0,159,134,32,15,0,185,106,39,10,0,154,42,41,0,0,75,10,23,4,0,35,11,15,4,4,26,1081,403,65,24,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
