POW_SA2_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
501011001,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,6,0,23,10,0,0,0,6,0,0,8,0,32,4,3,6,24,0,14,0,15,0,76,21,4,8,11,9,6,3,15,0,70,23,7,15,7,10,8,4,30,0,108,34,14,22,19,19,15,4,31,0,152,46,17,26,24,14,18,4,45,0,194,35,19,32,26,24,35,12,70,3,254,71,28,46,19,26,24,5,65,6,290,90,23,48,16,23,11,15,48,0,276
501011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,17,22,0,5,8,7,4,0,4,0,50,5,4,8,70,3,59,0,60,0,214,17,9,10,27,24,26,5,34,0,159,20,15,15,23,16,22,7,44,0,153,19,20,37,41,32,37,7,60,3,252,60,32,67,54,51,65,6,78,4,417,58,39,70,82,59,80,13,115,3,532,102,58,115,93,60,63,30,145,4,672,159,74,179,55,83,54,28,97,3,723
501011004,0,4,0,0,4,0,0,0,0,15,6,3,0,5,5,0,0,0,0,15,0,6,10,0,10,0,4,9,0,30,3,8,4,0,9,0,5,0,0,37,4,12,0,0,8,0,0,0,0,21,6,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45,19,8,39,0,11,9,0,158,5,3,0,10,3,4,0,5,0,24,9,6,3,53,0,69,7,45,0,197,8,13,9,22,8,33,3,33,0,130,8,16,18,38,14,24,0,38,3,156,16,20,36,39,19,44,12,45,0,228,26,33,49,57,47,57,10,64,7,343,30,31,72,80,52,69,15,57,0,408,79,42,93,79,47,62,20,59,3,487,103,61,112,65,63,47,24,100,3,580
501011293,4,0,0,0,4,0,0,0,0,12,5,8,0,3,8,0,0,0,0,24,0,3,13,0,21,0,4,9,0,45,0,14,10,0,23,0,3,3,0,58,4,20,5,0,5,0,3,0,0,37,6,12,4,0,0,0,7,0,0,26,10,13,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,62,37,8,69,3,16,20,3,259,7,0,10,0,0,7,0,8,0,37,5,8,12,69,3,127,13,57,0,298,7,7,17,44,7,79,8,46,0,219,10,15,21,40,23,59,10,50,3,218,17,16,42,53,28,62,14,63,3,299,31,30,72,70,49,119,32,78,4,483,35,34,80,105,65,136,38,73,8,567,60,63,103,87,119,87,60,67,15,654,92,77,139,65,111,88,70,57,6,720
501011294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13,5,0,6,8,7,3,0,7,0,32,6,3,14,47,10,71,0,41,0,192,12,13,11,40,9,38,7,45,0,174,8,13,10,50,24,22,0,48,4,178,19,20,32,62,17,33,4,61,3,243,36,30,52,101,63,50,19,88,0,435,31,52,71,149,68,53,10,97,3,536,37,48,83,146,69,49,17,70,6,530,79,84,111,135,77,21,17,45,0,562
501021005,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,12,0,0,0,0,5,0,0,0,0,4,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,12,9,0,0,3,0,47,0,3,3,0,0,0,0,3,0,17,0,12,3,35,4,57,0,42,4,160,4,14,5,26,12,42,6,32,0,131,8,15,13,23,19,34,5,23,0,136,3,14,21,31,15,33,4,14,0,138,12,10,27,62,23,38,7,40,3,224,18,22,36,74,36,56,5,48,0,303,24,25,48,64,32,56,20,48,3,322,41,33,61,40,43,17,37,23,0,299
501021007,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,3,3,0,16,0,0,0,0,22,3,7,6,0,5,0,4,0,0,20,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,22,9,29,0,3,10,0,85,10,0,0,0,0,0,0,4,0,19,0,4,0,10,3,10,0,13,0,43,8,5,5,5,4,8,0,13,0,39,10,6,7,5,3,3,0,17,0,49,9,0,14,14,14,9,4,14,0,67,9,4,19,12,9,6,4,22,0,86,18,8,9,14,15,9,9,26,0,102,28,9,25,8,15,10,15,25,0,127,20,9,19,5,15,3,11,31,3,111
501021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,4,0,17,0,0,0,8,5,52,0,34,0,105,0,5,4,6,3,26,3,19,0,76,0,9,6,9,4,18,0,9,0,57,4,7,9,26,15,15,0,23,0,97,3,20,13,43,18,20,0,28,0,161,3,53,25,60,28,22,3,30,0,216,10,38,28,67,31,17,10,33,0,225,12,80,24,80,35,8,14,11,0,251
501021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,0,0,3,0,0,0,9,0,0,11,3,0,0,0,6,0,4,6,0,16,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,7,3,14,0,10,8,3,58,9,3,0,0,3,0,5,3,0,20,3,0,0,17,4,36,0,37,0,101,6,8,9,21,9,31,3,20,0,92,9,0,16,19,3,21,10,28,0,115,10,5,22,21,19,30,4,41,5,148,15,9,31,52,16,36,13,44,0,208,21,12,46,40,22,29,9,40,0,226,14,15,44,36,26,24,30,46,0,242,27,25,63,25,45,15,57,53,4,305
501021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,16,7,0,0,0,0,0,3,0,0,15,8,5,6,8,0,0,4,18,3,60,7,4,4,7,0,4,0,8,0,39,7,0,6,0,3,4,3,11,0,29,9,5,13,11,9,3,0,12,0,57,24,0,15,0,19,7,10,20,0,96,10,5,9,0,10,6,12,11,0,64,21,7,22,3,18,6,25,40,0,142,32,6,29,4,26,3,60,25,3,197
