POW_SA2_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
501011001,4,0,5,0,19,0,0,4,4,0,0,0,0,9,0,0,5,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,19,17,60,85,61,42,13,0,303,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,26,4,0,0,4,0,3,0,0,11,0,0,0,3,0,4,0,0,7,0,0,7,0,0,3,0,0,21,3,9,6,4,4,0,0,0,24,0,6,7,3,4,4,0,0,32,0,0,7,7,9,0,0,0,28,0,3,5,5,3,10,0,0,25,0,3,0,0,0,0,0,0,9,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501011003,21,16,3,0,77,0,3,5,18,13,4,0,0,47,0,6,17,19,7,3,0,0,50,0,0,3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,7,55,84,185,206,152,113,24,4,834,4,0,0,0,0,0,0,0,3,63,0,3,0,3,0,0,0,69,12,3,3,0,0,7,6,0,32,10,3,0,9,4,4,0,0,29,5,6,7,12,7,4,0,0,43,5,9,15,12,8,4,0,0,58,10,11,20,21,23,11,0,0,93,8,25,32,13,12,7,3,0,96,0,7,19,9,9,3,5,0,57,0,0,9,4,0,3,0,0,18,0,0,8,5,0,3,0,0,14,0,0,0,4,3,0,0,0,5,0,0,0,3,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
501011004,16,11,3,0,66,0,0,10,14,9,9,0,0,39,0,0,10,11,14,0,0,0,35,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,29,53,150,180,123,93,25,0,658,0,0,0,9,0,0,0,0,7,42,0,3,6,0,0,0,0,60,4,0,4,7,3,0,0,0,22,3,11,9,12,9,6,6,0,41,3,6,9,5,5,12,0,0,45,5,9,7,22,10,13,0,0,65,0,11,22,24,22,9,5,0,91,0,8,34,21,28,11,0,0,100,0,9,17,17,20,12,0,0,73,0,0,6,7,5,5,4,0,32,0,0,4,8,5,0,0,0,16,0,0,4,4,7,0,0,0,14,0,0,6,0,4,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
501011293,18,19,6,0,84,0,0,16,8,12,4,0,0,45,0,0,16,17,9,8,3,0,50,0,0,0,0,4,3,0,0,11,0,0,5,3,0,0,0,0,8,0,0,0,0,4,0,0,0,5,60,103,184,168,155,112,46,0,836,0,0,0,0,0,0,0,0,3,64,0,0,3,0,3,0,0,68,27,0,0,3,3,0,3,0,49,10,4,4,6,7,7,0,0,40,4,9,16,6,7,6,4,0,54,12,6,15,16,15,12,0,0,72,9,12,17,25,22,15,7,0,104,7,10,11,25,22,13,0,0,96,0,7,7,20,21,14,0,0,77,0,0,16,7,7,3,0,0,29,0,0,3,6,9,3,0,0,26,0,0,3,4,7,3,0,0,20,0,0,3,6,16,3,3,0,28,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
501011294,10,6,3,0,69,0,0,18,12,7,15,0,0,45,0,0,16,21,17,7,0,0,67,0,0,0,3,0,0,0,0,7,0,0,0,0,3,3,0,0,7,0,0,0,4,0,3,0,0,5,43,63,161,178,130,113,29,4,709,5,0,0,0,0,0,0,0,8,40,0,3,0,6,0,0,0,47,20,3,7,5,0,3,3,0,47,9,7,10,12,12,13,4,0,60,8,8,4,15,16,17,0,0,73,5,9,16,27,23,24,12,0,119,16,13,31,35,41,46,6,0,186,7,15,33,36,46,40,0,0,188,0,8,26,37,54,37,3,0,164,0,4,6,24,20,15,0,0,66,0,0,7,3,11,8,0,0,21,0,0,4,0,4,3,0,0,13,0,0,3,3,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4
501021005,7,11,0,0,46,0,0,12,8,13,7,0,0,52,0,0,16,21,23,14,0,0,78,0,0,3,0,4,4,0,0,19,0,0,0,7,6,5,0,0,15,0,0,0,0,0,0,0,0,4,21,39,121,116,113,78,21,0,507,0,0,0,0,0,0,0,0,0,25,4,3,6,4,4,0,0,41,8,4,11,3,6,0,0,0,34,3,4,7,3,0,5,0,0,33,5,5,9,9,8,9,0,0,39,9,5,14,21,22,16,0,0,80,4,14,17,24,26,13,3,0,101,0,11,14,16,35,14,0,0,93,0,6,8,16,13,9,5,0,61,0,0,3,3,12,8,0,0,30,0,0,3,4,9,9,0,0,22,0,0,0,5,0,3,0,0,10,0,0,0,4,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
501021007,3,6,5,0,25,0,0,4,10,13,0,0,0,25,0,0,9,19,11,6,0,0,48,0,0,0,0,7,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,47,66,57,35,12,0,258,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,3,5,4,6,5,0,0,0,0,13,4,3,3,4,3,4,0,0,21,3,3,0,6,4,0,4,0,19,0,3,6,0,0,0,0,0,13,0,0,0,0,11,6,0,0,10,0,0,0,3,3,0,0,0,8,0,0,0,0,3,0,0,0,6,0,0,0,3,3,0,0,0,4,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021008,3,11,0,0,31,0,0,0,5,0,8,0,0,20,0,0,10,6,9,5,0,0,21,0,0,3,3,0,0,0,0,8,0,0,8,9,0,0,0,0,13,0,0,0,0,0,0,0,0,3,3,15,59,64,56,52,11,0,259,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,12,4,4,0,0,0,4,0,0,10,0,0,0,4,0,0,0,0,11,0,6,4,0,3,9,4,0,35,3,3,6,14,13,24,3,0,67,11,7,15,18,19,23,11,0,96,0,10,15,25,30,24,3,0,101,0,13,18,26,39,40,6,0,139,0,7,14,17,18,13,5,0,69,0,0,14,21,23,28,0,0,90,0,0,3,11,28,24,0,0,65,0,0,3,10,12,19,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021009,25,17,3,0,104,0,16,36,39,26,18,0,0,138,0,13,106,139,166,79,6,0,511,0,0,18,40,51,31,0,0,145,0,0,10,23,35,30,3,0,105,0,0,5,0,0,0,0,0,9,47,102,256,313,362,226,25,3,1342,0,0,0,0,0,0,0,0,0,10,5,3,4,0,0,0,0,17,4,0,3,4,3,5,0,0,20,4,0,9,6,4,3,0,0,27,4,4,5,6,7,6,6,0,26,5,4,15,18,11,14,0,0,67,0,7,4,14,12,10,4,0,59,0,4,9,8,22,10,0,0,60,0,5,6,12,12,7,0,0,38,0,0,5,0,8,6,0,0,21,0,0,4,0,5,6,0,0,11,0,0,0,4,0,0,0,0,4,0,0,0,5,11,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
501021010,6,9,0,0,37,0,0,11,16,7,4,0,0,50,0,0,13,14,9,15,4,0,61,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,23,36,83,63,41,43,18,0,298,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,0,9,0,0,0,4,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
