POW_SA2_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
501021011,25,16,0,0,136,0,4,29,26,27,12,7,0,108,0,10,48,46,23,14,7,0,142,0,0,3,3,10,4,0,0,28,0,0,4,7,6,0,0,0,23,5,0,0,0,0,0,0,0,8,84,157,266,234,178,117,23,0,1062,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,3,10,0,0,22,3,8,0,4,4,0,0,0,21,0,4,6,7,8,3,0,0,27,0,7,5,7,13,8,0,0,33,0,0,4,4,4,3,0,0,25,0,0,0,4,4,5,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,4,0,0,16,0,0,0,9,0,0,0,0,11,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,26,52,41,34,28,10,0,200,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0,0,0,23,8,0,4,6,0,0,0,0,19,7,5,5,6,3,3,0,0,25,5,5,8,7,9,7,4,0,40,8,5,8,14,14,15,10,0,68,7,16,15,12,24,20,5,0,94,3,12,10,18,15,13,0,0,73,0,0,4,0,21,10,0,0,45,0,5,5,9,0,4,0,0,22,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
501021014,32,14,0,0,109,0,8,30,27,26,23,3,0,117,0,10,68,93,75,51,3,0,303,0,5,15,14,21,13,0,0,60,0,0,6,18,11,7,0,0,44,0,0,0,0,0,5,0,0,9,32,99,230,243,238,165,24,0,1033,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,19,7,0,5,0,0,4,0,0,18,4,0,0,0,0,4,0,0,14,0,6,0,3,6,6,3,0,21,9,3,6,13,10,8,5,0,51,0,9,9,12,10,3,0,0,45,0,4,9,11,10,8,4,0,43,0,3,9,6,6,14,0,0,33,0,0,0,0,3,0,3,0,9,0,0,3,6,3,7,0,0,14,0,0,3,3,5,8,0,0,13,0,0,4,0,5,0,0,0,16,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021015,29,20,5,0,118,0,6,30,38,30,14,5,0,125,0,9,47,47,52,39,6,0,195,0,0,9,11,5,4,0,0,35,0,0,4,9,3,5,0,0,14,0,0,0,5,3,0,0,0,5,73,143,244,229,196,146,28,0,1065,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,10,0,0,0,0,4,0,0,14,0,0,6,3,7,0,0,0,17,0,3,3,3,3,4,0,0,19,3,6,10,7,11,3,0,0,48,6,6,15,12,24,3,0,0,64,0,15,5,15,10,6,0,0,55,0,14,7,8,10,8,3,0,50,0,0,0,7,10,3,0,0,18,0,0,3,6,0,3,0,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021016,14,8,4,0,47,0,3,16,13,13,17,0,0,64,0,9,57,52,65,61,3,0,245,0,0,17,14,24,16,4,0,65,0,0,4,3,8,6,0,0,23,0,0,0,0,5,5,0,0,9,33,71,133,117,156,146,16,0,664,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,5,0,4,0,0,0,0,0,4,0,0,4,0,3,0,0,0,3,0,0,5,0,0,3,0,0,14,0,0,0,4,0,0,4,0,19,0,3,0,3,8,10,0,0,26,0,0,4,5,0,4,3,0,15,0,0,0,3,0,4,0,0,11,0,0,0,5,4,0,0,0,7,0,0,0,0,4,0,0,0,9,0,0,0,0,5,0,0,0,5,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021251,5,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,35,28,18,16,3,0,112,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,4,5,0,0,3,0,0,0,13,0,0,3,0,0,0,0,0,7,0,0,7,5,0,5,0,0,10,4,0,0,6,9,0,0,0,24,0,3,11,5,13,5,0,0,42,0,8,12,7,14,6,0,0,53,0,0,5,5,13,8,0,0,33,0,0,0,0,5,3,0,0,10,0,4,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021252,4,0,0,0,12,0,0,0,3,0,0,0,0,8,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,26,20,34,19,6,0,148,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,3,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021253,25,20,3,0,122,0,7,19,7,26,19,3,0,73,0,3,23,31,31,22,6,0,111,0,0,0,0,9,0,0,0,15,0,0,3,3,4,3,0,0,18,4,5,0,0,5,0,0,0,16,93,149,306,259,251,177,44,5,1283,3,0,0,0,0,0,0,0,11,65,3,6,9,6,4,0,0,95,39,11,19,9,11,0,0,0,92,23,14,16,22,10,6,4,0,93,20,24,18,37,27,10,3,0,135,26,43,36,46,46,33,3,0,233,18,37,51,59,67,37,10,0,280,4,36,56,63,61,40,8,0,260,0,31,58,37,68,51,8,0,245,0,15,30,43,38,32,4,0,163,0,4,24,28,29,13,0,0,90,0,0,15,23,23,23,0,0,89,0,0,15,35,28,29,7,0,110,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
501021254,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,5,13,9,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,3,0,0,0,0,11,7,3,0,3,0,0,0,0,9,5,0,0,5,5,0,0,0,16,0,8,3,6,0,9,0,0,26,3,4,0,10,6,9,0,0,33,0,0,6,0,13,8,0,0,22,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501031017,13,12,0,0,49,0,0,14,7,13,7,0,0,39,0,0,20,23,30,21,3,0,97,0,0,8,5,10,6,3,0,27,0,0,9,6,0,5,0,0,17,0,3,0,0,4,0,0,0,8,17,36,91,85,110,94,19,4,461,0,0,0,0,0,0,0,0,3,9,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,11,0,0,0,6,4,4,3,0,16,3,3,4,9,0,4,9,0,23,0,0,5,3,10,10,3,3,38,0,0,6,7,4,10,0,0,37,0,5,5,8,16,13,0,0,40,0,0,5,0,7,6,0,0,17,0,0,0,0,3,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,11,0,0,0,4,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501031018,3,0,0,0,21,0,3,4,4,0,0,0,0,9,0,0,6,3,6,0,0,0,21,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,16,13,44,49,40,47,16,0,232,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,7,3,0,0,4,0,3,0,0,11,0,0,4,0,0,0,0,0,12,0,0,0,4,3,4,0,0,15,5,3,0,0,6,8,0,0,32,0,3,0,7,3,8,0,0,34,0,5,3,10,4,0,5,0,26,0,4,3,0,3,5,0,0,19,0,0,0,0,3,8,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501031019,16,15,0,0,47,0,0,0,4,4,0,4,0,17,0,0,0,3,4,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,50,81,53,66,67,18,0,374,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,18,6,0,0,0,0,0,0,0,4,0,0,0,4,3,4,0,0,11,4,3,7,8,5,5,6,0,33,5,6,8,3,11,7,4,0,35,3,4,8,9,8,12,6,0,55,0,6,6,9,21,11,0,0,52,0,0,7,12,16,21,3,0,58,0,0,3,0,4,5,0,0,14,0,0,3,3,5,0,0,0,14,0,0,0,0,5,0,0,0,5,0,0,3,3,3,0,0,0,14,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501031020,6,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,12,27,30,43,25,0,164,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,4,0,3,0,4,3,0,0,17,0,0,3,0,3,0,0,0,8,0,0,0,0,5,8,0,0,12,0,0,5,4,9,7,4,0,30,0,0,9,4,5,6,0,0,27,0,0,4,3,8,4,0,0,20,0,0,4,4,4,7,0,0,19,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502011021,4,3,0,0,13,0,0,0,0,3,0,0,0,3,0,0,6,3,3,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,29,25,37,16,7,0,131,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,9,0,0,4,4,0,0,0,0,5,0,3,0,0,0,0,0,0,9,0,5,0,0,4,0,0,0,13,0,0,4,6,4,6,0,0,14,0,0,0,0,6,4,0,0,13,0,0,7,4,0,0,0,0,12,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502011022,7,9,0,0,12,0,0,7,4,0,5,0,0,10,0,0,3,5,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,18,33,61,51,42,45,0,0,259,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,20,10,0,6,0,3,0,0,0,20,4,5,5,4,0,0,0,0,23,4,7,0,4,0,7,0,0,24,5,7,11,10,5,6,0,0,41,3,8,11,8,15,13,0,0,59,0,8,14,14,7,12,0,0,58,0,4,7,9,12,15,3,0,57,0,4,3,10,7,4,0,0,28,0,4,0,0,5,7,0,0,16,0,0,0,3,0,0,0,0,7,0,0,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
502011023,17,9,0,0,68,0,0,8,14,9,8,0,0,35,0,0,11,14,17,12,0,0,56,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,7,48,68,162,129,126,109,8,0,661,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,14,3,3,0,12,4,0,0,0,24,6,4,10,11,8,9,3,0,43,5,7,3,11,21,16,0,0,58,4,11,21,28,25,9,5,0,101,0,16,20,31,34,39,7,0,142,0,12,31,20,31,31,6,0,132,0,0,22,17,33,34,0,0,110,0,0,8,11,16,9,0,0,45,0,0,3,4,9,9,0,0,26,0,0,4,5,6,6,0,0,17,0,0,0,4,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
502011024,0,3,0,0,17,0,0,4,6,9,0,3,0,17,0,0,0,9,6,9,0,0,24,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,19,34,77,81,73,60,17,3,368,0,0,0,0,0,0,0,0,0,17,4,3,4,5,0,0,0,31,6,0,9,5,9,4,0,0,32,3,9,5,4,3,5,0,0,37,4,11,10,10,9,5,5,0,45,8,11,14,19,19,14,7,0,88,3,17,19,21,16,18,0,0,92,0,11,11,20,26,12,8,0,96,0,4,10,24,10,16,0,0,65,0,3,4,5,6,6,0,0,23,0,0,0,0,0,0,0,0,5,0,0,0,8,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
502011025,30,4,0,0,106,0,0,9,9,14,11,0,0,49,0,5,7,22,16,3,3,0,60,0,0,3,0,0,5,0,0,10,0,0,0,0,3,0,0,0,13,3,0,3,4,7,0,0,0,12,95,156,291,239,181,154,26,4,1145,7,3,0,0,0,0,0,0,11,122,13,9,13,4,4,0,0,156,73,33,19,11,7,3,3,0,151,32,32,26,23,15,15,7,0,142,23,51,27,28,25,28,8,0,177,9,56,62,34,45,27,0,0,234,4,47,48,46,46,33,8,0,232,4,49,56,53,57,33,4,0,255,0,24,40,52,45,45,4,0,204,0,12,24,20,29,16,3,0,102,0,7,14,35,24,19,0,0,114,0,0,13,19,19,8,0,0,56,0,0,13,20,32,16,0,0,88,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,7,0,4,0,0,0,3
502011026,5,6,0,0,12,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,20,27,23,31,25,6,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,4,0,0,0,0,0,0,7,0,3,6,0,0,3,0,0,12,0,0,0,0,0,0,0,0,4,5,0,4,0,6,0,0,0,21,0,0,0,4,3,5,0,0,15,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502011027,3,3,0,0,35,0,0,3,0,6,4,0,0,6,0,0,3,9,4,0,0,0,21,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,17,40,83,77,79,47,14,0,360,0,0,3,0,0,0,0,0,5,27,9,3,3,0,0,0,0,40,9,9,5,12,8,3,0,0,49,6,0,6,10,7,4,0,0,34,4,5,9,3,4,0,0,0,32,3,13,18,23,25,7,3,0,90,8,12,24,40,32,17,0,0,133,4,19,24,29,39,25,5,0,137,0,9,11,16,32,18,0,0,85,0,3,9,16,10,6,0,0,50,0,0,0,7,6,0,0,0,16,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
502011028,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,18,10,31,25,9,0,105,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,4,0,0,4,4,7,0,0,0,15,0,4,6,4,3,4,0,0,19,0,0,4,3,9,4,4,0,24,5,3,4,7,12,14,3,0,49,4,4,19,19,15,23,0,0,80,0,4,13,24,25,18,4,0,85,0,4,14,19,26,18,0,0,93,0,0,5,8,6,3,0,0,26,0,0,3,0,5,8,0,0,9,0,0,0,3,9,0,0,0,7,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0
502011029,23,27,0,0,109,0,5,27,22,32,25,5,0,122,0,11,99,111,102,94,9,0,426,0,0,21,33,27,19,0,0,92,0,0,3,9,15,9,0,0,34,0,0,0,0,0,0,0,0,11,57,116,280,269,267,244,47,4,1274,0,0,0,0,0,0,0,0,0,17,0,0,4,0,3,0,0,26,6,3,5,0,0,4,0,0,25,4,4,3,4,3,3,0,0,27,9,6,5,7,3,3,0,0,33,5,14,10,14,6,12,3,0,67,6,3,8,13,10,9,4,0,55,4,5,10,8,9,13,0,0,51,0,3,10,18,4,13,3,0,56,0,0,3,0,6,4,0,0,12,0,0,4,0,0,3,0,0,14,0,0,5,3,3,0,0,0,10,0,0,5,3,13,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503011030,3,0,4,0,13,0,0,4,0,0,0,0,0,10,0,0,6,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,30,51,34,22,15,12,0,166,0,0,0,0,0,0,0,0,0,25,10,0,0,0,0,0,0,34,13,8,0,0,0,0,0,0,26,4,15,0,0,0,0,0,0,23,4,13,10,4,3,0,0,0,27,0,11,14,5,3,0,0,0,37,0,11,0,3,3,0,0,0,25,0,9,12,9,0,3,0,0,31,0,0,11,3,7,5,0,0,25,0,0,0,5,5,3,0,0,14,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
503011031,5,3,9,0,48,0,0,3,9,7,8,0,0,30,0,0,7,8,9,4,0,0,30,0,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,24,69,141,101,80,74,29,5,521,3,0,0,0,0,0,0,0,5,72,8,3,5,0,0,0,0,93,50,47,12,4,4,4,0,0,118,8,35,12,9,4,8,0,0,75,12,36,21,7,4,7,4,0,81,5,38,23,14,8,3,4,0,103,4,32,29,24,13,17,4,0,119,3,18,30,11,16,16,3,0,105,0,9,27,20,15,21,3,0,95,0,0,19,15,16,13,0,0,54,0,0,9,9,8,6,0,0,28,0,0,9,3,10,4,0,0,18,0,5,3,0,7,11,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,9,0,0,6,0,0,0
503011032,15,6,0,0,41,0,0,4,3,3,3,3,0,18,0,0,5,7,10,3,0,0,26,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,16,31,87,96,73,45,12,3,373,6,0,0,0,0,0,0,0,4,43,10,0,0,0,0,0,0,53,25,22,3,3,0,0,0,0,56,15,26,6,4,0,0,0,0,54,11,23,4,10,5,4,4,0,50,10,28,16,4,10,7,0,0,83,6,24,20,5,10,7,3,0,69,5,10,21,17,5,6,4,0,67,5,12,14,13,5,8,0,0,61,0,3,7,10,3,8,0,0,28,0,0,6,3,3,0,0,0,13,0,0,4,0,4,0,0,0,9,0,0,4,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0
503011033,4,4,3,0,22,0,0,0,0,8,3,0,0,8,0,0,0,4,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,23,60,38,53,29,9,0,222,0,0,0,0,0,0,0,0,3,39,9,0,0,0,3,0,4,53,28,13,3,0,0,3,0,0,42,0,15,6,7,3,0,0,0,29,4,11,5,0,9,4,0,0,28,0,9,14,0,8,3,0,0,41,0,10,14,9,10,3,0,0,47,0,0,15,7,6,3,0,0,41,0,3,11,0,8,5,0,0,36,0,0,4,5,5,5,0,0,20,0,0,0,3,4,0,0,0,5,0,0,0,3,5,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
