POW_SA2_CODE_2021,M_AgFF_H_0,M_AgFF_H_1_19,M_AgFF_H_20_29,M_AgFF_H_30_34,M_AgFF_H_35_39,M_AgFF_H_40_44,M_AgFF_H_45_49,M_AgFF_H_50ov,M_AgFF_H_NS,M_AgFF_H_Tot,M_Min_H_0,M_Min_H_1_19,M_Min_H_20_29,M_Min_H_30_34,M_Min_H_35_39,M_Min_H_40_44,M_Min_H_45_49,M_Min_H_50ov,M_Min_H_NS,M_Min_H_Tot,M_Mnf_H_0,M_Mnf_H_1_19,M_Mnf_H_20_29,M_Mnf_H_30_34,M_Mnf_H_35_39,M_Mnf_H_40_44,M_Mnf_H_45_49,M_Mnf_H_50ov,M_Mnf_H_NS,M_Mnf_H_Tot,M_EGWWS_H_0,M_EGWWS_H_1_19,M_EGWWS_H_20_29,M_EGWWS_H_30_34,M_EGWWS_H_35_39,M_EGWWS_H_40_44,M_EGWWS_H_45_49,M_EGWWS_H_50ov,M_EGWWS_H_NS,M_EGWWS_H_Tot,M_Const_H_0,M_Const_H_1_19,M_Const_H_20_29,M_Const_H_30_34,M_Const_H_35_39,M_Const_H_40_44,M_Const_H_45_49,M_Const_H_50ov,M_Const_H_NS,M_Const_H_Tot,M_WST_H_0,M_WST_H_1_19,M_WST_H_20_29,M_WST_H_30_34,M_WST_H_35_39,M_WST_H_40_44,M_WST_H_45_49,M_WST_H_50ov,M_WST_H_NS,M_WST_H_Tot,M_RetT_H_0,M_RetT_H_1_19,M_RetT_H_20_29,M_RetT_H_30_34,M_RetT_H_35_39,M_RetT_H_40_44,M_RetT_H_45_49,M_RetT_H_50ov,M_RetT_H_NS,M_RetT_H_Tot,M_AcFd_H_0,M_AcFd_H_1_19,M_AcFd_H_20_29,M_AcFd_H_30_34,M_AcFd_H_35_39,M_AcFd_H_40_44,M_AcFd_H_45_49,M_AcFd_H_50ov,M_AcFd_H_NS,M_AcFd_H_Tot,M_TPW_H_0,M_TPW_H_1_19,M_TPW_H_20_29,M_TPW_H_30_34,M_TPW_H_35_39,M_TPW_H_40_44,M_TPW_H_45_49,M_TPW_H_50ov,M_TPW_H_NS,M_TPW_H_Tot,M_IMT_H_0,M_IMT_H_1_19,M_IMT_H_20_29,M_IMT_H_30_34,M_IMT_H_35_39,M_IMT_H_40_44,M_IMT_H_45_49,M_IMT_H_50ov,M_IMT_H_NS,M_IMT_H_Tot,M_FinIns_H_0,M_FinIns_H_1_19,M_FinIns_H_20_29,M_FinIns_H_30_34,M_FinIns_H_35_39,M_FinIns_H_40_44,M_FinIns_H_45_49,M_FinIns_H_50ov,M_FinIns_H_NS,M_FinIns_H_Tot,M_RHRE_H_0,M_RHRE_H_1_19,M_RHRE_H_20_29,M_RHRE_H_30_34,M_RHRE_H_35_39,M_RHRE_H_40_44,M_RHRE_H_45_49,M_RHRE_H_50ov,M_RHRE_H_NS,M_RHRE_H_Tot,M_ProSTS_H_0,M_ProSTS_H_1_19,M_ProSTS_H_20_29,M_ProSTS_H_30_34,M_ProSTS_H_35_39,M_ProSTS_H_40_44,M_ProSTS_H_45_49,M_ProSTS_H_50ov,M_ProSTS_H_NS,M_ProSTS_H_Tot,M_AdSup_H_0,M_AdSup_H_1_19,M_AdSup_H_20_29,M_AdSup_H_30_34,M_AdSup_H_35_39,M_AdSup_H_40_44,M_AdSup_H_45_49,M_AdSup_H_50ov,M_AdSup_H_NS,M_AdSup_H_Tot,M_PubAS_H_0,M_PubAS_H_1_19,M_PubAS_H_20_29,M_PubAS_H_30_34,M_PubAS_H_35_39,M_PubAS_H_40_44,M_PubAS_H_45_49,M_PubAS_H_50ov,M_PubAS_H_NS,M_PubAS_H_Tot,M_EdTrn_H_0,M_EdTrn_H_1_19,M_EdTrn_H_20_29,M_EdTrn_H_30_34,M_EdTrn_H_35_39,M_EdTrn_H_40_44,M_EdTrn_H_45_49,M_EdTrn_H_50ov,M_EdTrn_H_NS,M_EdTrn_H_Tot,M_HltHC_SA_H_0,M_HltHC_SA_H_1_19,M_HltHC_SA_H_20_29,M_HltHC_SA_H_30_34,M_HltHC_SA_H_35_39,M_HltHC_SA_H_40_44,M_HltHC_SA_H_45_49,M_HltHC_SA_H_50ov,M_HltHC_SA_H_NS,M_HltHC_SA_H_Tot,M_ArtsR_H_0,M_ArtsR_H_1_19,M_ArtsR_H_20_29,M_ArtsR_H_30_34,M_ArtsR_H_35_39,M_ArtsR_H_40_44,M_ArtsR_H_45_49,M_ArtsR_H_50ov,M_ArtsR_H_NS,M_ArtsR_H_Tot,M_OthSvs_H_0,M_OthSvs_H_1_19,M_OthSvs_H_20_29,M_OthSvs_H_30_34,M_OthSvs_H_35_39,M_OthSvs_H_40_44,M_OthSvs_H_45_49,M_OthSvs_H_50ov,M_OthSvs_H_NS,M_OthSvs_H_Tot,M_IDNS_H_0,M_IDNS_H_1_19,M_IDNS_H_20_29,M_IDNS_H_30_34,M_IDNS_H_35_39,M_IDNS_H_40_44,M_IDNS_H_45_49,M_IDNS_H_50ov,M_IDNS_H_NS,M_IDNS_H_Tot
501011001,18,25,31,24,33,65,19,110,5,322,6,0,0,0,0,0,3,0,0,12,6,11,24,9,50,45,10,42,0,204,0,0,0,0,0,0,0,3,0,6,10,3,14,17,22,42,23,41,3,164,0,4,0,0,4,3,0,0,0,17,0,9,9,11,7,7,5,8,0,57,7,19,15,6,13,11,5,18,0,91,0,10,4,5,4,3,0,9,0,25,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,13,0,5,5,6,5,5,0,4,0,35,0,5,7,4,6,4,4,5,0,28,5,0,0,0,5,8,0,3,0,20,0,3,3,0,8,3,4,9,0,34,0,3,0,0,0,3,0,5,0,12,0,0,5,0,0,0,0,3,0,15,0,0,0,3,0,11,5,7,0,24,0,10,7,6,5,3,4,11,10,55
501011003,16,14,28,22,46,75,33,118,9,357,3,0,0,0,0,10,5,19,0,43,21,32,32,27,77,124,43,64,3,412,0,3,0,0,4,0,0,0,0,12,19,25,31,38,78,129,32,101,10,459,0,0,4,0,5,4,5,5,0,30,9,35,17,7,27,21,3,22,3,141,18,72,53,33,77,68,34,48,5,406,0,14,4,4,4,6,0,10,0,48,0,5,4,0,0,0,0,0,0,9,0,3,6,6,3,9,0,7,0,32,0,3,9,4,5,11,3,4,0,42,10,10,10,11,14,37,7,27,4,126,4,12,16,13,24,21,9,14,0,107,0,0,0,0,8,8,0,4,0,26,0,8,0,0,7,6,6,8,0,33,0,3,3,4,4,6,0,4,4,37,0,13,7,0,7,6,3,0,0,40,0,5,6,3,14,22,3,12,0,66,6,15,9,8,16,25,3,18,19,126
501011004,0,5,9,3,12,66,3,16,0,106,0,3,0,0,0,3,3,5,0,15,8,9,15,22,41,52,14,19,0,179,0,0,0,0,3,5,0,0,0,14,16,19,26,23,45,99,25,47,8,304,3,7,9,8,8,14,3,9,0,54,6,56,29,19,30,24,14,17,3,191,11,70,29,26,28,56,14,43,4,283,0,11,20,3,0,9,0,8,0,60,0,3,0,0,0,3,0,5,0,12,0,3,0,0,9,4,0,3,0,20,0,6,4,0,4,3,3,3,0,30,0,11,9,16,11,22,9,13,0,96,3,12,11,11,9,11,4,11,0,79,10,0,8,0,36,15,4,4,0,78,11,9,7,11,15,24,8,18,0,105,4,8,11,14,11,9,3,7,0,80,5,5,9,3,7,4,0,6,0,41,3,7,6,9,20,15,8,9,0,84,5,8,11,5,13,24,6,12,9,82
501011293,0,3,8,0,6,10,0,13,0,38,0,3,0,0,0,16,3,24,0,51,6,5,4,9,33,59,25,38,0,182,3,0,3,4,17,11,0,7,0,49,11,18,17,25,64,113,34,73,8,368,0,5,6,4,6,20,13,15,0,73,10,80,43,33,70,50,29,36,3,369,16,88,30,11,35,51,11,20,7,280,9,32,24,22,17,28,19,44,5,191,0,3,0,0,9,0,0,3,0,19,6,0,0,0,6,18,8,12,0,56,3,4,0,0,3,11,11,19,0,56,3,20,7,4,12,22,7,16,0,97,6,8,3,5,12,10,5,10,0,59,6,14,13,10,65,60,6,14,0,194,4,8,0,0,12,22,9,16,0,81,0,14,19,18,26,21,8,10,0,115,0,10,3,4,17,7,4,0,0,38,0,15,10,6,32,54,17,22,6,153,3,11,5,4,21,18,8,19,15,111
501011294,0,9,6,6,9,13,12,17,0,65,0,0,0,0,0,3,0,0,0,5,4,4,6,6,11,25,17,8,0,77,4,6,0,5,13,37,10,11,0,72,14,10,19,19,51,106,35,77,4,332,0,0,0,4,0,0,0,0,0,9,10,45,23,22,32,49,16,30,0,235,14,84,26,18,52,32,11,18,0,264,0,6,6,3,3,5,3,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,4,0,3,0,0,0,3,0,6,0,7,4,6,8,22,8,15,0,73,4,19,9,8,9,20,3,15,0,89,0,0,0,0,0,6,0,3,0,15,6,13,12,11,15,37,18,40,3,161,13,36,39,40,53,45,16,22,0,262,0,6,0,0,3,5,0,0,0,20,0,8,8,0,12,17,3,9,0,61,3,10,4,5,11,21,3,12,17,82
501021005,0,0,0,0,0,0,0,3,0,11,19,3,7,8,19,91,20,47,0,209,3,4,0,5,6,18,14,16,0,71,0,0,0,0,3,9,0,3,0,21,7,13,10,16,21,62,19,133,5,296,0,0,0,0,0,4,4,0,0,19,5,32,19,8,28,16,9,10,0,134,3,56,23,3,13,15,0,3,3,119,4,0,0,0,4,4,3,9,3,24,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,7,0,0,0,9,0,0,5,0,0,6,0,4,0,10,0,7,0,0,5,11,0,12,0,37,0,5,0,3,3,6,0,3,0,23,0,0,3,0,3,9,7,6,0,36,7,10,15,7,23,32,13,22,0,130,4,4,4,0,10,3,0,13,0,44,0,10,5,0,3,4,0,0,0,19,0,7,4,5,9,14,8,13,0,59,4,5,4,0,4,11,4,7,8,60
501021007,9,12,12,4,9,17,12,67,0,137,11,0,6,4,9,66,42,26,6,169,4,0,0,0,4,7,6,18,0,37,0,0,0,0,0,0,0,4,0,4,0,3,7,0,16,28,12,37,3,118,0,4,0,0,0,3,0,0,0,9,0,3,0,0,3,3,0,5,0,23,0,10,6,0,0,4,0,0,0,21,0,3,0,0,0,0,0,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,5,0,0,0,4,3,0,0,8,0,19,0,0,3,3,3,3,0,0,0,14,0,0,0,0,18,9,5,3,0,41,0,3,0,3,0,3,7,6,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,8,0,16,3,0,0,0,0,3,0,3,0,16,0,5,0,0,5,10,0,4,6,24
501021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,11,3,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,8,5,6,7,10,14,12,38,0,93,5,0,0,0,0,6,3,33,0,51,3,22,17,5,5,5,0,4,0,61,0,43,4,4,7,0,0,6,3,66,3,0,0,0,0,18,0,6,0,36,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,16,0,5,3,6,7,0,0,0,0,19,19,4,7,4,25,91,17,35,3,204,8,13,12,8,37,20,0,11,0,112,16,13,34,43,67,105,19,51,0,348,0,5,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,0,9,0,0,0,0,5,9,0,12,16,43
501021009,0,0,0,5,0,3,3,12,4,27,41,17,14,9,44,250,141,129,13,650,59,7,24,11,58,500,89,208,10,974,23,10,11,10,126,117,57,92,8,458,14,10,6,7,31,71,33,86,3,259,0,0,0,0,0,0,0,5,0,11,0,25,8,9,9,12,3,3,3,74,5,39,13,7,8,8,0,6,0,88,0,9,6,7,4,14,0,15,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,8,3,3,0,0,9,10,3,12,0,37,0,8,6,3,0,3,0,11,0,36,7,0,0,0,29,25,10,13,0,84,7,9,8,7,8,9,9,7,0,48,0,0,0,0,10,6,5,7,0,31,0,0,4,0,0,6,0,0,0,6,8,8,0,8,13,15,5,20,0,73,13,9,0,5,17,24,7,21,30,118
501021010,5,18,8,11,5,25,12,56,0,136,0,0,0,0,3,3,0,10,0,16,13,11,9,6,28,71,161,92,0,390,0,0,0,0,5,6,4,12,0,26,5,5,8,6,9,25,13,44,4,117,0,0,0,0,0,3,6,10,0,24,0,0,4,0,3,3,0,3,0,12,4,11,0,3,6,0,0,10,0,34,8,7,12,9,12,16,21,92,4,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,0,0,4,0,0,3,0,9,0,19,0,5,0,0,4,4,0,6,0,15,5,0,3,0,4,9,0,0,0,15,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,5,3,13,0,30,5,3,7,4,16,14,9,24,3,76
