POW_SA2_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
501011001,0,0,0,0,0,0,0,0,0,0,8,61,35,11,14,15,0,9,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,15,0,3,0,0,0,4,0,3,0,8,0,0,0,0,4,5,3,6,0,18,0,0,0,0,0,4,0,3,0,12,4,0,0,0,3,0,0,3,0,15,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,11,7,14,16,6,29,5,106,0,6,0,0,0,0,0,0,0,8
501011003,0,0,0,0,0,0,0,0,0,0,23,162,115,52,48,62,15,21,8,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,7,0,3,0,0,0,3,0,0,0,6,4,0,0,4,4,4,0,0,0,13,5,0,0,3,9,7,0,0,0,30,4,0,0,0,4,8,5,12,0,32,4,0,3,0,7,0,3,4,0,24,0,0,0,0,3,3,0,4,0,7,0,0,0,0,4,5,0,3,0,9,4,0,0,0,0,0,4,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,14,19,6,11,33,37,10,34,9,175,0,4,0,0,0,0,0,0,0,4
501011004,0,0,0,0,0,5,0,0,0,3,21,163,91,49,55,46,18,18,6,469,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,12,0,0,6,3,0,0,0,0,0,10,0,0,6,0,0,9,0,0,0,15,0,4,0,4,6,0,0,0,0,20,0,6,4,0,19,4,3,0,0,32,6,0,0,0,10,6,0,4,0,24,0,0,0,0,4,0,0,3,0,14,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,21,22,12,40,21,3,20,0,149,0,0,0,0,0,0,0,0,0,5
501011293,0,0,0,4,0,0,0,0,3,12,49,296,174,91,147,91,20,49,8,919,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,10,0,8,5,0,0,0,0,0,0,14,0,13,10,8,0,3,0,4,0,32,4,3,15,4,5,8,0,0,0,38,0,5,12,7,13,10,3,5,3,63,3,0,8,5,18,23,8,8,0,75,3,4,6,0,4,22,6,12,0,58,3,0,0,5,4,4,7,16,0,38,0,0,0,0,5,0,0,7,0,23,0,0,0,0,0,0,7,9,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,26,54,50,35,58,69,33,63,3,396,4,0,0,0,0,0,0,0,0,8
501011294,0,0,0,0,0,0,0,0,0,5,17,146,57,44,56,39,12,22,8,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,19,0,3,3,6,0,0,0,0,0,10,0,0,3,3,4,3,0,0,0,21,0,3,4,0,0,0,0,0,0,16,0,0,0,0,3,0,5,8,0,20,0,0,0,0,0,4,0,10,0,16,0,0,0,0,3,0,0,0,4,8,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,17,20,18,11,19,8,24,4,132,0,3,3,0,0,0,0,0,0,7
501021005,0,0,0,0,0,0,0,0,0,0,18,142,67,47,56,28,11,8,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,3,0,0,0,3,4,4,0,6,25,0,0,0,4,8,9,0,8,0,37,4,0,0,0,0,6,0,8,0,13,0,0,0,0,0,10,3,5,0,19,0,0,0,0,0,6,0,12,0,14,0,0,4,0,0,8,0,8,0,24,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15,9,13,41,17,47,4,166,0,0,0,0,0,0,0,0,0,3
501021007,0,0,0,0,0,0,0,0,0,0,5,21,18,3,4,9,0,5,6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,4,0,5,0,15,0,0,0,0,5,0,0,4,0,11,0,0,0,0,0,3,0,3,0,19,0,0,0,0,0,0,6,8,0,21,3,0,0,0,0,0,6,8,0,26,0,0,0,0,0,0,3,15,0,30,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,0,13,21,31,49,0,145,0,0,0,0,0,0,0,0,0,4
501021008,0,0,0,0,0,0,0,0,3,3,19,94,34,14,20,11,0,0,4,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,11,0,0,3,0,3,10,6,0,0,24,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,8,12,5,8,17,3,20,4,85,0,0,0,0,0,0,0,0,0,4
501021009,0,0,0,0,0,0,0,0,0,0,20,95,45,19,35,9,5,8,3,249,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,3,4,4,0,0,0,0,0,14,0,0,3,0,3,3,0,0,0,14,5,3,8,3,3,9,0,3,0,33,0,5,5,0,9,25,11,4,4,70,9,0,3,0,4,39,14,24,0,93,6,4,5,4,16,67,14,25,0,138,18,0,4,0,11,81,20,32,7,160,23,4,8,0,14,126,50,57,6,291,5,0,0,0,0,10,6,9,0,24,3,0,0,0,0,4,3,5,0,16,0,0,0,0,0,0,0,0,0,3,61,31,38,24,64,363,119,162,16,884,0,4,0,0,0,0,0,0,0,3
501021010,0,0,0,0,0,0,0,0,0,3,0,9,5,6,0,5,4,7,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,12,0,0,4,0,3,3,4,3,0,25,0,0,0,0,9,5,27,15,0,58,4,0,0,3,7,14,23,25,0,76,3,3,3,0,3,5,21,32,0,81,6,0,0,0,4,9,22,32,0,64,5,0,0,6,0,0,5,40,0,61,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,21,10,20,16,35,44,106,160,4,409,0,0,0,0,0,0,0,0,0,0
