POW_SA2_CODE_2021,Ag_For_Fish_ATSI,Ag_For_Fish_Non_Indig,Ag_For_Fish_Indig_Status_NS,Ag_For_Fish_Tot,Min_ATSI,Min_Non_Indig,Min_Indig_Status_NS,Min_Total,Mnf_ATSI,Mnf_Non_Indig,Mnf_Indig_Status_NS,Mnf_Tot,EGWWS_ATSI,EGWWS_Non_Indig,EGWWS_Indig_Status_NS,EGWWS_Tot,Const_ATSI,Const_Non_Indig,Const_Indig_Status_NS,Const_Tot,WST_ATSI,WST_Non_Indig,WST_Indig_Status_NS,WST_Tot,RetT_ATSI,RetT_Non_Indig,RetT_Indig_Status_NS,RetT_Tot,AcFd_ATSI,AcFd_Non_Indig,AcFd_Indig_Status_NS,AcFd_Tot,TPW_ATSI,TPW_Non_Indig,TPW_Indig_Status_NS,TPW_Tot,IMT_ATSI,IMT_Non_Indig,IMT_Indig_Status_NS,IMT_Tot,FinIns_ATSI,FinIns_Non_Indig,FinIns_Indig_Status_NS,FinIns_Tot,RHRE_ATSI,RHRE_Non_Indig,RHRE_Indig_Status_NS,RHRE_Tot,ProSTS_ATSI,ProSTS_Non_Indig,ProSTS_Indig_Status_NS,ProSTS_Tot,AdSup_ATSI,AdSup_Non_Indig,AdSup_Indig_Status_NS,AdSup_Tot,PubAS_ATSI,PubAS_Non_Indig,PubAS_Indig_Status_NS,PubAS_Tot,EdTrn_ATSI,EdTrn_Non_Indig,EdTrn_Indig_Status_NS,EdTrn_Tot,HltHC_SA_ATSI,HltHC_SA_Non_Indig,HltHC_SA_Indig_Status_NS,HltHC_SA_Tot,ArtsR_ATSI,ArtsR_Non_Indig,ArtsR_Indig_Status_NS,ArtsR_Tot,OthSvs_ATSI,OthSvs_Non_Indig,OthSvs_Indig_Status_NS,OthSvs_Tot,IDNS_ATSI,IDNS_Non_Indig,IDNS_Indig_Status_NS,IDNS_Tot,Tot_ATSI,Tot_Non_Indig,Tot_Indig_Status_NS,Tot_Tot
501021011,0,69,0,73,4,80,0,84,19,853,4,877,6,96,0,100,25,959,6,988,0,207,0,216,0,110,0,108,0,37,0,37,8,441,4,451,0,41,0,41,0,5,0,5,0,64,0,64,0,116,0,113,6,111,5,122,12,269,0,284,5,44,0,50,3,201,0,207,0,6,0,6,7,214,0,220,16,234,0,250,117,4159,19,4295
501021012,0,7,0,7,0,14,0,14,0,10,0,10,0,7,0,7,0,86,0,89,0,17,0,17,15,481,3,496,15,344,0,360,0,29,0,34,0,13,0,17,0,26,0,26,0,7,0,7,0,65,0,65,0,45,0,45,4,107,0,109,3,274,3,283,6,452,5,462,0,21,0,21,0,80,0,83,0,60,0,60,45,2150,8,2202
501021014,10,589,11,601,12,424,0,432,21,1006,4,1026,0,79,0,77,17,798,3,820,0,44,5,45,3,188,0,192,0,149,3,153,0,142,6,147,0,0,0,0,0,23,0,23,5,11,0,11,0,77,0,78,7,82,0,87,8,168,0,169,6,325,0,330,11,223,0,232,5,40,0,42,0,81,0,85,11,229,3,235,98,4659,25,4786
501021015,0,93,0,95,5,176,0,181,18,507,0,527,3,221,0,224,17,665,0,681,4,179,0,186,17,828,0,849,8,262,4,276,6,415,0,425,0,18,0,18,0,28,0,26,0,39,0,41,0,52,0,52,5,75,0,77,3,180,0,183,11,373,0,383,3,205,3,216,0,47,0,47,0,289,0,290,4,200,4,209,105,4851,17,4974
501021016,0,125,0,122,7,296,0,304,10,753,0,763,0,39,0,44,4,353,0,352,0,22,0,22,0,91,0,88,0,53,0,52,0,71,0,71,0,0,0,0,0,13,0,6,0,20,0,20,0,34,0,31,0,37,0,42,5,53,0,56,7,80,0,83,3,110,0,115,0,18,0,18,3,49,0,55,4,65,0,66,55,2270,7,2327
501021251,0,13,0,13,0,6,0,6,4,75,0,79,0,0,0,0,0,76,3,73,0,11,0,11,6,132,0,143,0,162,0,170,0,14,0,15,0,0,0,0,0,4,0,4,0,10,0,10,0,28,0,28,0,36,0,36,0,12,0,12,6,351,0,353,0,180,0,182,4,35,0,35,0,44,0,43,0,40,0,40,24,1227,3,1257
501021252,0,32,0,35,0,19,0,15,0,78,0,76,0,3,0,3,4,99,0,102,0,6,0,6,0,51,0,51,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,5,0,5,0,24,0,25,0,20,0,20,0,5,0,5,0,41,0,43,0,26,0,26,0,19,0,19,0,141,0,144,0,34,0,39,10,634,0,642
501021253,0,37,0,37,0,132,0,129,0,186,0,193,5,76,0,80,18,641,0,657,0,150,0,153,32,1486,3,1526,26,977,4,1004,5,232,0,234,3,154,0,159,7,403,0,407,0,332,0,339,13,703,0,716,8,342,0,354,29,998,5,1030,19,858,3,890,80,2362,6,2446,0,138,0,143,6,513,3,524,17,344,3,363,275,11068,30,11380
501021254,0,6,0,6,0,4,0,4,0,6,0,6,0,0,0,0,0,22,0,25,0,0,0,0,3,54,0,57,0,37,0,32,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,7,0,7,0,34,0,36,4,104,0,109,0,125,0,124,0,24,0,23,0,10,0,10,0,19,0,15,11,478,0,498
501031017,7,537,8,549,9,524,4,536,0,126,0,131,0,36,0,41,6,188,4,194,0,43,0,40,5,178,0,184,0,156,0,164,0,52,0,52,0,7,0,7,0,16,0,16,0,30,0,30,0,90,0,90,0,32,0,28,0,98,0,100,0,213,0,212,3,277,0,280,0,15,0,15,0,86,0,86,8,93,0,99,36,2805,24,2866
501031018,3,411,7,418,7,27,0,38,0,81,0,83,0,16,0,16,10,169,5,179,0,38,0,37,4,178,0,182,5,128,0,135,0,60,0,60,0,5,0,5,0,12,0,12,0,16,0,19,0,50,0,50,3,71,0,81,0,71,0,67,3,132,0,130,0,171,0,170,0,24,0,20,0,59,0,59,5,79,0,84,55,1789,12,1851
501031019,9,429,0,444,0,4,0,4,5,97,0,107,0,25,0,25,9,161,0,167,0,77,0,77,12,325,0,327,9,152,0,158,7,127,0,134,0,9,0,9,0,24,0,24,0,23,0,23,0,59,0,59,9,81,0,84,8,233,0,242,9,271,0,283,8,320,3,332,0,20,0,20,4,108,0,111,5,135,0,136,85,2681,3,2772
501031020,8,652,5,661,0,9,0,9,3,155,0,159,0,3,0,3,5,75,0,80,0,11,0,11,0,118,0,121,5,252,0,259,0,68,0,68,0,5,0,5,0,4,0,8,0,18,0,18,0,44,0,44,0,46,7,48,4,105,0,104,0,99,0,105,4,144,0,149,0,38,0,38,0,32,0,32,0,71,0,76,34,1946,12,1990
502011021,0,8,0,8,0,13,0,13,0,23,0,26,0,10,0,10,0,116,0,116,0,10,0,10,0,51,0,49,0,54,0,54,0,12,0,12,0,4,0,4,0,9,0,9,0,8,0,8,3,40,0,44,0,20,0,20,0,16,0,16,0,147,0,151,0,51,0,56,0,21,0,21,0,33,0,33,0,36,0,38,5,687,3,696
502011022,0,9,0,13,0,16,0,16,0,21,0,21,0,6,0,6,4,155,0,163,0,7,0,7,5,253,0,256,0,344,0,349,0,27,0,27,0,4,0,4,0,14,0,14,0,34,0,34,0,64,0,64,0,81,0,85,0,21,0,28,5,119,0,119,3,329,0,331,0,24,0,24,0,122,0,122,0,72,0,70,26,1721,8,1753
502011023,0,6,0,6,0,26,0,26,5,351,0,356,0,17,0,17,7,278,0,287,3,44,0,48,15,621,0,639,3,139,0,142,8,245,0,255,0,4,0,4,0,9,0,9,0,26,0,27,0,84,0,84,0,124,0,128,0,85,0,87,12,458,0,468,26,1582,3,1610,0,47,0,44,3,293,0,294,4,214,0,219,91,4648,14,4752
502011024,0,14,0,14,0,16,0,18,0,54,0,59,0,7,0,7,0,193,0,195,0,10,0,10,16,785,0,804,3,217,0,219,0,35,0,35,0,11,0,11,0,30,0,30,0,26,0,26,0,101,0,101,4,83,0,88,0,14,0,14,8,512,0,523,3,536,0,540,0,47,0,53,0,144,0,146,7,116,0,126,40,2962,9,3008
502011025,0,17,0,17,3,35,0,40,0,236,0,232,6,100,0,104,5,486,0,494,0,118,0,124,34,1928,7,1967,27,1399,3,1429,6,301,0,310,0,83,0,89,3,209,0,207,4,338,0,344,5,336,0,345,5,298,0,300,31,884,3,917,5,416,0,430,20,1626,3,1652,6,187,0,195,4,496,5,501,10,383,6,398,176,9875,33,10080
502011026,0,8,0,11,0,13,0,15,0,7,0,7,0,4,0,4,3,108,0,112,0,13,0,13,3,121,0,125,3,74,0,73,0,32,0,33,0,0,0,0,0,14,0,14,0,18,0,18,0,34,0,34,0,26,0,32,0,3,0,3,0,87,0,87,0,37,0,37,0,9,0,9,3,28,0,32,4,29,0,35,21,676,4,698
502011027,0,9,0,9,0,28,0,28,0,55,0,55,0,11,0,11,0,266,0,265,0,12,0,12,11,451,0,461,10,378,0,389,0,42,0,42,0,10,0,10,0,26,0,26,0,14,0,14,0,59,0,59,0,95,0,97,0,36,0,35,7,840,3,849,6,456,0,458,0,50,0,50,0,91,0,89,3,103,4,109,45,3018,4,3067
502011028,0,3,0,3,0,13,0,13,0,7,0,12,0,0,0,0,0,69,0,75,0,3,0,3,0,27,0,27,0,30,0,30,0,24,0,24,0,4,0,4,0,11,0,13,0,16,0,16,0,30,0,32,0,44,0,44,0,29,0,35,21,444,0,461,12,399,0,406,0,14,0,14,0,39,0,41,3,43,0,50,40,1246,3,1288
502011029,5,253,0,259,3,338,0,344,30,1531,0,1560,3,133,0,134,9,273,0,280,0,59,0,56,13,316,0,328,6,296,0,308,3,59,0,63,0,4,0,4,0,19,0,19,0,44,0,44,0,108,0,109,5,81,0,80,4,172,0,180,6,303,0,307,6,352,0,352,4,104,0,110,0,158,0,159,4,188,0,191,96,4784,20,4894
503011030,0,9,0,9,0,18,0,18,0,30,0,30,0,4,0,4,0,93,0,98,0,4,0,4,0,105,0,106,0,301,0,301,0,8,0,8,0,16,0,16,0,35,0,35,0,49,0,49,0,124,0,124,0,37,0,41,0,135,0,131,0,178,0,178,0,127,0,127,0,49,0,46,0,58,0,58,0,46,0,45,9,1410,0,1422
503011031,0,19,0,20,0,37,0,37,0,79,0,81,0,9,0,9,0,201,0,201,0,78,0,78,5,1359,7,1371,4,525,0,528,3,51,0,51,0,24,0,24,0,133,0,136,0,202,0,205,0,303,3,305,0,120,0,120,5,149,0,154,6,1004,0,1006,3,1232,4,1237,5,112,0,116,0,320,0,320,0,211,0,211,31,6156,18,6200
503011032,0,31,0,31,0,27,0,27,0,45,0,46,0,5,0,5,4,220,0,230,0,15,0,15,0,342,0,341,3,584,0,589,0,24,0,24,0,26,0,26,0,129,0,129,0,132,0,132,0,256,0,259,0,42,0,42,0,100,0,100,0,129,0,129,0,445,0,448,0,40,0,40,0,133,0,133,0,130,0,130,15,2852,0,2871
503011033,0,0,0,0,0,20,0,20,0,30,0,30,0,0,0,0,0,128,0,124,0,8,0,8,9,383,0,384,0,212,0,212,0,12,0,12,0,17,0,17,0,63,0,63,0,19,0,19,0,176,0,176,0,59,0,55,0,35,0,35,7,240,3,245,4,248,0,250,0,37,0,37,0,159,0,161,0,78,0,83,14,1918,4,1937
503011034,0,16,0,16,0,29,0,29,0,52,0,52,0,0,0,0,0,177,0,176,0,25,0,25,0,345,0,345,0,282,0,279,5,10,0,18,0,15,0,15,0,68,0,68,0,104,0,102,0,250,0,250,0,97,0,96,0,111,0,111,7,1026,0,1028,0,865,0,861,0,77,0,79,0,113,0,115,0,114,0,118,19,3774,3,3798
503011035,0,25,0,25,0,120,0,122,0,181,0,183,0,12,0,15,7,374,0,377,0,62,0,62,0,603,0,605,9,969,0,981,0,106,0,106,0,61,0,64,0,240,0,240,0,316,0,315,26,2059,0,2080,0,288,0,296,0,388,5,386,46,4323,0,4371,96,13689,23,13807,3,179,0,184,6,608,0,614,10,637,6,655,201,25240,47,25487
503011036,0,15,0,15,0,29,0,29,0,26,0,26,4,86,0,87,3,177,0,189,0,3,0,3,0,113,0,115,0,187,0,187,0,80,0,84,0,6,0,6,0,55,0,55,0,42,0,46,0,298,5,298,0,66,0,63,13,848,0,860,4,1044,3,1048,5,877,0,884,4,511,0,511,6,215,0,223,3,118,0,120,50,4788,11,4847
503021037,0,21,0,23,0,7,0,7,0,10,0,13,0,3,0,3,0,8,0,8,0,3,0,3,0,3,0,3,0,135,0,133,0,0,0,0,0,0,0,0,0,53,0,53,0,16,0,16,0,26,0,26,0,9,0,9,0,29,0,32,0,42,0,42,8,81,0,94,0,101,0,102,0,26,0,27,0,34,0,36,16,612,0,627
503021038,0,6,0,6,0,70,0,70,3,141,0,145,43,1752,4,1798,8,1008,3,1016,0,113,0,114,0,485,0,488,11,820,0,827,0,38,0,39,0,97,0,97,0,273,0,282,3,319,0,320,0,1137,0,1135,5,168,0,172,3,334,0,342,10,872,0,887,11,925,0,939,0,105,0,107,4,315,0,324,6,304,0,310,107,9288,17,9413
503021039,0,12,0,14,0,30,0,35,0,71,0,71,0,0,0,0,0,204,3,208,0,36,0,36,5,715,0,716,5,803,0,806,0,47,0,47,0,36,0,36,0,129,0,125,0,112,0,115,0,486,0,487,0,140,0,145,0,132,0,134,30,1349,0,1378,6,1783,0,1791,0,113,0,113,5,305,0,309,0,181,0,179,54,6688,10,6758
503021040,0,15,0,15,0,13,0,13,0,68,0,68,0,0,0,0,0,140,0,143,0,50,0,50,0,324,0,324,3,407,3,412,0,19,0,19,0,35,0,35,0,67,0,67,0,139,0,139,0,344,0,344,0,101,0,101,0,91,0,97,0,247,0,252,5,674,0,678,0,150,0,150,5,291,0,301,6,149,4,151,21,3335,8,3359
503021042,0,38,0,38,16,1391,4,1407,3,298,0,297,7,188,0,190,15,988,0,1007,0,144,0,145,11,1174,0,1183,9,990,0,998,0,190,0,190,3,561,0,565,10,1010,0,1028,7,768,4,769,14,3476,5,3494,0,541,0,545,6,570,3,581,7,1225,4,1232,46,5418,10,5477,3,627,0,633,8,1223,0,1234,12,857,3,866,172,21667,33,21876
503021043,0,37,0,37,0,97,0,97,3,284,0,288,0,3,0,3,10,402,0,408,0,105,0,105,0,572,0,572,7,563,0,573,0,47,0,49,0,39,0,39,0,346,0,352,0,155,0,155,5,1151,0,1161,0,199,4,205,9,207,0,220,17,911,0,925,21,4846,7,4876,0,79,0,78,0,244,0,247,0,340,0,343,71,10637,18,10729
503021295,0,21,0,21,138,3024,4,3165,8,516,0,525,0,18,0,18,8,516,0,521,0,45,0,45,0,146,0,146,12,1051,0,1065,17,1125,0,1143,5,317,0,318,0,306,0,310,0,207,0,207,13,1555,4,1567,11,490,0,503,95,4872,6,4971,6,643,3,651,98,1641,0,1745,4,234,0,240,8,337,0,349,13,555,0,568,430,17615,33,18079
503021296,0,6,0,6,3,82,0,92,0,242,0,242,0,29,0,30,4,474,0,478,0,154,0,151,3,765,3,774,20,1255,0,1279,16,1257,0,1270,4,74,0,76,0,180,0,181,0,202,0,199,13,1148,0,1159,6,476,0,482,18,488,6,506,7,521,6,532,21,1192,0,1217,0,225,0,226,12,714,4,733,13,414,0,429,145,9902,18,10067
503021297,0,175,0,180,349,17047,28,17425,11,1341,5,1358,6,1739,4,1749,56,5139,17,5210,3,1250,4,1252,32,4203,9,4245,47,6417,9,6474,11,2003,0,2015,13,1984,4,1998,72,13593,19,13681,11,1871,3,1880,315,33244,41,33598,48,5011,7,5066,340,15486,19,15840,18,2172,3,2194,122,10920,10,11049,29,1222,0,1250,18,2192,0,2210,85,5014,28,5125,1563,132020,206,133799
504011044,0,8,0,8,0,150,5,147,12,1480,4,1503,0,55,0,55,11,721,9,734,3,382,0,383,3,393,0,402,3,303,0,302,3,271,0,271,0,22,0,27,0,37,0,37,4,142,0,145,0,217,0,222,0,119,0,119,3,190,0,191,10,457,0,461,4,576,4,579,0,69,0,69,4,284,0,287,8,462,4,471,70,6329,17,6420
504011045,0,16,0,16,5,271,0,278,9,1013,0,1027,3,167,0,169,15,1165,8,1191,3,289,0,293,8,587,0,597,6,368,0,369,0,373,0,376,0,60,0,60,0,59,0,59,0,137,0,141,4,392,0,398,0,208,0,213,8,262,0,268,11,830,0,845,11,900,4,920,0,134,0,133,7,691,0,695,13,686,3,704,121,8609,23,8752
504011046,0,27,0,27,0,27,0,27,0,59,0,59,0,4,0,4,4,192,0,194,0,23,0,23,0,245,0,252,0,421,0,425,0,57,0,57,0,20,0,20,0,14,0,14,0,38,0,40,0,177,0,177,0,55,0,52,3,430,0,436,3,348,0,353,14,316,0,332,7,162,0,172,3,132,0,138,0,120,4,120,39,2875,3,2919
504011047,0,6,0,6,4,37,0,40,4,389,5,395,0,7,0,7,3,358,3,369,0,89,0,94,20,2026,4,2054,7,845,0,859,0,124,0,126,0,72,0,77,3,169,0,176,0,109,0,109,0,373,0,373,3,261,0,261,6,274,0,277,11,636,0,650,9,964,3,973,3,149,0,157,4,520,0,523,6,345,3,354,87,7760,24,7876
504011048,0,7,0,7,0,3,0,3,0,22,0,22,0,0,0,0,0,89,0,89,0,14,0,14,0,246,0,249,0,79,0,79,0,26,0,25,0,7,0,7,0,8,0,8,0,10,0,10,0,51,0,51,0,52,0,51,0,7,0,7,0,245,0,246,6,180,0,183,0,22,0,24,0,59,0,59,0,44,0,44,7,1186,3,1195
504021049,0,26,0,33,0,47,0,47,0,118,0,118,0,0,0,0,0,53,0,49,0,12,0,12,0,37,0,37,0,14,0,14,0,20,0,20,0,0,0,0,0,0,0,0,0,12,0,12,0,23,0,23,0,11,0,11,15,579,0,596,0,49,0,48,0,46,0,46,0,12,0,12,0,10,0,10,0,50,0,46,22,1130,5,1152
504021050,0,11,0,11,0,23,3,28,0,36,0,36,0,0,0,0,0,85,0,88,0,6,0,6,0,68,0,68,0,53,0,53,0,19,0,18,0,9,0,9,0,21,0,21,0,20,0,20,0,113,0,112,0,35,0,29,0,20,0,18,3,303,0,304,0,134,0,134,0,16,0,16,0,38,0,38,0,42,3,44,3,1044,11,1062
504021051,0,8,0,8,0,11,0,11,0,19,0,19,0,0,0,0,0,51,0,48,0,7,0,7,0,92,0,92,0,14,0,14,0,23,0,23,0,7,0,7,0,4,0,4,0,8,0,8,0,42,0,42,0,21,0,21,0,13,0,13,3,87,0,87,4,82,0,85,0,10,0,11,0,25,0,25,0,26,0,27,8,546,0,560
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
504021053,0,30,0,32,0,26,0,26,0,96,0,96,0,32,0,37,3,221,0,227,0,75,0,75,0,410,0,413,8,375,4,386,0,88,0,94,0,10,0,10,0,21,0,21,0,46,0,46,0,149,0,149,0,65,0,67,0,272,0,276,5,526,0,538,5,328,0,329,0,53,0,53,5,170,0,173,3,125,5,128,37,3123,6,3167
504021054,0,14,0,14,4,248,4,256,6,346,0,350,0,17,0,17,16,392,0,407,0,173,0,173,6,387,0,389,7,281,4,288,6,343,0,348,0,11,0,11,0,8,0,8,5,27,0,32,4,183,0,187,4,63,0,65,9,85,0,92,14,377,0,392,3,303,0,313,0,31,0,30,8,260,0,268,6,254,3,260,91,3796,11,3897
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10
504031056,0,12,0,12,0,19,0,19,0,51,0,51,0,6,0,6,4,221,0,225,0,58,0,58,6,325,0,328,0,193,0,193,0,87,0,87,0,57,0,55,0,22,0,22,0,55,0,57,0,108,0,107,0,101,0,103,0,51,0,47,4,551,0,560,8,294,0,301,0,32,0,32,0,138,0,139,3,120,0,125,30,2491,3,2525
504031057,0,78,0,78,0,13,0,13,0,50,0,46,0,4,0,4,3,207,0,211,0,43,0,43,8,340,5,346,4,384,3,392,0,102,0,102,0,10,0,10,0,22,0,22,0,20,0,20,0,96,0,98,0,61,0,65,10,238,0,249,11,409,0,416,11,284,0,301,0,102,0,109,0,97,0,101,0,116,0,122,60,2687,7,2750
504031058,5,290,0,296,0,27,0,27,0,208,0,211,0,11,0,13,7,295,0,301,0,49,0,49,0,79,0,81,0,70,0,70,3,108,0,109,0,9,0,8,0,3,0,3,0,25,0,25,0,90,0,87,0,35,0,35,8,474,0,481,3,162,0,165,0,89,0,95,0,43,0,43,0,54,0,57,3,91,0,96,28,2205,10,2248
504031060,0,86,0,88,0,6,0,6,0,38,0,37,0,0,0,0,0,59,0,59,0,12,0,12,0,23,0,23,0,15,0,15,0,15,0,15,0,0,0,0,0,3,0,3,0,12,0,12,0,24,0,24,0,13,0,13,0,4,0,4,0,55,0,61,0,22,0,22,0,12,0,12,0,25,0,25,0,16,0,16,3,450,0,453
504031061,0,31,0,31,21,931,3,955,17,678,0,700,3,85,0,87,17,721,0,740,24,1816,3,1843,0,181,0,186,0,57,0,57,26,2053,4,2079,0,11,0,11,0,12,0,15,0,150,0,148,0,92,0,92,0,112,0,112,0,40,0,40,0,12,0,12,0,69,0,72,0,19,0,19,3,214,0,224,11,327,0,339,124,7624,16,7762
504031062,0,51,0,51,0,9,0,6,0,101,0,108,0,0,0,4,5,102,0,106,0,3,0,3,0,206,0,204,7,245,0,254,0,43,0,43,0,26,0,26,0,10,0,11,0,13,0,14,0,42,0,42,0,44,0,50,0,85,0,86,18,330,0,341,0,293,0,297,0,12,0,12,0,56,0,60,0,71,0,73,30,1758,0,1797
504031063,0,53,0,56,15,651,0,662,15,2892,3,2910,3,502,0,508,32,2989,5,3027,5,1212,6,1229,5,1169,4,1179,3,445,0,447,7,1005,3,1025,3,287,0,293,0,98,0,101,0,143,0,143,6,984,0,992,11,633,0,651,7,339,0,345,0,154,0,159,0,283,0,282,3,167,0,169,10,1141,0,1153,21,1785,10,1820,159,16953,38,17146
504031064,0,0,0,0,0,7,0,7,0,5,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,22
