POW_SA2_CODE_2021,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
511011275,31,15,0,269,192,35,36,27,7,297,206,42,56,22,8,338,163,25,61,18,4,266,155,24,39,31,3,245,55,14,23,22,3,114,9,4,21,5,3,38,6,9,21,19,3,50,1907,224,352,195,34,2712
511021276,18,4,3,193,154,32,28,6,3,231,181,39,20,3,6,249,167,19,36,5,3,233,144,13,26,9,4,200,56,9,30,9,0,106,29,0,14,9,6,53,3,3,4,4,0,18,1639,160,218,68,37,2122
511021277,30,3,4,250,203,28,18,3,5,267,180,43,30,0,0,256,186,31,13,3,0,234,134,23,25,9,4,196,45,13,8,4,3,76,8,3,4,3,0,23,3,4,8,0,0,10,2084,226,201,42,35,2587
511031278,11,3,0,209,171,28,6,0,5,214,139,30,12,6,0,181,145,22,19,5,0,191,115,9,19,0,0,139,48,7,4,0,0,65,22,5,8,0,0,30,5,0,0,0,0,9,1591,147,106,30,9,1886
511031279,24,4,6,956,865,88,32,5,3,1000,803,76,41,6,8,932,737,81,34,8,6,862,525,54,31,12,7,626,241,21,24,6,4,296,54,7,16,9,5,83,20,10,0,5,0,34,8998,539,287,77,56,9959
511031280,9,0,0,108,102,6,6,0,0,121,107,9,8,0,0,130,124,9,7,0,0,154,80,9,9,0,0,108,40,0,6,0,0,50,7,4,0,0,0,8,0,0,0,0,0,6,1041,68,88,13,8,1213
511031281,0,0,0,8,16,0,0,0,0,20,8,0,0,0,0,13,9,0,0,0,0,9,11,0,0,0,0,10,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,99,0,5,0,0,99
511031282,5,0,3,536,488,4,6,0,0,496,525,10,10,4,3,553,396,13,6,7,5,426,323,8,8,0,8,348,100,12,8,5,0,125,23,4,0,0,0,33,9,0,0,4,0,19,4793,83,61,22,18,4975
511031283,6,0,6,852,852,7,9,0,3,871,812,13,11,4,3,840,718,5,13,0,3,736,458,13,17,0,0,489,148,6,0,10,5,163,28,0,3,0,0,33,3,6,4,0,0,11,7454,64,74,22,37,7641
511031284,0,0,0,118,104,0,0,0,0,103,87,0,0,0,0,87,83,0,0,0,0,85,57,0,0,0,3,63,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,870,7,0,0,3,878
511041285,60,9,0,1193,1117,101,72,8,3,1310,1138,88,87,16,6,1339,1017,88,82,16,6,1203,766,76,61,12,3,922,328,43,54,15,6,445,105,15,18,10,0,143,31,14,10,14,7,71,11023,596,575,137,50,12372
511041286,7,4,4,226,280,18,17,0,0,313,257,21,20,4,0,302,259,15,34,10,0,318,183,19,29,15,0,249,72,6,8,3,0,86,21,3,6,0,0,30,7,0,0,0,0,14,2099,121,146,41,8,2414
511041287,12,0,0,73,52,14,11,3,0,83,42,15,26,6,0,84,36,5,20,3,0,65,38,8,18,0,0,62,17,7,11,3,0,39,10,4,0,9,0,20,0,4,0,3,0,13,440,75,137,31,9,683
511041288,15,5,0,97,43,10,19,4,0,81,49,10,15,5,0,79,58,9,17,4,0,87,40,4,17,10,0,70,17,8,9,4,0,41,3,5,8,0,0,15,0,4,3,0,0,5,583,84,154,36,3,863
511041289,14,0,0,94,86,11,19,3,0,120,82,19,11,8,0,125,86,17,21,3,0,133,68,12,20,7,0,113,33,10,12,8,0,65,3,6,6,8,4,24,3,3,9,8,7,31,744,108,129,56,21,1062
511041290,12,5,3,521,480,9,10,5,0,502,500,7,16,8,3,535,403,23,10,3,4,441,311,10,18,5,0,341,118,6,11,9,0,149,34,3,5,6,0,58,3,4,0,3,0,16,4555,85,107,62,28,4835
511041291,14,8,0,219,161,24,25,12,0,225,183,24,33,18,3,257,192,24,31,20,0,269,141,26,51,23,6,243,50,18,32,26,5,128,9,15,14,13,0,50,12,4,18,12,0,50,1652,207,257,162,15,2298
511041292,32,14,0,193,132,28,28,14,0,203,146,42,37,19,5,245,159,39,54,23,0,275,144,46,44,37,9,271,58,25,41,23,8,152,13,9,25,31,3,74,11,5,21,27,5,63,1237,270,337,213,41,2089
597979799,0,0,3,189,189,0,3,0,0,196,219,0,0,0,0,223,143,5,0,0,0,149,58,3,0,0,0,61,22,0,0,0,0,25,3,3,0,0,0,8,0,0,0,0,0,0,1334,16,17,4,11,1386
599999499,1844,75,58,6109,3328,697,2010,86,77,6199,3325,674,2220,95,91,6396,2818,629,2198,105,89,5847,2180,481,1846,122,83,4703,985,278,991,116,62,2433,366,135,401,93,28,1015,123,68,193,94,40,516,36070,5347,17340,1043,767,60566
