POW_SA2_CODE_2021,Emp_15_19_HW_0,Emp_15_19_HW_1_19,Emp_15_19_HW_20_29,Emp_15_19_HW_30_34,Emp_15_19_HW_35_39,Emp_15_19_HW_40_44,Emp_15_19_HW_45_49,Emp_15_19_HW_50mor,Emp_15_19_HW_NS,Emp_15_19_Tot,Emp_20_24_HW_0,Emp_20_24_HW_1_19,Emp_20_24_HW_20_29,Emp_20_24_HW_30_34,Emp_20_24_HW_35_39,Emp_20_24_HW_40_44,Emp_20_24_HW_45_49,Emp_20_24_HW_50mor,Emp_20_24_HW_NS,Emp_20_24_Tot,Emp_25_29_HW_0,Emp_25_29_HW_1_19,Emp_25_29_HW_20_29,Emp_25_29_HW_30_34,Emp_25_29_HW_35_39,Emp_25_29_HW_40_44,Emp_25_29_HW_45_49,Emp_25_29_HW_50mor,Emp_25_29_HW_NS,Emp_25_29_Tot,Emp_30_34_HW_0,Emp_30_34_HW_1_19,Emp_30_34_HW_20_29,Emp_30_34_HW_30_34,Emp_30_34_HW_35_39,Emp_30_34_HW_40_44,Emp_30_34_HW_45_49,Emp_30_34_HW_50mor,Emp_30_34_HW_NS,Emp_30_34_Tot,Emp_35_39_HW_0,Emp_35_39_HW_1_19,Emp_35_39_HW_20_29,Emp_35_39_HW_30_34,Emp_35_39_HW_35_39,Emp_35_39_HW_40_44,Emp_35_39_HW_45_49,Emp_35_39_HW_50mor,Emp_35_39_HW_NS,Emp_35_39_Tot,Emp_40_44_HW_0,Emp_40_44_HW_1_19,Emp_40_44_HW_20_29,Emp_40_44_HW_30_34,Emp_40_44_HW_35_39,Emp_40_44_HW_40_44,Emp_40_44_HW_45_49,Emp_40_44_HW_50mor,Emp_40_44_HW_NS,Emp_40_44_Tot,Emp_45_49_HW_0,Emp_45_49_HW_1_19,Emp_45_49_HW_20_29,Emp_45_49_HW_30_34,Emp_45_49_HW_35_39,Emp_45_49_HW_40_44,Emp_45_49_HW_45_49,Emp_45_49_HW_50mor,Emp_45_49_HW_NS,Emp_45_49_Tot,Emp_50_54_HW_0,Emp_50_54_HW_1_19,Emp_50_54_HW_20_29,Emp_50_54_HW_30_34,Emp_50_54_HW_35_39,Emp_50_54_HW_40_44,Emp_50_54_HW_45_49,Emp_50_54_HW_50mor,Emp_50_54_HW_NS,Emp_50_54_Tot,Emp_55_59_HW_0,Emp_55_59_HW_1_19,Emp_55_59_HW_20_29,Emp_55_59_HW_30_34,Emp_55_59_HW_35_39,Emp_55_59_HW_40_44,Emp_55_59_HW_45_49,Emp_55_59_HW_50mor,Emp_55_59_HW_NS,Emp_55_59_Tot,Emp_60_64_HW_0,Emp_60_64_HW_1_19,Emp_60_64_HW_20_29,Emp_60_64_HW_30_34,Emp_60_64_HW_35_39,Emp_60_64_HW_40_44,Emp_60_64_HW_45_49,Emp_60_64_HW_50mor,Emp_60_64_HW_NS,Emp_60_64_Tot,Emp_65_69_HW_0,Emp_65_69_HW_1_19,Emp_65_69_HW_20_29,Emp_65_69_HW_30_34,Emp_65_69_HW_35_39,Emp_65_69_HW_40_44,Emp_65_69_HW_45_49,Emp_65_69_HW_50mor,Emp_65_69_HW_NS,Emp_65_69_Tot,Emp_70_74_HW_0,Emp_70_74_HW_1_19,Emp_70_74_HW_20_29,Emp_70_74_HW_30_34,Emp_70_74_HW_35_39,Emp_70_74_HW_40_44,Emp_70_74_HW_45_49,Emp_70_74_HW_50mor,Emp_70_74_HW_NS,Emp_70_74_Tot,Emp_75ov_HW_0,Emp_75ov_HW_1_19,Emp_75ov_HW_20_29,Emp_75ov_HW_30_34,Emp_75ov_HW_35_39,Emp_75ov_HW_40_44,Emp_75ov_HW_45_49,Emp_75ov_HW_50mor,Emp_75ov_HW_NS,Emp_75ov_Tot,Emp_Tot_HW_0,Emp_Tot_HW_1_19,Emp_Tot_HW_20_29,Emp_Tot_HW_30_34,Emp_Tot_HW_35_39,Emp_Tot_HW_40_44,Emp_Tot_HW_45_49,Emp_Tot_HW_50mor,Emp_Tot_HW_NS,Emp_Tot_Tot,OM_IEs_15_19_HW_0,OM_IEs_15_19_HW_1_19,OM_IEs_15_19_HW_20_29,OM_IEs_15_19_HW_30_34,OM_IEs_15_19_HW_35_39,OM_IEs_15_19_HW_40_44,OM_IEs_15_19_HW_45_49,OM_IEs_15_19_HW_50mor,OM_IEs_15_19_HW_NS,OM_IEs_15_19_Tot,OM_IEs_20_24_HW_0,OM_IEs_20_24_HW_1_19,OM_IEs_20_24_HW_20_29,OM_IEs_20_24_HW_30_34,OM_IEs_20_24_HW_35_39,OM_IEs_20_24_HW_40_44,OM_IEs_20_24_HW_45_49,OM_IEs_20_24_HW_50mor,OM_IEs_20_24_HW_NS,OM_IEs_20_24_Tot,OM_IEs_25_29_HW_0,OM_IEs_25_29_HW_1_19,OM_IEs_25_29_HW_20_29,OM_IEs_25_29_HW_30_34,OM_IEs_25_29_HW_35_39,OM_IEs_25_29_HW_40_44,OM_IEs_25_29_HW_45_49,OM_IEs_25_29_HW_50mor,OM_IEs_25_29_HW_NS,OM_IEs_25_29_Tot,OM_IEs_30_34_HW_0,OM_IEs_30_34_HW_1_19,OM_IEs_30_34_HW_20_29,OM_IEs_30_34_HW_30_34,OM_IEs_30_34_HW_35_39,OM_IEs_30_34_HW_40_44,OM_IEs_30_34_HW_45_49,OM_IEs_30_34_HW_50mor,OM_IEs_30_34_HW_NS,OM_IEs_30_34_Tot,OM_IEs_35_39_HW_0,OM_IEs_35_39_HW_1_19,OM_IEs_35_39_HW_20_29,OM_IEs_35_39_HW_30_34,OM_IEs_35_39_HW_35_39,OM_IEs_35_39_HW_40_44,OM_IEs_35_39_HW_45_49,OM_IEs_35_39_HW_50mor,OM_IEs_35_39_HW_NS,OM_IEs_35_39_Tot,OM_IEs_40_44_HW_0,OM_IEs_40_44_HW_1_19,OM_IEs_40_44_HW_20_29,OM_IEs_40_44_HW_30_34,OM_IEs_40_44_HW_35_39,OM_IEs_40_44_HW_40_44,OM_IEs_40_44_HW_45_49,OM_IEs_40_44_HW_50mor,OM_IEs_40_44_HW_NS,OM_IEs_40_44_Tot
501011001,11,58,11,3,12,15,5,0,0,118,5,16,11,5,20,20,5,9,0,96,12,7,14,20,26,23,12,22,6,134,8,17,15,17,20,30,6,20,4,141,8,21,22,16,30,38,6,14,3,156,10,29,43,5,38,37,11,13,5,187,8,11,36,8,19,20,8,18,0,129,0,13,18,15,28,26,10,17,4,134,16,20,18,12,27,29,10,11,0,139,13,25,25,15,17,21,3,6,0,118,0,20,7,3,0,3,0,8,0,55,0,5,5,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,5,91,242,231,120,234,254,73,144,19,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,19,0,7,0,3,0,0,0,3,0,19,0,0,0,0,4,8,4,8,0,26
501011003,32,206,33,26,31,30,9,12,14,387,14,32,56,37,71,53,25,16,5,305,11,17,44,32,85,63,15,23,3,299,19,47,45,38,86,98,27,43,7,410,28,51,66,40,65,94,26,29,7,402,11,54,59,44,72,74,28,43,12,394,14,52,50,35,65,59,31,35,3,345,8,35,39,33,59,68,28,32,4,301,14,38,46,24,34,55,9,25,7,244,17,39,35,25,29,25,6,14,0,202,4,39,20,11,11,6,8,6,0,104,0,8,6,3,0,3,0,3,0,24,0,5,3,0,0,0,0,0,0,11,181,615,510,340,603,630,209,274,70,3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,7,8,6,3,3,10,0,37,0,15,11,7,4,7,6,17,0,66,6,8,10,6,3,23,4,24,0,84
501011004,24,177,30,19,11,23,10,6,8,295,8,38,35,34,35,43,16,9,4,221,7,31,34,40,51,68,13,16,4,274,16,65,33,36,67,67,10,21,6,320,18,52,68,40,64,64,19,36,3,367,14,60,63,40,58,54,24,33,3,349,17,47,76,32,67,77,16,30,4,366,16,37,47,45,46,59,19,28,3,296,11,30,47,34,41,47,13,18,4,248,25,53,55,27,37,32,5,16,5,245,7,29,11,11,17,0,3,7,0,90,0,12,9,5,0,0,0,0,0,42,0,4,0,0,0,0,0,0,0,7,176,629,505,364,514,537,142,207,44,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,6,0,14,0,8,10,9,4,7,4,12,0,53,0,5,3,7,0,14,4,13,3,56
501011293,32,343,44,31,68,32,10,3,5,572,21,44,59,51,92,76,25,15,10,390,16,54,34,31,91,76,29,26,6,367,30,43,47,35,74,91,21,28,0,372,17,74,73,54,92,75,25,41,4,456,22,57,81,43,94,94,37,46,3,475,10,52,88,53,119,107,33,61,6,527,16,48,80,63,120,99,38,57,5,516,14,70,69,44,105,61,32,34,7,435,21,62,58,41,65,36,20,34,6,330,13,61,34,9,27,20,7,17,0,185,0,37,11,5,0,5,0,0,0,58,0,8,5,0,0,0,0,0,0,17,227,957,672,460,943,785,261,352,47,4698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,11,0,22,0,0,4,3,3,11,4,5,0,35,0,4,3,6,0,8,3,17,0,50
501011294,16,228,43,25,44,24,0,4,7,393,8,36,34,34,69,55,9,8,5,260,15,42,45,27,81,55,9,27,3,314,23,61,49,40,51,75,29,28,3,361,24,84,77,49,73,65,19,24,3,421,23,72,104,51,92,89,18,31,3,482,22,66,87,82,78,74,22,42,10,472,29,59,93,68,85,78,21,47,4,483,30,63,79,72,85,66,20,36,3,460,32,56,76,47,52,36,12,33,4,352,11,39,30,13,11,6,3,7,0,121,3,11,7,0,4,0,0,0,0,28,0,10,0,0,0,0,0,0,0,14,226,830,726,517,711,639,172,282,53,4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,7,4,3,0,25,0,3,7,0,5,7,5,12,0,36,0,0,0,8,4,3,4,12,0,40
501021005,11,194,41,17,21,15,8,7,3,313,6,32,47,12,45,33,4,24,4,213,15,38,30,18,36,52,17,31,3,235,14,45,33,21,30,43,17,34,6,240,9,50,44,36,44,44,16,45,3,296,10,38,53,30,38,59,20,50,5,309,8,37,42,31,48,60,14,48,5,301,12,25,50,44,53,47,24,38,0,287,13,31,39,22,49,46,15,34,5,252,14,26,30,23,25,25,17,18,3,182,4,18,5,12,4,3,3,10,5,60,3,6,5,0,0,5,0,0,0,18,0,4,5,0,0,5,0,0,0,8,121,532,429,270,384,437,163,332,38,2709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,9,0,7,0,11,0,0,4,3,0,3,0,7,0,26,0,3,0,4,0,8,0,6,0,23
501021007,10,35,8,14,9,8,3,12,3,101,3,9,14,3,17,12,7,10,5,75,3,12,11,3,10,27,5,15,0,80,12,19,7,0,10,17,4,11,0,89,4,16,6,6,8,21,13,13,0,89,0,11,7,15,22,33,12,14,5,108,3,11,16,11,12,34,21,18,4,131,4,9,28,8,9,22,14,17,0,113,6,11,13,6,15,20,11,11,0,94,7,13,9,7,17,9,8,9,0,68,0,6,9,5,0,3,0,7,0,30,0,4,3,0,0,4,0,0,0,8,0,3,0,0,0,0,0,0,0,4,48,154,127,78,126,211,92,140,21,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,13
501021008,15,124,22,9,16,9,0,0,5,198,6,30,28,32,36,36,0,9,6,189,29,21,41,37,57,55,14,39,3,292,51,40,46,46,45,64,15,32,6,349,40,57,58,59,44,83,8,39,8,397,12,52,56,62,81,71,18,24,6,382,21,34,60,67,74,77,27,39,3,398,26,39,63,55,91,81,18,35,3,412,28,41,59,48,77,81,22,42,5,400,32,37,49,42,72,57,11,28,3,328,16,43,21,15,18,14,3,3,4,144,3,8,7,0,0,4,0,0,0,23,0,4,0,0,0,0,0,0,0,7,280,527,510,487,614,623,147,300,44,3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,5,0,8
501021009,15,106,19,10,24,26,8,12,6,228,13,37,20,19,44,79,21,61,13,309,16,30,38,14,45,105,35,57,11,344,32,45,33,27,39,123,39,80,16,443,35,42,52,35,63,161,43,89,8,533,24,34,48,30,70,173,58,98,15,537,27,37,44,28,72,175,66,85,11,544,28,28,46,25,94,192,57,98,10,586,40,34,47,19,72,152,40,76,5,489,30,33,32,18,45,64,24,43,5,301,8,21,18,6,14,25,4,12,0,115,4,12,8,0,0,3,0,0,0,19,0,6,0,0,0,0,0,0,0,9,274,467,396,227,587,1285,414,712,92,4459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,10
501021010,7,37,5,3,8,13,5,9,0,92,4,5,9,4,12,22,27,30,0,106,6,5,4,6,10,14,31,35,0,100,3,9,8,7,15,29,29,25,6,122,0,11,19,9,9,30,20,40,0,144,3,14,7,7,10,26,26,30,0,130,3,7,8,6,13,26,24,31,4,129,7,10,13,8,14,15,20,35,0,118,12,6,11,3,13,28,37,36,0,141,7,10,11,7,13,19,24,39,0,113,0,10,3,0,3,3,3,13,0,44,5,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,50,127,94,57,120,227,245,319,13,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,16
