POW_SA2_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
501021011,4,14,36,80,122,31,5,287,54,74,77,67,54,6,0,345,3,4,3,22,27,7,0,68,0,0,0,0,0,0,0,0,9,10,17,71,81,29,4,212,0,4,5,18,49,6,10,96,0,11,5,10,3,6,0,29,0,3,4,8,15,3,0,33,67,105,102,89,52,8,0,421,0,0,0,3,11,3,0,18,28,49,42,67,61,20,0,268,475,613,598,603,403,76,9,2773,36,40,23,42,27,10,0,173,636,866,867,969,759,170,19,4295,492,640,634,640,440,84,9,2941,98,156,170,229,202,61,12,923,16,30,29,50,67,13,3,205,0,4,11,13,26,6,0,54,117,184,209,290,287,78,14,1182,36,40,23,42,27,10,0,173,636,866,867,969,759,170,19,4295
501021012,4,4,20,37,59,25,0,153,60,39,54,39,26,13,0,228,0,0,4,12,20,4,0,43,0,0,0,0,0,0,0,0,0,0,8,21,30,8,0,73,4,0,0,10,11,10,0,34,0,0,0,5,4,0,0,8,0,0,0,3,3,4,0,16,62,62,71,67,31,6,0,306,0,0,0,0,3,0,0,6,30,25,36,26,33,12,0,166,343,268,275,254,168,29,7,1349,25,14,14,21,11,3,6,83,507,395,442,425,336,91,13,2202,358,289,294,262,185,39,7,1440,99,81,111,99,87,32,0,517,15,15,18,36,35,11,0,131,0,0,4,11,8,5,0,26,120,94,134,148,137,52,0,677,25,14,14,21,11,3,6,83,507,395,442,425,336,91,13,2202
501021014,3,11,39,76,112,47,14,303,43,58,86,76,50,22,3,336,0,6,17,26,48,17,5,119,0,0,0,0,0,0,0,0,3,7,25,46,52,21,5,158,0,0,3,16,43,16,3,90,0,0,0,3,8,4,0,18,0,0,0,7,16,8,0,36,37,64,99,86,53,9,0,349,0,0,0,0,7,0,0,11,23,28,55,64,70,11,0,249,451,789,795,639,495,148,24,3346,30,23,27,38,34,9,5,169,580,966,1067,997,869,271,53,4786,469,810,828,682,536,158,24,3509,61,110,159,205,229,80,21,866,12,19,44,52,52,19,5,194,0,0,12,12,21,9,0,49,74,124,210,271,296,106,28,1107,30,23,27,38,34,9,5,169,580,966,1067,997,869,271,53,4786
501021015,4,20,34,79,121,40,5,311,79,96,90,85,61,12,0,430,0,3,11,21,35,16,0,92,0,0,0,0,0,0,0,0,9,21,24,50,73,25,3,201,0,0,8,27,43,22,3,100,0,0,4,4,11,3,0,20,0,0,3,12,19,8,0,42,108,116,107,108,63,18,0,521,0,0,0,3,10,3,0,18,37,47,62,67,88,13,0,321,606,652,701,676,505,92,5,3237,34,33,43,41,32,11,4,197,838,919,1015,1046,923,213,16,4974,634,672,744,714,559,93,5,3423,154,175,190,210,230,76,5,1036,21,37,33,61,85,24,4,261,0,6,3,18,13,11,0,60,179,215,229,285,330,108,6,1352,34,33,43,41,32,11,4,197,838,919,1015,1046,923,213,16,4974
501021016,7,3,20,48,48,21,5,153,14,32,26,49,29,8,0,157,0,5,7,14,27,4,4,47,0,0,0,0,0,0,0,0,0,4,6,24,39,10,4,91,0,0,3,10,37,14,3,63,0,0,0,7,0,0,0,7,0,0,4,3,5,3,3,17,17,29,35,49,35,0,0,166,0,0,0,0,4,0,0,4,3,25,31,41,27,12,4,143,212,271,362,413,292,58,12,1614,10,12,9,26,25,4,0,78,254,363,464,619,491,105,31,2327,211,288,384,438,304,58,13,1698,29,55,62,112,113,28,7,412,3,12,10,34,34,17,3,109,0,0,7,5,13,3,4,25,38,64,78,153,159,43,11,552,10,12,9,26,25,4,0,78,254,363,464,619,491,105,31,2327
501021251,0,3,8,30,33,4,0,87,33,17,22,21,24,3,0,123,0,0,0,10,7,3,0,20,0,0,0,0,0,0,0,0,0,3,7,11,12,4,0,36,0,0,3,3,9,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,31,32,29,38,13,6,0,140,0,0,3,0,0,0,0,3,23,13,23,16,14,5,0,95,202,132,169,181,101,14,0,796,10,9,12,15,10,0,0,52,275,191,259,283,193,44,4,1257,212,136,185,188,109,20,0,851,46,47,47,58,51,13,4,266,7,3,8,17,20,6,0,67,0,0,0,4,4,6,0,20,54,48,61,83,76,29,4,353,10,9,12,15,10,0,0,52,275,191,259,283,193,44,4,1257
501021252,0,0,10,14,16,5,0,46,3,4,13,15,5,0,0,50,0,0,0,0,9,4,0,17,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,19,0,0,0,3,6,3,0,18,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,4,9,7,17,16,12,5,0,57,0,0,0,0,0,0,0,0,6,3,10,13,17,6,0,52,52,66,96,91,73,25,3,407,9,6,4,11,0,3,0,30,81,93,141,154,132,41,3,642,55,71,103,94,81,27,3,435,17,15,23,43,38,6,3,143,0,0,6,4,5,3,0,24,0,0,0,0,4,3,0,5,20,18,36,48,44,17,3,178,9,6,4,11,0,3,0,30,81,93,141,154,132,41,3,642
501021253,16,45,104,244,316,96,20,842,153,230,251,238,146,41,5,1058,4,10,30,57,90,42,10,243,0,0,4,0,0,0,0,11,9,33,54,102,131,54,15,384,7,6,9,36,73,43,14,189,0,0,4,18,15,9,5,47,9,3,9,14,30,21,5,98,256,339,305,288,166,21,0,1373,0,3,7,7,18,9,3,45,85,131,162,207,177,52,5,818,1269,1413,1636,1569,1026,260,17,7185,107,63,72,113,75,16,0,452,1817,2110,2399,2573,1901,519,61,11380,1316,1488,1726,1692,1115,279,17,7623,349,472,478,578,498,145,17,2536,46,79,103,158,163,49,15,614,4,12,26,34,47,26,9,148,394,558,610,770,711,226,37,3300,107,63,72,113,75,16,0,452,1817,2110,2399,2573,1901,519,61,11380
501021254,0,0,3,15,14,7,0,35,10,16,14,10,5,6,0,58,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,14,6,4,0,23,0,0,0,7,3,0,0,7,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,12,23,7,10,4,0,0,63,0,0,0,0,0,0,0,0,5,10,8,9,8,6,0,41,49,48,62,76,51,13,0,298,6,0,3,7,3,6,0,26,81,92,85,128,79,31,0,498,53,55,61,87,51,13,0,324,18,30,10,22,17,3,0,103,7,11,4,11,5,0,0,31,0,0,0,4,0,4,0,10,23,39,22,38,27,9,0,152,6,0,3,7,3,6,0,26,81,92,85,128,79,31,0,498
501031017,0,7,20,50,94,50,26,249,25,29,46,52,40,15,5,210,0,9,9,16,32,24,19,104,0,0,0,0,0,0,0,0,0,8,0,16,35,17,15,94,0,3,3,10,36,32,18,102,0,0,0,0,4,0,4,9,0,0,3,3,11,9,3,33,53,40,41,62,57,17,3,271,0,0,0,0,0,6,5,9,11,21,34,35,35,27,9,169,224,292,360,444,395,135,19,1875,11,8,20,25,24,5,3,95,303,393,500,654,658,279,76,2866,229,298,376,468,417,148,25,1967,53,73,91,122,152,86,26,604,9,9,17,32,48,26,16,153,0,0,5,13,11,15,6,52,65,79,108,164,218,119,50,804,11,8,20,25,24,5,3,95,303,393,500,654,658,279,76,2866
501031018,0,0,15,30,62,34,8,159,20,22,26,25,27,10,0,138,0,0,3,10,14,10,10,43,0,0,0,0,0,0,0,0,0,0,6,9,28,18,4,79,0,0,3,7,13,12,8,46,3,0,0,3,4,0,0,13,0,0,0,0,7,5,4,21,20,35,41,41,30,8,0,176,0,0,0,0,3,0,0,3,13,11,26,29,35,12,3,129,163,180,239,276,230,116,14,1218,7,4,8,15,10,4,0,55,224,247,340,399,397,207,46,1851,175,192,250,286,251,117,22,1286,27,40,61,76,91,59,15,374,4,10,16,23,32,15,14,115,0,0,0,9,9,7,3,22,38,49,80,99,137,79,31,506,7,4,8,15,10,4,0,55,224,247,340,399,397,207,46,1851
501031019,10,5,16,48,80,36,8,196,35,36,31,48,49,5,3,213,0,0,5,20,23,15,0,65,0,0,0,0,0,0,0,0,0,3,8,17,47,20,0,107,3,4,4,11,27,23,7,65,0,0,0,3,0,3,0,14,3,0,3,0,10,3,0,24,46,65,56,64,61,5,0,300,0,0,4,0,3,5,4,14,7,23,28,38,56,13,0,170,311,305,342,374,362,94,11,1807,19,18,15,26,22,8,7,103,417,428,488,583,632,192,35,2772,319,320,359,399,396,101,11,1906,58,72,94,120,150,60,9,572,19,12,13,35,49,17,3,155,0,4,4,9,16,6,0,37,77,93,108,163,216,85,16,756,19,18,15,26,22,8,7,103,417,428,488,583,632,192,35,2772
