POW_SA2_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
501011001,0,0,13,25,53,41,4,150,13,24,48,31,30,15,4,162,0,0,0,11,24,24,9,61,0,0,0,0,0,0,0,0,0,4,4,4,19,18,3,54,0,0,0,9,15,17,12,58,0,0,0,0,0,8,0,10,0,0,0,3,4,7,5,19,22,33,52,37,30,9,0,188,0,0,0,0,6,5,0,8,13,19,29,23,30,14,0,128,160,258,368,317,286,107,31,1528,11,6,18,14,14,3,3,64,217,331,501,440,463,212,58,2224,172,264,385,333,307,111,31,1605,32,54,76,74,105,72,18,435,0,8,21,20,23,11,7,93,0,0,0,4,8,15,5,26,32,59,97,95,140,98,25,552,11,6,18,14,14,3,3,64,217,331,501,440,463,212,58,2224
501011003,0,12,25,54,102,55,12,268,59,67,93,66,55,21,3,370,0,3,12,20,53,28,8,118,0,0,0,0,0,0,0,0,0,4,12,28,33,14,11,103,0,0,0,7,27,33,9,84,0,0,3,0,3,3,0,13,0,0,0,8,7,11,0,22,62,88,98,88,55,13,0,406,0,4,0,3,3,0,0,11,31,43,55,60,57,27,4,272,551,649,866,804,561,167,18,3612,31,20,52,35,27,9,3,172,713,855,1170,1113,885,323,56,5109,571,678,898,840,592,182,17,3782,102,135,189,200,207,98,16,943,6,18,30,35,53,35,13,195,0,0,0,0,9,4,0,22,118,157,220,236,272,135,26,1156,31,20,52,35,27,9,3,172,713,855,1170,1113,885,323,56,5109
501011004,0,9,29,59,87,45,8,245,44,53,81,61,44,21,0,305,0,0,7,32,27,15,3,87,0,0,0,0,0,0,0,0,9,3,5,18,12,18,0,68,0,0,0,10,33,27,6,79,0,0,11,3,7,3,0,21,0,0,4,5,17,9,0,28,46,63,94,83,61,8,0,354,0,0,0,4,5,3,0,13,19,28,57,58,58,17,3,241,408,544,765,680,443,141,7,3000,13,15,42,33,36,8,0,143,531,700,1038,971,735,261,19,4258,424,563,811,718,483,154,10,3160,84,100,146,174,168,61,9,745,10,17,30,44,43,27,0,176,0,0,10,4,12,6,0,30,89,122,189,224,220,99,10,953,13,15,42,33,36,8,0,143,531,700,1038,971,735,261,19,4258
501011293,7,12,49,94,169,73,6,417,75,79,108,109,74,23,0,469,0,0,12,29,47,36,4,126,0,0,0,0,0,0,0,0,0,13,20,39,54,34,10,162,6,0,4,19,36,26,3,100,0,0,0,3,5,4,0,16,0,4,0,5,18,16,0,49,111,112,121,141,83,24,0,585,0,0,0,9,4,5,3,16,61,59,77,107,70,42,4,422,744,590,760,883,571,168,16,3726,35,30,40,48,35,12,0,197,981,835,1114,1335,1013,350,41,5664,777,624,800,950,611,192,23,3970,145,142,225,254,277,96,11,1145,25,35,36,65,72,45,6,281,0,0,7,21,25,12,3,71,166,183,269,343,369,152,18,1502,35,30,40,48,35,12,0,197,981,835,1114,1335,1013,350,41,5664
501011294,5,14,28,100,137,47,13,341,52,89,110,87,81,22,3,454,0,3,15,30,44,19,3,120,0,0,0,0,0,0,0,0,0,3,12,31,47,15,6,127,0,5,3,14,31,28,7,92,3,0,6,4,7,11,0,28,0,0,0,10,14,5,3,41,67,109,141,122,92,12,0,541,0,0,0,0,9,8,0,20,31,42,58,92,95,24,0,336,501,565,801,793,599,121,15,3392,33,24,37,55,31,7,0,187,676,809,1143,1204,1024,256,41,5145,519,584,843,843,652,142,13,3592,104,167,222,229,248,76,10,1055,13,31,45,58,78,28,8,248,0,6,7,23,12,14,4,63,114,193,271,311,348,112,20,1367,33,24,37,55,31,7,0,187,676,809,1143,1204,1024,256,41,5145
501021005,3,13,32,66,85,21,0,231,39,57,82,63,44,6,0,293,0,3,14,18,27,8,0,68,0,0,0,0,0,0,0,0,7,4,15,15,40,15,0,94,0,4,3,8,16,15,0,46,0,5,3,0,0,0,0,7,0,0,0,8,9,4,0,22,62,86,99,73,31,7,0,364,0,0,0,0,0,5,0,7,32,23,49,40,46,10,5,207,398,392,473,472,317,62,9,2129,19,12,22,24,12,4,0,104,533,565,726,724,537,121,20,3224,421,402,506,497,344,68,13,2250,78,121,143,154,125,30,3,660,10,23,40,38,42,12,0,160,4,0,9,9,15,8,0,42,92,146,194,196,184,50,3,867,19,12,22,24,12,4,0,104,533,565,726,724,537,121,20,3224
501021007,5,0,7,28,33,32,4,113,17,20,17,32,18,8,0,117,0,0,0,8,7,11,0,31,0,0,0,0,0,0,0,0,4,0,9,14,22,5,0,55,0,0,0,9,15,9,3,39,0,0,0,0,3,0,0,6,0,0,0,0,7,0,0,9,17,23,23,32,18,4,0,122,0,0,0,0,4,0,0,4,3,14,21,31,19,8,0,94,141,141,188,211,144,42,5,871,13,7,7,13,14,6,0,59,189,199,259,339,262,107,15,1371,139,152,201,234,163,42,5,935,25,35,50,69,60,35,9,290,5,3,9,14,27,18,0,70,0,0,0,12,12,0,0,19,34,41,52,92,91,61,9,381,13,7,7,13,14,6,0,59,189,199,259,339,262,107,15,1371
501021008,5,13,42,81,125,40,0,302,44,59,88,73,62,17,0,343,0,6,9,19,36,13,0,76,0,0,0,0,0,0,0,0,0,7,19,34,44,27,0,134,0,0,7,9,26,11,0,57,0,0,0,0,5,0,0,12,0,0,4,7,8,4,0,30,34,96,102,101,54,5,0,401,0,0,4,0,3,3,0,14,19,40,58,69,85,11,0,287,284,459,547,528,421,87,6,2334,16,21,23,29,26,5,0,115,389,659,812,853,777,181,8,3678,298,480,576,563,472,90,8,2485,61,132,168,199,204,67,0,837,11,25,35,49,55,14,3,188,0,0,9,7,17,7,0,51,74,153,215,253,276,90,3,1074,16,21,23,29,26,5,0,115,389,659,812,853,777,181,8,3678
501021009,9,13,31,91,110,47,11,306,50,81,105,98,46,9,0,402,0,6,17,21,42,7,4,94,0,0,0,0,0,0,0,4,0,17,21,52,54,23,4,174,0,4,3,20,49,17,5,92,0,0,5,4,0,3,0,15,0,0,0,5,16,13,0,36,40,89,109,106,44,7,0,404,0,5,0,3,7,4,0,20,32,32,68,66,62,13,0,273,414,591,783,798,524,89,9,3201,18,31,47,46,41,3,5,186,540,823,1127,1202,879,177,29,4774,435,609,829,839,560,88,9,3369,80,161,206,250,199,52,6,959,13,21,37,59,60,20,7,214,0,7,5,11,16,14,0,46,95,186,249,317,279,81,14,1219,18,31,47,46,41,3,5,186,540,823,1127,1202,879,177,29,4774
501021010,0,0,15,33,37,18,7,112,12,24,27,19,22,12,0,118,0,0,3,11,17,10,0,36,0,0,0,0,0,0,0,0,0,3,5,19,26,5,6,65,0,0,3,0,16,10,5,38,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,7,13,29,31,31,21,5,0,126,0,0,0,0,7,0,0,5,5,14,25,22,37,10,0,111,156,194,228,204,184,54,11,1040,16,8,15,20,14,8,0,82,207,253,337,326,335,117,30,1603,163,200,246,216,212,57,12,1108,21,40,58,74,79,32,18,331,7,6,9,10,23,16,0,72,0,0,0,7,9,4,0,17,25,45,73,91,113,44,22,416,16,8,15,20,14,8,0,82,207,253,337,326,335,117,30,1603
