POW_SA2_CODE_2021,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_19,CoPSW_1250_1499_H_20_29,CoPSW_1250_1499_H_30_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40_44,CoPSW_1250_1499_H_45_49,CoPSW_1250_1499_H_50ov,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_19,CoPSW_1500_1749_H_20_29,CoPSW_1500_1749_H_30_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40_44,CoPSW_1500_1749_H_45_49,CoPSW_1500_1749_H_50ov,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_19,CoPSW_1750_1999_H_20_29,CoPSW_1750_1999_H_30_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40_44,CoPSW_1750_1999_H_45_49,CoPSW_1750_1999_H_50ov,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_19,CoPSW_2000_2999_H_20_29,CoPSW_2000_2999_H_30_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40_44,CoPSW_2000_2999_H_45_49,CoPSW_2000_2999_H_50ov,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000_3499_H_0,CoPSW_3000_3499_H_1_19,CoPSW_3000_3499_H_20_29,CoPSW_3000_3499_H_30_34,CoPSW_3000_3499_H_35_39,CoPSW_3000_3499_H_40_44,CoPSW_3000_3499_H_45_49,CoPSW_3000_3499_H_50ov,CoPSW_3000_3499_H_NS,CoPSW_3000_3499_H_Tot,CoPSW_3500mo_H_0,CoPSW_3500mo_H_1_19,CoPSW_3500mo_H_20_29,CoPSW_3500mo_H_30_34,CoPSW_3500mo_H_35_39,CoPSW_3500mo_H_40_44,CoPSW_3500mo_H_45_49,CoPSW_3500mo_H_50ov,CoPSW_3500mo_H_NS,CoPSW_3500mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_19,CoPSW_PINS_H_20_29,CoPSW_PINS_H_30_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40_44,CoPSW_PINS_H_45_49,CoPSW_PINS_H_50ov,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_19,CoPSW_Tot_H_20_29,CoPSW_Tot_H_30_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40_44,CoPSW_Tot_H_45_49,CoPSW_Tot_H_50ov,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_19,ClAW_NNI_H_20_29,ClAW_NNI_H_30_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40_44,ClAW_NNI_H_45_49,ClAW_NNI_H_50ov,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_19,ClAW_1_149_H_20_29,ClAW_1_149_H_30_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40_44,ClAW_1_149_H_45_49,ClAW_1_149_H_50ov,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_19,ClAW_150_299_H_20_29,ClAW_150_299_H_30_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40_44,ClAW_150_299_H_45_49,ClAW_150_299_H_50ov,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_19,ClAW_300_399_H_20_29,ClAW_300_399_H_30_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40_44,ClAW_300_399_H_45_49,ClAW_300_399_H_50ov,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_19,ClAW_400_499_H_20_29,ClAW_400_499_H_30_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40_44,ClAW_400_499_H_45_49,ClAW_400_499_H_50ov,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_19,ClAW_500_649_H_20_29,ClAW_500_649_H_30_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40_44,ClAW_500_649_H_45_49,ClAW_500_649_H_50ov,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_19,ClAW_650_799_H_20_29,ClAW_650_799_H_30_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40_44,ClAW_650_799_H_45_49,ClAW_650_799_H_50ov,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_19,ClAW_800_999_H_20_29,ClAW_800_999_H_30_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40_44,ClAW_800_999_H_45_49,ClAW_800_999_H_50ov,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_19,ClAW_1000_1249_H_20_29,ClAW_1000_1249_H_30_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40_44,ClAW_1000_1249_H_45_49,ClAW_1000_1249_H_50ov,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_19,ClAW_1250_1499_H_20_29,ClAW_1250_1499_H_30_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40_44,ClAW_1250_1499_H_45_49,ClAW_1250_1499_H_50ov,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_19,ClAW_1500_1749_H_20_29,ClAW_1500_1749_H_30_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40_44,ClAW_1500_1749_H_45_49,ClAW_1500_1749_H_50ov,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_19,ClAW_1750_1999_H_20_29,ClAW_1750_1999_H_30_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40_44,ClAW_1750_1999_H_45_49,ClAW_1750_1999_H_50ov,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot
501011001,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,58,50,17,21,26,3,15,0,207,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,7,3,0,0,0,0,0,0,10,0,11,5,4,0,0,0,0,0,20,3,5,8,3,0,0,0,0,0,16,0,12,6,3,4,0,0,0,0,28,0,8,5,5,4,3,0,3,0,28,0,0,0,4,5,3,0,0,0,23,0,6,6,0,7,4,0,0,0,21,0,3,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5
501011003,0,3,3,4,3,8,0,0,0,18,3,0,4,0,0,0,0,0,0,14,0,3,4,0,0,0,0,0,0,5,0,0,5,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,35,168,123,71,72,33,11,12,10,537,0,7,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,17,3,0,0,0,0,0,0,26,0,7,3,0,0,0,0,0,0,16,0,14,15,0,0,0,0,0,0,32,3,16,27,0,5,0,0,0,0,54,5,7,24,9,5,6,0,7,0,61,0,10,19,15,7,4,0,3,0,60,7,10,22,11,21,18,8,0,0,84,0,8,4,6,20,10,7,0,4,52,0,11,10,3,5,7,0,3,4,50,0,9,0,0,4,9,0,4,0,18
501011004,3,4,7,3,9,3,0,6,0,32,4,0,7,0,6,3,0,0,0,16,0,5,0,0,5,5,0,0,0,14,3,0,0,0,0,4,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,55,172,127,82,64,51,7,30,9,591,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,3,12,0,0,0,0,0,0,0,15,0,15,5,0,0,0,0,0,0,26,3,27,20,6,0,4,0,0,0,60,4,14,31,11,4,0,0,0,0,68,3,9,12,11,11,3,0,0,0,56,6,9,12,12,28,13,0,5,0,78,0,0,5,9,14,11,3,0,0,44,5,3,4,0,7,5,0,0,0,24,0,0,0,0,0,4,0,3,0,11
501011293,0,0,6,5,7,4,4,4,0,29,0,4,0,5,3,15,3,0,0,26,0,0,0,0,0,13,5,5,0,20,4,0,0,0,4,13,3,6,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,9,35,206,128,81,85,76,20,35,3,674,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,14,4,13,0,0,0,3,0,0,0,21,5,12,7,0,0,0,0,0,0,31,0,22,19,6,9,3,0,0,0,56,4,14,28,11,9,0,3,6,0,74,8,8,20,31,38,20,8,0,0,133,5,14,17,17,54,35,7,7,0,151,3,3,12,3,39,16,11,3,0,97,0,0,7,0,23,15,3,9,0,55,0,0,4,0,10,9,3,3,0,26
501011294,0,0,9,14,25,8,0,9,0,66,0,0,0,4,10,9,0,5,0,21,0,0,0,0,0,4,0,0,0,13,0,0,0,0,5,4,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,13,52,256,217,167,153,85,19,46,16,1017,0,4,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,9,4,18,0,3,0,0,0,0,0,24,3,3,9,0,0,0,0,0,0,16,3,20,33,4,3,0,0,0,0,65,3,19,25,18,8,8,0,0,0,80,10,11,15,12,19,11,0,0,0,86,3,10,16,7,38,22,0,4,0,96,0,8,3,7,16,14,0,3,0,51,0,8,5,4,3,7,0,0,0,25,0,0,0,0,6,4,0,0,0,24
501021005,0,0,3,3,6,3,0,7,0,30,3,0,4,0,10,4,0,5,0,22,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,3,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,27,145,153,85,87,33,7,30,8,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,12,0,13,5,0,0,0,0,0,0,18,0,8,9,0,0,0,0,0,0,19,3,5,19,0,5,0,0,0,0,29,0,10,15,5,0,0,3,0,0,38,0,9,14,14,3,5,6,0,0,43,0,7,3,4,12,18,0,0,0,48,0,3,4,8,14,4,0,4,0,31,0,3,0,0,0,10,4,0,0,13,0,0,0,0,0,5,0,0,0,9
501021007,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,28,21,11,11,5,5,0,113,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,4,0,3,0,0,0,0,14,0,4,5,0,0,0,0,0,0,10,0,3,0,4,0,0,0,3,0,14,0,3,7,0,3,4,0,0,0,16,0,3,3,0,9,3,0,3,0,27,0,0,0,0,6,8,0,0,0,14,0,0,0,0,9,4,0,0,0,9,0,0,5,3,0,0,3,0,0,7
501021008,4,3,7,7,15,13,4,10,0,69,6,6,6,10,11,37,11,10,0,90,8,0,4,6,4,32,9,12,0,65,3,0,0,0,6,19,4,15,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,117,125,121,111,130,29,66,9,764,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,10,6,0,0,0,0,0,0,19,0,9,10,3,4,0,0,0,0,31,4,5,19,0,0,8,0,0,0,42,5,6,11,15,13,8,0,0,0,61,3,0,11,9,31,11,4,3,0,79,9,0,4,6,34,10,3,5,0,66,0,3,4,9,13,8,0,0,0,32,0,0,0,0,0,7,0,4,0,14
501021009,0,0,0,4,8,7,4,4,0,21,0,0,3,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,21,85,91,45,40,34,12,34,9,373,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,11,3,9,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,5,0,12,6,0,0,0,0,0,0,23,3,11,3,3,0,0,0,0,0,25,4,9,10,6,9,0,0,0,0,28,0,0,6,3,12,3,0,0,0,31,8,6,8,6,17,15,0,6,0,66,3,0,3,4,14,11,0,0,0,39,0,3,5,0,3,16,0,0,0,31,0,0,0,0,8,6,0,3,0,15
501021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,19,14,12,4,4,0,5,0,58,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9,0,5,9,0,4,0,0,0,0,19,0,0,9,0,0,4,0,0,0,10,0,0,4,4,3,6,0,4,0,25,0,0,0,0,5,16,7,6,0,24,0,0,0,0,5,15,0,8,0,26,0,3,0,0,0,3,0,0,0,11,0,0,0,3,0,3,0,0,0,6
