POW_SA2_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
501011001,34,63,3,5,104,12,15,3,0,34,13,14,0,0,28,0,0,0,0,3,9,16,0,0,20,4,0,0,0,5,4,4,0,0,3,6,6,0,0,12,3,0,0,0,3,86,120,7,4,220,94,51,0,0,143,47,3,0,0,54,64,13,0,0,84,23,0,0,0,20,12,5,0,0,18,6,0,0,0,6,13,0,0,0,9,39,4,0,0,40,14,0,0,0,17,307,80,0,3,388,126,113,3,5,245,63,17,3,0,84,80,25,0,0,106,20,0,0,0,27,18,20,0,3,41,12,0,0,0,10,17,0,0,0,20,44,10,0,0,54,15,3,0,0,21,390,202,7,8,606
501011003,51,184,36,0,271,54,52,0,0,108,22,35,5,0,64,0,11,0,0,11,16,42,3,0,64,11,19,4,0,34,3,8,0,0,10,10,19,0,0,28,3,0,0,0,7,183,363,51,0,605,96,81,9,0,193,121,16,0,6,136,151,48,0,0,198,46,5,0,0,55,50,13,0,0,61,22,10,0,0,28,16,4,0,0,23,68,17,0,3,89,10,0,0,0,14,588,197,9,9,803,145,262,44,0,463,178,70,0,6,255,177,85,5,0,268,52,16,0,0,70,66,59,3,0,131,39,25,4,0,59,19,11,0,0,29,82,27,0,3,120,13,5,0,0,22,776,564,62,13,1408
501011004,29,91,17,0,135,39,32,0,0,75,15,44,0,0,52,3,10,0,0,13,10,22,4,0,33,5,11,4,0,17,4,5,0,0,5,4,5,0,0,9,0,0,0,0,5,103,207,27,0,342,60,48,0,0,106,160,14,0,0,172,156,28,0,3,189,66,4,0,0,69,35,0,0,0,34,23,3,0,0,26,9,4,0,0,15,37,15,0,0,52,11,3,0,0,12,556,111,4,0,673,94,135,16,0,249,198,44,0,0,243,171,70,0,3,247,70,12,0,0,80,41,19,4,0,65,22,9,4,0,39,11,8,0,0,18,36,12,0,0,54,10,3,0,0,18,655,322,32,0,1018
501011293,20,85,23,0,123,18,45,7,0,64,16,40,3,0,58,0,6,0,0,11,6,39,0,0,51,5,17,3,0,26,4,5,0,0,12,4,14,7,0,18,6,3,0,0,11,79,253,35,0,362,34,42,0,0,85,68,20,9,0,98,89,37,0,0,131,28,6,0,0,38,24,16,0,0,36,8,15,0,0,20,7,7,0,0,8,34,11,0,0,43,10,0,0,0,8,303,158,13,5,469,54,130,23,0,205,85,62,17,0,162,106,81,3,0,189,34,16,0,0,46,33,51,0,0,86,9,32,3,0,43,11,12,0,0,21,38,19,4,0,68,9,0,0,0,15,375,409,49,5,833
501011294,14,68,12,0,96,19,28,0,0,49,20,31,0,0,51,0,3,0,0,10,10,21,3,0,40,0,7,0,0,8,4,0,0,0,7,6,13,0,0,19,7,0,0,0,3,74,182,20,0,276,49,44,0,0,91,110,24,3,0,138,130,38,0,0,168,46,0,0,0,49,30,20,0,0,53,3,4,0,0,8,13,8,0,0,14,53,12,0,0,70,4,0,0,0,3,432,152,4,0,590,61,113,15,0,185,128,57,5,0,189,149,66,0,0,216,47,6,0,0,50,44,44,3,0,89,9,11,0,0,16,14,9,0,0,23,61,20,0,0,83,7,5,0,0,12,512,330,25,0,870
501021005,5,35,13,0,45,16,16,0,0,32,16,20,0,0,36,0,6,0,0,3,8,19,3,0,24,5,13,0,0,13,4,5,0,0,3,3,3,0,0,6,4,0,0,0,8,52,109,11,0,172,20,3,0,0,22,59,7,0,0,64,63,24,0,0,91,31,0,0,0,34,24,0,0,0,22,9,0,0,0,7,8,0,0,0,8,21,4,0,0,29,0,0,0,0,0,236,44,3,0,283,19,38,13,0,67,72,19,0,0,95,80,49,0,0,122,37,3,0,0,40,29,17,3,0,50,10,12,0,0,24,12,5,0,0,11,28,12,0,0,36,5,0,0,0,9,287,153,19,0,459
501021007,4,31,5,5,45,12,8,0,0,15,5,6,0,0,10,0,0,0,0,0,6,12,0,0,15,0,0,0,0,0,0,5,0,0,4,0,3,0,0,3,0,0,0,0,0,29,66,5,5,102,39,30,0,0,72,18,4,0,0,24,25,8,0,0,36,13,3,0,0,16,7,6,0,0,15,4,0,0,0,4,8,3,0,0,13,16,10,0,0,24,6,0,0,0,6,129,61,0,0,194,41,58,8,3,114,30,11,0,0,42,28,19,0,0,47,9,3,0,0,15,17,14,0,0,30,4,0,0,0,4,7,11,0,0,18,15,11,0,0,28,6,0,0,0,6,158,126,6,3,297
501021008,0,8,0,0,3,9,7,0,0,16,4,6,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,0,0,34,0,4,0,0,0,30,11,0,0,34,17,0,0,0,22,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,5,0,0,12,0,0,0,0,3,66,21,0,0,93,3,9,0,0,12,35,19,0,0,50,20,7,0,0,33,3,0,0,0,3,3,3,0,0,8,0,0,0,0,3,0,0,0,0,0,8,5,0,0,12,0,0,0,0,3,78,43,0,0,127
501021009,4,33,0,0,33,0,6,4,0,11,6,12,6,0,19,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,3,3,0,12,0,3,0,0,8,0,4,0,0,4,22,65,14,0,91,9,31,0,0,40,18,7,0,0,21,31,9,0,0,40,3,5,0,0,12,3,3,0,0,5,4,4,0,0,9,9,4,0,0,16,13,0,0,0,12,4,0,0,0,4,92,60,0,0,151,10,59,0,0,72,21,9,4,0,32,38,24,6,0,59,3,4,0,0,10,6,14,0,0,18,4,4,0,0,9,10,7,3,0,18,15,3,0,0,19,4,4,0,0,3,107,125,14,0,243
501021010,15,34,5,0,56,3,3,0,0,10,3,7,0,0,17,0,0,0,0,0,6,7,4,0,15,0,0,0,0,3,4,5,0,0,10,0,5,0,0,3,0,0,0,0,0,31,67,11,0,111,38,25,0,0,67,11,5,0,0,13,24,10,0,0,26,4,0,0,0,4,8,0,0,0,9,5,0,0,0,5,11,7,0,0,14,16,5,0,0,20,5,0,0,0,5,116,49,0,0,167,54,62,5,0,124,17,9,0,0,20,29,14,0,0,42,6,0,0,0,6,10,14,4,0,26,0,0,0,0,4,11,7,0,0,19,20,7,0,0,28,5,0,0,0,5,151,116,11,0,275
