POW_SA2_CODE_2021,LE_IDNS_PINS_Mng,LE_IDNS_PINS_Pro,LE_IDNS_PINS_TecTW,LE_IDNS_PINS_CoPSW,LE_IDNS_PINS_ClAW,LE_IDNS_PINS_SWks,LE_IDNS_PINS_MaOpDv,LE_IDNS_PINS_Lab,LE_IDNS_PINS_IDNS,LE_IDNS_PINS_Tot,LE_IDNS_Tot_Mng,LE_IDNS_Tot_Pro,LE_IDNS_Tot_TecTW,LE_IDNS_Tot_CoPSW,LE_IDNS_Tot_ClAW,LE_IDNS_Tot_SWks,LE_IDNS_Tot_MaOpDv,LE_IDNS_Tot_Lab,LE_IDNS_Tot_IDNS,LE_IDNS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
501021011,0,0,0,0,0,0,0,5,4,10,8,4,14,10,13,5,21,18,11,105,0,0,4,0,0,0,0,0,0,11,0,0,3,0,7,0,0,0,0,12,0,3,3,0,3,4,0,7,0,18,0,0,7,3,8,0,0,11,0,31,0,3,14,7,16,0,8,10,3,58,11,0,15,18,20,3,19,20,0,102,8,4,33,11,29,9,23,42,0,153,12,22,56,24,73,8,36,95,0,333,22,27,137,30,64,13,49,80,0,428,24,30,139,24,43,4,38,45,6,348,47,32,114,10,26,5,33,29,6,297,43,26,99,3,20,5,24,8,6,233,85,71,142,0,32,3,22,6,8,373,29,10,25,0,3,0,4,0,0,81,42,9,21,0,4,0,0,0,0,83,0,0,0,3,0,0,0,4,6,22,318,247,815,130,342,63,249,362,43,2565
501021012,0,0,0,0,0,0,0,0,0,4,5,11,6,16,7,12,3,12,6,60,0,0,0,0,0,0,0,0,0,3,0,4,5,8,0,5,0,3,0,36,3,8,7,8,6,19,0,14,0,59,4,0,9,12,7,12,7,9,0,59,6,9,11,33,5,11,0,11,0,79,7,14,14,52,15,20,0,19,0,145,8,20,11,74,11,29,3,17,0,181,17,34,24,65,22,10,6,14,0,198,22,35,24,37,18,3,4,13,4,160,8,44,13,19,11,6,4,8,0,117,15,49,16,4,9,3,0,3,0,94,13,33,8,0,0,0,0,4,0,67,17,62,10,0,3,0,0,0,0,93,0,8,3,0,0,0,0,0,0,23,9,17,0,0,4,0,0,0,0,27,4,0,0,8,0,0,0,0,3,11,128,338,157,329,121,120,31,115,16,1350
501021014,6,0,0,0,0,0,0,0,0,3,28,8,16,5,7,5,17,54,10,150,8,4,3,0,0,0,6,4,7,28,9,0,4,6,3,7,0,7,0,33,11,8,5,9,3,4,0,9,0,47,9,10,7,8,9,4,0,6,4,54,5,8,4,19,11,0,0,18,0,64,13,20,13,36,12,12,0,31,3,146,14,26,27,36,17,11,4,49,3,190,17,26,40,35,29,10,21,88,5,267,32,35,83,27,34,5,31,107,9,360,23,55,79,9,32,0,39,41,7,282,32,61,99,12,25,7,37,56,0,326,37,48,108,14,8,0,40,36,5,284,69,100,284,7,17,3,71,40,5,602,29,37,57,4,8,3,14,8,0,156,54,39,42,0,5,4,3,10,0,159,5,0,4,0,0,0,0,11,3,26,372,476,860,216,207,65,260,509,54,3015
501021015,0,0,0,0,0,0,0,0,7,8,11,3,17,6,9,18,20,16,13,114,0,4,0,0,3,0,0,0,4,14,0,0,3,0,3,11,0,7,0,20,0,7,4,8,4,9,6,14,0,53,0,6,12,16,7,17,3,8,4,68,0,7,11,17,12,31,0,18,3,96,8,12,28,43,14,40,11,32,0,190,12,12,27,49,11,42,12,33,0,196,28,29,57,47,31,57,18,47,5,319,39,45,116,41,45,30,33,36,3,397,28,60,129,14,41,17,48,26,5,360,37,66,107,9,32,9,47,18,0,330,41,64,119,0,25,7,48,7,3,328,75,117,176,10,30,7,80,18,9,527,30,9,32,0,4,0,7,6,3,88,45,7,12,0,8,0,0,0,0,82,0,5,3,4,8,4,6,0,11,31,346,465,843,259,281,272,311,273,56,3098
501021016,0,0,0,0,0,0,0,0,4,3,11,0,12,0,3,0,15,8,6,74,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,7,0,0,3,6,0,6,0,0,0,16,4,5,0,6,5,0,0,5,0,25,5,0,6,7,11,0,6,3,0,41,4,3,8,15,13,3,0,9,5,61,5,3,21,18,9,3,7,3,0,72,8,3,23,12,10,3,4,9,0,78,16,5,33,10,22,3,8,4,5,112,13,11,29,7,20,4,15,16,0,117,16,13,40,4,4,0,23,7,4,111,8,15,54,0,7,0,35,11,6,139,31,73,227,11,11,0,101,17,10,477,15,36,58,0,0,0,18,0,0,127,37,22,25,0,0,0,7,0,0,100,0,0,6,5,0,0,0,0,4,21,155,201,545,103,123,29,225,92,37,1501
501021251,0,0,0,0,0,0,0,0,7,3,0,4,5,6,3,4,0,11,9,36,0,3,0,0,0,0,0,0,0,5,0,0,3,0,3,3,0,6,0,19,0,0,3,10,6,6,0,7,0,26,0,7,0,4,0,11,5,4,0,33,0,7,4,8,3,5,0,7,4,46,4,7,3,20,4,10,0,7,0,60,0,11,7,38,4,7,0,13,0,86,8,17,8,44,12,5,0,22,0,122,9,30,16,25,10,0,5,11,3,111,13,36,15,11,8,0,0,9,0,86,0,44,5,8,0,0,0,5,0,70,6,43,4,0,3,0,0,0,0,57,9,64,11,9,0,4,0,0,0,95,6,4,0,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,7,10,66,291,90,181,55,50,9,93,8,849
501021252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,5,0,6,0,0,3,0,3,0,0,0,0,9,0,0,7,0,4,4,0,4,0,18,0,0,4,0,0,3,0,3,0,20,0,6,8,8,0,0,0,4,0,26,4,7,14,3,3,4,4,3,0,37,6,10,25,3,9,3,9,3,0,68,8,14,10,7,6,0,7,10,0,49,8,19,12,0,3,0,8,6,0,55,0,12,6,0,5,4,5,0,0,31,14,44,8,0,3,0,0,0,0,74,3,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,57,119,105,36,33,15,31,36,6,431
501021253,0,0,0,0,3,0,0,4,6,23,30,57,25,50,45,22,7,33,25,289,5,0,0,4,6,3,0,3,0,24,3,8,11,33,6,14,0,11,0,88,7,9,14,42,24,35,4,12,4,146,9,26,25,58,40,35,0,28,3,209,13,38,36,96,47,41,7,31,4,314,25,66,63,179,104,71,10,54,11,578,35,100,75,208,150,89,9,46,8,725,61,180,131,211,205,85,23,61,9,961,91,241,169,199,234,77,20,37,9,1073,83,270,142,145,187,35,18,11,0,892,81,325,99,79,115,26,18,14,15,776,78,267,65,74,62,11,12,8,8,583,204,409,96,90,75,32,14,13,8,941,54,51,13,9,13,12,0,0,0,151,58,171,17,4,20,15,0,3,4,287,5,10,15,6,3,3,0,5,13,67,811,2173,964,1435,1284,581,130,350,101,7815
501021254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,6,4,6,0,0,0,0,0,16,0,0,3,9,0,0,0,0,0,16,0,0,3,11,6,3,0,0,0,25,0,0,5,25,8,6,0,0,0,44,0,17,6,23,0,4,0,4,0,62,0,11,8,17,3,3,0,3,0,55,8,8,3,3,4,0,0,0,0,31,5,23,4,5,0,0,0,0,0,32,0,15,0,0,0,0,0,0,0,25,3,25,6,4,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,20,124,45,103,26,20,5,18,6,360
501031017,0,0,0,0,0,0,0,0,0,3,23,3,10,7,5,3,13,12,3,81,27,0,0,0,0,6,0,0,0,32,9,9,7,9,8,0,0,7,0,36,21,4,6,9,7,3,0,9,4,60,14,5,11,14,8,0,0,0,4,61,14,7,10,13,8,14,0,11,0,84,10,16,16,28,15,13,3,13,0,113,28,13,17,31,26,15,7,13,0,145,35,26,31,37,16,17,7,31,4,200,48,25,44,16,28,11,19,17,0,206,23,33,35,11,21,3,27,10,0,172,27,35,45,0,6,5,30,11,6,178,28,39,36,11,6,0,31,9,0,155,41,78,85,6,9,5,30,10,7,275,14,16,27,0,6,0,6,0,0,66,32,13,19,0,3,0,0,3,0,69,4,0,9,0,0,0,0,0,0,17,377,328,386,173,155,87,172,151,20,1858
501031018,0,0,0,0,0,0,0,0,4,4,14,7,3,0,7,3,8,10,11,54,6,0,0,0,0,0,0,0,0,13,6,4,0,6,0,3,0,5,0,31,10,3,8,5,4,10,0,16,0,58,10,5,5,10,8,4,0,8,0,45,13,3,12,11,4,4,0,10,0,57,26,9,13,19,14,10,4,15,4,100,26,12,18,14,13,8,4,25,4,121,23,19,18,27,22,3,6,26,0,138,23,17,24,14,17,6,6,10,0,116,20,16,23,11,9,0,8,12,0,99,17,21,17,6,7,0,8,5,4,77,19,20,10,5,5,0,5,0,0,65,30,34,18,6,0,0,8,5,3,104,10,5,3,0,0,0,0,0,0,23,23,16,5,0,0,0,0,0,0,38,3,0,5,0,0,0,0,0,7,13,268,177,166,127,100,49,54,135,28,1101
501031019,0,0,0,0,0,0,0,0,0,6,12,4,3,5,7,5,4,16,5,63,5,0,0,0,4,0,0,0,0,14,0,0,0,4,0,4,0,3,0,12,0,4,3,3,0,8,0,4,0,30,0,3,4,5,0,7,0,4,0,33,13,5,3,24,11,5,3,11,0,65,15,9,15,35,22,16,0,17,0,125,10,17,17,48,26,13,5,25,0,170,25,27,31,42,26,13,7,34,8,212,16,47,60,43,40,15,17,14,0,261,34,39,43,12,13,0,17,13,0,178,25,54,46,11,10,3,12,4,3,168,19,36,14,3,12,3,9,5,3,105,46,66,13,14,0,3,9,5,0,156,7,3,0,4,0,0,0,0,0,14,11,13,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,7,222,334,269,240,160,102,82,141,28,1580
