POW_SA2_CODE_2021,LE_IDNS_PINS_Mng,LE_IDNS_PINS_Pro,LE_IDNS_PINS_TecTW,LE_IDNS_PINS_CoPSW,LE_IDNS_PINS_ClAW,LE_IDNS_PINS_SWks,LE_IDNS_PINS_MaOpDv,LE_IDNS_PINS_Lab,LE_IDNS_PINS_IDNS,LE_IDNS_PINS_Tot,LE_IDNS_Tot_Mng,LE_IDNS_Tot_Pro,LE_IDNS_Tot_TecTW,LE_IDNS_Tot_CoPSW,LE_IDNS_Tot_ClAW,LE_IDNS_Tot_SWks,LE_IDNS_Tot_MaOpDv,LE_IDNS_Tot_Lab,LE_IDNS_Tot_IDNS,LE_IDNS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
501011001,0,0,0,0,0,0,0,0,0,0,17,6,13,6,4,5,4,12,7,72,5,0,0,0,3,0,0,0,0,19,3,0,4,7,0,0,0,0,0,15,7,3,4,4,0,3,5,8,0,36,11,7,9,5,9,4,0,11,0,60,19,15,12,14,15,4,0,11,0,88,25,19,22,23,13,13,3,22,0,134,24,17,23,22,16,17,3,42,0,172,46,23,38,21,15,17,4,24,6,195,60,32,42,22,11,6,5,33,0,216,34,22,34,4,14,5,6,21,3,142,29,23,16,8,3,6,8,7,0,100,28,29,8,6,6,3,0,4,3,78,29,34,17,4,6,0,3,6,0,95,5,6,0,0,0,0,0,0,0,19,20,11,3,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,14,350,245,229,142,106,84,38,193,25,1410
501011003,5,0,0,0,0,0,0,0,0,8,31,12,15,26,12,19,4,20,3,141,17,0,4,0,0,0,0,0,0,26,3,10,3,15,5,11,0,9,0,52,6,5,4,15,12,12,0,16,0,78,15,12,9,13,13,12,0,20,0,96,10,19,20,29,22,19,0,29,0,155,38,30,41,46,34,37,3,44,0,276,39,41,52,63,44,57,8,57,6,362,69,58,78,67,41,36,11,80,7,451,115,79,137,49,56,30,13,54,3,539,105,70,104,14,41,5,11,33,3,392,65,59,72,9,32,19,4,15,3,278,69,57,37,7,14,12,3,10,0,216,90,93,44,4,16,10,4,7,5,272,29,21,8,0,5,5,0,4,3,81,43,39,7,0,0,12,5,0,0,109,10,3,4,0,3,0,0,6,6,33,729,602,620,339,331,278,75,395,36,3412
501011004,0,0,0,4,0,0,0,0,0,3,17,12,13,10,14,14,3,11,3,105,3,3,0,0,0,0,0,0,0,15,0,6,7,10,3,14,0,11,4,48,6,16,7,17,8,9,4,16,0,74,7,11,13,28,5,10,0,15,0,93,8,25,27,31,19,26,7,22,0,166,14,33,32,55,37,31,3,36,4,246,17,44,59,63,41,38,10,28,0,309,58,56,75,78,39,34,12,35,6,386,70,79,108,61,49,27,17,39,0,457,53,88,77,30,29,6,13,19,10,316,49,105,54,15,15,9,5,11,4,268,31,91,35,11,5,5,0,5,0,181,73,122,34,8,8,3,8,4,3,264,23,13,5,0,0,0,0,0,0,47,10,37,0,0,4,9,0,0,0,67,9,4,9,6,0,3,0,0,0,26,437,742,530,411,267,227,83,232,35,2966
501011293,0,0,0,0,0,0,0,0,3,10,13,19,10,22,19,29,6,11,12,142,6,0,6,0,0,3,0,0,0,23,0,4,4,3,3,13,6,3,0,50,3,6,13,20,4,18,0,13,0,84,10,11,12,19,12,21,9,12,0,111,6,20,21,31,17,25,10,23,3,158,20,33,41,55,43,57,18,32,0,295,26,37,49,69,40,65,14,31,3,339,37,56,76,78,82,40,29,28,7,431,59,82,120,58,92,53,28,37,4,526,56,94,105,28,61,24,24,18,0,413,43,104,66,18,33,22,19,8,7,324,40,90,32,19,14,7,9,5,3,221,75,144,50,23,14,13,4,7,0,336,20,26,8,6,6,7,0,6,0,71,26,51,8,0,0,4,0,0,0,93,4,5,5,3,0,0,0,0,11,39,421,769,613,436,430,372,172,248,45,3504
501011294,0,0,0,4,0,0,0,0,0,8,7,19,9,33,9,14,8,18,4,124,3,3,0,0,4,0,0,4,6,21,7,3,3,9,3,9,0,7,0,44,10,10,11,26,8,17,3,11,0,83,3,17,9,32,15,3,0,25,0,112,13,18,20,53,16,10,5,24,0,154,19,41,32,92,47,24,3,50,0,309,18,68,44,145,56,21,10,49,9,422,27,79,66,154,43,19,9,32,9,435,44,136,94,139,65,14,11,27,0,521,41,139,85,56,40,9,10,13,0,388,41,171,54,20,27,4,11,3,4,341,37,174,45,14,11,6,0,4,0,289,49,201,62,13,10,6,0,3,4,350,15,33,7,0,0,0,0,0,0,67,11,73,6,0,0,3,0,0,0,106,3,6,6,6,4,0,0,4,5,32,343,1168,541,759,342,151,75,266,41,3673
501021005,0,0,0,0,0,0,0,0,0,5,10,14,5,8,9,6,7,6,5,72,0,5,3,0,0,0,0,0,0,9,0,12,3,19,5,7,0,0,0,43,4,9,4,21,0,12,4,4,0,57,4,13,8,22,7,13,0,15,0,81,9,13,10,31,8,14,0,5,0,92,7,13,17,62,15,20,0,25,3,163,6,25,31,92,21,27,0,15,0,221,18,29,41,77,23,24,12,23,7,259,30,40,54,57,30,14,8,12,5,251,18,55,52,24,21,5,5,12,7,196,20,77,41,19,16,8,13,5,4,187,18,83,41,3,6,8,10,4,0,172,30,142,67,7,9,0,13,8,8,293,11,25,19,0,3,0,0,0,5,53,15,25,15,0,0,0,0,0,0,60,0,4,4,5,4,0,0,0,0,16,189,586,411,445,169,147,69,134,33,2173
501021007,0,0,0,0,0,0,0,0,0,6,0,6,9,0,8,3,3,3,4,40,4,0,0,0,0,0,0,0,0,8,0,0,0,5,3,0,0,4,0,10,3,5,4,3,3,0,0,8,0,23,3,5,7,0,5,5,0,6,0,30,8,6,6,12,14,3,3,4,0,43,3,9,11,11,11,8,0,9,0,52,11,8,4,16,6,0,4,13,0,65,7,13,16,9,14,3,0,7,0,75,18,22,19,10,17,0,7,21,3,114,9,19,16,4,7,0,3,12,0,78,10,16,25,6,7,0,10,4,0,76,15,18,30,4,8,0,16,0,0,90,26,27,49,6,9,0,16,5,0,131,6,7,7,0,0,0,5,0,0,31,16,18,0,0,0,0,0,0,0,34,0,0,3,0,0,0,0,0,0,12,142,167,193,78,88,25,63,92,16,865
501021008,0,0,0,0,0,3,0,0,5,6,4,29,5,14,4,3,5,7,3,78,0,0,0,8,0,0,0,0,0,12,0,6,0,5,0,6,0,7,0,28,0,17,3,4,3,6,0,4,0,43,0,17,5,9,4,4,0,3,0,40,4,17,3,26,10,12,0,14,0,83,0,41,16,51,21,5,3,13,0,152,0,83,15,67,21,10,0,19,0,220,10,89,29,78,37,11,9,14,4,264,10,164,35,114,48,7,11,3,5,388,7,225,26,48,38,4,8,3,4,361,10,267,23,69,25,5,8,8,0,414,6,197,14,47,13,0,4,6,0,290,56,262,21,33,17,0,3,4,3,399,14,34,8,0,0,0,0,0,0,57,12,97,13,0,0,0,0,0,0,122,0,11,0,5,3,3,0,0,3,21,132,1514,215,562,241,68,52,87,21,2892
501021009,0,0,0,0,0,0,0,0,6,10,10,13,14,9,5,7,20,16,11,104,3,4,0,0,0,0,0,0,3,13,0,0,0,5,4,8,0,6,0,26,0,8,5,12,4,10,0,9,3,52,0,3,9,16,3,4,4,13,0,59,0,9,16,21,12,4,5,12,4,82,10,7,24,43,10,6,5,17,4,135,5,20,25,47,24,9,8,19,0,159,17,23,31,42,25,15,12,22,0,184,20,36,43,30,34,6,27,24,4,222,8,38,55,17,22,0,39,21,7,208,18,47,96,12,27,0,69,14,3,286,15,58,128,3,10,5,89,23,15,336,75,178,478,16,23,3,181,28,20,1005,23,53,137,0,8,0,19,0,6,251,68,40,102,3,3,0,7,0,3,229,0,6,9,0,0,0,3,4,6,28,268,520,1162,269,226,80,469,206,70,3272
501021010,0,0,0,0,0,0,0,0,0,6,8,4,3,6,7,3,5,6,0,42,7,0,0,0,0,0,4,0,0,9,0,5,3,5,0,0,4,4,0,22,5,4,0,3,0,4,0,6,0,24,0,3,6,0,0,0,0,5,0,17,0,5,6,6,5,0,0,6,0,29,6,0,10,4,12,0,4,8,0,51,9,5,9,5,9,0,5,6,0,42,9,7,14,9,15,0,7,22,0,79,21,8,23,10,16,0,26,13,0,122,14,13,24,0,13,0,26,3,0,101,12,16,31,0,9,0,27,3,3,107,13,22,39,0,7,0,25,0,4,108,35,26,53,0,7,4,24,0,4,152,4,6,4,0,0,0,0,0,0,20,20,4,0,0,0,0,5,0,0,28,3,0,3,4,0,0,0,0,0,14,161,111,239,39,92,16,166,87,10,925
