SA2_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
501011001,..,3,56,203,192,239,257,133,30,1113,..,9,58,86,70,55,30,12,0,323,..,0,0,13,18,7,4,4,0,40,560,..,..,..,..,..,..,..,..,560,..,64,..,..,..,..,..,..,..,64,..,66,19,15,13,8,5,0,0,117,..,5,3,7,5,3,8,3,0,27,..,7,13,0,0,5,0,0,0,21,..,6,18,5,8,7,11,0,0,57,..,8,26,30,51,73,68,36,23,314,12,11,11,11,8,11,11,0,0,71,0,0,4,0,0,0,0,0,0,3,569,176,198,360,369,406,385,190,58,2709,..,0,76,273,210,264,250,95,16,1188,..,11,82,98,62,57,18,9,0,340,..,0,17,45,39,19,3,3,8,132,519,..,..,..,..,..,..,..,..,519,..,85,..,..,..,..,..,..,..,85,..,46,17,8,4,3,0,0,0,75,..,3,0,0,6,10,5,7,4,36
501011003,..,4,106,393,454,448,467,212,44,2119,..,19,130,121,94,66,53,17,3,497,..,0,4,9,33,15,3,3,4,80,1120,..,..,..,..,..,..,..,..,1120,..,201,..,..,..,..,..,..,..,201,..,151,54,23,10,9,0,0,0,242,..,20,8,4,3,6,5,3,0,54,..,7,29,6,3,7,0,0,0,56,..,28,42,14,19,15,8,7,0,132,..,10,24,42,70,66,91,42,12,359,11,16,12,10,20,11,11,15,3,102,0,0,0,0,0,0,0,4,0,7,1134,444,401,635,714,636,657,301,65,4975,..,4,166,549,467,473,428,160,24,2268,..,25,179,137,102,71,30,9,0,553,..,3,9,75,106,28,6,8,0,239,1065,..,..,..,..,..,..,..,..,1065,..,185,..,..,..,..,..,..,..,185,..,69,17,8,6,3,0,0,0,115,..,7,8,0,0,6,20,8,10,58
501011004,..,3,103,309,358,260,245,94,20,1390,..,18,156,145,107,81,28,4,0,533,..,0,3,20,39,11,0,5,5,86,1004,..,..,..,..,..,..,..,..,1004,..,180,..,..,..,..,..,..,..,180,..,143,43,9,9,3,0,0,0,208,..,25,8,8,3,7,4,0,0,55,..,11,21,20,5,4,7,0,0,67,..,37,111,34,23,28,13,3,0,252,..,16,35,62,76,83,73,16,13,379,18,13,14,19,13,14,4,6,0,94,0,0,3,0,0,0,0,0,0,8,1020,442,496,617,636,495,383,128,35,4256,..,0,161,429,353,268,214,63,8,1510,..,31,180,177,127,71,16,3,0,594,..,0,18,121,118,49,17,5,6,338,943,..,..,..,..,..,..,..,..,943,..,158,..,..,..,..,..,..,..,158,..,73,27,16,4,3,0,0,0,124,..,7,6,5,0,11,15,11,3,53
501011293,..,0,101,228,319,331,403,216,41,1642,..,31,97,63,70,53,33,15,3,370,..,0,5,14,29,9,3,6,0,74,763,..,..,..,..,..,..,..,..,763,..,157,..,..,..,..,..,..,..,157,..,164,85,18,19,12,0,0,0,298,..,22,17,0,0,4,13,0,0,61,..,7,8,4,10,0,0,0,0,39,..,22,37,14,15,22,7,6,0,121,..,10,34,49,51,71,95,59,20,387,14,12,16,20,7,9,15,0,0,107,0,0,0,0,0,3,0,0,0,0,777,438,400,415,524,509,579,311,70,4026,..,0,147,308,367,366,369,179,18,1751,..,45,121,74,81,45,36,11,0,420,..,14,41,82,100,43,17,18,11,324,723,..,..,..,..,..,..,..,..,723,..,161,..,..,..,..,..,..,..,161,..,111,14,8,9,8,3,0,0,163,..,17,9,4,7,19,19,9,7,95
501011294,..,4,235,551,603,605,700,452,109,3256,..,59,208,193,135,110,74,17,5,805,..,0,6,30,59,26,8,0,6,142,1739,..,..,..,..,..,..,..,..,1739,..,351,..,..,..,..,..,..,..,351,..,338,115,38,25,6,0,0,0,530,..,36,18,9,11,14,16,4,5,101,..,35,28,14,7,10,4,0,0,93,..,30,44,22,26,36,18,8,0,189,..,20,76,91,116,133,167,94,56,754,29,25,29,18,22,21,16,11,0,157,0,0,3,0,0,0,0,0,0,9,1764,906,758,962,995,965,1001,593,178,8123,..,15,323,686,691,655,691,327,69,3464,..,98,250,195,164,108,67,9,0,894,..,16,88,208,198,80,23,18,16,638,1682,..,..,..,..,..,..,..,..,1682,..,345,..,..,..,..,..,..,..,345,..,220,62,14,14,13,5,0,0,328,..,28,16,8,11,22,28,19,12,141
501021005,..,8,357,711,687,700,601,306,45,3413,..,77,274,170,116,94,47,15,0,803,..,7,15,49,61,12,5,8,3,150,2179,..,..,..,..,..,..,..,..,2179,..,374,..,..,..,..,..,..,..,374,..,374,99,62,21,10,0,0,0,567,..,47,25,13,10,8,13,3,4,129,..,30,22,16,10,4,3,0,0,91,..,26,46,16,22,21,16,0,0,148,..,34,87,91,94,93,92,59,16,560,29,28,28,22,22,19,14,10,0,173,0,0,0,0,0,0,0,0,0,6,2215,1016,951,1146,1045,963,801,399,79,8599,..,21,499,866,758,748,543,228,14,3678,..,130,319,165,126,114,38,8,0,900,..,26,122,210,152,60,28,17,7,619,1962,..,..,..,..,..,..,..,..,1962,..,443,..,..,..,..,..,..,..,443,..,257,53,27,14,3,0,0,0,357,..,30,13,9,12,36,34,22,6,160
501021007,..,3,68,143,197,230,201,101,17,948,..,24,51,57,56,53,31,4,0,271,..,0,5,13,17,8,4,0,0,44,496,..,..,..,..,..,..,..,..,496,..,92,..,..,..,..,..,..,..,92,..,89,29,20,7,6,0,0,0,148,..,10,3,3,5,10,4,0,0,31,..,4,7,3,0,4,0,0,0,23,..,8,12,6,7,7,10,0,0,57,..,11,11,24,29,32,50,28,5,191,10,9,6,9,3,7,3,0,0,45,0,0,0,0,0,0,0,0,0,0,506,241,192,267,319,349,309,141,22,2347,..,8,90,200,231,240,193,60,13,1016,..,31,69,52,62,57,17,4,0,293,..,8,29,47,40,15,20,15,3,174,492,..,..,..,..,..,..,..,..,492,..,91,..,..,..,..,..,..,..,91,..,77,16,11,8,12,0,0,0,119,..,14,0,0,0,16,4,5,0,44
501021008,..,9,75,131,125,170,148,93,28,780,..,50,96,42,40,35,14,3,4,289,..,0,3,23,22,11,8,0,0,76,509,..,..,..,..,..,..,..,..,509,..,87,..,..,..,..,..,..,..,87,..,102,48,21,16,7,0,0,0,195,..,21,14,12,7,6,4,0,0,70,..,14,13,8,11,3,8,0,0,51,..,32,44,11,12,28,10,3,0,142,..,16,48,73,77,101,83,34,12,440,8,12,15,5,6,9,8,4,0,65,0,0,0,0,0,0,0,0,0,7,517,350,361,323,312,364,280,149,45,2699,..,10,112,143,160,166,140,68,13,822,..,65,95,54,40,34,16,8,0,305,..,23,64,110,96,33,15,15,16,372,507,..,..,..,..,..,..,..,..,507,..,104,..,..,..,..,..,..,..,104,..,71,25,14,11,14,6,0,0,126,..,9,11,4,6,10,19,11,0,65
501021009,..,3,76,198,227,319,330,176,23,1345,..,31,121,82,71,54,36,6,0,410,..,0,6,20,20,7,7,3,5,78,745,..,..,..,..,..,..,..,..,745,..,145,..,..,..,..,..,..,..,145,..,184,70,28,18,16,4,0,0,324,..,20,22,3,6,11,14,3,0,82,..,9,14,12,3,3,0,0,0,46,..,14,15,12,17,18,11,4,0,94,..,21,36,60,77,134,151,52,24,550,23,23,17,18,9,10,5,7,4,110,0,0,0,0,0,0,0,0,0,0,772,450,375,424,454,579,568,252,54,3930,..,9,132,211,287,327,314,112,3,1401,..,66,136,90,83,48,27,0,0,453,..,7,74,90,76,33,15,12,11,313,660,..,..,..,..,..,..,..,..,660,..,123,..,..,..,..,..,..,..,123,..,100,35,10,9,7,0,0,0,157,..,19,9,0,10,11,10,9,4,73
501021010,..,3,47,96,144,147,142,54,9,646,..,6,28,33,25,29,15,3,0,139,..,0,0,4,7,0,0,0,0,20,305,..,..,..,..,..,..,..,..,305,..,53,..,..,..,..,..,..,..,53,..,63,22,9,11,0,0,0,0,104,..,5,0,4,0,0,4,0,0,14,..,3,4,0,4,4,0,0,0,13,..,0,0,0,0,0,0,0,0,17,..,3,18,12,28,37,42,13,3,155,5,7,0,5,4,3,3,4,0,29,0,0,0,0,0,0,0,0,0,0,307,148,128,158,227,227,216,77,25,1511,..,7,57,124,169,164,104,40,7,674,..,14,36,35,28,30,8,5,0,157,..,0,10,15,24,3,8,8,0,72,267,..,..,..,..,..,..,..,..,267,..,60,..,..,..,..,..,..,..,60,..,44,19,9,3,0,0,0,0,76,..,4,0,0,0,0,6,3,0,20
