SA2_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
501021252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,8,3,0,0,0,0,0,9,4,0,0,3,0,0,4,12,0,0,5,0,0,13,12,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,33,0,0,29,0,0,62
501021253,0,0,0,0,0,0,0,0,8,4,4,5,0,13,3,27,13,12,3,0,55,19,15,49,28,17,7,131,40,15,9,29,5,0,100,123,9,3,83,13,0,237,385,0,0,177,15,0,574,320,0,0,97,7,0,429,93,0,0,20,3,0,117,37,0,0,5,0,0,39,13,0,0,3,0,0,15,3,0,0,5,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,3,21,3,4,21,15,4,64,1066,76,79,488,81,12,1804
501021254,0,11,0,0,0,0,14,0,15,0,0,0,0,13,0,98,5,5,0,0,108,14,53,5,6,0,0,83,39,22,7,20,3,0,83,92,21,3,38,3,0,163,129,15,3,69,5,0,228,64,4,0,17,0,0,87,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,4,3,0,30,357,247,22,164,19,7,823
501031017,0,0,0,3,11,0,22,0,5,0,0,0,0,6,3,18,0,15,0,0,35,11,13,11,21,5,0,57,16,4,3,17,9,0,47,20,11,6,29,9,0,70,66,6,0,43,7,0,115,46,0,0,23,0,0,71,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,19,0,40,170,53,18,173,57,5,478
501031018,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,7,0,12,0,0,26,0,9,3,20,4,0,35,3,0,0,20,0,0,29,16,0,0,27,3,0,49,41,8,0,46,3,0,95,42,0,0,22,3,0,63,7,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,20,3,0,29,111,27,6,176,28,5,357
501031019,0,12,3,5,4,0,19,0,5,0,0,0,0,9,13,53,5,10,4,0,81,35,18,18,31,17,0,120,40,8,9,16,6,0,76,48,20,0,30,11,0,109,95,11,0,38,6,0,146,55,5,0,13,0,0,72,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,3,0,29,301,131,32,151,51,8,672
501031020,0,0,0,6,9,0,16,0,0,0,0,0,0,3,0,5,3,11,4,0,28,18,0,9,24,7,0,65,12,3,0,14,6,0,37,25,3,6,20,5,0,57,36,6,5,34,0,0,83,10,0,0,10,0,0,20,4,0,0,6,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,7,4,0,13,0,0,0,16,21,0,40,119,27,16,147,58,0,376
502011021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,13,7,9,9,9,3,0,33,3,3,0,5,6,0,20,16,4,3,20,0,0,37,67,0,0,37,0,0,107,104,0,0,42,4,0,148,43,0,0,13,5,0,61,4,0,0,4,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,18,258,16,13,149,17,4,458
502011022,0,0,0,5,0,0,5,0,0,0,0,0,0,4,5,0,3,10,0,0,16,13,3,4,19,0,0,42,13,0,0,32,0,0,43,47,3,0,45,6,0,99,180,0,0,101,3,0,290,160,0,0,49,0,0,208,71,0,0,7,4,0,83,12,0,0,3,0,0,15,4,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,18,3,3,30,509,12,3,296,32,0,848
502011023,0,8,0,0,0,0,11,0,8,0,4,0,0,14,3,36,3,13,5,0,60,0,32,6,16,3,0,60,13,14,8,26,0,0,58,84,19,4,62,4,0,177,247,6,4,119,11,5,385,81,0,3,50,4,0,145,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,24,5,3,49,442,128,27,315,34,9,963
502011024,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,19,9,0,29,34,10,14,14,10,0,81,16,4,5,22,7,0,51,78,0,0,46,3,0,130,290,6,5,131,13,0,443,397,3,29,116,24,0,573,130,0,3,27,0,0,163,25,0,0,4,0,0,36,10,0,0,3,0,0,7,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,11,16,3,4,18,11,6,55,1006,30,58,411,68,13,1585
502011025,4,7,0,5,3,0,21,0,20,3,0,0,0,19,10,101,8,13,0,0,139,67,70,30,40,4,0,214,90,23,6,57,10,4,185,361,9,7,138,22,5,541,515,4,11,161,16,4,707,198,10,9,57,13,0,276,54,5,3,20,5,0,81,28,0,0,6,0,0,36,5,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,8,20,6,7,87,1341,266,98,523,82,20,2327
502011026,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,0,0,18,3,0,28,15,0,0,19,5,0,36,23,0,0,30,4,0,54,140,0,0,38,8,0,185,105,0,0,34,6,0,141,30,0,0,6,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,14,5,0,17,316,0,0,159,27,4,514
502011027,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,13,22,8,0,0,51,8,17,12,19,0,0,55,5,6,8,24,0,0,40,19,12,31,39,5,0,106,236,5,6,121,6,4,369,530,4,0,141,12,0,687,122,0,0,35,0,0,148,18,0,0,5,0,0,28,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,5,12,3,3,42,959,59,81,401,37,13,1554
502011028,0,6,0,0,0,0,8,0,4,4,0,0,0,7,4,66,24,3,0,5,99,12,60,52,10,0,0,133,28,30,18,27,0,0,101,127,26,8,97,10,3,266,255,3,5,102,7,0,372,202,7,3,59,8,0,273,31,0,0,6,0,0,43,11,0,0,3,0,0,22,5,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,4,13,12,3,18,0,4,50,691,206,114,337,30,11,1398
502011029,0,4,0,3,4,0,11,0,3,0,0,9,0,7,0,10,5,15,4,0,44,9,14,7,15,10,0,54,7,8,0,29,12,3,61,41,5,0,49,14,0,106,124,3,0,72,3,0,207,86,0,0,43,7,0,144,12,0,0,7,0,0,25,8,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,4,10,10,4,34,291,63,23,261,68,3,707
503011030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,3,0,0,10,13,0,0,7,0,0,25,20,0,0,10,0,0,34,25,0,0,11,0,0,37,27,0,0,5,4,0,33,20,0,0,4,0,0,21,58,0,0,13,0,0,66,0,0,0,0,0,0,10,174,0,5,64,5,0,247
503011031,0,10,0,4,0,0,13,0,8,0,0,0,0,8,0,34,3,10,0,0,46,6,3,5,11,0,0,25,12,5,3,7,0,0,26,37,4,0,18,0,0,56,92,4,0,45,0,0,139,190,0,0,56,0,0,252,180,0,0,43,0,0,228,140,0,0,23,0,0,168,73,0,0,16,5,0,89,35,0,0,14,0,0,53,33,0,0,5,0,0,40,79,0,0,13,0,0,94,10,3,0,23,6,0,39,883,71,12,286,15,3,1264
503011032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,7,3,0,0,8,0,0,16,5,0,0,10,0,0,12,37,0,0,26,0,0,62,75,0,0,41,0,0,116,100,0,0,45,0,0,142,55,0,0,32,0,0,86,45,0,0,22,0,0,66,46,0,0,7,0,0,51,33,0,0,6,0,0,42,139,0,0,32,0,0,170,8,0,0,14,0,0,22,540,5,0,240,8,3,800
503011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,8,4,0,0,10,0,0,19,14,0,0,13,0,0,31,44,0,0,23,0,0,71,48,0,0,17,0,0,67,36,0,0,9,0,0,45,22,0,0,3,0,0,26,24,0,0,6,0,0,26,36,0,0,9,0,0,39,7,0,0,3,3,0,14,249,0,0,98,7,0,355
503011034,4,7,4,0,0,0,12,0,17,0,0,0,0,13,3,81,0,0,0,0,92,5,30,5,12,0,0,52,55,0,4,24,0,0,86,166,8,5,33,0,0,217,177,4,0,54,7,0,247,111,3,0,55,5,0,171,89,0,0,28,3,0,122,39,0,0,9,0,0,41,38,0,0,10,0,0,55,31,0,0,3,0,0,40,28,0,0,3,0,0,32,63,0,0,24,3,0,88,9,14,4,14,11,4,50,824,166,16,269,31,5,1316
503011035,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,0,4,7,3,0,24,6,8,13,22,3,0,50,5,0,0,11,0,0,21,67,5,10,34,15,0,126,177,4,9,50,22,0,272,303,3,11,83,16,0,416,188,3,10,65,10,0,277,132,0,0,35,4,0,178,103,0,0,20,0,0,129,90,0,0,17,0,0,118,59,0,0,17,0,0,80,165,0,0,26,0,0,190,21,0,4,23,5,0,48,1323,29,56,423,89,5,1929
503011036,0,4,0,0,0,0,3,0,3,0,0,0,0,6,0,56,0,4,3,0,60,8,18,3,5,5,0,35,3,5,0,0,6,0,12,0,7,5,7,80,0,99,8,3,0,9,37,0,57,20,6,6,4,9,0,41,30,4,0,15,5,0,55,28,0,0,15,0,0,48,29,0,0,10,0,0,48,40,0,0,9,0,0,51,31,0,0,8,0,0,35,81,0,0,12,0,0,98,6,6,0,6,9,0,28,299,108,16,106,140,6,679
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
503021038,0,7,0,0,0,0,5,0,6,0,0,0,0,9,4,44,0,10,0,0,56,3,19,8,7,0,0,31,6,3,0,16,0,0,29,31,9,7,12,0,0,60,67,3,0,47,0,0,122,314,4,0,157,12,0,486,230,0,0,104,5,0,336,123,0,0,30,0,0,154,57,0,0,12,0,0,81,29,0,0,12,0,0,39,22,0,0,6,0,0,28,8,0,0,3,0,0,10,15,0,0,7,0,0,32,911,91,15,429,23,9,1475
503021039,0,7,0,0,0,0,9,0,9,0,0,0,0,9,4,62,8,15,0,4,92,25,16,56,30,7,0,127,74,3,3,33,0,0,116,236,4,0,76,7,0,326,429,6,0,134,11,0,581,415,0,0,149,3,0,575,236,6,0,65,4,0,306,136,0,0,41,4,0,182,84,0,0,13,0,0,100,26,0,0,13,0,0,35,4,0,0,3,0,0,11,15,0,0,5,0,0,20,16,4,0,18,4,0,51,1699,115,72,614,44,9,2555
503021040,0,4,0,3,0,0,8,0,14,0,0,0,0,16,5,48,0,4,0,0,59,14,10,4,20,0,0,47,15,3,0,18,4,0,41,53,0,8,28,0,0,95,90,0,0,49,0,0,144,236,0,0,104,7,0,352,216,0,0,62,8,0,288,84,0,0,20,0,0,111,47,0,0,11,3,0,59,27,0,0,9,0,0,35,4,0,0,0,0,0,9,7,0,0,5,0,0,9,10,5,0,8,3,4,26,814,79,23,338,27,5,1294
503021042,0,22,0,3,0,0,30,0,32,13,0,0,0,44,9,166,6,15,0,0,200,17,29,3,20,3,0,77,47,8,0,11,0,0,67,174,16,6,57,7,0,252,258,0,3,101,4,0,375,481,5,3,118,12,0,615,412,0,4,104,10,0,522,272,0,0,71,3,0,344,129,0,0,47,0,0,182,78,0,0,22,0,0,101,71,0,0,12,0,0,87,88,0,0,28,5,0,120,30,12,4,30,7,3,77,2069,293,39,642,53,11,3102
503021043,0,3,0,0,0,0,8,0,18,0,0,0,0,18,15,74,0,23,0,0,112,42,33,19,26,0,0,117,133,8,3,68,9,0,216,557,12,12,157,38,0,774,528,5,5,172,18,0,734,360,3,4,113,7,0,488,212,0,0,56,5,0,276,136,0,0,34,4,0,174,97,0,0,24,0,0,117,55,0,0,13,0,0,71,31,0,0,4,0,0,39,40,0,0,10,4,0,49,23,18,0,20,8,5,72,2216,173,40,729,95,3,3265
503021295,3,12,0,0,0,0,12,0,9,0,0,0,0,11,0,104,5,9,0,0,121,19,31,40,30,0,0,119,47,6,6,25,0,0,78,136,17,10,41,11,0,210,296,13,8,87,11,4,411,897,4,0,134,12,4,1053,586,0,0,68,10,0,671,280,0,0,46,4,0,330,148,0,0,20,0,0,174,88,0,0,12,3,0,110,42,0,0,8,0,0,49,53,0,0,18,3,0,72,22,7,6,30,17,8,91,2623,209,75,529,65,19,3516
503021296,0,7,0,4,0,0,12,0,9,0,0,0,0,12,3,92,7,20,0,0,127,34,29,23,36,0,0,127,41,14,10,37,0,0,97,171,14,11,60,10,5,261,373,4,7,104,18,0,509,794,7,4,188,19,0,1005,487,0,0,132,4,0,621,173,0,0,36,0,0,215,48,0,0,19,3,0,70,18,0,0,3,0,0,23,13,0,0,5,0,0,13,4,0,0,3,0,0,13,31,9,3,39,6,7,86,2200,173,77,680,69,8,3197
503021297,6,14,0,0,0,0,22,0,19,8,0,0,0,23,0,92,4,13,0,0,115,11,23,15,19,3,0,75,39,7,5,15,4,0,67,98,7,5,50,12,0,169,341,9,3,75,11,0,440,1127,0,10,166,24,0,1333,766,0,0,118,5,0,895,265,0,0,43,0,0,307,94,0,0,15,3,0,107,61,0,0,5,0,0,69,26,0,0,3,0,0,36,45,0,0,22,0,0,69,45,18,0,28,29,9,128,2925,192,46,579,94,21,3859
504011044,0,3,0,0,0,0,16,0,10,0,3,0,0,13,4,123,16,12,0,4,156,7,58,14,16,0,0,92,9,16,3,29,0,0,69,34,33,14,55,0,0,139,259,22,6,132,8,0,429,404,5,0,137,3,0,557,119,0,0,19,0,0,138,24,0,0,5,0,0,34,12,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,11,24,3,27,0,10,76,885,298,65,447,26,18,1738
504011045,4,13,0,9,0,0,24,0,26,6,3,0,4,39,6,145,7,24,3,0,187,7,72,20,31,8,0,142,26,27,3,40,0,0,106,114,35,5,81,10,0,251,306,26,10,177,19,0,527,562,13,0,234,17,0,834,298,0,0,79,4,0,383,91,0,0,21,0,0,116,20,0,0,4,0,0,31,7,0,0,5,0,0,19,0,0,0,3,0,0,3,0,0,0,0,0,0,5,24,28,8,33,5,0,89,1477,386,59,748,72,11,2748
