SA2_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
501011001,0,0,0,3,8,0,16,0,0,0,4,0,0,3,0,14,3,11,11,0,44,5,5,0,11,9,0,31,6,0,0,27,6,0,45,12,0,4,29,3,0,52,42,0,0,61,7,0,111,59,0,0,62,6,0,125,25,0,0,6,0,0,36,5,0,0,9,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,16,3,0,0,24,14,3,42,170,21,10,266,68,8,537
501011003,0,0,0,4,0,0,7,0,0,0,5,0,0,8,0,3,0,11,10,0,27,9,4,0,11,8,0,36,17,5,0,24,8,0,50,3,0,0,28,9,0,41,16,0,0,29,9,0,59,81,0,0,85,5,0,177,132,0,0,58,6,0,194,63,0,0,22,0,0,80,18,0,0,10,0,0,33,3,0,0,0,0,0,9,0,0,0,3,0,0,9,15,0,0,29,11,0,51,12,0,0,48,24,0,84,363,23,4,367,100,4,865
501011004,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,13,3,0,38,0,15,3,22,6,0,46,12,5,0,18,0,0,29,17,13,0,29,4,0,57,45,16,0,66,6,0,128,192,5,0,151,4,0,348,97,0,0,53,4,0,163,12,0,0,23,0,0,35,3,0,0,3,27,0,33,0,0,0,3,3,0,11,0,0,0,0,0,0,5,0,0,0,12,0,0,13,10,7,0,32,13,3,61,396,76,7,420,77,3,968
501011293,0,5,0,6,0,0,9,0,4,0,0,0,0,4,0,58,5,4,0,0,62,5,40,15,7,7,0,75,0,13,0,13,0,0,31,8,24,0,9,7,0,51,92,15,0,59,5,0,175,262,9,0,89,4,0,362,113,0,0,20,0,0,131,19,0,0,6,0,0,28,3,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,11,0,13,9,3,35,520,163,25,236,42,5,990
501011294,5,9,0,5,0,0,18,0,11,0,0,0,0,15,0,114,10,9,11,0,149,5,53,19,14,7,0,105,7,19,5,30,19,0,77,18,37,15,40,20,0,125,127,25,5,119,34,0,311,429,14,0,201,27,0,666,203,0,0,47,7,5,258,34,0,0,8,3,0,39,5,0,0,0,0,0,11,0,0,0,0,7,0,6,0,0,0,0,0,0,3,0,0,0,7,7,0,11,12,17,4,23,12,6,69,845,297,56,505,153,10,1862
501021005,0,3,0,3,0,0,6,0,8,4,0,0,0,12,6,36,5,11,4,0,55,5,20,0,7,9,0,40,11,14,3,21,9,0,60,20,17,6,29,3,0,70,180,10,6,120,9,0,323,391,5,0,124,18,0,538,90,0,0,16,0,0,101,9,0,0,6,8,0,15,4,0,0,3,5,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,9,26,6,59,725,104,18,342,92,4,1289
501021007,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,13,0,4,0,0,15,0,14,3,10,5,0,31,4,5,4,5,0,0,17,7,3,0,15,0,0,34,29,0,0,41,3,0,74,68,0,0,37,0,0,103,10,0,0,3,0,0,20,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,10,3,0,20,124,41,9,135,23,0,332
501021008,0,10,0,0,0,0,13,0,21,0,4,0,0,29,3,82,7,11,0,0,104,4,41,25,16,4,0,84,13,21,11,24,0,0,64,117,22,7,62,8,3,216,234,6,0,117,5,0,365,101,0,15,31,18,5,171,15,0,0,3,3,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,17,5,4,45,501,215,59,289,41,10,1112
501021009,0,0,0,7,0,0,3,0,7,0,0,0,0,7,3,46,0,14,3,0,73,14,20,5,27,5,0,68,25,20,0,40,4,0,87,95,22,0,60,7,0,186,86,6,0,47,11,0,150,35,0,0,19,3,0,58,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,16,8,4,48,265,131,12,230,48,3,688
501021010,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,13,0,0,4,10,8,0,23,0,0,0,6,9,0,17,0,0,0,17,3,0,24,17,0,0,19,4,0,32,16,0,0,10,0,0,25,7,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,9,38,3,12,84,27,0,170
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,5,0,0,21,5,10,0,4,0,0,18,6,7,3,27,0,0,44,18,0,0,31,3,0,55,143,4,0,100,9,0,264,297,0,3,87,9,0,393,55,0,0,10,6,0,74,13,0,0,4,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,21,19,4,47,550,39,9,287,49,3,939
501021014,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,34,6,16,8,5,63,3,12,7,33,13,0,72,21,11,3,41,18,0,90,41,6,5,68,29,3,148,110,7,0,98,15,0,231,71,0,3,52,12,0,140,8,0,0,5,0,0,13,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,14,14,4,44,259,88,27,330,113,11,823
501021015,0,0,0,0,4,0,3,0,5,0,0,4,0,9,9,26,0,13,0,0,54,4,27,19,16,4,0,55,6,9,0,25,0,0,43,61,16,3,48,4,0,133,180,10,7,91,6,0,288,153,0,3,54,6,0,215,18,0,0,3,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5,6,3,7,5,3,32,437,93,38,262,31,3,861
501021016,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,5,3,0,14,0,3,0,7,0,0,20,10,0,0,18,7,0,33,21,3,4,26,8,0,63,36,3,3,28,10,0,76,25,0,0,5,6,3,30,3,0,0,3,0,0,4,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,26,90,24,10,110,48,7,284
501021251,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,49,15,0,0,0,60,0,36,34,5,0,0,83,3,16,8,8,0,0,35,5,22,6,17,0,0,50,77,8,0,58,3,0,145,337,0,0,79,6,5,432,58,0,0,16,0,0,72,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,4,9,10,3,48,510,140,71,190,21,10,947
