SA2_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
501021014,3,0,56,42,10,56,23,77,3,273,12,22,81,27,25,20,30,68,9,300,55,77,151,50,56,20,60,260,14,740,85,96,160,70,79,39,87,174,27,824,132,130,181,104,112,52,119,132,23,986,136,115,106,88,85,46,127,108,9,814,81,22,25,15,26,7,27,39,10,250,30,0,0,0,0,0,0,8,5,43,6,0,0,0,0,0,0,0,0,3,541,458,762,386,401,244,474,863,98,4232
501021015,0,4,19,30,4,80,8,50,0,197,15,18,77,57,30,41,30,50,0,309,67,107,158,91,60,55,60,129,7,739,62,95,149,68,67,36,58,88,9,628,60,89,97,89,89,57,80,86,17,659,55,78,76,70,89,47,77,88,5,582,14,24,23,17,25,8,21,17,0,154,4,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,276,414,592,428,361,325,329,509,48,3280
501021016,0,0,29,13,3,24,5,27,0,113,3,5,35,20,12,9,11,21,7,119,18,23,66,18,24,14,37,36,5,231,36,35,79,31,30,16,57,45,9,338,55,39,89,37,40,18,70,44,16,412,40,37,84,39,33,20,65,50,5,373,27,10,8,7,5,0,21,21,0,115,12,3,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,191,154,399,173,150,103,261,245,48,1724
501021251,4,10,43,59,24,141,14,108,4,407,11,34,97,75,47,44,41,57,4,407,63,166,214,127,91,69,65,105,8,910,115,299,169,145,149,56,105,99,20,1168,136,257,188,136,159,63,91,88,19,1142,67,119,103,78,77,39,83,58,0,633,10,27,17,11,22,7,8,18,0,112,5,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,417,911,833,634,570,430,406,538,69,4800
501021252,0,0,21,27,6,49,3,29,0,136,0,4,30,15,5,12,10,14,0,93,10,34,34,16,7,7,14,24,0,146,39,69,65,19,28,8,14,15,10,265,51,105,88,40,59,16,29,34,4,425,43,101,43,26,51,6,25,21,4,325,19,25,16,3,5,3,7,5,0,92,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,166,343,304,144,171,110,102,139,16,1496
501021253,3,3,58,87,18,114,13,74,10,373,13,76,86,71,37,38,37,71,8,440,75,354,211,97,136,77,59,116,15,1137,156,336,221,110,123,58,75,113,17,1215,196,390,213,142,189,85,87,122,17,1432,176,297,168,110,171,69,89,96,12,1180,60,108,42,31,48,32,37,33,10,400,9,5,0,3,4,3,4,3,0,42,0,0,0,0,0,5,0,0,0,3,683,1579,997,645,722,476,408,625,86,6218
501021254,0,0,16,26,0,36,11,37,3,126,7,12,44,40,15,28,13,50,6,213,16,41,81,59,30,33,33,78,9,377,29,41,97,57,43,24,48,76,8,426,33,54,65,60,34,31,63,73,9,421,19,39,43,35,48,23,55,53,8,320,8,9,14,14,13,5,15,18,4,89,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,111,203,354,286,178,181,240,383,44,1977
501031017,0,0,15,28,7,35,3,39,0,129,16,8,37,18,6,16,17,40,4,166,48,61,91,35,28,19,46,60,8,405,102,119,103,53,46,33,64,45,9,566,164,99,101,82,67,30,70,75,6,702,157,90,102,70,85,41,102,77,9,736,122,32,27,15,20,11,17,33,3,284,49,3,0,3,6,0,0,9,0,75,3,0,0,0,0,0,0,0,0,3,659,422,472,304,272,192,322,378,47,3066
501031018,8,0,30,30,7,32,8,43,5,166,8,15,43,18,12,14,11,40,0,150,31,41,88,21,21,24,32,74,8,346,83,85,99,46,48,23,70,56,13,517,127,106,86,57,74,21,89,69,13,632,110,99,78,79,66,24,73,68,6,614,73,43,27,17,11,10,20,24,3,227,25,5,0,0,4,0,0,6,7,48,0,0,0,0,0,0,0,0,0,5,463,394,448,265,249,149,305,378,44,2696
501031019,6,0,28,27,6,59,8,38,3,173,7,17,49,23,8,19,22,47,0,197,44,60,81,45,39,30,33,91,8,422,81,64,60,43,53,27,44,76,4,452,95,54,68,51,56,37,54,80,5,496,86,52,68,59,71,31,67,102,10,551,51,18,19,20,22,13,19,30,0,192,15,0,0,3,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,5,384,264,376,271,259,218,253,470,33,2518
501031020,4,0,24,19,0,21,8,51,3,134,11,7,19,7,7,4,8,36,3,100,71,43,39,39,32,12,14,95,3,349,99,76,50,26,35,23,28,73,8,420,148,77,58,65,51,22,46,81,5,549,148,110,68,57,64,33,50,96,8,629,126,34,21,16,19,11,19,28,3,282,39,0,0,0,4,0,0,5,4,54,3,0,0,0,0,0,0,0,0,3,652,347,274,234,207,128,172,459,44,2521
502011021,3,0,33,53,3,76,4,68,4,248,7,9,42,49,11,40,15,40,3,220,43,69,142,56,53,30,48,48,13,495,59,120,136,101,63,47,90,68,16,704,103,124,158,83,87,54,87,78,17,791,79,102,103,66,70,51,74,52,8,616,18,28,25,3,23,16,16,13,3,152,3,0,0,0,4,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,308,459,641,421,330,303,341,360,68,3240
502011022,7,0,49,50,9,85,12,50,4,264,17,30,70,63,20,49,16,49,4,321,51,108,155,83,60,39,46,52,6,597,90,118,140,82,88,42,61,48,9,686,126,144,147,112,102,57,86,67,21,863,85,120,133,102,109,52,85,72,12,767,40,46,31,19,35,19,20,20,3,235,3,4,0,0,5,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,406,579,717,510,435,349,327,364,64,3756
502011023,0,3,32,40,10,65,7,51,6,210,16,22,71,53,23,59,14,61,6,335,38,78,130,97,40,62,83,87,15,622,55,66,133,97,40,42,81,79,9,602,62,92,129,127,64,52,118,79,14,725,47,78,114,104,81,49,106,93,5,668,7,13,21,13,12,10,29,29,0,147,0,6,4,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,231,354,630,532,266,335,443,476,62,3329
502011024,3,9,62,104,17,221,27,122,9,577,19,56,132,131,48,102,52,77,10,631,80,226,292,164,100,96,106,101,29,1184,169,300,280,217,168,85,149,102,26,1491,219,332,292,247,240,130,203,133,15,1806,216,296,262,201,213,112,165,105,25,1589,69,77,68,40,61,39,46,30,12,438,7,5,7,3,7,3,3,0,6,51,0,0,0,0,0,0,0,0,0,0,790,1300,1390,1105,860,788,746,676,126,7769
502011025,7,0,22,28,4,51,3,47,3,170,11,26,70,74,22,60,25,59,7,360,54,97,128,122,53,57,58,80,9,658,68,89,119,71,62,39,62,79,9,593,94,109,131,90,76,51,79,108,16,750,88,111,104,82,85,69,96,100,10,758,18,36,30,21,27,22,16,22,3,192,9,5,0,0,5,5,0,3,4,29,0,0,0,0,0,0,0,0,4,3,349,475,598,493,338,354,342,500,69,3516
502011026,0,3,41,30,11,72,10,40,5,194,8,20,60,36,7,28,22,37,3,223,33,57,100,35,46,21,43,43,3,391,43,58,96,43,47,31,53,31,5,418,67,68,112,59,66,33,89,46,12,556,78,57,88,65,56,36,76,50,10,520,29,21,20,10,22,17,18,12,0,158,3,0,0,0,0,4,6,0,0,17,0,0,0,0,0,0,0,0,0,0,262,295,518,285,251,240,316,264,41,2470
502011027,5,6,67,139,26,245,37,177,10,708,40,75,169,175,66,134,65,103,18,843,165,313,443,289,211,154,198,161,35,1972,241,420,411,322,264,136,201,177,31,2204,270,377,313,275,248,125,188,116,23,1938,160,247,229,185,192,98,150,109,20,1379,41,42,31,34,45,23,31,26,4,272,4,4,0,0,4,0,3,3,3,28,0,0,0,0,0,0,0,0,0,0,936,1479,1665,1420,1050,917,880,866,146,9348
502011028,0,3,22,51,10,71,6,64,7,243,9,25,57,67,24,62,27,52,6,329,54,75,154,80,56,42,51,77,17,608,64,96,106,103,73,38,82,81,9,648,98,113,153,117,103,60,106,78,12,849,82,110,112,132,108,54,106,95,22,832,23,33,17,27,32,25,40,32,4,239,5,5,3,0,3,7,3,4,3,36,0,0,0,0,0,0,0,0,6,3,332,463,641,580,406,368,432,491,77,3786
502011029,3,6,45,49,4,99,18,72,3,298,12,15,82,57,28,36,31,53,3,321,58,70,198,79,72,39,86,72,15,692,88,104,184,102,85,47,124,78,7,820,104,101,142,100,100,58,152,94,20,872,80,66,139,80,71,47,114,87,15,695,54,22,26,17,19,7,30,32,5,198,16,0,4,0,0,0,5,5,5,35,0,0,0,0,0,0,0,0,0,0,409,383,818,485,379,331,557,498,74,3939
503011030,4,8,9,67,15,74,17,54,0,242,13,74,14,69,51,51,9,11,0,297,38,148,25,26,27,9,9,11,10,297,136,221,19,26,45,17,3,7,8,473,280,393,27,33,97,37,4,13,13,891,175,327,21,20,76,38,4,13,9,681,44,102,12,10,28,4,8,3,12,210,5,28,0,0,14,5,0,0,4,58,4,3,0,0,5,0,0,0,5,17,693,1291,128,251,346,236,49,102,56,3167
503011031,0,18,12,99,15,67,6,42,4,249,18,116,35,101,64,67,14,21,0,435,90,476,57,78,58,40,9,25,5,845,161,376,33,50,86,27,4,12,12,755,243,357,26,51,110,41,10,22,8,878,157,279,34,51,77,37,8,16,8,661,72,148,19,8,27,22,5,5,8,305,27,37,3,0,11,7,0,4,9,103,6,4,0,0,0,0,0,0,0,9,779,1804,218,431,441,310,63,145,62,4254
503011032,3,17,11,92,14,51,9,30,5,232,18,79,32,103,38,44,13,28,6,361,88,387,47,58,67,33,9,18,9,710,152,326,39,18,52,30,4,5,15,635,231,416,26,29,82,49,9,7,16,866,183,344,18,32,68,48,9,9,16,723,94,137,4,13,26,15,4,8,6,316,22,23,0,0,8,3,0,0,5,66,0,0,0,0,0,0,0,0,0,3,781,1729,180,354,353,281,53,97,80,3906
503011033,6,13,11,97,26,105,14,61,4,336,12,78,31,76,51,50,12,22,5,331,67,233,33,33,49,14,11,12,9,455,214,462,31,26,80,25,14,14,12,874,330,585,56,56,126,30,10,14,16,1226,216,400,46,49,107,27,5,10,12,878,48,101,12,14,27,3,0,5,0,212,3,12,0,0,3,0,0,0,0,30,0,3,0,0,0,0,0,0,0,6,888,1876,225,351,477,258,67,141,58,4337
503011034,4,13,16,120,19,97,13,50,0,320,18,114,37,129,76,65,8,40,10,491,75,368,67,118,68,55,28,54,7,831,219,440,65,59,80,36,24,34,18,982,337,505,52,67,119,54,22,22,17,1194,211,345,38,44,82,41,10,29,18,818,99,149,19,18,45,21,6,14,10,373,30,23,0,0,4,4,3,3,0,76,0,0,0,0,0,0,0,0,0,3,1000,1965,294,557,491,357,103,245,80,5090
503011035,3,59,27,291,52,182,27,123,12,789,45,340,57,423,151,192,37,100,14,1354,135,768,97,145,134,69,38,57,12,1446,299,924,69,79,117,35,25,46,36,1625,460,909,69,62,184,67,16,30,37,1836,314,725,54,49,139,64,6,26,14,1387,151,339,25,15,86,33,5,17,14,685,36,77,5,0,21,11,4,4,7,175,5,3,0,0,3,0,0,0,4,13,1445,4148,399,1074,887,656,157,400,150,9310
503011036,5,17,17,100,18,85,15,61,0,314,14,97,20,109,46,68,9,25,3,393,84,321,45,84,59,28,3,12,9,645,198,432,33,73,78,16,11,15,8,862,357,534,43,67,115,44,5,13,11,1170,218,389,31,34,77,29,8,16,11,807,77,158,21,20,43,17,4,7,0,356,5,28,0,0,5,6,0,0,0,53,0,0,0,0,0,0,0,0,0,0,959,1976,207,485,435,286,54,150,47,4597
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,0,0,0,17
503021038,0,3,17,75,16,119,9,60,3,307,18,114,57,128,54,75,19,39,6,509,175,845,137,149,151,52,42,49,22,1631,390,823,134,96,132,51,28,32,19,1699,341,654,109,85,169,65,30,32,17,1506,169,321,79,61,113,42,31,42,6,859,30,80,19,22,35,7,3,17,3,223,11,6,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1141,2845,546,614,679,414,163,264,74,6752
503021039,9,13,19,123,23,128,9,107,8,438,43,165,84,246,98,167,30,82,14,927,244,1023,246,286,274,147,66,108,24,2417,445,987,163,137,217,71,62,53,24,2163,432,695,151,112,233,76,34,60,24,1805,296,487,112,85,236,75,40,63,16,1413,78,188,31,29,59,34,13,20,8,450,4,14,0,0,7,4,0,9,0,35,0,0,0,0,0,0,0,0,0,0,1544,3568,810,1010,1148,698,254,493,110,9639
503021040,0,6,13,40,6,67,6,44,5,190,23,115,48,133,51,65,11,31,11,485,170,675,142,159,155,83,25,50,11,1467,303,588,104,85,110,48,19,44,11,1307,203,430,87,65,133,43,20,32,9,1032,162,281,56,47,106,36,20,35,8,752,29,86,22,11,27,8,10,18,10,221,6,9,5,0,3,0,0,4,0,28,0,0,0,0,0,0,0,0,0,0,885,2199,484,545,588,344,114,253,69,5484
503021042,4,16,14,115,17,112,13,80,3,371,32,209,64,181,98,128,13,43,8,782,208,1303,123,161,186,86,34,81,26,2200,378,1046,106,108,167,48,24,58,20,1964,408,844,88,83,169,56,28,56,26,1759,268,658,63,71,162,62,27,49,12,1373,108,284,24,32,73,35,12,12,5,590,15,50,3,4,15,9,0,5,8,106,0,5,0,0,0,0,0,0,0,9,1417,4411,479,758,886,542,153,384,119,9148
503021043,4,12,21,101,31,133,9,84,0,399,38,181,96,200,76,146,29,109,7,873,237,1069,252,433,230,154,120,388,39,2930,437,1123,212,252,243,117,106,283,38,2804,418,828,109,120,203,61,44,88,13,1890,234,485,113,85,164,57,26,44,17,1224,84,156,42,26,73,23,19,29,3,453,12,13,4,4,5,9,4,8,0,52,0,3,0,0,0,0,0,0,0,11,1458,3876,846,1218,1018,693,357,1030,124,10622
503021295,6,6,15,34,10,35,3,25,0,127,27,152,71,188,72,75,23,63,9,679,281,1141,262,343,272,124,84,199,39,2742,313,649,188,126,148,50,63,74,23,1636,216,309,94,75,144,54,55,49,18,1022,206,268,95,45,133,34,38,43,12,883,77,82,19,11,44,21,9,9,4,276,14,17,0,0,12,4,0,3,0,53,0,3,0,0,0,0,0,0,0,3,1129,2629,748,833,845,399,281,463,103,7428
503021296,0,8,8,27,6,27,4,15,5,98,27,157,65,169,94,78,25,75,15,695,310,1219,314,323,337,136,58,170,46,2923,298,696,185,130,158,61,53,67,18,1672,174,312,64,67,88,41,32,35,13,835,100,187,44,39,99,32,19,38,9,563,31,57,18,18,23,11,12,10,0,176,5,4,0,0,4,5,0,3,0,20,0,0,0,0,0,0,0,0,0,0,952,2641,698,781,804,392,202,414,107,6991
503021297,7,5,12,38,11,45,4,17,0,135,40,194,87,244,91,91,30,86,14,885,348,1386,336,359,317,134,95,233,40,3256,296,738,218,119,181,53,69,82,31,1798,243,315,113,65,99,38,57,47,17,998,186,220,86,43,94,32,42,31,14,753,51,73,15,14,27,10,6,8,0,208,4,5,0,0,0,0,0,4,4,23,0,0,0,0,0,0,0,0,0,0,1176,2942,859,883,831,417,309,513,133,8059
504011044,4,9,29,85,16,96,24,95,8,355,39,79,107,131,67,102,34,74,11,634,184,543,277,204,181,106,85,97,31,1704,257,627,284,158,237,97,89,93,26,1872,251,448,234,165,277,91,92,87,20,1669,183,270,164,145,219,86,91,122,12,1282,31,69,40,43,58,28,31,42,0,333,0,11,5,5,3,3,0,8,0,37,0,0,0,0,0,0,0,0,0,0,946,2042,1141,929,1060,607,445,613,116,7887
504011045,3,16,42,133,19,181,27,125,3,543,37,154,121,223,103,174,69,113,14,1017,344,1107,398,337,350,155,123,158,46,3016,559,1187,403,252,395,104,108,158,45,3216,496,804,329,243,401,114,101,128,35,2651,283,477,227,203,312,88,106,144,15,1856,72,124,62,47,83,36,38,42,3,504,3,8,3,8,13,0,4,3,0,45,0,0,0,0,0,0,0,0,0,3,1802,3888,1579,1444,1675,857,571,872,172,12855
504011046,0,4,12,39,3,57,9,38,3,175,32,141,69,171,95,110,38,73,8,736,198,958,329,327,272,135,127,168,35,2559,308,727,202,173,214,83,101,100,26,1937,236,380,109,102,175,53,54,59,19,1181,135,213,61,84,125,44,45,49,19,781,37,70,11,29,30,13,16,18,3,238,9,9,0,0,3,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,953,2511,798,922,927,497,391,514,122,7634
504011047,4,5,45,85,17,190,20,127,7,505,44,132,165,216,94,170,71,147,20,1063,260,712,475,358,355,181,190,243,65,2841,319,618,379,283,312,135,156,186,64,2455,240,365,345,215,318,120,174,224,44,2035,147,252,268,205,314,119,153,184,21,1659,48,65,81,47,76,30,37,75,6,471,3,17,7,0,11,0,4,6,3,56,0,0,0,0,0,0,0,0,0,0,1062,2169,1765,1406,1492,956,812,1184,221,11080
