SA2_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
501011001,0,0,20,38,5,46,0,34,5,148,9,0,25,21,5,13,3,29,0,106,52,89,85,60,36,21,18,64,0,423,114,158,145,80,69,39,46,95,11,744,137,111,106,55,69,49,36,71,13,662,132,94,87,59,85,48,41,87,11,646,95,31,22,6,28,15,15,30,4,245,33,0,0,0,7,5,0,5,5,60,4,0,0,0,0,0,0,0,3,8,583,488,487,315,298,232,158,412,50,3041
501011003,3,3,58,113,3,92,7,90,15,385,13,21,75,51,9,26,9,36,7,251,123,203,200,127,66,37,28,100,13,896,270,363,257,125,140,85,45,110,20,1411,284,342,205,105,156,99,62,141,13,1400,236,227,139,86,133,100,51,119,22,1101,119,95,36,17,46,49,32,39,4,438,24,9,4,0,0,4,0,12,0,57,8,0,0,0,0,0,0,0,0,6,1077,1256,975,616,557,489,229,650,97,5949
501011004,9,6,42,78,0,85,7,88,4,306,13,11,49,53,12,34,9,60,0,233,112,156,218,149,53,60,36,150,10,944,195,311,227,151,103,73,71,148,15,1295,205,271,179,133,120,95,59,132,9,1212,117,178,124,90,83,77,56,93,13,833,46,69,26,4,35,28,19,21,9,256,0,6,0,4,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,6,693,1016,872,653,407,450,250,700,58,5104
501011293,5,7,38,54,3,126,5,46,5,287,20,15,85,45,21,48,12,60,3,307,50,130,148,73,63,46,40,103,11,660,98,153,160,82,91,65,45,79,9,781,151,215,146,119,115,72,77,104,19,1016,102,121,98,105,125,61,75,100,16,801,47,33,26,25,41,20,21,34,9,249,10,3,0,0,5,0,0,4,0,28,0,0,0,0,0,0,0,0,0,4,481,673,709,506,458,440,276,532,69,4147
501011294,0,8,92,179,10,246,17,159,11,728,18,38,147,91,35,68,26,116,4,552,143,212,339,201,108,102,70,167,19,1356,222,360,363,259,208,109,127,204,36,1876,233,367,319,259,270,150,161,215,22,1992,213,258,201,185,188,137,153,202,22,1567,72,61,46,42,64,54,53,56,12,458,10,5,4,3,11,3,3,8,4,51,0,0,0,0,0,0,0,0,5,3,913,1306,1505,1218,893,874,621,1118,136,8589
501021005,8,7,94,103,22,234,29,176,10,685,16,39,154,92,65,66,58,107,11,621,104,273,423,170,176,103,182,204,29,1657,205,379,420,246,248,135,245,209,36,2122,214,303,359,249,281,116,230,147,31,1922,126,254,258,157,196,90,171,144,14,1414,30,69,49,29,52,14,44,32,8,338,6,3,0,0,5,0,7,5,0,20,0,0,0,0,0,0,0,0,0,3,713,1327,1757,1041,1043,773,955,1028,135,8788
501021007,7,0,22,28,4,50,0,42,4,159,6,8,48,23,11,12,15,30,0,156,39,52,80,32,32,20,33,59,0,347,54,94,96,53,53,29,58,47,13,498,83,103,90,76,68,24,75,76,11,605,84,80,67,68,63,30,79,67,6,541,45,21,13,10,17,9,17,23,0,149,10,0,0,0,0,0,4,3,7,24,0,0,0,0,0,0,0,0,0,0,331,360,422,298,241,171,281,339,42,2485
501021008,0,0,25,28,12,52,5,50,4,172,13,9,56,48,23,35,19,58,0,284,41,93,101,71,39,48,49,96,9,551,33,84,95,67,47,37,50,89,18,518,41,55,85,84,53,40,66,97,14,530,47,58,64,71,63,38,70,76,5,489,6,18,11,13,13,5,25,18,4,120,3,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,183,318,439,387,250,265,295,485,56,2678
501021009,0,0,45,34,7,59,12,62,5,226,4,4,80,30,26,28,34,62,5,273,29,49,176,63,45,32,79,90,7,590,45,91,155,85,74,45,108,85,19,699,65,77,182,96,82,45,126,106,9,774,55,56,125,68,51,46,140,95,18,656,22,19,15,17,14,3,27,28,7,145,12,6,3,0,0,0,3,4,6,26,8,0,0,0,0,0,0,0,0,5,229,308,792,391,291,252,530,541,75,3402
501021010,6,0,14,18,4,21,3,40,4,106,4,8,23,12,11,13,9,15,0,96,17,40,60,15,28,11,22,21,3,209,46,58,62,31,44,13,34,29,6,319,81,69,62,33,51,16,42,40,4,395,71,60,34,29,40,20,43,27,6,329,44,18,14,0,15,4,9,16,0,118,18,0,0,0,5,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,291,243,273,135,196,92,168,182,24,1600
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
501021012,4,0,38,58,16,149,14,103,3,379,22,23,102,76,45,63,43,88,6,462,86,161,317,111,150,118,131,124,30,1221,135,233,240,156,152,91,145,139,21,1302,101,171,203,150,163,92,122,118,16,1135,77,122,145,109,132,73,133,86,14,896,27,32,29,20,28,13,28,20,3,191,3,0,0,0,4,4,4,8,0,19,0,0,0,0,0,0,0,0,0,0,446,740,1067,675,685,596,621,682,98,5616
