SA2_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
504031060,1072,1167,2247,535,299,831,153,344,496,51,42,88,26,23,44,750,711,1463,270,401,674,3.2,3.2,3.2,70,60.8,65.2,67.8,58.9,63.1,24,58,83,16,33,53,116,185,298,98,136,241,364,139,501,7,33,39,22,29,50,393,199,589,1105,1172,2276,117,144,257,860,886,1746,320,383,703
504031061,2028,2177,4209,1096,690,1787,277,607,884,80,91,170,58,59,114,1507,1447,2959,464,681,1145,3.9,4,4,74.4,66.5,70.3,71.5,63.9,67.5,93,96,191,36,75,110,297,453,751,169,233,404,586,312,897,23,39,63,22,61,86,625,412,1038,2100,2105,4204,386,448,836,1239,1242,2485,1083,1165,2243
504031062,4675,4856,9531,2375,1374,3750,637,1300,1943,171,211,382,190,162,353,3374,3056,6429,1085,1602,2686,5.5,5.4,5.5,72.2,62.9,67.5,68.2,59.5,63.8,185,192,375,72,130,197,579,825,1404,398,515,912,1154,653,1805,76,96,173,57,117,171,1286,866,2154,5111,5238,10347,677,667,1345,3328,3316,6643,2015,2154,4173
504031063,23,3,22,10,3,10,3,0,3,0,0,0,0,0,0,10,3,13,0,0,3,0,0,0,57.9,66.7,59.1,57.9,66.7,59.1,0,0,0,0,0,0,3,0,3,0,0,0,5,0,11,0,0,0,0,0,0,5,0,11,5,3,8,10,0,10,3,0,5,8,3,10
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,2319,2417,4738,983,571,1554,285,633,924,91,91,179,88,75,165,1451,1375,2821,685,880,1561,6,5.7,5.9,62.5,56.7,59.5,58.7,53.5,56,46,77,123,22,55,77,169,275,447,159,260,415,630,331,964,24,48,70,27,77,99,681,450,1133,2272,2340,4615,301,341,648,1577,1589,3170,866,950,1818
504031066,4859,4989,9847,1869,1169,3038,612,1137,1749,143,141,277,206,172,380,2829,2621,5446,1412,1793,3208,7.3,6.6,6.9,58.2,52.5,55.3,53.9,49,51.4,163,179,340,72,108,179,456,676,1136,346,485,830,1054,613,1664,83,109,193,54,115,171,1196,837,2030,3971,4036,8002,951,1075,2035,2321,2328,4651,2362,2541,4900
504031067,2607,2779,5385,1385,776,2164,345,833,1178,105,99,197,108,123,224,1940,1831,3765,590,874,1465,5.4,6.6,6,74.4,65.8,70,70.4,61.4,65.8,41,65,106,22,57,75,204,273,477,183,283,461,772,474,1244,53,58,107,35,86,119,860,613,1473,2896,2923,5816,361,384,743,2089,2081,4175,963,1058,2024
504031068,4372,4763,9138,2369,1465,3836,579,1422,2004,184,182,370,143,145,287,3275,3223,6498,984,1434,2419,4.4,4.5,4.4,75,67.5,71.1,71.7,64.5,68,154,159,317,57,146,202,472,685,1160,479,572,1048,1276,751,2030,57,110,168,50,116,170,1386,978,2367,4966,5126,10089,743,822,1561,3211,3317,6523,2076,2288,4367
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,5186,5924,11107,3180,1992,5170,653,1848,2500,261,263,525,190,206,400,4282,4311,8594,781,1474,2252,4.5,4.8,4.6,82.6,72.8,77.4,78.9,69.3,73.8,159,225,383,56,153,212,552,985,1535,528,744,1278,1534,1033,2567,96,120,221,88,147,237,1718,1306,3021,5961,6483,12443,1023,1163,2188,3315,3623,6939,3025,3433,6458
504031299,3905,4129,8034,2465,1361,3824,561,1249,1806,158,202,360,101,153,261,3281,2964,6242,537,1065,1609,3.2,5.2,4.1,84,71.8,77.7,81.3,68.1,74.5,147,209,359,41,103,147,527,809,1337,426,488,911,1118,685,1800,71,63,133,65,79,144,1254,823,2083,4370,4514,8881,775,775,1555,2064,2132,4191,2506,2654,5163
504031300,6409,7313,13727,3373,2021,5390,835,2022,2852,229,244,477,285,288,568,4720,4573,9290,1401,2411,3813,6,6.3,6.1,73.6,62.5,67.7,69.2,58.6,63.5,142,163,304,55,119,171,488,857,1346,514,806,1318,1798,1220,3014,129,192,319,90,179,267,2016,1592,3600,7266,7833,15102,1069,1246,2311,4994,5279,10263,2746,3242,5980
505011070,3908,4224,8129,2079,1187,3267,515,1333,1851,150,219,369,169,122,284,2908,2861,5771,884,1246,2131,5.7,4.2,5,74.5,67.7,71,70.2,64.9,67.4,125,133,257,52,152,201,438,816,1254,312,488,793,1334,623,1962,38,71,109,58,108,170,1435,805,2240,4223,4303,8533,589,667,1256,2832,2851,5681,1607,1802,3407
505011071,5205,5615,10819,2847,1619,4465,800,1870,2675,182,208,391,178,184,364,4009,3885,7891,1085,1597,2676,4.5,4.7,4.6,77,69.2,72.9,73.6,65.9,69.6,195,202,401,109,168,274,693,1067,1758,520,675,1195,1533,748,2281,73,109,181,70,144,218,1675,999,2676,5583,5831,11418,735,824,1555,4028,4220,8244,1990,2127,4120
505011072,5810,6334,12139,2874,1503,4377,858,2129,2985,153,225,382,203,149,351,4090,3999,8095,1629,2212,3840,4.9,3.7,4.3,70.5,63.2,66.7,67,60.9,63.8,468,410,883,166,328,494,1292,1577,2868,637,761,1399,1227,580,1804,65,82,150,64,165,229,1356,821,2183,6665,6961,13626,764,793,1558,4890,5085,9974,2172,2325,4496
505011073,5195,5540,10736,2483,1451,3932,749,1676,2425,163,213,379,208,145,355,3606,3484,7087,1454,1921,3373,5.8,4.1,5,69.4,62.8,66,65.4,60.2,62.7,217,258,478,85,245,334,804,1137,1945,529,577,1106,1415,658,2073,63,87,149,74,169,251,1554,921,2473,5566,5800,11363,683,740,1419,4086,4165,8250,1794,2032,3823
505011074,4121,4222,8347,2092,1147,3242,558,1354,1916,148,181,330,157,111,265,2957,2793,5752,986,1314,2296,5.3,4,4.6,71.8,66,68.9,68.1,63.4,65.7,163,146,308,54,145,200,496,745,1239,353,543,895,1292,601,1889,39,73,114,78,121,199,1411,794,2207,4204,4348,8552,649,660,1311,2928,3044,5979,1657,1698,3353
505011075,4322,4577,8900,2104,1129,3230,701,1558,2263,112,122,235,160,98,255,3073,2908,5981,1149,1575,2721,5.2,3.4,4.3,71.1,63.5,67.2,67.4,61.4,64.3,318,250,567,102,201,306,917,1087,2002,475,554,1030,915,408,1322,37,64,101,69,102,170,1021,575,1593,4616,4835,9449,555,607,1155,3387,3509,6891,1590,1705,3293
505011076,3722,3938,7659,2076,1077,3156,563,1431,1991,121,134,256,137,115,248,2899,2761,5656,778,1134,1908,4.6,4.3,4.5,77.9,70.1,73.9,74.3,67.1,70.6,269,193,462,74,135,208,719,900,1622,440,547,990,882,392,1266,29,65,92,62,119,175,966,573,1543,3938,4082,8017,625,624,1250,2726,2814,5541,1652,1712,3372
505011077,5785,6046,11836,2652,1502,4157,843,1752,2594,182,210,392,246,178,419,3922,3644,7563,1447,1976,3430,6.2,4.8,5.5,67.8,60.2,63.9,63.6,57.3,60.4,324,305,628,100,213,318,851,1102,1954,574,698,1272,1380,703,2081,84,105,189,73,142,219,1543,949,2488,5254,5386,10645,1145,1145,2294,3341,3550,6894,2731,2717,5443
505011078,4945,5556,10497,2342,1311,3655,733,1712,2446,140,169,309,160,126,285,3374,3316,6691,1487,2144,3630,4.7,3.8,4.3,68.3,59.7,63.7,65,57.4,61,229,224,459,121,196,317,829,1097,1922,528,632,1162,1304,601,1902,53,67,123,61,164,218,1413,825,2239,5478,5951,11430,534,612,1142,4089,4375,8461,1631,1844,3474
505011079,4367,4693,9059,2221,1178,3402,636,1562,2193,125,168,291,124,139,262,3106,3045,6152,1172,1553,2721,4,4.5,4.2,71.2,64.8,67.9,68.4,61.9,65,248,239,487,103,205,311,749,1052,1806,489,607,1090,1155,502,1657,39,63,101,61,136,196,1257,698,1957,4613,4822,9433,662,704,1363,3287,3465,6759,1752,1830,3589
505011080,3121,3284,6402,1535,865,2397,492,1073,1567,90,120,212,99,81,180,2217,2138,4356,828,1067,1891,4.5,3.8,4.1,71,65.1,68,67.9,62.7,65.2,178,157,334,64,93,155,489,706,1200,358,393,752,823,392,1211,41,53,94,50,87,133,909,528,1438,3304,3382,6691,441,460,899,2465,2532,4996,1135,1175,2316
505011081,3156,3354,6507,1675,929,2607,436,1062,1505,101,140,237,103,101,201,2321,2227,4548,787,1070,1853,4.4,4.4,4.4,73.5,66.5,69.9,70.2,63.6,66.8,138,155,288,52,148,200,459,786,1243,324,428,750,972,395,1373,33,40,74,38,99,141,1044,543,1587,3554,3645,7198,422,456,875,2483,2527,5013,1203,1308,2511
505011082,3848,4124,7975,1802,901,2700,647,1379,2023,101,148,246,110,83,193,2654,2511,5170,1123,1535,2662,4.1,3.4,3.7,69.1,60.9,64.8,66.2,58.8,62.4,329,237,568,108,185,295,918,1047,1963,436,473,907,758,337,1093,34,53,80,50,132,185,841,519,1358,4136,4414,8547,488,525,1011,3007,3201,6205,1445,1540,2986
505011083,3619,3989,7614,1840,1043,2883,612,1371,1982,108,132,240,104,92,193,2665,2638,5302,916,1303,2220,3.9,3.5,3.7,73.6,66.1,69.7,70.8,63.8,67.1,196,161,360,77,165,240,597,805,1399,423,480,898,942,469,1413,33,67,96,44,122,166,1017,658,1675,3995,4286,8279,423,450,871,2999,3171,6170,1236,1395,2632
505021084,6195,6865,13059,2994,1822,4811,840,1886,2730,188,212,395,207,177,384,4228,4098,8323,1705,2504,4206,4.9,4.3,4.6,68.3,59.6,63.7,64.9,57.1,60.8,291,291,575,96,218,317,1000,1351,2351,621,735,1357,1488,726,2220,62,108,166,79,154,233,1634,988,2622,6289,6869,13158,893,924,1819,4231,4667,8898,2505,2727,5231
505021085,8038,8183,16223,3137,1774,4915,1362,1944,3310,283,276,555,376,387,766,5168,4382,9549,2266,3217,5480,7.3,8.8,8,64.3,53.5,58.9,59.6,48.8,54.1,300,265,562,52,115,165,815,1043,1864,656,744,1395,1453,1006,2452,139,157,298,118,196,317,1704,1356,3065,8251,8229,16482,1238,1194,2426,5017,5098,10112,3758,3732,7485
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,6789,8125,14915,3697,2675,6375,911,2215,3126,188,304,492,209,188,395,5006,5382,10390,1459,2349,3805,4.1,3.5,3.8,73.7,66.3,69.7,70.7,64,67,516,628,1144,194,374,569,1600,2257,3856,663,866,1529,1308,714,2019,67,78,149,93,177,267,1462,971,2437,6458,7368,13823,1365,1648,3014,3730,4218,7949,3624,4275,7904
505021089,8109,9205,17311,4063,2183,6243,1187,2877,4068,201,298,501,202,183,389,5653,5541,11193,2280,3430,5714,3.6,3.4,3.5,69.8,60.2,64.7,67.2,58.2,62.4,678,650,1322,264,453,718,2105,2461,4566,855,974,1828,1430,643,2078,58,100,157,91,249,338,1573,1001,2575,9042,10015,19064,1114,1197,2308,6254,6858,13108,3259,3755,7016
505021090,7671,8272,15944,3547,2394,5943,1318,2073,3398,250,313,561,325,368,694,5444,5148,10592,1720,2604,4323,6,7.1,6.6,71,62.2,66.4,66.7,57.8,62.1,497,517,1017,127,246,376,1275,1649,2925,816,954,1769,1351,931,2284,104,136,242,95,143,243,1552,1212,2765,7234,7596,14826,1477,1593,3070,3806,4050,7863,4275,4512,8789
505021091,112,113,230,63,51,114,13,25,37,3,3,5,0,7,9,86,81,165,10,17,24,1.2,5,3,74.3,68.4,71.3,73.5,65,69.1,0,6,10,5,5,10,30,27,53,19,14,29,10,16,30,6,0,0,4,0,4,16,14,30,53,49,107,41,51,89,14,12,29,81,85,171
505021092,6722,7573,14293,3626,2726,6348,1022,2206,3229,280,326,606,213,191,405,5140,5445,10587,1237,1778,3015,4.1,3.5,3.8,76.5,71.9,74,73.3,69.4,71.2,569,633,1198,175,352,530,1671,2281,3956,664,897,1559,1347,680,2024,54,80,135,78,153,228,1480,911,2389,5997,6420,12409,1552,1830,3380,3265,3459,6721,3846,4440,8287
505021093,5919,6285,12202,2861,1830,4687,982,1797,2780,159,217,374,184,165,352,4187,4006,8192,1498,2055,3552,4.4,4.1,4.3,70.8,63.7,67.1,67.6,61.1,64.3,514,484,999,137,193,330,1275,1469,2749,575,634,1209,1014,536,1547,55,71,123,63,121,185,1125,734,1853,5846,6197,12042,842,921,1760,3843,4152,7992,2526,2651,5177
505021094,3052,3296,6355,1409,790,2199,521,1054,1577,91,109,201,94,74,164,2110,2026,4137,844,1182,2023,4.3,3.5,3.9,69.1,61.4,65.1,66.1,59.3,62.6,241,252,499,92,176,269,774,903,1677,318,371,689,539,214,757,11,38,45,47,80,122,597,327,922,3090,3348,6436,496,502,1000,2083,2291,4368,1326,1396,2721
505021095,5050,5733,10780,2622,2039,4663,819,1514,2330,146,201,344,184,139,325,3771,3894,7664,1030,1591,2618,4.8,3.6,4.2,74.6,68,71.1,71,65.5,68.1,495,556,1052,120,241,362,1174,1499,2669,521,618,1133,916,517,1428,52,94,142,51,110,158,1015,718,1734,4504,5040,9540,1040,1186,2225,2344,2751,5098,2869,3180,6053
505021096,5595,6111,11709,2656,1564,4222,889,1897,2788,128,158,286,150,130,281,3826,3751,7577,1686,2259,3937,3.9,3.4,3.7,68.3,61.4,64.7,65.6,59.3,62.3,744,633,1381,210,352,559,1636,1914,3553,520,659,1176,626,316,944,44,66,107,74,128,203,743,505,1250,6078,6375,12454,938,917,1852,3994,4302,8297,2712,2707,5415
505021097,6648,7579,14233,3250,2128,5376,1063,2013,3075,165,236,400,211,209,423,4697,4577,9272,1732,2738,4470,4.6,4.6,4.6,70.6,60.4,65.2,67.3,57.6,62.2,536,566,1103,177,305,479,1617,1870,3491,658,847,1510,1075,620,1693,47,102,149,82,163,240,1197,884,2083,6350,7160,13508,1191,1285,2475,3969,4440,8407,3205,3621,6820
505021301,4827,5187,10014,2190,1272,3456,783,1432,2215,100,133,238,146,127,273,3213,2964,6182,1472,2090,3560,4.5,4.3,4.4,66.6,57.2,61.7,63.6,54.7,59,277,248,524,85,152,241,910,1003,1915,466,481,946,917,426,1337,37,78,118,67,117,186,1023,620,1638,5030,5271,10295,583,575,1163,3774,3998,7769,1601,1635,3227
505021302,5046,5674,10726,2316,1495,3813,806,1474,2277,153,181,335,197,153,347,3473,3301,6777,1359,2147,3506,5.7,4.6,5.2,68.8,58.2,63.2,64.9,55.5,59.9,316,361,672,129,188,314,1018,1308,2327,516,597,1113,890,460,1351,45,85,128,63,144,210,991,691,1686,4862,5445,10304,859,892,1751,3129,3606,6738,2286,2456,4743
505031098,4610,4667,9267,1991,1064,3053,707,1218,1922,151,144,294,237,194,429,3079,2614,5698,1353,1871,3226,7.6,7.5,7.5,66.9,56,61.4,61.9,51.8,56.8,104,97,196,22,90,112,385,498,885,320,416,741,1052,588,1637,81,116,191,59,114,172,1192,814,2007,4997,4986,9975,514,506,1018,3721,3648,7363,1500,1565,3060
505031099,8114,9526,17639,3774,2300,6074,1095,2596,3695,358,316,674,399,439,837,5630,5646,11275,2134,3470,5604,7.1,7.7,7.4,69.4,59.2,63.9,64.5,54.7,59.2,166,183,351,82,197,281,579,1028,1604,641,1097,1738,2293,1529,3825,145,231,377,115,234,348,2551,1996,4549,8839,9673,18517,1398,1678,3076,5843,6247,12092,3702,4439,8140
505031100,6391,7112,13506,3652,2159,5810,915,2394,3313,283,333,615,256,265,523,5109,5155,10267,1098,1772,2874,5.1,5.1,5.1,79.9,72.5,76,75.9,68.8,72.1,185,203,391,70,171,246,650,1194,1845,556,903,1465,1894,1195,3093,96,164,265,104,181,284,2090,1543,3638,7259,7935,15190,1104,1189,2292,4835,5173,10006,2933,3265,6205
505031101,5019,5519,10538,2570,1562,4134,727,1624,2354,215,219,433,259,245,498,3770,3654,7423,1048,1665,2713,6.8,6.7,6.8,75.1,66.2,70.4,70,61.7,65.7,164,187,349,54,126,174,550,911,1457,451,691,1138,1394,883,2273,90,137,231,74,121,194,1561,1138,2697,5337,5577,10917,881,983,1862,3294,3423,6710,2469,2722,5194
505031102,3501,3550,7052,1343,738,2078,509,820,1330,101,110,206,213,189,405,2173,1850,4021,1103,1511,2612,9.9,10.2,10,62.1,52,57,55.9,46.7,51.3,69,90,153,13,55,65,273,362,635,206,305,511,771,445,1219,71,98,171,42,89,130,895,626,1520,3595,3620,7215,507,485,992,2405,2411,4813,1455,1440,2894
505031104,4062,4340,8407,1747,946,2702,635,1139,1774,132,144,275,208,164,372,2721,2392,5117,1116,1634,2755,7.6,7,7.3,67.1,55.2,60.9,62,51.3,56.5,77,94,168,40,76,119,342,514,853,259,389,647,957,493,1453,71,88,157,54,99,157,1081,678,1764,4333,4533,8868,437,432,867,3242,3397,6635,1255,1279,2530
505031105,7770,8471,16240,4082,2365,6444,1195,2825,4016,310,327,634,299,299,597,5881,5819,11698,1653,2404,4057,5.1,5.2,5.1,75.8,68.7,72.1,71.9,65.1,68.4,283,290,573,99,215,314,858,1414,2277,803,1171,1973,2300,1140,3437,118,163,287,128,215,349,2544,1526,4067,7987,8393,16387,1385,1501,2892,5223,5363,10588,3722,4075,7802
505031106,3,0,4,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,100,50,80,100,50,80,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,5,0,5,4,0,6,0,0,0,4,0,6,0,0,0
505031107,4827,5283,10102,2645,1451,4093,698,1702,2404,187,173,358,153,150,302,3676,3475,7158,1029,1661,2689,4.1,4.3,4.2,76.3,65.8,70.8,73.1,63,67.8,135,181,316,62,127,190,539,893,1432,441,626,1062,1410,756,2166,64,109,173,70,130,202,1546,995,2542,5493,5808,11297,656,743,1397,3910,4172,8078,1851,2042,3893
505031255,4425,5249,9678,2672,1645,4315,555,1635,2192,196,272,464,201,222,420,3626,3773,7395,648,1324,1972,5.6,5.8,5.7,81.9,71.8,76.4,77.3,67.6,72.1,140,149,287,57,138,195,484,883,1369,459,731,1191,1399,919,2321,67,118,185,65,130,192,1537,1163,2700,4830,5431,10254,1107,1345,2452,2121,2288,4408,3216,3907,7129
505031256,314,284,593,146,69,214,52,101,154,16,11,27,7,3,8,222,188,412,69,73,140,2.7,2.7,2.7,71,66.4,68.8,69.1,64.7,67,9,7,15,3,4,6,27,36,66,15,26,38,86,38,124,9,7,16,8,4,9,104,47,151,313,278,585,35,39,72,251,202,455,84,106,189
505031257,1360,1393,2752,549,279,828,156,369,528,65,53,121,57,60,120,830,768,1595,430,534,966,7.2,7.8,7.5,61.3,55,58.1,56.8,50.7,53.7,12,18,26,11,30,39,54,162,211,91,169,265,473,226,693,24,35,57,20,29,49,513,290,802,1412,1408,2826,269,276,541,856,826,1679,709,766,1477
505031258,3646,4134,7780,1699,926,2623,405,1146,1555,196,156,344,160,189,356,2463,2413,4879,996,1493,2488,6.6,7.9,7.2,67.6,58.3,62.7,63.2,53.7,58.1,61,78,137,29,102,132,217,458,673,295,496,787,1242,722,1962,66,109,175,59,105,167,1356,940,2303,4061,4368,8425,683,805,1488,2408,2474,4885,1947,2302,4258
505031303,4741,5270,10014,2660,1561,4222,632,1653,2290,186,200,385,143,161,300,3624,3572,7198,990,1539,2528,4,4.4,4.2,76.4,67.8,71.9,73.3,64.8,68.9,166,173,339,58,149,208,597,952,1547,426,591,1011,1411,772,2178,49,102,153,66,129,190,1525,1006,2530,5170,5615,10785,693,770,1461,3433,3658,7091,2061,2352,4414
505031304,5445,5816,11258,3232,1810,5045,802,1941,2745,212,242,452,196,185,386,4439,4181,8621,889,1516,2406,4.5,4.4,4.5,81.6,71.9,76.6,77.9,68.8,73.2,296,279,569,59,155,214,855,1175,2030,542,671,1214,1260,720,1980,73,107,179,77,140,216,1411,969,2378,6471,6596,13066,739,794,1540,4259,4260,8521,2381,2614,5000
505031305,5195,5647,10841,2768,1588,4354,827,1814,2636,137,186,328,166,173,335,3896,3765,7660,1177,1765,2939,4.2,4.6,4.4,75,66.7,70.7,71.8,63.7,67.6,235,230,469,80,143,219,867,1136,2009,521,643,1160,1079,598,1675,46,106,153,68,157,230,1195,865,2055,5928,6245,12173,660,706,1367,4200,4426,8628,2007,2193,4199
505031306,5405,5890,11295,2613,1482,4091,695,1657,2356,216,205,423,200,215,417,3725,3558,7285,1498,2120,3615,5.4,6,5.7,68.9,60.4,64.5,65.2,56.8,60.8,149,147,298,50,129,177,444,822,1262,460,710,1169,1703,859,2564,76,121,198,86,166,250,1862,1148,3010,5799,6152,11948,808,884,1692,3997,4202,8204,2195,2413,4607
506011110,8397,9245,17642,3671,2039,5711,941,2010,2947,282,352,632,472,507,979,5370,4901,10274,2402,3710,6113,8.8,10.3,9.5,64,53,58.2,58.3,47.5,52.7,158,202,364,59,111,166,544,942,1487,578,829,1407,2142,1622,3766,186,251,433,97,191,287,2436,2064,4491,8624,9195,17818,1393,1578,2970,4936,5131,10067,4270,4880,9152
506011111,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,2259,2285,4542,937,517,1453,274,480,756,76,74,151,137,117,248,1417,1189,2610,707,972,1679,9.6,9.8,9.7,62.9,51.9,57.4,56.9,46.9,51.8,46,48,91,16,33,53,130,211,339,143,209,347,602,395,994,34,53,90,32,64,88,664,512,1173,2354,2341,4698,285,326,612,1633,1601,3239,851,913,1762
506011114,4109,4332,8439,1738,919,2655,539,1099,1637,131,137,268,227,189,415,2635,2341,4973,1203,1711,2916,8.6,8,8.3,64.2,54,58.9,58.6,49.7,54,87,112,197,44,106,152,321,511,830,297,431,724,1152,707,1862,78,102,179,69,86,155,1300,895,2194,4128,4245,8375,575,631,1208,2911,2958,5868,1535,1688,3227
506011115,3293,3452,6743,1579,804,2383,404,977,1387,108,128,239,99,81,178,2196,1996,4190,964,1293,2257,4.5,4.1,4.3,66.6,57.8,62.1,63.6,55.4,59.4,89,110,198,49,101,150,301,446,749,293,401,698,1057,497,1559,49,71,125,51,100,150,1166,671,1832,3398,3468,6868,429,438,863,2529,2600,5126,1113,1164,2272
506011116,2811,2904,5717,1406,768,2172,414,874,1287,95,92,185,81,79,163,1990,1810,3805,753,1033,1790,4.1,4.3,4.2,70.9,62.3,66.5,68,59.7,63.7,107,127,234,52,105,157,372,543,918,249,359,612,904,421,1322,35,67,107,50,83,126,988,564,1554,3026,3075,6102,345,338,681,2325,2320,4647,902,948,1859
506011117,3904,4175,8078,2039,1022,3062,531,1186,1715,139,161,303,184,198,379,2897,2566,5464,805,1402,2207,6.3,7.6,6.9,74.2,61.5,67.6,69.5,56.8,62.9,75,94,167,25,68,94,273,454,728,300,468,766,1034,718,1750,82,122,204,48,85,136,1165,924,2087,4554,4705,9262,562,577,1135,2995,3030,6022,1724,1860,3581
506011307,3849,4220,8060,2499,1390,3892,523,1367,1888,125,173,297,124,162,280,3268,3093,6362,516,1046,1563,3.8,5.1,4.4,85,73.3,78.9,81.8,69.6,75.4,384,427,812,76,145,213,841,1085,1923,475,468,948,746,511,1254,35,64,93,49,67,113,823,641,1462,4613,4927,9540,759,768,1532,2682,2817,5496,2208,2411,4623
506011308,5269,5722,10986,3426,1956,5386,731,1805,2531,190,270,460,155,195,352,4499,4228,8729,651,1391,2042,3.4,4.7,4,85.5,73.9,79.4,82.6,70.5,76.3,473,456,929,104,160,267,1110,1692,2806,661,673,1334,1133,671,1804,65,90,152,51,95,148,1247,849,2102,6366,6639,13003,1017,1109,2124,3236,3332,6561,3368,3702,7072
506021118,6561,6276,12828,3029,1819,4846,878,1457,2337,270,234,505,275,214,491,4450,3730,8178,1548,2066,3608,6.2,5.8,6,67.9,59.4,63.7,63.6,56,59.9,330,329,661,69,176,247,905,1123,2027,600,632,1231,1411,702,2111,108,102,213,75,122,195,1596,926,2518,5889,5648,11539,1129,1137,2264,3654,3519,7170,3046,2909,5956
506021119,7129,7073,14202,3550,2302,5860,1111,2027,3134,218,255,471,265,245,512,5140,4837,9978,1506,1886,3401,5.2,5.1,5.1,72.2,68.4,70.3,68.4,64.9,66.7,616,665,1281,182,310,494,1662,1960,3623,607,711,1318,1175,667,1839,85,109,196,91,128,214,1345,901,2248,6376,6463,12834,1538,1439,2977,3730,3824,7556,3723,3634,7359
506021120,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3
