SA2_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
501021011,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,11
501021012,95,511,362,3806,16,4800,0,37,6,355,8,399,97,3,11,4,0,115,3,5,4,23,0,34,129,40,20,73,0,263,1156,526,384,3300,27,5391,108,0,20,6,0,136,18,8,0,20,0,51,95,44,29,224,0,390,14,4,3,34,0,55,3,4,0,7,0,14,106,3,0,6,0,121,203,73,65,633,8,981,128,83,30,486,3,731,29,0,8,0,0,32,5,3,4,3,0,15,3,0,0,9,0,14,0,3,0,3,0,8,166,26,9,9,0,213,49,37,7,19,0,116,51,15,12,39,0,111,13,0,0,4,0,21,4,0,0,0,0,4,262,118,75,597,3,1058,4,0,0,3,0,9,113,9,8,8,0,131,17,0,9,16,0,42,8,0,0,0,0,8,22,0,0,0,0,24,35,12,3,23,0,76,530,74,49,146,8,812,26,8,6,63,477,573,2786,958,649,6872,530,11793
501021014,73,372,299,2720,32,3504,5,17,6,245,7,281,88,0,3,4,0,94,15,7,7,13,0,45,96,28,17,50,0,192,942,364,283,2282,45,3913,447,0,7,0,4,462,21,7,3,10,0,36,62,9,10,142,6,235,0,0,0,19,0,29,3,3,0,0,0,7,27,5,0,6,0,40,159,51,58,463,9,730,341,111,37,517,9,1024,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,43,7,6,4,0,62,36,44,13,12,6,112,21,11,5,23,0,59,6,0,0,4,0,7,0,0,0,0,0,0,156,65,53,409,6,690,4,0,0,4,0,4,49,4,3,0,0,59,21,0,3,6,0,41,0,0,0,0,0,0,7,0,0,0,0,7,25,9,10,19,0,53,320,45,36,79,7,483,13,3,4,33,473,529,2467,699,506,4931,577,9186
501021015,63,340,241,1957,23,2627,0,18,4,257,0,277,144,6,8,3,3,157,7,4,0,17,0,34,35,12,8,31,0,92,643,325,250,1773,32,3021,159,0,17,0,0,177,6,3,3,11,0,24,48,18,21,128,5,217,23,7,3,27,6,60,0,5,0,0,0,6,62,0,5,0,0,65,136,41,39,393,3,622,196,72,30,282,0,578,14,0,4,0,0,15,3,4,0,0,0,6,4,0,0,4,0,4,0,0,0,0,0,0,77,0,7,3,0,93,41,28,17,0,0,83,48,6,5,13,0,77,10,3,0,4,0,20,17,4,0,0,0,23,152,59,53,373,4,640,11,3,0,0,0,13,21,6,0,5,0,33,7,0,0,8,0,18,4,0,0,3,0,3,25,0,3,0,0,30,24,9,9,23,0,55,294,33,27,75,8,438,17,0,4,32,242,298,1846,593,444,3731,306,6917
501021016,46,167,142,1146,32,1533,3,5,8,135,0,145,11,0,0,0,0,19,8,3,0,3,0,12,26,14,8,20,0,64,466,157,168,959,30,1775,51,0,5,3,0,57,8,0,4,9,0,24,48,11,10,89,0,169,0,0,0,0,0,0,4,3,0,0,0,9,7,0,0,4,0,7,87,29,17,210,0,345,183,44,26,198,0,453,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,12,4,4,3,44,22,16,4,4,0,54,14,0,0,19,0,33,0,0,0,0,0,9,4,0,0,0,0,4,124,30,25,225,8,415,0,0,0,0,0,0,27,0,0,0,0,26,3,3,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,6,10,5,3,13,0,26,103,12,11,18,0,140,11,0,3,22,281,316,1038,312,265,2131,349,4096
501021251,101,405,340,2579,20,3450,0,22,14,277,13,321,68,3,5,3,0,76,8,3,3,16,0,35,137,32,19,54,0,246,1273,388,356,2171,24,4213,302,3,19,3,0,331,33,3,6,5,0,53,132,11,8,174,0,328,13,0,0,17,0,32,7,3,0,6,0,13,152,3,3,5,0,167,219,55,36,482,3,793,76,50,28,253,0,413,14,0,0,0,0,15,22,0,0,0,0,30,3,0,0,6,0,10,3,0,5,4,0,14,140,20,14,6,5,184,65,18,14,12,0,113,36,6,8,23,0,76,41,0,0,3,0,47,3,0,0,0,0,3,279,54,85,448,8,875,6,0,5,0,0,7,296,11,8,5,0,314,32,0,0,10,0,42,0,0,0,0,0,0,9,0,0,3,0,13,22,12,0,15,0,56,579,50,70,97,0,805,58,4,4,38,259,359,3229,673,595,4639,319,9457
501021252,18,145,114,929,3,1214,0,4,0,48,0,52,12,0,7,0,0,26,4,0,0,5,0,8,56,14,10,32,0,110,339,155,104,784,9,1400,8,0,9,0,0,16,4,0,0,16,0,24,33,6,7,51,0,102,0,0,0,4,0,13,0,0,0,0,0,4,8,0,0,5,0,11,59,33,25,195,0,317,25,21,10,96,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,10,0,0,0,0,6,17,13,8,0,0,39,9,7,4,17,0,34,6,0,0,0,0,6,0,0,0,0,0,0,104,29,27,196,9,358,0,0,0,0,0,0,64,8,7,0,0,80,0,0,0,3,0,3,4,0,0,0,0,4,10,0,4,0,0,12,14,0,6,7,0,25,104,15,21,30,0,171,9,3,0,9,47,59,716,263,204,1648,53,2886
501021253,76,558,389,3234,31,4289,3,10,7,194,9,224,141,6,19,18,0,184,16,15,0,25,0,61,126,36,43,77,0,286,1454,594,447,3251,34,5788,101,0,7,0,0,112,38,4,0,29,0,78,124,28,27,219,0,395,20,18,5,36,0,80,8,0,0,10,0,19,131,0,5,0,0,142,383,98,88,888,9,1459,280,99,41,449,5,865,21,0,0,0,0,25,19,6,0,4,0,28,7,8,0,5,0,16,8,5,0,5,0,14,72,15,6,7,0,105,54,40,11,11,0,124,78,23,23,53,0,182,26,0,3,7,0,28,3,0,8,0,0,7,360,121,97,807,8,1399,7,0,0,3,0,6,89,14,10,11,0,122,36,3,4,13,0,59,15,0,0,0,0,21,22,0,3,0,0,28,70,13,16,49,0,144,650,56,64,139,11,921,23,13,6,41,646,719,3532,1043,771,6542,727,12614
501021254,45,238,169,1403,28,1878,0,10,5,295,10,325,39,0,6,5,0,48,7,0,0,9,0,13,49,20,14,23,3,108,455,200,147,1281,38,2122,101,0,13,5,0,121,18,6,0,9,0,26,46,12,12,91,5,162,0,9,0,13,0,23,3,0,0,7,0,7,23,3,0,0,0,26,104,36,21,301,0,466,52,29,10,125,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,8,0,0,0,0,7,47,17,14,9,4,97,26,13,9,8,0,50,8,7,8,8,0,29,10,0,0,0,0,10,0,0,0,0,0,0,118,53,35,274,5,488,0,0,0,0,0,3,34,0,0,0,0,32,13,0,0,4,0,13,0,0,0,0,0,0,11,4,0,0,3,16,18,5,0,15,0,36,204,38,30,48,11,331,8,7,4,32,324,377,1133,404,300,2766,415,5019
501031017,55,302,257,2045,32,2690,0,13,0,91,0,112,11,0,5,4,0,13,15,5,4,5,0,30,81,29,23,44,3,176,1086,337,242,1755,48,3475,34,0,10,0,0,39,19,3,0,8,0,32,81,11,15,122,4,240,6,3,0,9,0,14,14,3,0,4,0,19,20,8,0,0,0,25,189,51,43,414,7,705,67,41,16,149,4,283,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,14,0,26,7,0,4,9,0,14,25,12,3,0,3,42,43,22,9,0,0,77,18,0,0,6,0,30,4,0,0,0,0,7,0,0,0,0,0,0,208,65,52,411,3,738,11,6,0,0,0,10,26,0,0,0,0,38,3,0,0,13,0,18,0,0,0,0,0,0,11,0,0,0,0,11,27,13,5,19,0,60,142,35,38,59,5,279,10,13,0,36,486,548,1747,579,426,3634,572,6959
