SA2_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
501011001,388,55,42,0,10,0,5,3,0,13,524,18,16,10,5,4,0,8,3,0,4,76,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,16,15,5,3,0,10,3,0,4,87,0,0,0,0,0,0,0,0,0,3,4,418,73,54,10,17,0,17,4,0,18,607,412,73,50,5,14,7,7,0,0,26,590,32,12,25,4,3,5,9,6,0,5,104,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,12,30,4,3,5,6,7,0,5,107,0,0,0,0,0,0,0,0,0,3,6,439,88,78,9,16,9,19,9,0,35,702,804,128,88,6,23,9,18,6,0,36,1115,49,32,41,11,5,3,16,9,0,8,182,4,0,6,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,53,32
501011003,682,94,80,13,9,9,19,9,3,48,970,47,29,49,3,3,13,10,6,3,3,180,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,47,36,47,5,3,13,13,8,3,5,190,0,0,0,0,0,0,0,0,0,4,8,730,132,128,21,17,25,32,21,3,52,1162,734,121,84,26,13,13,17,18,4,34,1062,71,46,67,17,8,17,20,9,0,10,263,0,0,3,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,71,46,70,17,8,14,21,6,0,10,275,0,0,0,0,0,0,0,0,0,6,3,807,164,155,42,25,26,41,23,5,46,1339,1414,218,165,37,26,18,36,27,9,81,2027,119,79,113,22,19,34,33,13,3,14,445,0,0,3,3,0,0,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,119,80
501011004,532,119,104,13,3,11,29,4,0,15,836,48,60,52,11,12,14,21,8,0,4,240,0,0,4,0,0,0,3,0,0,50,63,0,0,0,0,0,0,0,0,0,0,3,53,62,53,11,12,17,30,15,0,62,304,0,0,0,0,0,0,0,0,0,3,6,584,175,159,20,18,25,58,20,0,81,1145,599,114,111,13,10,11,27,6,3,21,925,82,80,96,12,20,12,21,15,0,12,351,0,6,5,0,0,0,6,0,0,5,23,0,0,0,0,0,0,0,0,0,0,3,83,83,106,16,23,11,27,16,0,13,381,0,0,0,0,0,0,0,0,0,4,4,683,199,212,29,32,27,58,29,8,33,1311,1136,235,212,29,15,20,55,9,7,41,1762,136,135,153,20,29,26,49,25,0,17,590,0,9,10,0,0,5,7,7,0,54,94,0,0,0,0,0,0,0,0,0,0,5,136,144
501011293,486,79,58,7,5,3,5,3,5,21,682,40,56,37,6,8,10,8,0,0,0,166,0,3,17,0,0,0,3,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,42,63,48,6,8,11,11,4,0,5,194,0,0,0,0,0,0,0,0,0,3,3,525,142,107,9,21,13,15,6,5,33,876,568,85,65,0,8,3,13,15,0,10,769,52,65,53,8,10,8,6,0,0,0,205,3,0,8,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,58,68,58,8,10,8,10,0,0,3,222,0,0,0,0,0,0,0,0,0,0,0,624,152,121,7,16,9,25,13,0,13,987,1051,166,119,8,17,10,18,17,5,39,1448,96,123,89,10,16,15,19,4,0,0,369,5,4,20,0,0,0,6,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,98,125
501011294,906,149,110,8,9,5,7,3,4,40,1247,74,62,73,14,11,6,10,5,4,0,264,3,6,12,0,0,0,8,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,71,69,83,17,14,6,12,5,9,6,293,0,0,0,0,0,0,0,0,0,7,6,976,216,198,21,28,16,18,10,9,46,1550,1111,165,152,15,11,14,19,7,0,47,1541,95,90,93,20,10,17,10,8,0,0,353,7,5,6,3,0,0,8,0,5,0,44,0,0,0,0,0,0,0,0,0,0,0,101,102,102,25,11,17,21,12,5,0,393,0,0,0,0,0,0,3,0,0,0,8,1212,269,255,37,22,29,44,17,14,51,1943,2016,315,264,23,23,20,20,17,9,86,2787,163,154,166,32,25,27,23,11,4,0,616,6,11,18,9,3,0,8,0,9,0,74,0,0,0,0,0,0,0,0,0,0,0,173,165
501021005,800,247,161,9,7,13,4,11,0,26,1281,80,106,99,10,14,12,11,0,7,4,345,3,10,3,0,4,8,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,85,115,97,9,17,17,11,3,7,7,375,4,0,0,0,0,0,0,0,0,0,3,882,359,264,23,24,37,24,8,10,28,1660,839,265,176,11,5,18,10,5,6,30,1354,103,148,128,13,20,24,19,7,4,10,469,0,7,11,0,7,3,13,3,0,0,50,0,0,0,0,0,0,0,0,0,0,4,108,157,139,14,24,28,31,14,8,10,523,0,0,0,0,0,0,0,0,0,5,3,949,424,314,26,30,41,38,15,12,37,1884,1637,512,343,23,16,28,18,11,8,50,2638,193,253,223,24,34,33,22,9,13,13,815,8,17,16,0,5,8,19,7,0,4,72,0,0,0,0,0,0,0,0,0,0,9,196,265
501021007,235,37,24,0,0,4,0,0,0,12,312,15,5,9,3,0,4,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,9,3,0,4,4,0,0,0,33,0,0,0,0,0,0,0,0,0,4,3,249,39,33,0,3,5,5,0,0,15,352,256,43,26,3,3,3,5,0,0,18,356,12,17,9,0,4,3,0,0,0,0,49,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,20,9,0,4,3,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,272,64,38,4,3,10,5,3,0,18,416,487,78,52,0,3,5,5,0,0,27,670,27,22,18,5,5,6,4,0,0,0,83,4,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,34,27
501021008,229,47,25,3,7,4,9,6,0,11,337,41,32,38,15,15,11,14,3,0,0,172,7,0,0,0,5,4,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,44,35,41,15,14,10,17,7,6,0,200,0,0,0,0,0,0,0,0,0,71,71,276,80,65,16,20,19,25,9,7,85,606,291,63,34,4,6,3,4,7,0,10,421,41,37,57,23,19,12,14,11,0,7,224,10,0,3,0,3,6,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,50,38,58,24,17,14,25,11,6,7,250,0,0,0,0,0,0,0,0,0,0,0,340,102,93,26,26,16,24,19,3,23,671,526,103,57,3,16,9,10,12,0,27,754,85,71,96,41,33,24,29,17,4,10,402,11,0,5,3,4,5,7,0,7,0,42,0,0,3,0,0,0,0,0,0,0,3,94,70
501021009,340,44,26,0,0,0,0,0,0,17,427,29,18,10,0,3,3,0,0,0,4,78,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37,24,13,0,3,3,0,0,0,4,83,0,0,0,0,0,0,0,0,0,7,5,374,61,40,3,3,3,5,4,0,22,513,326,42,27,0,3,3,0,4,4,4,420,35,22,16,0,0,3,3,0,0,0,79,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,38,21,14,0,0,3,3,0,0,0,85,0,0,0,0,0,0,0,0,0,6,6,370,63,41,0,3,8,4,5,4,12,513,666,87,47,8,3,8,3,4,3,22,851,67,40,27,0,3,9,5,0,0,7,156,5,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,71,45
501021010,166,29,11,3,0,0,0,0,0,7,208,10,6,3,0,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,174,30,12,3,4,3,0,0,0,7,231,149,27,13,5,0,0,0,0,0,12,205,13,10,10,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,10,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,166,36,19,5,0,0,0,0,0,12,245,311,50,20,8,0,0,0,0,0,16,415,23,17,11,0,4,3,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17
