SA2_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
506031128,4,4,17,21,28,50,110,121,35,386,0,4,5,10,14,13,27,25,16,112,19,27,50,65,45,39,60,70,57,427,321,770,1893,1990,1578,1656,1564,835,308,10924
506031129,4,0,3,10,12,25,46,87,60,246,0,4,3,0,3,10,11,13,13,63,18,14,25,43,27,54,40,58,34,315,394,841,1085,1959,2008,1628,1392,1008,422,10728
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,24
506031131,5,0,0,22,31,27,88,70,40,273,0,0,4,11,13,13,24,20,18,110,26,19,33,50,56,35,31,35,13,304,546,1072,1367,2888,2837,1965,1881,840,230,13627
506041132,7,16,46,80,84,95,132,108,47,618,3,9,53,66,59,73,48,25,12,342,82,103,211,190,143,91,85,55,16,979,527,1499,3336,3184,2362,1858,1552,775,199,15285
506041133,11,11,12,36,56,88,100,86,63,462,0,4,15,52,42,35,39,20,13,219,124,41,139,133,103,48,40,38,27,696,787,1695,3269,4128,3327,2325,1603,676,324,18133
506041134,8,12,62,98,74,94,138,126,116,737,0,7,83,80,72,51,42,19,15,368,61,61,178,184,160,113,147,172,160,1238,555,1303,2770,2936,2464,2167,1843,1258,581,15879
506041135,5,3,27,33,56,54,86,40,21,332,0,5,20,29,56,25,22,15,15,194,38,42,141,93,83,59,52,38,13,555,668,1414,2804,3628,2877,1962,1333,458,118,15272
506041136,3,10,49,73,60,73,90,87,57,510,4,6,57,78,90,53,30,17,9,341,44,60,145,142,122,98,93,79,98,890,389,929,2128,2248,1739,1519,1230,692,302,11185
506041137,12,16,26,56,61,117,169,131,53,644,4,10,35,38,30,53,40,31,15,251,49,63,134,169,112,92,99,76,20,813,683,1438,2918,3270,2933,2734,2390,1210,335,17904
506051138,10,3,22,28,39,50,93,100,49,393,0,5,18,33,33,22,19,6,0,140,57,62,118,175,109,87,88,58,36,786,512,1106,2579,3224,2389,1994,1656,753,288,14500
506051139,4,0,10,9,21,36,70,87,31,267,0,0,3,12,14,16,10,8,3,62,21,20,71,61,39,60,31,52,36,394,355,698,1623,1636,1475,1426,1012,663,235,9118
506051140,3,0,10,6,11,19,54,75,53,232,0,0,0,6,0,3,8,7,8,34,26,13,30,38,42,46,57,81,44,383,369,698,1181,1616,2057,2031,1980,1267,438,11640
506051141,0,0,4,7,6,22,57,71,51,216,0,0,0,0,3,0,8,7,3,27,14,9,16,30,24,37,39,54,59,290,324,596,812,1264,1630,1440,1331,836,302,8536
506061142,3,5,12,20,21,31,52,59,21,226,0,0,3,8,13,6,11,9,0,45,29,33,95,80,61,44,32,35,22,424,545,1011,3449,3183,2051,1560,989,424,134,13336
506061143,0,4,4,0,11,19,34,34,25,139,0,0,6,0,0,3,3,0,0,11,11,11,31,31,50,31,29,16,7,220,250,457,780,809,1069,959,622,229,64,5239
506061144,3,0,0,0,7,8,15,22,13,66,0,0,0,3,10,5,3,0,0,24,15,13,31,50,50,49,42,24,3,281,130,204,431,565,740,696,462,273,59,3552
506071145,4,0,9,5,15,22,25,48,43,178,0,0,7,9,4,4,3,4,3,38,12,32,101,78,61,66,95,132,206,793,315,1233,2677,2066,1509,1488,1467,831,526,12117
506071146,6,0,7,9,8,22,41,41,45,179,0,0,8,9,22,16,16,9,7,84,19,42,66,41,40,47,58,94,130,529,369,976,1252,1311,1391,1364,1203,717,416,9004
506071147,3,0,7,8,4,11,36,48,30,142,0,0,4,5,4,8,7,5,0,40,20,56,113,93,74,88,99,84,60,693,434,1219,2436,2245,2237,2146,1925,916,293,13854
507011148,0,0,5,19,26,28,57,61,23,215,0,0,5,3,10,14,15,9,5,64,30,33,54,73,55,30,52,67,69,462,580,1357,3148,3724,2909,1687,1144,517,202,15266
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,7,0,0,3,0,3,6,8,3,0,22
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,3,0,3,7,11,30,79,126,55,314,3,0,0,0,0,10,14,23,5,55,16,20,48,53,46,44,68,56,13,370,240,513,1050,1294,1332,1318,1047,546,168,7512
507011153,3,0,7,5,18,16,59,81,27,216,0,0,4,3,0,10,8,4,0,36,10,23,77,53,45,28,54,48,12,352,205,587,1302,1169,1116,932,736,514,136,6684
507011154,0,0,12,17,22,42,114,166,109,492,0,3,3,7,11,12,12,27,21,111,23,41,102,101,81,80,99,97,73,706,254,701,1673,1620,1426,1260,1098,620,309,8966
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0,25,0,0,3,0,9,9,3,0,0,38
507011158,0,0,0,0,5,6,20,14,19,57,0,0,0,0,0,0,5,0,9,10,7,12,24,21,7,15,14,11,4,112,69,179,495,492,531,628,442,162,91,3075
507011159,0,5,0,6,18,46,52,68,32,246,0,0,3,3,12,10,14,12,9,70,25,35,92,80,45,45,63,48,45,475,303,876,1881,1504,1445,1443,1017,499,221,9183
507011160,0,0,9,13,30,54,153,197,76,520,0,4,7,5,8,12,16,30,31,108,17,23,65,48,53,39,51,72,83,460,219,709,1595,1415,1417,1311,1166,781,347,8964
507011161,0,0,6,10,25,32,47,40,20,183,0,0,6,3,6,5,10,0,8,42,27,33,78,83,33,31,29,42,32,395,389,1043,2873,3346,2104,1259,700,339,138,12195
507011163,0,0,0,10,12,39,53,45,12,174,0,0,3,4,4,9,11,13,3,51,19,17,45,47,34,27,21,21,10,233,176,444,1057,1166,1010,914,578,239,74,5648
507011259,0,0,8,10,15,32,56,46,22,194,0,0,4,0,0,11,9,5,4,36,23,25,61,43,37,34,21,18,6,259,301,628,1663,1596,1295,933,585,214,75,7294
507011260,0,0,0,0,3,3,8,4,3,25,0,0,3,6,0,4,3,0,0,15,4,3,3,4,6,6,13,12,3,60,71,144,248,266,351,357,331,123,29,1921
507021164,0,0,0,0,0,7,13,48,30,96,0,0,0,0,0,0,6,0,4,7,11,3,24,49,26,27,46,74,101,357,195,364,710,893,1156,1046,813,463,259,5899
507021165,0,4,8,3,15,22,59,101,77,291,0,5,0,5,6,13,7,8,19,58,38,119,237,205,232,205,170,127,122,1462,331,1110,2616,2356,2345,2438,1916,997,436,14539
507021166,0,0,5,9,23,34,113,197,123,514,0,0,10,3,9,9,15,25,28,104,28,29,105,99,101,82,88,100,98,736,305,738,1850,2132,1981,1981,1665,923,443,12013
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13
507031169,4,5,18,20,19,36,41,29,5,173,0,0,10,18,17,11,11,5,0,67,52,40,98,118,50,47,23,14,6,449,486,1164,3097,3312,1983,1103,621,235,42,12047
507031170,3,6,8,17,18,29,54,71,47,253,0,0,9,11,6,6,9,6,3,48,37,20,72,71,79,47,53,36,16,418,231,434,958,967,961,847,593,437,211,5651
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,5,5,11,4,10,0,7,0,0,44
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,8,0,0,4,10,5,15,0,5,0,37
507031174,11,0,11,18,33,47,88,77,28,320,4,0,6,9,12,9,10,3,6,59,46,52,120,125,98,73,80,47,15,660,386,726,1407,1589,1495,1286,964,465,134,8455
507031261,6,10,16,6,15,15,24,16,0,116,0,0,8,29,40,10,6,5,0,91,13,18,81,67,33,24,21,6,0,267,191,618,2017,1598,1006,752,457,150,26,6801
507041175,0,0,3,4,0,5,20,43,42,123,0,0,6,3,3,3,7,4,3,26,17,12,43,47,47,38,37,31,17,293,274,699,1151,1541,1502,1452,1338,739,273,8970
507041176,0,0,3,3,5,3,6,21,15,56,0,0,0,0,4,5,4,6,8,25,6,4,10,14,20,8,4,8,3,78,105,221,348,497,527,433,390,239,101,2874
507041177,0,3,0,9,3,10,38,84,79,216,0,0,0,11,0,14,9,10,6,49,19,18,61,40,59,48,68,71,59,445,345,738,1751,1937,1952,1719,1480,871,435,11226
507041178,0,0,3,5,8,20,47,65,83,228,0,0,5,9,4,0,3,8,14,39,20,26,52,49,53,67,57,48,49,407,350,922,1486,2043,2048,1916,1636,966,551,11908
507041179,0,0,0,4,8,12,24,28,30,114,0,0,0,0,0,4,6,7,21,45,6,7,3,26,19,24,33,56,82,261,170,385,591,1084,952,822,1048,660,368,6086
507041180,0,0,3,5,5,21,38,37,23,129,0,0,5,0,4,6,9,3,0,33,4,10,16,18,6,17,32,25,8,141,284,562,1036,1372,1349,1499,1508,495,141,8248
507041181,4,0,0,4,6,8,43,86,93,245,0,0,0,0,0,3,3,0,10,28,18,9,47,42,48,53,58,81,120,467,461,929,1521,2148,2552,2066,1511,1093,705,12973
507041182,0,3,5,6,8,25,66,103,77,301,0,0,0,8,8,4,10,9,4,49,58,47,146,119,115,147,197,216,212,1252,507,1096,1693,1423,1401,1720,1599,1097,577,11121
507041183,0,0,5,7,8,13,18,35,24,117,0,0,3,3,6,5,0,0,0,24,22,15,45,41,36,30,33,55,66,351,147,316,834,745,699,482,391,302,197,4121
507041184,0,0,0,0,0,8,28,22,18,82,0,0,0,0,0,3,8,3,3,30,0,3,15,12,3,19,32,11,0,98,177,363,507,661,781,837,836,354,102,4620
507051186,0,0,6,3,21,40,69,69,36,244,0,0,0,5,3,3,5,4,5,29,36,24,106,70,66,54,69,79,56,563,275,462,1031,933,1023,1150,1007,556,198,6624
507051187,3,4,5,16,12,39,58,60,25,224,0,4,0,0,3,0,7,8,0,32,38,33,77,86,62,47,43,48,45,479,471,829,1549,1576,1880,1546,891,498,213,9453
507051188,3,9,13,19,33,56,121,123,80,456,0,0,4,12,9,12,21,13,5,77,59,264,320,196,153,133,145,207,117,1595,400,1221,2080,1752,2027,2306,2111,1446,609,13958
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,6,0,6,10,14,22,48,90,68,258,0,0,0,6,3,5,6,3,5,30,13,24,60,63,56,69,58,120,115,574,257,515,1204,1355,1410,1675,1417,970,441,9227
507051191,8,3,12,7,21,21,39,54,15,179,0,0,0,3,0,3,8,5,0,30,42,30,75,93,86,45,36,24,12,444,864,1324,2498,3203,3235,1980,991,444,100,14649
507051192,4,3,7,11,31,30,64,58,32,249,0,3,0,3,10,8,4,3,0,32,31,29,83,83,69,82,61,51,43,526,378,690,1416,1446,1703,1647,1102,543,180,9113
507051193,9,7,9,15,16,32,46,46,24,189,0,0,6,4,4,8,5,0,5,30,32,23,58,65,52,44,38,38,13,355,336,618,1305,1263,1320,1432,854,510,138,7769
507051312,4,0,7,15,10,16,27,23,13,116,0,0,0,0,0,3,0,3,0,15,31,28,86,68,53,24,55,43,6,403,272,663,2253,1673,1094,834,640,328,46,7801
507051313,6,6,10,28,15,28,50,73,20,240,0,0,9,8,14,3,8,0,0,43,62,48,156,126,84,55,60,52,14,652,746,1353,3796,4026,3015,1919,1272,702,119,16958
507051314,0,0,0,4,4,0,5,6,0,26,0,0,0,0,4,0,0,0,0,6,12,0,12,8,12,5,9,3,0,67,60,113,401,245,219,185,130,43,15,1398
509011225,3,4,18,18,27,34,76,162,146,480,0,0,4,0,7,6,5,0,10,46,43,45,111,94,113,121,121,146,133,933,397,681,1601,1495,1806,2107,1903,1385,746,12126
509011226,0,0,0,0,3,7,29,18,3,69,0,0,0,0,0,0,3,0,0,3,29,16,74,34,53,53,32,21,0,313,102,136,375,396,534,627,452,188,33,2846
509011227,0,0,3,0,5,15,23,35,27,109,0,0,0,0,3,0,5,0,0,10,4,11,21,26,20,23,20,27,11,167,131,211,494,569,653,659,602,363,120,3797
509011228,0,0,4,3,8,11,24,27,16,93,0,0,0,0,0,0,5,4,0,7,37,16,63,78,98,90,102,63,28,568,138,118,435,727,821,1025,1002,538,158,4964
509011229,0,0,0,4,3,5,17,14,6,54,0,0,0,0,0,0,0,0,0,4,10,10,28,40,37,38,44,3,0,219,46,137,377,391,373,407,324,93,25,2170
509011230,0,3,19,24,22,20,36,53,27,219,0,4,7,11,23,18,30,8,5,115,37,27,69,84,54,57,65,37,21,459,146,268,578,530,541,597,482,240,105,3480
509011231,6,3,7,0,6,13,32,44,18,130,0,0,0,5,0,3,0,0,0,14,21,13,37,42,52,85,41,47,21,358,92,153,376,506,513,666,435,268,75,3075
509011232,0,0,8,5,3,11,16,24,13,79,0,0,0,6,6,5,0,0,0,21,9,10,25,21,19,18,23,17,11,147,94,126,398,422,467,564,523,229,54,2875
509011233,5,3,15,19,15,46,72,106,43,325,0,3,13,13,11,8,8,8,6,71,36,22,65,64,64,74,77,68,27,499,372,593,1286,1333,1425,1334,1108,620,192,8251
509011234,6,3,4,5,9,10,43,30,21,141,3,6,15,10,11,4,0,0,0,53,27,16,40,72,71,84,73,54,37,476,158,188,459,556,735,854,788,323,116,4178
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,3,0,4,14,23,29,17,93,0,0,4,0,0,0,0,5,0,6,33,14,38,35,68,82,63,40,14,382,178,245,474,655,883,935,621,298,74,4362
509021237,0,0,9,0,8,16,39,47,26,148,0,0,0,0,0,4,0,3,0,8,32,19,50,40,98,87,84,62,19,492,117,127,382,378,468,573,487,282,112,2921
509021238,0,3,3,9,5,8,33,30,17,103,0,0,0,0,0,0,0,0,0,4,13,21,19,38,50,47,63,36,11,307,86,170,336,451,473,559,593,266,73,3007
509021239,3,0,16,13,16,36,66,82,34,273,0,5,12,4,3,8,3,9,8,48,26,51,118,99,125,136,162,107,13,842,171,353,999,955,1181,1479,1547,711,151,7541
509021240,3,0,0,3,12,20,39,33,35,150,0,0,0,0,0,0,0,0,0,5,30,39,90,82,92,106,78,58,24,598,117,253,594,558,647,687,585,282,128,3849
509021241,0,0,3,0,9,22,30,40,14,126,0,0,0,5,0,0,0,0,0,3,22,30,66,83,89,101,86,50,16,550,97,209,492,546,576,724,517,264,94,3524
509021242,0,0,5,8,3,12,23,29,20,99,0,0,0,0,0,5,0,0,3,5,14,42,142,146,164,138,61,30,9,741,52,173,553,558,675,723,436,173,58,3400
509021243,7,0,19,9,22,44,103,99,59,360,0,3,0,5,5,5,4,4,4,33,65,91,224,223,186,159,145,115,59,1262,329,556,1201,1255,1450,1594,1403,707,232,8732
509021244,0,0,3,9,13,20,37,33,24,128,0,0,0,0,3,0,0,0,0,0,18,11,43,39,70,114,83,59,12,444,97,138,324,401,616,882,789,346,69,3656
509021245,0,3,0,10,3,13,48,76,30,178,0,0,0,0,0,0,0,0,0,7,18,17,41,44,65,93,89,87,31,482,106,130,373,483,590,902,987,533,161,4256
509031246,5,7,3,4,0,7,40,46,29,129,0,0,0,0,0,0,0,0,4,7,17,20,23,39,47,50,41,35,19,289,69,150,309,367,454,515,504,293,112,2773
509031247,0,0,0,3,7,8,34,33,16,97,0,0,0,0,0,0,0,3,4,10,15,29,58,73,81,111,70,35,18,488,92,190,521,598,645,729,495,234,62,3570
509031248,0,0,0,3,3,10,10,15,13,52,0,0,0,4,0,0,0,0,0,4,14,0,25,24,44,48,25,22,3,204,54,86,304,364,441,437,306,121,36,2148
509031249,5,0,3,3,6,9,23,52,35,144,0,4,0,3,0,3,4,7,4,21,26,33,67,61,55,59,62,37,27,427,139,255,506,479,547,568,487,296,159,3426
509031250,0,0,4,0,9,13,28,44,16,111,0,0,0,0,0,9,0,0,0,12,21,21,52,64,57,66,64,47,11,404,91,171,437,532,610,770,657,341,102,3709
510011262,8,4,12,23,29,36,105,76,25,306,3,0,8,13,14,7,7,8,8,63,122,166,549,429,448,482,331,151,29,2712,442,927,2988,2872,2589,2818,2670,882,111,16298
510011263,18,11,41,31,56,68,62,40,4,332,3,4,10,0,20,19,20,19,15,112,84,137,282,207,216,225,159,40,4,1353,350,653,1529,1198,1158,1254,926,200,34,7284
510011264,34,22,37,31,46,35,52,11,3,268,0,0,0,9,5,5,22,23,3,73,32,42,108,112,100,100,94,33,9,632,230,340,753,656,581,586,500,129,17,3795
510011265,21,7,20,30,34,63,59,42,3,279,5,0,0,4,9,11,19,8,0,49,79,106,307,259,278,242,160,40,17,1487,283,566,1747,1559,1499,1695,1237,237,33,8865
510011266,6,5,5,4,10,17,48,34,10,134,0,0,4,7,0,9,5,4,0,21,11,18,65,45,50,79,77,31,3,390,118,221,567,514,499,902,966,234,25,4046
510021267,9,5,14,13,24,47,43,23,0,188,0,0,4,8,17,17,3,10,7,63,52,315,1535,1520,1313,855,156,16,5,5765,205,910,4068,3883,3390,2382,702,123,16,15687
510021268,0,0,0,3,16,4,5,4,0,32,0,0,0,0,3,6,0,0,0,12,28,28,140,111,107,62,24,7,0,502,104,262,977,860,747,488,150,23,0,3615
510021269,0,0,5,5,9,10,10,5,0,52,0,0,0,0,0,0,0,0,0,8,22,51,167,174,171,166,82,27,0,857,95,207,985,1092,796,692,317,92,5,4280
510021270,6,8,10,30,27,35,36,21,8,178,0,0,6,12,14,8,4,4,0,54,111,162,630,581,506,361,103,20,8,2481,358,714,2576,2310,1810,1411,491,103,24,9797
510031271,3,0,6,14,20,37,36,27,3,153,0,0,5,11,14,11,5,5,0,55,63,220,926,889,917,664,224,55,5,3954,175,754,3113,3058,2872,2292,1033,233,18,13554
510031272,3,3,12,16,35,25,42,28,7,165,5,6,9,12,3,6,3,8,0,39,127,205,681,745,609,434,161,37,8,3008,424,976,3542,3781,2834,1870,787,181,22,14423
510031273,5,6,12,9,17,23,41,17,4,126,0,0,10,11,9,3,0,3,0,35,50,104,505,506,442,371,159,38,0,2179,165,388,1447,1566,1357,1122,612,175,11,6849
511011274,6,0,3,7,17,41,68,108,66,318,0,0,0,3,0,7,10,0,5,25,67,73,152,167,199,149,161,143,37,1157,348,581,1355,1428,1590,1628,1302,840,271,9343
511011275,0,0,0,0,10,9,30,28,12,85,0,0,0,0,0,0,3,0,0,5,14,37,80,76,99,94,43,19,9,472,121,227,666,577,694,661,399,180,43,3565
511021276,6,0,8,8,36,37,79,80,20,270,0,0,0,3,11,3,9,0,4,43,50,81,175,135,152,119,110,66,14,903,146,289,692,629,800,932,1068,488,95,5126
511021277,0,0,3,13,6,28,78,78,11,218,0,3,8,0,0,0,7,0,0,19,33,42,131,119,130,210,264,89,14,1024,176,450,1487,1323,1269,2119,2494,753,68,10137
511031278,10,6,12,20,27,22,39,27,7,163,0,0,3,11,14,4,0,0,0,44,67,81,196,190,149,221,128,21,0,1061,260,487,1140,1071,1000,1012,556,148,31,5704
511031279,0,3,9,31,18,48,62,49,22,253,0,0,9,8,6,10,5,4,4,46,55,102,292,269,246,228,185,75,59,1499,400,972,2302,2090,1940,1673,896,336,116,10729
511031280,0,3,0,11,8,28,27,36,14,128,4,0,0,8,0,7,8,0,0,19,20,42,93,86,61,59,43,27,6,446,215,543,1482,1339,1071,917,464,199,54,6283
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,7,0,0,0,5
511031282,3,0,5,10,18,38,45,19,9,137,0,0,0,3,0,0,0,4,0,7,59,126,412,358,371,248,111,34,7,1735,167,391,1135,968,1120,906,535,140,26,5374
511031283,10,7,26,24,43,57,42,21,3,227,0,0,0,4,10,10,6,8,3,49,55,342,1060,940,875,629,150,23,0,4081,196,797,2407,2138,2000,1534,482,87,14,9669
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,8,6,7,19,27,63,97,171,132,530,0,4,9,7,9,11,17,20,18,91,64,69,156,202,188,179,160,145,118,1280,364,693,1375,1381,1515,1714,1551,1017,537,10152
511041286,6,5,8,13,16,45,66,78,25,249,0,0,0,4,5,11,8,9,4,45,68,59,145,125,86,99,58,39,6,676,304,441,902,930,1046,1017,637,324,61,5667
511041287,0,6,8,0,5,21,56,41,20,159,0,0,0,0,3,0,5,6,0,19,36,34,65,83,91,57,60,38,11,477,260,387,1066,1002,1139,993,856,338,94,6131
511041288,4,5,0,8,12,20,51,76,29,204,0,0,5,5,3,7,10,10,6,43,46,27,64,74,51,47,47,49,14,424,304,496,1176,1384,1334,1181,909,442,141,7354
511041289,0,0,3,7,5,9,37,47,16,126,0,0,0,0,0,0,0,3,0,3,14,12,49,55,56,94,89,68,10,449,82,122,269,387,479,673,741,388,81,3235
511041290,4,0,8,6,15,30,43,27,0,138,0,0,6,0,4,0,3,0,0,16,51,191,653,521,552,379,157,41,0,2553,114,473,1544,1222,1313,1118,646,162,12,6606
511041291,0,0,5,7,4,15,32,39,14,113,0,0,0,0,0,0,0,0,0,6,38,36,118,164,135,183,145,77,24,925,82,188,509,624,603,817,695,318,76,3903
511041292,0,0,3,4,15,32,82,81,24,234,0,0,0,0,0,0,0,9,4,16,37,43,70,112,124,172,189,55,24,834,150,220,512,710,885,1287,1378,525,120,5780
597979799,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,44,223,434,399,218,49,8,0,1387,20,116,521,957,893,533,176,32,0,3245
