SA2_CODE_2021,AG_15_19_Nbr_ch_ev_brn_No,AG_15_19_Nbr_ch_ev_brn_1,AG_15_19_Nbr_ch_ev_brn_2,AG_15_19_Nbr_ch_ev_brn_3,AG_15_19_Nbr_ch_ev_brn_4,AG_15_19_Nbr_ch_ev_brn_5,AG_15_19_Nbr_ch_ev_brn_6m,AG_15_19_Nbr_ch_ev_brn_Ns,AG_15_19_Tot,AG_20_24_Nbr_ch_ev_brn_No,AG_20_24_Nbr_ch_ev_brn_1,AG_20_24_Nbr_ch_ev_brn_2,AG_20_24_Nbr_ch_ev_brn_3,AG_20_24_Nbr_ch_ev_brn_4,AG_20_24_Nbr_ch_ev_brn_5,AG_20_24_Nbr_ch_ev_brn_6m,AG_20_24_Nbr_ch_ev_brn_Ns,AG_20_24_Tot,AG_25_29_Nbr_ch_ev_brn_No,AG_25_29_Nbr_ch_ev_brn_1,AG_25_29_Nbr_ch_ev_brn_2,AG_25_29_Nbr_ch_ev_brn_3,AG_25_29_Nbr_ch_ev_brn_4,AG_25_29_Nbr_ch_ev_brn_5,AG_25_29_Nbr_ch_ev_brn_6m,AG_25_29_Nbr_ch_ev_brn_Ns,AG_25_29_Tot,AG_30_34_Nbr_ch_ev_brn_No,AG_30_34_Nbr_ch_ev_brn_1,AG_30_34_Nbr_ch_ev_brn_2,AG_30_34_Nbr_ch_ev_brn_3,AG_30_34_Nbr_ch_ev_brn_4,AG_30_34_Nbr_ch_ev_brn_5,AG_30_34_Nbr_ch_ev_brn_6m,AG_30_34_Nbr_ch_ev_brn_Ns,AG_30_34_Tot,AG_35_39_Nbr_ch_ev_brn_No,AG_35_39_Nbr_ch_ev_brn_1,AG_35_39_Nbr_ch_ev_brn_2,AG_35_39_Nbr_ch_ev_brn_3,AG_35_39_Nbr_ch_ev_brn_4,AG_35_39_Nbr_ch_ev_brn_5,AG_35_39_Nbr_ch_ev_brn_6m,AG_35_39_Nbr_ch_ev_brn_Ns,AG_35_39_Tot,AG_40_44_Nbr_ch_ev_brn_No,AG_40_44_Nbr_ch_ev_brn_1,AG_40_44_Nbr_ch_ev_brn_2,AG_40_44_Nbr_ch_ev_brn_3,AG_40_44_Nbr_ch_ev_brn_4,AG_40_44_Nbr_ch_ev_brn_5,AG_40_44_Nbr_ch_ev_brn_6m,AG_40_44_Nbr_ch_ev_brn_Ns,AG_40_44_Tot,AG_45_49_Nbr_ch_ev_brn_No,AG_45_49_Nbr_ch_ev_brn_1,AG_45_49_Nbr_ch_ev_brn_2,AG_45_49_Nbr_ch_ev_brn_3,AG_45_49_Nbr_ch_ev_brn_4,AG_45_49_Nbr_ch_ev_brn_5,AG_45_49_Nbr_ch_ev_brn_6m,AG_45_49_Nbr_ch_ev_brn_Ns,AG_45_49_Tot,AG_50_54_Nbr_ch_ev_brn_No,AG_50_54_Nbr_ch_ev_brn_1,AG_50_54_Nbr_ch_ev_brn_2,AG_50_54_Nbr_ch_ev_brn_3,AG_50_54_Nbr_ch_ev_brn_4,AG_50_54_Nbr_ch_ev_brn_5,AG_50_54_Nbr_ch_ev_brn_6m,AG_50_54_Nbr_ch_ev_brn_Ns,AG_50_54_Tot,AG_55_59_Nbr_ch_ev_brn_No,AG_55_59_Nbr_ch_ev_brn_1,AG_55_59_Nbr_ch_ev_brn_2,AG_55_59_Nbr_ch_ev_brn_3,AG_55_59_Nbr_ch_ev_brn_4,AG_55_59_Nbr_ch_ev_brn_5,AG_55_59_Nbr_ch_ev_brn_6m,AG_55_59_Nbr_ch_ev_brn_Ns,AG_55_59_Tot,AG_60_64_Nbr_ch_ev_brn_No,AG_60_64_Nbr_ch_ev_brn_1,AG_60_64_Nbr_ch_ev_brn_2,AG_60_64_Nbr_ch_ev_brn_3,AG_60_64_Nbr_ch_ev_brn_4,AG_60_64_Nbr_ch_ev_brn_5,AG_60_64_Nbr_ch_ev_brn_6m,AG_60_64_Nbr_ch_ev_brn_Ns,AG_60_64_Tot,AG_65_69_Nbr_ch_ev_brn_No,AG_65_69_Nbr_ch_ev_brn_1,AG_65_69_Nbr_ch_ev_brn_2,AG_65_69_Nbr_ch_ev_brn_3,AG_65_69_Nbr_ch_ev_brn_4,AG_65_69_Nbr_ch_ev_brn_5,AG_65_69_Nbr_ch_ev_brn_6m,AG_65_69_Nbr_ch_ev_brn_Ns,AG_65_69_Tot,AG_70_74_Nbr_ch_ev_brn_No,AG_70_74_Nbr_ch_ev_brn_1,AG_70_74_Nbr_ch_ev_brn_2,AG_70_74_Nbr_ch_ev_brn_3,AG_70_74_Nbr_ch_ev_brn_4,AG_70_74_Nbr_ch_ev_brn_5,AG_70_74_Nbr_ch_ev_brn_6m,AG_70_74_Nbr_ch_ev_brn_Ns,AG_70_74_Tot,AG_75_79_Nbr_ch_ev_brn_No,AG_75_79_Nbr_ch_ev_brn_1,AG_75_79_Nbr_ch_ev_brn_2,AG_75_79_Nbr_ch_ev_brn_3,AG_75_79_Nbr_ch_ev_brn_4,AG_75_79_Nbr_ch_ev_brn_5,AG_75_79_Nbr_ch_ev_brn_6m,AG_75_79_Nbr_ch_ev_brn_Ns,AG_75_79_Tot,AG_80_84_Nbr_ch_ev_brn_No,AG_80_84_Nbr_ch_ev_brn_1,AG_80_84_Nbr_ch_ev_brn_2,AG_80_84_Nbr_ch_ev_brn_3,AG_80_84_Nbr_ch_ev_brn_4,AG_80_84_Nbr_ch_ev_brn_5,AG_80_84_Nbr_ch_ev_brn_6m,AG_80_84_Nbr_ch_ev_brn_Ns,AG_80_84_Tot,AG_85_over_Nbr_ch_ev_brn_No,AG_85_over_Nbr_ch_ev_brn_1,AG_85_over_Nbr_ch_ev_brn_2,AG_85_over_Nbr_ch_ev_brn_3,AG_85_over_Nbr_ch_ev_brn_4,AG_85_over_Nbr_ch_ev_brn_5,AG_85_over_Nbr_ch_ev_brn_6m,AG_85_over_Nbr_ch_ev_brn_Ns,AG_85_over_Tot,Tot_Num_child_evr_brn_No,Tot_Num_child_evr_brn_1,Tot_Num_child_evr_brn_2,Tot_Num_child_evr_brn_3,Tot_Num_child_evr_brn_4,Tot_Num_child_evr_brn_5,Tot_Num_child_evr_brn_6m,Tot_Num_child_evr_brn_Ns,Tot_Tot
501011001,113,0,0,0,0,0,0,11,125,51,0,0,0,0,0,0,7,69,73,19,18,0,0,0,0,17,128,67,41,42,12,5,0,0,17,184,57,46,94,41,8,0,0,35,274,35,49,97,36,8,3,0,20,249,32,37,62,30,7,0,0,14,188,36,34,92,47,12,7,0,21,243,34,26,93,56,20,11,0,16,245,42,23,96,72,21,4,0,14,279,38,20,85,59,21,3,0,13,238,12,13,62,58,26,0,0,18,201,8,6,48,19,13,0,0,6,105,5,3,17,25,11,3,3,10,78,4,4,8,26,18,9,8,4,75,612,320,817,476,174,38,17,229,2686
501011003,250,0,0,0,0,0,0,26,276,111,3,0,0,0,0,0,13,131,178,25,12,3,0,0,0,34,247,149,71,81,28,4,0,0,40,372,84,87,192,70,13,0,0,43,484,60,45,211,103,20,5,0,32,466,57,72,201,96,20,3,0,19,469,61,46,143,75,28,7,0,30,385,76,39,149,89,26,3,0,36,425,49,32,161,123,42,12,0,32,450,40,34,145,126,43,6,0,37,427,38,25,156,90,28,6,5,32,375,25,11,75,65,26,4,3,22,226,5,7,28,37,16,5,0,7,103,0,8,12,26,13,10,3,0,70,1175,512,1559,919,275,61,15,410,4922
501011004,205,0,0,0,0,0,0,23,234,111,3,0,0,0,0,0,16,136,181,28,13,10,0,0,0,32,265,170,68,60,28,4,0,0,31,363,106,92,167,61,5,0,0,31,457,59,74,176,68,29,4,6,25,433,52,63,179,79,23,4,0,37,440,50,62,121,54,17,4,0,36,347,45,37,131,50,19,4,0,34,316,46,27,134,61,16,8,7,17,325,41,22,101,51,24,6,3,15,265,12,27,92,49,18,5,3,13,227,8,10,43,29,13,3,3,8,117,7,0,18,18,11,0,0,5,64,3,0,14,26,17,11,0,7,83,1109,533,1252,583,193,47,21,335,4074
501011293,229,0,0,0,0,0,0,23,254,145,17,7,0,0,0,0,18,190,118,39,23,7,0,0,0,14,208,77,59,59,24,9,0,0,9,241,45,40,91,47,15,5,3,14,254,44,36,98,65,22,3,0,15,284,48,46,116,67,20,4,0,13,321,47,49,142,75,19,8,5,11,362,45,31,113,85,24,6,4,20,320,45,29,117,97,30,11,5,15,343,29,41,137,86,28,12,0,11,348,28,31,104,79,41,8,3,28,318,20,12,81,44,20,7,0,20,201,11,7,34,42,20,10,6,8,154,7,4,21,26,19,15,7,7,113,925,438,1159,750,268,93,50,229,3908
501011294,504,0,0,0,0,0,0,47,551,281,23,12,0,0,0,0,23,342,215,92,62,19,5,0,0,28,424,174,85,143,61,16,0,3,38,521,95,102,256,122,34,9,8,25,654,64,77,262,134,41,7,6,23,618,81,72,264,157,49,9,12,26,666,81,90,272,130,44,12,11,25,655,98,63,199,144,67,11,9,35,622,80,64,238,182,60,16,4,42,689,75,45,258,187,56,14,8,40,678,52,56,217,168,75,14,4,38,625,36,27,158,128,53,21,5,38,464,18,13,78,88,59,18,9,35,318,22,31,87,101,101,36,26,48,462,1863,853,2505,1622,663,176,107,511,8293
501021005,590,0,0,0,0,0,0,45,633,307,46,20,4,0,0,0,19,395,238,124,84,27,4,0,0,25,505,125,135,217,97,20,12,5,29,641,81,96,331,147,42,13,12,16,733,53,93,253,139,54,19,4,14,634,59,51,266,153,51,13,7,17,616,57,77,232,138,45,6,7,15,579,56,43,253,146,64,9,5,30,605,46,52,220,163,61,16,15,15,581,29,28,180,130,46,18,11,19,462,28,25,156,133,53,15,0,24,433,16,13,80,82,42,10,5,15,261,6,9,47,41,27,13,8,13,168,4,9,22,35,26,16,7,8,112,1694,810,2358,1431,533,159,87,302,7365
501021007,137,0,0,0,0,0,0,22,160,75,9,5,4,0,0,0,7,100,53,22,19,11,3,0,0,14,117,27,29,46,17,3,3,0,13,139,29,28,63,39,8,3,0,9,175,23,11,64,41,13,3,0,12,170,17,27,64,42,21,4,7,10,191,27,29,68,43,21,4,4,13,211,21,25,77,56,13,0,0,5,198,32,21,79,48,22,4,0,19,229,10,10,66,43,13,3,0,9,159,11,11,57,42,11,9,0,13,159,5,0,29,28,9,0,0,8,79,3,0,11,20,18,8,0,3,55,0,0,7,5,9,11,5,5,35,478,233,631,428,169,54,26,155,2167
501021008,159,3,0,0,0,0,0,27,189,166,29,12,4,0,0,0,28,234,116,37,32,12,0,0,0,33,224,74,42,63,19,5,4,0,27,234,44,31,65,34,7,3,0,21,205,29,37,63,39,17,3,7,12,215,24,28,73,42,14,5,5,19,214,26,32,73,57,17,11,9,19,235,31,22,67,54,17,3,3,16,218,27,24,72,67,20,6,4,17,231,21,17,63,50,17,4,6,6,181,15,5,52,43,17,6,7,20,167,8,6,33,29,15,10,5,9,122,4,6,22,25,16,16,4,10,95,3,6,21,22,26,19,15,15,140,743,325,690,495,198,100,56,286,2892
501021009,201,5,0,0,0,0,0,26,236,126,21,18,4,0,0,0,17,186,100,38,58,14,3,0,0,21,235,53,38,62,46,9,7,0,14,238,35,28,87,58,16,8,0,27,255,27,29,70,48,22,6,0,23,232,22,28,100,63,26,6,9,15,272,31,27,121,74,38,14,9,20,318,29,39,107,79,22,10,3,17,303,27,21,107,89,39,12,0,16,314,20,10,96,73,36,14,0,21,270,11,11,79,80,37,11,3,19,253,5,13,39,49,26,13,9,21,169,7,0,17,30,17,14,6,19,107,5,5,7,14,13,8,13,35,101,702,305,970,726,316,114,48,301,3487
501021010,88,0,0,0,0,0,0,9,92,48,3,3,0,0,0,0,8,60,28,12,12,5,0,0,0,7,57,19,8,28,12,0,0,0,6,74,15,13,44,14,9,0,0,6,108,16,3,42,24,8,0,0,3,96,10,7,42,24,9,0,0,5,102,20,11,57,35,13,0,0,6,145,20,20,42,27,4,0,3,7,125,7,12,56,28,16,5,0,10,132,12,10,30,21,14,5,0,7,97,0,4,30,23,8,0,3,9,75,0,6,20,16,7,5,0,6,63,0,0,0,15,7,5,6,6,28,0,0,3,5,6,4,0,5,22,285,116,412,245,97,26,21,81,1277
