SA2_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
501011001,65,59,198,351,331,319,142,40,10,1522,3,7,23,21,19,24,30,8,0,128,0,0,4,6,5,5,0,0,0,24,7,0,16,31,22,18,6,4,0,109,0,0,0,0,3,0,0,0,0,7,0,0,4,14,8,12,3,0,0,37,0,0,0,3,3,5,3,0,0,16,21,12,22,49,29,42,9,0,0,186,33,10,21,39,37,24,6,0,0,176,0,0,3,7,0,6,0,0,0,19,0,0,0,5,4,0,0,0,0,5,0,0,7,5,6,3,0,0,0,22,0,0,4,6,4,9,0,0,0,19,0,0,13,24,15,15,7,0,0,71,0,3,11,18,12,13,8,0,0,69,0,0,3,19,8,13,0,0,0,44,0,0,27,58,54,47,3,0,0,191,3,3,42,66,60,63,13,0,0,250,0,0,6,11,0,9,0,0,0,25,0,3,9,9,10,7,5,0,0,54
501011003,200,134,433,656,691,557,264,34,0,2977,8,4,15,15,30,25,22,3,0,126,4,0,11,10,12,4,3,0,0,42,10,8,33,51,36,34,11,0,0,182,0,0,0,4,5,4,3,0,0,11,0,0,17,39,38,25,4,0,0,122,5,0,10,12,15,11,0,0,0,46,30,21,39,59,66,63,16,0,0,295,87,30,73,87,68,53,15,0,0,423,0,0,0,7,7,4,4,0,0,35,0,0,0,4,3,0,0,0,0,13,0,0,8,17,12,19,5,0,0,58,0,4,5,24,17,10,8,0,0,79,0,0,19,59,53,36,9,0,0,178,0,0,19,42,46,28,8,0,0,150,0,4,15,23,22,18,5,0,0,86,7,7,49,99,97,62,14,0,0,342,14,13,93,136,126,107,21,0,0,501,8,3,18,10,13,11,3,0,0,59,9,0,20,30,28,16,0,0,0,109
501011004,164,140,484,592,592,422,152,17,0,2556,0,3,18,11,8,5,5,0,0,44,0,0,10,8,6,4,0,0,0,24,8,7,54,56,28,22,3,0,0,180,0,0,0,0,3,0,0,0,0,5,0,0,9,20,14,10,3,0,0,56,0,0,4,8,10,3,0,0,0,28,45,23,48,95,76,54,12,0,0,345,60,29,90,76,74,40,11,0,0,374,0,0,5,8,6,13,3,0,0,30,0,0,0,0,6,0,0,0,0,8,0,0,10,8,12,3,0,0,0,35,0,0,3,6,20,4,11,0,0,51,5,4,16,47,36,18,0,0,0,129,3,3,20,37,46,18,4,0,0,120,0,0,15,52,26,15,0,0,0,107,10,0,34,92,104,96,18,4,0,358,9,14,81,115,104,83,16,4,0,427,3,3,3,12,7,4,0,0,0,46,4,3,15,23,22,12,4,0,0,86
501011293,139,168,347,381,463,384,138,14,4,2040,0,0,4,3,7,3,5,6,0,28,0,0,3,0,11,0,0,0,0,18,6,4,7,11,13,3,3,0,0,55,0,0,0,0,3,0,0,0,0,9,0,0,15,18,6,3,8,0,0,57,0,0,0,8,0,3,4,0,0,19,57,33,37,46,73,58,9,0,0,323,48,37,36,48,54,35,10,0,0,266,0,0,9,12,6,19,4,0,0,44,3,0,4,3,3,0,0,0,0,17,0,0,7,9,13,12,3,0,0,44,3,3,8,3,14,6,4,0,0,44,0,3,15,15,27,12,3,0,0,80,0,7,18,21,22,18,8,0,0,101,0,0,20,13,19,12,0,0,0,65,7,10,41,62,92,64,14,5,0,291,4,25,67,102,133,117,26,0,0,477,3,0,0,4,3,4,0,0,0,17,7,12,15,14,27,20,4,0,0,105
501011294,370,275,677,891,913,768,251,29,6,4178,3,12,6,20,16,21,8,3,0,87,0,0,16,13,22,5,0,0,0,62,9,3,20,34,32,24,7,0,0,129,0,0,0,5,4,3,4,0,0,15,0,7,23,31,37,11,7,0,0,126,4,0,4,8,16,10,8,0,0,48,109,39,83,95,113,128,34,0,0,600,156,56,97,125,83,65,11,0,0,587,3,0,11,12,22,19,3,0,0,69,0,3,3,4,8,0,0,0,0,24,0,5,7,22,19,7,6,0,0,63,0,10,21,14,14,5,9,0,0,80,0,4,26,55,49,30,14,3,0,184,17,11,47,48,62,24,6,0,0,219,3,7,16,39,56,33,11,0,0,175,13,12,63,152,191,112,17,0,0,576,10,52,159,237,238,232,52,0,0,989,10,3,12,12,14,4,0,0,0,61,8,24,42,35,51,22,0,0,0,190
501021005,318,330,863,1052,957,753,202,15,0,4495,4,5,14,5,7,10,6,0,0,54,0,6,29,35,24,9,3,0,0,108,17,24,43,60,32,25,5,0,0,213,0,3,4,13,6,4,0,0,0,32,0,8,32,34,39,31,3,0,0,152,3,0,14,18,12,9,0,0,0,52,103,44,102,131,119,90,7,0,0,600,142,34,43,50,35,18,12,0,0,334,9,5,11,15,23,19,8,0,0,95,3,3,5,3,0,0,0,0,0,13,0,0,11,18,22,7,3,0,0,67,0,6,15,13,19,9,0,0,0,68,0,9,37,47,38,23,6,6,0,159,4,9,26,31,27,33,9,0,0,127,6,9,32,61,67,31,12,0,0,211,12,14,95,189,189,134,16,0,0,649,32,71,175,256,264,179,36,0,0,1008,15,7,11,14,0,3,0,0,0,52,8,11,61,31,30,23,9,0,0,181
501021007,73,93,184,242,294,265,92,14,0,1254,10,7,4,4,19,21,16,0,0,83,0,0,6,0,4,3,0,0,0,21,3,3,5,14,5,0,0,0,0,37,0,0,0,4,4,0,0,0,0,13,0,0,7,8,16,7,0,0,0,37,4,3,6,0,0,0,0,0,0,14,28,12,24,26,35,28,3,0,0,155,24,3,8,16,17,11,0,0,0,75,0,0,0,6,3,7,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,4,0,0,0,19,0,0,5,3,0,4,0,0,0,19,0,0,12,14,8,8,5,0,0,44,0,3,3,11,18,5,0,0,0,44,0,3,11,19,23,11,0,0,0,71,3,0,13,40,53,46,7,0,0,161,6,11,33,69,79,85,14,0,0,299,4,3,8,0,0,6,6,0,0,30,0,3,5,11,14,8,3,0,0,47
501021008,79,135,289,253,244,250,66,8,0,1320,0,4,6,0,0,0,0,0,0,19,0,3,7,5,3,0,0,0,0,20,0,9,8,20,15,3,0,0,0,57,0,0,0,0,6,0,0,0,0,12,0,0,9,11,11,0,0,0,0,39,0,0,0,3,5,0,0,0,0,12,31,25,34,40,42,29,6,0,0,205,41,31,23,27,25,11,9,0,0,168,0,0,0,4,5,13,3,0,0,22,3,0,3,0,3,0,0,0,0,6,0,0,4,3,0,4,0,0,0,11,0,0,0,0,3,3,0,0,0,10,0,5,6,16,6,11,3,0,0,42,0,4,7,10,11,10,0,3,0,41,0,6,17,13,13,13,0,0,0,69,5,5,18,30,36,41,8,0,0,135,11,33,79,66,87,72,15,0,0,366,0,4,5,0,3,4,0,0,0,18,3,12,8,12,10,8,0,0,0,57
501021009,112,165,316,369,385,366,85,16,4,1817,0,0,0,4,6,0,0,0,0,14,10,12,17,23,17,12,0,0,0,84,3,9,16,18,12,3,0,0,0,54,0,9,10,9,13,5,0,0,0,48,0,3,12,0,8,9,0,0,0,35,0,0,3,0,4,0,0,0,0,8,31,10,26,40,54,55,9,0,0,229,42,15,42,25,23,24,4,0,0,185,0,3,6,9,10,12,4,0,0,38,0,0,5,0,0,0,0,0,0,3,0,6,5,10,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,4,3,13,4,5,3,0,0,0,30,3,3,12,9,11,5,3,3,0,53,0,4,7,7,30,18,0,0,0,70,4,9,43,58,73,49,12,4,0,243,8,15,52,75,74,74,17,0,0,315,0,0,5,3,5,0,0,0,0,14,12,8,11,14,25,8,3,0,0,75
501021010,57,51,113,149,208,173,73,19,0,854,3,5,4,4,5,8,16,5,0,49,0,0,0,4,3,0,0,0,0,13,0,0,6,14,19,7,0,0,0,46,0,0,4,0,5,3,0,0,0,8,0,0,4,11,5,7,0,0,0,33,0,4,3,4,3,3,0,0,0,16,9,9,11,9,11,14,6,0,0,69,19,3,0,5,6,3,3,0,0,46,0,0,5,3,10,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,14,0,0,0,8,0,3,0,0,0,13,0,0,5,10,7,7,5,0,0,24,0,0,0,5,0,3,3,0,0,19,0,0,6,9,10,11,0,0,0,44,0,0,9,29,32,25,11,0,0,101,0,12,23,32,42,35,3,0,0,146,4,0,0,3,0,0,0,0,0,14,0,8,11,9,5,8,0,0,0,43
