SA2_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
501011001,29,27,36,31,4,0,157,0,14,35,26,30,21,7,0,131,12,151,230,150,124,116,37,6,819,0,38,89,88,120,126,46,6,522,48,145,241,189,217,132,45,13,1035,19,13,15,16,15,3,3,0,85,3,9,16,18,27,14,10,0,107,80,164,272,228,258,153,57,14,1225,0,6,8,6,6,12,5,8,52,33,57,106,90,76,87,48,21,527,126,446,765,618,661,541,217,57,3426
501011003,71,79,63,76,25,5,352,0,31,62,60,39,50,5,0,252,31,281,467,408,281,278,127,19,1885,16,140,214,217,235,213,89,17,1144,124,276,390,340,308,224,64,20,1751,29,17,22,23,21,13,8,0,137,6,13,32,41,43,54,22,8,211,163,313,446,408,373,292,92,23,2100,3,8,15,10,24,20,14,4,91,98,128,133,118,158,139,82,18,870,306,938,1411,1294,1168,1072,427,79,6699
501011004,91,55,38,54,25,3,318,0,22,56,51,50,28,11,0,222,24,301,397,325,214,167,46,8,1488,16,123,177,200,172,112,48,20,863,99,263,365,313,258,133,29,7,1470,37,9,26,22,11,11,3,0,123,5,20,35,40,34,21,7,0,157,140,292,420,374,302,162,41,11,1746,3,3,14,7,13,10,4,5,69,91,128,120,156,113,99,43,39,791,271,936,1275,1167,907,635,226,85,5508
501011293,34,50,15,26,13,0,157,0,16,33,44,29,24,5,0,149,21,133,182,187,139,128,38,10,845,20,68,105,151,143,134,67,11,695,139,267,268,301,283,224,98,16,1594,59,20,15,20,15,14,0,0,144,10,15,20,40,31,39,21,0,177,210,305,302,355,332,272,116,23,1912,0,4,6,6,5,14,9,0,54,58,81,66,83,94,87,78,28,575,313,635,730,877,756,690,325,68,4398
501011294,74,62,53,38,23,0,291,3,38,78,75,56,43,20,4,304,43,263,402,322,274,206,93,40,1650,39,155,261,292,296,229,115,28,1428,277,582,719,677,527,416,207,44,3456,126,52,38,27,26,29,10,7,319,19,22,33,57,67,64,24,8,290,423,651,791,769,621,515,240,57,4069,4,15,11,11,15,27,22,3,108,94,125,133,125,169,192,178,146,1167,612,1287,1742,1663,1478,1251,693,288,9013
501021005,63,58,45,42,4,0,251,4,33,73,42,52,32,10,3,246,44,294,381,303,223,161,63,15,1481,32,169,272,260,260,157,56,13,1216,368,785,854,711,578,332,116,19,3774,139,73,53,27,27,15,0,5,336,14,29,59,72,75,51,11,5,302,524,880,962,812,675,399,136,25,4414,0,10,7,16,15,20,14,0,86,86,100,103,87,114,108,88,18,717,690,1514,1873,1581,1382,921,366,75,8397
501021007,17,9,14,8,0,0,63,0,9,19,17,17,7,4,0,76,4,58,95,106,76,55,16,0,414,7,32,59,83,87,47,11,0,331,97,165,198,194,198,119,40,4,1005,29,13,14,10,9,5,0,0,84,8,7,6,21,20,14,5,0,82,131,186,221,219,221,142,40,4,1167,0,0,0,0,8,7,0,0,15,45,36,39,61,61,69,42,11,367,189,334,447,510,480,339,116,22,2428
501021008,19,12,11,7,5,0,65,0,7,17,14,15,7,5,0,73,28,123,93,69,48,42,14,8,427,12,56,69,65,73,37,21,8,352,164,252,229,219,191,129,51,13,1247,49,45,10,15,10,9,0,0,141,8,5,21,17,25,11,3,0,89,226,296,261,248,220,148,60,13,1475,0,4,10,8,5,8,0,3,35,83,101,78,80,68,70,53,41,575,353,605,542,492,443,323,155,79,2997
501021009,13,10,13,3,0,0,40,0,14,8,5,22,6,0,0,65,10,55,81,63,55,45,20,6,329,3,47,67,78,81,73,27,3,382,178,361,348,360,326,175,77,7,1821,57,40,23,21,10,6,3,0,151,10,17,20,25,27,30,13,0,136,242,411,387,403,360,209,92,10,2114,0,0,4,10,9,11,5,0,47,85,91,106,88,100,110,80,63,719,350,618,670,656,637,462,224,83,3694
501021010,9,5,5,9,0,0,37,0,5,9,11,18,4,4,0,47,7,35,60,96,60,41,10,0,309,13,19,38,42,61,36,9,3,222,50,117,125,132,96,82,21,3,620,28,9,4,6,9,0,0,0,52,0,5,7,15,7,10,3,3,42,76,128,132,149,101,89,21,5,714,4,0,3,0,4,6,0,0,18,20,13,31,38,35,45,24,8,219,117,208,274,334,299,234,75,21,1574
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
501021012,46,27,12,13,0,0,125,0,18,29,39,23,15,0,0,130,28,180,226,165,100,63,29,14,815,29,119,184,133,129,87,58,14,753,253,615,534,370,332,213,84,22,2419,93,45,35,17,25,9,0,3,238,16,11,29,46,38,34,10,8,188,365,677,597,437,394,250,98,27,2851,0,12,3,8,11,12,11,5,58,53,79,71,82,83,77,117,102,649,474,1112,1151,885,744,526,319,159,5375
501021014,19,14,20,14,9,0,100,0,17,17,27,24,10,7,0,104,20,140,151,140,104,73,23,8,662,20,59,84,119,123,84,22,9,523,201,271,340,356,307,180,68,13,1734,71,30,23,16,23,14,3,0,176,11,6,14,29,23,18,8,0,117,280,310,376,397,356,213,73,20,2025,8,10,13,11,4,18,4,0,72,85,65,85,100,98,103,82,45,661,419,615,752,809,738,510,222,81,4146
501021015,21,19,7,10,4,0,80,5,12,15,15,15,9,5,0,72,21,146,111,81,69,38,27,6,495,18,84,85,87,73,51,25,7,431,160,298,254,234,210,142,62,11,1381,56,41,18,14,9,5,3,0,142,7,11,20,20,26,17,11,0,114,222,350,293,262,244,162,77,18,1635,6,8,7,6,12,3,3,0,48,31,55,48,54,53,62,41,20,368,306,682,578,520,483,329,188,51,3124
501021016,10,7,8,4,0,0,27,3,3,5,6,13,3,0,0,33,0,34,45,43,43,26,14,3,203,3,21,40,56,50,41,25,4,241,78,124,153,165,160,91,35,8,810,23,9,15,8,13,0,4,0,75,3,3,0,16,13,9,6,0,60,103,136,168,190,187,104,44,8,942,0,0,0,6,6,6,5,0,23,40,37,49,75,47,55,54,33,390,153,243,314,376,358,243,135,52,1869
501021251,70,58,36,14,8,0,216,8,24,33,48,20,12,0,0,136,35,183,318,255,117,68,17,5,986,30,114,150,157,102,73,25,3,646,250,395,373,360,225,96,37,5,1748,81,43,34,24,14,5,0,0,199,14,15,22,39,26,10,12,0,142,346,456,426,422,265,110,50,5,2083,0,9,13,9,9,7,3,0,52,62,58,75,55,36,41,30,5,352,483,871,1089,993,582,327,124,15,4475
501021252,11,21,28,11,0,0,70,0,4,19,24,11,5,4,0,66,11,33,64,102,88,48,9,0,352,7,17,35,61,60,41,6,5,231,67,73,90,140,112,68,18,3,576,18,0,5,9,0,0,0,0,33,8,0,9,12,10,18,0,0,55,89,76,106,161,124,84,23,3,667,0,0,0,0,8,4,0,0,15,8,5,10,14,25,18,13,3,96,115,143,247,379,340,212,49,8,1490
501021253,94,107,75,57,17,3,452,0,36,60,77,67,44,11,0,297,74,350,338,352,268,183,79,28,1667,16,119,170,183,213,175,85,27,989,244,380,399,391,394,240,103,37,2190,75,41,19,24,12,14,11,5,197,20,13,28,39,56,32,16,4,203,329,435,442,452,462,285,130,44,2583,5,9,21,15,8,18,9,3,91,69,112,113,115,121,119,110,128,881,503,1155,1230,1299,1212,881,438,238,6952
501021254,11,12,5,3,0,0,39,0,8,5,10,10,10,5,5,37,13,45,68,51,42,29,6,0,258,8,39,51,46,61,35,14,6,251,130,179,179,160,129,93,30,0,909,55,25,4,13,10,9,0,0,117,6,12,13,15,10,6,3,0,67,192,212,202,190,149,112,33,0,1086,0,0,6,0,0,0,4,0,17,55,67,61,60,54,48,38,13,394,269,372,407,370,313,236,98,18,2086
501031017,23,9,22,32,13,0,119,0,5,9,15,29,26,7,0,98,19,87,135,133,110,105,37,6,631,9,41,82,91,120,130,48,0,533,85,182,203,234,283,190,59,12,1244,36,23,19,10,10,12,5,0,107,4,11,15,24,23,35,16,0,131,128,211,232,263,310,236,82,10,1482,0,0,4,7,8,9,7,0,37,54,47,71,99,116,124,96,25,629,210,405,570,624,732,661,282,46,3526
501031018,22,19,21,25,11,3,114,3,8,17,20,22,20,6,0,102,11,69,100,112,92,97,35,0,521,7,45,72,83,108,90,36,5,448,110,142,196,200,210,125,59,14,1050,39,10,13,6,12,7,0,0,98,0,8,16,20,19,17,10,0,94,157,163,228,229,241,148,67,19,1248,0,0,0,4,9,9,3,0,25,39,45,41,51,57,78,60,21,399,222,329,496,512,552,482,225,43,2857
501031019,16,21,4,8,0,0,49,0,5,11,5,9,6,0,0,48,20,67,76,49,55,40,10,5,321,9,35,42,49,51,33,17,0,233,103,168,166,146,156,96,40,12,876,50,34,6,3,12,9,0,0,115,4,6,9,18,26,13,4,0,77,156,204,184,168,193,110,41,12,1072,0,0,5,3,3,6,0,0,17,49,28,52,67,53,61,52,23,384,235,352,385,371,362,265,121,40,2125
501031020,25,34,26,16,6,0,138,0,8,10,16,27,23,0,0,91,10,87,101,79,120,91,35,12,539,3,36,58,62,105,90,31,5,385,41,105,115,157,196,159,42,7,825,25,8,10,12,12,5,4,0,80,0,6,9,18,21,15,14,5,90,68,120,134,184,231,185,57,8,995,0,4,3,6,4,10,5,0,37,48,69,82,90,138,109,84,24,641,134,347,409,481,655,528,216,48,2825
502011021,24,17,38,25,13,3,133,0,6,14,33,18,17,4,0,97,18,96,135,114,122,100,35,3,621,12,53,113,109,134,143,46,6,623,111,247,283,314,248,227,108,13,1550,38,22,19,20,17,10,3,0,116,6,13,24,26,26,26,20,0,149,150,279,326,356,289,259,132,18,1812,3,0,5,8,6,15,8,0,42,40,34,52,47,54,54,43,17,332,228,485,667,681,657,620,280,43,3664
502011022,26,32,34,19,5,0,129,0,17,21,36,32,26,6,0,139,38,111,141,153,131,135,37,9,757,25,80,115,156,172,132,64,17,753,147,260,275,298,344,299,113,33,1771,53,19,13,17,18,14,3,0,153,13,17,18,31,33,49,18,4,178,209,293,312,345,397,366,134,31,2098,3,7,9,7,15,13,15,0,62,45,47,57,56,55,83,60,17,414,319,569,668,787,829,783,321,78,4352
502011023,14,18,20,11,7,0,83,0,11,11,15,20,7,3,3,73,35,84,88,91,58,51,48,19,472,36,66,78,101,124,75,63,26,570,170,298,274,280,295,207,147,46,1716,71,40,15,12,14,10,4,0,167,12,15,12,23,33,25,12,9,146,257,356,301,319,337,234,168,53,2026,9,6,3,7,15,24,11,5,76,63,74,76,57,69,96,167,161,758,398,598,574,608,638,498,473,269,4053
502011024,66,88,66,47,26,0,343,0,30,46,48,66,49,32,4,269,66,266,333,305,277,247,109,21,1624,53,151,223,300,350,271,160,39,1554,292,495,530,627,617,484,272,63,3378,104,33,27,21,41,27,12,6,273,24,26,35,40,82,68,48,8,332,419,558,595,685,734,585,331,71,3979,12,13,12,20,26,32,33,10,154,63,78,76,89,99,183,202,91,885,622,1132,1358,1542,1617,1408,886,239,8809
502011025,40,24,22,26,4,0,152,7,13,22,21,26,29,10,0,111,32,151,129,102,124,106,37,8,686,29,93,101,124,164,122,51,17,693,182,258,204,275,301,279,128,17,1653,70,26,21,23,6,14,5,3,173,10,11,19,35,36,25,18,6,157,269,299,246,335,345,322,146,30,1981,3,7,12,11,12,9,14,7,72,124,145,144,159,145,180,184,139,1224,455,743,685,776,833,785,446,201,4918
