SA2_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
504011048,80,53,25,26,12,4,261,0,15,31,34,29,22,15,0,150,83,273,242,191,150,133,49,12,1128,38,83,109,133,124,132,59,21,691,86,177,144,177,180,159,73,16,1011,33,18,10,16,10,13,0,0,98,6,4,10,23,23,32,14,4,123,130,200,173,210,218,205,83,20,1238,5,4,11,7,8,13,8,0,61,25,31,22,26,34,50,45,12,244,291,664,669,655,594,574,269,61,3769
504021049,11,12,15,10,0,0,56,0,6,3,16,8,3,0,0,40,12,43,59,71,51,25,15,3,289,7,16,33,62,50,26,3,4,190,50,137,140,132,150,77,11,0,697,11,3,4,3,3,3,0,0,35,0,0,7,3,8,8,0,0,43,65,144,153,142,160,87,12,5,771,5,5,9,5,7,3,3,0,39,26,14,17,23,30,23,17,4,158,114,241,293,329,325,188,52,12,1551
504021050,70,123,101,57,27,0,418,0,30,49,69,42,29,17,4,245,43,136,286,274,209,167,75,9,1214,19,56,94,134,145,129,70,13,657,68,108,143,191,182,134,55,10,897,32,6,8,9,9,13,3,0,70,4,0,14,24,28,27,13,5,108,105,117,163,213,221,170,73,14,1079,0,0,5,9,8,9,8,0,47,30,22,31,37,42,34,33,12,240,207,400,706,861,768,600,305,57,3904
504021051,35,34,17,21,13,0,130,0,26,25,22,27,12,3,0,114,29,113,137,104,73,66,27,5,559,29,67,74,92,75,77,36,7,460,105,225,155,155,157,119,60,7,984,26,19,11,7,3,3,0,0,83,10,4,12,7,23,21,10,0,97,138,254,178,177,186,146,76,7,1164,0,8,3,3,3,3,5,3,29,26,34,32,29,36,42,34,10,249,238,520,483,459,422,371,190,30,2705
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
504021053,79,66,78,48,17,5,340,0,27,53,64,69,33,14,0,267,53,198,283,351,233,211,74,6,1417,40,97,186,242,249,193,71,25,1106,193,413,428,478,451,285,119,36,2400,62,28,20,31,10,9,9,0,163,8,22,35,46,63,48,27,4,250,267,458,488,555,522,338,146,40,2818,0,6,6,10,15,21,15,6,75,63,60,83,74,85,74,59,31,536,429,877,1183,1363,1263,926,407,116,6552
504021054,59,39,40,28,13,0,229,6,24,30,37,48,14,7,0,168,48,228,238,200,127,105,62,10,1031,35,129,174,187,158,141,67,9,886,254,462,368,364,325,275,109,23,2187,86,43,27,22,12,14,0,0,217,14,16,25,46,43,27,16,9,193,359,521,418,430,383,315,131,32,2592,3,12,10,13,9,18,10,0,70,83,114,105,116,115,95,129,122,880,537,1073,1034,1016,881,721,418,177,5855
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
504031056,82,59,66,35,12,0,356,12,30,33,34,36,19,3,0,177,162,395,379,283,232,130,50,12,1646,78,231,252,233,272,119,40,9,1223,323,586,494,522,601,237,89,18,2865,99,43,43,30,27,12,3,0,256,32,35,30,76,95,31,13,0,312,454,661,567,628,719,281,102,21,3430,6,11,23,18,26,25,3,3,120,107,135,110,101,108,81,60,17,719,831,1561,1439,1361,1463,695,273,54,7673
504031057,229,69,29,23,4,0,571,5,62,77,42,26,17,5,0,225,173,679,683,318,185,114,25,0,2172,98,385,410,267,202,105,25,4,1490,358,720,663,504,420,231,75,9,2976,108,63,52,35,18,4,0,0,290,22,51,58,58,53,37,12,9,295,488,839,775,596,482,274,84,14,3561,12,20,41,23,37,22,11,3,165,127,218,144,112,103,84,50,13,848,918,2396,2355,1427,1057,638,204,35,9033
504031058,13,9,15,7,4,0,59,0,10,13,11,9,7,0,0,46,53,74,68,74,49,35,9,5,377,19,52,54,82,75,39,12,0,340,114,238,199,226,169,117,37,4,1103,50,13,11,10,14,4,0,0,97,8,3,10,16,11,5,0,0,63,167,262,221,254,196,129,35,9,1267,0,5,4,6,9,11,3,0,30,67,53,46,65,53,39,23,4,354,306,469,428,504,407,260,82,14,2473
504031060,11,24,24,13,3,4,83,0,8,6,23,10,0,0,5,53,15,32,69,75,54,40,12,5,298,17,21,27,68,60,34,11,4,241,47,50,82,148,113,46,17,3,501,14,9,7,10,10,4,4,0,39,4,0,4,10,10,9,6,0,50,59,53,94,164,133,60,26,3,589,0,0,0,0,3,0,4,4,11,23,3,20,37,31,20,24,5,161,115,130,229,395,310,162,77,17,1436
504031061,75,45,20,12,5,0,191,0,20,34,21,12,15,3,0,110,35,243,217,109,77,51,17,9,751,17,77,86,85,64,50,23,4,404,62,211,188,151,143,86,41,3,897,19,9,7,13,8,7,0,0,63,9,9,9,14,20,11,7,0,86,96,229,210,172,172,103,49,8,1038,6,10,10,0,6,3,4,0,32,15,33,43,22,21,28,14,3,172,162,646,666,451,365,259,119,21,2696
504031062,159,52,30,14,7,0,375,9,55,56,45,21,4,5,0,197,92,440,445,210,124,65,22,0,1404,54,206,279,173,123,56,20,4,912,174,465,388,315,247,153,51,6,1805,65,36,26,23,17,9,0,0,173,21,19,33,39,33,26,4,0,171,257,522,451,374,305,183,55,8,2154,6,11,13,12,14,12,6,0,79,99,99,98,84,71,65,54,15,579,512,1444,1504,955,694,390,174,23,5699
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,9,4,3,0,0,0,0,16
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,38,17,16,14,4,0,123,3,11,16,27,14,6,0,0,77,18,112,99,94,55,48,15,4,447,19,72,81,85,84,67,14,4,415,101,199,170,163,179,102,43,12,964,25,15,15,8,10,4,0,0,70,9,7,11,20,27,16,8,0,99,143,210,196,191,207,119,56,12,1133,0,9,9,3,6,4,0,0,38,47,54,89,83,61,69,42,11,459,233,509,528,499,447,314,129,26,2683
504031066,111,51,48,34,14,0,340,0,28,41,55,45,10,3,0,179,49,313,247,221,144,99,39,14,1136,67,164,171,164,134,94,25,12,830,221,383,301,267,251,140,79,24,1664,80,43,26,17,13,13,8,0,193,10,25,14,32,42,27,18,6,171,306,454,343,320,305,176,96,27,2030,6,6,14,10,11,7,8,5,64,152,199,207,210,177,167,179,226,1517,580,1246,1132,1031,866,586,365,288,6088
504031067,45,21,11,9,0,0,106,4,11,26,18,16,3,0,0,75,33,125,110,112,64,32,8,3,477,19,63,108,120,99,42,14,3,461,137,300,257,238,198,87,32,3,1244,51,23,13,14,5,3,0,0,107,10,15,21,32,22,13,8,0,119,194,332,292,278,225,103,39,3,1473,0,8,9,3,9,7,3,0,37,31,54,36,38,31,23,18,9,241,285,609,620,583,455,217,83,21,2874
504031068,90,82,61,33,17,0,317,4,25,48,53,42,22,7,0,202,58,217,317,270,161,113,34,0,1160,57,178,248,236,185,96,55,0,1048,220,428,429,390,316,176,62,7,2030,65,35,30,19,10,7,0,0,168,14,18,34,42,34,18,9,0,170,299,484,491,441,363,207,65,10,2367,4,7,20,15,9,16,9,5,76,46,62,79,62,46,48,25,5,370,464,1007,1291,1166,873,521,199,22,5545
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,164,72,24,12,0,0,383,5,58,81,35,19,9,3,0,212,82,487,553,251,102,39,13,0,1535,59,307,420,281,142,46,19,0,1278,299,820,626,398,237,137,49,7,2567,94,58,20,27,9,3,0,0,221,26,48,56,61,27,22,7,0,237,415,927,698,482,268,162,54,10,3021,7,12,19,13,9,5,8,0,66,79,100,109,71,39,35,28,4,462,651,1990,2043,1205,605,318,124,14,6961
504031299,152,33,15,6,0,0,359,4,62,48,24,7,7,0,0,147,68,560,429,160,72,31,7,0,1337,63,346,259,137,71,23,14,3,911,220,669,414,239,161,69,24,0,1800,48,44,23,12,4,0,0,0,133,14,32,42,22,14,12,3,0,144,281,749,477,283,179,83,35,6,2083,3,20,24,9,11,6,4,0,72,50,100,71,29,34,20,4,0,315,476,1976,1461,675,386,172,63,12,5226
504031300,105,69,31,20,3,4,304,7,37,55,34,20,10,6,0,171,90,332,393,298,142,52,32,12,1346,78,243,404,287,152,81,60,14,1318,393,661,696,573,371,205,92,28,3014,125,61,61,37,24,10,8,0,319,23,37,68,70,36,25,13,8,267,543,761,828,671,428,235,109,33,3600,12,19,26,23,18,6,10,10,119,131,183,172,142,87,71,80,55,919,869,1637,1976,1533,879,471,292,132,7783
505011070,80,50,30,10,4,0,257,3,61,59,29,36,16,3,0,201,63,429,363,181,118,79,19,3,1254,35,194,194,130,129,88,31,0,793,141,526,467,295,271,194,51,8,1962,39,24,15,7,12,7,5,0,109,16,23,31,32,24,27,11,0,170,199,575,518,333,311,233,64,8,2240,0,17,12,11,5,12,3,0,66,51,69,70,55,39,41,39,16,384,349,1426,1292,780,674,486,157,38,5201
505011071,98,111,74,19,8,0,401,5,48,67,78,48,20,9,0,274,150,391,409,437,236,100,41,4,1758,60,144,244,328,273,112,28,7,1195,252,372,391,514,450,222,63,16,2281,83,26,20,15,13,14,4,0,181,17,25,26,67,53,23,11,0,218,349,424,439,594,510,258,81,17,2676,7,11,9,23,19,16,10,0,88,59,53,58,69,60,47,34,23,405,642,1147,1321,1650,1221,570,200,46,6794
505011072,261,251,120,108,40,8,883,3,50,137,145,79,63,15,0,494,134,408,798,673,377,338,132,20,2868,46,107,236,333,270,269,111,26,1399,157,236,370,362,302,230,123,25,1804,63,14,22,14,8,26,8,0,150,0,8,27,47,53,53,32,5,229,227,258,419,417,368,306,164,27,2183,3,12,17,17,18,27,15,8,124,20,38,59,57,50,84,75,44,421,438,963,1929,1896,1276,1189,549,134,8376
505011073,159,93,67,43,9,0,478,0,60,86,87,42,43,8,0,334,100,449,550,375,209,187,71,11,1945,51,142,202,203,180,205,108,12,1106,185,382,419,387,298,263,129,25,2073,59,16,27,16,11,10,9,0,149,10,16,34,50,47,67,20,0,251,256,410,476,450,352,345,152,25,2473,3,10,14,10,6,28,13,3,91,54,55,97,68,60,79,62,17,494,471,1221,1583,1298,918,930,419,66,6913
505011074,92,68,56,20,7,0,308,6,43,54,42,39,17,3,0,200,87,343,313,213,158,108,26,0,1239,58,133,186,164,190,122,33,8,895,149,383,424,311,325,222,69,14,1889,34,20,21,8,25,9,0,0,114,15,16,35,42,50,28,18,0,199,201,416,472,363,392,259,79,15,2207,6,10,9,14,13,9,6,4,65,54,68,92,80,63,53,38,18,460,414,1063,1215,948,916,587,198,44,5375
505011075,134,152,135,63,9,0,567,0,34,65,69,88,37,6,0,306,147,277,432,503,369,208,59,12,2002,31,76,163,227,255,209,57,14,1030,139,158,218,250,255,210,78,13,1322,36,11,8,6,17,12,6,0,101,6,3,25,27,37,41,23,0,170,188,175,254,292,309,266,105,16,1593,3,8,12,19,13,17,12,0,87,32,44,50,52,64,55,42,28,359,404,672,1098,1311,1232,866,296,65,5941
505011076,99,138,120,42,3,3,462,3,22,44,68,52,13,3,0,208,135,205,373,479,311,100,18,0,1622,46,56,168,329,264,98,24,4,990,106,141,200,292,317,154,40,11,1266,38,8,11,11,16,6,0,0,92,7,3,18,60,47,28,13,0,175,156,150,225,363,388,195,50,11,1543,0,6,6,23,19,8,6,0,66,38,15,33,51,36,35,14,8,224,389,498,943,1452,1189,498,126,27,5116
505011077,160,115,85,50,12,0,628,7,54,82,72,65,32,3,0,318,154,528,478,333,251,152,55,7,1954,121,199,218,242,260,154,63,12,1272,271,388,321,326,412,263,90,13,2081,87,31,19,17,14,16,7,0,189,19,24,37,33,56,44,11,5,219,374,444,366,374,487,320,111,17,2488,11,13,11,11,16,11,17,7,96,98,132,127,104,137,154,196,238,1188,775,1559,1447,1252,1293,877,465,280,7945
505011078,147,110,65,47,10,4,459,3,29,80,85,61,46,11,4,317,119,331,570,361,284,190,55,19,1922,38,112,228,223,256,207,58,30,1162,157,248,359,319,348,307,107,53,1902,52,6,11,24,23,11,0,4,123,12,11,25,46,44,48,13,16,218,211,273,398,388,410,364,127,72,2239,3,4,13,17,8,24,10,9,88,20,31,42,61,48,77,64,66,407,405,842,1477,1242,1138,956,325,201,6594
505011079,136,125,98,48,12,5,487,0,31,62,78,67,46,15,3,311,131,302,407,410,293,196,63,15,1806,31,103,209,253,235,184,57,15,1090,152,234,299,298,317,230,110,16,1657,30,10,11,12,12,20,5,0,101,10,13,31,46,30,33,28,6,196,196,263,341,353,354,282,140,27,1957,3,6,19,17,7,22,5,5,87,40,34,47,56,54,48,25,23,332,406,789,1215,1287,1117,830,322,79,6069
505011080,58,112,83,35,6,7,334,0,26,31,43,32,19,3,0,155,89,183,258,313,192,131,29,9,1200,30,56,122,188,178,124,38,8,752,123,132,211,227,264,202,52,16,1211,45,8,9,13,9,11,0,0,94,11,6,12,35,40,25,10,0,133,176,147,227,269,314,235,60,12,1438,9,0,4,9,8,11,0,4,47,29,38,42,44,51,41,40,13,294,335,484,745,982,859,594,180,43,4226
505011081,104,63,25,21,5,0,288,5,34,62,49,32,19,0,0,200,47,325,406,218,126,93,22,4,1243,23,126,181,140,136,107,33,7,750,98,279,288,247,222,163,59,10,1373,20,11,14,6,9,3,3,0,74,5,10,25,34,25,19,13,4,141,125,302,331,289,252,188,75,16,1587,0,5,18,11,11,13,10,0,78,18,31,38,50,28,36,23,11,240,223,889,1139,816,624,475,175,37,4383
505011082,127,161,125,84,23,5,568,0,26,72,64,72,43,8,0,295,139,224,422,471,333,265,82,15,1963,27,58,109,194,217,203,84,24,907,110,116,159,205,190,193,97,23,1093,28,4,14,6,12,15,3,0,80,10,12,17,32,42,47,21,9,185,147,136,193,240,248,250,121,28,1358,0,0,3,11,21,15,15,0,73,24,24,26,47,43,56,47,27,301,357,512,953,1192,1055,926,382,104,5468
505011083,105,112,52,30,3,0,360,8,19,44,78,60,26,3,0,240,102,231,356,284,241,135,27,18,1399,72,70,153,214,216,133,36,7,898,165,142,235,262,354,175,65,11,1413,46,9,11,11,20,5,4,0,96,17,8,14,31,47,32,16,3,166,228,157,259,301,424,209,81,18,1675,0,3,8,11,13,11,9,4,60,25,26,40,29,33,38,27,20,234,433,552,964,1027,1046,581,191,66,4868
505021084,199,100,47,32,13,0,575,5,88,79,67,47,25,10,0,317,147,749,650,368,200,166,57,19,2351,74,268,326,226,200,174,79,8,1357,179,480,475,368,318,232,129,43,2220,56,24,36,20,19,4,7,0,166,15,23,36,51,38,34,28,3,233,242,530,548,440,379,270,160,51,2622,9,22,22,14,11,12,13,6,106,75,125,134,116,89,111,123,123,894,564,1957,1947,1336,962,789,465,206,8215
505021085,156,56,26,21,0,0,562,7,66,41,23,11,12,3,0,165,148,705,536,219,129,100,30,3,1864,152,472,299,198,149,91,31,5,1395,307,620,486,349,346,231,90,21,2452,105,69,50,32,25,14,4,0,298,23,62,62,71,45,27,13,3,317,441,753,599,450,420,272,103,29,3065,6,33,31,20,21,13,14,4,139,253,347,330,224,160,126,92,29,1554,1029,2662,1984,1194,901,624,274,65,8740
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,356,215,129,68,22,0,1144,5,165,152,97,88,46,13,0,569,243,1336,1070,584,339,197,67,19,3856,64,321,346,279,258,168,75,23,1529,194,550,421,298,278,167,83,30,2019,42,35,23,9,15,10,0,3,149,12,35,32,45,54,40,25,11,267,252,624,477,363,349,223,115,42,2437,3,16,20,17,10,15,12,4,100,73,202,135,89,81,94,139,141,958,663,2999,2560,1636,1259,813,438,234,10590
505021089,407,334,195,129,52,9,1322,3,59,179,209,138,91,25,7,718,251,677,1313,1018,547,477,240,53,4566,48,123,357,427,309,318,198,51,1828,205,274,358,371,334,284,188,60,2078,45,20,21,22,10,23,11,8,157,16,12,44,64,59,79,41,15,338,265,303,425,460,407,386,241,86,2575,4,5,23,32,8,29,31,10,146,39,65,80,83,81,110,168,193,807,631,1404,2783,2561,1692,1542,947,399,11968
505021090,352,94,36,19,4,0,1017,9,143,122,31,37,20,11,0,376,210,1205,880,321,173,92,35,8,2925,138,570,485,255,167,107,31,12,1769,280,653,481,301,291,173,78,27,2284,78,58,29,25,25,15,4,0,242,16,47,47,35,48,29,15,5,243,374,758,562,367,361,215,90,29,2765,10,38,38,27,12,14,3,0,146,176,351,286,151,169,125,88,27,1368,944,3559,2725,1239,957,583,271,84,10363
505021091,3,0,0,0,0,0,10,0,4,4,0,0,0,0,0,10,9,31,5,0,3,0,0,0,53,8,13,3,3,0,5,0,0,29,3,10,4,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,11,4,3,0,0,0,4,30,0,0,0,0,0,0,0,0,4,3,10,7,3,9,0,0,0,44,27,84,31,12,14,6,4,8,184
505021092,399,211,114,71,33,4,1198,8,152,125,107,86,32,11,5,530,208,1405,1013,591,391,228,103,27,3956,59,397,318,277,247,151,83,25,1559,163,630,440,298,273,141,69,18,2024,42,35,22,6,13,10,5,0,135,10,30,35,55,48,28,15,15,228,218,702,490,366,333,170,85,30,2389,9,26,27,25,12,31,8,0,131,96,253,190,121,92,103,60,18,931,612,3276,2565,1697,1261,783,385,111,10699
505021093,340,168,93,38,11,3,999,3,95,86,63,49,23,10,0,330,208,901,744,431,276,146,39,6,2749,77,244,262,226,188,143,62,12,1209,143,311,262,290,239,189,99,14,1547,41,18,11,16,20,14,0,0,123,12,16,31,47,41,31,9,4,185,196,341,305,352,294,232,111,19,1853,8,20,19,22,29,18,5,6,121,64,153,110,75,74,75,83,18,652,585,2066,1863,1333,999,670,325,64,7913
505021094,128,99,101,59,23,4,499,0,23,55,62,58,49,19,0,269,91,267,370,366,275,223,71,21,1677,19,65,101,151,136,142,62,15,689,81,115,130,140,121,87,70,13,757,18,7,5,0,4,10,5,0,45,4,5,16,23,22,22,18,0,122,107,121,150,166,144,119,98,14,922,0,0,14,14,9,13,17,3,69,35,48,46,41,27,50,66,19,324,267,586,868,894,752,648,349,82,4457
505021095,333,117,71,35,8,3,1052,0,104,108,63,45,28,4,0,362,153,1109,704,331,191,126,43,16,2669,64,282,273,203,147,115,40,12,1133,158,363,284,211,210,114,56,25,1428,43,27,24,15,20,11,5,0,142,11,25,24,40,29,20,6,8,158,213,415,339,265,258,144,64,32,1734,4,35,13,3,9,8,11,7,90,83,180,120,93,73,48,35,33,665,541,2589,1880,1083,785,507,210,108,7703
505021096,386,361,217,111,72,18,1381,3,66,123,157,101,63,39,4,559,223,492,818,868,529,348,218,54,3553,40,81,176,267,212,175,159,59,1176,116,145,132,161,161,109,69,45,944,47,9,7,19,11,12,5,0,107,14,15,20,39,40,32,23,19,203,173,165,163,214,210,154,99,63,1250,0,14,28,16,22,23,21,12,137,36,46,66,50,47,49,59,37,393,516,1054,1759,1942,1335,925,666,257,8454
505021097,337,201,106,74,27,13,1103,7,95,127,98,93,39,12,3,479,244,998,824,560,403,268,135,62,3491,87,277,284,258,254,174,118,55,1510,170,338,286,281,274,167,105,69,1693,50,38,22,11,10,8,4,3,149,8,18,30,33,47,44,31,20,240,228,393,341,325,335,223,143,88,2083,8,24,20,17,18,19,26,16,152,56,125,123,80,81,89,113,90,752,646,2234,2052,1548,1302,887,570,322,9560
505021301,146,97,78,48,20,0,524,9,35,40,64,43,32,15,0,241,186,399,434,349,261,189,80,14,1915,59,122,148,223,204,120,57,23,946,140,190,185,252,251,169,110,38,1337,44,20,8,25,18,10,0,0,118,10,6,26,45,35,31,21,6,186,197,214,216,317,298,210,134,47,1638,0,19,9,17,14,16,10,4,90,61,56,63,61,56,74,74,31,480,525,947,1065,1138,953,686,394,127,5829
505021302,183,122,76,44,16,4,672,7,71,65,71,64,26,15,0,314,143,637,582,399,272,167,98,33,2327,50,166,220,237,171,137,98,29,1113,118,241,234,233,219,156,97,51,1351,44,17,19,18,12,11,3,0,128,14,12,14,54,45,32,26,11,210,175,271,272,296,278,204,125,62,1686,5,6,25,19,10,18,9,5,94,75,87,88,89,73,87,94,50,644,474,1453,1434,1236,943,687,450,180,6860
505031098,69,30,33,15,8,0,196,0,25,31,22,15,12,4,0,112,94,232,239,123,104,68,29,5,885,63,139,155,142,134,86,25,3,741,197,336,276,287,302,175,52,9,1637,79,32,29,22,16,5,5,0,191,12,16,24,26,51,22,12,3,172,284,384,332,342,373,208,70,11,2007,5,9,8,16,9,10,13,4,78,68,94,90,71,75,78,37,11,519,526,919,918,738,744,477,182,34,4541
505031099,108,89,39,28,14,6,351,10,69,72,80,28,14,6,4,281,112,424,452,318,155,82,48,13,1604,125,345,403,393,221,150,81,24,1738,468,841,820,822,448,257,139,36,3825,163,70,57,45,23,17,4,4,377,43,50,69,80,41,23,29,10,348,669,966,952,945,507,297,171,46,4549,9,24,38,21,16,26,20,12,165,162,193,183,154,105,100,168,124,1190,1093,2081,2201,1992,1073,707,501,227,9879
505031100,158,89,33,13,9,0,391,8,64,77,61,24,7,0,0,246,117,517,600,370,147,58,24,5,1845,108,295,386,367,197,80,24,6,1465,355,819,738,556,404,162,50,9,3093,97,67,39,35,18,4,0,0,265,37,41,60,74,39,26,8,0,284,484,926,836,669,462,197,58,9,3638,7,19,32,33,22,14,4,0,138,110,125,150,112,70,55,20,3,640,853,2028,2241,1690,946,429,139,24,8351
505031101,128,71,29,11,0,0,349,7,53,48,32,24,11,0,0,174,106,462,422,239,149,61,14,4,1457,64,285,291,206,184,91,22,0,1138,236,606,474,425,328,146,48,13,2273,88,63,35,20,8,13,0,0,231,14,32,40,37,36,18,12,0,194,341,700,550,485,379,177,58,10,2697,5,13,21,14,14,9,9,3,93,94,96,139,95,76,41,37,8,584,622,1705,1599,1142,861,397,144,28,6499
505031102,50,25,11,9,0,0,153,4,27,14,13,9,0,0,0,65,53,209,164,106,52,32,11,0,635,37,130,123,102,62,47,11,0,511,155,277,251,197,153,118,47,13,1219,61,31,19,20,15,11,3,0,171,16,23,27,25,28,12,3,4,130,237,327,295,241,200,144,58,14,1520,6,8,8,10,16,9,3,0,55,84,108,102,87,55,74,52,7,568,424,863,763,583,406,311,140,24,3513
505031104,51,35,17,10,5,5,168,0,28,41,26,13,13,0,0,119,72,259,218,136,78,63,24,0,853,58,135,135,117,119,58,14,6,647,166,289,264,251,238,159,63,7,1453,67,36,18,20,5,3,5,0,157,18,24,14,34,35,22,8,0,157,254,343,301,305,284,192,75,13,1764,8,9,5,16,11,10,6,4,71,63,86,77,60,73,74,108,106,651,456,914,828,697,600,415,231,131,4272
505031105,129,183,119,42,22,3,573,3,47,60,97,71,18,13,0,314,195,426,510,621,333,130,56,9,2277,101,216,354,634,426,160,60,21,1973,369,540,570,832,728,273,105,29,3437,142,35,32,34,31,6,9,0,287,35,22,53,83,82,39,27,4,349,542,601,650,953,834,323,135,33,4067,8,16,28,45,32,28,14,4,173,115,118,101,145,113,79,75,64,804,971,1494,1833,2677,1925,787,362,130,10184
