SA2_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
501011001,..,4,8,4,9,3,0,0,0,27,..,9,18,3,3,9,5,0,4,50,..,0,15,24,33,81,79,59,44,323,0,11,13,11,7,16,15,4,0,72,0,0,0,0,0,0,0,0,0,5,519,174,244,467,374,459,370,167,69,2845,..,4,130,480,406,501,507,227,42,2298,..,20,140,177,138,117,51,16,0,656,..,0,19,55,60,26,7,9,5,175,1077,..,..,..,..,..,..,..,..,1077,..,145,..,..,..,..,..,..,..,145,..,113,33,23,22,7,4,0,0,195,..,9,3,7,7,18,10,9,4,65,..,14,19,7,7,9,0,0,0,51,..,8,35,10,16,20,15,0,4,108,..,14,38,47,82,151,149,95,63,638,15,13,26,18,11,26,26,0,0,144,0,0,4,0,0,0,0,0,0,9,1085,342,441,824,744,868,760,359,123,5555
501011003,..,17,21,6,3,3,3,0,0,49,..,26,50,11,11,14,3,4,0,112,..,19,27,33,60,75,120,82,28,441,15,22,13,14,10,10,13,12,0,117,0,0,0,0,0,5,0,0,0,11,1073,372,489,832,770,693,628,284,67,5206,..,5,271,944,923,918,896,371,62,4388,..,36,308,259,198,137,81,19,3,1050,..,3,13,85,140,45,17,15,4,317,2180,..,..,..,..,..,..,..,..,2180,..,383,..,..,..,..,..,..,..,383,..,216,77,33,20,8,0,0,0,356,..,25,16,7,8,12,21,14,10,107,..,29,43,16,8,7,3,0,0,102,..,51,85,29,28,28,12,12,0,246,..,23,52,74,131,139,215,121,47,797,27,35,31,28,34,16,26,27,5,221,0,0,0,0,0,5,0,3,0,19,2210,815,888,1466,1484,1322,1281,586,123,10178
501011004,..,21,35,11,9,5,6,0,0,79,..,29,55,18,20,19,7,0,5,152,..,5,24,30,53,93,110,63,27,412,13,4,22,16,9,8,14,6,4,96,0,0,3,3,0,0,0,0,0,9,963,324,531,826,683,525,407,156,62,4465,..,3,269,737,717,529,464,158,35,2908,..,48,330,322,234,145,44,7,0,1134,..,0,22,141,151,63,23,11,10,425,1947,..,..,..,..,..,..,..,..,1947,..,337,..,..,..,..,..,..,..,337,..,208,68,31,12,7,0,0,0,332,..,29,10,12,8,16,20,12,3,109,..,31,61,32,13,3,7,0,0,145,..,62,169,51,46,51,19,6,0,402,..,20,59,88,120,176,189,85,43,786,35,22,33,31,20,23,17,7,7,192,0,0,5,3,0,0,0,0,0,17,1980,771,1022,1449,1312,1018,787,285,101,8723
501011293,..,18,13,0,7,0,0,0,0,33,..,8,29,10,4,11,12,3,0,71,..,12,21,23,57,110,148,105,62,551,10,16,13,6,11,12,21,6,3,105,0,0,0,0,0,0,0,0,0,0,737,402,416,516,652,621,617,332,105,4396,..,0,248,532,688,696,781,395,64,3398,..,78,216,141,151,105,67,24,3,793,..,14,50,99,129,54,24,25,11,397,1489,..,..,..,..,..,..,..,..,1489,..,320,..,..,..,..,..,..,..,320,..,278,101,25,29,15,3,0,0,455,..,42,25,9,9,26,31,13,10,157,..,26,25,8,14,0,3,0,0,74,..,34,65,21,21,32,14,4,0,191,..,24,59,76,111,180,238,161,84,934,23,35,29,23,15,21,37,14,5,213,0,0,0,0,0,3,0,0,0,6,1516,842,815,936,1178,1128,1198,637,174,8423
501011294,..,38,15,8,0,8,4,0,0,69,..,26,41,17,27,33,14,3,0,176,..,20,49,52,112,219,318,288,188,1237,23,37,17,16,13,28,17,14,3,173,0,0,0,0,0,0,0,0,0,6,1704,838,863,1190,1245,1171,1179,681,281,9152,..,17,556,1239,1296,1260,1394,787,171,6721,..,165,454,386,302,218,141,28,6,1699,..,13,95,231,256,106,36,18,17,778,3421,..,..,..,..,..,..,..,..,3421,..,698,..,..,..,..,..,..,..,698,..,559,177,49,46,23,3,0,0,857,..,60,27,16,17,36,46,22,14,243,..,70,48,20,8,15,6,0,0,164,..,58,87,36,55,72,33,15,10,360,..,46,120,144,230,350,487,381,240,1992,48,64,49,29,30,43,36,28,6,335,3,0,3,0,0,0,0,0,0,10,3471,1742,1619,2152,2239,2130,2177,1281,458,17277
501021005,..,35,17,10,8,7,0,4,0,75,..,16,24,15,18,19,12,3,0,112,..,17,27,27,74,147,178,131,71,671,43,35,25,15,11,21,25,10,8,200,5,0,0,0,0,6,0,0,0,10,2012,1017,1101,1337,1172,1151,870,420,104,9190,..,29,855,1566,1444,1452,1149,530,65,7095,..,208,595,338,245,209,87,22,0,1698,..,28,130,256,211,72,37,22,10,770,4150,..,..,..,..,..,..,..,..,4150,..,813,..,..,..,..,..,..,..,813,..,632,152,83,40,15,0,0,0,925,..,78,38,16,18,43,45,26,14,283,..,67,43,27,13,11,3,5,0,166,..,47,67,30,39,42,30,9,0,264,..,51,114,118,161,237,270,187,89,1229,70,67,55,36,36,43,39,21,8,374,0,0,6,5,0,6,0,0,0,14,4223,2036,2058,2478,2215,2114,1668,825,183,17788
501021007,..,4,3,0,4,3,0,0,0,20,..,4,6,5,8,8,4,3,0,37,..,13,4,12,24,49,50,44,21,219,6,10,0,5,0,6,4,6,0,34,0,0,0,0,0,0,0,0,0,3,496,251,231,331,376,398,291,126,34,2540,..,6,156,333,424,469,390,155,23,1963,..,53,122,107,119,107,46,11,0,563,..,8,30,68,56,26,18,13,3,222,986,..,..,..,..,..,..,..,..,986,..,189,..,..,..,..,..,..,..,189,..,158,47,30,18,18,0,0,0,273,..,20,4,3,0,24,8,9,4,72,..,11,8,7,3,8,0,0,0,41,..,11,15,6,16,16,14,4,0,93,..,18,21,38,49,82,103,67,22,410,13,16,7,14,3,10,11,4,0,77,0,0,0,0,0,0,0,0,0,4,1000,492,418,604,698,750,600,266,60,4891
501021008,..,10,13,4,4,0,0,0,0,28,..,35,38,7,8,18,14,6,0,123,..,13,45,37,82,122,115,73,45,533,7,17,8,4,11,12,9,3,0,71,0,0,0,0,0,0,0,0,0,0,516,363,407,375,407,405,326,180,72,3057,..,25,194,273,283,341,287,161,47,1606,..,122,189,96,78,68,29,6,4,594,..,19,71,131,117,46,25,21,16,443,1013,..,..,..,..,..,..,..,..,1013,..,190,..,..,..,..,..,..,..,190,..,172,68,29,27,19,7,0,0,322,..,30,27,13,11,14,21,13,0,130,..,19,24,11,15,3,8,0,0,75,..,69,80,13,27,45,25,12,0,264,..,33,94,114,152,225,195,108,52,978,19,28,25,10,12,11,16,7,5,134,0,0,0,0,0,0,0,0,0,3,1033,709,767,703,721,777,605,328,120,5757
501021009,..,15,6,5,0,0,0,0,0,28,..,10,9,7,16,14,11,0,0,65,..,12,26,29,72,128,112,101,45,523,18,21,14,3,8,11,4,3,3,96,0,0,0,0,0,0,0,0,0,0,678,384,434,454,551,585,493,246,74,3902,..,16,203,407,515,648,639,289,34,2750,..,94,259,169,157,101,62,12,0,858,..,11,82,109,94,42,28,16,13,389,1407,..,..,..,..,..,..,..,..,1407,..,273,..,..,..,..,..,..,..,273,..,285,103,42,28,15,9,0,0,484,..,44,26,5,16,30,30,12,5,159,..,24,19,15,3,3,0,0,0,69,..,28,26,21,28,33,16,9,4,161,..,31,64,84,150,260,259,150,72,1065,38,41,35,23,18,19,15,9,5,210,0,0,0,0,0,0,0,0,0,0,1452,836,809,878,1009,1161,1065,495,129,7830
501021010,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,4,5,0,0,12,..,4,3,12,8,28,18,21,8,96,4,6,6,5,4,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,267,149,126,192,232,242,148,81,22,1466,..,6,109,218,319,311,245,98,18,1319,..,19,67,66,54,51,26,9,0,292,..,0,11,17,33,8,7,8,0,93,568,..,..,..,..,..,..,..,..,568,..,115,..,..,..,..,..,..,..,115,..,109,36,13,13,9,4,0,0,182,..,10,4,4,0,5,4,4,8,38,..,10,3,5,4,4,0,0,0,20,..,0,0,3,3,9,8,0,0,27,..,6,16,18,35,65,58,35,8,250,6,15,6,8,5,5,3,4,0,58,0,0,0,0,0,0,5,0,0,3,579,299,252,350,461,471,360,156,45,2973
