SA2_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
501021011,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11
501021012,..,27,13,10,4,6,0,0,0,60,..,21,21,4,7,14,13,3,0,94,..,15,35,28,60,87,125,154,63,566,20,20,10,6,4,12,7,3,3,94,0,0,0,0,0,0,0,0,0,5,1199,598,779,800,718,657,566,379,112,5811,..,25,542,895,799,814,719,418,85,4293,..,143,458,238,155,139,68,18,7,1225,..,8,85,163,133,52,32,8,10,492,2413,..,..,..,..,..,..,..,..,2413,..,418,..,..,..,..,..,..,..,418,..,423,138,52,26,19,0,0,0,654,..,44,44,9,13,19,24,7,9,179,..,47,31,15,12,13,5,0,0,126,..,48,49,17,29,36,24,8,0,214,..,30,109,97,145,145,171,201,89,993,32,38,32,22,14,26,18,8,5,188,0,0,4,0,0,0,6,0,0,12,2445,1238,1501,1514,1320,1255,1059,666,204,11214
501021014,..,15,15,6,0,4,3,0,0,37,..,12,32,4,16,18,12,3,0,100,..,19,15,21,43,63,117,95,45,414,9,8,12,10,4,6,4,0,5,69,0,0,0,0,0,0,0,0,0,0,705,408,467,499,595,612,534,264,81,4164,..,18,310,550,675,776,684,296,55,3367,..,77,222,132,159,132,54,15,0,795,..,16,43,95,88,43,29,23,15,363,1508,..,..,..,..,..,..,..,..,1508,..,309,..,..,..,..,..,..,..,309,..,339,113,58,49,28,4,0,0,589,..,33,43,16,14,20,30,11,3,167,..,20,52,15,6,7,5,0,0,108,..,19,65,42,32,37,21,4,0,221,..,28,50,73,127,146,200,138,66,829,24,28,23,22,18,16,13,8,5,153,4,3,3,4,4,0,0,0,0,13,1534,880,917,997,1165,1207,1053,507,153,8421
501021015,..,9,14,5,4,5,0,0,0,43,..,23,24,10,0,20,4,6,0,89,..,20,32,29,57,79,101,107,57,477,11,22,13,3,3,13,3,3,0,68,0,0,5,0,0,0,0,0,0,8,595,382,479,411,456,464,357,250,88,3484,..,12,239,404,416,498,417,258,60,2308,..,103,265,116,92,75,34,15,0,699,..,17,76,92,114,44,17,16,13,387,1205,..,..,..,..,..,..,..,..,1205,..,215,..,..,..,..,..,..,..,215,..,223,94,25,19,21,6,0,0,389,..,40,30,17,26,21,13,12,7,170,..,27,45,15,10,9,0,0,0,97,..,46,57,36,22,34,20,9,0,227,..,33,90,72,112,148,170,138,75,837,24,31,23,13,11,20,9,7,0,141,0,0,4,0,0,0,0,0,0,11,1229,743,931,804,810,866,698,451,152,6687
501021016,..,0,6,0,0,0,0,0,0,12,..,0,0,4,9,9,11,0,0,28,..,6,9,12,22,40,51,42,20,201,5,6,0,4,5,9,3,0,0,47,0,0,0,0,0,0,0,0,0,0,337,182,171,226,261,303,259,128,47,1912,..,4,89,217,277,353,343,162,30,1478,..,18,96,91,78,61,27,12,0,381,..,0,19,39,44,24,10,4,8,147,647,..,..,..,..,..,..,..,..,647,..,147,..,..,..,..,..,..,..,147,..,160,46,11,13,3,0,0,0,233,..,6,7,0,7,14,15,12,5,62,..,13,12,7,0,4,3,0,0,29,..,5,12,8,8,21,22,4,0,84,..,9,25,30,67,97,105,68,34,438,11,20,10,11,10,13,11,6,0,75,0,0,0,0,0,0,0,0,0,4,655,376,311,419,501,580,530,263,78,3717
501021251,..,18,11,6,0,0,0,0,0,38,..,19,23,6,8,7,3,8,0,75,..,14,42,30,25,79,75,47,17,324,9,24,10,9,8,12,3,5,5,80,0,0,0,0,0,4,0,0,0,3,1155,635,640,758,706,428,298,145,23,4786,..,21,442,858,912,559,353,157,15,3321,..,142,294,187,129,78,13,4,0,850,..,17,85,158,137,43,20,6,3,471,2339,..,..,..,..,..,..,..,..,2339,..,534,..,..,..,..,..,..,..,534,..,397,99,28,12,3,5,0,0,540,..,31,28,9,15,24,28,11,0,155,..,38,32,10,9,5,0,0,0,91,..,31,43,25,16,7,8,6,0,144,..,36,83,68,81,118,107,65,13,573,24,47,29,27,24,19,3,8,5,181,0,0,6,0,0,4,0,0,0,8,2360,1289,1131,1364,1332,863,541,268,43,9195
501021252,..,3,8,0,0,0,0,0,0,10,..,0,3,0,3,6,0,5,0,18,..,4,0,0,3,12,19,12,4,51,4,4,7,5,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,258,163,99,171,257,231,154,55,15,1397,..,8,56,218,360,357,265,61,3,1332,..,21,31,44,61,30,14,0,0,197,..,0,3,12,22,17,11,4,10,75,527,..,..,..,..,..,..,..,..,527,..,163,..,..,..,..,..,..,..,163,..,120,47,18,11,4,5,0,0,199,..,9,3,5,6,11,0,13,3,46,..,9,7,0,0,0,5,0,0,21,..,0,14,0,6,10,3,5,0,35,..,8,3,7,12,27,31,17,8,115,11,5,10,6,0,0,4,0,0,44,0,0,0,0,0,0,0,0,0,0,536,336,180,308,482,457,339,103,25,2769
501021253,..,11,11,0,3,0,0,0,0,29,..,51,70,22,22,11,17,3,6,194,..,40,85,63,122,216,246,203,141,1119,7,24,26,12,16,12,11,3,0,116,0,3,0,0,0,0,3,0,0,8,877,595,686,712,830,819,762,423,220,5917,..,18,336,713,813,841,850,433,112,4110,..,157,344,188,182,153,80,17,0,1120,..,8,64,147,177,54,18,28,31,527,1811,..,..,..,..,..,..,..,..,1811,..,417,..,..,..,..,..,..,..,417,..,275,91,39,36,28,9,0,0,478,..,37,33,11,13,24,21,12,17,156,..,25,26,11,12,0,3,0,0,77,..,85,133,47,49,28,39,7,4,395,..,82,211,164,253,378,370,289,190,1948,34,49,52,27,25,14,21,8,0,231,3,5,0,0,0,5,3,0,0,14,1845,1151,1293,1354,1546,1525,1411,800,354,11274
501021254,..,19,5,4,0,5,0,0,0,34,..,15,15,10,17,13,13,0,0,75,..,9,17,29,46,86,98,56,12,353,11,15,3,9,3,3,3,0,0,50,0,0,0,0,0,0,0,0,0,0,425,303,291,316,306,310,293,124,20,2388,..,9,117,235,256,253,275,120,19,1290,..,91,163,86,71,45,18,4,0,483,..,18,70,96,80,48,37,20,3,379,870,..,..,..,..,..,..,..,..,870,..,143,..,..,..,..,..,..,..,143,..,183,77,37,31,13,0,0,0,338,..,41,17,13,12,15,18,6,3,127,..,31,12,15,4,9,0,0,0,70,..,28,40,19,32,28,11,3,0,170,..,29,60,70,113,172,163,84,17,704,17,26,13,12,7,15,8,0,4,106,0,0,4,0,0,0,0,0,0,4,886,601,570,594,602,599,535,242,46,4682
501031017,..,3,0,0,0,0,0,0,0,12,..,4,7,4,3,13,14,0,0,53,..,10,12,16,47,91,104,87,36,404,3,11,14,8,4,11,5,0,4,61,0,0,0,0,0,0,0,0,0,3,548,259,239,356,417,534,497,248,58,3156,..,8,174,401,472,593,666,282,36,2624,..,65,129,115,135,134,59,25,0,664,..,0,28,58,49,40,16,15,9,210,1121,..,..,..,..,..,..,..,..,1121,..,171,..,..,..,..,..,..,..,171,..,150,47,24,22,10,0,0,0,255,..,18,3,0,3,18,13,18,8,81,..,11,5,0,5,4,3,0,0,25,..,6,17,7,10,22,21,7,0,100,..,18,31,37,90,179,212,145,44,754,11,26,28,13,18,21,17,6,5,139,0,0,0,0,0,0,0,0,0,9,1130,478,455,644,798,1029,1011,500,104,6152
