SA2_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
506031128,4715,12021,665,1194,30,65,698,1259,127,246,0,0,0,0,0,0,14,39,143,277,0,0,0,0,0,0,0,0,0,0,0,10,5555,13571,419,..,5979,13571
506031129,4217,12271,728,1512,41,131,765,1640,52,108,0,0,62,91,0,6,4,11,120,209,0,0,0,0,0,0,0,0,0,0,4,6,5109,14135,346,..,5460,14135
506031130,12,16,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,18,24,0,..,21,24
506031131,5616,17333,225,597,43,129,271,726,340,869,0,0,0,0,0,0,13,30,357,899,0,0,0,0,0,0,0,8,0,8,6,4,6249,18965,287,..,6531,18965
506041132,6392,17775,595,1262,243,519,838,1776,23,45,163,279,0,0,0,0,14,33,198,363,0,0,0,0,3,0,6,14,12,16,17,28,7458,19960,595,..,8054,19960
506041133,6810,21441,451,1009,25,54,479,1066,70,144,10,12,0,0,0,0,3,10,82,169,0,0,0,0,0,0,10,12,10,12,4,9,7382,22695,282,..,7663,22695
506041134,6688,17592,1219,2191,103,201,1324,2392,250,453,0,0,0,0,0,0,9,22,259,474,3,4,0,0,21,18,10,19,37,40,6,10,8315,20509,618,..,8931,20509
506041135,6894,21192,104,235,16,36,123,272,5,5,6,7,0,0,0,0,6,12,15,28,0,0,0,0,0,0,5,8,5,8,0,8,7033,21507,291,..,7324,21507
506041136,4579,12998,461,803,85,146,550,949,145,314,31,33,0,0,0,0,16,23,188,365,139,182,3,0,8,6,38,80,186,274,17,24,5517,14620,427,..,5947,14620
506041137,7878,21849,630,1176,48,76,674,1247,21,48,78,148,0,0,0,0,10,23,112,219,0,0,0,0,0,0,0,0,5,3,5,3,8664,23320,508,..,9173,23320
506051138,6639,18151,463,729,22,42,486,775,0,0,0,0,0,0,0,0,9,13,9,13,24,61,110,156,61,80,0,3,199,308,7,24,7336,19266,400,..,7739,19266
506051139,4521,11281,154,314,16,31,165,345,0,0,0,0,0,0,0,0,5,7,5,7,0,0,0,0,0,0,0,6,3,9,7,12,4702,11652,314,..,5021,11652
506051140,5474,13975,295,456,45,69,331,523,44,63,0,0,0,0,0,0,18,41,54,105,13,14,0,0,5,0,0,0,13,21,3,5,5879,14633,386,..,6269,14633
506051141,3824,10636,106,148,0,5,108,147,11,17,0,0,0,0,0,0,14,25,27,49,0,0,0,0,5,21,34,86,43,107,13,21,4012,10959,272,..,4285,10959
506061142,6562,19512,77,136,0,0,77,136,15,18,0,0,0,0,0,0,8,18,20,34,0,0,0,0,0,0,0,0,0,0,4,3,6663,19694,423,..,7090,19694
506061143,2334,6924,5,9,0,0,5,9,0,0,0,0,0,0,0,0,13,22,15,23,0,0,0,0,6,9,0,0,6,9,5,16,2361,6978,151,..,2510,6978
506061144,1413,3841,8,14,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,13,17,95,152,0,5,17,30,127,210,16,28,1553,4090,103,..,1654,4090
506071145,2220,5663,1955,3409,1553,3135,3507,6541,620,1116,296,447,83,138,0,0,0,4,1011,1699,0,0,0,0,0,0,0,0,0,0,9,10,6746,13922,813,..,7557,13922
506071146,3419,9291,452,870,122,290,577,1159,25,29,74,101,0,0,0,0,4,9,101,145,0,0,0,0,0,0,0,0,0,0,9,17,4110,10620,328,..,4435,10620
506071147,3320,8989,453,818,1930,3514,2384,4328,328,484,467,737,540,920,562,907,0,4,1890,3051,0,0,0,0,0,0,4,4,4,4,10,16,7602,16387,1261,..,8860,16387
507011148,6421,19383,558,1234,92,189,649,1419,56,86,70,103,0,0,0,0,15,22,134,216,0,0,0,0,0,3,0,0,3,3,6,12,7218,21033,407,..,7626,21033
507011150,5,13,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,0,0,13,16,0,..,13,16
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
507011152,3257,8810,139,283,23,65,163,352,29,49,0,0,0,0,0,0,0,0,29,49,11,12,272,402,3,7,0,0,285,417,3,4,3736,9632,186,..,3918,9632
507011153,2851,6978,298,522,106,197,401,715,112,145,251,387,0,0,0,0,15,33,376,560,0,0,0,0,0,0,0,0,0,0,5,6,3639,8260,307,..,3951,8260
507011154,3410,7986,1026,1792,260,529,1296,2323,140,191,142,203,40,61,0,0,20,43,340,492,0,0,0,0,10,16,0,0,10,16,6,0,5054,10816,448,..,5507,10816
507011155,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,17,0,0,19,25,0,0,32,32,0,..,32,32
507011158,720,2112,27,59,141,282,166,342,6,14,16,34,494,787,141,233,0,0,656,1066,0,0,0,0,0,0,0,0,0,0,5,9,1546,3521,184,..,1732,3521
507011159,3710,9666,453,750,4,14,457,765,0,0,94,147,445,740,54,76,9,18,604,984,0,0,0,0,5,3,0,0,3,6,15,11,4789,11424,389,..,5179,11424
507011160,3477,8594,915,1657,69,111,987,1770,113,181,139,217,0,0,0,0,5,3,259,407,0,0,0,0,0,0,0,0,4,5,5,11,4732,10785,426,..,5156,10785
507011161,4940,14817,527,1041,204,431,730,1471,99,144,186,296,56,90,112,163,0,0,463,696,0,0,0,0,0,0,0,0,0,0,0,3,6132,16992,368,..,6507,16992
507011163,2584,6973,240,362,58,105,299,465,0,0,0,0,0,0,0,0,3,8,3,8,0,0,0,0,6,0,0,0,6,0,0,0,2887,7454,147,..,3035,7454
507011259,3320,9358,112,212,42,61,151,274,127,177,17,27,0,0,0,0,5,9,146,214,0,3,0,0,0,0,0,0,5,8,3,10,3623,9864,206,..,3830,9864
507011260,857,2348,0,0,9,28,9,28,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,6,0,0,0,6,0,0,0,875,2387,59,..,933,2387
507021164,1982,5485,233,494,335,687,570,1182,60,91,163,229,182,289,35,65,4,3,449,675,0,0,0,0,3,3,9,20,18,27,3,4,3022,7377,296,..,3321,7377
507021165,3374,8251,899,1680,1242,2304,2142,3988,317,461,451,694,1225,1974,69,97,9,25,2074,3246,3,6,6,11,113,118,15,25,136,158,45,70,7769,15712,1135,..,8908,15712
507021166,4849,12092,712,1213,320,637,1034,1849,94,136,162,248,31,57,0,0,37,79,327,517,3,6,166,255,9,10,16,32,190,300,20,33,6413,14789,604,..,7018,14789
507021167,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,..,9,13
507031169,5719,16997,117,223,13,19,134,244,35,43,77,114,11,8,0,0,0,0,125,178,0,0,0,0,0,0,0,0,0,0,4,6,5974,17422,388,..,6362,17422
507031170,2654,6569,243,382,13,37,258,414,112,159,0,0,0,0,0,0,4,5,115,157,0,0,0,0,14,16,4,3,20,21,8,6,3053,7175,325,..,3379,7175
507031172,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,0,3,24,56,3,..,29,56
507031173,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,6,4,8,27,37,0,..,27,37
507031174,4049,10209,96,150,56,96,147,249,207,297,151,261,0,0,0,0,7,9,359,564,0,6,0,0,8,9,0,0,10,14,0,0,4565,11037,401,..,4976,11037
507031261,2680,7556,31,81,11,15,36,93,0,0,0,0,0,0,0,0,4,15,4,15,0,0,0,0,0,0,0,0,0,0,3,11,2732,7673,125,..,2858,7673
507041175,3133,8562,404,840,465,1080,864,1923,183,315,74,120,247,469,60,91,5,4,570,1001,0,0,0,0,0,0,0,0,0,0,3,12,4566,11499,550,..,5119,11499
507041176,1125,3286,138,282,32,82,177,366,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,3658,76,..,1375,3658
507041177,3855,9756,1920,3336,167,363,2082,3695,181,229,151,222,36,71,0,0,4,11,372,534,0,0,0,0,3,7,0,0,3,7,25,48,6331,14040,529,..,6865,14040
507041178,4127,11376,1263,2458,228,546,1493,3006,73,105,50,84,198,327,125,203,0,3,448,718,0,0,0,0,0,0,0,6,0,3,9,14,6079,15131,665,..,6742,15131
507041179,2282,6579,276,608,16,33,294,638,188,232,0,0,156,231,0,0,3,4,350,467,0,0,0,0,0,0,0,0,0,0,0,0,2931,7688,227,..,3157,7688
507041180,3602,10151,239,446,3,0,243,452,0,0,0,0,0,0,0,0,12,22,12,22,0,0,0,0,0,0,0,0,0,0,0,4,3856,10627,183,..,4039,10627
507041181,4995,13814,972,1734,370,829,1345,2562,106,180,91,136,0,0,0,0,5,17,212,331,0,0,0,0,0,0,3,11,6,7,3,13,6561,16728,482,..,7047,16728
507041182,3882,10202,462,854,58,131,519,984,157,296,48,64,0,0,0,0,8,12,214,375,0,0,0,3,4,0,0,0,0,7,5,7,4621,11577,311,..,4938,11577
507041183,1761,4432,404,622,14,32,422,655,32,52,3,9,0,0,0,0,3,0,40,60,0,0,0,0,8,3,0,0,8,3,3,5,2230,5159,182,..,2416,5159
507041184,1970,5845,21,39,4,6,19,46,0,0,0,0,0,0,0,0,0,12,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1999,5906,123,..,2118,5906
507051186,3222,7817,209,339,0,0,209,339,10,14,0,0,0,0,0,0,4,12,16,26,0,0,0,0,4,3,0,8,0,4,0,8,3454,8198,227,..,3679,8198
507051187,4352,12382,276,438,11,36,288,467,0,0,0,0,0,0,0,0,6,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,4638,12856,292,..,4931,12856
507051188,4699,10689,1031,1431,453,726,1480,2154,590,860,125,189,318,481,34,54,4,8,1071,1583,141,199,88,134,33,36,0,4,270,377,15,24,7536,14825,1112,..,8650,14825
507051189,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,5,0
507051190,4417,10406,111,162,18,21,128,187,496,701,40,65,0,0,0,0,3,7,541,769,0,0,0,0,0,0,0,0,0,0,0,5,5085,11367,722,..,5810,11367
507051191,7212,20897,63,147,22,27,83,172,11,16,0,0,0,0,0,0,0,0,11,15,0,3,0,0,0,0,0,0,0,3,25,75,7336,21163,604,..,7943,21163
507051192,4634,11865,80,125,4,6,85,129,18,22,0,0,0,0,0,0,3,4,19,32,0,0,0,0,0,0,0,0,0,0,4,6,4744,12032,335,..,5075,12032
507051193,3850,9989,165,248,22,36,186,283,0,0,0,0,0,0,0,0,9,37,9,37,5,3,0,0,0,0,0,0,5,3,0,4,4050,10317,326,..,4379,10317
507051312,3845,10701,67,139,82,141,146,274,0,0,39,52,0,0,0,0,5,9,42,61,36,63,26,30,0,0,53,75,112,172,9,11,4154,11221,280,..,4429,11221
507051313,8410,24616,254,425,21,19,274,446,0,0,0,0,0,0,0,0,4,8,4,8,0,0,0,0,0,6,0,0,0,6,3,7,8693,25086,537,..,9228,25086
507051314,688,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,3,0,692,2023,48,..,742,2023
509011225,5507,12252,766,1074,93,139,862,1213,45,65,0,0,0,0,0,0,6,19,54,75,62,105,56,83,30,26,3,4,146,218,26,43,6593,13799,1158,..,7753,13799
509011226,1316,3291,28,81,0,10,27,89,4,7,0,0,0,0,0,0,0,0,4,8,31,50,4,10,55,56,0,0,94,114,8,14,1447,3516,371,..,1823,3516
509011227,1986,4912,7,15,12,23,24,40,0,0,0,0,0,0,0,0,3,7,3,7,0,0,0,0,3,6,0,0,10,8,0,6,2019,4971,211,..,2230,4971
509011228,2417,5411,181,396,3,11,184,407,0,4,0,0,0,0,0,0,0,0,3,3,29,63,23,41,72,79,0,0,124,188,13,32,2745,6044,905,..,3643,6044
509011229,1098,2620,26,37,0,0,26,37,3,3,0,6,0,0,0,0,0,0,5,7,32,58,6,11,0,0,4,4,42,76,14,24,1178,2761,644,..,1826,2761
509011230,1613,4093,145,235,4,3,144,240,4,10,0,0,0,0,0,0,0,4,7,10,6,11,0,0,0,0,0,0,3,11,6,12,1781,4370,275,..,2053,4370
509011231,1614,3736,34,55,0,0,34,55,0,5,0,0,0,0,0,0,0,0,0,5,14,16,8,10,4,4,0,3,26,33,17,30,1692,3854,523,..,2211,3854
509011232,1217,2958,60,89,4,4,64,96,0,0,0,0,0,0,0,0,5,5,5,5,22,27,37,56,10,7,0,0,66,89,8,14,1355,3162,188,..,1544,3162
509011233,3940,10404,190,316,7,15,202,335,0,0,0,0,0,0,0,0,3,12,6,19,34,47,53,68,0,0,0,0,93,124,5,12,4247,10897,370,..,4619,10897
509011234,2114,4943,29,43,0,0,29,43,9,11,0,0,0,0,0,0,0,0,11,9,24,28,11,18,0,0,3,6,34,57,9,19,2187,5074,477,..,2662,5074
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
509021236,2052,5542,4,11,0,3,6,14,14,27,0,0,0,0,0,0,0,0,17,29,3,4,4,3,3,0,0,0,11,11,7,8,2092,5604,310,..,2402,5604
509021237,1479,3373,31,47,0,0,31,47,23,21,0,0,0,0,0,0,0,0,23,21,12,20,13,12,0,0,6,3,28,37,12,23,1578,3501,434,..,2014,3501
509021238,1618,3449,65,113,0,0,68,114,0,4,0,0,0,0,0,0,0,0,0,4,31,39,11,19,0,4,0,0,44,65,3,12,1733,3636,492,..,2229,3636
509021239,3400,7725,76,156,21,31,94,190,32,47,0,0,0,0,0,0,0,0,31,49,117,214,29,52,42,82,8,12,202,359,32,59,3768,8383,3119,..,6884,8383
509021240,1872,4306,100,155,0,0,102,158,6,13,0,0,0,0,0,0,0,0,6,13,32,47,0,0,4,4,8,19,47,67,35,68,2065,4611,376,..,2440,4611
509021241,1640,3947,83,123,0,0,81,126,0,0,0,0,0,0,0,0,0,0,0,0,36,69,21,42,3,11,16,33,74,151,30,47,1830,4280,331,..,2161,4280
509021242,1218,2523,38,58,0,5,37,63,0,0,0,0,0,0,0,0,0,0,3,0,31,51,7,10,5,9,3,5,43,72,16,23,1322,2681,549,..,1872,2681
509021243,4188,10087,180,291,11,14,186,304,13,26,0,0,0,0,0,0,7,10,17,33,19,39,14,21,5,11,0,0,46,64,18,46,4456,10536,757,..,5217,10536
509021244,1897,4251,12,22,0,0,12,22,0,0,0,0,0,0,0,3,0,4,0,6,18,23,18,25,6,8,0,0,45,64,13,18,1970,4353,403,..,2377,4353
509021245,2210,4699,57,93,3,12,61,108,9,15,0,0,0,0,0,0,0,0,9,15,14,28,5,9,6,12,7,8,36,55,29,49,2348,4924,487,..,2838,4924
509031246,1431,3191,34,50,5,10,41,61,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,4,4,14,19,3,4,1490,3277,298,..,1786,3277
509031247,1660,3805,40,57,0,3,38,58,7,5,0,0,0,0,0,0,0,0,5,7,31,60,16,19,0,0,5,13,55,100,16,20,1778,3991,486,..,2261,3991
509031248,898,2182,28,40,0,0,28,40,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,0,3,13,0,0,25,43,7,11,957,2277,232,..,1190,2277
509031249,1676,3792,159,230,0,0,159,230,6,10,0,0,0,0,0,0,0,0,6,10,10,8,0,0,10,10,4,11,24,27,0,3,1869,4065,317,..,2189,4065
509031250,1961,4448,65,82,4,4,69,79,0,0,0,5,0,0,0,0,0,0,3,9,10,16,0,4,0,4,3,6,21,31,9,22,2064,4592,386,..,2449,4592
510011262,4095,12098,607,1274,272,509,877,1783,138,298,0,0,0,0,0,0,3,5,147,306,1343,2841,3,14,46,89,34,77,1430,3020,137,226,6679,17442,722,..,7399,17442
510011263,1971,5886,191,315,10,17,201,334,0,3,0,0,0,0,0,0,0,0,4,8,647,1300,5,6,54,88,22,52,722,1439,132,249,3027,7916,491,..,3517,7916
510011264,867,3065,79,169,20,16,91,182,10,27,0,0,0,0,0,0,0,0,10,27,302,613,0,0,46,107,5,15,355,732,105,186,1440,4196,211,..,1644,4196
510011265,1798,5339,277,621,36,84,311,707,153,344,0,0,0,0,0,0,0,0,153,344,1190,2240,39,74,68,157,58,162,1354,2630,190,339,3806,9356,505,..,4315,9356
510011266,607,1920,8,19,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,949,2039,8,13,74,167,3,7,1030,2231,183,383,1825,4553,126,..,1951,4553
510021267,418,1511,6,16,0,0,6,16,5,12,0,0,0,0,0,0,0,0,5,12,317,612,3,8,37,68,9,26,370,709,147,252,948,2497,163,..,1111,2497
510021268,1492,3950,43,55,27,40,69,104,74,89,0,0,0,0,0,0,0,0,74,89,24,48,0,0,6,19,0,0,28,62,24,26,1687,4232,969,..,2664,4232
510021269,1108,3094,162,283,60,118,224,399,211,286,104,162,24,36,0,0,0,0,342,493,84,168,99,181,13,26,28,69,230,453,51,86,1956,4530,506,..,2466,4530
510021270,2744,7879,640,1464,254,609,894,2073,209,329,31,44,121,192,0,0,0,0,360,556,85,157,82,98,85,84,3,11,255,348,24,48,4279,10909,952,..,5230,10909
510031271,1702,4701,99,160,9,8,100,171,46,71,10,8,0,0,0,0,0,5,54,85,750,1426,41,73,17,42,0,0,808,1544,192,295,2862,6798,824,..,3681,6798
510031272,4647,13915,721,1468,168,281,889,1754,148,230,42,59,57,102,192,280,0,0,441,677,220,452,89,145,13,17,3,19,318,631,69,109,6372,17078,1240,..,7610,17078
510031273,1081,3369,267,554,14,47,285,606,26,42,41,57,0,0,0,0,0,0,61,100,312,639,22,43,27,47,3,3,364,737,129,221,1916,5037,480,..,2399,5037
511011274,4193,10197,431,700,46,84,473,786,111,149,0,3,0,0,0,0,4,3,115,154,112,189,38,63,21,38,3,9,179,301,43,93,5009,11530,911,..,5918,11530
511011275,1487,3373,12,20,0,0,12,20,9,10,3,3,0,0,0,0,0,0,12,13,46,68,5,6,15,32,7,14,72,125,45,117,1628,3647,669,..,2302,3647
511021276,1541,3947,253,421,37,56,289,479,52,67,0,0,0,0,0,0,0,0,52,67,547,1080,16,27,7,22,4,0,579,1132,72,128,2529,5755,418,..,2944,5755
511021277,1528,4051,80,173,21,52,101,227,95,137,0,0,0,0,0,0,4,3,97,145,2287,4881,125,277,140,293,27,67,2573,5517,152,313,4453,10248,431,..,4886,10248
511031278,2238,5757,332,630,29,66,362,697,0,0,0,0,0,0,0,0,0,0,0,0,24,23,320,496,7,3,20,28,361,550,7,14,2972,7024,414,..,3386,7024
511031279,3730,10161,827,1525,118,256,938,1774,137,209,0,0,0,0,0,0,3,6,136,209,88,135,159,232,64,64,7,9,311,442,14,22,5128,12608,803,..,5933,12608
511031280,2801,7526,436,749,92,222,532,972,3,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,5,0,0,9,5,10,11,3347,8527,472,..,3822,8527
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
511031282,1544,3494,75,128,53,62,131,196,34,48,0,0,0,0,0,0,0,0,34,48,50,84,5,4,12,19,4,4,70,110,92,154,1869,4005,571,..,2446,4005
511031283,937,2749,111,156,0,0,111,156,54,100,0,0,0,0,0,0,5,9,61,109,135,226,3,3,12,22,12,28,162,273,136,187,1400,3482,614,..,2017,3482
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
511041285,3983,8919,898,1409,198,334,1100,1745,236,359,15,22,4,7,0,0,0,0,257,388,78,149,0,0,51,57,8,14,144,223,31,51,5511,11333,886,..,6401,11333
511041286,2631,7064,145,266,0,0,145,266,0,0,0,0,0,0,0,0,10,8,10,8,0,0,0,0,10,15,4,4,14,25,5,16,2805,7386,357,..,3156,7386
511041287,2974,7931,34,65,0,0,34,65,3,6,0,0,0,0,0,0,5,8,4,12,142,265,50,86,8,11,0,6,207,375,8,13,3225,8399,296,..,3519,8399
511041288,3351,8862,334,527,141,327,474,860,19,34,0,0,0,0,0,0,0,0,19,34,43,60,0,0,0,5,0,0,44,59,36,46,3916,9859,444,..,4358,9859
511041289,1378,3140,95,135,61,130,159,270,39,56,0,0,0,0,0,0,0,0,39,56,65,127,60,103,10,7,3,14,137,256,24,39,1746,3756,410,..,2155,3756
511041290,856,1988,40,90,0,0,41,92,18,34,0,0,0,0,0,0,0,0,17,30,263,457,4,5,26,28,8,22,298,512,133,221,1345,2847,410,..,1754,2847
511041291,1511,3313,59,86,0,3,59,96,0,0,0,0,0,0,0,0,0,0,0,0,131,238,23,30,17,21,4,12,175,300,48,79,1795,3789,672,..,2469,3789
511041292,2166,5092,98,178,48,87,140,264,29,25,0,0,0,0,0,0,0,3,27,35,445,906,19,37,20,32,8,21,492,1000,103,206,2931,6595,655,..,3588,6595
597979799,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,5,12,8,23,13,37,0,..,13,37
