SA2_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
503021297,227,333,558,389,289,675,0,0,0,59,78,130,0,0,0,1031,960,1986,11,7,21,60,81,144,11,10,24,12,3,15,14,12,33,8,6,12,39,42,81,43,49,85,70,75,144,3,3,5,14,8,24,68,55,123,197,184,377,9,5,11,2042,1867,3900,294,282,575,234,203,435,12,19,40,0,0,0,24,28,52,35,44,80,58,70,133,3225,2512,5741,53,23,79,5,13,22,3292,2552,5841,1605,988,2600,362,199,560,8132,6509,14643
504011044,107,192,301,623,847,1468,0,0,0,70,81,146,0,0,0,1491,1821,3310,32,33,65,89,81,174,26,30,52,9,9,18,14,32,48,7,6,10,40,41,86,52,47,99,50,75,128,16,19,35,3,10,13,71,117,187,225,267,497,13,13,26,2824,3534,6363,95,98,199,95,80,174,11,9,14,0,0,0,10,19,27,28,51,84,40,68,110,3779,3524,7299,49,33,77,4,11,16,3829,3574,7400,524,443,971,8,16,26,7535,8012,15542
504011045,297,410,709,796,982,1776,0,0,0,86,116,206,0,0,0,2714,3151,5870,20,37,62,180,174,363,36,37,64,12,10,19,18,27,43,13,21,34,54,64,121,51,76,123,104,98,209,11,14,20,16,17,27,117,187,306,251,282,530,9,20,29,4493,5306,9797,200,182,387,287,264,550,33,36,68,0,0,0,51,48,100,43,47,94,99,94,192,5586,5355,10940,45,37,85,21,25,41,5652,5419,11067,627,602,1234,15,16,30,11702,12345,24042
504011046,139,230,368,403,425,822,0,0,0,59,61,117,0,0,0,1084,1152,2242,6,14,19,80,88,167,12,17,31,11,11,17,18,17,33,18,20,39,18,41,59,34,45,79,46,54,97,0,4,6,8,12,18,61,88,147,191,207,399,6,7,10,2054,2258,4313,268,240,511,175,118,300,26,24,52,0,0,0,64,69,130,42,35,77,97,104,206,3129,2955,6085,35,34,69,17,23,36,3176,3012,6187,519,434,957,19,21,34,6483,6435,12920
504011047,522,652,1174,666,855,1520,0,0,0,101,142,245,0,0,0,2988,3270,6254,39,37,78,307,314,622,31,35,69,14,27,45,15,21,43,14,19,30,64,78,140,72,91,166,92,112,205,16,17,34,22,29,54,82,138,226,347,384,734,10,15,30,4883,5591,10471,385,309,692,536,491,1033,65,72,143,0,0,0,103,72,173,50,66,110,152,132,289,3931,3438,7371,33,20,55,14,24,37,3975,3480,7460,516,465,978,15,26,39,11048,11231,22276
504011048,173,222,392,298,346,640,0,0,0,37,52,93,0,0,0,1310,1412,2730,13,18,28,184,186,370,8,10,16,8,3,6,7,6,14,4,0,3,19,26,43,27,38,58,33,46,78,7,8,14,4,6,8,49,72,128,99,103,199,3,0,5,2091,2329,4426,40,37,76,149,154,300,127,132,254,0,0,0,22,21,45,18,31,51,40,54,94,1074,934,2004,9,12,15,7,9,18,1082,948,2042,154,152,310,0,7,7,3861,4030,7892
504021049,5,17,20,171,199,373,0,0,0,17,17,31,0,0,0,116,148,267,0,3,0,0,0,0,11,16,27,0,3,9,9,3,8,0,0,0,9,10,20,0,0,0,16,10,30,0,0,0,3,5,8,14,17,28,34,32,67,0,0,0,412,467,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,21,13,12,21,768,735,1499,8,5,6,4,0,7,768,739,1514,1941,93,2039,0,0,0,3147,1334,4478
504021050,22,36,60,411,475,887,0,0,0,67,75,142,18,13,30,366,395,759,16,21,39,26,18,37,30,28,53,17,11,26,9,15,30,0,0,0,8,23,39,4,7,15,38,37,75,0,0,3,6,8,22,52,71,123,118,162,280,11,12,27,1196,1374,2571,6,4,12,7,6,18,10,16,25,0,0,0,0,0,0,28,26,55,28,26,55,1902,1873,3776,20,5,22,4,9,16,1921,1891,3813,161,162,326,3,0,4,3353,3527,6880
504021051,19,41,60,334,422,752,0,0,0,60,46,100,7,3,8,484,533,1022,9,10,15,7,9,9,11,17,26,0,7,9,6,5,15,0,0,6,16,23,39,25,34,64,39,52,94,6,6,12,8,17,25,37,55,94,114,98,210,14,11,24,1176,1347,2519,13,22,30,6,11,20,0,3,3,0,0,0,11,12,27,6,7,16,20,22,44,1307,1277,2579,16,4,20,4,9,9,1316,1289,2606,144,135,280,6,6,9,2707,2865,5574
504021052,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,6,8,16
504021053,42,82,122,750,928,1676,0,0,0,162,184,344,48,47,88,725,883,1607,26,39,61,29,20,46,37,59,92,9,12,18,12,20,28,4,0,4,21,29,52,26,46,68,56,71,119,3,0,6,15,12,23,75,132,205,197,246,446,32,16,47,2204,2733,4937,9,4,13,8,17,26,0,3,4,0,0,0,0,0,5,15,33,49,17,37,53,3530,3327,6854,23,17,31,9,22,31,3564,3362,6920,353,359,716,10,5,13,6203,6591,12797
504021054,37,84,120,600,709,1306,0,0,0,78,104,179,22,21,43,1217,1388,2602,23,22,43,14,27,39,46,45,94,26,43,71,5,15,22,3,9,10,47,65,113,49,57,108,65,76,139,15,22,39,29,42,72,62,97,157,237,291,532,6,12,25,2536,3042,5585,42,48,92,31,31,61,4,5,12,3,3,9,14,8,19,20,31,49,32,40,75,2929,2720,5646,20,18,46,10,25,38,2965,2768,5737,417,416,835,12,8,24,6087,6450,12540
504031055,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
504031056,437,562,993,618,787,1402,0,0,0,234,208,445,0,0,3,1976,2153,4126,22,35,52,179,200,379,24,41,62,26,26,51,11,13,25,15,19,30,51,67,113,86,114,198,57,63,126,16,13,31,18,26,40,75,85,161,280,342,628,8,6,17,3696,4196,7886,104,93,201,828,813,1642,34,40,74,0,0,0,23,23,45,24,42,65,51,63,115,3342,2954,6296,25,14,50,7,17,27,3382,2989,6368,451,448,900,4,18,22,8983,9217,18202
504031057,459,584,1043,566,652,1216,0,0,0,211,208,419,0,0,3,2076,2227,4298,31,42,73,137,138,269,40,40,79,11,16,28,7,15,21,27,33,58,89,88,178,138,160,297,69,69,133,11,22,42,17,29,48,87,107,193,375,431,800,10,10,20,3886,4279,8165,666,630,1299,978,899,1876,8,5,17,0,0,0,374,339,709,37,47,83,408,391,796,3389,2944,6334,13,16,29,18,18,43,3419,2985,6406,546,767,1316,14,33,41,10386,10572,20957
504031058,7,18,31,324,375,694,0,0,0,19,20,40,0,0,0,404,452,855,5,7,10,8,6,14,6,8,19,4,5,12,12,10,15,0,0,0,10,17,26,36,29,66,42,33,81,4,0,4,5,0,12,32,53,80,87,82,173,0,4,3,1004,1098,2097,3,7,8,7,4,13,0,0,4,0,0,0,12,7,16,3,13,16,17,22,38,1447,1295,2744,16,9,22,3,6,9,1465,1310,2769,244,191,428,56,9,58,2798,2649,5449
504031060,5,25,27,183,196,374,0,0,0,19,26,40,0,0,0,193,219,407,5,6,12,3,3,5,3,9,8,0,0,0,0,6,10,0,0,0,3,6,12,5,15,22,14,24,38,0,0,0,6,5,10,28,35,61,28,49,78,0,0,0,490,578,1073,0,0,0,7,3,14,4,0,4,0,0,0,0,0,0,0,3,6,0,3,6,686,676,1361,7,6,12,0,0,0,692,689,1377,88,88,182,0,0,0,1286,1389,2671
504031061,34,53,92,292,363,655,0,0,0,30,39,72,0,0,3,462,520,979,3,0,5,23,12,35,4,7,6,0,3,6,3,9,15,0,0,0,10,12,27,24,34,59,30,40,65,3,0,9,4,6,11,26,48,76,75,102,176,4,8,12,1007,1199,2206,37,28,70,33,23,57,0,0,3,0,0,0,7,10,18,8,21,24,15,27,39,1344,1223,2564,10,4,16,5,3,12,1356,1233,2583,110,95,206,8,0,5,2602,2666,5271
504031062,158,233,394,370,475,845,0,0,0,106,103,201,0,0,0,1306,1396,2703,32,40,74,96,87,181,23,23,49,13,16,25,10,16,29,21,14,39,54,50,104,87,116,208,57,52,108,3,16,19,13,13,26,58,79,144,236,270,510,0,4,4,2494,2772,5269,313,300,609,310,281,595,5,8,8,0,0,0,123,113,231,24,26,52,148,140,288,2329,2160,4491,22,17,35,0,5,13,2352,2188,4535,362,313,679,12,27,36,6148,6266,12411
504031063,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,7,0,8,5,0,5,0,0,0,23,3,22
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,28,30,53,275,319,595,0,0,0,28,35,58,0,0,0,739,808,1547,9,7,13,13,15,28,0,7,8,5,14,18,4,11,18,3,4,15,15,18,35,38,53,95,25,29,55,3,8,10,5,7,17,29,49,81,89,116,212,0,0,9,1300,1492,2795,32,23,55,27,33,63,0,0,0,0,0,0,19,19,35,10,24,27,24,36,65,1139,1051,2191,3,7,8,6,6,10,1148,1060,2209,275,220,496,0,3,3,2838,2900,5735
504031066,57,79,138,446,577,1028,0,0,0,53,64,115,0,0,0,972,1094,2061,3,11,17,39,40,81,25,39,62,14,25,42,13,10,19,3,3,10,30,33,64,68,82,149,65,55,114,8,9,19,20,26,48,58,77,136,175,219,394,13,16,27,2004,2373,4381,95,87,177,52,62,114,5,7,6,0,0,0,29,27,59,15,39,59,53,64,114,2529,2344,4869,24,22,41,10,23,33,2559,2383,4947,812,733,1548,9,19,27,5647,5802,11454
504031067,25,49,75,345,413,755,0,0,0,35,48,87,6,3,8,649,727,1374,12,11,19,24,26,52,20,20,36,7,9,12,0,0,0,0,0,3,14,21,38,33,48,81,39,43,86,0,0,4,11,14,18,40,40,84,134,135,266,4,3,9,1368,1573,2937,18,10,31,32,38,73,3,0,4,0,0,0,3,5,7,11,29,36,17,31,47,1738,1554,3291,14,18,32,5,10,21,1760,1580,3343,168,158,326,8,7,12,3399,3454,6844
504031068,51,96,149,722,846,1568,0,0,0,92,112,204,0,0,0,1156,1166,2324,9,3,15,53,38,90,25,26,53,33,33,59,18,18,40,0,4,5,34,37,63,90,105,196,103,114,215,5,18,19,22,22,48,74,83,156,247,297,544,12,10,18,2690,2933,5621,70,73,148,80,83,166,5,0,4,3,3,5,51,49,107,23,22,42,78,70,146,2691,2640,5329,15,10,27,17,16,23,2719,2666,5383,235,220,452,12,6,13,5931,6154,12082
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,69,110,179,591,835,1430,0,0,0,94,115,215,0,0,0,1303,1521,2822,9,15,23,63,66,125,29,36,69,19,24,42,6,18,28,12,11,18,51,49,105,146,177,319,67,81,150,15,17,28,24,24,41,47,48,95,312,371,674,8,15,19,2793,3422,6208,331,341,671,189,188,379,12,12,18,0,0,0,215,194,402,24,42,59,235,233,465,3299,3331,6628,23,17,38,11,17,27,3329,3370,6698,342,296,638,9,15,23,7298,7974,15278
504031299,95,122,222,337,413,747,0,0,0,98,101,196,0,0,0,1020,1158,2177,29,30,61,28,45,78,23,31,57,14,28,42,4,4,10,15,20,34,57,65,122,116,125,239,47,45,87,3,12,18,9,14,25,28,33,56,245,269,513,5,0,8,2092,2394,4487,440,422,859,220,199,420,3,6,7,0,0,0,357,343,701,20,16,26,376,351,733,1936,1840,3775,11,9,20,10,7,9,1955,1856,3808,205,198,403,9,24,35,5402,5571,10968
504031300,114,143,260,818,1109,1928,0,0,0,189,212,400,0,0,0,1377,1602,2982,14,20,33,59,63,123,31,43,72,15,24,42,12,17,34,14,8,22,64,74,138,149,175,321,73,104,174,11,20,34,7,22,28,74,101,178,353,442,790,8,10,19,3280,4036,7316,259,242,498,301,328,622,7,6,9,0,0,0,187,184,372,22,32,50,205,217,424,4089,3988,8073,22,16,34,8,17,23,4118,4016,8134,576,630,1206,12,16,28,8875,9636,18506
505011070,51,73,125,468,567,1037,0,0,0,73,70,144,0,0,0,974,1096,2065,10,10,21,26,35,66,4,17,25,24,20,46,10,15,25,5,3,11,13,21,30,38,54,93,43,53,101,5,3,9,8,12,18,56,84,139,112,156,263,3,7,10,1882,2227,4109,32,24,49,44,34,74,6,10,12,0,0,0,0,3,3,22,30,51,20,30,59,2748,2573,5321,20,6,32,10,11,23,2775,2596,5373,233,218,445,6,7,14,5047,5214,10260
505011071,50,92,145,807,984,1789,0,0,0,162,161,323,0,0,0,1269,1502,2768,6,16,24,39,37,77,9,17,32,11,15,27,5,5,11,28,30,63,49,63,111,76,111,194,130,154,286,5,4,8,6,8,13,69,102,171,209,230,444,10,0,11,2895,3439,6341,42,44,92,72,84,160,4,7,13,0,0,0,13,17,27,38,54,94,55,65,115,3107,2846,5958,17,16,32,8,8,13,3129,2876,6009,276,265,546,6,9,12,6537,6892,13426
505011072,41,83,126,907,1108,2010,0,0,0,120,134,256,0,0,3,1464,1672,3138,39,35,76,124,128,246,19,22,34,21,28,54,35,39,68,6,9,10,50,62,104,46,57,101,101,150,255,3,0,3,0,8,3,182,287,477,181,244,429,3,13,16,3300,3981,7282,93,85,175,56,59,113,4,16,24,0,0,0,7,4,14,20,15,33,23,30,48,3862,3436,7296,23,24,49,11,10,18,3889,3469,7360,229,228,463,11,14,29,7648,7966,15618
505011073,68,120,182,681,804,1488,0,0,0,66,83,150,0,0,0,1383,1613,2996,21,39,56,86,88,177,16,19,35,21,25,42,14,17,30,0,0,4,48,36,90,46,57,105,64,66,135,7,7,16,5,4,13,136,205,342,169,238,412,3,6,11,2775,3317,6092,66,47,114,44,55,96,6,14,19,0,0,0,16,9,25,12,28,43,29,39,68,3230,2931,6165,14,21,36,4,14,21,3251,2966,6218,281,274,555,5,8,16,6525,6838,13364
505011074,34,61,101,564,733,1300,0,0,0,55,79,132,0,0,0,891,1030,1917,17,19,34,41,33,77,7,15,18,20,15,34,4,5,10,9,10,16,20,25,47,58,64,122,74,76,153,3,4,9,8,13,15,64,70,134,145,164,312,6,5,11,1975,2362,4340,40,36,76,64,46,110,3,4,8,0,0,0,3,4,6,15,22,34,15,25,39,2648,2404,5055,18,12,30,8,15,30,2676,2434,5110,304,249,555,8,11,18,5120,5232,10357
505011075,43,76,114,776,1025,1797,0,0,0,70,64,128,0,0,0,1241,1412,2655,19,19,34,93,95,184,8,11,17,8,12,18,7,20,30,21,16,30,36,38,69,49,62,114,85,91,179,13,7,15,0,4,3,121,148,267,128,138,266,5,3,7,2665,3158,5824,72,72,143,40,55,93,10,12,21,0,0,0,11,12,30,9,10,18,25,22,49,2229,1976,4200,5,7,15,8,15,21,2244,1995,4236,231,213,442,10,4,12,5337,5599,10934
505011076,36,45,78,703,837,1539,0,0,0,115,111,221,0,0,0,1036,1192,2227,6,8,18,47,58,106,10,8,20,3,6,10,10,8,18,28,19,52,43,50,95,70,60,133,97,103,203,6,4,13,5,5,8,85,109,192,166,219,378,0,0,4,2420,2808,5227,82,78,160,48,68,113,0,3,9,0,0,0,16,22,41,23,21,46,44,45,87,1855,1631,3491,14,8,18,0,3,10,1869,1643,3518,148,114,259,7,9,16,4656,4812,9468
505011077,94,140,237,704,906,1612,0,0,0,157,188,350,0,0,0,1098,1240,2341,16,17,34,50,44,97,21,39,62,7,10,18,10,4,20,12,8,19,49,57,106,96,118,217,113,94,206,6,6,9,8,17,29,74,94,161,225,250,472,12,7,18,2660,3104,5759,81,65,145,126,130,258,5,4,12,0,0,0,16,21,31,14,31,48,28,55,81,3278,2944,6218,33,11,41,18,19,37,3322,2972,6294,581,558,1136,8,8,20,6921,7027,13943
505011078,40,82,120,772,1039,1808,0,0,0,89,116,202,0,0,0,1187,1416,2602,50,45,98,52,51,102,13,18,33,28,37,70,17,25,40,0,3,5,49,57,109,95,95,192,88,117,206,10,13,23,12,3,14,127,221,347,211,233,443,3,6,6,2802,3507,6307,46,50,94,28,39,68,14,9,23,0,0,0,3,5,9,9,18,29,18,20,37,3028,2835,5859,17,11,27,3,11,14,3047,2856,5906,191,188,386,8,7,18,6197,6758,12948
505011079,39,62,96,803,1054,1853,0,0,0,66,61,131,0,0,0,1187,1269,2460,20,20,41,40,47,85,11,20,29,13,17,28,17,13,28,14,17,25,32,41,76,40,51,93,77,94,169,3,0,4,0,3,11,84,91,179,159,185,341,7,11,18,2570,3003,5576,35,17,48,29,30,57,14,6,19,0,0,0,0,5,5,3,8,11,5,12,16,2512,2343,4849,22,8,33,10,13,27,2540,2366,4906,211,199,406,5,7,13,5441,5700,11142
505011080,48,59,107,504,621,1119,0,0,0,55,73,135,0,0,0,866,999,1867,3,9,10,39,48,85,10,16,22,4,4,7,16,9,20,11,10,24,19,26,48,42,45,86,60,67,133,0,0,0,3,0,5,47,56,98,112,131,246,4,5,6,1802,2121,3917,37,39,84,22,20,45,0,7,3,0,0,0,3,0,3,6,17,19,12,13,21,1761,1514,3272,8,7,14,7,13,14,1774,1533,3299,176,168,341,3,9,12,3869,3964,7833
505011081,29,52,81,383,480,867,0,0,0,44,51,98,0,0,0,845,955,1804,13,13,22,25,33,62,4,13,19,13,10,21,14,10,26,0,4,8,27,21,40,50,44,89,45,50,101,0,4,4,0,8,14,63,67,131,73,99,170,5,0,0,1608,1865,3472,24,37,63,50,52,106,6,5,8,0,0,0,0,0,0,10,18,27,14,18,32,2200,2038,4234,12,7,26,7,11,21,2219,2057,4277,145,148,294,3,4,6,4101,4240,8342
505011082,31,48,81,705,821,1523,0,0,0,50,55,109,0,4,3,1206,1428,2633,15,23,36,59,74,130,5,11,23,8,9,20,8,15,22,3,4,9,14,25,42,58,56,111,67,56,125,0,0,4,7,3,6,139,157,297,113,118,226,3,3,10,2454,2858,5314,33,31,64,31,39,71,8,6,17,0,0,0,10,11,17,9,7,10,9,18,30,2003,1883,3882,18,8,24,0,3,8,2021,1897,3915,161,147,306,13,6,19,4766,5062,9820
505011083,34,54,88,617,739,1357,0,0,0,90,93,185,0,0,0,853,1064,1922,25,36,58,31,55,82,7,0,10,5,3,11,8,13,20,0,0,0,27,26,52,44,52,105,83,95,184,3,13,14,4,4,11,78,116,197,133,155,292,4,6,6,2020,2478,4496,46,43,87,24,30,59,5,3,10,0,0,0,0,0,0,28,27,56,25,27,59,2181,2045,4229,12,7,16,5,5,11,2198,2057,4258,143,127,263,0,9,7,4498,4829,9332
505021084,160,252,415,476,641,1110,0,0,0,69,96,169,0,0,3,2154,2498,4647,11,13,32,415,436,850,34,44,78,5,7,10,9,17,23,19,15,36,49,51,103,57,59,117,52,72,128,15,24,33,6,7,15,85,133,216,246,264,511,6,3,11,3708,4389,8097,263,224,487,178,174,344,15,21,33,0,0,0,43,43,88,33,48,78,70,91,168,2733,2612,5348,20,15,31,7,18,28,2757,2647,5405,421,376,799,10,18,26,7583,8190,15769
505021085,577,672,1246,420,528,949,0,0,0,413,396,807,0,0,0,1544,1698,3246,13,25,38,315,314,627,48,71,124,27,37,64,7,9,13,97,103,202,82,102,181,144,188,331,76,94,165,11,15,27,37,41,78,58,74,138,523,614,1138,11,13,20,3824,4321,8142,349,266,610,1613,1416,3031,4,9,13,5,9,8,255,199,458,49,71,120,305,276,583,2794,2413,5210,18,22,39,11,27,38,2816,2464,5282,934,876,1809,18,28,43,10428,10323,20757
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,126,207,336,609,966,1576,0,0,0,82,81,165,0,0,0,1638,2159,3791,24,33,55,124,138,266,47,54,104,11,17,29,18,20,39,5,7,12,39,65,102,49,82,134,59,87,149,10,14,23,8,16,22,101,162,262,176,242,414,6,4,11,3016,4136,7153,136,134,270,117,139,254,16,16,27,3,0,3,13,14,26,42,53,95,59,69,125,4268,4257,8526,36,37,75,12,22,33,4323,4311,8634,559,556,1116,18,21,38,8367,9584,17947
505021089,99,154,249,1258,1716,2975,0,0,0,124,150,269,0,0,0,2435,2809,5243,36,47,91,172,190,366,26,39,66,21,23,40,32,43,69,8,9,20,60,96,158,57,61,111,121,166,287,9,8,20,7,6,9,210,286,501,245,307,548,6,3,10,4814,5963,10782,100,100,200,52,60,118,24,22,39,0,0,0,5,9,20,47,56,104,57,68,123,4881,4685,9569,38,30,66,21,24,36,4939,4732,9671,391,483,869,19,33,48,10483,11624,22111
505021090,394,554,942,373,503,880,0,0,0,105,152,256,0,0,0,1887,2133,4021,3,25,32,313,330,640,47,78,128,16,21,41,15,18,28,41,41,83,66,68,131,111,145,250,50,68,118,6,13,15,27,25,54,43,77,117,340,427,763,8,13,24,3452,4125,7577,600,518,1124,922,850,1772,19,27,47,0,0,0,321,264,582,58,57,111,374,319,696,2881,2726,5604,26,36,55,16,25,44,2919,2785,5707,768,776,1543,16,27,42,9465,9981,19446
505021091,0,4,3,0,5,5,0,0,0,0,4,4,0,0,0,19,20,38,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,30,39,75,0,3,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,50,100,0,0,0,0,0,0,57,52,103,29,23,55,0,0,0,126,127,247
505021092,85,116,208,623,909,1536,0,0,0,54,79,130,0,0,0,1537,1797,3333,12,18,28,78,81,164,22,37,55,4,0,5,18,23,45,0,0,4,28,39,69,41,53,87,61,96,155,0,5,11,0,0,0,84,132,222,163,212,378,12,7,14,2739,3486,6227,33,30,65,42,56,100,17,31,48,0,0,0,7,9,17,33,41,71,39,48,87,4484,4392,8872,36,18,53,15,35,57,4539,4450,8984,546,560,1103,37,29,61,8079,8809,16884
505021093,376,497,875,347,412,764,0,0,0,84,84,167,0,0,0,2223,2455,4672,18,24,41,349,362,708,21,33,51,3,7,10,7,4,17,0,4,5,39,46,87,60,82,137,48,62,111,0,0,8,13,19,31,47,87,133,190,233,426,0,5,10,3469,3911,7376,356,345,700,172,186,354,17,10,29,0,0,0,44,56,101,42,58,96,86,106,194,2132,2004,4135,17,9,22,17,18,35,2165,2030,4190,379,338,716,15,11,30,7038,7439,14474
505021094,22,30,50,474,601,1073,0,0,0,33,47,78,0,0,0,864,1001,1866,11,14,24,57,64,118,15,19,31,0,0,0,8,10,21,4,4,4,24,9,33,27,35,65,42,49,87,0,0,0,0,6,7,63,109,169,59,89,154,4,0,0,1682,2065,3746,4,4,11,17,11,31,8,13,17,0,0,0,0,0,0,0,5,9,0,5,9,1783,1677,3458,12,6,16,4,10,17,1801,1692,3499,180,159,337,16,4,21,3734,3992,7728
505021095,282,381,667,273,414,690,0,0,0,47,65,110,0,0,0,1384,1720,3106,10,14,30,149,202,340,37,57,88,3,4,10,4,15,17,10,4,16,17,43,60,37,51,90,47,52,101,3,0,8,0,7,14,45,75,121,147,188,337,4,9,5,2220,2907,5128,339,294,634,160,125,285,19,16,34,0,0,0,50,53,106,40,44,89,90,97,188,2351,2338,4688,30,19,48,18,14,31,2398,2371,4774,389,400,786,8,16,26,5903,6620,12523
