SA2_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
504011045,7524,7820,15348,21,5,30,13,10,24,44,45,83,133,217,350,21,20,42,8,4,10,3,8,7,45,63,110,11,18,35,36,45,75,276,284,565,30,59,91,42,37,75,21,19,42,164,119,278,149,151,299,10,62,71,28,49,76,5,3,10,134,161,292,47,43,84,46,43,86,293,264,557,43,20,61,94,150,246,47,74,117,63,70,127,79,100,182,59,60,117,23,27,50,20,72,93,868,838,1710,59,55,109,200,251,449,631,686,1317,397,385,779,15,16,30,11702,12345,24042
504011046,3716,3559,7275,4,3,8,20,7,29,24,30,55,59,89,149,8,11,18,8,8,11,3,4,9,29,55,86,8,10,16,27,35,59,285,237,529,36,60,102,30,10,38,4,4,9,70,60,136,62,47,104,15,37,54,19,41,59,3,3,6,83,97,180,53,51,103,23,21,42,131,137,265,45,11,58,39,67,109,31,52,80,40,52,89,67,92,159,43,32,76,10,28,40,24,49,70,511,444,956,37,32,69,74,93,167,471,506,980,355,334,687,19,21,34,6483,6435,12920
504011047,6056,5925,11982,20,16,36,12,14,30,13,20,37,279,381,660,27,38,60,19,17,37,4,6,10,51,52,100,34,38,79,62,69,133,512,438,948,40,70,110,57,57,117,33,37,71,88,75,162,281,273,551,6,47,54,34,37,74,4,8,11,214,243,455,49,39,81,41,29,72,253,220,466,89,27,117,186,257,441,41,62,99,63,89,157,105,91,193,94,65,158,24,52,76,27,90,115,588,524,1109,24,16,41,397,539,941,843,897,1745,368,341,711,15,26,39,11048,11231,22276
504011048,2327,2307,4638,3,6,6,0,0,4,5,3,12,50,82,134,21,18,43,0,3,5,0,0,0,15,18,37,29,39,64,22,25,46,105,117,228,13,25,35,15,16,28,13,11,24,16,19,45,144,139,287,3,7,8,9,6,15,11,8,25,74,84,160,0,5,3,8,9,16,69,57,129,20,13,30,27,45,70,13,21,36,28,45,71,106,109,209,11,10,24,3,5,12,8,29,35,194,184,379,7,6,15,171,197,364,235,265,503,78,76,151,0,7,7,3861,4030,7892
504021049,2423,929,3353,6,0,6,0,0,0,0,0,7,8,3,14,0,0,0,0,0,0,0,0,0,11,5,13,0,0,0,13,0,13,8,7,19,4,0,8,4,0,4,3,0,3,6,4,8,7,3,9,0,0,0,0,0,0,8,0,8,11,0,11,0,0,0,11,3,18,102,40,144,0,0,0,10,14,26,5,0,4,0,0,5,28,11,35,7,0,4,5,0,5,4,9,11,223,178,398,11,9,18,43,0,43,99,28,130,79,73,151,0,0,0,3147,1334,4478
504021050,2342,2470,4812,0,0,0,0,0,0,16,10,23,5,11,16,4,3,4,0,0,0,0,0,0,32,25,59,0,0,3,0,9,12,17,17,28,0,8,13,4,0,7,0,0,0,27,23,50,12,10,18,0,6,8,0,0,0,0,0,0,11,18,21,0,0,0,25,32,54,71,57,137,0,0,0,3,12,12,12,9,26,5,14,17,51,59,108,3,0,3,0,3,3,3,13,17,483,489,970,30,26,58,3,3,9,108,121,233,73,79,151,3,0,4,3353,3527,6880
504021051,2018,2125,4144,0,0,0,0,0,0,5,3,8,0,0,0,0,4,8,0,0,0,0,0,0,19,16,31,0,0,0,0,0,3,36,27,64,0,0,0,0,0,0,0,0,0,15,15,26,11,7,20,4,3,5,4,0,0,0,0,0,5,15,15,0,0,0,13,26,35,76,52,129,0,9,9,19,25,41,0,3,10,5,3,10,26,17,46,0,0,5,0,0,0,3,11,15,272,309,581,14,17,31,0,6,10,52,68,120,104,88,190,6,6,9,2707,2865,5574
504021052,3,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16
504021053,4616,4795,9414,0,0,0,0,0,0,16,15,27,0,11,11,5,3,7,4,4,5,4,3,8,38,50,84,3,3,3,0,4,4,30,25,56,0,8,11,0,0,0,0,0,0,37,34,67,11,5,19,5,18,19,0,0,0,0,0,0,3,15,24,0,0,0,39,42,79,179,173,352,0,0,0,7,22,28,0,3,4,10,8,23,63,89,158,3,8,7,0,5,5,8,19,24,775,814,1588,24,35,55,3,10,12,129,169,296,181,198,378,10,5,13,6203,6591,12797
504021054,4281,4399,8680,4,6,11,5,0,9,11,11,20,30,38,66,26,30,55,0,0,0,4,5,10,41,45,83,3,3,3,5,0,3,76,79,153,8,14,23,6,3,10,0,0,6,35,30,68,95,85,178,0,5,6,3,6,7,0,0,0,23,31,56,7,4,12,28,21,49,179,215,395,0,6,3,193,239,436,13,18,28,4,14,23,51,42,96,8,16,21,0,13,8,7,40,46,471,481,950,19,16,37,3,16,24,151,192,344,281,300,589,12,8,24,6087,6450,12540
504031055,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
504031056,5472,5424,10898,146,97,242,10,11,19,4,8,13,77,80,157,25,23,50,6,8,10,5,6,4,19,20,45,12,11,21,27,25,51,176,157,338,21,46,66,58,54,112,108,106,215,44,46,93,50,45,95,6,11,17,5,7,12,10,7,19,142,165,305,0,3,3,20,19,34,261,229,490,31,20,55,129,179,311,23,35,64,57,72,125,90,91,186,45,33,77,6,23,32,34,59,91,493,492,991,20,17,33,406,513,922,679,790,1471,257,272,525,4,18,22,8983,9217,18202
504031057,5655,5619,11279,188,151,337,16,17,33,6,5,10,79,115,184,37,21,53,17,5,22,10,9,18,31,18,51,7,8,14,33,46,82,820,751,1571,25,48,73,62,60,118,114,101,216,56,33,96,59,47,102,3,13,19,6,12,20,9,3,15,111,136,250,17,17,33,17,4,27,276,269,549,75,54,129,369,486,859,29,27,55,44,49,90,112,107,223,61,68,124,13,15,31,44,88,135,385,415,799,23,13,36,334,432,759,895,937,1832,341,337,682,14,33,41,10386,10572,20957
504031058,1964,1894,3855,0,0,0,0,0,0,3,3,5,0,3,3,0,3,0,0,0,0,0,0,4,15,12,25,0,0,0,3,3,6,9,14,18,3,8,6,0,0,0,0,0,0,9,6,19,7,5,17,0,0,0,0,0,0,0,0,0,10,7,18,0,0,3,3,13,16,108,80,183,0,0,5,5,13,19,0,3,7,20,6,29,35,19,56,0,0,0,0,0,0,0,7,8,268,294,561,5,12,13,0,0,0,70,60,130,205,169,371,56,9,58,2798,2649,5449
504031060,963,1003,1971,0,0,0,0,0,0,5,6,9,0,0,0,0,0,5,0,0,0,0,0,0,9,12,20,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,6,3,13,3,3,11,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,4,8,8,40,25,62,0,0,0,0,11,6,4,0,3,0,7,8,17,24,42,0,5,5,0,0,0,0,5,6,137,158,296,6,5,14,0,3,5,34,31,61,56,62,115,0,0,0,1286,1389,2671
504031061,1823,1821,3649,0,0,0,3,4,3,7,5,6,18,25,50,3,3,8,0,0,0,0,0,0,11,18,34,0,0,6,5,4,6,42,50,95,8,13,19,0,0,0,0,0,4,27,20,43,12,10,28,6,3,4,3,5,14,3,4,4,6,14,28,3,6,11,11,10,22,101,102,208,6,6,7,21,36,57,6,0,4,10,8,23,34,33,65,6,0,9,0,0,7,5,13,19,245,232,478,16,10,29,8,12,18,76,104,180,68,63,128,8,0,5,2602,2666,5271
504031062,3762,3677,7439,25,12,37,5,4,13,8,9,16,39,58,98,26,31,57,12,7,18,7,6,10,13,16,36,3,0,3,12,14,25,343,362,709,15,35,51,13,13,28,41,30,69,37,26,67,35,31,60,3,11,14,9,12,19,3,0,4,50,78,135,40,31,73,12,14,28,183,165,349,17,9,30,178,234,413,16,16,34,29,37,61,48,56,106,39,38,72,0,8,11,11,44,56,340,321,665,16,4,17,96,120,217,400,452,854,245,230,480,12,27,36,6148,6266,12411
504031063,13,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,23,3,22
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,1953,1913,3865,0,3,4,0,0,3,5,5,11,16,18,30,23,26,51,0,3,3,0,0,0,11,8,18,0,3,3,0,4,4,95,95,189,0,7,10,0,0,0,0,0,5,8,20,31,51,54,99,0,0,0,0,0,0,0,0,0,3,9,17,0,0,0,9,8,18,100,96,200,0,0,0,65,97,161,0,10,12,5,5,10,7,10,20,5,5,11,0,0,0,3,8,14,181,193,377,12,12,21,11,17,28,81,100,183,161,162,325,0,3,3,2838,2900,5735
504031066,3465,3488,6954,8,0,8,4,0,6,12,15,23,22,48,63,17,34,49,0,0,3,4,5,8,24,36,60,5,5,4,4,0,12,142,134,273,11,30,41,8,7,13,0,5,5,21,22,45,61,78,136,3,6,16,6,11,17,4,0,4,15,29,43,4,11,13,14,12,33,226,227,446,17,10,29,168,213,378,11,19,32,11,13,25,31,42,76,21,15,36,10,14,22,5,26,38,393,398,788,15,23,36,18,36,58,247,246,495,595,560,1154,9,19,27,5647,5802,11454
504031067,2611,2603,5213,0,0,0,3,8,16,3,8,15,0,6,11,7,10,16,8,3,8,0,0,0,6,16,22,4,0,4,4,4,5,31,34,62,6,18,22,3,0,3,6,0,7,11,14,26,11,8,19,0,0,3,0,0,0,0,0,0,11,22,36,0,0,0,7,3,19,136,115,260,3,3,8,33,63,90,7,12,19,6,6,9,29,18,49,8,7,14,0,0,0,5,19,22,227,224,448,8,8,15,12,17,21,98,94,195,81,98,184,8,7,12,3399,3454,6844
504031068,3878,3943,7817,14,4,17,0,0,4,14,15,26,0,14,18,9,9,19,7,4,6,0,4,3,20,21,41,4,0,5,4,6,10,108,104,209,14,19,28,3,5,9,4,0,8,25,27,55,36,30,65,4,6,16,0,0,0,5,0,6,19,33,51,0,0,0,20,20,45,244,220,472,9,6,14,66,78,142,11,16,26,14,25,49,159,176,338,9,12,24,5,0,4,10,23,33,704,700,1403,26,27,56,6,15,23,332,420,752,143,129,277,12,6,13,5931,6154,12082
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,4576,4930,9507,11,13,24,5,6,6,10,14,23,20,28,51,8,5,14,15,10,20,5,10,8,22,27,56,0,0,4,0,5,14,403,397,802,14,32,43,10,6,13,12,11,24,38,32,67,22,19,41,0,17,25,10,20,37,4,3,7,38,58,92,0,0,0,8,10,18,352,379,734,4,4,10,154,193,351,10,22,28,33,35,67,187,195,383,19,19,36,0,6,7,18,41,60,569,589,1158,26,11,35,20,43,63,488,599,1091,166,173,342,9,15,23,7298,7974,15278
504031299,3148,3193,6341,17,9,30,5,5,10,4,5,8,11,18,33,9,8,14,11,3,13,0,0,0,11,8,21,0,3,4,9,8,13,529,516,1045,16,34,44,5,8,17,14,13,22,32,24,55,15,13,26,3,6,8,3,5,9,0,4,8,34,33,68,14,13,32,3,0,5,183,186,368,30,28,57,287,338,625,8,8,14,32,28,57,64,72,139,20,19,37,3,11,15,10,43,53,246,263,509,10,18,24,35,38,67,469,464,933,113,108,217,9,24,35,5402,5571,10968
504031300,5715,6127,11840,36,24,58,12,12,23,6,16,21,12,26,40,9,14,22,8,15,21,8,9,13,22,36,64,0,0,0,8,12,22,336,321,651,3,26,35,15,23,34,34,23,56,48,40,87,27,18,40,0,5,7,3,8,9,5,8,4,40,48,86,4,3,8,27,28,57,427,435,860,33,25,54,75,148,219,16,19,38,48,50,96,200,189,391,37,32,68,4,8,10,23,68,93,716,760,1475,14,16,32,24,34,59,480,600,1075,393,405,798,12,16,28,8875,9636,18506
505011070,3337,3330,6669,4,3,6,0,3,9,14,18,30,11,26,35,4,5,12,4,8,14,0,5,6,30,40,74,5,4,5,6,14,19,24,30,55,7,24,33,13,15,28,0,0,0,120,101,223,29,26,56,3,8,13,0,6,7,3,3,3,29,41,68,4,6,3,8,20,30,187,178,362,4,0,4,16,49,64,24,33,56,12,7,21,123,103,220,9,19,27,3,4,12,5,26,30,664,660,1317,15,19,33,9,16,22,181,246,429,129,139,271,6,7,14,5047,5214,10260
505011071,3395,3425,6814,16,17,31,0,0,0,10,21,32,40,43,87,3,4,10,18,22,35,4,9,10,21,31,55,0,5,11,9,17,25,41,46,82,15,33,45,26,20,46,8,3,9,120,122,240,17,10,27,10,22,33,14,8,24,5,3,8,32,38,79,0,0,3,16,17,32,167,180,351,5,10,14,40,70,117,19,30,55,43,55,100,355,387,745,9,9,16,6,5,10,4,30,29,1612,1679,3286,29,11,42,10,21,36,282,331,610,131,150,280,6,9,12,6537,6892,13426
505011072,5082,5138,10221,0,0,0,3,0,3,30,38,67,41,60,99,19,14,30,7,17,20,3,0,0,41,56,95,7,9,22,7,19,26,69,81,148,12,20,31,24,30,51,0,0,0,108,109,211,50,40,94,7,17,24,5,9,12,3,0,8,65,75,141,0,0,0,25,26,57,173,166,336,0,0,0,17,26,41,19,44,62,25,32,59,278,295,574,7,6,15,9,13,16,6,30,32,1062,1015,2073,60,48,110,11,23,34,288,389,676,86,112,196,11,14,29,7648,7966,15618
505011073,4505,4631,9136,0,0,0,0,0,3,16,18,38,38,61,102,9,4,16,3,0,5,4,4,3,42,54,99,12,7,21,8,11,20,94,82,178,6,15,29,13,13,22,0,0,0,125,99,225,66,52,113,14,27,39,3,7,14,0,0,0,43,59,100,4,4,5,35,23,53,190,164,353,3,0,10,24,36,60,13,21,26,29,33,64,111,121,230,14,16,22,10,9,23,5,32,38,634,672,1308,22,30,56,39,47,85,220,302,522,155,177,335,5,8,16,6525,6838,13364
505011074,3036,2984,6022,0,3,3,3,0,3,11,13,26,22,31,51,3,0,8,4,16,21,0,0,3,32,22,57,3,4,8,8,11,22,25,28,59,6,16,25,8,9,16,5,0,12,100,109,203,19,19,35,10,14,19,4,5,11,3,0,4,24,31,52,4,5,6,20,21,38,127,135,259,6,5,10,3,29,40,18,25,41,16,12,26,146,164,311,9,9,16,0,9,10,9,34,46,1025,1044,2063,10,13,30,0,5,9,214,252,463,166,144,307,8,11,18,5120,5232,10357
505011075,3445,3495,6935,0,0,0,0,0,0,20,22,42,23,34,55,5,3,9,16,13,24,0,0,3,25,23,56,10,9,18,7,10,19,54,62,117,3,21,21,3,8,13,0,0,3,58,71,129,43,20,67,4,11,18,4,4,7,5,0,3,26,28,53,0,0,3,19,20,36,112,96,211,0,4,5,3,22,24,21,25,48,21,24,49,181,248,427,3,0,7,4,8,11,3,19,14,779,824,1597,26,36,65,11,20,37,253,292,547,116,109,232,10,4,12,5337,5599,10934
505011076,2169,2236,4405,3,4,13,0,3,3,20,19,41,21,36,52,7,6,14,17,14,34,0,0,0,14,11,26,0,0,0,11,4,19,45,42,84,9,16,18,20,15,37,0,0,0,78,81,162,7,11,22,0,10,3,4,4,7,0,0,0,43,41,83,0,0,0,14,17,33,99,78,175,6,8,11,6,28,39,23,22,40,31,38,70,396,412,808,3,7,12,0,0,6,5,13,20,1296,1284,2587,25,34,65,12,12,21,204,258,461,48,46,94,7,9,16,4656,4812,9468
505011077,3528,3474,7007,3,3,9,13,6,24,18,24,48,54,69,121,13,7,17,6,3,16,10,4,8,40,43,83,10,7,13,8,13,21,112,78,193,14,41,61,37,32,63,15,13,21,123,111,236,30,17,47,3,18,21,13,12,32,7,4,5,42,63,107,5,13,22,42,41,78,204,203,407,27,19,47,27,74,102,17,42,65,42,46,85,230,240,474,32,30,62,10,18,30,8,50,62,1349,1356,2708,33,34,68,17,19,34,374,396,766,385,397,783,8,8,20,6921,7027,13943
505011078,4187,4442,8628,0,0,0,0,0,0,9,29,34,32,38,73,4,10,17,0,0,3,6,3,0,37,48,83,9,8,15,13,10,17,58,50,105,6,18,27,24,28,54,0,0,0,81,83,170,39,38,79,14,16,30,3,8,11,0,3,3,33,42,69,0,5,5,29,37,68,178,182,351,0,3,3,13,23,32,16,23,35,19,27,48,145,171,320,9,9,12,0,5,6,5,30,37,852,952,1807,25,22,48,9,16,27,238,275,514,105,99,201,8,7,18,6197,6758,12948
505011079,3289,3324,6609,0,0,0,0,0,0,22,31,58,11,24,39,6,3,11,14,13,26,0,0,0,37,49,83,6,5,12,7,6,19,23,26,47,3,12,16,3,6,9,0,0,0,97,83,180,34,30,66,4,17,19,3,0,9,0,0,0,12,26,35,0,0,0,26,18,45,151,144,293,4,0,5,9,20,29,11,26,32,19,25,39,184,188,376,3,0,5,0,10,10,7,16,26,1092,1169,2260,25,31,62,10,9,20,219,252,472,115,119,226,5,7,13,5441,5700,11142
505011080,2143,2084,4225,0,0,0,0,0,0,10,15,26,4,11,14,0,0,0,13,15,26,0,0,6,17,22,37,8,7,7,8,10,14,30,24,55,5,14,23,13,15,20,3,0,3,62,61,125,27,25,58,0,5,13,8,5,7,4,0,3,29,41,69,0,0,0,14,12,25,95,97,194,0,0,3,9,27,34,8,13,28,24,30,55,162,196,358,6,3,4,0,0,3,0,6,7,836,858,1694,30,20,44,23,28,52,184,221,407,82,87,170,3,9,12,3869,3964,7833
505011081,2756,2777,5534,0,5,3,0,0,0,4,18,24,26,34,58,8,3,11,6,0,7,0,0,3,22,35,59,0,3,7,4,11,14,29,33,60,5,18,22,12,14,26,0,0,0,78,74,150,16,21,39,3,13,13,0,3,3,0,6,6,10,14,20,0,0,0,22,12,39,137,111,245,6,5,12,11,30,43,15,17,32,19,16,30,78,85,162,0,6,3,0,0,5,4,22,23,553,563,1125,10,11,27,7,11,25,177,201,380,70,66,130,3,4,6,4101,4240,8342
505011082,3402,3547,6942,0,0,0,0,0,0,9,19,30,11,25,41,10,4,11,12,10,18,0,0,0,25,22,50,14,11,21,10,15,20,27,35,66,9,14,17,9,5,9,3,3,4,51,75,123,50,35,88,5,3,9,5,7,8,0,4,4,22,38,58,0,0,0,30,23,51,85,97,179,3,3,6,0,14,19,15,24,41,10,29,46,135,147,283,4,6,11,0,0,0,0,7,7,536,526,1064,20,21,46,11,12,21,166,185,352,75,83,164,13,6,19,4766,5062,9820
505011083,2742,2953,5699,0,6,4,0,0,0,8,11,16,29,33,63,8,4,10,5,5,3,0,0,0,22,19,39,0,0,0,10,14,28,51,44,93,4,14,20,30,31,61,0,0,0,92,82,170,22,22,40,4,20,23,5,3,3,0,0,5,28,49,75,0,0,4,18,8,31,87,96,183,4,0,4,11,21,32,17,23,35,8,18,27,174,160,331,6,7,9,0,0,6,4,18,16,925,890,1815,11,17,26,10,11,14,146,183,332,37,56,96,0,9,7,4498,4829,9332
505021084,4713,4963,9670,5,5,10,7,3,7,24,29,55,54,87,142,36,46,84,18,17,32,10,3,11,20,38,58,62,85,140,16,14,31,255,213,473,12,32,42,31,40,69,12,11,23,106,81,186,273,336,611,3,40,42,9,15,24,9,6,13,58,54,115,23,18,39,17,25,38,168,146,317,35,10,52,55,87,140,20,32,49,18,30,48,69,86,156,18,21,35,5,21,26,10,49,67,419,426,851,33,32,57,82,86,172,553,688,1241,298,305,610,10,18,26,7583,8190,15769
505021085,4667,4485,9149,132,72,200,19,8,32,4,6,11,67,93,165,28,35,62,33,24,57,5,0,6,32,34,67,15,13,26,22,19,38,550,423,967,29,64,93,68,64,128,182,163,343,33,21,55,72,47,115,10,12,25,10,16,24,10,13,27,160,155,308,15,8,24,13,12,33,202,217,421,174,66,238,146,219,367,42,48,86,27,42,73,39,61,100,55,48,104,13,26,41,76,124,201,315,289,603,25,8,30,482,601,1077,1916,2029,3940,767,715,1483,18,28,43,10428,10323,20757
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,5270,6008,11279,3,5,8,5,3,11,23,33,59,116,164,280,20,21,39,12,6,20,6,5,10,42,55,96,9,22,26,33,34,65,119,124,241,23,56,83,49,49,101,12,12,21,115,141,257,102,92,199,23,61,85,16,31,50,4,3,7,81,111,190,8,4,12,22,18,40,234,203,439,4,0,10,29,72,107,32,47,73,50,67,116,173,179,347,35,20,50,7,20,30,12,38,46,702,714,1416,40,40,81,25,40,63,521,631,1149,380,421,802,18,21,38,8367,9584,17947
505021089,7305,8029,15336,0,0,3,0,0,0,37,41,80,112,148,256,17,22,44,9,14,24,0,3,4,58,80,140,18,19,32,22,35,63,95,102,202,20,28,46,32,36,71,0,4,5,116,94,206,117,104,221,20,34,57,17,20,35,10,3,12,84,132,213,0,0,0,46,63,110,247,197,448,9,8,15,20,43,62,21,43,63,46,62,111,270,271,541,12,11,24,3,8,9,8,30,33,1032,1067,2100,48,67,113,29,35,66,410,502,917,185,223,405,19,33,48,10483,11624,22111
505021090,4304,4410,8713,40,35,71,15,13,25,10,15,25,103,145,254,29,32,64,18,16,35,0,5,7,26,38,67,45,43,89,39,51,96,794,668,1461,39,69,107,86,76,166,117,110,234,159,135,297,151,120,275,10,43,53,37,56,90,10,6,15,132,152,284,45,44,88,17,17,37,199,210,406,187,77,259,175,246,421,44,55,90,44,52,98,96,73,170,43,42,85,19,54,66,35,104,141,323,357,684,25,29,57,233,319,557,1208,1398,2609,588,622,1219,16,27,42,9465,9981,19446
505021091,47,44,99,0,0,0,0,0,0,0,0,0,3,7,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,5,3,7,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,7,4,17,0,4,4,0,0,0,11,11,24,28,24,47,0,0,0,126,127,247
505021092,5167,5489,10656,0,4,5,0,0,0,26,65,93,42,66,105,3,12,16,7,8,15,5,4,9,61,76,139,5,13,20,9,12,17,44,30,76,20,35,59,20,16,33,0,0,6,120,155,277,82,70,151,17,62,80,6,10,15,0,0,0,28,49,76,0,0,0,23,41,63,292,251,542,0,4,7,18,46,59,24,37,56,26,39,63,193,198,389,9,8,17,4,4,9,11,28,32,815,772,1587,59,79,129,8,18,25,521,702,1224,383,388,771,37,29,61,8079,8809,16884
505021093,3795,3989,7786,17,17,30,3,0,5,16,20,34,165,226,392,71,71,139,4,9,6,4,0,5,13,18,37,51,48,98,47,56,99,306,268,577,22,53,75,44,43,85,8,7,18,71,65,136,303,294,595,22,34,50,9,14,26,4,7,14,112,158,272,35,25,65,6,8,16,118,83,201,35,37,74,43,58,104,24,38,69,52,53,105,97,103,201,31,25,61,25,37,60,10,42,51,364,337,697,25,34,48,84,127,213,729,784,1519,248,228,478,15,11,30,7038,7439,14474
505021094,2683,2890,5579,6,0,6,0,0,0,16,24,35,0,14,19,5,0,4,0,0,9,0,0,0,25,19,48,4,0,4,4,3,9,17,19,28,4,4,7,4,7,5,0,0,0,30,29,60,39,23,61,4,0,7,0,3,6,0,0,0,8,15,20,0,0,0,12,17,26,83,72,157,0,0,0,0,6,6,11,11,19,8,11,23,87,110,199,0,4,4,0,0,0,3,9,19,395,359,754,38,37,73,6,6,11,121,160,287,107,104,214,16,4,21,3734,3992,7728
505021095,3191,3587,6783,5,8,9,0,0,4,17,19,33,58,95,157,15,27,50,4,11,14,0,3,4,22,26,42,17,14,35,23,31,52,337,320,657,15,34,49,44,43,88,22,11,31,96,75,177,159,166,325,16,48,64,14,22,36,3,5,8,67,85,153,31,26,67,12,8,21,128,133,258,39,13,50,30,76,106,22,33,54,23,31,62,76,89,173,23,30,59,9,25,33,20,36,54,392,362,754,16,22,44,58,89,149,613,699,1308,267,290,555,8,16,26,5903,6620,12523
505021096,4680,4655,9336,0,4,4,3,0,5,37,38,75,201,276,481,13,13,30,14,18,28,0,0,6,25,31,66,8,9,13,46,42,89,144,129,267,28,59,89,29,45,74,4,3,6,59,45,106,55,66,121,36,45,78,6,10,22,0,0,4,129,186,311,4,7,13,27,34,62,112,99,208,6,12,19,12,20,29,16,29,40,79,89,165,190,221,408,36,46,82,25,19,42,6,28,30,610,599,1211,61,45,109,34,35,65,355,419,772,107,109,212,22,26,41,7221,7497,14720
