SAL_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
SAL50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,4,0,0,4,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,6,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,8,0,8,0,0,8,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,9,0,0,9,0,7,0,0,7,0,10,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50
SAL50862,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,10,0,0,10,0,10,0,0,10,0,13,0,0,13,0,20,0,0,20,0,7,6,0,15,0,0,0,0,0,0,73,3,0,78,0,3,0,0,3,0,7,0,0,7,0,6,0,0,6,0,0,0,0,0,0,5,0,0,3,0,7,0,0,7,0,9,0,0,16,0,22,0,0,21,0,15,0,0,17,0,3,0,0,6,0,0,0,0,0,5,71,7,0,84,0,9,0,0,9,0,13,0,0,13,0,6,0,0,6,0,4,0,0,4,0,7,0,0,7,0,15,0,0,15,0,18,0,0,16,0,39,0,0,39,0,33,5,0,33,3,13,6,0,22,0,0,0,0,0,8,144,10,0,166
SAL50863,0,58,5,0,65,11,166,8,0,181,6,78,5,0,88,0,50,3,0,60,0,73,0,0,77,7,133,4,0,142,6,164,12,0,179,0,156,15,0,167,4,89,4,0,94,7,30,0,0,42,4,0,0,0,8,43,996,60,0,1101,0,59,7,0,59,3,182,3,0,191,3,85,6,0,97,5,54,0,0,58,5,91,0,0,96,0,154,6,0,159,6,185,9,0,201,5,163,10,0,182,10,69,6,0,79,4,31,0,0,35,7,4,0,0,13,47,1079,49,0,1175,3,116,10,0,127,16,348,15,0,375,11,163,14,0,187,3,105,3,0,117,3,166,9,0,175,8,289,5,0,299,6,351,20,0,383,11,315,18,0,350,13,159,7,0,173,18,62,5,0,81,11,6,0,0,16,93,2074,107,5,2277
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,8,0,0,12
SAL50865,0,42,3,0,38,3,113,7,0,123,0,55,0,0,62,0,35,0,0,33,0,63,4,0,67,0,82,9,0,92,3,114,7,0,131,8,108,4,0,126,0,120,0,0,125,8,42,8,0,54,4,16,0,0,21,40,792,46,0,873,0,35,0,0,36,0,108,6,0,115,0,57,0,0,58,0,25,0,0,29,0,73,3,0,78,4,101,4,0,114,0,127,11,0,141,8,137,5,0,152,5,115,3,0,125,8,57,0,0,64,5,14,3,0,23,36,851,37,0,922,0,74,3,0,75,9,221,11,0,239,0,115,4,0,116,0,62,4,0,66,4,135,4,0,143,4,185,16,0,199,3,245,13,0,263,11,253,14,0,275,10,231,11,0,248,16,96,8,0,123,13,30,6,0,40,72,1644,83,0,1795
SAL50866,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,5,0,11,4,0,11,0,10,0,0,13,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,6,56,8,0,70,0,0,0,0,0,0,3,0,0,3,0,4,0,0,6,0,0,0,0,0,0,8,0,0,8,0,7,0,0,5,0,15,3,0,19,0,22,0,0,25,0,13,0,0,13,0,4,0,0,4,0,0,0,0,0,0,68,4,0,79,0,3,0,0,3,0,11,0,0,17,0,4,0,0,6,0,3,0,0,3,0,10,0,0,11,0,8,5,0,14,0,25,0,0,28,0,36,5,0,43,0,36,0,0,34,0,3,0,0,3,0,0,0,0,0,12,131,10,0,150
SAL50867,0,3,0,0,3,0,12,0,0,12,0,3,0,0,3,0,0,0,0,0,0,8,0,0,8,0,12,0,0,12,0,9,5,0,9,0,4,0,0,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,61,4,0,69,0,6,0,0,6,0,12,4,0,15,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,13,0,0,13,0,3,0,0,11,0,5,0,0,5,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,55,7,0,66,0,11,0,0,11,0,23,4,0,30,0,3,0,0,3,0,0,0,0,4,0,9,0,0,9,0,21,0,0,21,0,14,3,0,17,0,10,0,0,10,0,15,0,0,15,0,0,0,0,4,0,0,0,0,0,0,121,8,0,131
SAL50868,0,6,0,0,4,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,4,0,0,5,0,6,0,0,8,0,6,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,39,6,0,51,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,8,0,3,0,0,3,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,5,0,32,0,0,4,0,9,0,5,0,0,5,0,0,0,0,0,0,8,0,0,7,0,13,0,0,13,0,10,0,0,14,0,6,4,0,12,0,14,0,0,13,0,3,4,0,4,0,3,0,0,3,0,0,0,0,0,0,67,10,0,80
SAL50869,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12
SAL50870,0,8,0,0,8,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,10,0,0,10,0,4,0,0,4,0,29,0,0,35,3,34,0,0,39,0,9,0,0,9,0,0,0,0,0,3,123,0,0,130,0,6,0,0,6,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,13,0,11,0,0,11,0,22,3,0,27,0,36,0,0,34,0,3,0,0,9,0,0,0,0,0,4,102,6,0,111,0,12,0,0,12,0,19,0,0,19,0,0,4,0,4,0,0,0,0,0,0,21,0,0,18,0,20,0,0,20,0,19,0,0,15,0,58,5,0,57,9,65,3,0,74,0,14,0,0,15,0,0,0,0,0,6,227,7,0,244
SAL50871,0,99,3,0,110,9,211,6,0,226,3,87,4,0,93,3,112,10,0,127,5,277,3,3,293,3,277,18,5,297,11,170,20,3,201,11,150,0,0,163,11,104,4,0,116,15,60,0,0,84,13,15,0,0,33,91,1571,61,10,1730,0,111,4,0,123,3,233,3,0,241,0,64,4,0,71,3,80,9,0,92,3,282,5,0,299,0,277,9,0,285,3,176,4,0,188,12,189,5,3,207,9,118,0,0,133,21,80,3,0,105,9,19,0,0,31,75,1638,52,0,1767,0,220,9,0,228,6,442,9,0,463,4,153,7,0,166,5,192,15,4,219,5,562,13,3,589,3,557,25,5,582,16,341,23,0,385,25,340,5,0,367,25,219,3,0,248,36,140,6,0,189,27,37,0,0,62,164,3211,120,15,3499
SAL50872,0,3,0,0,4,0,14,6,0,15,0,0,0,0,4,0,3,0,0,3,0,13,3,0,15,0,9,3,0,15,0,12,0,0,12,0,16,5,0,26,5,19,12,0,33,0,5,0,0,5,0,0,0,0,0,5,97,38,0,134,0,0,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,3,0,16,5,0,21,0,9,0,0,11,0,19,9,0,20,0,14,5,0,25,0,21,17,0,29,0,3,0,0,3,0,0,0,0,0,0,83,33,0,121,0,3,0,0,7,0,19,5,0,24,0,5,0,0,3,0,4,0,0,7,0,21,11,0,31,0,18,10,0,24,0,29,8,0,36,0,37,12,0,46,4,37,31,0,64,0,4,0,0,4,0,0,0,0,0,4,176,74,0,255
SAL50873,5,400,29,0,440,52,792,54,0,898,11,356,25,0,391,16,365,25,0,405,24,796,67,3,891,20,934,79,0,1029,32,684,61,4,777,44,468,41,3,556,54,354,24,3,438,57,180,9,0,243,21,42,11,0,69,330,5364,424,17,6138,6,422,39,0,472,21,754,61,0,838,6,315,25,0,351,6,389,28,0,426,16,870,63,0,947,35,839,50,0,923,40,592,37,0,676,56,480,36,9,575,73,419,17,5,519,66,207,21,0,287,56,47,26,0,130,388,5350,395,12,6141,14,830,66,0,913,73,1546,109,0,1735,19,675,46,0,743,26,753,56,0,829,36,1663,136,4,1841,55,1770,127,0,1956,75,1276,105,5,1455,102,949,71,10,1131,122,782,43,5,953,119,384,30,0,533,78,92,30,0,204,718,10709,822,31,12285
SAL50874,0,233,4,0,242,25,478,12,0,512,9,196,3,0,206,10,168,5,0,178,3,328,17,0,353,4,474,3,0,486,11,471,16,0,495,9,255,4,0,268,20,217,9,6,250,35,119,0,0,154,35,44,3,0,78,161,2980,74,7,3218,4,185,3,0,196,15,475,4,0,489,3,189,6,0,196,3,162,3,0,168,0,384,11,4,399,4,562,4,0,571,10,474,5,0,494,14,296,4,0,315,30,253,7,0,291,55,141,13,0,201,67,45,3,0,118,211,3163,62,7,3445,8,422,11,0,434,38,947,20,0,1003,13,381,9,0,402,12,329,10,0,349,7,712,27,0,750,8,1036,7,0,1054,27,950,21,0,994,25,557,5,0,585,57,472,16,6,547,84,260,11,0,357,98,83,6,0,189,369,6144,141,15,6662
SAL50875,3,131,4,0,137,18,276,11,0,307,5,124,3,0,137,0,102,5,0,113,7,176,7,0,192,5,221,10,0,231,0,225,4,0,231,8,190,5,0,207,6,141,9,0,149,12,41,0,0,48,9,9,0,0,11,70,1641,47,3,1759,0,121,6,0,121,7,263,5,0,286,0,114,0,0,118,3,115,5,0,127,6,226,8,0,238,8,278,3,0,279,3,247,6,0,257,0,233,6,0,245,18,121,5,0,149,5,42,0,0,49,5,11,0,0,11,57,1764,52,0,1872,3,254,10,0,262,24,546,16,0,586,3,242,6,0,250,3,226,8,0,234,12,406,16,0,427,8,493,13,0,511,3,468,6,0,486,12,422,5,3,446,26,266,10,0,304,21,76,0,0,98,11,16,0,0,31,126,3409,94,6,3636
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,9,0,8,0,0,0,0,0,0,0,0,0,0,0,8,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,4,0,3,0,4,12,0,13,0,0,0,0,0,0,0,0,0,0,0,11,18,0,28
SAL50877,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,22
SAL50878,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,21
SAL50879,5,18,3,0,24,3,46,3,0,52,0,24,0,0,22,0,22,0,0,27,0,37,0,0,40,3,44,0,0,44,0,49,0,0,49,0,61,0,0,65,0,47,0,0,48,0,14,0,0,17,0,4,0,0,6,18,361,15,0,393,0,12,0,0,14,0,44,0,0,44,0,31,0,0,35,0,14,0,0,12,4,30,3,0,32,0,49,0,0,54,0,63,0,0,64,0,63,0,0,63,0,46,0,0,44,6,18,0,0,25,3,0,0,0,8,21,378,12,0,402,3,33,3,0,37,3,92,3,0,100,4,55,0,0,55,0,34,3,0,39,5,60,7,0,74,8,90,3,0,94,0,117,0,0,119,0,126,0,0,132,3,94,0,0,95,8,29,0,0,43,3,8,0,0,14,35,739,24,0,797
SAL50880,0,19,0,0,19,4,52,6,0,56,0,30,0,0,33,0,21,4,0,25,4,52,7,0,59,3,57,5,0,66,3,45,3,0,50,4,62,6,0,67,4,35,0,0,37,3,16,0,4,18,3,5,0,0,10,22,385,35,4,442,0,16,0,0,22,0,44,4,0,46,0,14,0,0,17,0,20,0,0,29,0,47,5,0,51,3,49,7,0,56,0,60,11,0,75,0,44,0,0,51,0,33,4,0,38,4,14,4,0,24,0,5,0,0,4,24,348,42,0,413,0,33,0,0,38,4,98,7,0,111,0,43,4,0,45,0,49,5,0,52,3,101,14,0,114,6,103,10,0,125,7,99,12,0,116,8,107,8,0,118,5,66,9,0,81,8,25,4,4,42,7,10,0,0,20,50,731,76,3,859
SAL50881,0,132,3,0,135,12,277,10,0,301,3,130,6,0,140,3,117,0,0,115,8,229,8,0,240,5,218,9,0,227,8,271,9,0,290,7,279,6,0,294,20,211,6,0,235,13,98,0,0,118,6,24,0,0,35,91,1991,53,0,2138,0,103,4,0,109,6,253,5,0,267,3,129,15,0,144,3,107,5,0,115,4,262,10,0,280,0,254,6,0,259,0,292,6,0,301,8,305,5,6,328,16,231,11,0,259,16,90,0,0,110,17,25,0,0,43,86,2053,75,8,2211,0,236,8,0,249,22,526,15,0,566,5,258,20,0,282,4,224,5,0,233,11,497,16,0,517,5,470,15,0,494,10,566,12,0,595,18,585,19,7,627,41,443,15,0,493,31,189,9,0,222,28,49,5,0,79,173,4040,128,6,4350
SAL50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,4,0,0,4,0,7,0,0,7,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,0,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,8,0,0,8,0,9,0,0,14,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,3,38,0,0,37
SAL50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,17,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,22,5,0,26,0,6,0,0,6,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,8,7,0,11,0,5,0,0,5,0,5,0,0,7,0,0,0,0,0,0,34,7,0,45
SAL50884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,5,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,6,0,0,5,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,5,0,22
SAL50885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,17,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,6,0,0,6,0,7,0,0,7,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,3,39,0,0,37
SAL50886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,4,0,0,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,6,0,4,0,0,4,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,3,0,19
SAL50889,0,7,0,0,7,0,6,0,0,6,0,0,0,0,0,0,5,0,0,5,0,23,0,0,23,0,7,0,0,7,0,4,0,0,4,0,0,0,0,6,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,3,56,3,0,65,0,8,0,0,8,0,4,0,0,4,0,3,0,0,3,0,0,0,0,8,0,19,0,0,19,0,9,0,0,9,0,3,0,0,4,0,9,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,57,3,0,62,0,12,0,0,12,0,6,0,0,6,0,3,0,0,7,0,9,3,0,10,0,39,0,0,43,0,13,0,0,12,0,10,0,0,8,0,10,0,0,15,4,6,0,0,13,0,0,0,0,6,0,0,0,0,0,3,116,9,0,130
SAL50890,6,143,29,0,174,35,250,28,0,312,6,154,29,0,187,11,201,29,0,241,24,396,58,0,474,23,325,60,0,403,41,407,74,0,519,38,487,49,0,576,67,516,44,0,621,57,253,41,0,358,29,80,27,0,133,334,3210,462,0,4010,0,188,22,0,208,13,277,41,0,326,13,163,23,0,202,7,258,27,0,298,19,436,53,0,514,30,371,64,0,469,40,474,54,0,565,60,569,51,0,675,69,582,40,0,683,78,294,57,0,424,70,89,68,0,225,399,3697,492,3,4593,3,328,51,0,379,44,523,66,0,639,19,319,49,0,387,17,462,59,0,538,43,832,121,0,995,54,699,121,0,873,80,882,132,0,1088,100,1054,96,0,1249,130,1093,84,0,1310,141,546,102,0,783,99,168,90,0,357,737,6909,955,3,8598
