SAL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SAL51482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,90,173,5,4,10,12,0,12,0,0,0,0,0,0,0,0,0,8,5,9,114,94,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,20,7,18,23,0,0,0,127,125,251
SAL51483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,3,6,0,0,0,20,20,35
SAL51484,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,31,10,46,8,3,12,0,0,0,0,0,0,0,0,0,0,3,3,4,7,10,52,23,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,20,13,30,4,0,4,73,34,113
SAL51485,0,0,0,22,3,27,0,0,0,0,0,0,0,0,0,348,325,674,36,34,70,0,0,0,0,0,0,8,0,8,3,0,10,4,0,4,434,366,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,3,4,0,0,4,14,3,11,11,0,14,19,4,25,0,0,0,0,0,0,4,0,4,4,0,5,4,10,17,52,50,106,0,0,0,509,438,948
SAL51486,0,0,0,6,0,8,0,0,0,0,0,0,0,5,5,185,185,371,20,21,39,4,0,3,5,0,5,6,0,6,0,0,0,0,0,6,219,214,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,11,8,16,35,32,62,0,0,0,273,257,526
SAL51487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,0,4,4,0,0,0,18,14,26
SAL51489,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,413,470,887,38,33,69,10,0,10,0,0,0,7,0,11,15,3,20,14,12,29,504,525,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,27,70,98,100,81,188,0,0,0,643,684,1325
SAL51490,40,44,81,393,369,763,0,0,0,0,0,0,18,26,40,1548,1214,2763,62,162,229,3,0,3,18,0,22,57,22,84,48,23,68,56,45,101,2257,1903,4157,36,36,74,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,44,46,90,0,0,0,0,0,0,20,5,28,7,11,17,16,9,26,43,25,71,16,10,30,108,83,190,12,30,38,0,3,3,3,0,9,14,32,49,221,202,424,290,318,612,11,6,11,2906,2539,5444
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,168,136,305,17,9,30,4,0,4,4,0,3,0,0,5,4,0,3,0,0,0,212,155,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,24,13,37,0,0,0,241,179,420
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,12,12,24,0,0,5,0,0,0,0,0,0,0,0,0,209,225,434,8,20,24,0,0,0,3,0,3,0,0,5,3,0,8,0,5,5,246,268,512,0,3,3,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,3,0,5,0,0,0,0,0,0,3,0,5,16,26,46,35,47,80,0,6,4,308,357,664
SAL51495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,7,21,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,30,22,55
SAL51496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,11,10,22
SAL51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,12,10,18
SAL51498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,3,0,0,0,19,15,34
SAL51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,4,0,0,0,16,13,30
SAL51500,0,0,0,0,4,4,0,0,0,0,0,0,0,5,5,380,402,781,37,31,64,18,0,18,12,0,8,0,0,0,6,3,9,0,0,4,453,441,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,29,43,86,79,164,4,0,5,561,548,1110
SAL51501,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,179,173,357,9,23,28,4,0,4,0,0,0,0,0,0,4,0,3,14,13,22,219,205,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,16,18,32,25,35,56,4,6,11,262,260,523
SAL51502,77,61,137,30,22,50,0,0,0,0,0,0,6,4,8,1809,1650,3461,117,121,237,31,0,31,17,0,17,13,4,16,59,13,79,8,15,27,2174,1888,4067,26,31,58,0,0,0,0,0,0,30,30,55,3,6,9,0,3,5,64,62,129,0,0,0,0,0,0,8,3,3,8,7,18,0,0,4,11,13,24,31,12,41,105,88,193,14,29,47,4,4,4,0,0,0,16,30,47,95,163,263,392,396,792,16,15,26,2799,2590,5390
SAL51503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,15,13,23
SAL51504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,16,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,5,0,0,0,17,13,30
SAL51505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,70,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,36,37,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,20,9,0,8,0,0,3,55,57,109
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
SAL51508,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,172,171,344,6,8,12,9,0,9,0,0,0,0,0,0,0,0,0,10,6,17,198,191,388,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,28,40,20,30,51,0,0,0,235,249,483
SAL51509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,18,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,23
SAL51510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,87,7,3,12,0,0,0,0,0,0,0,0,5,0,0,0,11,13,21,69,61,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,15,20,45,0,0,0,90,89,187
SAL51511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,16,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,15,16,29
SAL51512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,19
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,7,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,12,10,21
SAL51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,9,4,9
SAL51516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,8,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
SAL51517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5
SAL51518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,32,77,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,52,41,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,27,6,31,0,0,0,82,52,134
SAL51519,32,36,68,6,7,16,0,0,0,0,0,0,0,0,0,795,732,1532,43,52,98,9,0,9,3,0,3,3,0,3,20,0,23,7,4,15,916,837,1755,30,25,53,0,0,0,0,0,0,25,16,44,4,0,3,0,0,0,56,45,101,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,9,3,10,66,47,116,3,5,14,0,0,0,0,0,0,3,4,10,74,124,197,117,180,297,0,3,3,1177,1202,2379
SAL51520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,15,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,3,22,10,29
SAL51521,0,0,0,11,5,13,0,0,0,0,0,0,0,0,3,765,769,1533,51,75,127,12,0,12,11,0,13,3,4,8,16,0,16,6,5,13,879,864,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,25,60,82,100,141,239,4,0,6,1014,1070,2085
SAL51522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,12,4,12,0,0,0,27,25,55
SAL51523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,16,9,20
SAL51524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,26,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,7,9,25,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,22,0,5,3,0,0,0,41,27,65
SAL51525,9,16,22,16,6,24,0,0,0,0,0,0,0,0,0,492,550,1038,29,29,62,11,0,12,4,0,4,5,0,5,24,11,31,7,11,10,593,620,1210,0,0,4,0,0,0,0,0,0,12,4,11,0,0,0,0,0,0,15,3,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,12,4,14,26,14,33,4,0,9,0,0,0,0,0,0,4,6,4,51,86,141,141,119,255,10,0,10,822,836,1657
SAL51526,36,47,85,43,21,65,0,0,0,0,0,0,6,5,10,1885,1728,3617,124,125,250,67,3,70,12,0,11,5,3,11,46,11,54,33,31,67,2269,1972,4241,24,27,55,0,0,0,0,0,0,28,34,66,0,5,6,0,0,0,61,64,127,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,3,5,6,30,14,38,90,79,176,7,18,21,0,0,4,0,0,0,16,14,30,162,252,410,283,340,623,16,7,24,2829,2673,5506
SAL51527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,20,0,0,0,0,0,0,21,14,41
SAL51528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,5,18,23,13,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,33,47
SAL51529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,52,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,32,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,3,10,0,0,0,40,37,72
SAL51530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,36,3,4,10,0,0,0,0,0,0,0,0,0,0,0,4,22,23,43,52,46,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,98
SAL51531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11
SAL51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,13,14,32
SAL51533,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,23,15,36,8,14,17,0,0,0,0,0,0,0,0,0,0,0,0,15,24,35,40,57,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,4,3,12,52,67,121
SAL51534,45,53,99,30,21,52,0,0,0,0,0,0,5,3,10,1546,1408,2954,112,115,227,16,0,16,10,0,11,8,3,14,57,9,68,16,13,29,1844,1633,3475,41,39,77,0,0,0,0,0,0,16,13,29,4,5,9,4,0,5,55,54,114,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,24,9,31,80,64,150,7,15,24,0,0,4,0,0,0,17,16,27,96,143,240,287,312,596,14,9,23,2334,2176,4514
SAL51535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,0,5,0,0,0,21,9,27
