SAL_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
SAL50292,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9
SAL50293,401,31,66,0,0,499,346,39,89,0,0,472,67,28,167,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,21,15,47,0,0,86,0,0,4,0,0,6,0,0,0,0,0,0,92,39,220,0,0,350,11,0,3,0,0,15,8,3,14,0,0,27,861,116,389,0,0,1365
SAL50294,1061,60,43,0,0,1158,718,16,9,0,0,745,150,10,10,0,0,174,0,0,0,0,0,0,0,0,4,0,0,5,60,0,0,0,0,64,4,0,3,0,0,5,0,0,0,0,0,0,216,17,12,0,0,247,27,28,89,0,0,136,49,6,9,0,0,65,2065,128,172,0,0,2359
SAL50295,55,0,0,0,0,55,65,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,6,0,0,0,0,6,10,0,0,0,0,7,140,0,0,0,4,141
SAL50296,783,420,320,0,3,1530,466,246,174,0,0,895,127,181,571,0,0,883,13,15,42,0,0,71,0,10,6,0,0,12,56,84,140,0,0,286,8,3,8,0,0,15,0,0,0,0,0,3,206,297,764,0,0,1264,18,27,80,0,0,127,36,51,90,0,0,180,1519,1039,1430,0,3,3992
SAL50297,726,61,3,0,0,796,2490,113,20,0,0,2623,729,189,22,0,0,944,105,45,0,0,0,143,14,20,0,0,0,33,331,53,0,0,0,394,34,0,0,0,0,36,4,0,0,0,0,4,1218,310,24,0,0,1557,41,4,0,0,0,44,176,28,3,10,0,225,4654,522,51,10,7,5240
SAL50298,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50299,0,0,0,59,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,7,0,9,0,0,0,71,9,78
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,650,84,3,3,0,741,863,185,18,0,5,1072,566,229,117,0,4,913,96,78,0,0,0,179,19,21,0,0,0,39,230,50,20,0,0,301,33,5,0,0,0,42,7,0,0,0,0,10,955,383,141,0,4,1483,28,5,0,0,0,35,163,51,50,12,3,284,2659,707,224,14,12,3614
SAL50302,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,48,0,24,0,0,68,93,0,94,0,0,192,32,3,351,0,0,388,0,0,22,0,0,27,0,0,4,0,0,4,12,0,38,0,0,56,0,0,4,0,0,4,0,0,0,0,0,0,45,3,429,0,0,478,3,0,13,0,0,14,4,0,39,0,0,48,203,9,592,0,0,803
SAL50305,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12
SAL50306,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,17
SAL50307,16,0,0,0,0,19,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,37
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50309,141,0,0,0,0,141,211,0,0,0,0,213,55,0,0,0,0,55,5,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,0,30,4,0,0,0,0,3,0,0,0,0,0,0,88,0,0,0,3,91,4,0,0,0,0,3,18,0,0,0,0,20,465,0,0,0,0,467
SAL50310,1142,25,24,14,0,1203,1021,12,3,0,0,1042,201,14,37,0,0,254,70,37,25,0,0,131,8,0,0,0,0,12,184,18,4,0,0,206,24,0,3,3,3,39,4,0,4,0,0,3,491,70,75,7,3,645,32,0,0,0,0,33,221,17,8,7,3,250,2906,123,116,27,6,3176
SAL50311,8,0,0,0,0,8,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SAL50312,105,0,0,0,0,105,98,0,0,0,0,97,26,4,0,0,0,37,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,0,0,54,0,0,0,0,0,0,4,0,0,0,0,4,253,4,0,0,3,260
SAL50313,40,0,0,0,0,40,16,0,0,0,0,16,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,18,3,0,0,0,0,3,6,0,0,0,0,6,81,3,0,0,0,84
SAL50314,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SAL50315,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10
SAL50316,821,862,144,0,0,1827,757,853,221,0,0,1839,315,1012,363,0,0,1686,58,88,58,0,0,205,4,51,18,0,0,65,140,391,116,0,3,651,15,20,6,0,0,43,0,6,5,0,0,10,537,1566,561,0,0,2659,32,168,27,0,0,231,76,131,56,0,0,265,2220,3584,1013,0,9,6822
SAL50317,30,0,0,8,0,45,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,18,10,0,0,0,0,20,11,0,0,0,0,13,85,0,0,12,10,106
SAL50318,468,72,0,0,0,542,532,48,0,0,0,587,81,31,0,0,0,111,0,4,0,0,0,3,0,0,0,0,0,0,40,16,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,4,124,49,5,0,0,181,10,0,0,0,0,10,12,0,0,0,0,19,1144,179,5,0,0,1333
SAL50319,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL50320,528,29,0,0,0,559,504,31,0,0,0,532,207,23,0,0,0,231,100,53,29,0,0,182,54,0,43,0,0,98,113,22,0,0,0,130,14,0,0,0,0,16,0,0,3,0,0,8,489,95,76,0,0,664,25,4,0,0,0,29,98,11,9,0,0,121,1639,174,86,0,0,1906
SAL50321,768,22,0,171,0,959,710,16,6,3,0,732,113,6,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,45,12,0,0,0,64,6,0,0,38,0,48,0,0,0,0,0,0,164,20,0,44,0,232,14,0,0,5,0,15,48,3,0,59,0,116,1704,56,5,285,0,2053
SAL50322,93,0,0,0,0,92,99,0,0,0,0,99,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19,8,0,0,0,0,8,13,0,0,0,0,14,223,0,0,3,0,231
SAL50323,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL50324,471,29,20,0,0,524,800,109,86,0,0,999,314,53,78,0,0,443,56,78,83,0,3,222,0,16,40,0,0,58,158,19,21,0,0,199,7,0,9,0,0,16,3,0,3,0,0,4,542,165,235,0,7,946,13,5,5,0,0,28,107,26,21,0,0,158,1931,341,375,0,5,2647
SAL50325,237,5,5,0,0,247,220,8,13,0,0,244,24,10,31,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,39,11,44,0,0,90,7,0,3,0,0,10,7,0,6,0,0,9,504,23,72,0,0,597
SAL50326,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5
SAL50327,105,0,0,13,4,121,74,0,0,0,0,79,26,0,0,0,0,33,8,0,0,0,0,8,4,0,5,0,0,11,18,0,0,0,0,18,7,0,0,0,0,10,0,0,0,0,0,0,62,0,8,0,0,72,5,0,0,0,0,10,73,0,0,0,4,81,321,5,16,22,4,364
SAL50328,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,4
SAL50329,756,46,3,0,0,807,967,38,0,0,0,1013,314,45,0,0,0,362,65,30,8,0,0,94,5,8,5,0,0,17,203,25,3,0,0,228,13,5,0,0,0,16,0,0,0,0,0,0,599,105,15,0,0,716,26,3,0,0,0,32,149,12,0,7,0,172,2500,209,16,4,0,2736
SAL50330,52,0,0,0,0,52,54,0,0,0,0,57,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,3,0,0,0,0,6,7,0,0,0,0,7,144,0,0,0,0,145
SAL50331,13,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,6,10,0,0,0,0,19,10,0,0,0,0,7,48,0,0,4,0,52
SAL50332,15,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,26,0,0,0,0,26
SAL50333,21,0,0,0,0,25,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,49,0,0,3,0,53
SAL50334,114,0,0,0,0,119,100,0,0,0,0,101,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16,4,0,0,0,0,4,57,0,0,0,0,57,297,0,0,0,0,298
SAL50335,34,0,0,0,0,40,17,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14,5,0,0,0,0,5,12,0,0,3,0,15,88,0,0,3,6,99
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50337,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,25,0,0,0,0,25
SAL50338,4,5,0,162,0,180,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,9,0,22,5,14,10,97,0,123,0,0,0,5,0,5,19,15,10,111,0,150,3,4,0,10,0,15,0,3,11,16,0,29,28,24,19,314,3,383
SAL50339,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50340,131,0,0,0,0,129,67,0,0,0,0,67,5,0,0,0,0,3,7,6,0,0,0,14,0,8,0,0,0,9,36,0,0,0,0,32,14,0,0,3,0,21,0,0,0,0,0,0,64,14,0,0,0,84,12,0,0,0,0,14,17,10,0,0,0,24,295,24,0,8,0,324
SAL50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,22,0,0,0,0,0,0,5,0,0,0,0,3,25,0,0,0,5,29
SAL50342,0,0,4,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,7,0,0,16,0,0,21
SAL50343,1040,147,124,0,0,1314,614,79,67,0,0,762,203,82,258,0,0,540,5,0,0,0,0,5,0,0,0,0,0,0,109,37,100,0,0,240,0,0,5,0,0,8,0,0,0,0,0,3,321,119,355,0,0,800,28,18,4,0,0,48,50,20,37,0,0,104,2053,381,592,0,3,3025
SAL50344,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,20
SAL50345,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,10
SAL50346,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,24,0,0,0,0,24
SAL50347,214,4,0,0,0,220,402,0,0,0,0,407,50,0,0,0,0,51,0,3,0,0,0,3,0,6,0,0,0,6,67,0,0,0,0,71,8,0,0,0,0,8,0,0,0,0,0,0,131,15,0,0,0,144,15,0,0,0,0,12,81,0,0,5,0,86,840,22,0,6,5,871
SAL50348,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL50349,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL50350,598,65,5,0,0,662,1138,122,12,0,0,1273,322,51,5,0,0,379,20,4,0,0,0,18,4,0,0,0,0,5,183,27,5,0,0,215,7,0,0,0,0,6,3,0,0,0,0,7,538,88,8,0,0,632,20,4,0,0,0,24,60,7,0,0,0,73,2358,281,27,0,0,2671
SAL50351,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL50352,76,0,0,0,4,80,31,0,0,0,0,31,11,0,0,0,0,11,4,0,0,0,0,4,5,0,3,0,0,8,21,0,0,0,0,21,18,0,0,0,0,19,0,0,0,0,0,0,49,0,3,0,0,59,15,0,0,0,0,15,16,0,0,5,0,24,191,0,0,8,4,206
SAL50353,20,75,206,0,0,294,3,38,64,0,0,101,21,105,363,0,0,485,5,0,15,0,0,14,0,6,10,0,0,19,14,39,101,0,0,148,12,12,37,0,0,66,0,0,0,0,0,0,43,155,525,0,0,730,0,3,13,0,0,20,0,14,45,0,0,61,75,281,850,0,0,1210
SAL50354,36,0,0,0,0,36,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,97,0,0,0,0,97
SAL50355,27,0,0,0,0,27,27,0,0,0,0,27,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,65,0,0,0,0,65
SAL50356,26,0,0,0,0,22,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,46
SAL50357,90,0,0,0,0,90,61,0,0,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,23,3,0,0,0,0,3,11,0,0,0,0,11,193,3,0,0,0,196
SAL50358,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL50359,32,0,0,11,3,43,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,0,0,19,0,0,0,0,0,0,21,0,0,0,0,25,9,0,0,0,0,13,13,0,0,51,3,65,79,0,0,63,7,154
SAL50360,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13
SAL50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50362,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL50363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,5
SAL50364,102,0,0,4,0,110,82,0,0,0,0,82,17,0,0,0,0,15,19,5,0,0,0,21,5,4,0,0,0,10,34,0,0,0,0,34,10,0,0,4,0,10,0,0,0,0,0,0,85,9,0,4,0,92,10,0,0,0,0,10,16,0,0,0,0,18,299,13,0,8,0,320
SAL50365,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SAL50366,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL50367,649,11,8,0,0,664,1142,12,45,0,0,1197,241,13,94,0,0,343,0,13,0,0,0,15,0,5,0,0,0,5,122,7,20,0,0,152,7,0,0,0,0,10,0,0,0,0,0,0,374,38,116,0,0,532,7,0,0,0,0,6,50,0,11,3,0,62,2223,66,176,9,0,2473
SAL50368,17,7,0,0,0,23,21,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,10,0,0,0,0,0,0,7,0,0,0,0,4,51,10,0,0,3,57
SAL50369,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50371,168,43,7,0,0,217,124,43,10,0,0,172,41,22,91,0,0,154,5,0,0,0,0,8,0,0,0,0,0,0,20,8,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,66,33,109,0,0,203,8,4,0,0,0,8,8,6,3,0,0,18,370,126,134,0,0,631
SAL50372,34,0,0,0,0,36,20,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,19,80,0,0,0,0,83
SAL50373,14,0,0,0,0,18,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,19
SAL50374,761,24,3,0,0,788,382,8,0,0,0,388,147,13,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,0,0,59,6,0,0,0,0,6,0,0,0,0,0,0,206,18,0,0,0,228,22,3,0,0,0,24,30,0,0,0,0,28,1391,51,3,0,0,1451
SAL50375,72,0,0,8,0,81,79,0,0,5,0,81,0,0,0,0,0,0,14,3,0,0,0,20,4,4,0,0,0,10,27,3,0,0,0,28,21,0,0,0,0,22,0,0,0,0,0,0,63,11,0,5,0,79,15,0,0,0,0,18,28,3,0,9,0,42,258,14,0,19,4,300
