SAL_CODE_2021,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85ov,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85ov,M_IT_Tot,M_Egnr_rel_Tech_15_24_yr,M_Egnr_rel_Tech_25_34_yr,M_Egnr_rel_Tech_35_44_yr,M_Egnr_rel_Tech_45_54_yr,M_Egnr_rel_Tech_55_64_yr,M_Egnr_rel_Tech_65_74_yr,M_Egnr_rel_Tech_75_84_yr,M_Egnr_rel_Tech_85_yr_over,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24_yr,M_Arc_Bld_25_34_yr,M_Arc_Bld_35_44_yr,M_Arc_Bld_45_54_yr,M_Arc_Bld_55_64_yr,M_Arc_Bld_65_74_yr,M_Arc_Bld_75_84_yr,M_Arc_Bld_85_yr_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85_over,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24_yr,M_Mgmt_Cmrce_25_34_yr,M_Mgmt_Cmrce_35_44_yr,M_Mgmt_Cmrce_45_54_yr,M_Mgmt_Cmrce_55_64_yr,M_Mgmt_Cmrce_65_74_yr,M_Mgmt_Cmrce_75_84_yr,M_Mgmt_Cmrce_85_yr_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24_yr,M_FoodHos_PsnlSvcs_25_34_yr,M_FoodHos_PsnlSvcs_35_44_yr,M_FoodHos_PsnlSvcs_45_54_yr,M_FoodHos_PsnlSvcs_55_64_yr,M_FoodHos_PsnlSvcs_65_74_yr,M_FoodHos_PsnlSvcs_75_84_yr,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24_yr,M_Mix_Fld_Prog_25_34_yr,M_Mix_Fld_Prog_35_44_yr,M_Mix_Fld_Prog_45_54_yr,M_Mix_Fld_Prog_55_64_yr,M_Mix_Fld_Prog_65_74_yr,M_Mix_Fld_Prog_75_84_yr,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85_over,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24_yr,F_Nat_Phy_Sci_25_34_yr,F_Nat_Phy_Sci_35_44_yr,F_Nat_Phy_Sci_45_54_yr,F_Nat_Phy_Sci_55_64_yr,F_Nat_Phy_Sci_65_74_yr,F_Nat_Phy_Sci_75_84_yr,F_Nat_Phy_Sci_85_yr_over,F_Nat_Phy_Sci_Tot,F_IT_15_24_yr,F_IT_25_34_yr,F_IT_35_44_yr,F_IT_45_54_yr,F_IT_55_64_yr,F_IT_65_74_yr,F_IT_75_84_yr,F_IT_85_yr_over,F_IT_Tot,F_Egnr_rel_Tech_15_24_yr,F_Egnr_rel_Tech_25_34_yr,F_Egnr_rel_Tech_35_44_yr,F_Egnr_rel_Tech_45_54_yr,F_Egnr_rel_Tech_55_64_yr,F_Egnr_rel_Tech_65_74_yr,F_Egnr_rel_Tech_75_84_yr,F_Egnr_rel_Tech_85_yr_over,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24_yr,F_Arc_Bld_25_34_yr,F_Arc_Bld_35_44_yr,F_Arc_Bld_45_54_yr,F_Arc_Bld_55_64_yr,F_Arc_Bld_65_74_yr,F_Arc_Bld_75_84_yr,F_Arc_Bld_85_yr_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85_over,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24_yr,F_Mgmt_Cmrce_25_34_yr
SAL50167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
SAL50168,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,19,4,12,4,6,7,0,59,0,10,0,3,5,0,4,0,30,0,0,3,0,0,0,0,0,9,0,0,4,5,0,0,0,0,11,0,0,0,3,0,0,4,0,10,0,5,7,3,5,4,3,0,29,0,0,0,6,0,0,0,0,11,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,6,40,33,35,22,25,25,4,196,0,0,5,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,10,8,9,15,11,7,0,53,0,6,3,5,0,8,0,0,26,0,4
SAL50169,0,0,0,3,0,3,0,0,6,0,0,0,0,4,0,0,0,4,4,14,29,18,23,14,11,0,118,0,0,8,7,9,8,0,0,35,0,0,0,3,4,0,0,0,14,0,0,5,0,4,9,0,0,12,0,0,0,5,4,3,0,0,14,3,0,8,0,4,0,0,0,16,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,0,11,6,7,7,3,5,56,22,27,54,53,59,43,20,5,290,0,0,0,4,4,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,12,4,8,14,11,19,7,0,0,66,0,3,10,10,13,3,0,0,44,3,13
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,11,7,14,0,0,48,3,0,0,0,3,0,0,0,15,0,3,0,4,4,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,3,0,4,0,0,0,0,10,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,13,11,4,3,3,51,6,20,23,38,43,32,8,7,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,3,0,4,0,0,0,16,0,5,6,5,10,9,5,0,42,0,3,3,3,6,7,4,0,27,3,0
SAL50173,0,15,15,5,0,0,0,0,41,10,51,51,17,0,0,0,0,123,59,263,195,106,33,14,4,0,682,12,68,35,3,0,5,0,0,122,5,14,15,0,3,0,0,0,38,7,40,27,10,3,5,0,0,87,3,28,15,10,0,0,0,0,49,22,128,138,32,8,0,0,0,336,10,61,42,14,10,5,0,0,140,4,22,17,5,0,0,0,0,51,12,62,69,12,8,0,0,0,163,0,0,0,0,0,0,0,0,3,0,15,21,4,4,0,0,0,53,12,48,35,13,3,4,0,0,113,157,808,680,228,75,37,13,0,1998,6,49,27,4,0,0,0,0,76,0,33,19,7,0,0,0,0,61,8,28,25,8,3,0,0,0,70,0,6,4,0,0,0,0,0,8,0,5,3,0,0,0,0,0,11,38,185,87,29,15,0,0,0,350,9,117,53,29,15,3,0,0,235,45,231
SAL50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,11,0,8,6,7,11,4,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0
SAL50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,4,3,0,34,0,3,5,0,6,4,0,0,12,0,0,4,0,0,0,0,0,12,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,6,4,0,0,0,4,0,0,0,11,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,0,0,16,6,10,13,17,26,19,5,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,3,3,0,0,16,0,4,6,5,8,3,0,0,25,0,0
SAL50178,0,11,0,11,3,0,0,0,32,3,4,10,5,0,0,0,0,36,13,30,22,35,24,20,3,0,150,3,10,5,8,3,4,3,0,36,0,0,3,5,0,0,0,0,11,0,8,4,8,3,3,0,0,32,0,6,3,0,3,4,10,0,15,5,17,21,37,18,10,0,0,104,7,12,8,9,3,0,0,0,46,4,0,3,3,6,0,0,0,14,4,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,11,0,7,3,0,4,41,43,109,91,121,77,48,19,14,526,0,4,3,3,0,0,0,5,25,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,18,0,5,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,8,4,44,28,16,11,16,7,0,122,4,12,9,15,12,16,4,4,68,6,27
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,0,4,0,4,3,3,3,0,17,0,6,4,3,0,0,0,0,11,3,24,32,43,55,71,24,0,257,7,15,6,18,16,15,5,4,91,0,9,9,8,5,4,0,0,34,0,5,6,6,0,6,4,0,32,0,0,0,11,12,14,3,0,39,3,3,10,10,10,21,13,0,74,0,5,0,8,4,13,0,0,33,0,4,4,0,13,3,4,0,28,0,8,0,6,7,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,18,10,13,11,24,29,25,13,3,124,37,92,98,135,154,186,74,16,784,0,6,7,0,0,3,0,0,17,0,5,0,0,0,8,0,0,9,0,3,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,4,5,3,3,0,0,23,0,15,16,25,25,36,9,0,118,9,15,22,30,30,32,3,0,138,9,14
SAL50181,0,0,0,3,3,3,0,0,12,0,0,3,0,0,0,0,0,5,8,8,22,31,23,17,3,0,114,4,6,7,6,9,0,5,0,33,0,0,0,8,0,0,0,0,7,0,0,0,9,0,0,3,0,15,0,0,0,3,4,3,0,0,11,5,6,4,8,9,9,9,0,42,0,0,0,0,4,4,0,0,20,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,5,0,0,11,28,24,47,65,58,42,11,3,278,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,9,13,21,3,0,0,55,3,3,8,9,4,8,0,0,39,6,5
SAL50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50183,0,0,6,3,4,0,4,0,23,5,3,5,0,3,3,0,0,18,10,33,54,40,41,60,42,16,296,3,20,18,22,22,34,19,4,142,4,7,7,5,12,9,4,0,54,4,3,10,9,8,4,3,3,47,0,8,8,14,11,10,16,4,65,8,13,13,23,23,26,19,3,116,3,4,6,10,0,6,3,0,38,0,5,3,0,0,0,0,0,15,8,4,14,7,11,3,0,0,47,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,14,8,13,33,19,17,31,10,20,148,45,106,172,149,163,192,135,56,1029,0,4,7,8,6,3,0,0,32,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,4,0,14,0,0,0,0,0,0,0,0,7,6,4,3,9,0,0,0,0,20,18,30,33,22,30,36,19,20,211,9,25,41,32,40,23,16,6,185,12,25
SAL50184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,28,25,21,7,0,0,106,0,4,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,6,3,3,0,0,0,16,0,3,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,19,26,56,38,31,5,0,0,175,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,14,0,8,12,7,4,0,0,0,26,4,0
SAL50185,0,3,0,0,0,3,0,0,7,0,3,0,0,0,0,0,0,4,4,20,10,7,15,8,3,6,72,0,4,3,3,3,7,0,0,26,0,0,0,7,0,4,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,4,0,14,0,4,4,5,4,0,0,0,18,0,9,5,0,0,3,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,9,15,14,14,16,8,3,0,91,23,54,40,48,52,43,16,8,275,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,9,5,0,7,5,0,0,0,29,0,7,4,12,6,0,4,0,28,0,8
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50187,0,0,3,3,3,0,0,0,11,9,11,7,3,0,0,0,0,22,15,40,47,21,28,15,6,0,165,6,12,10,9,5,3,0,0,41,0,7,0,0,0,0,0,0,11,4,7,5,0,3,0,0,0,22,0,0,0,0,0,0,0,0,6,14,19,17,7,4,0,0,0,63,6,9,5,7,5,4,0,0,36,3,8,0,0,0,0,0,0,16,0,5,15,9,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,19,20,18,21,8,12,8,0,103,69,129,130,83,67,40,15,0,534,3,0,0,4,0,0,0,0,9,0,5,5,4,0,0,0,0,12,0,0,7,0,0,0,0,0,13,0,4,0,0,0,0,0,0,7,4,0,0,4,0,0,0,0,6,6,19,13,14,13,11,0,0,71,8,3,20,11,6,4,0,0,58,14,20
SAL50188,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,3,8,5,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,12,10,3,20,9,8,5,0,59,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,14,3,4,0,6,0,4,0,0,16,4,0
SAL50189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,12,8,0,0,34,0,0,0,0,0,4,0,0,8,5,5,0,0,5,0,0,0,11,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,4,0,9,0,0,0,18,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,4,9,8,4,0,0,39,11,19,22,20,29,19,3,4,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,3,6,7,5,0,0,0,0,19,0,3,4,5,0,0,0,0,13,0,6
SAL50190,0,10,3,0,0,4,0,0,25,0,3,7,4,3,0,0,0,18,12,38,26,48,50,49,20,4,255,6,11,19,23,22,17,4,0,103,4,5,9,8,10,12,3,0,48,4,12,17,12,13,13,7,0,79,0,3,11,8,8,7,0,0,42,4,18,24,25,21,26,7,0,127,5,15,15,14,14,11,11,0,83,9,14,3,5,7,5,0,0,37,3,7,9,14,9,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,20,62,82,40,76,70,40,15,10,393,106,230,193,238,226,182,71,10,1256,7,13,8,4,0,3,0,0,34,0,4,0,0,0,0,0,0,9,3,8,14,0,0,3,0,0,31,0,0,3,0,3,0,0,0,14,4,3,7,5,0,0,0,0,15,12,58,34,36,51,34,5,0,231,4,20,26,22,20,38,4,0,139,12,65
SAL50191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,5,4,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,9,0,0
