SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
SAL50898,3,0,10,11,15,21,0,4,12,7,14,22,25,29,52,15,8,21,5,4,5,10,3,8,25,16,43,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,10,4,10,0,4,6,0,0,0,0,0,0,0,3,3,0,0,0,0,9,8,7,12,16,0,0,0,0,3,3,0,0,0,0,3,3,16,13,25,0,0,0,75,72,152
SAL50899,4,0,3,17,16,28,3,0,3,3,3,6,18,21,43,4,10,17,0,0,0,7,4,8,10,12,23,0,0,0,0,0,0,0,0,0,9,5,11,0,0,0,9,5,14,4,0,4,3,0,3,0,3,3,3,0,3,0,0,0,8,5,16,16,8,28,0,0,0,0,5,6,0,0,0,0,5,6,639,133,776,8,6,13,704,189,892
SAL50900,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,8,7,13
SAL50901,0,3,8,3,3,9,4,0,5,11,12,20,18,19,37,6,9,13,0,0,3,10,9,20,15,15,35,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,3,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,6,13,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,41,60,103
SAL50902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,15,4,17,0,0,0,3,0,3,0,0,0,6,6,13,0,0,0,13,8,21,26,14,37,0,0,0,3,3,4,0,0,0,3,3,6,1137,196,1328,23,3,26,1194,213,1404
SAL50903,79,86,168,318,278,602,51,37,87,78,71,147,448,390,839,288,280,568,12,7,21,14,20,36,321,306,627,14,4,17,3,18,25,32,10,40,32,81,114,0,0,0,84,111,195,8,10,8,11,27,41,0,8,8,17,66,82,0,0,0,29,107,142,117,224,336,10,11,13,17,35,55,0,0,0,28,42,72,324,307,635,50,13,59,1372,1369,2740
SAL50904,4,0,10,29,16,47,9,6,11,10,7,13,42,35,76,14,17,30,6,3,16,13,9,21,37,32,65,6,0,6,3,5,3,8,0,9,0,4,3,0,0,0,13,6,24,9,8,18,0,3,5,0,0,3,0,7,7,0,0,0,14,12,25,24,25,52,0,0,0,0,0,0,0,0,0,0,0,0,20,23,37,0,0,4,126,109,245
SAL50905,18,20,43,89,94,184,18,15,35,14,4,21,123,123,243,36,44,85,20,17,41,37,41,75,95,107,202,0,0,0,0,3,5,9,0,10,0,5,12,0,0,0,17,15,32,31,36,66,3,8,9,0,3,12,10,17,30,0,0,0,44,71,115,66,87,144,0,0,0,0,14,13,0,0,0,0,14,13,13,21,38,0,0,4,321,370,692
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50907,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SAL50908,0,0,0,8,4,12,0,0,0,0,0,0,8,4,12,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50911,21,18,31,50,34,81,12,15,27,13,25,40,78,74,151,23,17,36,21,28,49,18,19,35,59,60,119,0,0,5,3,6,7,8,5,14,8,17,21,0,0,0,17,26,50,6,22,26,10,3,13,6,4,12,10,13,15,0,0,0,25,36,66,47,66,111,0,3,7,0,10,10,0,0,0,4,10,17,56,78,136,3,9,10,264,312,576
SAL50912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4,0,9,0,0,0,0,0,4,0,0,0,0,0,4,134,20,149,0,0,0,143,25,161
SAL50913,5,3,4,4,12,14,4,4,7,3,0,5,10,18,27,0,3,5,3,5,4,0,0,0,3,8,17,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0,3,6,0,0,0,0,8,9,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,22,19,37,0,0,0,40,58,102
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50916,0,0,5,4,6,6,0,0,0,0,0,0,3,6,7,0,9,12,0,3,0,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,0,0,0,14,20,36
SAL50917,113,93,205,254,235,489,56,53,115,24,14,38,339,310,646,161,119,287,64,57,115,44,53,103,271,232,504,42,26,73,61,87,152,16,9,27,78,103,185,0,0,0,199,236,436,131,175,309,118,155,271,29,28,56,113,153,267,3,0,3,390,514,901,591,748,1336,25,24,51,35,64,102,0,0,0,57,90,150,341,274,611,19,21,34,1724,1764,3491
SAL50918,0,0,0,3,5,10,0,0,0,0,0,0,3,5,10,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,8,13,21
SAL50919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4
SAL50920,61,56,115,141,120,264,13,13,30,32,27,63,182,167,350,120,95,215,15,12,25,43,48,89,172,150,322,15,12,27,6,11,14,28,8,39,17,34,43,0,0,0,58,60,118,4,4,8,3,6,9,0,3,0,9,27,37,0,0,0,14,43,58,69,100,169,6,7,11,11,22,40,0,0,0,18,30,52,66,68,129,6,0,4,573,570,1149
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,21,0,21
SAL50922,94,92,185,292,294,585,52,61,113,93,95,192,437,453,892,187,159,348,39,49,91,106,112,219,333,325,657,17,15,31,3,21,22,21,17,44,29,71,94,0,0,0,71,117,194,47,85,131,9,39,51,3,13,19,22,43,64,0,0,0,92,180,267,165,303,462,10,16,28,16,34,54,0,0,0,28,47,76,150,184,333,3,3,12,1215,1397,2610
SAL50923,0,4,4,9,10,19,0,0,0,0,0,0,11,14,18,4,8,12,0,5,3,0,0,4,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,6,18,0,0,0,32,39,67
SAL50924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,5,8,11
SAL50925,13,12,26,63,48,116,7,7,16,11,15,24,87,68,155,48,44,93,3,8,9,9,6,20,64,54,122,7,7,13,4,14,13,10,6,13,10,13,19,0,0,0,25,34,64,3,10,17,3,4,10,4,0,3,5,8,16,0,0,0,18,35,49,40,67,109,3,3,8,0,8,16,0,0,0,9,13,18,84,75,156,7,3,5,299,296,594
SAL50926,3,5,9,20,21,41,0,0,0,6,0,3,19,23,47,21,14,37,0,0,0,3,4,3,17,19,40,0,0,0,0,4,5,0,0,0,0,7,11,0,0,0,13,11,21,0,0,0,3,0,3,0,0,0,11,5,14,0,0,0,11,12,21,23,22,39,3,0,3,4,0,7,0,0,0,3,0,6,237,110,341,3,4,3,317,177,493
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL50928,3,0,3,0,0,0,0,0,0,0,0,7,5,0,8,3,4,10,0,0,0,5,0,5,12,5,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18,16,35
SAL50929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50930,0,0,0,9,0,11,0,3,5,0,0,0,7,4,14,6,7,11,3,3,4,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,15,21,38
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,53,57,112,194,206,390,67,74,135,13,13,24,267,286,560,126,107,235,92,114,206,37,34,76,258,259,521,13,4,18,3,6,13,28,13,37,14,29,38,0,0,4,56,51,104,75,110,192,26,24,53,24,26,47,28,59,78,0,0,0,144,224,365,200,274,475,0,0,5,9,21,31,0,0,0,11,25,32,65,81,153,0,0,3,857,986,1848
SAL50933,11,14,26,66,48,110,14,10,20,8,21,30,96,78,171,39,48,84,32,10,45,21,28,42,88,85,177,0,4,7,4,5,7,3,0,9,4,6,11,0,0,0,14,12,26,53,45,99,3,7,11,6,8,10,9,11,23,0,0,0,72,70,142,82,82,167,0,0,4,5,3,13,0,0,0,10,5,17,45,55,99,0,0,0,331,328,657
SAL50934,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,7,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,41,0,0,0,33,15,55
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50936,0,0,0,0,0,0,0,3,6,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15,0,0,0,13,13,21
SAL50937,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10
SAL50938,19,14,38,60,60,121,45,33,78,0,0,5,107,95,200,85,81,161,0,0,0,0,8,8,85,90,169,0,0,0,0,4,7,10,8,18,4,10,14,0,0,0,16,22,44,0,4,8,4,4,8,0,9,7,7,9,17,0,0,0,12,26,42,33,45,79,0,0,0,0,0,4,0,0,0,0,0,8,170,141,307,0,3,3,416,392,807
SAL50939,34,36,67,181,181,356,35,24,60,31,39,67,250,237,485,144,100,244,29,25,54,36,35,71,214,156,369,10,10,24,0,18,25,14,13,25,15,32,50,0,0,0,51,79,121,22,32,50,10,16,28,0,8,12,13,22,40,0,0,0,46,77,127,98,154,255,13,17,37,11,23,36,0,0,0,30,40,66,153,173,329,3,5,8,779,806,1580
SAL50940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,11,189,0,0,0,183,11,192
SAL50941,4,0,3,11,17,29,4,4,6,3,6,4,18,20,33,7,3,9,0,5,9,7,5,7,12,10,17,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,8,0,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,10,9,0,0,0,0,0,4,0,0,0,0,0,4,25,24,51,0,0,0,59,73,126
SAL50942,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,10
SAL50943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7
SAL50944,24,13,39,48,50,96,41,40,82,12,12,26,106,103,205,47,37,83,38,37,79,16,13,28,105,88,192,0,6,16,12,7,19,13,8,18,13,15,36,0,0,0,40,40,86,12,12,28,7,8,15,3,3,14,4,10,14,0,0,0,27,39,67,66,82,148,10,3,14,8,19,29,0,0,0,15,21,39,162,130,286,4,0,6,477,435,912
SAL50945,4,4,3,3,5,3,0,5,7,0,0,0,3,6,14,5,6,5,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,3,8,14,3,0,3,24,24,49
SAL50946,5,8,8,14,17,31,3,5,10,3,7,17,23,25,47,16,13,29,0,0,0,11,11,21,23,22,48,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,6,9,15,0,5,5,0,0,4,4,0,4,4,7,8,0,0,0,5,14,23,11,22,33,0,0,0,0,0,0,0,0,0,0,0,0,20,18,38,16,0,16,98,103,198
SAL50947,45,32,78,100,105,207,45,39,81,7,19,27,153,173,323,85,59,141,26,27,53,12,11,24,126,91,219,18,23,43,20,36,53,15,18,32,15,45,61,0,0,0,66,120,187,17,51,68,28,34,66,5,15,19,20,33,49,0,0,0,68,128,196,134,248,385,8,9,18,10,35,39,0,0,5,20,44,68,572,533,1103,3,10,15,1050,1136,2182
SAL50948,23,19,40,73,59,132,16,22,38,3,4,9,93,80,170,62,41,105,9,15,25,7,4,10,79,57,139,8,8,8,3,13,18,11,0,12,3,18,25,0,0,0,22,41,65,10,21,31,10,8,13,0,11,14,3,13,20,0,0,0,25,47,71,49,84,137,4,3,10,0,8,12,0,0,0,10,6,22,71,91,163,3,4,12,328,347,673
SAL50949,0,0,0,6,0,5,0,0,0,4,0,5,8,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,24,0,0,0,25,9,35
SAL50950,26,25,50,101,89,188,22,17,39,0,0,0,119,108,224,47,33,79,13,28,41,0,0,0,57,61,121,3,5,6,0,6,3,8,5,14,10,25,33,0,0,0,24,28,55,0,0,0,0,3,5,0,0,0,5,12,14,0,0,0,8,17,22,28,49,81,0,3,3,3,8,14,0,0,0,5,12,19,132,128,258,0,6,6,379,378,756
SAL50951,37,41,77,111,106,213,32,29,63,9,30,39,152,159,315,62,77,134,11,22,39,15,16,33,97,115,209,4,9,8,0,10,12,7,5,11,12,16,36,0,0,0,22,37,55,4,5,11,0,13,18,0,6,7,11,14,28,0,0,0,18,42,62,39,84,121,3,4,11,8,17,17,0,0,0,14,20,31,10,17,30,0,0,3,357,435,789
SAL50952,0,0,0,10,7,15,5,6,10,3,10,10,20,19,36,7,5,11,0,0,0,5,0,5,15,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,7,9,19,0,0,0,50,40,92
SAL50953,7,0,3,14,13,20,0,4,8,4,4,11,15,21,40,4,3,4,11,4,9,7,6,13,16,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,6,6,0,0,0,5,12,23,9,14,23,0,0,0,0,5,0,0,0,0,0,4,5,8,10,17,4,0,4,55,58,116
SAL50954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,4,6,12
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,9,10,0,0,0,0,0,0,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,18,15,29
SAL50956,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
SAL50957,3,0,4,32,19,55,0,0,5,12,9,21,46,32,76,25,25,49,0,3,3,10,7,19,37,33,72,0,4,6,0,0,0,3,0,3,3,10,13,0,0,0,11,11,16,3,3,5,0,0,0,0,0,0,6,8,8,0,0,0,4,13,17,12,19,33,5,6,9,5,5,4,0,0,0,7,4,12,19,20,44,0,0,0,123,121,246
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50959,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,7
SAL50960,51,43,93,203,188,395,30,23,56,67,85,153,301,306,607,107,102,208,55,62,118,191,164,350,353,329,682,29,21,47,3,8,10,37,22,59,7,35,47,0,0,0,71,97,160,99,134,235,13,19,30,24,31,48,16,55,71,0,0,0,153,239,391,220,331,556,7,9,20,13,27,38,0,0,0,20,40,58,85,87,171,10,3,17,1046,1133,2181
SAL50961,0,0,0,3,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,8,3,11
SAL50962,0,0,0,6,3,5,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAL50963,0,0,3,10,10,18,0,0,0,0,0,0,10,10,18,5,0,6,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,49,42,93,0,0,0,65,57,124
SAL50964,0,0,0,0,3,7,0,0,0,0,0,0,4,3,5,4,7,4,0,0,0,0,0,0,4,7,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,15,27
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,4,5,5
