SAL_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
SAL50065,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,4,0,0,0,0,25
SAL50066,4,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,28,4,4,0,0,0,4,0,0,0,42
SAL50067,6,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,50,40,21,0,0,6,5,0,3,3,127
SAL50068,45,5,7,6,0,5,0,7,184,0,0,0,0,0,0,0,0,0,0,0,250,69,54,11,8,4,3,5,0,9,413
SAL50069,516,60,73,64,62,41,9,26,1965,5,0,0,0,0,0,0,0,0,3,11,1335,1504,1048,103,98,93,79,61,13,74,4400
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,11
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12
SAL50075,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,100,30,23,0,4,0,4,0,0,4,164
SAL50076,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,3,5,0,0,0,0,0,0,0,38
SAL50077,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,66,7,10,0,0,0,0,0,0,5,85
SAL50078,178,25,40,44,44,19,3,24,925,0,0,0,0,0,0,0,0,0,0,4,1768,438,334,44,61,54,58,24,9,45,2838
SAL50079,183,32,26,20,39,29,3,0,927,0,0,0,0,0,0,0,0,0,4,4,908,269,251,45,34,26,46,32,9,9,1629
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,109,23,23,13,26,9,9,8,369,0,0,0,0,0,0,0,0,0,0,3,339,212,200,30,34,22,32,8,11,18,912
SAL50082,18,0,5,6,4,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,386,84,64,0,12,10,12,0,0,16,586
SAL50083,372,67,64,93,107,41,3,26,1879,0,0,0,0,0,0,0,0,0,5,8,2668,711,687,101,92,115,151,48,9,99,4688
SAL50084,28,0,3,3,6,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,111,28,36,5,5,3,6,4,0,4,202
SAL50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10
SAL50086,46,7,21,16,17,3,7,14,567,0,0,3,0,0,0,0,0,0,0,4,971,185,157,22,25,29,23,14,8,33,1475
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50090,832,190,139,247,277,55,13,49,3330,0,0,0,0,0,0,0,0,0,3,5,1320,1053,982,215,141,270,306,58,13,88,4439
SAL50091,156,46,21,18,17,14,0,6,940,0,0,0,0,0,0,0,0,0,3,3,1140,258,271,61,27,31,28,21,3,20,1860
SAL50092,10,0,0,0,0,4,0,0,127,0,0,0,0,0,0,0,0,0,0,0,618,156,32,5,4,6,3,3,0,13,838
SAL50093,314,63,47,68,53,35,6,43,2020,0,0,0,0,0,0,0,0,0,4,6,1890,611,430,72,63,81,62,38,12,84,3341
SAL50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,20
SAL50095,11,0,0,12,0,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,19,14,17,0,0,10,0,4,3,0,73
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6
SAL50098,408,57,49,33,43,16,4,18,1427,0,0,0,0,0,0,0,0,0,0,0,1198,605,688,79,84,57,70,33,8,50,2865
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9
SAL50101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,18
SAL50102,66,10,6,8,8,3,0,9,313,0,0,0,0,0,0,0,0,0,0,6,745,216,243,22,7,12,15,16,0,21,1296
SAL50103,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,55,11,7,0,0,0,0,0,0,0,80
SAL50104,23,3,7,6,3,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,208,45,45,9,10,6,4,0,0,3,339
SAL50105,404,107,78,92,150,43,3,28,1708,0,0,0,0,0,0,0,0,0,3,9,1048,547,558,131,95,124,167,56,10,62,2800
SAL50106,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,23
SAL50107,9,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,7,0,0,0,0,21
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,21
SAL50110,365,75,29,49,39,24,22,43,2089,0,0,0,0,0,0,0,0,0,3,3,1327,698,431,81,37,60,44,37,22,59,2803
SAL50111,687,217,275,440,539,251,28,99,3518,0,0,3,0,0,0,0,0,0,64,71,1229,540,835,259,309,487,612,275,23,242,4811
SAL50112,36,11,3,10,3,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,112,36,49,20,9,11,7,8,3,3,245
SAL50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,343,55,65,52,77,27,0,13,1323,0,0,0,0,0,0,0,0,0,4,4,618,684,477,84,74,65,93,38,4,42,2173
SAL50116,7,3,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,3,138,24,9,6,0,0,0,0,0,6,189
SAL50117,117,9,14,15,15,6,0,5,616,0,0,0,0,0,0,0,0,0,3,3,1086,296,210,25,24,21,22,10,3,33,1741
SAL50118,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,128,15,9,4,7,0,0,4,0,3,176
SAL50119,60,8,17,5,13,7,0,9,380,0,0,0,0,0,0,0,0,0,5,5,1073,187,177,14,39,30,35,19,10,36,1614
SAL50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
SAL50121,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,3,35
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50123,28,5,7,6,11,8,0,6,108,0,0,0,0,0,0,0,0,0,0,0,99,66,43,4,9,5,21,8,0,6,270
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SAL50126,12,0,4,0,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,3,170,25,21,0,4,7,7,0,0,14,238
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50129,6,0,0,3,3,7,5,5,49,0,0,0,0,0,0,0,0,0,0,6,141,37,23,4,8,3,3,8,8,14,243
SAL50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,19
SAL50132,31,3,3,8,0,6,0,0,106,0,0,0,0,0,0,0,0,0,0,0,158,29,41,3,7,8,7,10,0,9,270
SAL50133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16
SAL50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,9
SAL50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL50136,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9
SAL50137,21,3,0,0,0,0,0,6,69,0,0,0,0,0,0,0,0,0,0,0,144,70,46,4,0,0,7,0,3,12,281
SAL50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50140,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13
SAL50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50142,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,4,33
SAL50143,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,6,0,23
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50145,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,17
SAL50146,5,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,6,0,0,0,13
SAL50147,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,9,3,3,0,0,0,0,0,0,22
SAL50148,144,38,41,32,58,8,8,13,1001,0,0,0,0,0,0,0,0,0,0,4,1282,363,274,68,60,50,67,27,15,33,2219
SAL50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,25
SAL50152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50157,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,27
SAL50158,0,0,0,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,6
SAL50159,67,18,16,21,27,10,8,3,315,0,0,0,0,0,0,0,0,0,0,0,351,217,163,28,19,38,36,14,10,25,899
SAL50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9
SAL50161,0,0,3,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,195,32,18,0,3,0,4,0,0,4,252
SAL50162,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,39,15,11,0,0,0,0,0,0,0,61
SAL50163,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,14
SAL50164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3
SAL50165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12
SAL50166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50167,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
SAL50168,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,106,23,20,0,0,0,0,0,0,3,149
SAL50169,7,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,135,26,12,3,6,0,3,0,0,5,186
SAL50170,3,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,4,0,0,13
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50172,4,4,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,94,7,5,3,0,0,0,5,0,13,137
SAL50173,845,126,76,97,127,46,25,26,2736,0,0,0,0,0,0,0,0,0,3,9,663,1336,1156,153,100,121,141,54,22,53,3800
SAL50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,17
SAL50175,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,14
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50177,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,40,13,11,0,0,0,3,0,0,0,62
SAL50178,115,22,19,5,13,11,0,0,391,0,0,0,0,0,0,0,0,0,0,0,390,106,146,21,17,7,16,18,0,9,738
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,16,0,0,0,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,590,65,29,3,0,7,8,0,0,33,730
SAL50181,6,0,0,0,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,181,41,46,6,0,5,7,0,0,0,278
SAL50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50183,35,9,7,3,6,3,0,0,177,0,0,0,0,0,0,0,0,0,4,4,646,129,94,14,13,8,12,3,0,44,970
SAL50184,17,4,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,47,35,41,4,0,3,0,0,0,0,144
SAL50185,13,4,0,0,7,0,0,0,71,0,0,0,0,0,0,0,0,0,0,4,120,26,27,6,4,5,7,0,0,3,190
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAL50187,88,7,5,12,12,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,352,203,116,13,11,19,16,0,0,17,746
SAL50188,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,34
SAL50189,4,5,4,0,7,0,0,5,30,0,0,0,0,0,0,0,0,0,0,3,50,10,9,5,4,0,7,0,0,12,90
SAL50190,59,19,18,17,74,22,16,7,340,0,0,0,0,0,0,0,0,0,4,5,385,125,105,20,22,21,83,31,16,26,841
