SAL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50299,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,13,0,0,7,6,11,43,53,27,0,144
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,0,8,18,22,25,25,45,58,42,241,0,5,20,14,12,20,14,3,0,87,31,59,126,79,65,58,51,35,13,520,255,683,1707,1279,986,823,594,349,187,6858
SAL50302,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,3,6,0,27
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,0,0,0,0,0,4,4,3,0,24,0,0,0,0,0,0,3,0,0,9,6,9,20,22,5,11,10,0,0,74,38,215,451,205,156,115,81,29,6,1294
SAL50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,21,0,6,13,6,6,6,0,0,0,33
SAL50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,14,7,3,3,37
SAL50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,9,13,18,4,0,73
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,3,0,5,0,0,6
SAL50309,0,0,4,3,0,5,9,10,7,32,0,0,0,5,12,6,0,0,0,23,3,17,43,27,27,7,22,15,12,175,42,127,326,337,287,194,169,80,38,1611
SAL50310,3,4,3,8,10,27,84,85,39,267,0,0,0,4,0,8,10,3,0,25,48,19,73,92,76,66,82,74,59,591,214,359,811,843,916,1025,972,504,167,5811
SAL50311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,14,6,9,0,0,44
SAL50312,0,0,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,13,21,35,87,89,85,79,52,42,18,501
SAL50313,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,7,3,0,0,19,5,12,21,21,28,35,39,13,0,170
SAL50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,4,11,0,0,25
SAL50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,3,0,12
SAL50316,4,0,9,5,15,22,28,53,55,185,0,0,7,9,4,4,3,4,3,36,15,32,103,81,67,69,98,163,247,875,314,1233,2681,2067,1511,1496,1496,897,629,12328
SAL50317,0,0,0,0,0,6,4,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,3,8,3,6,0,0,27,5,11,19,38,28,34,35,12,0,178
SAL50318,0,0,0,0,0,0,13,12,0,30,0,0,0,0,0,0,0,0,0,10,0,4,13,13,28,27,5,7,10,105,97,219,248,409,552,675,431,178,53,2859
SAL50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,6,0,15
SAL50320,0,0,0,12,6,32,49,55,24,180,0,0,0,0,3,0,0,0,0,13,9,16,33,21,41,34,53,44,33,283,111,214,391,407,452,536,640,428,162,3330
SAL50321,0,0,0,0,4,9,50,72,31,170,3,0,0,0,0,3,10,9,3,35,9,10,20,17,23,27,53,42,16,213,144,283,474,603,733,782,699,369,104,4188
SAL50322,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,3,6,5,8,3,5,0,31,22,21,51,63,98,106,66,28,12,470
SAL50323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,22,20,17,0,0,0,76,0,15,36,54,48,34,0,0,0,192
SAL50324,0,0,5,5,11,8,49,62,14,163,0,0,4,3,0,5,7,0,0,22,12,17,67,52,38,17,47,38,12,301,110,391,1075,846,680,528,465,367,94,4555
SAL50325,0,0,0,0,0,0,3,3,3,21,0,0,0,4,0,0,0,0,0,6,0,0,12,10,8,3,0,0,5,40,41,109,149,239,297,215,146,60,30,1293
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,3,0,13
SAL50327,0,0,0,0,3,3,15,4,3,40,0,0,0,0,0,0,0,3,0,3,8,10,41,51,38,34,24,3,0,208,23,37,126,133,151,173,135,28,4,817
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,13
SAL50329,0,0,6,8,10,34,55,51,26,194,0,0,0,5,3,3,5,4,4,27,29,21,82,61,57,45,64,72,55,488,218,376,836,699,812,928,782,437,165,5251
SAL50330,0,0,0,0,0,0,3,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,4,0,0,20,12,26,35,54,56,52,49,21,7,305
SAL50331,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,0,10,0,11,17,18,25,11,4,0,0,92
SAL50332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,9,5,11,12,5,3,46
SAL50333,0,0,0,0,0,0,5,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,9,17,19,31,23,5,0,106
SAL50334,0,0,0,0,5,0,7,7,0,25,0,0,0,0,0,0,0,0,0,3,5,0,5,4,28,27,16,13,0,105,25,7,27,48,113,142,128,50,6,555
SAL50335,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,8,0,0,27,3,12,21,21,20,42,33,14,0,166
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,12,3,16,7,0,0,4,57
SAL50338,0,0,4,0,0,0,7,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,6,16,9,0,48,9,55,156,145,77,184,229,71,5,931
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11
SAL50340,0,0,0,0,0,0,9,9,12,26,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,7,8,4,8,44,19,32,78,66,76,86,115,60,35,571
SAL50341,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,5,29,74,69,62,45,14,3,0,290
SAL50342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,18,4,5,11,3,0,15,7,0,0,41
SAL50343,0,0,0,0,0,0,0,17,12,33,0,0,0,0,0,0,0,0,0,4,12,14,20,36,26,32,32,45,49,259,200,437,817,794,1055,1000,851,521,202,5871
SAL50344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,6,3,0,11,6,13,6,4,0,0,41
SAL50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,3,0,0,0,13
SAL50346,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,8,9,10,10,0,0,46
SAL50347,0,0,0,0,0,0,0,4,7,13,0,0,0,0,0,0,0,0,0,0,7,3,23,52,38,17,16,15,0,172,40,50,212,473,351,271,166,68,23,1647
SAL50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,14
SAL50349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,8,6,6,0,0,3,36
SAL50350,0,0,10,4,11,16,25,24,4,89,0,0,0,0,9,0,0,4,0,17,9,7,40,21,23,15,10,19,16,160,123,338,1212,998,722,600,527,263,62,4839
SAL50351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,4,7,3,4,0,31
SAL50352,0,0,0,0,0,3,5,3,0,20,0,0,0,0,0,0,0,0,0,0,5,3,5,11,3,14,9,5,5,46,11,14,35,57,61,78,57,38,4,352
SAL50353,0,0,0,0,0,4,5,0,4,14,0,0,0,0,0,0,0,0,0,7,40,58,31,25,6,4,15,8,4,198,778,1119,731,355,146,150,247,182,56,3749
SAL50354,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,10,0,0,23,4,10,24,27,35,38,43,17,3,198
SAL50355,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,3,0,8,13,17,31,17,10,0,120
SAL50356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,5,5,4,16,22,18,3,0,75
SAL50357,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,6,3,33,4,15,45,38,57,92,81,27,7,360
SAL50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,0,0,0,14
SAL50359,0,0,0,0,0,0,7,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,9,17,0,0,41,7,14,24,17,38,70,80,26,0,276
SAL50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,6,0,0,25
SAL50361,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,23,18,6,9,0,0,0,65
SAL50362,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,5,0,16
SAL50363,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,21,82,63,37,22,8,0,0,249,3,50,182,140,98,50,9,0,0,536
SAL50364,0,0,5,0,0,0,8,6,12,29,0,0,0,0,0,0,0,0,0,0,11,0,7,11,5,5,5,6,0,50,47,35,102,85,87,87,74,43,23,589
SAL50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,0,5,6,12,11,10,3,0,49
SAL50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,11
SAL50367,0,0,0,8,4,6,19,18,5,67,0,0,4,0,3,0,3,0,0,15,11,13,22,10,17,17,21,21,6,138,207,499,769,779,1064,980,530,264,63,5164
SAL50368,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,12,9,6,20,13,22,29,20,7,0,119
SAL50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,0,21
SAL50370,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,11,12,9,9,4,0,0,49,4,21,36,37,35,33,10,0,0,170
SAL50371,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,0,0,4,0,36,42,105,171,221,220,170,137,87,17,1162
SAL50372,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,11,11,0,0,34,6,9,14,9,42,52,37,15,3,177
SAL50373,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,4,0,4,14,13,0,5,42
SAL50374,0,0,0,0,0,0,0,6,4,14,0,0,0,0,0,0,0,0,0,4,7,3,3,12,16,11,12,10,5,79,135,269,248,452,637,554,526,306,86,3227
SAL50375,0,0,0,0,0,8,3,6,3,23,0,0,0,0,0,0,0,0,0,0,0,6,16,27,19,16,13,15,5,113,10,45,119,130,86,111,73,52,25,654
SAL50376,0,3,3,10,13,15,29,34,7,116,0,0,0,3,0,0,0,9,0,16,34,18,45,51,34,32,26,21,0,261,330,531,1164,1404,1359,891,563,275,42,6557
SAL50377,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,14,4,13,16,13,27,26,12,0,3,119
SAL50378,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,17,23,25,20,13,9,0,120,22,44,148,241,226,174,78,30,0,956
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50380,4,3,3,5,3,6,13,11,7,53,0,0,0,0,0,0,0,0,0,8,4,6,42,30,26,26,10,9,3,146,63,92,260,258,198,245,198,39,11,1367
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,15
SAL50382,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,6,0,0,0,17,5,18,35,30,40,53,34,26,0,251
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,4,0,0,0,13,0,0,7,6,14,5,5,4,4,34
SAL50384,0,0,4,8,27,23,39,30,9,143,0,0,0,12,20,41,13,6,4,100,18,7,17,26,19,15,16,9,6,145,291,513,698,1140,1224,672,382,212,52,5177
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,8
SAL50386,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,14,16,29,64,61,77,66,56,43,10,418
SAL50387,0,0,0,0,0,0,6,4,0,9,0,0,0,0,0,0,0,0,0,3,0,3,5,3,10,8,4,3,0,37,30,31,54,58,123,128,71,26,10,530
SAL50388,0,0,0,0,0,0,0,3,7,15,0,0,0,0,0,0,0,0,0,4,0,0,8,11,4,9,0,0,3,35,10,10,28,45,47,68,42,26,12,284
SAL50389,0,0,0,0,4,5,6,11,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,3,0,4,0,25,46,97,169,191,218,230,152,58,13,1169
SAL50390,0,0,0,0,0,0,8,8,6,26,0,0,0,0,0,0,0,0,0,3,6,4,7,4,14,18,16,7,0,86,89,142,229,474,549,504,423,237,51,2695
SAL50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,5,9,12,0,0,32
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,11
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,10,3,0,0,0,27
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,16
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,11
SAL50396,5,0,9,5,8,3,36,41,15,124,0,0,0,0,0,0,0,0,0,5,17,6,24,27,29,21,27,27,4,196,163,259,625,795,819,794,971,463,56,4941
SAL50397,0,0,9,18,11,10,12,6,5,64,0,3,8,14,12,4,4,0,0,50,0,14,35,25,10,9,3,0,0,102,104,330,1322,1120,478,241,136,27,10,3768
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,4,3,6,9,0,0,43
SAL50399,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,0,3,0,0,29,15,15,21,40,46,64,26,9,0,233
SAL50400,0,0,0,0,0,0,6,0,4,13,0,0,0,0,0,0,0,0,0,0,4,0,0,10,6,6,6,3,0,28,29,44,99,116,149,117,58,12,6,635
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,15,6,21,4,0,48
SAL50402,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,16,11,15,8,0,0,65
SAL50403,0,0,0,0,0,8,24,26,0,71,0,0,0,0,0,0,0,0,0,3,6,17,39,52,51,101,105,48,6,422,18,80,276,233,242,499,583,199,18,2146
SAL50404,0,0,0,0,4,3,13,21,6,51,0,0,0,0,0,0,0,0,0,4,21,10,29,35,52,41,39,24,11,253,63,62,202,315,338,375,406,263,114,2131
SAL50405,9,4,9,8,18,17,22,25,4,112,0,0,6,0,10,0,3,8,6,29,49,66,164,120,120,115,78,27,4,745,108,235,628,469,499,576,482,127,26,3147
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8
SAL50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,12,0,0,5,6,13,12,16,6,0,72
SAL50408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,10,4,0,0,24
SAL50409,0,6,24,34,42,104,179,296,198,885,0,0,15,22,37,46,40,50,46,249,36,51,94,99,97,94,116,120,63,785,564,1459,2916,3046,3245,2997,2467,1826,788,19307
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3
SAL50411,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,3,0,17,4,7,9,25,32,33,23,6,0,143
SAL50412,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,15,3,6,14,24,26,26,19,4,0,120
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,5,4,9,0,0,33
SAL50414,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,17,8,6,10,0,0,0,66
SAL50415,0,0,3,8,7,4,4,7,0,30,3,0,0,0,0,0,0,0,0,11,26,18,69,86,69,47,19,9,0,349,78,139,546,621,474,348,169,48,7,2431
SAL50416,0,0,5,0,0,10,19,20,8,55,0,0,0,0,0,0,0,3,0,0,3,3,21,19,15,41,40,15,0,164,33,47,123,169,169,274,265,133,20,1222
SAL50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,11,5,15,0,0,0,40
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7
SAL50419,3,0,0,5,6,4,19,40,21,103,0,0,4,0,0,6,0,0,4,14,14,0,17,18,11,13,35,33,10,148,83,118,274,344,340,397,382,250,99,2273
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,11,0,0,10,5,3,13,11,0,0,36
SAL50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,0,0,19,0,13,7,5,15,18,13,5,0,73
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,0,0,0,5,11,6,21,38,27,110,0,0,0,0,3,10,8,8,0,38,21,18,67,48,43,28,21,30,13,279,221,504,1433,1417,1231,990,634,328,148,6908
SAL50424,0,0,0,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,8,4,0,30,3,31,27,53,61,46,82,34,10,343
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,7,3,7,7,0,0,37
SAL50426,0,0,0,0,0,5,4,5,4,20,0,0,0,0,0,0,0,0,0,3,9,0,13,12,8,8,4,0,0,45,48,61,234,190,210,144,121,40,7,1056
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5
SAL50428,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,6,16,30,25,34,32,0,0,147
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,4,0,0,0,29
SAL50430,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,9,16,5,5,0,0,39
SAL50431,0,3,4,11,11,18,47,94,48,252,0,0,0,0,4,0,6,0,0,20,24,16,26,34,31,43,63,74,78,383,166,319,562,585,777,962,1078,762,328,5545
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,6,0,17
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,0,0,25,0,0,3,4,15,11,8,3,0,45
SAL50434,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,0,16
SAL50435,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,0,5,0,34,11,8,23,23,35,55,36,20,4,214
SAL50436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,4,12,11,19,35,18,4,3,131
SAL50437,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,5,0,4,5,13,9,13,5,0,50,5,10,30,24,44,49,43,26,6,238
SAL50438,4,0,0,3,0,11,26,58,67,166,0,0,3,5,3,4,4,4,3,24,8,4,29,41,38,27,53,75,25,287,357,648,1152,2215,2244,1699,1849,982,318,11454
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,7
SAL50441,0,4,5,0,4,0,8,13,13,50,0,0,0,0,0,0,0,0,0,4,15,9,57,64,37,41,33,35,4,293,118,144,629,962,823,630,738,371,93,4507
SAL50442,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,0,0,5,0,0,8,0,0,12,16,0,0,34,5,27,103,118,74,122,74,3,0,528
SAL50443,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,7,5,3,13,5,12,6,0,49
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,5,0,5,3,5,0,24
SAL50446,0,0,0,0,0,6,3,8,10,21,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,9,7,6,0,37,13,15,48,54,75,80,79,36,16,412
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,9,9,16,31,12,3,95
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,7,11,6,3,6,0,32
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,18
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,10,7,17,11,7,8,0,71
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,13,5,3,9,4,0,33
