SAL_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
SAL50475,34,1430,725,0,2124,0.9,1625,2.9
SAL50476,29,1950,974,350,2151,0.8,2022,2.9
SAL50477,66,1517,666,280,1624,1.4,1242,2
SAL50478,51,2080,1375,150,3250,0.6,3249,2.5
SAL50479,39,0,575,0,1749,0.7,1375,2.5
SAL50480,44,2167,687,300,1812,0.7,1375,2.6
SAL50481,51,1506,629,250,1470,0.8,1433,2.5
SAL50482,32,1826,817,350,2065,0.8,1842,2.9
SAL50483,66,1701,674,0,1874,0.6,1125,2.2
SAL50484,37,1842,804,340,2209,0.8,1801,2.5
SAL50485,51,0,1674,0,0,0,0,0
SAL50486,65,1625,659,320,1937,0.6,1163,1.6
SAL50487,53,867,745,150,880,0.6,1187,2.1
SAL50488,68,0,0,0,0,0,0,0
SAL50489,54,0,962,0,1999,0.6,1999,2
SAL50490,37,0,949,0,4750,0.5,1375,1.7
SAL50491,61,1701,543,330,1250,0.6,958,2
SAL50492,50,1500,792,240,1956,0.7,1140,1.9
SAL50493,0,0,0,0,0,0,0,0
SAL50494,56,0,1075,160,3250,0.6,1825,1.7
SAL50495,29,0,1125,0,0,0.3,1125,1
SAL50496,57,3000,833,0,1649,0.9,1875,2.9
SAL50497,45,2000,917,380,2252,0.9,1788,2.5
SAL50498,60,1000,725,200,2166,1.2,1358,2.4
SAL50499,52,3359,1089,250,2999,1,3750,3
SAL50500,50,1625,624,300,1562,0.7,1201,2.2
SAL50501,54,1855,1036,300,2405,0.7,2194,2.4
SAL50502,41,1700,733,314,2003,0.7,1523,2.4
SAL50503,58,0,575,90,0,1,649,1
SAL50504,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0
SAL50506,57,0,225,0,0,1,225,1
SAL50507,70,0,1125,310,450,1.3,1899,1.5
SAL50508,38,1625,656,102,1051,1,1443,2.6
SAL50509,24,0,0,0,0,0,0,0
SAL50510,41,3250,1212,600,4270,0.8,3548,3
SAL50511,62,0,900,0,0,0,900,0
SAL50512,49,1814,705,250,1416,0.8,1226,2.1
SAL50513,41,1500,725,190,1875,0.8,1375,2.3
SAL50514,65,0,949,0,0,0,0,0
SAL50515,50,2300,575,883,1187,0.9,1125,3
SAL50516,38,0,2430,0,0,0,8000,0
SAL50517,41,1733,763,350,2067,0.7,1861,2.7
SAL50518,38,1733,789,350,1982,0.7,1608,2.5
SAL50519,44,700,2289,50,1024,0.9,959,1.8
SAL50520,46,1285,1012,143,2147,0.7,1542,2.2
SAL50521,45,0,2269,0,4250,0.8,2125,2
SAL50522,42,2167,1021,380,2713,0.8,1799,2
SAL50523,57,1517,500,250,1138,0.8,841,2
SAL50524,55,0,1125,0,1687,0.6,1687,2.3
SAL50525,50,1733,504,250,1552,0.7,1287,2.6
SAL50526,55,750,749,400,1458,0.7,1208,2.3
SAL50527,37,471,1224,109,2333,0.7,1916,2.6
SAL50528,45,0,2789,300,1375,1.3,2124,4
SAL50529,26,0,1650,0,0,0,0,0
SAL50530,56,1625,811,75,1437,0.8,1562,2.3
SAL50531,32,0,450,69,1125,1.1,1375,3.5
SAL50532,47,0,900,0,1125,0.7,1374,1.7
SAL50533,44,2000,863,380,2488,0.7,2311,2.9
SAL50534,49,1733,667,360,1648,0.6,1329,2.3
SAL50535,43,2054,860,264,2333,0.7,1687,2.4
SAL50536,48,1400,657,225,1718,0.7,1158,2
SAL50537,44,2166,1542,0,2149,0.7,2250,2.5
SAL50538,42,208,900,43,649,1,1625,2.8
SAL50539,33,1149,551,270,1770,0.8,1521,2.7
SAL50540,32,0,252,50,661,1.6,1513,5
SAL50541,47,0,1625,0,0,0,1625,0
SAL50542,47,2297,899,350,2551,0.8,2421,2.9
SAL50543,42,1060,900,250,2250,0.7,1792,2.7
SAL50544,55,0,437,0,949,0.8,949,2.6
SAL50545,47,3878,1416,192,3749,0.8,3250,2.5
SAL50546,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0
SAL50548,40,1699,752,300,1840,0.7,1610,2.6
SAL50549,50,434,1375,75,1437,0.6,1437,2.1
SAL50550,35,1400,574,291,1422,0.8,1235,2.6
SAL50551,40,1580,695,310,1781,0.8,1455,2.7
SAL50552,45,1950,865,380,2459,0.7,2094,2.6
SAL50553,34,1517,778,330,1810,0.7,1616,2.7
SAL50554,57,1950,900,0,2249,0.7,1875,2.6
SAL50555,28,1000,1031,0,2124,0.7,2124,3.1
SAL50556,34,1300,841,280,2004,1,1548,2.1
SAL50557,35,1700,922,320,2197,0.7,1966,2.7
SAL50558,41,2080,875,225,2125,0.7,1916,2.7
SAL50559,41,2000,628,209,1916,0.8,1312,2.4
SAL50560,35,1750,1062,88,2624,0.8,2250,2.8
SAL50561,55,2400,679,300,1888,0.7,1419,2.6
SAL50562,43,1733,1105,420,2446,0.9,2190,2.7
SAL50563,68,433,527,120,574,1.1,959,1.5
SAL50564,38,680,716,200,2012,0.7,1468,2.6
SAL50565,34,0,1166,0,2999,0.7,1437,2.4
SAL50566,30,1777,868,350,2148,0.8,1885,2.8
SAL50567,64,2000,745,370,1531,0.6,1262,2
SAL50568,51,0,725,700,949,0.6,1124,2.1
SAL50569,55,934,645,180,1593,0.7,923,2
SAL50570,46,0,575,100,1125,0.7,1062,2.8
SAL50571,49,2253,906,400,2616,0.7,2151,2.6
SAL50572,41,552,725,100,1875,0.8,1375,3
SAL50573,0,0,0,0,0,0,0,0
SAL50574,37,1500,626,290,1550,0.8,1249,2.5
SAL50575,43,1867,883,295,2321,0.9,1656,2.6
SAL50576,38,1436,687,0,1875,1.2,1374,2.4
SAL50577,42,1000,1036,140,2062,0.7,1645,2.4
SAL50578,50,986,558,225,1375,0.7,1125,2.2
SAL50579,66,1339,516,250,993,0.6,895,1.8
SAL50580,36,1354,900,125,1666,0.7,1625,2.6
SAL50581,43,2925,767,280,2312,0.8,2812,3.2
SAL50582,49,959,530,200,1428,0.7,981,2
SAL50583,47,1376,530,295,1341,0.7,1001,2.3
SAL50584,32,2000,819,280,2166,0.8,1958,2.8
SAL50585,46,1800,785,345,2063,0.7,1656,2.5
SAL50586,45,1700,790,350,2031,0.9,1892,2.7
SAL50587,39,1970,865,390,2351,0.7,1947,2.6
SAL50588,36,1260,949,0,3499,0.8,3125,3
SAL50589,64,500,612,238,850,1,1166,2
SAL50590,53,0,474,240,3250,1.2,450,1.8
SAL50591,27,1300,242,65,519,1.3,474,3.3
SAL50592,64,0,0,0,0,1,0,1
SAL50593,53,1200,544,265,1303,0.6,1041,2
SAL50594,45,2300,852,350,3005,0.8,2200,2.3
SAL50595,53,0,900,250,1499,0.6,1499,2.3
SAL50596,33,0,1562,200,3125,0.7,2249,2.5
SAL50597,31,1400,1437,0,2250,0.9,2125,3.4
SAL50598,54,1648,664,0,1312,0.8,966,2.2
SAL50599,43,2600,970,580,3176,0.8,2595,2.8
SAL50600,51,1300,710,180,1749,0.7,1416,2.5
SAL50601,44,4498,634,270,2125,0.9,1624,2.6
SAL50602,35,1614,520,125,890,1.1,1280,2.9
SAL50603,44,1733,723,350,2062,0.7,1685,2.5
SAL50604,42,1625,764,245,2136,0.8,1875,2.6
SAL50605,53,1225,767,380,1562,1,1562,2.3
SAL50606,57,607,866,225,1875,1.3,1062,2
SAL50607,39,2000,875,380,2227,0.7,1851,2.6
SAL50608,41,0,2556,0,0,2,2374,2
SAL50609,39,1733,750,320,1864,0.7,1393,2.2
SAL50610,30,2000,1178,410,2628,0.8,2444,2.9
SAL50611,32,1733,1436,300,3224,0.7,2760,2.7
SAL50612,47,2167,924,350,2750,0.7,2374,2.6
SAL50613,33,2000,1049,420,2491,0.8,2410,3.2
SAL50614,41,150,712,0,1312,0.8,1125,2.7
SAL50615,43,1517,733,280,1832,0.8,1422,2.5
SAL50616,44,0,674,100,1625,0.7,900,2.9
SAL50617,0,0,0,0,0,0,0,0
SAL50618,51,1658,774,300,1928,0.7,1660,2.4
SAL50619,28,1950,996,385,2191,0.8,2090,3.1
SAL50620,49,1899,632,300,1770,0.8,1218,2.2
SAL50621,48,1733,624,250,1375,0.8,1041,2.2
SAL50622,35,1734,856,370,2115,0.7,1764,2.5
SAL50623,42,2100,851,400,2449,0.7,2030,2.6
SAL50624,51,2500,664,270,2124,0.7,630,1.7
SAL50625,40,2071,753,370,2280,0.8,2113,3
SAL50626,45,2600,979,320,3250,0.7,2650,2.9
SAL50627,56,0,0,0,0,0,0,0
SAL50628,46,1831,702,335,2023,0.7,1684,2.7
SAL50629,51,2264,654,360,2264,0.8,2092,2.7
SAL50630,42,1101,661,120,1562,1,1424,2.7
SAL50631,41,1650,863,300,2150,0.9,1899,2.9
SAL50632,49,0,2522,380,3750,0.6,3750,2
SAL50633,38,1733,823,380,2112,0.7,1758,2.5
SAL50634,49,1255,716,150,1656,0.8,1312,2.5
SAL50635,34,1752,1173,365,2653,0.9,1852,1.8
SAL50636,29,1800,1022,370,2201,0.8,2069,2.9
SAL50637,52,1171,933,110,2125,0.8,2041,2.7
SAL50638,44,2400,971,490,2877,0.7,2458,2.8
SAL50639,40,1300,587,300,1439,0.7,1303,2.5
SAL50640,44,1700,774,0,1875,0.7,1375,2.4
SAL50641,38,1950,829,300,2283,0.8,1706,2.4
SAL50642,30,1733,939,150,2374,0.7,2124,2.8
SAL50643,61,1690,512,100,1312,0.8,900,2
SAL50644,43,2124,866,325,2625,0.8,2624,2.5
SAL50645,34,1967,940,400,2434,0.7,2231,2.9
SAL50646,54,1647,725,300,2083,0.7,1562,2.3
SAL50647,55,2383,479,600,1125,0.7,1124,2.3
SAL50648,73,0,725,0,0,0.3,725,1
SAL50649,50,0,1075,0,2124,0.5,1375,2
SAL50650,38,0,1562,0,3625,0.7,3249,2.6
SAL50651,56,1834,849,315,2749,0.6,1875,1.6
SAL50652,40,1243,575,350,2124,0.7,1374,2.7
SAL50653,47,2006,729,373,2096,0.9,2067,3
SAL50654,47,1083,774,250,2110,0.7,1619,2.1
SAL50655,57,1357,846,215,2036,0.7,1395,2.2
SAL50656,50,0,874,0,0,0,874,0
SAL50657,51,2167,920,575,2887,0.7,2534,2.7
SAL50658,51,1343,780,56,1812,0.8,1593,2.1
SAL50659,30,0,1041,0,2250,0.8,1874,3
SAL50660,44,1500,1041,150,2250,0.9,2250,3.3
SAL50661,35,1673,757,350,1976,0.8,1786,2.9
SAL50662,46,1035,1054,200,2136,0.7,1367,2.3
SAL50663,48,0,875,0,2374,0.9,2312,3.3
SAL50664,45,2600,965,628,3278,0.7,3126,3
SAL50665,38,0,1713,0,0,0,900,0
SAL50666,65,867,537,40,1125,1.5,850,2.4
SAL50667,52,1300,824,0,1999,0.8,2125,2.8
SAL50668,39,2200,1075,310,3064,0.8,2025,2.3
SAL50669,67,1140,725,0,1875,0.7,1625,1.9
SAL50670,36,1900,1080,400,2465,0.7,1860,2.1
SAL50671,24,0,1124,0,0,0.5,3250,3
SAL50672,48,1516,900,235,2050,0.8,2125,2.6
SAL50673,34,0,361,83,900,1.2,1625,3.8
SAL50674,53,1062,612,230,1562,0.8,1281,2.4
SAL50675,0,0,0,0,0,0,0,0
SAL50676,46,777,700,250,1416,0.8,1312,2.4
SAL50677,48,1500,849,148,1333,0.7,1375,2.3
SAL50678,30,0,1021,0,2250,0.8,1958,3.1
SAL50679,61,2000,478,270,1292,0.8,914,2
SAL50680,35,0,762,0,2250,0.8,1875,2.8
SAL50681,50,1610,729,281,2107,0.7,1666,2.8
SAL50682,44,2167,889,443,2490,0.7,2340,2.9
SAL50683,39,2000,955,440,2514,0.7,2350,2.9
SAL50684,43,2275,811,175,1958,0.7,1531,2.4
SAL50685,31,0,469,35,1124,0.8,866,2.5
SAL50686,41,1965,892,320,2383,0.8,2036,2.6
SAL50687,56,3770,325,0,1125,0.7,450,2
SAL50688,50,1204,900,200,1916,0.8,1625,2.9
SAL50689,45,1517,888,350,3124,0.7,1937,2.5
SAL50690,39,600,604,250,1375,0.8,1275,3
SAL50691,39,0,2087,265,1916,0.8,1875,2.3
SAL50692,38,1002,1036,170,2075,0.8,1579,2.4
SAL50693,47,800,900,175,2624,0.7,2125,2.2
SAL50694,25,0,275,80,638,1.4,919,4.3
SAL50695,41,0,1575,0,3416,0.7,3250,2.6
SAL50696,35,2383,1047,425,2872,0.7,2683,2.9
SAL50697,44,1733,900,200,2312,0.8,2250,3.1
SAL50698,40,1250,1237,165,2750,0.8,2156,2.7
SAL50699,40,542,1015,0,1625,0.8,1562,2.8
SAL50700,51,2178,887,300,2250,0.8,1351,1.8
SAL50701,39,1733,790,360,2144,0.8,1670,2.3
SAL50702,37,1954,1021,330,2437,0.8,1673,2
SAL50703,54,1695,592,275,1489,0.8,1336,2.3
SAL50704,44,0,1562,0,0,1,2042,1
SAL50705,52,1625,634,320,1496,0.7,1221,2.2
SAL50706,43,0,1562,0,2374,0.9,2250,2.7
SAL50707,49,2100,759,360,2199,0.7,1623,2.4
SAL50708,44,715,1052,100,2150,0.7,1625,2.5
SAL50709,58,1530,661,280,1427,0.7,1275,2.1
SAL50710,0,0,0,0,0,0,0,0
SAL50711,39,2000,694,300,2146,0.8,1762,2.6
SAL50712,37,1517,1210,300,2725,0.8,2012,2.3
SAL50713,37,1733,966,175,2833,0.8,2625,2.8
SAL50714,44,2185,849,430,2560,0.7,2099,2.6
SAL50715,40,1424,687,240,2124,0.8,1687,2.7
SAL50716,29,0,330,75,766,1.3,1114,4
SAL50717,37,900,1471,170,2356,0.7,1859,2.2
SAL50718,36,1000,1024,200,2560,0.8,2214,2.4
SAL50719,52,1929,725,340,2071,0.7,1583,2.4
SAL50720,45,412,949,0,0,0.8,1574,2
SAL50721,48,0,350,100,0,0.3,350,1
SAL50722,60,1488,563,220,971,0.6,909,2.1
SAL50723,41,700,875,120,1437,1,1292,2.4
SAL50724,31,1975,569,300,2020,0.8,1702,2.6
SAL50725,42,2011,797,390,2255,0.7,1924,2.6
SAL50726,50,1300,1177,250,2125,0.9,1954,1.7
SAL50727,36,260,850,80,1874,0.7,1550,2.3
SAL50728,32,2167,1636,301,3299,0.8,3050,3.1
SAL50729,54,0,1375,192,2250,0.6,2250,2.3
SAL50730,32,1000,548,220,1426,0.8,1218,2.7
SAL50731,30,1857,874,370,2192,0.8,2117,3
SAL50732,45,1950,838,350,2374,0.8,2316,2.8
SAL50733,37,0,1728,50,0,1,900,2
SAL50734,47,2059,739,197,2457,0.7,1937,2.6
SAL50735,38,0,2522,0,0,1,1687,1
SAL50736,42,1600,828,251,1875,0.8,1593,2.7
SAL50737,45,0,1449,280,2250,1.3,1875,1.5
SAL50738,44,1733,1611,315,2449,1.1,1699,1.6
SAL50739,44,1783,745,300,1781,0.9,1390,2.5
SAL50740,41,2588,961,450,3001,0.8,2454,2.7
SAL50741,0,0,0,0,0,0,0,0
SAL50742,38,1005,702,200,1595,0.8,1317,2.4
SAL50743,49,3000,616,0,1875,0.8,1625,2.7
SAL50744,51,893,466,250,1125,0.8,737,2
SAL50745,30,1781,882,420,2066,0.7,1891,2.7
SAL50746,31,0,1333,62,2749,0.9,2249,3.1
SAL50747,53,745,540,160,1463,0.7,891,2.1
SAL50748,39,1500,672,290,1702,0.7,1352,2.4
SAL50749,52,1192,549,230,1349,0.7,1037,2.2
SAL50750,32,600,1468,0,2250,0.9,2250,3.3
SAL50751,57,3000,725,0,4250,1,1593,3
SAL50752,37,2600,1049,375,3337,0.8,2484,2.6
SAL50753,52,1180,608,200,1624,0.8,1140,2.2
SAL50754,35,1517,676,300,1671,0.8,1431,2.7
SAL50755,0,0,0,0,0,0,0,0
SAL50756,36,1733,791,350,1954,0.8,1597,2.5
SAL50757,51,1834,505,250,1857,0.8,1478,2.4
SAL50758,39,1625,751,333,1897,0.7,1502,2.5
SAL50759,41,2414,2440,800,2250,0.9,2125,1.3
SAL50760,40,2000,1058,159,1399,1.3,1652,2.4
SAL50761,50,1733,684,273,2015,0.8,1768,2.6
SAL50762,61,9999,2167,1000,4874,0.8,4750,2.2
SAL50763,67,1910,602,308,1875,0.9,1197,2.2
SAL50764,44,2000,810,415,2401,0.7,2000,2.6
SAL50765,51,0,900,0,1875,1.1,1875,2.5
SAL50766,38,1907,907,408,2420,0.7,2233,2.9
SAL50767,44,0,599,0,1625,0.9,1625,3
SAL50768,47,1350,696,290,1625,0.8,1062,2.5
SAL50769,25,0,1062,76,1625,0.9,1625,3.4
SAL50770,63,1625,687,0,2250,0.6,1437,2.1
SAL50771,46,1083,815,200,1839,0.7,1265,2.2
SAL50772,57,1343,638,138,2062,0.7,1687,2.1
SAL50773,51,650,759,120,1718,0.7,1125,2.1
SAL50774,46,0,1300,160,2416,0.7,1875,2.4
SAL50775,45,775,849,150,1958,0.8,1833,3
SAL50776,44,0,1387,0,2750,0.7,2562,2.6
SAL50777,40,0,2100,0,1312,1.7,1125,2.1
SAL50778,33,0,725,0,2250,0.9,2374,3.5
SAL50779,45,0,2356,0,0,0,2457,0
SAL50780,49,0,1104,100,2312,0.8,2250,2.9
SAL50781,35,1387,479,285,1292,0.9,1181,2.8
SAL50782,36,1300,654,285,1571,0.8,1242,2.3
SAL50783,54,542,667,130,1083,0.6,1093,2
SAL50784,65,271,710,203,1812,0.7,1375,2.2
SAL50785,57,2600,575,290,1312,0.7,966,2.1
SAL50786,53,1034,762,100,1916,0.6,1187,2.1
SAL50787,50,1613,657,263,1875,0.8,1531,2.5
SAL50788,52,1651,682,200,1328,0.8,1275,2.3
SAL50789,51,2450,710,0,1833,0.6,1312,2.3
SAL50790,36,477,700,150,1625,0.8,1375,2.6
SAL50791,47,1452,710,70,1437,0.7,1343,2.4
SAL50792,44,561,854,170,2019,0.7,1357,2.2
SAL50793,42,1650,1215,103,2562,0.8,2312,2.6
SAL50794,17,0,1375,150,3250,0.8,1875,2.8
SAL50795,45,0,2070,0,1875,0.2,1625,1.3
SAL50796,22,0,266,75,562,1.4,1071,4.1
SAL50797,34,4000,1062,100,2250,0.8,2187,3.1
SAL50798,59,813,445,100,774,0.6,669,1.6
SAL50799,39,2000,1071,270,2364,1,1859,2.7
SAL50800,57,2600,659,66,762,1.3,1199,2.4
SAL50801,45,0,1906,0,0,0,5500,0
SAL50802,41,1484,1124,200,1999,0.9,1999,3.1
SAL50803,60,0,1625,0,2499,0.6,2499,2.3
SAL50804,49,1083,1375,0,0,0.3,1437,1
SAL50805,51,2167,366,423,2374,0.8,349,2.4
SAL50806,31,1751,760,303,1636,0.9,1537,2.8
SAL50807,64,0,1687,0,3750,0.5,2749,2
SAL50808,31,2427,351,85,707,1.2,1072,3.5
SAL50809,42,1122,1335,248,880,1.3,1483,2.6
SAL50810,68,0,274,0,0,0,274,0
SAL50811,42,109,885,200,1624,0.7,1125,2.5
SAL50812,46,0,0,0,900,0.7,900,2
SAL50813,42,800,1781,0,3750,0.7,2250,2.9
SAL50814,29,0,949,440,1374,1.2,1749,3.3
SAL50815,42,1950,633,250,2025,0.8,1724,2.8
SAL50816,37,2000,934,400,2461,0.7,2143,2.7
SAL50817,38,0,2278,350,0,0.6,899,1.5
SAL50818,59,0,2624,0,0,0,3250,0
SAL50819,38,1083,1025,180,2143,0.7,1698,2.3
SAL50820,36,0,1125,0,2250,0.7,2124,2.9
SAL50821,39,0,1291,0,2874,0.9,2250,2.3
SAL50822,45,1475,1062,190,1374,0.8,1583,2.5
SAL50823,47,1200,1292,0,2750,0.8,1375,2
SAL50824,67,300,687,0,1374,0.6,1124,1.7
SAL50825,63,2167,924,0,2374,0.6,2125,2.3
SAL50826,32,774,1083,75,1916,0.8,1916,2.9
SAL50827,60,0,866,0,1875,0.1,1812,2
SAL50828,32,1750,764,350,2004,0.8,1801,2.8
SAL50829,33,1733,1409,370,3166,0.8,2874,2.7
SAL50830,52,1733,741,256,1483,0.6,1131,2
SAL50831,33,2167,940,450,2511,0.8,2436,3.3
SAL50832,50,1717,667,330,1531,0.7,1284,2.3
SAL50833,36,1500,595,300,1494,0.8,1318,2.7
SAL50834,53,394,680,0,2083,0.7,1562,2.1
SAL50835,35,2167,1019,350,2690,0.8,2039,2.4
SAL50836,42,426,2126,98,1350,0.9,1428,2.4
SAL50837,60,0,630,270,3250,0.5,1125,2
SAL50838,32,1517,686,303,1671,0.8,1548,2.9
SAL50839,60,1300,624,250,1583,0.6,1187,1.7
SAL50840,35,2000,1286,430,3177,0.8,2304,2
SAL50841,55,1310,566,210,1399,0.7,1083,2.1
SAL50842,42,2167,893,440,2603,0.7,2326,2.8
SAL50843,71,0,824,125,0,0.4,350,1.5
SAL50844,36,520,2207,50,3020,0.9,2392,2.9
SAL50845,43,2125,630,275,1792,0.7,1421,2.6
SAL50846,42,714,1369,180,1671,0.9,1597,2.3
SAL50847,45,2000,776,450,2320,0.7,2180,2.9
SAL50848,0,0,0,0,0,0,0,0
SAL50849,44,2100,790,350,2447,0.7,2078,2.8
SAL50850,62,1000,560,280,1749,0.6,1708,2.3
SAL50851,46,200,1843,0,3750,0.8,3625,2.8
SAL50852,52,1388,478,125,1125,0.9,933,2.8
SAL50853,47,1603,745,295,1981,0.7,1557,2.5
SAL50854,48,0,1375,0,2250,0.8,2999,2.2
SAL50855,42,0,2400,0,0,0,0,0
SAL50856,50,0,2750,0,8000,0.4,1875,1.5
SAL50857,37,1300,587,280,1435,0.8,1206,2.4
SAL50858,40,1196,521,229,1266,0.8,902,2.3
SAL50859,50,0,1166,200,2374,0.8,2250,2.7
SAL50860,49,0,3250,0,0,0.5,3749,1
SAL50861,35,1084,1071,115,1812,0.7,1875,2.8
SAL50862,59,2318,635,255,1562,0.7,1343,2.3
SAL50863,40,2261,871,463,2682,0.8,2601,3.2
SAL50864,50,1700,687,0,2250,0.5,649,1.8
SAL50865,47,1619,711,325,1904,0.7,1443,2.5
SAL50866,55,1617,636,300,1416,0.8,1178,2.2
SAL50867,40,1603,822,285,2100,0.9,1875,2.8
SAL50868,41,400,1228,160,2333,0.6,1968,2.5
SAL50869,45,2584,1062,0,4749,0.6,474,2.3
SAL50870,60,1500,636,112,1375,0.9,1375,1.8
SAL50871,36,1500,725,350,1759,0.8,1479,2.5
SAL50872,53,3361,890,235,1149,2.5,1916,2.8
SAL50873,35,1512,628,300,1603,0.8,1360,2.7
SAL50874,38,2020,889,430,2412,0.8,2120,2.8
SAL50875,35,2001,904,370,2487,0.7,2278,2.9
SAL50876,62,0,1062,0,0,0,1399,0
SAL50877,30,0,900,0,1937,0.9,1916,3
SAL50878,37,0,1031,0,2125,0.6,2125,2.6
SAL50879,44,2000,901,350,2602,0.7,2153,2.7
SAL50880,40,1300,921,245,2109,0.7,1409,2.1
SAL50881,41,1950,847,400,2248,0.7,1977,2.7
SAL50882,57,0,624,0,1999,1.4,1312,2.7
SAL50883,58,2167,725,228,1249,0.8,1625,2.6
SAL50884,40,0,1406,750,7000,1.2,1562,1.4
SAL50885,45,3467,574,20,2625,0.8,2333,2.8
SAL50886,32,0,949,0,1625,0.8,1562,3.2
SAL50887,0,0,0,0,0,0,0,0
SAL50888,42,890,824,0,2250,1.2,2250,4.3
SAL50889,31,1939,1183,265,2562,0.7,2277,2.4
SAL50890,49,1239,548,270,1221,0.7,853,1.8
SAL50891,41,1148,671,250,1593,0.7,1205,2.2
SAL50892,62,0,1025,50,1875,0.5,1187,1.7
SAL50893,38,2400,918,342,2876,0.8,2200,2.6
SAL50894,25,0,391,65,1021,1.4,1208,4.2
SAL50895,34,1042,642,250,1624,0.8,1268,2.4
SAL50896,39,1647,653,350,1763,0.8,1534,2.8
SAL50897,55,1517,675,271,1125,0.9,1312,2
SAL50898,37,1914,947,288,2392,0.8,2181,2.9
SAL50899,43,1083,1837,100,767,1.1,1101,2.6
SAL50900,54,2000,774,0,1875,0.7,1874,2.5
SAL50901,45,2500,912,380,2518,0.8,2303,3
SAL50902,42,2000,2575,350,1125,1.1,2091,2.4
SAL50903,39,1690,827,385,1944,0.8,1632,2.6
SAL50904,42,2817,746,525,2170,0.7,2208,3.1
SAL50905,44,2600,994,495,2983,0.7,2429,2.7
SAL50906,37,0,1187,0,2074,0.8,2074,3
SAL50907,47,433,900,138,1875,0.6,1375,2.4
SAL50908,43,2974,1218,200,2624,0.8,2187,2.7
SAL50909,44,0,3500,0,0,1,0,4
SAL50910,23,0,1500,0,2250,1.3,2250,4
SAL50911,40,2167,840,358,2231,0.7,1982,2.8
SAL50912,41,0,2087,180,1437,0.6,1481,1.7
SAL50913,48,1900,754,310,1875,0.9,1199,2.1
SAL50914,22,0,725,0,0,0,725,0
SAL50915,60,0,725,0,1124,0.6,1062,2.4
SAL50916,49,700,837,240,1850,0.7,1416,2.4
SAL50917,36,1733,1028,300,2386,0.8,1622,1.9
SAL50918,43,1382,634,130,2583,0.8,1125,2.7
SAL50919,58,1600,900,170,1875,0.8,1124,2.1
SAL50920,33,1615,769,350,1830,0.8,1632,2.8
SAL50921,57,0,1812,315,0,0,3124,0
SAL50922,37,1733,699,350,1958,0.7,1649,2.7
SAL50923,44,1000,602,180,1325,0.8,1083,2.4
SAL50924,59,0,900,140,2249,1,1343,1.8
SAL50925,41,1200,590,270,1430,0.7,1062,2.1
SAL50926,39,650,1514,110,1286,0.9,1348,2.5
SAL50927,30,0,1437,0,2624,0.8,1625,3
SAL50928,52,2167,841,345,2125,0.7,1343,2.4
SAL50929,50,0,593,0,1875,1.1,1749,3.2
SAL50930,51,1300,508,230,1233,0.8,1093,2.6
SAL50931,70,0,1249,0,2250,0.6,2250,2
SAL50932,42,2322,970,420,2903,0.8,2171,2.6
SAL50933,57,2700,745,240,3108,0.8,1311,2.2
SAL50934,55,397,612,156,1312,0.8,1218,2
SAL50935,55,0,900,0,2249,0.7,1875,1.8
SAL50936,56,1083,949,182,2125,0.8,1874,2.5
SAL50937,38,0,949,250,1937,0.7,1812,2.7
SAL50938,40,1082,774,220,1899,0.7,1411,2.3
SAL50939,39,1500,632,330,1489,0.7,1253,2.5
SAL50940,35,1100,762,310,1625,0.6,1499,2.2
SAL50941,41,2500,949,300,2408,0.9,2270,2.8
SAL50942,34,0,1021,100,1374,1.1,1166,3.4
SAL50943,32,1486,1437,0,5500,0.7,5500,2.8
SAL50944,40,1500,639,310,1687,0.8,1247,2.4
SAL50945,49,1800,910,178,1978,0.7,1609,2.1
SAL50946,52,1750,1015,350,2333,0.7,1562,2
SAL50947,39,1350,683,295,1497,0.7,1106,1.9
SAL50948,34,1741,715,275,1891,0.8,1426,2.5
SAL50949,45,1228,1031,138,2583,0.7,1312,2.5
SAL50950,31,1733,1510,385,3387,0.8,3178,2.7
SAL50951,32,1988,1017,400,2616,0.7,2454,3
SAL50952,42,2030,750,360,2272,0.8,2071,2.9
SAL50953,49,2000,752,350,2374,0.7,1949,2.8
SAL50954,45,8500,1374,0,2124,0.6,1624,2.2
SAL50955,44,1694,769,150,0,0.7,1781,1
SAL50956,40,0,1062,150,2125,0.8,1999,3
SAL50957,46,1573,657,310,1641,0.7,1333,2.6
SAL50958,42,2947,1124,323,2750,1.1,2750,3.8
SAL50959,36,0,1281,0,2299,0.7,2166,2.3
SAL50960,45,2362,908,500,2840,0.7,2556,2.9
SAL50961,53,1271,880,100,1374,0.8,1312,2.1
SAL50962,39,0,1562,300,3249,0.7,2749,2.7
SAL50963,58,1127,675,200,1468,0.7,1300,2.2
SAL50964,45,1083,1208,250,3049,0.7,2083,2.6
SAL50965,59,1850,743,148,3249,0.5,1375,3.2
SAL50966,39,1084,966,0,3625,0.8,3625,3.5
SAL50967,30,1031,1199,115,2250,0.6,1292,2.1
SAL50968,50,2709,936,245,2250,1.3,2013,2.6
SAL50969,44,1490,781,300,1799,0.7,1312,2.1
